frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total_balls,balls_in_hand,balls_in_air,avg_chain_quality
643,3,0,0,3,,c23|c24|c26,0.669
644,3,0,0,3,,c23|c24|c26,0.669
645,3,0,0,3,,c23|c24|c26,0.669
646,3,0,0,3,,c23|c24|c26,0.669
647,3,0,0,3,,c23|c24|c26,0.669
648,3,0,0,3,,c23|c24|c26,0.669
649,3,0,0,3,,c23|c24|c26,0.669
650,3,0,0,3,,c23|c24|c26,0.669
651,3,0,0,3,,c23|c24|c26,0.669
652,3,0,0,3,,c23|c24|c26,0.669
653,3,0,0,3,,c23|c24|c26,0.669
654,3,0,0,3,,c23|c24|c26,0.669
655,3,0,0,3,,c23|c24|c26,0.669
656,3,0,0,3,,c23|c24|c26,0.669
657,3,0,0,3,,c23|c24|c26,0.669
658,3,0,0,3,,c23|c24|c26,0.669
659,3,0,0,3,,c23|c24|c26,0.669
660,3,0,0,3,,c23|c24|c26,0.669
661,3,0,0,3,,c23|c24|c26,0.669
662,3,0,0,3,,c23|c24|c26,0.669
663,3,0,0,3,,c23|c24|c26,0.669
664,3,0,0,3,,c23|c24|c26,0.669
665,3,0,0,3,,c23|c24|c26,0.669
666,3,0,0,3,,c23|c24|c26,0.669
667,3,0,0,3,,c23|c24|c26,0.669
668,3,0,0,3,,c23|c24|c26,0.669
669,3,0,0,3,,c23|c24|c26,0.669
670,3,0,0,3,,c23|c24|c26,0.669
671,2,0,0,2,,c24|c26,0.585
672,2,0,0,2,,c24|c26,0.585
673,2,0,0,2,,c24|c26,0.585
674,2,0,0,2,,c24|c26,0.585
675,2,0,0,2,,c24|c26,0.585
676,2,0,0,2,,c24|c26,0.585
677,1,0,0,1,,c26,0.429
678,1,0,0,1,,c26,0.429
679,2,0,0,2,,c23|c26,0.633
680,2,0,0,2,,c23|c26,0.633
681,2,0,0,2,,c23|c26,0.633
682,2,0,0,2,,c23|c26,0.633
683,2,0,0,2,,c23|c26,0.633
684,2,0,0,2,,c23|c26,0.633
685,3,0,0,3,,c23|c24|c26,0.669
686,3,0,0,3,,c23|c24|c26,0.669
687,3,0,0,3,,c23|c24|c26,0.669
688,3,0,0,3,,c23|c24|c26,0.669
689,3,0,0,3,,c23|c24|c26,0.669
690,3,0,0,3,,c23|c24|c26,0.669
691,4,0,0,4,,c23|c24|c26|c27,0.609
692,4,0,0,4,,c23|c24|c26|c27,0.609
693,4,0,0,4,,c23|c24|c26|c27,0.609
694,4,0,0,4,,c23|c24|c26|c27,0.609
695,4,0,0,4,,c23|c24|c26|c27,0.609
696,4,0,0,4,,c23|c24|c26|c27,0.609
697,5,0,0,5,,c23|c24|c26|c27|c28,0.573
698,4,0,0,4,,c23|c24|c26|c27,0.609
699,4,0,0,4,,c23|c24|c26|c27,0.609
700,4,0,0,4,,c23|c24|c26|c27,0.609
701,3,0,0,3,,c23|c24|c26,0.669
702,3,0,0,3,,c23|c24|c26,0.669
703,3,0,0,3,,c23|c24|c26,0.669
704,3,0,0,3,,c23|c24|c26,0.669
705,3,0,0,3,,c23|c24|c26,0.669
706,3,0,0,3,,c23|c24|c26,0.669
707,3,0,0,3,,c23|c24|c26,0.669
708,3,0,0,3,,c23|c24|c26,0.669
709,3,0,0,3,,c23|c24|c26,0.669
710,3,0,0,3,,c23|c24|c26,0.669
711,3,0,0,3,,c23|c24|c26,0.669
712,3,0,0,3,,c23|c24|c26,0.669
713,3,0,0,3,,c23|c24|c26,0.669
714,3,0,0,3,,c23|c24|c26,0.669
715,3,0,0,3,,c23|c24|c26,0.669
716,3,0,0,3,,c23|c24|c26,0.669
717,2,0,0,2,,c24|c26,0.585
718,2,0,0,2,,c24|c26,0.585
719,2,0,0,2,,c24|c26,0.585
720,2,0,0,2,,c24|c26,0.585
721,2,0,0,2,,c24|c26,0.585
722,2,0,0,2,,c24|c26,0.585
723,2,0,0,2,,c24|c26,0.585
724,2,0,0,2,,c24|c26,0.585
725,2,0,0,2,,c24|c26,0.585
726,2,0,0,2,,c24|c26,0.585
727,2,0,0,2,,c24|c26,0.585
728,2,0,0,2,,c24|c26,0.585
729,2,0,0,2,,c24|c26,0.585
730,2,0,0,2,,c24|c26,0.585
731,2,0,0,2,,c24|c26,0.585
732,2,0,0,2,,c24|c26,0.585
733,3,0,0,3,,c24|c26|c29,0.640
734,3,0,0,3,,c24|c26|c29,0.640
735,3,0,0,3,,c24|c26|c29,0.640
736,3,0,0,3,,c24|c26|c29,0.640
737,3,0,0,3,,c24|c26|c29,0.640
738,3,0,0,3,,c24|c26|c29,0.640
739,3,0,0,3,,c24|c26|c29,0.640
740,3,0,0,3,,c24|c26|c29,0.640
741,3,0,0,3,,c24|c26|c29,0.640
742,3,0,0,3,,c24|c26|c29,0.640
743,3,0,0,3,,c24|c26|c29,0.640
744,3,0,0,3,,c24|c26|c29,0.640
745,3,0,0,3,,c24|c26|c29,0.640
746,3,0,0,3,,c24|c26|c29,0.640
747,3,0,0,3,,c24|c26|c29,0.640
748,3,0,0,3,,c24|c26|c29,0.640
749,3,0,0,3,,c24|c26|c29,0.640
750,3,0,0,3,,c24|c26|c29,0.640
751,3,0,0,3,,c24|c26|c29,0.640
752,3,0,0,3,,c24|c26|c29,0.640
753,3,0,0,3,,c24|c26|c29,0.640
754,3,0,0,3,,c24|c26|c29,0.640
755,3,0,0,3,,c24|c26|c29,0.640
756,3,0,0,3,,c24|c26|c29,0.640
757,3,0,0,3,,c24|c26|c29,0.640
758,3,0,0,3,,c24|c26|c29,0.640
759,3,0,0,3,,c24|c26|c29,0.640
760,3,0,0,3,,c24|c26|c29,0.640
761,3,0,0,3,,c24|c26|c29,0.640
762,3,0,0,3,,c24|c26|c29,0.640
763,3,0,0,3,,c24|c26|c29,0.640
764,3,0,0,3,,c24|c26|c29,0.640
765,4,0,0,4,,c24|c26|c29|c30,0.594
766,4,0,0,4,,c24|c26|c29|c30,0.594
767,2,0,0,2,,c26|c29,0.589
768,2,0,0,2,,c26|c29,0.589
769,2,0,0,2,,c26|c29,0.589
770,2,0,0,2,,c26|c29,0.589
771,2,0,0,2,,c26|c29,0.589
772,2,0,0,2,,c26|c29,0.589
773,2,0,0,2,,c26|c29,0.589
774,2,0,0,2,,c26|c29,0.589
775,3,0,0,3,,c26|c29|c30,0.544
776,3,0,0,3,,c26|c29|c30,0.544
777,3,0,0,3,,c26|c29|c30,0.544
778,3,0,0,3,,c26|c29|c30,0.544
779,3,0,0,3,,c26|c29|c30,0.544
780,2,0,1,3,c30,c26|c29,0.544
781,1,0,0,1,,c29,0.750
782,1,0,0,1,,c29,0.750
783,1,0,0,1,,c29,0.750
784,1,0,0,1,,c29,0.750
785,1,0,0,1,,c29,0.750
786,1,0,0,1,,c29,0.750
787,1,0,0,1,,c29,0.750
788,1,0,0,1,,c29,0.750
789,1,0,0,1,,c29,0.750
790,1,0,0,1,,c29,0.750
791,2,0,0,2,,c29|c31,0.618
792,2,0,0,2,,c29|c31,0.618
793,2,0,0,2,,c29|c31,0.618
794,2,0,0,2,,c29|c31,0.618
795,2,0,0,2,,c29|c31,0.618
796,2,0,0,2,,c29|c31,0.618
797,2,0,1,3,c30,c29|c31,0.563
798,3,0,0,3,,c29|c30|c31,0.563
799,3,0,0,3,,c29|c30|c31,0.563
800,3,0,0,3,,c29|c30|c31,0.563
801,3,0,0,3,,c29|c30|c31,0.563
802,3,0,0,3,,c29|c30|c31,0.563
803,3,0,0,3,,c29|c30|c31,0.563
804,3,0,0,3,,c29|c30|c31,0.563
805,3,0,0,3,,c29|c30|c31,0.563
806,2,0,0,2,,c30|c31,0.470
807,2,0,0,2,,c30|c31,0.470
808,2,0,0,2,,c30|c31,0.470
809,2,0,0,2,,c30|c31,0.470
810,2,0,0,2,,c30|c31,0.470
811,3,0,0,3,,c29|c30|c31,0.563
812,2,0,0,2,,c30|c31,0.470
813,2,0,0,2,,c30|c31,0.470
814,3,0,0,3,,c30|c31|c32,0.456
815,3,0,0,3,,c30|c31|c32,0.456
816,3,0,0,3,,c30|c31|c32,0.456
817,3,0,0,3,,c30|c31|c32,0.456
818,3,0,0,3,,c30|c31|c32,0.456
819,3,0,0,3,,c30|c31|c32,0.456
820,3,0,0,3,,c30|c31|c32,0.456
821,3,0,0,3,,c30|c31|c32,0.456
822,3,0,0,3,,c30|c31|c32,0.456
823,3,0,0,3,,c30|c31|c32,0.456
824,3,0,0,3,,c30|c31|c32,0.456
825,3,0,0,3,,c30|c31|c32,0.456
826,3,0,0,3,,c30|c31|c32,0.456
827,3,0,0,3,,c30|c31|c32,0.456
828,3,0,0,3,,c30|c31|c32,0.456
829,3,0,0,3,,c30|c31|c32,0.456
830,1,0,1,2,c30,c31,0.470
831,1,0,0,1,,c31,0.487
832,1,0,0,1,,c31,0.487
833,1,0,0,1,,c31,0.487
834,1,0,0,1,,c31,0.487
835,1,0,0,1,,c31,0.487
836,1,0,0,1,,c31,0.487
837,1,0,0,1,,c31,0.487
838,1,0,0,1,,c31,0.487
839,1,0,1,2,c31,c33,0.458
840,1,0,0,1,,c33,0.429
841,1,0,0,1,,c33,0.429
842,1,0,0,1,,c33,0.429
843,1,0,0,1,,c33,0.429
844,1,0,0,1,,c33,0.429
845,1,0,0,1,,c33,0.429
846,1,0,0,1,,c33,0.429
847,1,0,0,1,,c33,0.429
848,1,0,0,1,,c33,0.429
849,1,0,0,1,,c33,0.429
850,1,0,0,1,,c33,0.429
851,1,0,0,1,,c33,0.429
852,1,0,0,1,,c33,0.429
853,1,0,0,1,,c33,0.429
854,1,0,0,1,,c33,0.429
855,2,0,0,2,,c33|c34,0.429
856,2,0,1,3,c30,c33|c34,0.437
857,2,0,0,2,,c30|c33,0.441
858,2,0,0,2,,c30|c33,0.441
859,2,0,0,2,,c30|c33,0.441
860,2,0,1,3,c31,c30|c33,0.456
861,3,0,0,3,,c30|c31|c33,0.456
862,3,0,0,3,,c30|c31|c33,0.456
863,3,0,0,3,,c30|c31|c33,0.456
864,3,0,0,3,,c30|c31|c33,0.456
865,3,0,0,3,,c30|c31|c33,0.456
866,3,0,0,3,,c30|c31|c33,0.456
867,3,0,0,3,,c30|c31|c33,0.456
868,3,0,0,3,,c30|c31|c33,0.456
869,3,0,0,3,,c30|c31|c33,0.456
870,3,0,0,3,,c30|c31|c33,0.456
871,3,0,0,3,,c30|c31|c33,0.456
872,2,0,1,3,c30,c31|c33,0.456
873,2,0,0,2,,c31|c33,0.458
874,2,0,0,2,,c31|c33,0.458
875,2,0,0,2,,c31|c33,0.458
876,2,0,0,2,,c31|c33,0.458
877,2,0,0,2,,c31|c33,0.458
878,2,0,0,2,,c31|c33,0.458
879,2,0,0,2,,c31|c33,0.458
880,2,0,0,2,,c31|c33,0.458
881,1,0,0,1,,c31,0.487
882,1,0,0,1,,c31,0.487
883,2,0,0,2,,c31|c35,0.458
884,2,0,0,2,,c31|c35,0.458
885,3,0,0,3,,c31|c35|c36,0.620
886,2,0,0,2,,c31|c36,0.715
887,2,0,0,2,,c31|c36,0.715
888,2,0,0,2,,c31|c36,0.715
889,2,0,0,2,,c31|c36,0.715
890,2,0,1,3,c30,c31|c36,0.628
891,3,0,0,3,,c30|c31|c36,0.628
892,3,0,0,3,,c30|c31|c36,0.628
893,3,0,0,3,,c30|c31|c36,0.628
894,3,0,0,3,,c30|c31|c36,0.628
895,3,0,0,3,,c30|c31|c36,0.628
896,3,0,0,3,,c30|c31|c36,0.628
897,3,0,0,3,,c30|c31|c36,0.628
898,3,0,0,3,,c30|c31|c36,0.628
899,3,0,0,3,,c30|c31|c36,0.628
900,3,0,0,3,,c30|c31|c36,0.628
901,3,0,0,3,,c30|c31|c36,0.628
902,3,0,0,3,,c30|c31|c36,0.628
903,3,0,0,3,,c30|c31|c36,0.628
904,3,0,0,3,,c30|c31|c36,0.628
905,3,0,0,3,,c30|c31|c36,0.628
906,3,0,0,3,,c30|c31|c36,0.628
907,3,0,0,3,,c30|c31|c36,0.628
908,3,0,0,3,,c30|c31|c36,0.628
909,3,0,0,3,,c30|c31|c36,0.628
910,3,0,0,3,,c30|c31|c36,0.628
911,3,0,0,3,,c30|c31|c36,0.628
912,3,0,0,3,,c30|c31|c36,0.628
913,3,0,0,3,,c30|c31|c36,0.628
914,3,0,0,3,,c30|c31|c36,0.628
915,3,0,0,3,,c30|c31|c36,0.628
916,3,0,0,3,,c30|c31|c36,0.628
917,3,0,0,3,,c30|c31|c36,0.628
918,3,0,0,3,,c30|c31|c36,0.628
919,3,0,0,3,,c30|c31|c36,0.628
920,3,0,0,3,,c30|c31|c36,0.628
921,3,0,0,3,,c30|c31|c36,0.628
922,3,0,0,3,,c30|c31|c36,0.628
923,3,0,0,3,,c30|c31|c36,0.628
924,3,0,0,3,,c30|c31|c36,0.628
925,3,0,0,3,,c30|c31|c36,0.628
926,3,0,0,3,,c30|c31|c36,0.628
927,3,0,0,3,,c30|c31|c36,0.628
928,3,0,0,3,,c30|c31|c36,0.628
929,3,0,0,3,,c30|c31|c36,0.628
930,3,0,0,3,,c30|c31|c36,0.628
931,3,0,0,3,,c30|c31|c36,0.628
932,3,0,0,3,,c30|c31|c36,0.628
933,3,0,0,3,,c30|c31|c36,0.628
934,3,0,0,3,,c30|c31|c36,0.628
935,3,0,0,3,,c30|c31|c36,0.628
936,3,0,0,3,,c30|c31|c36,0.628
937,2,0,0,2,,c30|c36,0.699
938,2,0,0,2,,c30|c36,0.699
939,2,0,0,2,,c30|c36,0.699
940,2,0,0,2,,c30|c36,0.699
941,2,0,0,2,,c30|c36,0.699
942,2,0,0,2,,c30|c36,0.699
943,2,0,0,2,,c30|c36,0.699
944,3,0,0,3,,c30|c31|c36,0.628
945,3,0,0,3,,c30|c31|c36,0.628
946,2,0,0,2,,c31|c36,0.715
947,2,0,0,2,,c31|c36,0.715
948,2,0,0,2,,c31|c36,0.715
949,1,0,0,1,,c31,0.487
950,1,0,0,1,,c31,0.487
951,1,0,0,1,,c31,0.487
952,1,0,0,1,,c31,0.487
953,1,0,0,1,,c31,0.487
954,1,0,0,1,,c31,0.487
955,1,0,0,1,,c31,0.487
956,2,0,0,2,,c31|c37,0.458
957,3,0,0,3,,c31|c36|c37,0.620
958,3,0,0,3,,c31|c36|c37,0.620
959,3,0,0,3,,c31|c36|c37,0.620
960,3,0,0,3,,c31|c36|c37,0.620
961,3,0,0,3,,c31|c36|c37,0.620
962,3,0,0,3,,c31|c36|c37,0.620
963,3,0,0,3,,c31|c36|c37,0.620
964,3,0,0,3,,c31|c36|c37,0.620
965,2,0,0,2,,c36|c37,0.686
966,1,0,0,1,,c37,0.429
967,1,0,0,1,,c37,0.429
968,2,0,0,2,,c37|c38,0.391
969,2,0,0,2,,c37|c38,0.391
970,3,0,0,3,,c31|c37|c38,0.423
971,2,0,0,2,,c31|c38,0.420
972,2,0,0,2,,c31|c38,0.420
973,2,0,0,2,,c31|c38,0.420
974,2,0,0,2,,c31|c38,0.420
975,2,0,0,2,,c31|c38,0.420
976,2,0,0,2,,c31|c38,0.420
977,3,0,0,3,,c31|c38|c39,0.423
978,3,0,0,3,,c31|c38|c39,0.423
979,3,0,0,3,,c31|c38|c39,0.423
980,3,0,0,3,,c31|c38|c39,0.423
981,3,0,0,3,,c31|c38|c39,0.423
982,3,0,0,3,,c31|c38|c39,0.423
983,3,0,0,3,,c31|c38|c39,0.423
984,3,0,0,3,,c31|c38|c39,0.423
985,3,0,0,3,,c31|c38|c39,0.423
986,3,0,0,3,,c31|c38|c39,0.423
987,3,0,0,3,,c31|c38|c39,0.423
988,3,0,0,3,,c31|c38|c39,0.423
989,3,0,0,3,,c31|c38|c39,0.423
990,3,0,0,3,,c31|c38|c39,0.423
991,3,0,0,3,,c31|c38|c39,0.423
992,3,0,0,3,,c31|c38|c39,0.423
993,3,0,0,3,,c31|c38|c39,0.423
994,3,0,0,3,,c31|c38|c39,0.423
995,3,0,0,3,,c31|c38|c39,0.423
996,3,0,0,3,,c31|c38|c39,0.423
997,3,0,0,3,,c31|c38|c39,0.423
998,3,0,0,3,,c31|c38|c39,0.423
999,3,0,0,3,,c31|c38|c39,0.423
1000,3,0,0,3,,c31|c38|c39,0.423
1001,3,0,0,3,,c31|c38|c39,0.423
1002,3,0,0,3,,c31|c38|c39,0.423
1003,3,0,0,3,,c31|c38|c39,0.423
1004,3,0,0,3,,c31|c38|c39,0.423
1005,3,0,0,3,,c31|c38|c39,0.423
1006,3,0,0,3,,c31|c38|c39,0.423
1007,3,0,0,3,,c31|c38|c39,0.423
1008,3,0,0,3,,c31|c38|c39,0.423
1009,3,0,0,3,,c31|c38|c39,0.423
1010,3,0,0,3,,c31|c38|c39,0.423
1011,3,0,0,3,,c31|c38|c39,0.423
1012,2,0,0,2,,c31|c38,0.420
1013,2,0,0,2,,c31|c38,0.420
1014,2,0,0,2,,c31|c38,0.420
1015,1,0,1,2,c31,c38,0.420
1016,1,0,0,1,,c38,0.353
1017,1,0,0,1,,c38,0.353
1018,1,0,0,1,,c38,0.353
1019,1,0,0,1,,c38,0.353
1020,1,0,0,1,,c38,0.353
1021,0,0,0,0,,,0.000
1022,0,0,0,0,,,0.000
1023,0,0,0,0,,,0.000
1024,0,0,0,0,,,0.000
1025,0,0,0,0,,,0.000
1026,0,0,0,0,,,0.000
1027,0,0,0,0,,,0.000
1028,0,0,0,0,,,0.000
1029,2,0,1,3,c31,c38|c40,0.501
1030,3,0,0,3,,c31|c38|c40,0.501
1031,3,0,0,3,,c31|c38|c40,0.501
1032,3,0,0,3,,c31|c38|c40,0.501
1033,3,0,0,3,,c31|c38|c40,0.501
1034,3,0,0,3,,c31|c38|c40,0.501
1035,3,0,0,3,,c31|c38|c40,0.501
1036,3,0,0,3,,c31|c38|c40,0.501
1037,3,0,0,3,,c31|c38|c40,0.501
1038,3,0,0,3,,c31|c38|c40,0.501
1039,3,0,0,3,,c31|c38|c40,0.501
1040,3,0,0,3,,c31|c38|c40,0.501
1041,3,0,0,3,,c31|c38|c40,0.501
1042,3,0,0,3,,c31|c38|c40,0.501
1043,3,0,0,3,,c31|c38|c40,0.501
1044,3,0,0,3,,c31|c38|c40,0.501
1045,3,0,0,3,,c31|c38|c40,0.501
1046,3,0,0,3,,c31|c38|c40,0.501
1047,3,0,0,3,,c31|c38|c40,0.501
1048,3,0,0,3,,c31|c38|c40,0.501
1049,3,0,0,3,,c31|c38|c40,0.501
1050,2,0,1,3,c40,c31|c38,0.501
1051,1,0,0,1,,c31,0.487
1052,1,0,0,1,,c31,0.487
1053,1,0,0,1,,c31,0.487
1054,1,0,1,2,c40,c31,0.575
1055,2,0,0,2,,c31|c40,0.575
1056,3,0,0,3,,c31|c38|c40,0.501
1057,3,0,0,3,,c31|c38|c40,0.501
1058,3,0,0,3,,c31|c38|c40,0.501
1059,3,0,0,3,,c31|c38|c40,0.501
1060,3,0,0,3,,c31|c38|c40,0.501
1061,2,0,0,2,,c31|c38,0.420
1062,2,0,0,2,,c31|c38,0.420
1063,2,0,0,2,,c31|c38,0.420
1064,2,0,0,2,,c31|c38,0.420
1065,2,0,0,2,,c31|c38,0.420
1066,2,0,0,2,,c31|c38,0.420
1067,2,0,0,2,,c31|c38,0.420
1068,2,0,0,2,,c31|c38,0.420
1069,2,0,0,2,,c31|c38,0.420
1070,3,0,0,3,,c31|c38|c41,0.423
1071,3,0,0,3,,c31|c38|c41,0.423
1072,3,0,0,3,,c31|c38|c41,0.423
1073,3,0,0,3,,c31|c38|c41,0.423
1074,3,0,0,3,,c31|c38|c41,0.423
1075,2,0,0,2,,c38|c41,0.391
1076,2,0,0,2,,c38|c41,0.391
1077,3,0,0,3,,c38|c41|c42,0.403
1078,1,0,0,1,,c38,0.353
