frame,L,R,A,h36_event_type,h12_n_air,h12_n_l,h12_n_r,h12_n_total,h12_pattern,h12_confidence,h36_l_le_h12_l,h36_r_le_h12_r,agree,h39v2_pattern
276,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
277,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
278,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
279,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
280,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
281,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
282,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
283,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
284,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
285,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
286,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
287,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
288,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
289,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
290,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
291,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
292,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
293,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
294,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
295,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
296,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
297,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
298,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
299,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
300,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
301,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
302,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
303,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
304,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
305,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
306,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
307,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
308,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
309,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
310,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
311,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
312,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_3+
313,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
314,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
315,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
316,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
317,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
318,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
319,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
320,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
321,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
322,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
323,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
324,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
325,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
326,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
327,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
328,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL
329,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.911,True,True,True,SINGLE_BALL
330,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.911,True,True,True,SINGLE_BALL
331,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.911,True,True,True,SINGLE_BALL
332,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.911,True,True,True,SINGLE_BALL
333,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.757,True,True,True,TWO_BALL
334,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.757,True,True,True,TWO_BALL
335,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
336,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
337,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
338,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
339,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
340,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
341,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
342,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
343,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
344,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
345,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
346,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
347,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
348,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
349,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
350,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
351,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
352,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
353,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
354,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
355,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
356,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
357,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
358,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
359,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
360,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
361,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
362,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
363,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
364,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
365,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
366,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
367,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
368,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
369,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
370,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
371,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
372,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
373,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
374,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
375,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
376,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
377,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
378,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
379,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
380,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
381,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
382,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
391,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
392,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
393,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
394,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
395,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
396,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
397,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
398,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL
399,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL
400,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL
401,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL
402,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL
403,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL
404,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL
405,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL
406,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL
407,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL
408,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL
409,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL
410,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL
411,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
412,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
413,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
414,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
415,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
416,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
417,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
418,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
419,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
420,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
421,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
422,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
423,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
424,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
425,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.844,True,True,True,FOUNTAIN_REJECTED
426,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.844,True,True,True,FOUNTAIN_REJECTED
427,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.844,True,True,True,FOUNTAIN_REJECTED
428,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.844,True,True,True,FOUNTAIN_REJECTED
429,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
430,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
431,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
432,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
433,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
434,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
435,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
436,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
437,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
438,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
439,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
440,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
441,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
442,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
443,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
444,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
445,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
446,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
447,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
448,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
449,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED
450,1,0,2,CATCH,3,1,0,3,MIXED_3+,0.792,True,True,True,MIXED_3+
451,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL
452,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL
453,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL
454,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL
455,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL
456,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL
457,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL
458,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL
459,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL
460,1,0,2,CATCH,2,1,0,2,TWO_BALL_ONE_HAND,0.755,True,True,True,TWO_BALL_ONE_HAND
461,1,0,2,HOLD,2,1,0,2,TWO_BALL_ONE_HAND,0.887,True,True,True,TWO_BALL_ONE_HAND
462,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL
463,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL
464,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL
465,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL
466,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL
467,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL
468,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL
469,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL
470,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL
471,0,0,3,THROW,3,1,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_3+
472,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_3+
473,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
474,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
475,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
476,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
477,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
478,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
479,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
480,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
481,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
482,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
483,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
484,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
485,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
486,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
487,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
488,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
489,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
490,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
491,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
492,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
493,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
494,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
495,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
496,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
497,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
498,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
499,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
500,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
501,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
502,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
503,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
504,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
505,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
506,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL
507,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL
508,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL
509,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL
510,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL
511,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL
512,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL
513,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL
514,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL
515,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL
516,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL
517,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL
518,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL
519,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL
520,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL
521,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL
522,1,0,2,CATCH,2,1,0,2,TWO_BALL_ONE_HAND,0.733,True,True,True,TWO_BALL_ONE_HAND
533,0,0,3,THROW,3,1,0,3,FOUNTAIN_3+,0.704,True,True,True,FOUNTAIN_3+
534,0,1,2,CATCH,3,1,1,3,MIXED_3+,0.704,True,True,True,MIXED_3+
535,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL
536,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL
537,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL
538,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL
539,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL
540,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL
541,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL
542,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL
543,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL
544,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL
545,0,0,3,THROW,2,0,1,2,TWO_BALL_ONE_HAND,0.776,True,True,True,TWO_BALL_ONE_HAND
546,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.776,True,True,True,TWO_BALL
547,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.776,True,True,True,TWO_BALL
548,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.776,True,True,True,TWO_BALL
549,0,0,3,HOLD,3,1,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
550,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
551,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
552,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
553,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
554,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
555,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
556,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
557,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
558,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
559,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
560,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
561,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
562,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+
