frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence
491,5,0,0,5,0.639,MIXED_3+,0.639
492,5,0,0,5,0.639,MIXED_3+,0.639
493,5,0,0,5,0.639,MIXED_3+,0.639
494,5,0,0,5,0.639,MIXED_3+,0.639
495,5,0,0,5,0.639,MIXED_3+,0.639
496,5,0,0,5,0.639,MIXED_3+,0.639
497,5,0,0,5,0.639,MIXED_3+,0.639
498,5,0,1,5,0.639,CASCADE_3+,0.639
499,4,0,0,4,0.645,CASCADE_3+,0.645
500,4,0,0,4,0.645,CASCADE_3+,0.645
501,4,0,0,4,0.645,CASCADE_3+,0.645
502,4,0,0,4,0.645,CASCADE_3+,0.645
503,4,0,0,4,0.645,CASCADE_3+,0.645
504,4,0,0,4,0.645,CASCADE_3+,0.645
505,4,0,0,4,0.645,CASCADE_3+,0.645
506,4,0,0,4,0.645,CASCADE_3+,0.645
507,4,0,0,4,0.645,CASCADE_3+,0.645
508,4,0,0,4,0.645,CASCADE_3+,0.645
509,4,0,0,4,0.645,CASCADE_3+,0.645
510,5,0,1,5,0.639,MIXED_3+,0.639
511,5,0,0,5,0.639,MIXED_3+,0.639
512,5,0,0,5,0.639,MIXED_3+,0.639
513,5,0,0,5,0.639,MIXED_3+,0.639
514,5,0,0,5,0.639,MIXED_3+,0.639
515,5,0,0,5,0.639,MIXED_3+,0.639
516,5,0,0,5,0.639,MIXED_3+,0.639
517,5,0,0,5,0.639,MIXED_3+,0.639
518,5,0,0,5,0.639,MIXED_3+,0.639
519,5,0,0,5,0.639,MIXED_3+,0.639
520,5,0,0,5,0.639,MIXED_3+,0.639
521,5,0,0,5,0.639,MIXED_3+,0.639
522,5,0,0,5,0.639,MIXED_3+,0.639
523,5,0,0,5,0.639,MIXED_3+,0.639
524,5,0,0,5,0.639,MIXED_3+,0.639
525,5,0,0,5,0.639,MIXED_3+,0.639
526,5,0,0,5,0.639,MIXED_3+,0.639
527,5,0,0,5,0.639,MIXED_3+,0.639
528,5,0,0,5,0.639,MIXED_3+,0.639
529,5,0,0,5,0.639,MIXED_3+,0.639
530,5,0,0,5,0.639,MIXED_3+,0.639
531,5,0,0,5,0.639,MIXED_3+,0.639
532,5,0,0,5,0.639,MIXED_3+,0.639
533,5,0,0,5,0.639,MIXED_3+,0.639
534,5,0,0,5,0.639,MIXED_3+,0.639
535,5,0,0,5,0.639,MIXED_3+,0.639
536,5,0,0,5,0.639,MIXED_3+,0.639
537,5,0,0,5,0.639,MIXED_3+,0.639
538,5,0,0,5,0.639,MIXED_3+,0.639
539,5,0,0,5,0.639,MIXED_3+,0.639
540,5,0,0,5,0.639,MIXED_3+,0.639
541,5,0,0,5,0.639,MIXED_3+,0.639
542,5,0,0,5,0.639,MIXED_3+,0.639
543,5,0,0,5,0.639,MIXED_3+,0.639
544,5,0,0,5,0.639,MIXED_3+,0.639
545,5,0,0,5,0.639,MIXED_3+,0.639
546,5,0,0,5,0.639,MIXED_3+,0.639
547,5,0,0,5,0.639,MIXED_3+,0.639
548,5,0,0,5,0.639,MIXED_3+,0.639
549,5,0,0,5,0.639,MIXED_3+,0.639
550,5,0,0,5,0.639,MIXED_3+,0.639
551,5,0,0,5,0.639,MIXED_3+,0.639
552,5,0,0,5,0.639,MIXED_3+,0.639
553,5,0,0,5,0.639,MIXED_3+,0.639
554,5,0,0,5,0.639,MIXED_3+,0.639
555,5,0,0,5,0.639,MIXED_3+,0.639
556,5,0,0,5,0.639,MIXED_3+,0.639
557,5,0,0,5,0.639,MIXED_3+,0.639
558,5,0,0,5,0.639,MIXED_3+,0.639
559,5,0,0,5,0.639,MIXED_3+,0.639
560,5,0,0,5,0.639,MIXED_3+,0.639
561,5,0,0,5,0.639,MIXED_3+,0.639
562,5,0,0,5,0.639,MIXED_3+,0.639
563,5,0,0,5,0.639,MIXED_3+,0.639
564,5,0,0,5,0.639,MIXED_3+,0.639
565,5,0,0,5,0.639,MIXED_3+,0.639
566,5,0,0,5,0.639,MIXED_3+,0.639
567,5,0,0,5,0.639,MIXED_3+,0.639
568,5,0,0,5,0.639,MIXED_3+,0.639
569,5,0,0,5,0.639,MIXED_3+,0.639
570,5,0,0,5,0.639,MIXED_3+,0.639
571,5,0,0,5,0.639,MIXED_3+,0.639
572,5,0,0,5,0.639,MIXED_3+,0.639
573,5,0,0,5,0.639,MIXED_3+,0.639
574,5,0,0,5,0.639,MIXED_3+,0.639
575,5,0,0,5,0.639,MIXED_3+,0.639
576,5,0,0,5,0.639,MIXED_3+,0.639
577,5,0,0,5,0.639,MIXED_3+,0.639
578,6,0,0,6,0.671,MIXED_3+,0.671
579,5,0,0,5,0.639,MIXED_3+,0.639
580,5,0,0,5,0.639,MIXED_3+,0.639
581,5,0,0,5,0.639,MIXED_3+,0.639
582,5,0,1,5,0.639,MIXED_3+,0.639
583,4,0,0,4,0.644,MIXED_3+,0.644
584,4,0,0,4,0.644,MIXED_3+,0.644
585,4,0,0,4,0.644,MIXED_3+,0.644
586,4,0,0,4,0.644,MIXED_3+,0.644
587,4,0,0,4,0.644,MIXED_3+,0.644
588,4,0,0,4,0.644,MIXED_3+,0.644
589,4,0,0,4,0.644,MIXED_3+,0.644
590,4,0,0,4,0.644,MIXED_3+,0.644
591,5,0,1,5,0.639,FOUNTAIN_3+,0.639
592,5,0,0,5,0.639,FOUNTAIN_3+,0.639
593,5,0,0,5,0.639,FOUNTAIN_3+,0.639
594,5,0,0,5,0.639,FOUNTAIN_3+,0.639
595,5,1,0,5,0.639,MIXED_3+,0.639
596,4,0,0,4,0.629,MIXED_3+,0.629
597,4,0,0,4,0.629,MIXED_3+,0.629
598,4,0,0,4,0.629,MIXED_3+,0.629
599,4,0,0,4,0.629,MIXED_3+,0.629
600,4,0,0,4,0.629,MIXED_3+,0.629
601,4,0,0,4,0.629,MIXED_3+,0.629
602,4,0,0,4,0.629,MIXED_3+,0.629
603,4,0,0,4,0.629,MIXED_3+,0.629
604,4,0,0,4,0.629,MIXED_3+,0.629
605,4,0,0,4,0.629,MIXED_3+,0.629
606,5,1,0,5,0.639,MIXED_3+,0.639
607,5,0,0,5,0.639,MIXED_3+,0.639
608,5,0,0,5,0.639,MIXED_3+,0.639
609,5,0,0,5,0.639,MIXED_3+,0.639
610,5,0,0,5,0.639,MIXED_3+,0.639
611,5,0,0,5,0.639,MIXED_3+,0.639
612,5,0,0,5,0.639,MIXED_3+,0.639
613,5,0,0,5,0.639,MIXED_3+,0.639
614,5,0,0,5,0.639,MIXED_3+,0.639
615,5,0,0,5,0.639,MIXED_3+,0.639
616,5,0,0,5,0.639,MIXED_3+,0.639
617,5,0,0,5,0.639,MIXED_3+,0.639
618,5,0,0,5,0.639,MIXED_3+,0.639
619,5,0,0,5,0.639,MIXED_3+,0.639
620,5,0,0,5,0.639,MIXED_3+,0.639
621,5,0,0,5,0.639,MIXED_3+,0.639
622,5,0,0,5,0.639,MIXED_3+,0.639
623,5,0,0,5,0.639,MIXED_3+,0.639
624,5,0,0,5,0.639,MIXED_3+,0.639
625,5,0,0,5,0.639,MIXED_3+,0.639
626,5,0,0,5,0.639,MIXED_3+,0.639
627,5,0,0,5,0.639,MIXED_3+,0.639
628,5,0,0,5,0.639,MIXED_3+,0.639
629,5,0,0,5,0.639,MIXED_3+,0.639
630,5,0,0,5,0.639,MIXED_3+,0.639
631,5,0,0,5,0.639,MIXED_3+,0.639
632,5,0,0,5,0.639,MIXED_3+,0.639
633,5,0,0,5,0.639,MIXED_3+,0.639
634,5,0,0,5,0.639,MIXED_3+,0.639
635,5,0,0,5,0.639,MIXED_3+,0.639
636,5,0,0,5,0.639,MIXED_3+,0.639
637,5,0,0,5,0.639,MIXED_3+,0.639
638,5,0,0,5,0.639,MIXED_3+,0.639
639,5,0,0,5,0.639,MIXED_3+,0.639
640,5,0,0,5,0.639,MIXED_3+,0.639
641,5,0,0,5,0.639,MIXED_3+,0.639
642,5,0,0,5,0.639,MIXED_3+,0.639
643,5,0,0,5,0.639,MIXED_3+,0.639
644,5,0,1,5,0.639,CASCADE_3+,0.639
645,4,0,0,4,0.645,CASCADE_3+,0.645
646,4,0,0,4,0.645,CASCADE_3+,0.645
647,4,0,0,4,0.645,CASCADE_3+,0.645
648,4,0,0,4,0.645,CASCADE_3+,0.645
649,4,0,0,4,0.645,CASCADE_3+,0.645
650,4,0,0,4,0.645,CASCADE_3+,0.645
651,4,0,0,4,0.645,CASCADE_3+,0.645
652,4,0,0,4,0.645,CASCADE_3+,0.645
653,4,0,0,4,0.645,CASCADE_3+,0.645
654,3,0,0,3,0.654,CASCADE_3+,0.654
655,3,0,0,3,0.654,CASCADE_3+,0.654
656,4,0,1,4,0.644,MIXED_3+,0.644
657,4,0,0,4,0.644,MIXED_3+,0.644
658,4,0,0,4,0.644,MIXED_3+,0.644
659,4,0,0,4,0.644,MIXED_3+,0.644
660,4,0,0,4,0.644,MIXED_3+,0.644
661,4,0,0,4,0.644,MIXED_3+,0.644
662,4,0,0,4,0.644,MIXED_3+,0.644
663,4,0,0,4,0.644,MIXED_3+,0.644
664,4,0,0,4,0.644,MIXED_3+,0.644
665,4,0,0,4,0.644,MIXED_3+,0.644
666,4,0,0,4,0.644,MIXED_3+,0.644
667,4,0,0,4,0.644,MIXED_3+,0.644
668,4,0,0,4,0.644,MIXED_3+,0.644
669,4,0,0,4,0.644,MIXED_3+,0.644
670,5,1,0,5,0.639,CASCADE_3+,0.639
671,4,0,0,4,0.644,CASCADE_3+,0.644
672,4,0,0,4,0.644,CASCADE_3+,0.644
673,4,0,0,4,0.644,CASCADE_3+,0.644
674,4,0,0,4,0.644,CASCADE_3+,0.644
675,4,0,0,4,0.644,CASCADE_3+,0.644
676,4,0,0,4,0.644,CASCADE_3+,0.644
677,4,0,0,4,0.644,CASCADE_3+,0.644
678,5,1,0,5,0.639,MIXED_3+,0.639
679,5,0,0,5,0.639,MIXED_3+,0.639
680,5,0,0,5,0.639,MIXED_3+,0.639
681,5,0,0,5,0.639,MIXED_3+,0.639
682,5,0,0,5,0.639,MIXED_3+,0.639
683,5,0,0,5,0.639,MIXED_3+,0.639
684,5,0,0,5,0.639,MIXED_3+,0.639
685,5,0,0,5,0.639,MIXED_3+,0.639
686,5,0,0,5,0.639,MIXED_3+,0.639
687,5,0,0,5,0.639,MIXED_3+,0.639
688,5,0,0,5,0.639,MIXED_3+,0.639
689,5,0,0,5,0.639,MIXED_3+,0.639
690,5,0,0,5,0.639,MIXED_3+,0.639
691,5,0,0,5,0.639,MIXED_3+,0.639
692,5,0,0,5,0.639,MIXED_3+,0.639
693,5,1,0,5,0.639,MIXED_3+,0.639
694,4,0,0,4,0.647,MIXED_3+,0.647
695,4,0,0,4,0.647,MIXED_3+,0.647
696,4,0,0,4,0.647,MIXED_3+,0.647
697,4,0,0,4,0.647,MIXED_3+,0.647
698,4,0,0,4,0.647,MIXED_3+,0.647
699,4,0,0,4,0.647,MIXED_3+,0.647
700,4,0,0,4,0.647,MIXED_3+,0.647
701,5,1,0,5,0.639,FOUNTAIN_3+,0.639
702,5,0,0,5,0.639,FOUNTAIN_3+,0.639
703,5,0,0,5,0.639,FOUNTAIN_3+,0.639
704,5,0,0,5,0.639,FOUNTAIN_3+,0.639
705,5,0,0,5,0.639,FOUNTAIN_3+,0.639
706,5,0,0,5,0.639,FOUNTAIN_3+,0.639
707,5,0,0,5,0.639,FOUNTAIN_3+,0.639
708,5,0,0,5,0.639,FOUNTAIN_3+,0.639
709,5,0,1,5,0.639,MIXED_3+,0.639
710,4,0,0,4,0.629,MIXED_3+,0.629
711,4,0,0,4,0.629,MIXED_3+,0.629
712,4,0,0,4,0.629,MIXED_3+,0.629
713,4,0,0,4,0.629,MIXED_3+,0.629
714,4,0,0,4,0.629,MIXED_3+,0.629
715,5,0,1,5,0.639,MIXED_3+,0.639
716,5,0,0,5,0.639,MIXED_3+,0.639
717,5,1,0,5,0.639,CASCADE_3+,0.639
718,4,0,0,4,0.645,CASCADE_3+,0.645
719,4,0,0,4,0.645,CASCADE_3+,0.645
720,4,0,0,4,0.645,CASCADE_3+,0.645
721,4,0,0,4,0.645,CASCADE_3+,0.645
722,4,0,0,4,0.645,CASCADE_3+,0.645
723,4,0,0,4,0.645,CASCADE_3+,0.645
724,4,0,0,4,0.645,CASCADE_3+,0.645
725,4,0,0,4,0.645,CASCADE_3+,0.645
726,4,0,0,4,0.645,CASCADE_3+,0.645
727,4,0,0,4,0.645,CASCADE_3+,0.645
728,4,0,0,4,0.645,CASCADE_3+,0.645
729,4,0,0,4,0.645,CASCADE_3+,0.645
730,4,0,0,4,0.645,CASCADE_3+,0.645
731,5,1,0,5,0.639,MIXED_3+,0.639
732,5,0,0,5,0.639,MIXED_3+,0.639
733,5,0,0,5,0.639,MIXED_3+,0.639
734,5,0,0,5,0.639,MIXED_3+,0.639
735,5,0,0,5,0.639,MIXED_3+,0.639
736,5,0,0,5,0.639,MIXED_3+,0.639
737,5,0,0,5,0.639,MIXED_3+,0.639
738,5,0,1,5,0.639,CASCADE_3+,0.639
739,4,0,1,5,0.639,CASCADE_3+,0.639
740,4,0,1,5,0.639,CASCADE_3+,0.639
741,4,0,1,5,0.639,CASCADE_3+,0.639
742,4,0,1,5,0.639,CASCADE_3+,0.639
743,5,0,1,5,0.639,MIXED_3+,0.639
744,5,0,0,5,0.639,MIXED_3+,0.639
745,5,0,0,5,0.639,MIXED_3+,0.639
746,5,0,0,5,0.639,MIXED_3+,0.639
747,5,0,0,5,0.639,MIXED_3+,0.639
748,5,0,0,5,0.639,MIXED_3+,0.639
749,5,1,0,5,0.639,CASCADE_3+,0.639
750,4,0,0,4,0.63,CASCADE_3+,0.63
751,4,0,0,4,0.63,CASCADE_3+,0.63
752,4,0,0,4,0.63,CASCADE_3+,0.63
753,4,0,0,4,0.63,CASCADE_3+,0.63
754,4,0,0,4,0.63,CASCADE_3+,0.63
755,5,1,0,5,0.639,MIXED_3+,0.639
756,5,0,0,5,0.639,MIXED_3+,0.639
757,5,0,0,5,0.639,MIXED_3+,0.639
758,5,0,0,5,0.639,MIXED_3+,0.639
759,5,0,0,5,0.639,MIXED_3+,0.639
760,5,0,0,5,0.639,MIXED_3+,0.639
761,5,0,1,5,0.639,CASCADE_3+,0.639
762,4,0,0,4,0.647,CASCADE_3+,0.647
763,4,0,0,4,0.647,CASCADE_3+,0.647
764,4,0,0,4,0.647,CASCADE_3+,0.647
765,4,0,0,4,0.647,CASCADE_3+,0.647
766,4,0,0,4,0.647,CASCADE_3+,0.647
767,4,0,0,4,0.647,CASCADE_3+,0.647
768,4,0,0,4,0.647,CASCADE_3+,0.647
769,5,0,1,5,0.639,MIXED_3+,0.639
770,5,0,0,5,0.639,MIXED_3+,0.639
771,5,0,0,5,0.639,MIXED_3+,0.639
772,5,0,0,5,0.639,MIXED_3+,0.639
773,5,0,0,5,0.639,MIXED_3+,0.639
774,5,0,0,5,0.639,MIXED_3+,0.639
775,5,0,0,5,0.639,MIXED_3+,0.639
776,5,0,0,5,0.639,MIXED_3+,0.639
777,5,0,0,5,0.639,MIXED_3+,0.639
778,5,0,0,5,0.639,MIXED_3+,0.639
779,5,0,0,5,0.639,MIXED_3+,0.639
780,5,0,0,5,0.639,MIXED_3+,0.639
781,5,0,0,5,0.639,MIXED_3+,0.639
782,5,0,0,5,0.639,MIXED_3+,0.639
783,5,0,0,5,0.639,MIXED_3+,0.639
784,5,0,0,5,0.639,MIXED_3+,0.639
785,5,0,0,5,0.639,MIXED_3+,0.639
786,5,0,0,5,0.639,MIXED_3+,0.639
787,5,0,0,5,0.639,MIXED_3+,0.639
788,5,0,0,5,0.639,MIXED_3+,0.639
789,5,0,1,5,0.639,MIXED_3+,0.639
790,4,0,0,4,0.645,MIXED_3+,0.645
791,4,0,0,4,0.645,MIXED_3+,0.645
792,4,0,0,4,0.645,MIXED_3+,0.645
793,4,0,0,4,0.645,MIXED_3+,0.645
794,4,0,0,4,0.645,MIXED_3+,0.645
795,4,0,0,4,0.645,MIXED_3+,0.645
796,4,0,0,4,0.645,MIXED_3+,0.645
797,4,0,0,4,0.645,MIXED_3+,0.645
798,4,0,0,4,0.645,MIXED_3+,0.645
799,4,0,0,4,0.645,MIXED_3+,0.645
800,5,0,1,5,0.639,FOUNTAIN_3+,0.639
801,5,0,0,5,0.639,FOUNTAIN_3+,0.639
802,5,0,0,5,0.639,FOUNTAIN_3+,0.639
803,5,0,0,5,0.639,FOUNTAIN_3+,0.639
804,5,0,0,5,0.639,FOUNTAIN_3+,0.639
805,5,0,0,5,0.639,FOUNTAIN_3+,0.639
806,5,0,0,5,0.639,FOUNTAIN_3+,0.639
807,5,0,0,5,0.639,FOUNTAIN_3+,0.639
808,5,0,0,5,0.639,FOUNTAIN_3+,0.639
809,5,0,0,5,0.639,FOUNTAIN_3+,0.639
810,5,0,0,5,0.639,FOUNTAIN_3+,0.639
811,5,0,0,5,0.639,FOUNTAIN_3+,0.639
812,5,0,0,5,0.639,FOUNTAIN_3+,0.639
813,5,0,0,5,0.639,FOUNTAIN_3+,0.639
814,5,0,0,5,0.639,FOUNTAIN_3+,0.639
815,5,0,0,5,0.639,FOUNTAIN_3+,0.639
816,5,0,0,5,0.639,FOUNTAIN_3+,0.639
817,5,0,0,5,0.639,FOUNTAIN_3+,0.639
818,5,0,1,5,0.639,FOUNTAIN_3+,0.639
819,4,0,0,4,0.63,FOUNTAIN_3+,0.63
820,4,0,0,4,0.63,FOUNTAIN_3+,0.63
821,4,0,0,4,0.63,FOUNTAIN_3+,0.63
822,4,0,0,4,0.63,FOUNTAIN_3+,0.63
823,4,0,0,4,0.63,FOUNTAIN_3+,0.63
824,4,0,0,4,0.63,FOUNTAIN_3+,0.63
825,5,0,1,5,0.639,FOUNTAIN_3+,0.639
826,5,0,0,5,0.639,FOUNTAIN_3+,0.639
827,5,0,0,5,0.639,FOUNTAIN_3+,0.639
828,5,0,0,5,0.639,FOUNTAIN_3+,0.639
829,5,0,0,5,0.639,FOUNTAIN_3+,0.639
830,5,0,0,5,0.639,FOUNTAIN_3+,0.639
831,5,0,0,5,0.639,FOUNTAIN_3+,0.639
832,5,0,0,5,0.639,FOUNTAIN_3+,0.639
833,5,0,0,5,0.639,FOUNTAIN_3+,0.639
834,5,0,0,5,0.639,FOUNTAIN_3+,0.639
835,5,0,0,5,0.639,FOUNTAIN_3+,0.639
836,5,0,0,5,0.639,FOUNTAIN_3+,0.639
837,5,0,0,5,0.639,FOUNTAIN_3+,0.639
838,5,0,0,5,0.639,FOUNTAIN_3+,0.639
839,5,0,0,5,0.639,FOUNTAIN_3+,0.639
840,5,0,0,5,0.639,FOUNTAIN_3+,0.639
841,5,0,0,5,0.639,FOUNTAIN_3+,0.639
842,5,0,0,5,0.639,FOUNTAIN_3+,0.639
843,5,0,0,5,0.639,FOUNTAIN_3+,0.639
844,5,0,0,5,0.639,FOUNTAIN_3+,0.639
845,5,0,1,5,0.639,FOUNTAIN_3+,0.639
846,4,0,0,4,0.629,FOUNTAIN_3+,0.629
847,4,0,0,4,0.629,FOUNTAIN_3+,0.629
848,4,0,0,4,0.629,FOUNTAIN_3+,0.629
849,4,0,0,4,0.629,FOUNTAIN_3+,0.629
850,4,0,0,4,0.629,FOUNTAIN_3+,0.629
851,4,0,0,4,0.629,FOUNTAIN_3+,0.629
852,4,0,0,4,0.629,FOUNTAIN_3+,0.629
853,4,0,0,4,0.629,FOUNTAIN_3+,0.629
854,5,0,1,5,0.639,FOUNTAIN_3+,0.639
855,5,0,0,5,0.639,FOUNTAIN_3+,0.639
856,5,0,0,5,0.639,FOUNTAIN_3+,0.639
857,5,0,0,5,0.639,FOUNTAIN_3+,0.639
858,5,0,0,5,0.639,FOUNTAIN_3+,0.639
859,5,0,0,5,0.639,FOUNTAIN_3+,0.639
860,5,0,0,5,0.639,FOUNTAIN_3+,0.639
861,5,0,0,5,0.639,FOUNTAIN_3+,0.639
862,5,1,0,5,0.639,MIXED_3+,0.639
863,4,0,0,4,0.645,MIXED_3+,0.645
864,4,0,0,4,0.645,MIXED_3+,0.645
865,4,0,0,4,0.645,MIXED_3+,0.645
866,4,0,0,4,0.645,MIXED_3+,0.645
867,4,0,0,4,0.645,MIXED_3+,0.645
868,4,0,0,4,0.645,MIXED_3+,0.645
869,5,1,0,5,0.639,MIXED_3+,0.639
870,5,0,0,5,0.639,MIXED_3+,0.639
871,5,0,0,5,0.639,MIXED_3+,0.639
872,5,0,0,5,0.639,MIXED_3+,0.639
873,5,0,0,5,0.639,MIXED_3+,0.639
874,5,0,0,5,0.639,MIXED_3+,0.639
875,5,0,0,5,0.639,MIXED_3+,0.639
876,5,0,0,5,0.639,MIXED_3+,0.639
877,5,0,0,5,0.639,MIXED_3+,0.639
878,6,0,0,6,0.655,MIXED_3+,0.655
879,5,0,0,5,0.662,MIXED_3+,0.662
880,5,0,0,5,0.662,MIXED_3+,0.662
881,5,0,0,5,0.662,MIXED_3+,0.662
882,5,0,0,5,0.662,MIXED_3+,0.662
883,5,0,0,5,0.682,MIXED_3+,0.682
884,5,0,0,5,0.682,MIXED_3+,0.682
885,5,0,0,5,0.682,MIXED_3+,0.682
886,5,0,0,5,0.682,MIXED_3+,0.682
887,5,0,0,5,0.682,MIXED_3+,0.682
888,5,0,0,5,0.682,MIXED_3+,0.682
889,5,0,0,5,0.682,MIXED_3+,0.682
890,5,0,0,5,0.682,MIXED_3+,0.682
891,5,0,0,5,0.682,MIXED_3+,0.682
892,5,0,0,5,0.682,MIXED_3+,0.682
893,5,0,0,5,0.682,MIXED_3+,0.682
894,5,0,0,5,0.682,MIXED_3+,0.682
895,5,0,0,5,0.682,MIXED_3+,0.682
896,5,0,0,5,0.682,MIXED_3+,0.682
897,5,0,0,5,0.682,MIXED_3+,0.682
898,5,0,0,5,0.682,MIXED_3+,0.682
899,5,0,0,5,0.682,MIXED_3+,0.682
