frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,n_recent_events
481,1,0,0,1,0.966,SINGLE_BALL,0.966,0
482,1,0,0,1,0.966,SINGLE_BALL,0.966,0
483,1,0,0,1,0.966,SINGLE_BALL,0.966,0
484,1,0,0,1,0.966,SINGLE_BALL,0.966,0
485,1,0,0,1,0.966,SINGLE_BALL,0.966,0
486,1,0,0,1,0.966,SINGLE_BALL,0.966,0
487,1,0,0,1,0.966,SINGLE_BALL,0.966,0
488,1,0,0,1,0.966,SINGLE_BALL,0.966,0
489,1,0,0,1,0.966,SINGLE_BALL,0.966,0
490,1,0,0,1,0.966,SINGLE_BALL,0.966,0
491,1,0,0,1,0.966,SINGLE_BALL,0.966,0
492,1,0,0,1,0.966,SINGLE_BALL,0.966,0
493,1,0,0,1,0.966,SINGLE_BALL,0.966,0
494,1,0,0,1,0.966,SINGLE_BALL,0.966,0
495,1,0,0,1,0.966,SINGLE_BALL,0.966,0
496,1,0,0,1,0.966,SINGLE_BALL,0.966,0
497,1,0,0,1,0.966,SINGLE_BALL,0.966,0
498,1,0,0,1,0.966,SINGLE_BALL,0.966,0
499,1,0,0,1,0.966,SINGLE_BALL,0.966,0
500,1,0,0,1,0.966,SINGLE_BALL,0.966,0
501,1,0,0,1,0.966,SINGLE_BALL,0.966,0
502,1,0,0,1,0.966,SINGLE_BALL,0.966,0
503,1,0,0,1,0.966,SINGLE_BALL,0.966,0
504,1,0,0,1,0.966,SINGLE_BALL,0.966,0
505,1,0,0,1,0.966,SINGLE_BALL,0.966,0
506,1,0,0,1,0.966,SINGLE_BALL,0.966,0
507,2,0,0,2,0.901,TWO_BALL,0.901,0
508,2,0,0,2,0.901,TWO_BALL,0.901,0
509,2,0,0,2,0.901,TWO_BALL,0.901,0
510,2,0,0,2,0.901,TWO_BALL,0.901,0
511,2,0,0,2,0.901,TWO_BALL,0.901,0
512,2,0,0,2,0.901,TWO_BALL,0.901,0
513,2,0,0,2,0.901,TWO_BALL,0.901,0
514,2,0,0,2,0.901,TWO_BALL,0.901,0
515,2,0,0,2,0.901,TWO_BALL,0.901,0
516,2,0,0,2,0.901,TWO_BALL,0.901,0
517,2,0,0,2,0.901,TWO_BALL,0.901,0
518,2,0,0,2,0.901,TWO_BALL,0.901,0
519,2,0,0,2,0.901,TWO_BALL,0.901,0
520,2,0,0,2,0.901,TWO_BALL,0.901,0
521,2,0,0,2,0.901,TWO_BALL,0.901,0
522,2,0,0,2,0.901,TWO_BALL,0.901,0
523,0,0,0,0,0.0,NO_BALL,1.0,0
524,0,0,0,0,0.0,NO_BALL,1.0,0
525,0,0,0,0,0.0,NO_BALL,1.0,0
526,0,0,0,0,0.0,NO_BALL,1.0,0
527,0,0,0,0,0.0,NO_BALL,1.0,0
528,0,0,0,0,0.0,NO_BALL,1.0,0
529,0,0,0,0,0.0,NO_BALL,1.0,0
530,0,0,0,0,0.0,NO_BALL,1.0,0
531,0,0,0,0,0.0,NO_BALL,1.0,0
532,0,0,0,0,0.0,NO_BALL,1.0,0
533,3,0,0,3,0.848,CASCADE_3+,0.848,0
534,3,0,0,3,0.848,CASCADE_3+,0.848,0
535,1,0,0,1,0.966,SINGLE_BALL,0.966,0
536,1,0,0,1,0.966,SINGLE_BALL,0.966,0
537,1,0,0,1,0.966,SINGLE_BALL,0.966,0
538,1,0,0,1,0.966,SINGLE_BALL,0.966,0
539,1,0,0,1,0.966,SINGLE_BALL,0.966,0
540,1,0,0,1,0.966,SINGLE_BALL,0.966,0
541,1,0,0,1,0.966,SINGLE_BALL,0.966,0
542,1,0,0,1,0.966,SINGLE_BALL,0.966,0
543,1,0,0,1,0.966,SINGLE_BALL,0.966,0
544,1,0,0,1,0.966,SINGLE_BALL,0.966,0
545,2,0,0,2,0.854,TWO_BALL,0.854,0
546,2,0,0,2,0.854,TWO_BALL,0.854,0
547,2,0,0,2,0.854,TWO_BALL,0.854,0
548,2,0,0,2,0.854,TWO_BALL,0.854,0
549,3,0,0,3,0.848,CASCADE_3+,0.848,0
550,3,0,0,3,0.848,CASCADE_3+,0.848,0
551,3,0,0,3,0.848,CASCADE_3+,0.848,0
552,3,0,0,3,0.848,CASCADE_3+,0.848,0
553,3,0,0,3,0.848,CASCADE_3+,0.848,0
554,3,0,0,3,0.848,CASCADE_3+,0.848,0
555,3,0,0,3,0.848,CASCADE_3+,0.848,0
556,3,0,0,3,0.848,CASCADE_3+,0.848,0
557,3,0,0,3,0.848,CASCADE_3+,0.848,0
558,3,0,0,3,0.848,CASCADE_3+,0.848,0
559,3,0,0,3,0.848,CASCADE_3+,0.848,0
560,3,0,0,3,0.848,CASCADE_3+,0.848,0
561,3,0,0,3,0.848,CASCADE_3+,0.848,0
562,3,0,0,3,0.848,CASCADE_3+,0.848,0
563,3,0,0,3,0.848,CASCADE_3+,0.848,0
564,3,0,0,3,0.848,CASCADE_3+,0.848,0
565,3,0,0,3,0.848,CASCADE_3+,0.848,0
566,3,0,0,3,0.848,CASCADE_3+,0.848,0
567,3,0,0,3,0.848,CASCADE_3+,0.848,0
568,3,0,0,3,0.848,CASCADE_3+,0.848,0
569,3,0,0,3,0.848,CASCADE_3+,0.848,0
570,3,0,0,3,0.848,CASCADE_3+,0.848,0
571,3,0,0,3,0.848,CASCADE_3+,0.848,0
572,3,0,0,3,0.848,CASCADE_3+,0.848,0
573,3,0,0,3,0.848,CASCADE_3+,0.848,0
574,3,0,0,3,0.848,CASCADE_3+,0.848,0
575,3,0,0,3,0.848,CASCADE_3+,0.848,0
576,3,0,0,3,0.848,CASCADE_3+,0.848,0
577,3,0,0,3,0.848,CASCADE_3+,0.848,0
578,3,0,0,3,0.848,CASCADE_3+,0.848,0
579,2,0,0,2,0.789,TWO_BALL,0.789,0
580,2,0,0,2,0.789,TWO_BALL,0.789,0
581,2,0,0,2,0.789,TWO_BALL,0.789,0
582,2,0,0,2,0.789,TWO_BALL,0.789,0
583,1,0,0,1,0.742,SINGLE_BALL,0.742,0
584,1,0,0,1,0.742,SINGLE_BALL,0.742,0
585,1,0,0,1,0.742,SINGLE_BALL,0.742,0
586,1,0,0,1,0.742,SINGLE_BALL,0.742,0
587,1,0,0,1,0.742,SINGLE_BALL,0.742,0
588,1,0,0,1,0.742,SINGLE_BALL,0.742,0
589,1,0,0,1,0.742,SINGLE_BALL,0.742,0
590,1,0,0,1,0.742,SINGLE_BALL,0.742,0
591,2,0,0,2,0.789,TWO_BALL,0.789,0
592,2,0,0,2,0.789,TWO_BALL,0.789,0
593,3,0,0,3,0.669,CASCADE_3+,0.669,0
594,3,0,0,3,0.669,CASCADE_3+,0.669,0
595,3,0,0,3,0.669,CASCADE_3+,0.669,0
596,3,0,0,3,0.669,CASCADE_3+,0.669,0
597,3,0,0,3,0.669,CASCADE_3+,0.669,0
598,3,0,0,3,0.669,CASCADE_3+,0.669,0
599,2,0,0,2,0.789,TWO_BALL,0.789,0
600,2,0,0,2,0.789,TWO_BALL,0.789,0
601,2,0,0,2,0.789,TWO_BALL,0.789,0
602,2,0,0,2,0.789,TWO_BALL,0.789,0
603,2,0,0,2,0.789,TWO_BALL,0.789,0
604,2,0,0,2,0.789,TWO_BALL,0.789,0
605,2,0,0,2,0.789,TWO_BALL,0.789,0
606,2,0,0,2,0.789,TWO_BALL,0.789,0
607,2,0,0,2,0.789,TWO_BALL,0.789,0
608,2,0,0,2,0.789,TWO_BALL,0.789,0
609,1,0,0,1,0.742,SINGLE_BALL,0.742,0
610,1,0,0,1,0.742,SINGLE_BALL,0.742,0
611,1,0,0,1,0.742,SINGLE_BALL,0.742,0
612,1,0,0,1,0.742,SINGLE_BALL,0.742,0
613,1,0,0,1,0.742,SINGLE_BALL,0.742,0
614,1,0,0,1,0.742,SINGLE_BALL,0.742,0
615,1,0,0,1,0.742,SINGLE_BALL,0.742,0
616,1,0,0,1,0.742,SINGLE_BALL,0.742,0
617,1,0,0,1,0.742,SINGLE_BALL,0.742,0
618,1,0,0,1,0.742,SINGLE_BALL,0.742,0
619,1,0,0,1,0.742,SINGLE_BALL,0.742,0
620,1,0,0,1,0.742,SINGLE_BALL,0.742,0
621,2,0,0,2,0.789,TWO_BALL,0.789,0
622,2,0,0,2,0.789,TWO_BALL,0.789,0
623,2,0,0,2,0.585,TWO_BALL,0.585,0
624,2,0,0,2,0.585,TWO_BALL,0.585,0
625,2,0,0,2,0.585,TWO_BALL,0.585,0
626,2,0,0,2,0.585,TWO_BALL,0.585,0
627,2,0,0,2,0.585,TWO_BALL,0.585,0
628,2,0,0,2,0.585,TWO_BALL,0.585,0
629,2,0,0,2,0.585,TWO_BALL,0.585,0
630,2,0,0,2,0.585,TWO_BALL,0.585,0
631,3,0,0,3,0.669,CASCADE_3+,0.669,0
632,3,0,0,3,0.669,CASCADE_3+,0.669,0
633,3,0,0,3,0.669,CASCADE_3+,0.669,0
634,3,0,0,3,0.669,CASCADE_3+,0.669,0
635,3,0,0,3,0.669,CASCADE_3+,0.669,0
636,3,0,0,3,0.669,CASCADE_3+,0.669,0
637,3,0,0,3,0.669,CASCADE_3+,0.669,0
638,3,0,0,3,0.669,CASCADE_3+,0.669,0
639,3,0,0,3,0.669,CASCADE_3+,0.669,0
640,3,0,0,3,0.669,CASCADE_3+,0.669,0
641,3,0,0,3,0.669,CASCADE_3+,0.669,0
642,3,0,0,3,0.669,CASCADE_3+,0.669,0
643,3,0,0,3,0.669,CASCADE_3+,0.669,0
644,3,0,0,3,0.669,CASCADE_3+,0.669,0
645,3,0,0,3,0.669,CASCADE_3+,0.669,0
646,3,0,0,3,0.669,CASCADE_3+,0.669,0
647,3,0,0,3,0.669,CASCADE_3+,0.669,0
648,3,0,0,3,0.669,CASCADE_3+,0.669,0
649,3,0,0,3,0.669,CASCADE_3+,0.669,0
650,3,0,0,3,0.669,CASCADE_3+,0.669,0
651,3,0,0,3,0.669,CASCADE_3+,0.669,0
652,3,0,0,3,0.669,CASCADE_3+,0.669,0
653,3,0,0,3,0.669,CASCADE_3+,0.669,0
654,3,0,0,3,0.669,CASCADE_3+,0.669,0
655,3,0,0,3,0.669,CASCADE_3+,0.669,0
656,3,0,0,3,0.669,CASCADE_3+,0.669,0
657,3,0,0,3,0.669,CASCADE_3+,0.669,0
658,3,0,0,3,0.669,CASCADE_3+,0.669,0
659,3,0,0,3,0.669,CASCADE_3+,0.669,0
660,3,0,0,3,0.669,CASCADE_3+,0.669,0
661,3,0,0,3,0.669,CASCADE_3+,0.669,0
662,3,0,0,3,0.669,CASCADE_3+,0.669,0
663,3,0,0,3,0.669,CASCADE_3+,0.669,0
664,3,0,0,3,0.669,CASCADE_3+,0.669,0
665,3,0,0,3,0.669,CASCADE_3+,0.669,0
666,3,0,0,3,0.669,CASCADE_3+,0.669,0
667,3,0,0,3,0.669,CASCADE_3+,0.669,0
668,3,0,0,3,0.669,CASCADE_3+,0.669,0
669,3,0,0,3,0.669,CASCADE_3+,0.669,0
670,3,0,0,3,0.669,CASCADE_3+,0.669,0
671,2,0,0,2,0.585,TWO_BALL,0.585,0
672,2,0,0,2,0.585,TWO_BALL,0.585,0
673,2,0,0,2,0.585,TWO_BALL,0.585,0
674,2,0,0,2,0.585,TWO_BALL,0.585,0
675,2,0,0,2,0.585,TWO_BALL,0.585,0
676,2,0,0,2,0.585,TWO_BALL,0.585,0
677,1,0,0,1,0.429,UNKNOWN,0.429,0
678,1,0,0,1,0.429,UNKNOWN,0.429,0
679,2,0,0,2,0.633,TWO_BALL,0.633,0
680,2,0,0,2,0.633,TWO_BALL,0.633,0
681,2,0,0,2,0.633,TWO_BALL,0.633,0
682,2,0,0,2,0.633,TWO_BALL,0.633,0
683,2,0,0,2,0.633,TWO_BALL,0.633,0
684,2,0,0,2,0.633,TWO_BALL,0.633,0
685,3,0,0,3,0.669,CASCADE_3+,0.669,0
686,3,0,0,3,0.669,CASCADE_3+,0.669,0
687,3,0,0,3,0.669,CASCADE_3+,0.669,0
688,3,0,0,3,0.669,CASCADE_3+,0.669,0
689,3,0,0,3,0.669,CASCADE_3+,0.669,0
690,3,0,0,3,0.669,CASCADE_3+,0.669,0
691,4,0,0,4,0.609,CASCADE_3+,0.609,0
692,4,0,0,4,0.609,CASCADE_3+,0.609,0
693,4,0,0,4,0.609,CASCADE_3+,0.609,0
694,4,0,0,4,0.609,CASCADE_3+,0.609,0
695,4,0,0,4,0.609,CASCADE_3+,0.609,0
696,4,0,0,4,0.609,CASCADE_3+,0.609,0
697,5,0,0,5,0.573,CASCADE_3+,0.573,0
698,4,0,0,4,0.609,CASCADE_3+,0.609,0
699,4,0,0,4,0.609,CASCADE_3+,0.609,0
700,4,0,0,4,0.609,CASCADE_3+,0.609,0
701,3,0,0,3,0.669,CASCADE_3+,0.669,0
702,3,0,0,3,0.669,CASCADE_3+,0.669,0
703,3,0,0,3,0.669,CASCADE_3+,0.669,0
704,3,0,0,3,0.669,CASCADE_3+,0.669,0
705,3,0,0,3,0.669,CASCADE_3+,0.669,0
706,3,0,0,3,0.669,CASCADE_3+,0.669,0
707,3,0,0,3,0.669,CASCADE_3+,0.669,0
708,3,0,0,3,0.669,CASCADE_3+,0.669,0
709,3,0,0,3,0.669,CASCADE_3+,0.669,0
710,3,0,0,3,0.669,CASCADE_3+,0.669,0
711,3,0,0,3,0.669,CASCADE_3+,0.669,0
712,3,0,0,3,0.669,CASCADE_3+,0.669,0
713,3,0,0,3,0.669,CASCADE_3+,0.669,0
714,3,0,0,3,0.669,CASCADE_3+,0.669,0
715,3,0,0,3,0.669,CASCADE_3+,0.669,0
716,3,0,0,3,0.669,CASCADE_3+,0.669,0
717,2,0,0,2,0.585,TWO_BALL,0.585,0
718,2,0,0,2,0.585,TWO_BALL,0.585,0
719,2,0,0,2,0.585,TWO_BALL,0.585,0
720,2,0,0,2,0.585,TWO_BALL,0.585,0
721,2,0,0,2,0.585,TWO_BALL,0.585,0
722,2,0,0,2,0.585,TWO_BALL,0.585,0
723,2,0,0,2,0.585,TWO_BALL,0.585,0
724,2,0,0,2,0.585,TWO_BALL,0.585,0
725,2,0,0,2,0.585,TWO_BALL,0.585,0
726,2,0,0,2,0.585,TWO_BALL,0.585,0
727,2,0,0,2,0.585,TWO_BALL,0.585,0
728,2,0,0,2,0.585,TWO_BALL,0.585,0
729,2,0,0,2,0.585,TWO_BALL,0.585,0
730,2,0,0,2,0.585,TWO_BALL,0.585,0
731,2,0,0,2,0.585,TWO_BALL,0.585,0
732,2,0,0,2,0.585,TWO_BALL,0.585,0
733,3,0,0,3,0.64,CASCADE_3+,0.64,0
734,3,0,0,3,0.64,CASCADE_3+,0.64,0
735,3,0,0,3,0.64,CASCADE_3+,0.64,0
736,3,0,0,3,0.64,CASCADE_3+,0.64,0
737,3,0,0,3,0.64,CASCADE_3+,0.64,0
738,3,0,0,3,0.64,CASCADE_3+,0.64,0
739,3,0,0,3,0.64,CASCADE_3+,0.64,0
740,3,0,0,3,0.64,CASCADE_3+,0.64,0
741,3,0,0,3,0.64,CASCADE_3+,0.64,0
742,3,0,0,3,0.64,CASCADE_3+,0.64,0
743,3,0,0,3,0.64,CASCADE_3+,0.64,0
744,3,0,0,3,0.64,CASCADE_3+,0.64,0
745,3,0,0,3,0.64,CASCADE_3+,0.64,0
746,3,0,0,3,0.64,CASCADE_3+,0.64,0
747,3,0,0,3,0.64,CASCADE_3+,0.64,0
748,3,0,0,3,0.64,CASCADE_3+,0.64,0
749,3,0,0,3,0.64,CASCADE_3+,0.64,0
750,3,0,0,3,0.64,CASCADE_3+,0.64,0
751,3,0,0,3,0.64,CASCADE_3+,0.64,0
752,3,0,0,3,0.64,CASCADE_3+,0.64,0
753,3,0,0,3,0.64,CASCADE_3+,0.64,0
754,3,0,0,3,0.64,CASCADE_3+,0.64,0
755,3,0,0,3,0.64,CASCADE_3+,0.64,0
756,3,0,0,3,0.64,CASCADE_3+,0.64,0
757,3,0,0,3,0.64,CASCADE_3+,0.64,0
758,3,0,0,3,0.64,FOUNTAIN_3+,0.64,2
759,3,0,0,3,0.64,FOUNTAIN_3+,0.64,2
760,3,0,0,3,0.64,FOUNTAIN_3+,0.64,2
761,3,0,0,3,0.64,FOUNTAIN_3+,0.64,2
762,3,0,0,3,0.64,FOUNTAIN_3+,0.64,2
763,3,0,0,3,0.64,FOUNTAIN_3+,0.64,2
764,3,0,0,3,0.64,FOUNTAIN_3+,0.64,2
765,4,0,0,4,0.594,FOUNTAIN_3+,0.594,2
766,4,0,0,4,0.594,FOUNTAIN_3+,0.594,2
767,2,0,0,2,0.589,TWO_BALL,0.589,2
768,2,0,0,2,0.589,TWO_BALL,0.589,2
769,2,0,0,2,0.589,TWO_BALL,0.589,2
770,2,0,0,2,0.589,TWO_BALL,0.589,2
771,2,0,0,2,0.589,TWO_BALL,0.589,2
772,2,0,0,2,0.589,TWO_BALL,0.589,2
773,2,0,0,2,0.589,TWO_BALL,0.589,2
774,2,0,0,2,0.589,TWO_BALL,0.589,2
775,3,0,0,3,0.544,FOUNTAIN_3+,0.544,2
776,3,0,0,3,0.544,FOUNTAIN_3+,0.544,2
777,3,0,0,3,0.544,FOUNTAIN_3+,0.544,2
778,3,0,0,3,0.544,FOUNTAIN_3+,0.544,2
779,3,0,0,3,0.544,FOUNTAIN_3+,0.544,2
780,2,0,1,3,0.544,FOUNTAIN_3+,0.544,2
781,1,0,0,1,0.75,SINGLE_BALL,0.75,2
782,1,0,0,1,0.75,SINGLE_BALL,0.75,2
783,1,0,0,1,0.75,SINGLE_BALL,0.75,2
784,1,0,0,1,0.75,SINGLE_BALL,0.75,2
785,1,0,0,1,0.75,SINGLE_BALL,0.75,2
786,1,0,0,1,0.75,SINGLE_BALL,0.75,2
787,1,0,0,1,0.75,SINGLE_BALL,0.75,2
788,1,0,0,1,0.75,SINGLE_BALL,0.75,2
789,1,0,0,1,0.75,SINGLE_BALL,0.75,2
790,1,0,0,1,0.75,SINGLE_BALL,0.75,2
791,2,0,0,2,0.618,TWO_BALL,0.618,2
792,2,0,0,2,0.618,TWO_BALL,0.618,2
793,2,0,0,2,0.618,TWO_BALL,0.618,2
794,2,0,0,2,0.618,TWO_BALL,0.618,2
795,2,0,0,2,0.618,TWO_BALL,0.618,2
796,2,0,0,2,0.618,TWO_BALL,0.618,2
797,2,0,1,3,0.563,FOUNTAIN_3+,0.563,2
798,3,0,0,3,0.563,FOUNTAIN_3+,0.563,2
799,3,0,0,3,0.563,FOUNTAIN_3+,0.563,2
800,3,0,0,3,0.563,FOUNTAIN_3+,0.563,2
801,3,0,0,3,0.563,FOUNTAIN_3+,0.563,2
802,3,0,0,3,0.563,FOUNTAIN_3+,0.563,2
803,3,0,0,3,0.563,FOUNTAIN_3+,0.563,2
804,3,0,0,3,0.563,FOUNTAIN_3+,0.563,2
805,3,0,0,3,0.563,FOUNTAIN_3+,0.563,2
806,2,0,0,2,0.47,UNKNOWN,0.47,2
807,2,0,0,2,0.47,UNKNOWN,0.47,2
808,2,0,0,2,0.47,UNKNOWN,0.47,2
809,2,0,0,2,0.47,UNKNOWN,0.47,2
810,2,0,0,2,0.47,UNKNOWN,0.47,2
811,3,0,0,3,0.563,FOUNTAIN_3+,0.563,2
812,2,0,0,2,0.47,UNKNOWN,0.47,2
813,2,0,0,2,0.47,UNKNOWN,0.47,4
814,3,0,0,3,0.456,UNKNOWN,0.456,4
815,3,0,0,3,0.456,UNKNOWN,0.456,4
816,3,0,0,3,0.456,UNKNOWN,0.456,4
817,3,0,0,3,0.456,UNKNOWN,0.456,4
818,3,0,0,3,0.456,UNKNOWN,0.456,4
819,3,0,0,3,0.456,UNKNOWN,0.456,4
820,3,0,0,3,0.456,UNKNOWN,0.456,4
821,3,0,0,3,0.456,UNKNOWN,0.456,4
822,3,0,0,3,0.456,UNKNOWN,0.456,4
823,3,0,0,3,0.456,UNKNOWN,0.456,4
824,3,0,0,3,0.456,UNKNOWN,0.456,4
825,3,0,0,3,0.456,UNKNOWN,0.456,4
826,3,0,0,3,0.456,UNKNOWN,0.456,4
827,3,0,0,3,0.456,UNKNOWN,0.456,4
828,3,0,0,3,0.456,UNKNOWN,0.456,4
829,3,0,0,3,0.456,UNKNOWN,0.456,4
830,1,0,1,2,0.47,UNKNOWN,0.47,4
831,1,0,0,1,0.487,UNKNOWN,0.487,4
832,1,0,0,1,0.487,UNKNOWN,0.487,4
833,1,0,0,1,0.487,UNKNOWN,0.487,4
834,1,0,0,1,0.487,UNKNOWN,0.487,4
835,1,0,0,1,0.487,UNKNOWN,0.487,4
836,1,0,0,1,0.487,UNKNOWN,0.487,4
837,1,0,0,1,0.487,UNKNOWN,0.487,4
838,1,0,0,1,0.487,UNKNOWN,0.487,4
839,1,0,1,2,0.458,UNKNOWN,0.458,4
840,1,0,0,1,0.429,UNKNOWN,0.429,4
841,1,0,0,1,0.429,UNKNOWN,0.429,4
842,1,0,0,1,0.429,UNKNOWN,0.429,4
843,1,0,0,1,0.429,UNKNOWN,0.429,4
844,1,0,0,1,0.429,UNKNOWN,0.429,4
845,1,0,0,1,0.429,UNKNOWN,0.429,4
846,1,0,0,1,0.429,UNKNOWN,0.429,4
847,1,0,0,1,0.429,UNKNOWN,0.429,4
848,1,0,0,1,0.429,UNKNOWN,0.429,4
849,1,0,0,1,0.429,UNKNOWN,0.429,4
850,1,0,0,1,0.429,UNKNOWN,0.429,4
851,1,0,0,1,0.429,UNKNOWN,0.429,6
852,1,0,0,1,0.429,UNKNOWN,0.429,6
853,1,0,0,1,0.429,UNKNOWN,0.429,6
854,1,0,0,1,0.429,UNKNOWN,0.429,6
855,2,0,0,2,0.429,UNKNOWN,0.429,6
856,2,0,1,3,0.437,UNKNOWN,0.437,6
857,2,0,0,2,0.441,UNKNOWN,0.441,6
858,2,0,0,2,0.441,UNKNOWN,0.441,6
859,2,0,0,2,0.441,UNKNOWN,0.441,6
860,2,0,1,3,0.456,UNKNOWN,0.456,6
861,3,0,0,3,0.456,UNKNOWN,0.456,6
862,3,0,0,3,0.456,UNKNOWN,0.456,6
863,3,0,0,3,0.456,UNKNOWN,0.456,6
864,3,0,0,3,0.456,UNKNOWN,0.456,6
865,3,0,0,3,0.456,UNKNOWN,0.456,6
866,3,0,0,3,0.456,UNKNOWN,0.456,6
867,3,0,0,3,0.456,UNKNOWN,0.456,6
868,3,0,0,3,0.456,UNKNOWN,0.456,6
869,3,0,0,3,0.456,UNKNOWN,0.456,6
870,3,0,0,3,0.456,UNKNOWN,0.456,6
871,3,0,0,3,0.456,UNKNOWN,0.456,6
872,2,0,1,3,0.456,UNKNOWN,0.456,6
873,2,0,0,2,0.458,UNKNOWN,0.458,6
874,2,0,0,2,0.458,UNKNOWN,0.458,4
875,2,0,0,2,0.458,UNKNOWN,0.458,4
876,2,0,0,2,0.458,UNKNOWN,0.458,4
877,2,0,0,2,0.458,UNKNOWN,0.458,4
878,2,0,0,2,0.458,UNKNOWN,0.458,4
879,2,0,0,2,0.458,UNKNOWN,0.458,4
880,2,0,0,2,0.458,UNKNOWN,0.458,2
881,1,0,0,1,0.487,UNKNOWN,0.487,2
882,1,0,0,1,0.487,UNKNOWN,0.487,2
883,2,0,0,2,0.458,UNKNOWN,0.458,2
884,2,0,0,2,0.458,UNKNOWN,0.458,2
885,3,0,0,3,0.62,FOUNTAIN_3+,0.62,2
886,2,0,0,2,0.715,TWO_BALL,0.715,2
887,2,0,0,2,0.715,TWO_BALL,0.715,2
888,2,0,0,2,0.715,TWO_BALL,0.715,2
889,2,0,0,2,0.715,TWO_BALL,0.715,2
890,2,0,1,3,0.628,FOUNTAIN_3+,0.628,2
891,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
892,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
893,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
894,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
895,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
896,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
897,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
898,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
899,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
900,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
901,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
902,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
903,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
904,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
905,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
906,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
907,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
908,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
909,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
910,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
911,3,0,0,3,0.628,FOUNTAIN_3+,0.628,2
912,3,0,0,3,0.628,CASCADE_3+,0.628,0
913,3,0,0,3,0.628,CASCADE_3+,0.628,0
914,3,0,0,3,0.628,CASCADE_3+,0.628,0
915,3,0,0,3,0.628,CASCADE_3+,0.628,0
916,3,0,0,3,0.628,CASCADE_3+,0.628,0
917,3,0,0,3,0.628,CASCADE_3+,0.628,0
918,3,0,0,3,0.628,CASCADE_3+,0.628,0
919,3,0,0,3,0.628,CASCADE_3+,0.628,0
920,3,0,0,3,0.628,CASCADE_3+,0.628,0
921,3,0,0,3,0.628,CASCADE_3+,0.628,0
922,3,0,0,3,0.628,CASCADE_3+,0.628,0
923,3,0,0,3,0.628,CASCADE_3+,0.628,0
924,3,0,0,3,0.628,CASCADE_3+,0.628,0
925,3,0,0,3,0.628,CASCADE_3+,0.628,0
926,3,0,0,3,0.628,CASCADE_3+,0.628,0
927,3,0,0,3,0.628,CASCADE_3+,0.628,0
928,3,0,0,3,0.628,CASCADE_3+,0.628,0
929,3,0,0,3,0.628,CASCADE_3+,0.628,0
930,3,0,0,3,0.628,CASCADE_3+,0.628,0
931,3,0,0,3,0.628,CASCADE_3+,0.628,0
932,3,0,0,3,0.628,CASCADE_3+,0.628,0
933,3,0,0,3,0.628,CASCADE_3+,0.628,0
934,3,0,0,3,0.628,CASCADE_3+,0.628,0
935,3,0,0,3,0.628,CASCADE_3+,0.628,0
936,3,0,0,3,0.628,CASCADE_3+,0.628,0
937,2,0,0,2,0.699,TWO_BALL,0.699,0
938,2,0,0,2,0.699,TWO_BALL,0.699,0
939,2,0,0,2,0.699,TWO_BALL,0.699,0
940,2,0,0,2,0.699,TWO_BALL,0.699,0
941,2,0,0,2,0.699,TWO_BALL,0.699,0
942,2,0,0,2,0.699,TWO_BALL,0.699,0
943,2,0,0,2,0.699,TWO_BALL,0.699,0
944,3,0,0,3,0.628,CASCADE_3+,0.628,0
945,3,0,0,3,0.628,CASCADE_3+,0.628,0
946,2,0,0,2,0.715,TWO_BALL,0.715,0
947,2,0,0,2,0.715,TWO_BALL,0.715,0
948,2,0,0,2,0.715,TWO_BALL,0.715,0
949,1,0,0,1,0.487,UNKNOWN,0.487,0
950,1,0,0,1,0.487,UNKNOWN,0.487,0
951,1,0,0,1,0.487,UNKNOWN,0.487,0
952,1,0,0,1,0.487,UNKNOWN,0.487,0
953,1,0,0,1,0.487,UNKNOWN,0.487,0
954,1,0,0,1,0.487,UNKNOWN,0.487,0
955,1,0,0,1,0.487,UNKNOWN,0.487,0
956,2,0,0,2,0.458,UNKNOWN,0.458,0
957,3,0,0,3,0.62,CASCADE_3+,0.62,0
958,3,0,0,3,0.62,CASCADE_3+,0.62,0
959,3,0,0,3,0.62,CASCADE_3+,0.62,0
960,3,0,0,3,0.62,CASCADE_3+,0.62,0
