frame,n_in_hand_left,n_in_hand_right,n_total,instant_dirs,smoothed_dirs,pattern,confidence
342,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
343,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
344,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
345,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
346,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
347,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
348,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
349,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
350,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
351,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
352,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
353,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
354,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
355,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
356,0,0,5,1,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
357,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
358,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
359,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
360,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
361,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
362,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
363,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
364,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
365,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
366,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
367,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
368,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
369,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
370,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
371,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
372,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
373,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
374,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
375,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
376,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
377,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
378,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
379,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
380,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
381,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
382,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
383,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
384,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
385,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
386,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
387,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
388,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
389,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
390,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
391,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
392,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
393,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
394,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
395,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
396,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
397,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
398,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
399,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
400,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
401,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
402,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
403,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
404,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
405,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
406,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
407,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
408,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
409,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
410,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
411,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
412,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
413,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
414,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
415,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
416,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
417,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
418,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
419,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
420,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
421,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
422,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
423,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
424,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
425,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
426,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
427,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
428,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
429,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
430,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
431,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
432,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
433,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
434,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
435,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
436,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
437,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
438,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
439,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
440,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
441,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
442,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
443,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
444,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
445,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
446,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
447,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
448,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
449,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
450,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
451,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
452,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
453,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
454,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
455,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
456,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
457,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
458,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
459,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
460,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
461,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
462,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
463,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
464,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
465,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
466,0,0,6,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
467,0,0,6,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
468,0,0,6,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
469,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
470,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
471,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
472,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
473,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
474,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
475,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
476,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
477,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
478,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
479,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
480,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
481,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
482,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
483,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
484,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
485,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
486,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
487,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
488,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
489,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
490,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
491,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
492,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
493,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
494,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
495,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
496,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
497,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
498,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
499,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
500,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
501,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
502,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
503,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
504,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
505,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
506,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
507,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
508,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
509,0,0,4,1,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
510,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
511,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
512,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
513,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
514,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
515,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
516,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
517,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
518,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
519,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
520,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
521,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
522,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
523,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
524,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
525,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
526,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
527,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
528,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
529,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
530,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
531,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
532,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
533,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
534,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
535,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
536,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
537,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
538,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
539,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
540,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
541,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
542,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
543,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
544,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
545,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
546,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
547,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
548,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
549,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
550,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
551,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
552,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
553,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
554,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
555,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
556,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
557,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
558,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
559,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
560,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
561,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
562,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
563,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
564,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
565,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
566,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
567,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
568,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
569,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
570,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
571,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
572,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
573,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
574,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
575,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
576,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
577,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
578,0,0,6,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
579,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
580,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
581,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
582,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
583,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
584,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
585,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
586,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
587,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
588,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
589,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
590,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
591,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
592,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
593,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
594,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
595,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
596,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
597,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
598,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
599,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
600,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
601,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
602,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
603,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
604,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
605,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
606,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
607,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
608,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
609,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
610,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
611,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
612,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
613,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
614,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
615,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
616,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
617,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
618,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
619,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
620,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
621,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
622,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
623,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
624,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
625,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
626,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
627,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
628,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
629,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
630,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
631,0,0,5,1,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
632,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
633,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
634,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
635,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
636,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
637,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
638,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
639,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
640,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
641,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
642,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
643,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
644,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
645,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
646,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
647,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
648,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
649,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
650,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
651,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
652,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
653,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
654,0,0,3,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
655,0,0,3,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
656,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
657,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
658,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
659,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
660,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
661,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
662,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
663,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
664,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
665,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
666,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
667,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
668,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
669,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
670,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
671,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
672,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
673,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
674,0,0,4,1,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
675,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
676,0,0,4,1,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
677,0,0,4,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
678,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
679,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
680,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
681,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
682,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
683,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
684,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
685,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
686,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
687,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
688,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
689,0,0,5,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
