frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,h43_pattern
376,1,0,0,1,0.602,SINGLE_BALL,0.602,SINGLE_BALL
377,1,0,0,1,0.602,SINGLE_BALL,0.602,SINGLE_BALL
378,1,0,0,1,0.602,SINGLE_BALL,0.602,SINGLE_BALL
379,1,0,0,1,0.602,SINGLE_BALL,0.602,SINGLE_BALL
380,1,0,0,1,0.602,SINGLE_BALL,0.602,SINGLE_BALL
381,1,0,0,1,0.602,SINGLE_BALL,0.602,SINGLE_BALL
382,1,0,0,1,0.602,SINGLE_BALL,0.602,SINGLE_BALL
391,1,0,0,1,0.602,SINGLE_BALL,0.602,SINGLE_BALL
392,1,0,0,1,0.602,SINGLE_BALL,0.602,SINGLE_BALL
393,1,0,0,1,0.602,SINGLE_BALL,0.602,SINGLE_BALL
394,1,0,0,1,0.602,SINGLE_BALL,0.602,SINGLE_BALL
395,1,0,0,1,0.602,SINGLE_BALL,0.602,SINGLE_BALL
396,1,0,0,1,0.602,SINGLE_BALL,0.602,SINGLE_BALL
397,1,0,0,1,0.602,SINGLE_BALL,0.602,SINGLE_BALL
398,1,0,0,1,0.602,SINGLE_BALL,0.602,SINGLE_BALL
399,2,0,0,2,0.735,TWO_BALL,0.735,TWO_BALL
400,2,0,0,2,0.735,TWO_BALL,0.735,TWO_BALL
401,2,0,0,2,0.735,TWO_BALL,0.735,TWO_BALL
402,2,0,0,2,0.735,TWO_BALL,0.735,TWO_BALL
403,2,0,0,2,0.735,TWO_BALL,0.735,TWO_BALL
404,2,0,0,2,0.735,TWO_BALL,0.735,TWO_BALL
405,2,0,0,2,0.735,TWO_BALL,0.735,TWO_BALL
406,2,0,0,2,0.735,TWO_BALL,0.735,TWO_BALL
407,2,0,0,2,0.735,TWO_BALL,0.735,TWO_BALL
408,2,0,0,2,0.735,TWO_BALL,0.735,TWO_BALL
409,2,0,0,2,0.735,TWO_BALL,0.735,TWO_BALL
410,2,0,0,2,0.735,TWO_BALL,0.735,TWO_BALL
411,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
412,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
413,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
414,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
415,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
416,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
417,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
418,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
419,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
420,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
421,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
422,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
423,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
424,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
425,4,0,0,4,0.844,FOUNTAIN_3+,0.844,FOUNTAIN_3+
426,4,0,0,4,0.844,FOUNTAIN_3+,0.844,FOUNTAIN_3+
427,4,0,0,4,0.844,FOUNTAIN_3+,0.844,FOUNTAIN_3+
428,4,0,0,4,0.844,FOUNTAIN_3+,0.844,FOUNTAIN_3+
429,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
430,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
431,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
432,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
433,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
434,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
435,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
436,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
437,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
438,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
439,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
440,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
441,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
442,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
443,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
444,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
445,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
446,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
447,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
448,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
449,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
450,3,1,0,3,0.792,MIXED_3+,0.792,MIXED_3+
451,2,0,0,2,0.755,TWO_BALL,0.755,TWO_BALL
452,2,0,0,2,0.755,TWO_BALL,0.755,TWO_BALL
453,2,0,0,2,0.755,TWO_BALL,0.755,TWO_BALL
454,2,0,0,2,0.755,TWO_BALL,0.755,TWO_BALL
455,2,0,0,2,0.755,TWO_BALL,0.755,TWO_BALL
456,2,0,0,2,0.755,TWO_BALL,0.755,TWO_BALL
457,2,0,0,2,0.755,TWO_BALL,0.755,TWO_BALL
458,2,0,0,2,0.755,TWO_BALL,0.755,TWO_BALL
459,2,0,0,2,0.755,TWO_BALL,0.755,TWO_BALL
460,2,1,0,2,0.755,TWO_BALL_ONE_HAND,0.755,TWO_BALL_ONE_HAND
461,2,1,0,2,0.887,TWO_BALL_ONE_HAND,0.887,TWO_BALL_ONE_HAND
462,2,0,0,2,0.887,TWO_BALL,0.887,TWO_BALL
463,2,0,0,2,0.887,TWO_BALL,0.887,TWO_BALL
464,2,0,0,2,0.887,TWO_BALL,0.887,TWO_BALL
465,2,0,0,2,0.887,TWO_BALL,0.887,TWO_BALL
466,2,0,0,2,0.887,TWO_BALL,0.887,TWO_BALL
467,2,0,0,2,0.887,TWO_BALL,0.887,TWO_BALL
468,2,0,0,2,0.887,TWO_BALL,0.887,TWO_BALL
469,2,0,0,2,0.887,TWO_BALL,0.887,TWO_BALL
470,2,0,0,2,0.887,TWO_BALL,0.887,TWO_BALL
471,3,1,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
472,3,0,0,3,0.792,FOUNTAIN_3+,0.792,FOUNTAIN_3+
473,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
474,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
475,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
476,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
477,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
478,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
479,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
480,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
481,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
482,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
483,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
484,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
485,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
486,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
487,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
488,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
489,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
490,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
491,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
492,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
493,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
494,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
495,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
496,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
497,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
498,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
499,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
500,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
501,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
502,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
503,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
504,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
505,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
506,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
507,2,0,0,2,0.733,TWO_BALL,0.733,TWO_BALL
508,2,0,0,2,0.733,TWO_BALL,0.733,TWO_BALL
509,2,0,0,2,0.733,TWO_BALL,0.733,TWO_BALL
510,2,0,0,2,0.733,TWO_BALL,0.733,TWO_BALL
511,2,0,0,2,0.733,TWO_BALL,0.733,TWO_BALL
512,2,0,0,2,0.733,TWO_BALL,0.733,TWO_BALL
513,2,0,0,2,0.733,TWO_BALL,0.733,TWO_BALL
514,2,0,0,2,0.733,TWO_BALL,0.733,TWO_BALL
515,2,0,0,2,0.733,TWO_BALL,0.733,TWO_BALL
516,2,0,0,2,0.733,TWO_BALL,0.733,TWO_BALL
517,2,0,0,2,0.733,TWO_BALL,0.733,TWO_BALL
518,2,0,0,2,0.733,TWO_BALL,0.733,TWO_BALL
519,2,0,0,2,0.733,TWO_BALL,0.733,TWO_BALL
520,2,0,0,2,0.733,TWO_BALL,0.733,TWO_BALL
521,2,0,0,2,0.733,TWO_BALL,0.733,TWO_BALL
522,2,1,0,2,0.733,TWO_BALL_ONE_HAND,0.733,TWO_BALL_ONE_HAND
533,3,1,0,3,0.704,FOUNTAIN_3+,0.704,FOUNTAIN_3+
534,3,1,1,3,0.704,MIXED_3+,0.704,MIXED_3+
535,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
536,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
537,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
538,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
539,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
540,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
541,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
542,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
543,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
544,1,0,0,1,0.908,SINGLE_BALL,0.908,SINGLE_BALL
545,2,0,1,2,0.776,TWO_BALL_ONE_HAND,0.776,TWO_BALL_ONE_HAND
546,2,0,0,2,0.776,TWO_BALL,0.776,TWO_BALL
547,2,0,0,2,0.776,TWO_BALL,0.776,TWO_BALL
548,2,0,0,2,0.776,TWO_BALL,0.776,TWO_BALL
549,3,1,0,3,0.704,MIXED_3+,0.704,MIXED_3+
550,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
551,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
552,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
553,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
554,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
555,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
556,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
557,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
558,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
559,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
560,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
561,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
562,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
563,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
564,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
565,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
566,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
567,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
568,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
569,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
570,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
571,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
572,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
573,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
574,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
575,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
576,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
577,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
578,3,0,0,3,0.704,MIXED_3+,0.704,MIXED_3+
579,2,0,0,2,0.602,TWO_BALL,0.602,TWO_BALL
580,2,0,0,2,0.602,TWO_BALL,0.602,TWO_BALL
581,2,0,0,2,0.602,TWO_BALL,0.602,TWO_BALL
582,2,0,1,2,0.602,TWO_BALL_ONE_HAND,0.602,TWO_BALL_ONE_HAND
583,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
584,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
585,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
586,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
587,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
588,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
589,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
590,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
591,2,0,1,2,0.602,TWO_BALL_ONE_HAND,0.602,TWO_BALL_ONE_HAND
592,2,0,0,2,0.602,TWO_BALL,0.602,TWO_BALL
593,3,0,0,3,0.696,MIXED_3+,0.696,MIXED_3+
594,3,0,0,3,0.696,MIXED_3+,0.696,MIXED_3+
595,3,0,0,3,0.696,MIXED_3+,0.696,MIXED_3+
596,3,0,0,3,0.696,MIXED_3+,0.696,MIXED_3+
597,3,0,0,3,0.696,MIXED_3+,0.696,MIXED_3+
598,3,0,0,3,0.696,MIXED_3+,0.696,MIXED_3+
599,2,0,0,2,0.602,TWO_BALL,0.602,TWO_BALL
600,2,0,0,2,0.602,TWO_BALL,0.602,TWO_BALL
601,2,0,0,2,0.602,TWO_BALL,0.602,TWO_BALL
602,2,0,0,2,0.602,TWO_BALL,0.602,TWO_BALL
603,2,0,0,2,0.602,TWO_BALL,0.602,TWO_BALL
604,2,0,0,2,0.602,TWO_BALL,0.602,TWO_BALL
605,2,0,0,2,0.602,TWO_BALL,0.602,TWO_BALL
606,2,0,0,2,0.602,TWO_BALL,0.602,TWO_BALL
607,2,0,0,2,0.602,TWO_BALL,0.602,TWO_BALL
608,2,0,0,2,0.602,TWO_BALL,0.602,TWO_BALL
609,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
610,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
611,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
612,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
613,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
614,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
615,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
616,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
617,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
618,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
619,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
620,1,0,0,1,0.645,SINGLE_BALL,0.645,SINGLE_BALL
621,2,0,0,2,0.602,TWO_BALL,0.602,TWO_BALL
622,2,0,1,2,0.602,TWO_BALL_ONE_HAND,0.602,TWO_BALL_ONE_HAND
623,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
624,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
625,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
626,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
627,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
628,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
629,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
630,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
631,3,0,1,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
632,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
633,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
634,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
635,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
636,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
637,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
638,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
639,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
640,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
641,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
642,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
643,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
644,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
645,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
646,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
647,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
648,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
649,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
650,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
651,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
652,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
653,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
654,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
655,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
656,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
657,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
658,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
659,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
660,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
661,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
662,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
663,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
664,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
665,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
666,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
667,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
668,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
669,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
670,3,1,0,3,0.714,MIXED_3+,0.714,MIXED_3+
671,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
672,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
673,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
674,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
675,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
676,2,1,0,2,0.792,TWO_BALL_ONE_HAND,0.792,TWO_BALL_ONE_HAND
677,1,0,0,1,0.938,SINGLE_BALL,0.938,SINGLE_BALL
678,1,0,0,1,0.938,SINGLE_BALL,0.938,SINGLE_BALL
679,2,1,0,2,0.748,TWO_BALL_ONE_HAND,0.748,TWO_BALL_ONE_HAND
680,2,0,0,2,0.748,TWO_BALL,0.748,TWO_BALL
681,2,0,0,2,0.748,TWO_BALL,0.748,TWO_BALL
682,2,0,0,2,0.748,TWO_BALL,0.748,TWO_BALL
683,2,0,0,2,0.748,TWO_BALL,0.748,TWO_BALL
684,2,0,0,2,0.748,TWO_BALL,0.748,TWO_BALL
685,3,1,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
686,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
687,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
688,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
689,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
690,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
691,4,0,0,4,0.785,FOUNTAIN_3+,0.785,FOUNTAIN_3+
692,4,0,0,4,0.785,FOUNTAIN_3+,0.785,FOUNTAIN_3+
693,4,0,0,4,0.785,FOUNTAIN_3+,0.785,FOUNTAIN_3+
694,4,0,0,4,0.785,FOUNTAIN_3+,0.785,FOUNTAIN_3+
695,4,0,0,4,0.785,FOUNTAIN_3+,0.785,FOUNTAIN_3+
696,4,0,0,4,0.785,FOUNTAIN_3+,0.785,FOUNTAIN_3+
697,5,0,0,5,0.828,FOUNTAIN_3+,0.828,FOUNTAIN_3+
698,4,0,0,4,0.785,FOUNTAIN_3+,0.785,FOUNTAIN_3+
699,4,0,0,4,0.785,FOUNTAIN_3+,0.785,FOUNTAIN_3+
700,4,0,0,4,0.785,FOUNTAIN_3+,0.785,FOUNTAIN_3+
701,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
702,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
703,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
704,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
705,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
706,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
707,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
708,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
709,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
710,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
711,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
712,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
713,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
714,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
715,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
716,3,0,0,3,0.714,FOUNTAIN_3+,0.714,FOUNTAIN_3+
717,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
718,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
719,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
720,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
721,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
722,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
723,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
724,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
725,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
726,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
727,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
728,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
729,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
730,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
731,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
732,2,0,0,2,0.792,TWO_BALL,0.792,TWO_BALL
733,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
734,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
735,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
736,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
737,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
738,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
739,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
740,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
741,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
742,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
743,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
744,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
745,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
746,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
747,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
748,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
749,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
750,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
751,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
752,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
753,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
754,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
755,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
756,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
757,3,0,0,3,0.751,FOUNTAIN_3+,0.751,FOUNTAIN_3+
