frame,pattern,confidence,new_pattern
612,SINGLE_BALL,0.645,SINGLE_BALL
613,SINGLE_BALL,0.645,SINGLE_BALL
614,SINGLE_BALL,0.645,SINGLE_BALL
615,SINGLE_BALL,0.645,SINGLE_BALL
616,SINGLE_BALL,0.645,SINGLE_BALL
617,SINGLE_BALL,0.645,SINGLE_BALL
618,SINGLE_BALL,0.645,SINGLE_BALL
619,SINGLE_BALL,0.645,SINGLE_BALL
620,SINGLE_BALL,0.645,SINGLE_BALL
621,TWO_BALL,0.602,TWO_BALL
622,TWO_BALL,0.602,TWO_BALL
623,TWO_BALL,0.792,TWO_BALL
624,TWO_BALL,0.792,TWO_BALL
625,TWO_BALL,0.792,TWO_BALL
626,TWO_BALL,0.792,TWO_BALL
627,TWO_BALL,0.792,TWO_BALL
628,TWO_BALL,0.792,TWO_BALL
629,TWO_BALL,0.792,TWO_BALL
630,TWO_BALL,0.792,TWO_BALL
631,FOUNTAIN_3+,0.714,FOUNTAIN_3+
632,FOUNTAIN_3+,0.714,FOUNTAIN_3+
633,FOUNTAIN_3+,0.714,FOUNTAIN_3+
634,FOUNTAIN_3+,0.714,FOUNTAIN_3+
635,FOUNTAIN_3+,0.714,FOUNTAIN_3+
636,FOUNTAIN_3+,0.714,FOUNTAIN_3+
637,FOUNTAIN_3+,0.714,FOUNTAIN_3+
638,FOUNTAIN_3+,0.714,FOUNTAIN_3+
639,FOUNTAIN_3+,0.714,FOUNTAIN_3+
640,FOUNTAIN_3+,0.714,FOUNTAIN_3+
641,FOUNTAIN_3+,0.714,FOUNTAIN_3+
642,FOUNTAIN_3+,0.714,FOUNTAIN_3+
643,FOUNTAIN_3+,0.714,FOUNTAIN_3+
644,FOUNTAIN_3+,0.714,FOUNTAIN_3+
645,FOUNTAIN_3+,0.714,FOUNTAIN_3+
646,FOUNTAIN_3+,0.714,FOUNTAIN_3+
647,FOUNTAIN_3+,0.714,FOUNTAIN_3+
648,FOUNTAIN_3+,0.714,FOUNTAIN_3+
649,FOUNTAIN_3+,0.714,FOUNTAIN_3+
650,FOUNTAIN_3+,0.714,FOUNTAIN_3+
651,FOUNTAIN_3+,0.714,FOUNTAIN_3+
652,FOUNTAIN_3+,0.714,FOUNTAIN_3+
653,FOUNTAIN_3+,0.714,FOUNTAIN_3+
654,FOUNTAIN_3+,0.714,FOUNTAIN_3+
655,FOUNTAIN_3+,0.714,FOUNTAIN_3+
656,FOUNTAIN_3+,0.714,FOUNTAIN_3+
657,FOUNTAIN_3+,0.714,FOUNTAIN_3+
658,FOUNTAIN_3+,0.714,FOUNTAIN_3+
659,FOUNTAIN_3+,0.714,FOUNTAIN_3+
660,FOUNTAIN_3+,0.714,FOUNTAIN_3+
661,FOUNTAIN_3+,0.714,FOUNTAIN_3+
662,FOUNTAIN_3+,0.714,FOUNTAIN_3+
663,FOUNTAIN_3+,0.714,FOUNTAIN_3+
664,FOUNTAIN_3+,0.714,FOUNTAIN_3+
665,FOUNTAIN_3+,0.714,FOUNTAIN_3+
666,FOUNTAIN_3+,0.714,FOUNTAIN_3+
667,FOUNTAIN_3+,0.714,FOUNTAIN_3+
668,FOUNTAIN_3+,0.714,FOUNTAIN_3+
669,FOUNTAIN_3+,0.714,FOUNTAIN_3+
670,MIXED_3+,0.714,MIXED_3+
671,TWO_BALL,0.792,TWO_BALL
672,TWO_BALL,0.792,TWO_BALL
673,TWO_BALL,0.792,TWO_BALL
674,TWO_BALL,0.792,TWO_BALL
675,TWO_BALL,0.792,TWO_BALL
676,TWO_BALL,0.792,TWO_BALL
677,SINGLE_BALL,0.938,SINGLE_BALL
678,SINGLE_BALL,0.938,SINGLE_BALL
679,TWO_BALL,0.748,TWO_BALL
680,TWO_BALL,0.748,TWO_BALL
681,TWO_BALL,0.748,TWO_BALL
682,TWO_BALL,0.748,TWO_BALL
683,TWO_BALL,0.748,TWO_BALL
684,TWO_BALL,0.748,TWO_BALL
685,CASCADE_3+,0.714,CASCADE_3+
686,CASCADE_3+,0.714,CASCADE_3+
687,CASCADE_3+,0.714,CASCADE_3+
688,CASCADE_3+,0.714,CASCADE_3+
689,CASCADE_3+,0.714,CASCADE_3+
690,CASCADE_3+,0.714,CASCADE_3+
691,CASCADE_3+,0.785,CASCADE_3+
692,CASCADE_3+,0.785,CASCADE_3+
693,CASCADE_3+,0.785,CASCADE_3+
694,CASCADE_3+,0.785,CASCADE_3+
695,CASCADE_3+,0.785,CASCADE_3+
696,CASCADE_3+,0.785,CASCADE_3+
697,CASCADE_3+,0.828,CASCADE_3+
698,CASCADE_3+,0.785,CASCADE_3+
699,CASCADE_3+,0.785,CASCADE_3+
700,CASCADE_3+,0.785,CASCADE_3+
701,CASCADE_3+,0.714,CASCADE_3+
702,CASCADE_3+,0.714,CASCADE_3+
703,CASCADE_3+,0.714,CASCADE_3+
704,CASCADE_3+,0.714,CASCADE_3+
705,CASCADE_3+,0.714,CASCADE_3+
706,CASCADE_3+,0.714,CASCADE_3+
707,CASCADE_3+,0.714,CASCADE_3+
708,CASCADE_3+,0.714,CASCADE_3+
709,CASCADE_3+,0.714,CASCADE_3+
710,CASCADE_3+,0.714,CASCADE_3+
711,CASCADE_3+,0.714,CASCADE_3+
712,CASCADE_3+,0.714,CASCADE_3+
713,CASCADE_3+,0.714,CASCADE_3+
714,CASCADE_3+,0.714,CASCADE_3+
715,CASCADE_3+,0.714,CASCADE_3+
716,CASCADE_3+,0.714,CASCADE_3+
717,TWO_BALL,0.792,TWO_BALL
718,TWO_BALL,0.792,TWO_BALL
719,TWO_BALL,0.792,TWO_BALL
720,TWO_BALL,0.792,TWO_BALL
721,TWO_BALL,0.792,TWO_BALL
722,TWO_BALL,0.792,TWO_BALL
723,TWO_BALL,0.792,TWO_BALL
724,TWO_BALL,0.792,TWO_BALL
725,TWO_BALL,0.792,TWO_BALL
726,TWO_BALL,0.792,TWO_BALL
727,TWO_BALL,0.792,TWO_BALL
728,TWO_BALL,0.792,TWO_BALL
729,TWO_BALL,0.792,TWO_BALL
730,TWO_BALL,0.792,TWO_BALL
731,TWO_BALL,0.792,TWO_BALL
732,TWO_BALL,0.792,TWO_BALL
733,CASCADE_3+,0.751,CASCADE_3+
734,CASCADE_3+,0.751,CASCADE_3+
735,CASCADE_3+,0.751,CASCADE_3+
736,CASCADE_3+,0.751,CASCADE_3+
737,CASCADE_3+,0.751,CASCADE_3+
738,CASCADE_3+,0.751,CASCADE_3+
739,CASCADE_3+,0.751,CASCADE_3+
740,CASCADE_3+,0.751,CASCADE_3+
741,CASCADE_3+,0.751,CASCADE_3+
742,CASCADE_3+,0.751,CASCADE_3+
743,CASCADE_3+,0.751,CASCADE_3+
744,CASCADE_3+,0.751,CASCADE_3+
745,CASCADE_3+,0.751,CASCADE_3+
746,CASCADE_3+,0.751,CASCADE_3+
747,CASCADE_3+,0.751,CASCADE_3+
748,CASCADE_3+,0.751,CASCADE_3+
749,CASCADE_3+,0.751,CASCADE_3+
750,CASCADE_3+,0.751,CASCADE_3+
751,CASCADE_3+,0.751,CASCADE_3+
752,CASCADE_3+,0.751,CASCADE_3+
753,CASCADE_3+,0.751,CASCADE_3+
754,CASCADE_3+,0.751,CASCADE_3+
755,CASCADE_3+,0.751,CASCADE_3+
756,CASCADE_3+,0.751,CASCADE_3+
757,CASCADE_3+,0.751,CASCADE_3+
758,CASCADE_3+,0.751,CASCADE_3+
759,CASCADE_3+,0.751,CASCADE_3+
760,CASCADE_3+,0.751,CASCADE_3+
761,CASCADE_3+,0.751,CASCADE_3+
762,CASCADE_3+,0.751,CASCADE_3+
763,CASCADE_3+,0.751,CASCADE_3+
764,CASCADE_3+,0.751,CASCADE_3+
765,CASCADE_3+,0.745,CASCADE_3+
766,CASCADE_3+,0.745,CASCADE_3+
767,TWO_BALL,0.803,TWO_BALL
768,TWO_BALL,0.803,TWO_BALL
769,TWO_BALL,0.803,TWO_BALL
770,TWO_BALL,0.803,TWO_BALL
771,TWO_BALL,0.803,TWO_BALL
772,TWO_BALL,0.803,TWO_BALL
773,TWO_BALL,0.803,TWO_BALL
774,TWO_BALL,0.803,TWO_BALL
775,CASCADE_3+,0.778,CASCADE_3+
776,CASCADE_3+,0.778,CASCADE_3+
777,CASCADE_3+,0.778,CASCADE_3+
778,CASCADE_3+,0.778,CASCADE_3+
779,CASCADE_3+,0.778,CASCADE_3+
780,MIXED_3+,0.778,MIXED_3+
781,SINGLE_BALL,0.668,SINGLE_BALL
782,SINGLE_BALL,0.668,SINGLE_BALL
783,SINGLE_BALL,0.668,SINGLE_BALL
784,SINGLE_BALL,0.668,SINGLE_BALL
785,SINGLE_BALL,0.668,SINGLE_BALL
786,SINGLE_BALL,0.668,SINGLE_BALL
787,SINGLE_BALL,0.668,SINGLE_BALL
788,SINGLE_BALL,0.668,SINGLE_BALL
789,SINGLE_BALL,0.668,SINGLE_BALL
790,SINGLE_BALL,0.668,SINGLE_BALL
791,TWO_BALL,0.537,TWO_BALL
792,TWO_BALL,0.537,TWO_BALL
793,TWO_BALL,0.537,TWO_BALL
794,TWO_BALL,0.537,TWO_BALL
795,TWO_BALL,0.537,TWO_BALL
796,TWO_BALL,0.537,TWO_BALL
797,MIXED_3+,0.6,MIXED_3+
798,MIXED_3+,0.6,MIXED_3+
799,MIXED_3+,0.6,MIXED_3+
800,MIXED_3+,0.6,MIXED_3+
801,MIXED_3+,0.6,MIXED_3+
802,MIXED_3+,0.6,MIXED_3+
803,MIXED_3+,0.6,MIXED_3+
804,MIXED_3+,0.6,MIXED_3+
805,MIXED_3+,0.6,MIXED_3+
806,TWO_BALL,0.566,TWO_BALL
807,TWO_BALL,0.566,TWO_BALL
808,TWO_BALL,0.566,TWO_BALL
809,TWO_BALL,0.566,TWO_BALL
810,TWO_BALL,0.566,TWO_BALL
811,MIXED_3+,0.6,MIXED_3+
812,TWO_BALL,0.566,TWO_BALL
813,TWO_BALL,0.566,TWO_BALL
814,MIXED_3+,0.711,MIXED_3+
815,MIXED_3+,0.711,MIXED_3+
816,MIXED_3+,0.711,MIXED_3+
817,MIXED_3+,0.711,MIXED_3+
818,MIXED_3+,0.711,MIXED_3+
819,MIXED_3+,0.711,MIXED_3+
820,MIXED_3+,0.711,MIXED_3+
821,MIXED_3+,0.711,MIXED_3+
822,MIXED_3+,0.711,MIXED_3+
823,MIXED_3+,0.711,MIXED_3+
824,MIXED_3+,0.711,MIXED_3+
825,MIXED_3+,0.711,MIXED_3+
826,MIXED_3+,0.711,MIXED_3+
827,MIXED_3+,0.711,MIXED_3+
828,MIXED_3+,0.711,MIXED_3+
829,MIXED_3+,0.711,MIXED_3+
830,TWO_BALL_ONE_HAND,0.566,TWO_BALL_ONE_HAND
831,SINGLE_BALL,0.405,SINGLE_BALL
832,SINGLE_BALL,0.405,SINGLE_BALL
833,SINGLE_BALL,0.405,SINGLE_BALL
834,SINGLE_BALL,0.405,SINGLE_BALL
835,SINGLE_BALL,0.405,SINGLE_BALL
836,SINGLE_BALL,0.405,SINGLE_BALL
837,SINGLE_BALL,0.405,SINGLE_BALL
838,SINGLE_BALL,0.405,SINGLE_BALL
839,TWO_BALL_ONE_HAND,0.675,TWO_BALL_ONE_HAND
840,SINGLE_BALL,0.944,SINGLE_BALL
841,SINGLE_BALL,0.944,SINGLE_BALL
842,SINGLE_BALL,0.944,SINGLE_BALL
843,SINGLE_BALL,0.944,SINGLE_BALL
844,SINGLE_BALL,0.944,SINGLE_BALL
845,SINGLE_BALL,0.944,SINGLE_BALL
846,SINGLE_BALL,0.944,SINGLE_BALL
847,SINGLE_BALL,0.944,SINGLE_BALL
848,SINGLE_BALL,0.944,SINGLE_BALL
849,SINGLE_BALL,0.944,SINGLE_BALL
850,SINGLE_BALL,0.944,SINGLE_BALL
851,SINGLE_BALL,0.944,SINGLE_BALL
852,SINGLE_BALL,0.944,SINGLE_BALL
853,SINGLE_BALL,0.944,SINGLE_BALL
854,SINGLE_BALL,0.944,SINGLE_BALL
855,TWO_BALL,0.972,TWO_BALL
856,FOUNTAIN_3+,0.89,FOUNTAIN_3+
857,TWO_BALL,0.835,TWO_BALL
858,TWO_BALL,0.835,TWO_BALL
859,TWO_BALL,0.835,TWO_BALL
860,FOUNTAIN_3+,0.692,FOUNTAIN_3+
861,FOUNTAIN_3+,0.692,FOUNTAIN_3+
862,FOUNTAIN_3+,0.692,FOUNTAIN_3+
863,FOUNTAIN_3+,0.692,FOUNTAIN_3+
864,FOUNTAIN_3+,0.692,FOUNTAIN_3+
865,FOUNTAIN_3+,0.692,FOUNTAIN_3+
866,FOUNTAIN_3+,0.692,FOUNTAIN_3+
867,FOUNTAIN_3+,0.692,FOUNTAIN_3+
868,FOUNTAIN_3+,0.692,FOUNTAIN_3+
869,FOUNTAIN_3+,0.692,FOUNTAIN_3+
870,FOUNTAIN_3+,0.692,FOUNTAIN_3+
871,FOUNTAIN_3+,0.692,FOUNTAIN_3+
872,FOUNTAIN_3+,0.692,FOUNTAIN_3+
873,TWO_BALL,0.675,TWO_BALL
874,TWO_BALL,0.675,TWO_BALL
875,TWO_BALL,0.675,TWO_BALL
876,TWO_BALL,0.675,TWO_BALL
877,TWO_BALL,0.675,TWO_BALL
878,TWO_BALL,0.675,TWO_BALL
879,TWO_BALL,0.675,TWO_BALL
880,TWO_BALL,0.675,TWO_BALL
881,SINGLE_BALL,0.405,SINGLE_BALL
882,SINGLE_BALL,0.405,SINGLE_BALL
883,TWO_BALL,0.703,TWO_BALL
884,TWO_BALL,0.703,TWO_BALL
885,FOUNTAIN_3+,0.662,FOUNTAIN_3+
886,TWO_BALL,0.493,TWO_BALL
887,TWO_BALL,0.493,TWO_BALL
888,TWO_BALL,0.493,TWO_BALL
889,TWO_BALL,0.493,TWO_BALL
890,FOUNTAIN_3+,0.571,FOUNTAIN_3+
891,FOUNTAIN_3+,0.571,FOUNTAIN_3+
892,FOUNTAIN_3+,0.571,FOUNTAIN_3+
893,FOUNTAIN_3+,0.571,FOUNTAIN_3+
894,FOUNTAIN_3+,0.571,FOUNTAIN_3+
895,FOUNTAIN_3+,0.571,FOUNTAIN_3+
896,FOUNTAIN_3+,0.571,FOUNTAIN_3+
897,FOUNTAIN_3+,0.571,FOUNTAIN_3+
898,FOUNTAIN_3+,0.571,FOUNTAIN_3+
899,FOUNTAIN_3+,0.571,FOUNTAIN_3+
900,FOUNTAIN_3+,0.571,FOUNTAIN_3+
901,FOUNTAIN_3+,0.571,FOUNTAIN_3+
902,FOUNTAIN_3+,0.571,FOUNTAIN_3+
903,FOUNTAIN_3+,0.571,FOUNTAIN_3+
904,FOUNTAIN_3+,0.571,FOUNTAIN_3+
905,FOUNTAIN_3+,0.571,FOUNTAIN_3+
906,FOUNTAIN_3+,0.571,FOUNTAIN_3+
907,FOUNTAIN_3+,0.571,FOUNTAIN_3+
908,FOUNTAIN_3+,0.571,FOUNTAIN_3+
909,FOUNTAIN_3+,0.571,FOUNTAIN_3+
910,FOUNTAIN_3+,0.571,FOUNTAIN_3+
911,FOUNTAIN_3+,0.571,FOUNTAIN_3+
912,FOUNTAIN_3+,0.571,FOUNTAIN_3+
913,FOUNTAIN_3+,0.571,FOUNTAIN_3+
914,FOUNTAIN_3+,0.571,FOUNTAIN_3+
915,FOUNTAIN_3+,0.571,FOUNTAIN_3+
916,FOUNTAIN_3+,0.571,FOUNTAIN_3+
917,FOUNTAIN_3+,0.571,FOUNTAIN_3+
918,FOUNTAIN_3+,0.571,FOUNTAIN_3+
919,FOUNTAIN_3+,0.571,FOUNTAIN_3+
920,FOUNTAIN_3+,0.571,FOUNTAIN_3+
921,FOUNTAIN_3+,0.571,FOUNTAIN_3+
922,FOUNTAIN_3+,0.571,FOUNTAIN_3+
923,FOUNTAIN_3+,0.571,FOUNTAIN_3+
924,FOUNTAIN_3+,0.571,FOUNTAIN_3+
925,FOUNTAIN_3+,0.571,FOUNTAIN_3+
926,FOUNTAIN_3+,0.571,FOUNTAIN_3+
927,FOUNTAIN_3+,0.571,FOUNTAIN_3+
928,FOUNTAIN_3+,0.571,FOUNTAIN_3+
929,FOUNTAIN_3+,0.571,FOUNTAIN_3+
930,FOUNTAIN_3+,0.571,FOUNTAIN_3+
931,FOUNTAIN_3+,0.571,FOUNTAIN_3+
932,FOUNTAIN_3+,0.571,FOUNTAIN_3+
933,FOUNTAIN_3+,0.571,FOUNTAIN_3+
934,FOUNTAIN_3+,0.571,FOUNTAIN_3+
935,FOUNTAIN_3+,0.571,FOUNTAIN_3+
936,FOUNTAIN_3+,0.571,FOUNTAIN_3+
937,TWO_BALL,0.653,TWO_BALL
938,TWO_BALL,0.653,TWO_BALL
939,TWO_BALL,0.653,TWO_BALL
940,TWO_BALL,0.653,TWO_BALL
941,TWO_BALL,0.653,TWO_BALL
942,TWO_BALL,0.653,TWO_BALL
943,TWO_BALL,0.653,TWO_BALL
944,FOUNTAIN_3+,0.571,FOUNTAIN_3+
945,FOUNTAIN_3+,0.571,FOUNTAIN_3+
946,TWO_BALL,0.493,TWO_BALL
947,TWO_BALL,0.493,TWO_BALL
948,TWO_BALL,0.493,TWO_BALL
949,SINGLE_BALL,0.405,SINGLE_BALL
950,SINGLE_BALL,0.405,SINGLE_BALL
951,SINGLE_BALL,0.405,SINGLE_BALL
952,SINGLE_BALL,0.405,SINGLE_BALL
953,SINGLE_BALL,0.405,SINGLE_BALL
954,SINGLE_BALL,0.405,SINGLE_BALL
955,SINGLE_BALL,0.405,SINGLE_BALL
956,TWO_BALL,0.703,TWO_BALL
957,FOUNTAIN_3+,0.662,FOUNTAIN_3+
958,FOUNTAIN_3+,0.662,FOUNTAIN_3+
959,FOUNTAIN_3+,0.662,FOUNTAIN_3+
960,FOUNTAIN_3+,0.662,FOUNTAIN_3+
961,FOUNTAIN_3+,0.662,FOUNTAIN_3+
962,FOUNTAIN_3+,0.662,FOUNTAIN_3+
963,FOUNTAIN_3+,0.662,FOUNTAIN_3+
964,FOUNTAIN_3+,0.662,FOUNTAIN_3+
965,TWO_BALL,0.79,TWO_BALL
966,SINGLE_BALL,1.0,SINGLE_BALL
967,SINGLE_BALL,1.0,SINGLE_BALL
968,TWO_BALL,0.662,TWO_BALL
969,TWO_BALL,0.662,TWO_BALL
970,FOUNTAIN_3+,0.576,FOUNTAIN_3+
971,TWO_BALL,0.364,TWO_BALL
972,TWO_BALL,0.364,TWO_BALL
973,TWO_BALL,0.364,TWO_BALL
974,TWO_BALL,0.364,TWO_BALL
975,TWO_BALL,0.364,TWO_BALL
976,TWO_BALL,0.364,TWO_BALL
977,FOUNTAIN_3+,0.565,FOUNTAIN_3+
978,FOUNTAIN_3+,0.565,FOUNTAIN_3+
979,FOUNTAIN_3+,0.565,FOUNTAIN_3+
980,FOUNTAIN_3+,0.565,FOUNTAIN_3+
981,FOUNTAIN_3+,0.565,FOUNTAIN_3+
982,FOUNTAIN_3+,0.565,FOUNTAIN_3+
983,FOUNTAIN_3+,0.565,FOUNTAIN_3+
984,FOUNTAIN_3+,0.565,FOUNTAIN_3+
985,FOUNTAIN_3+,0.565,FOUNTAIN_3+
986,FOUNTAIN_3+,0.565,FOUNTAIN_3+
987,FOUNTAIN_3+,0.565,FOUNTAIN_3+
988,FOUNTAIN_3+,0.565,FOUNTAIN_3+
989,FOUNTAIN_3+,0.565,FOUNTAIN_3+
990,FOUNTAIN_3+,0.565,FOUNTAIN_3+
991,FOUNTAIN_3+,0.565,FOUNTAIN_3+
992,FOUNTAIN_3+,0.565,FOUNTAIN_3+
993,FOUNTAIN_3+,0.565,FOUNTAIN_3+
994,FOUNTAIN_3+,0.565,FOUNTAIN_3+
995,FOUNTAIN_3+,0.565,FOUNTAIN_3+
996,FOUNTAIN_3+,0.565,FOUNTAIN_3+
997,FOUNTAIN_3+,0.565,FOUNTAIN_3+
998,FOUNTAIN_3+,0.565,FOUNTAIN_3+
999,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1000,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1001,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1002,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1003,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1004,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1005,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1006,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1007,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1008,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1009,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1010,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1011,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1012,TWO_BALL,0.364,TWO_BALL
1013,TWO_BALL,0.364,TWO_BALL
1014,TWO_BALL,0.364,TWO_BALL
1015,TWO_BALL_ONE_HAND,0.364,TWO_BALL_ONE_HAND
1016,SINGLE_BALL,0.324,SINGLE_BALL
1017,SINGLE_BALL,0.324,SINGLE_BALL
1018,SINGLE_BALL,0.324,SINGLE_BALL
1019,SINGLE_BALL,0.324,SINGLE_BALL
1020,SINGLE_BALL,0.324,SINGLE_BALL
1029,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1030,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1031,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1032,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1033,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1034,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1035,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1036,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1037,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1038,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1039,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1040,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1041,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1042,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1043,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1044,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1045,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1046,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1047,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1048,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1049,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF
1050,CASCADE_3+,0.463,CASCADE_3+
1051,TWO_BALL_ONE_HAND,0.533,TWO_BALL_ONE_HAND
1052,TWO_BALL_ONE_HAND,0.533,TWO_BALL_ONE_HAND
1053,TWO_BALL_ONE_HAND,0.533,TWO_BALL_ONE_HAND
1054,TWO_BALL_ONE_HAND,0.533,TWO_BALL_ONE_HAND
1055,TWO_BALL,0.533,TWO_BALL
1056,MIXED_3+,0.463,MIXED_3+
1057,MIXED_3+,0.463,MIXED_3+
1058,MIXED_3+,0.463,MIXED_3+
1059,MIXED_3+,0.463,MIXED_3+
1060,MIXED_3+,0.463,MIXED_3+
1061,TWO_BALL,0.364,TWO_BALL
1062,TWO_BALL,0.364,TWO_BALL
1063,TWO_BALL,0.364,TWO_BALL
1064,TWO_BALL,0.364,TWO_BALL
1065,TWO_BALL,0.364,TWO_BALL
1066,TWO_BALL,0.364,TWO_BALL
1067,TWO_BALL,0.364,TWO_BALL
1068,TWO_BALL,0.364,TWO_BALL
1069,TWO_BALL,0.364,TWO_BALL
1070,MIXED_3+,0.576,MIXED_3+
1071,MIXED_3+,0.576,MIXED_3+
1072,MIXED_3+,0.576,MIXED_3+
1073,MIXED_3+,0.576,MIXED_3+
1074,MIXED_3+,0.576,MIXED_3+
1075,TWO_BALL,0.662,TWO_BALL
1076,TWO_BALL,0.662,TWO_BALL
1077,MIXED_3+,0.775,MIXED_3+
1078,SINGLE_BALL,0.324,SINGLE_BALL
