frame,L42,R42,A42,source,L36,R36,A36,L40v2,R40v2,h12_pattern,h12_conf
392,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
393,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
394,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
395,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
396,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
397,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
398,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
399,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
400,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
401,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
402,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
403,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
404,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
405,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
406,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
407,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
408,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
409,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
410,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
411,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.649
412,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.641
413,0,1,4,h36,0,1,4,0,1,CASCADE_3+,0.641
414,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.641
415,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.641
416,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.641
417,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.641
418,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.641
419,0,1,4,h36,0,1,4,1,0,CASCADE_3+,0.641
420,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
421,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
422,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
423,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
424,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
425,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
426,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.649
427,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.663
428,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.663
429,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.663
430,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.663
431,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.663
432,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.663
433,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.663
434,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.663
435,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.663
436,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.663
437,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.663
438,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.663
439,0,0,5,hold,0,0,5,0,0,MIXED_3+,0.663
440,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.663
441,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.663
442,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.663
443,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.663
444,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.663
445,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
446,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
447,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
448,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
449,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
450,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
451,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
452,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
453,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
454,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
455,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
456,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
457,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
458,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.654
459,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
460,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
461,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
462,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.654
463,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
464,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
465,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.654
466,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.646
467,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.646
468,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.646
469,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
470,1,1,3,h40,0,0,5,1,1,CASCADE_3+,0.639
471,1,1,3,h40,0,0,5,1,1,CASCADE_3+,0.646
472,1,1,3,h40,0,0,5,1,1,CASCADE_3+,0.646
473,1,1,3,h40,0,0,5,1,1,CASCADE_3+,0.646
474,0,0,5,hold,0,0,5,0,0,CASCADE_3+,0.646
475,1,1,3,h40,0,0,5,1,1,CASCADE_3+,0.646
476,1,0,4,h40,0,0,5,1,0,CASCADE_3+,0.646
477,1,0,4,h40,0,0,5,1,0,CASCADE_3+,0.646
478,1,0,4,h40,0,0,5,1,0,CASCADE_3+,0.646
479,1,1,3,h40,0,0,5,1,1,CASCADE_3+,0.646
480,1,1,3,h40,0,0,5,1,1,CASCADE_3+,0.646
481,1,1,3,h40,0,0,5,1,1,CASCADE_3+,0.646
482,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
483,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
484,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
485,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
486,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
487,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
488,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
489,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.639
490,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
491,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
492,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
493,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
494,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
495,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
496,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
497,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
498,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.639
499,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
500,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
501,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
502,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
503,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
504,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
505,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
506,0,1,4,h36,0,1,4,1,0,CASCADE_3+,0.645
507,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
508,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
509,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
510,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
511,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
512,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
513,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
514,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
515,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
516,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
517,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
518,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
519,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
520,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
521,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
522,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
523,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
524,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
525,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
526,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
527,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
528,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
529,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
530,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
531,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
532,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
533,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
534,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
535,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
536,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
537,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
538,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
539,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
540,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
541,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
542,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
543,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
544,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
545,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
546,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
547,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
548,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
549,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
550,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
551,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
552,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
553,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
554,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
555,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
556,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
557,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
558,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
559,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
560,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
561,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
562,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
563,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
564,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
565,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
566,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
567,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
568,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
569,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
570,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
571,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
572,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
573,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
574,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
575,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
576,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
577,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
578,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.671
579,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
580,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
581,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
582,0,1,4,h36,0,1,4,1,1,MIXED_3+,0.639
583,0,1,4,h36,0,1,4,1,1,MIXED_3+,0.644
584,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.644
585,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.644
586,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.644
587,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.644
588,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.644
589,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.644
590,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.644
591,1,0,4,h40,0,0,5,1,0,FOUNTAIN_3+,0.639
592,1,0,4,h40,0,0,5,1,0,FOUNTAIN_3+,0.639
593,1,0,4,h40,0,0,5,1,0,FOUNTAIN_3+,0.639
594,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
595,1,0,4,h36,1,0,4,1,1,MIXED_3+,0.639
596,1,0,4,h36,1,0,4,1,1,MIXED_3+,0.629
597,1,0,4,h36,1,0,4,1,1,MIXED_3+,0.629
598,1,0,4,h36,1,0,4,1,1,MIXED_3+,0.629
599,1,0,4,h36,1,0,4,1,1,MIXED_3+,0.629
600,1,0,4,h36,1,0,4,1,1,MIXED_3+,0.629
601,1,0,4,h36,1,0,4,0,1,MIXED_3+,0.629
602,1,0,4,h36,1,0,4,0,1,MIXED_3+,0.629
603,1,0,4,h36,1,0,4,0,1,MIXED_3+,0.629
604,1,0,4,h36,1,0,4,0,1,MIXED_3+,0.629
605,1,0,4,h36,1,0,4,0,1,MIXED_3+,0.629
606,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
607,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
608,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
609,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
610,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
611,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
612,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
613,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
614,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
615,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
616,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
617,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
618,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
619,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
620,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
621,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
622,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
623,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
624,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
625,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
626,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
627,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
628,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
629,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
630,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
631,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.639
632,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.639
633,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.639
634,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.639
635,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.639
636,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
637,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
638,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
639,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
640,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
641,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
642,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
643,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
644,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.639
645,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
646,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
647,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
648,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
649,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
650,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
651,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
652,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
653,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.645
654,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.654
655,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.654
656,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.644
657,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.644
658,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.644
659,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.644
660,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.644
661,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.644
662,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.644
663,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.644
664,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.644
665,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.644
666,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.644
667,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.644
668,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.644
669,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.644
670,1,0,4,h36,1,0,4,1,1,CASCADE_3+,0.639
671,1,0,4,h36,1,0,4,1,1,CASCADE_3+,0.644
672,1,0,4,h36,1,0,4,1,1,CASCADE_3+,0.644
673,1,0,4,h36,1,0,4,1,1,CASCADE_3+,0.644
674,1,0,4,h36,1,0,4,1,1,CASCADE_3+,0.644
675,1,0,4,h36,1,0,4,1,1,CASCADE_3+,0.644
676,1,0,4,h36,1,0,4,1,1,CASCADE_3+,0.644
677,1,0,4,h36,1,0,4,1,0,CASCADE_3+,0.644
678,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
679,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
680,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
681,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
682,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
683,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
684,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
685,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
686,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
687,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
688,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
689,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
690,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
691,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
692,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
693,1,0,4,h36,1,0,4,1,1,MIXED_3+,0.639
694,1,0,4,h36,1,0,4,1,1,MIXED_3+,0.647
695,1,0,4,h36,1,0,4,1,1,MIXED_3+,0.647
696,1,0,4,h36,1,0,4,1,1,MIXED_3+,0.647
697,1,0,4,h36,1,0,4,1,1,MIXED_3+,0.647
698,1,0,4,h36,1,0,4,1,1,MIXED_3+,0.647
699,1,0,4,h36,1,0,4,1,1,MIXED_3+,0.647
700,1,0,4,h36,1,0,4,1,1,MIXED_3+,0.647
701,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
702,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
703,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
704,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
705,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
706,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
707,1,0,4,h40,0,0,5,1,0,FOUNTAIN_3+,0.639
708,0,0,5,hold,0,0,5,0,0,FOUNTAIN_3+,0.639
709,0,1,4,h36,0,1,4,1,1,MIXED_3+,0.639
710,0,1,4,h36,0,1,4,1,1,MIXED_3+,0.629
711,0,1,4,h36,0,1,4,1,1,MIXED_3+,0.629
712,0,1,4,h36,0,1,4,1,1,MIXED_3+,0.629
713,0,1,4,h36,0,1,4,0,0,MIXED_3+,0.629
714,0,1,4,h36,0,1,4,0,0,MIXED_3+,0.629
715,0,0,5,hold,0,0,5,0,0,MIXED_3+,0.639
716,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
717,1,0,4,h36,1,0,4,1,1,CASCADE_3+,0.639
718,1,0,4,h36,1,0,4,1,1,CASCADE_3+,0.645
719,1,0,4,h36,1,0,4,0,1,CASCADE_3+,0.645
720,1,0,4,h36,1,0,4,0,1,CASCADE_3+,0.645
721,1,0,4,h36,1,0,4,0,1,CASCADE_3+,0.645
722,1,0,4,h36,1,0,4,0,1,CASCADE_3+,0.645
723,1,0,4,h36,1,0,4,0,1,CASCADE_3+,0.645
724,1,0,4,h36,1,0,4,1,1,CASCADE_3+,0.645
725,1,0,4,h36,1,0,4,1,1,CASCADE_3+,0.645
726,1,0,4,h36,1,0,4,1,1,CASCADE_3+,0.645
727,1,0,4,h36,1,0,4,1,1,CASCADE_3+,0.645
728,1,0,4,h36,1,0,4,0,1,CASCADE_3+,0.645
729,1,0,4,h36,1,0,4,0,0,CASCADE_3+,0.645
730,1,0,4,h36,1,0,4,0,0,CASCADE_3+,0.645
731,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
732,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
733,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
734,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
735,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
736,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
737,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
738,0,1,4,h36,0,1,4,1,0,CASCADE_3+,0.639
739,0,1,4,h36,0,1,4,1,0,CASCADE_3+,0.639
740,0,1,4,h36,0,1,4,1,0,CASCADE_3+,0.639
741,0,1,4,h36,0,1,4,0,0,CASCADE_3+,0.639
742,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.639
743,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
744,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
745,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
746,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
747,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
748,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.639
749,1,0,4,h36,1,0,4,0,1,CASCADE_3+,0.639
750,1,0,4,h36,1,0,4,0,1,CASCADE_3+,0.63
751,1,0,4,h36,1,0,4,0,1,CASCADE_3+,0.63
752,1,0,4,h36,1,0,4,0,1,CASCADE_3+,0.63
753,1,0,4,h36,1,0,4,0,1,CASCADE_3+,0.63
754,1,0,4,h36,1,0,4,0,1,CASCADE_3+,0.63
755,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
756,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
757,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
758,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
759,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
760,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
761,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.639
762,0,1,4,h36,0,1,4,1,1,CASCADE_3+,0.647
763,0,1,4,h36,0,1,4,1,0,CASCADE_3+,0.647
764,0,1,4,h36,0,1,4,1,0,CASCADE_3+,0.647
765,0,1,4,h36,0,1,4,1,0,CASCADE_3+,0.647
766,0,1,4,h36,0,1,4,1,0,CASCADE_3+,0.647
767,0,1,4,h36,0,1,4,1,0,CASCADE_3+,0.647
768,0,1,4,h36,0,1,4,1,0,CASCADE_3+,0.647
769,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
770,1,0,4,h40,0,0,5,1,0,MIXED_3+,0.639
771,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
772,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
773,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
774,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
775,0,0,5,hold,0,0,5,0,0,MIXED_3+,0.639
776,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.639
777,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.639
778,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.639
779,0,1,4,h40,0,0,5,0,1,MIXED_3+,0.639
780,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
781,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
782,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
783,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
784,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
785,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
786,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
787,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
788,1,1,3,h40,0,0,5,1,1,MIXED_3+,0.639
789,0,1,4,h36,0,1,4,1,1,MIXED_3+,0.639
790,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.645
791,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.645
792,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.645
793,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.645
794,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.645
795,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.645
796,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.645
797,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.645
798,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.645
799,0,1,4,h36,0,1,4,1,0,MIXED_3+,0.645
800,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
801,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
802,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
803,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
804,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
805,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
806,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
807,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
808,1,1,3,h40,0,0,5,1,1,FOUNTAIN_3+,0.639
