kind,stem,from_tid,to_tid,gap,min_hand_dist,max_hand_dist,ratio,which_hand,classification,apex_frame,apex_x,apex_y
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,17,25,24,4.56,97.38,21.365,right,V_DEEP,580,549.9,439.2
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,18,31,22,32.96,174.47,5.294,right,V_DEEP,709,555.7,484.8
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,20,21,12,5.32,92.11,17.308,right,V_DEEP,469,539.5,455.1
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,21,30,22,20.68,144.21,6.974,left,V_DEEP,693,624.2,476.4
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,22,27,26,10.84,93.56,8.633,right,V_DEEP,644,544.4,472.4
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,23,24,13,7.8,33.36,4.276,right,V_DEEP,589,561.8,453.3
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,23,25,28,10.42,85.1,8.167,left,V_DEEP,608,621.6,437.5
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,24,26,3,1.06,140.58,133.217,left,V_DEEP,654,646.1,437.3
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,24,27,17,1.06,26.26,24.88,left,V_DEEP,654,646.1,437.3
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,24,28,25,1.06,182.92,173.333,left,V_DEEP,654,646.1,437.3
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,25,34,20,9.9,116.53,11.771,right,V_DEEP,769,569.9,450.9
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,26,32,26,13.6,140.23,10.31,left,V_DEEP,717,624.5,475.0
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,28,33,17,14.38,124.21,8.637,left,V_DEEP,755,619.9,421.7
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,30,38,24,14.14,145.42,10.282,right,V_DEEP,845,543.4,478.9
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,32,40,5,21.28,85.68,4.026,right,V_DEEP,883,579.8,416.0
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,35,39,16,8.03,59.5,7.412,left,V_DEEP,876,669.1,405.3
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,35,40,21,21.28,125.12,5.879,right,V_DEEP,883,579.8,416.0
adjacent_vshape,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,39,40,1,21.28,132.41,6.222,right,V_DEEP,883,579.8,416.0
