frame,L40v2,R40v2,h12_pattern,h12_conf,h41_pattern
541,0,0,SINGLE_BALL,0.908,SINGLE_BALL
542,0,0,SINGLE_BALL,0.908,SINGLE_BALL
543,0,0,SINGLE_BALL,0.908,SINGLE_BALL
545,0,0,TWO_BALL_ONE_HAND,0.776,TWO_BALL_ONE_HAND
546,0,0,TWO_BALL,0.776,TWO_BALL
547,0,0,TWO_BALL,0.776,TWO_BALL
548,0,0,TWO_BALL,0.776,TWO_BALL
549,0,0,MIXED_3+,0.704,MIXED_3+
550,0,0,MIXED_3+,0.704,MIXED_3+
551,0,0,MIXED_3+,0.704,MIXED_3+
552,0,0,MIXED_3+,0.704,MIXED_3+
553,0,0,MIXED_3+,0.704,MIXED_3+
554,0,0,MIXED_3+,0.704,MIXED_3+
555,0,0,MIXED_3+,0.704,MIXED_3+
556,0,0,MIXED_3+,0.704,MIXED_3+
557,0,0,MIXED_3+,0.704,MIXED_3+
558,0,0,MIXED_3+,0.704,MIXED_3+
559,0,0,MIXED_3+,0.704,MIXED_3+
560,0,0,MIXED_3+,0.704,MIXED_3+
561,0,0,MIXED_3+,0.704,MIXED_3+
562,0,0,MIXED_3+,0.704,MIXED_3+
563,0,0,MIXED_3+,0.704,MIXED_3+
564,0,0,MIXED_3+,0.704,MIXED_3+
565,0,0,MIXED_3+,0.704,MIXED_3+
566,0,0,MIXED_3+,0.704,MIXED_3+
567,0,0,MIXED_3+,0.704,MIXED_3+
568,0,0,MIXED_3+,0.704,MIXED_3+
569,0,0,MIXED_3+,0.704,MIXED_3+
570,0,0,MIXED_3+,0.704,MIXED_3+
571,0,0,MIXED_3+,0.704,MIXED_3+
572,0,0,MIXED_3+,0.704,MIXED_3+
575,0,0,MIXED_3+,0.704,MIXED_3+
576,0,0,MIXED_3+,0.704,MIXED_3+
577,0,0,MIXED_3+,0.704,MIXED_3+
578,0,0,MIXED_3+,0.704,MIXED_3+
579,0,0,TWO_BALL,0.602,TWO_BALL
580,0,0,TWO_BALL,0.602,TWO_BALL
581,0,0,TWO_BALL,0.602,TWO_BALL
582,0,0,TWO_BALL_ONE_HAND,0.602,TWO_BALL_ONE_HAND
583,0,0,SINGLE_BALL,0.645,SINGLE_BALL
584,0,0,SINGLE_BALL,0.645,SINGLE_BALL
587,0,0,SINGLE_BALL,0.645,SINGLE_BALL
588,0,0,SINGLE_BALL,0.645,SINGLE_BALL
591,0,0,TWO_BALL_ONE_HAND,0.602,TWO_BALL_ONE_HAND
592,0,0,TWO_BALL,0.602,TWO_BALL
593,1,1,MIXED_3+,0.696,MIXED_3+
594,1,1,MIXED_3+,0.696,MIXED_3+
595,1,1,MIXED_3+,0.696,MIXED_3+
596,1,1,MIXED_3+,0.696,MIXED_3+
597,1,0,MIXED_3+,0.696,MIXED_3+
598,1,0,MIXED_3+,0.696,MIXED_3+
599,0,0,TWO_BALL,0.602,TWO_BALL
600,0,0,TWO_BALL,0.602,TWO_BALL
603,0,0,TWO_BALL,0.602,TWO_BALL
604,0,0,TWO_BALL,0.602,TWO_BALL
605,0,0,TWO_BALL,0.602,TWO_BALL
606,0,0,TWO_BALL,0.602,TWO_BALL
607,0,0,TWO_BALL,0.602,TWO_BALL
608,0,0,TWO_BALL,0.602,TWO_BALL
609,0,0,SINGLE_BALL,0.645,SINGLE_BALL
610,0,0,SINGLE_BALL,0.645,SINGLE_BALL
611,0,0,SINGLE_BALL,0.645,SINGLE_BALL
612,0,0,SINGLE_BALL,0.645,SINGLE_BALL
613,0,0,SINGLE_BALL,0.645,SINGLE_BALL
614,0,0,SINGLE_BALL,0.645,SINGLE_BALL
615,0,0,SINGLE_BALL,0.645,SINGLE_BALL
616,0,0,SINGLE_BALL,0.645,SINGLE_BALL
617,0,0,SINGLE_BALL,0.645,SINGLE_BALL
618,0,0,SINGLE_BALL,0.645,SINGLE_BALL
619,0,0,SINGLE_BALL,0.645,SINGLE_BALL
620,0,0,SINGLE_BALL,0.645,SINGLE_BALL
621,0,0,TWO_BALL,0.602,TWO_BALL
622,0,0,TWO_BALL_ONE_HAND,0.602,TWO_BALL_ONE_HAND
623,0,0,TWO_BALL,0.792,TWO_BALL
624,0,0,TWO_BALL,0.792,TWO_BALL
625,0,0,TWO_BALL,0.792,TWO_BALL
626,0,0,TWO_BALL,0.792,TWO_BALL
627,0,0,TWO_BALL,0.792,TWO_BALL
628,0,0,TWO_BALL,0.792,TWO_BALL
629,0,0,TWO_BALL,0.792,TWO_BALL
630,0,0,TWO_BALL,0.792,TWO_BALL
631,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
632,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
633,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
634,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
635,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
636,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
637,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
638,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
639,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
640,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
641,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
642,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
643,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
644,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
645,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
646,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
647,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
648,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
649,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
650,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
651,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
652,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
653,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
654,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
655,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
656,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
657,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
658,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
659,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
660,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
661,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
662,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
663,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
664,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
665,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
666,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
667,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
668,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
669,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_REJECTED
670,0,0,MIXED_3+,0.714,MIXED_3+
671,0,0,TWO_BALL,0.792,TWO_BALL
672,0,0,TWO_BALL,0.792,TWO_BALL
673,0,0,TWO_BALL,0.792,TWO_BALL
674,0,0,TWO_BALL,0.792,TWO_BALL
675,0,0,TWO_BALL,0.792,TWO_BALL
676,0,0,TWO_BALL_ONE_HAND,0.792,TWO_BALL_ONE_HAND
677,0,0,SINGLE_BALL,0.938,SINGLE_BALL
678,0,0,SINGLE_BALL,0.938,SINGLE_BALL
679,0,0,TWO_BALL_ONE_HAND,0.748,TWO_BALL_ONE_HAND
681,0,0,TWO_BALL,0.748,TWO_BALL
682,0,0,TWO_BALL,0.748,TWO_BALL
683,0,0,TWO_BALL,0.748,TWO_BALL
684,0,0,TWO_BALL,0.748,TWO_BALL
685,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_3+
686,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_3+
687,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_3+
688,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_3+
689,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_3+
690,0,0,FOUNTAIN_3+,0.714,FOUNTAIN_3+
691,0,0,FOUNTAIN_3+,0.785,FOUNTAIN_3+
692,1,0,FOUNTAIN_3+,0.785,FOUNTAIN_3+
693,1,0,FOUNTAIN_3+,0.785,FOUNTAIN_3+
694,1,0,FOUNTAIN_3+,0.785,FOUNTAIN_3+
695,1,0,FOUNTAIN_3+,0.785,FOUNTAIN_3+
696,1,1,FOUNTAIN_3+,0.785,FOUNTAIN_3+
697,1,1,FOUNTAIN_3+,0.828,FOUNTAIN_3+
698,1,1,FOUNTAIN_3+,0.785,FOUNTAIN_3+
699,1,1,FOUNTAIN_3+,0.785,FOUNTAIN_3+
700,1,1,FOUNTAIN_3+,0.785,FOUNTAIN_3+
701,1,1,FOUNTAIN_3+,0.714,FOUNTAIN_3+
702,1,1,FOUNTAIN_3+,0.714,FOUNTAIN_3+
703,1,1,FOUNTAIN_3+,0.714,FOUNTAIN_3+
704,1,1,FOUNTAIN_3+,0.714,FOUNTAIN_3+
705,0,1,FOUNTAIN_3+,0.714,FOUNTAIN_3+
706,0,1,FOUNTAIN_3+,0.714,FOUNTAIN_3+
707,0,1,FOUNTAIN_3+,0.714,FOUNTAIN_3+
708,1,1,FOUNTAIN_3+,0.714,FOUNTAIN_3+
709,1,1,FOUNTAIN_3+,0.714,FOUNTAIN_3+
710,1,1,FOUNTAIN_3+,0.714,FOUNTAIN_3+
711,1,1,FOUNTAIN_3+,0.714,FOUNTAIN_3+
712,1,1,FOUNTAIN_3+,0.714,FOUNTAIN_3+
713,1,0,FOUNTAIN_3+,0.714,FOUNTAIN_3+
714,1,0,FOUNTAIN_3+,0.714,FOUNTAIN_3+
715,1,0,FOUNTAIN_3+,0.714,FOUNTAIN_3+
716,1,0,FOUNTAIN_3+,0.714,FOUNTAIN_3+
717,1,0,TWO_BALL,0.792,TWO_BALL
718,1,0,TWO_BALL,0.792,TWO_BALL
721,0,0,TWO_BALL,0.792,TWO_BALL
722,0,0,TWO_BALL,0.792,TWO_BALL
725,1,0,TWO_BALL,0.792,TWO_BALL
726,1,0,TWO_BALL,0.792,TWO_BALL
727,1,0,TWO_BALL,0.792,TWO_BALL
728,1,0,TWO_BALL,0.792,TWO_BALL
729,1,0,TWO_BALL,0.792,TWO_BALL
730,1,0,TWO_BALL,0.792,TWO_BALL
731,0,0,TWO_BALL,0.792,TWO_BALL
732,0,0,TWO_BALL,0.792,TWO_BALL
733,1,1,FOUNTAIN_3+,0.751,FOUNTAIN_3+
734,1,1,FOUNTAIN_3+,0.751,FOUNTAIN_3+
735,1,1,FOUNTAIN_3+,0.751,FOUNTAIN_3+
736,1,1,FOUNTAIN_3+,0.751,FOUNTAIN_3+
737,1,1,FOUNTAIN_3+,0.751,FOUNTAIN_3+
738,1,1,FOUNTAIN_3+,0.751,FOUNTAIN_3+
739,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
740,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
741,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
742,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
743,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
744,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
745,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
746,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
747,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
748,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
749,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
750,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
751,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
752,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
753,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
754,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
755,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
756,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
759,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
760,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
761,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
762,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
763,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
764,1,0,FOUNTAIN_3+,0.751,FOUNTAIN_3+
765,1,1,FOUNTAIN_3+,0.707,FOUNTAIN_3+
766,1,1,FOUNTAIN_3+,0.707,FOUNTAIN_3+
767,1,1,TWO_BALL,0.803,TWO_BALL
768,1,1,TWO_BALL,0.803,TWO_BALL
769,1,0,TWO_BALL,0.803,TWO_BALL
770,1,0,TWO_BALL,0.803,TWO_BALL
771,1,0,TWO_BALL,0.803,TWO_BALL
773,1,0,TWO_BALL,0.803,TWO_BALL
774,0,0,TWO_BALL,0.803,TWO_BALL
775,0,0,FOUNTAIN_3+,0.728,FOUNTAIN_REJECTED
776,0,0,FOUNTAIN_3+,0.728,FOUNTAIN_REJECTED
777,0,0,FOUNTAIN_3+,0.728,FOUNTAIN_REJECTED
778,0,0,FOUNTAIN_3+,0.728,FOUNTAIN_REJECTED
779,0,0,FOUNTAIN_3+,0.728,FOUNTAIN_REJECTED
780,0,0,MIXED_3+,0.728,MIXED_3+
781,0,1,SINGLE_BALL,0.668,SINGLE_BALL
782,0,1,SINGLE_BALL,0.668,SINGLE_BALL
783,0,1,SINGLE_BALL,0.668,SINGLE_BALL
784,0,1,SINGLE_BALL,0.668,SINGLE_BALL
785,0,1,SINGLE_BALL,0.668,SINGLE_BALL
786,0,1,SINGLE_BALL,0.668,SINGLE_BALL
787,0,1,SINGLE_BALL,0.668,SINGLE_BALL
788,0,0,SINGLE_BALL,0.668,SINGLE_BALL
789,0,0,SINGLE_BALL,0.668,SINGLE_BALL
790,0,0,SINGLE_BALL,0.668,SINGLE_BALL
791,0,0,TWO_BALL,0.537,TWO_BALL
792,0,0,TWO_BALL,0.537,TWO_BALL
793,0,0,TWO_BALL,0.537,TWO_BALL
794,0,0,TWO_BALL,0.537,TWO_BALL
795,0,0,TWO_BALL,0.537,TWO_BALL
796,0,0,TWO_BALL,0.537,TWO_BALL
797,0,1,MIXED_3+,0.55,MIXED_3+
798,0,1,MIXED_3+,0.55,MIXED_3+
799,0,1,MIXED_3+,0.55,MIXED_3+
800,0,0,MIXED_3+,0.55,MIXED_3+
801,0,0,MIXED_3+,0.55,MIXED_3+
802,0,0,MIXED_3+,0.55,MIXED_3+
803,0,0,MIXED_3+,0.55,MIXED_3+
804,0,0,MIXED_3+,0.55,MIXED_3+
805,0,0,MIXED_3+,0.55,MIXED_3+
806,0,0,TWO_BALL,0.491,TWO_BALL
807,0,0,TWO_BALL,0.491,TWO_BALL
808,0,0,TWO_BALL,0.491,TWO_BALL
809,0,0,TWO_BALL,0.491,TWO_BALL
810,0,0,TWO_BALL,0.491,TWO_BALL
811,0,1,MIXED_3+,0.55,MIXED_3+
812,0,1,TWO_BALL,0.491,TWO_BALL
813,0,1,TWO_BALL,0.491,TWO_BALL
814,1,1,MIXED_3+,0.661,MIXED_3+
815,1,1,MIXED_3+,0.661,MIXED_3+
816,1,1,MIXED_3+,0.661,MIXED_3+
817,1,1,MIXED_3+,0.661,MIXED_3+
818,0,1,MIXED_3+,0.661,MIXED_3+
819,1,1,MIXED_3+,0.661,MIXED_3+
820,1,1,MIXED_3+,0.661,MIXED_3+
821,1,1,MIXED_3+,0.661,MIXED_3+
822,1,1,MIXED_3+,0.661,MIXED_3+
823,1,1,MIXED_3+,0.661,MIXED_3+
824,1,1,MIXED_3+,0.661,MIXED_3+
825,1,1,MIXED_3+,0.661,MIXED_3+
826,0,0,MIXED_3+,0.661,MIXED_3+
827,0,0,MIXED_3+,0.661,MIXED_3+
828,1,1,MIXED_3+,0.661,MIXED_3+
829,1,1,MIXED_3+,0.661,MIXED_3+
830,1,1,TWO_BALL_ONE_HAND,0.491,TWO_BALL_ONE_HAND
831,0,0,SINGLE_BALL,0.405,SINGLE_BALL
832,0,0,SINGLE_BALL,0.405,SINGLE_BALL
833,0,0,SINGLE_BALL,0.405,SINGLE_BALL
834,0,0,SINGLE_BALL,0.405,SINGLE_BALL
835,0,0,SINGLE_BALL,0.405,SINGLE_BALL
836,0,0,SINGLE_BALL,0.405,SINGLE_BALL
838,0,0,SINGLE_BALL,0.405,SINGLE_BALL
839,0,0,TWO_BALL_ONE_HAND,0.675,TWO_BALL_ONE_HAND
840,0,0,SINGLE_BALL,0.944,SINGLE_BALL
841,1,0,SINGLE_BALL,0.944,SINGLE_BALL
842,1,0,SINGLE_BALL,0.944,SINGLE_BALL
843,1,0,SINGLE_BALL,0.944,SINGLE_BALL
844,1,0,SINGLE_BALL,0.944,SINGLE_BALL
847,0,0,SINGLE_BALL,0.944,SINGLE_BALL
848,0,0,SINGLE_BALL,0.944,SINGLE_BALL
849,0,0,SINGLE_BALL,0.944,SINGLE_BALL
850,0,0,SINGLE_BALL,0.944,SINGLE_BALL
851,0,0,SINGLE_BALL,0.944,SINGLE_BALL
853,0,0,SINGLE_BALL,0.944,SINGLE_BALL
854,0,0,SINGLE_BALL,0.944,SINGLE_BALL
855,0,0,TWO_BALL,0.972,TWO_BALL
856,0,0,FOUNTAIN_3+,0.84,FOUNTAIN_3+
857,0,0,TWO_BALL,0.76,TWO_BALL
858,0,0,TWO_BALL,0.76,TWO_BALL
859,0,1,TWO_BALL,0.76,TWO_BALL
860,0,1,FOUNTAIN_3+,0.642,FOUNTAIN_3+
861,0,1,FOUNTAIN_3+,0.642,FOUNTAIN_3+
862,0,1,FOUNTAIN_3+,0.642,FOUNTAIN_3+
863,0,0,FOUNTAIN_3+,0.642,FOUNTAIN_3+
864,0,0,FOUNTAIN_3+,0.642,FOUNTAIN_3+
865,0,0,FOUNTAIN_3+,0.642,FOUNTAIN_3+
866,0,0,FOUNTAIN_3+,0.642,FOUNTAIN_3+
867,0,0,FOUNTAIN_3+,0.642,FOUNTAIN_3+
868,0,0,FOUNTAIN_3+,0.642,FOUNTAIN_3+
869,0,0,FOUNTAIN_3+,0.642,FOUNTAIN_3+
870,0,0,FOUNTAIN_3+,0.642,FOUNTAIN_3+
871,0,0,FOUNTAIN_3+,0.642,FOUNTAIN_3+
872,0,1,MIXED_3+,0.642,MIXED_3+
873,0,1,TWO_BALL,0.675,TWO_BALL
874,0,1,TWO_BALL,0.675,TWO_BALL
875,0,1,TWO_BALL,0.675,TWO_BALL
876,0,1,TWO_BALL,0.675,TWO_BALL
877,0,0,TWO_BALL,0.675,TWO_BALL
879,0,1,TWO_BALL,0.675,TWO_BALL
880,0,1,TWO_BALL,0.675,TWO_BALL
881,0,1,SINGLE_BALL,0.405,SINGLE_BALL
882,0,0,SINGLE_BALL,0.405,SINGLE_BALL
883,0,0,TWO_BALL,0.491,TWO_BALL
884,0,1,TWO_BALL,0.491,TWO_BALL
885,1,1,MIXED_3+,0.521,MIXED_3+
886,1,1,TWO_BALL,0.493,TWO_BALL
888,0,0,TWO_BALL,0.493,TWO_BALL
889,0,0,TWO_BALL,0.493,TWO_BALL
890,0,0,MIXED_3+,0.651,MIXED_3+
891,0,0,MIXED_3+,0.651,MIXED_3+
892,0,0,MIXED_3+,0.651,MIXED_3+
893,0,0,MIXED_3+,0.651,MIXED_3+
894,0,0,MIXED_3+,0.651,MIXED_3+
895,0,0,MIXED_3+,0.651,MIXED_3+
896,1,0,MIXED_3+,0.651,MIXED_3+
897,1,0,MIXED_3+,0.651,MIXED_3+
898,1,0,MIXED_3+,0.651,MIXED_3+
899,1,0,MIXED_3+,0.651,MIXED_3+
900,1,0,MIXED_3+,0.651,MIXED_3+
901,0,0,MIXED_3+,0.651,MIXED_3+
903,0,0,MIXED_3+,0.651,MIXED_3+
904,0,0,MIXED_3+,0.651,MIXED_3+
905,0,0,MIXED_3+,0.651,MIXED_3+
906,0,0,MIXED_3+,0.651,MIXED_3+
907,0,0,MIXED_3+,0.651,MIXED_3+
908,0,0,MIXED_3+,0.651,MIXED_3+
909,0,1,MIXED_3+,0.651,MIXED_3+
910,0,1,MIXED_3+,0.651,MIXED_3+
911,0,1,MIXED_3+,0.651,MIXED_3+
912,0,0,MIXED_3+,0.651,MIXED_3+
913,0,0,MIXED_3+,0.651,MIXED_3+
914,0,0,MIXED_3+,0.651,MIXED_3+
915,0,0,MIXED_3+,0.651,MIXED_3+
916,0,0,MIXED_3+,0.651,MIXED_3+
917,0,0,MIXED_3+,0.651,MIXED_3+
918,0,0,MIXED_3+,0.651,MIXED_3+
919,0,0,MIXED_3+,0.651,MIXED_3+
920,0,0,MIXED_3+,0.651,MIXED_3+
921,0,0,MIXED_3+,0.651,MIXED_3+
922,0,0,MIXED_3+,0.651,MIXED_3+
923,0,0,MIXED_3+,0.651,MIXED_3+
924,0,0,MIXED_3+,0.651,MIXED_3+
925,0,0,MIXED_3+,0.651,MIXED_3+
926,1,0,MIXED_3+,0.651,MIXED_3+
927,1,0,MIXED_3+,0.651,MIXED_3+
928,1,0,MIXED_3+,0.651,MIXED_3+
929,1,0,MIXED_3+,0.651,MIXED_3+
930,1,1,MIXED_3+,0.651,MIXED_3+
931,1,1,MIXED_3+,0.651,MIXED_3+
932,1,1,MIXED_3+,0.651,MIXED_3+
933,1,1,MIXED_3+,0.651,MIXED_3+
934,1,1,MIXED_3+,0.651,MIXED_3+
935,1,1,MIXED_3+,0.651,MIXED_3+
939,1,0,TWO_BALL,0.774,TWO_BALL
940,1,0,TWO_BALL,0.774,TWO_BALL
942,1,0,TWO_BALL,0.774,TWO_BALL
943,1,1,TWO_BALL,0.774,TWO_BALL
944,1,1,MIXED_3+,0.651,MIXED_3+
945,1,1,MIXED_3+,0.651,MIXED_3+
946,0,1,TWO_BALL,0.493,TWO_BALL
947,0,1,TWO_BALL,0.493,TWO_BALL
948,0,1,TWO_BALL_ONE_HAND,0.493,TWO_BALL_ONE_HAND
949,0,1,SINGLE_BALL,0.405,SINGLE_BALL
950,0,1,SINGLE_BALL,0.405,SINGLE_BALL
951,0,1,SINGLE_BALL,0.405,SINGLE_BALL
952,0,1,SINGLE_BALL,0.405,SINGLE_BALL
953,0,1,SINGLE_BALL,0.405,SINGLE_BALL
954,0,0,SINGLE_BALL,0.405,SINGLE_BALL
955,0,0,SINGLE_BALL,0.405,SINGLE_BALL
956,0,1,TWO_BALL,0.703,TWO_BALL
957,0,1,MIXED_3+,0.662,MIXED_3+
958,0,1,MIXED_3+,0.662,MIXED_3+
959,0,1,MIXED_3+,0.662,MIXED_3+
960,1,1,MIXED_3+,0.662,MIXED_3+
961,1,1,MIXED_3+,0.662,MIXED_3+
962,1,1,MIXED_3+,0.662,MIXED_3+
964,0,0,MIXED_3+,0.662,MIXED_3+
965,0,0,TWO_BALL,0.79,TWO_BALL
966,0,0,SINGLE_BALL,1.0,SINGLE_BALL
967,0,0,SINGLE_BALL,1.0,SINGLE_BALL
969,0,0,TWO_BALL,0.662,TWO_BALL
970,0,0,FOUNTAIN_3+,0.576,FOUNTAIN_3+
971,0,0,TWO_BALL,0.364,TWO_BALL
973,0,1,TWO_BALL,0.364,TWO_BALL
974,0,1,TWO_BALL,0.364,TWO_BALL
975,0,1,TWO_BALL,0.364,TWO_BALL
976,0,1,TWO_BALL,0.364,TWO_BALL
977,0,0,FOUNTAIN_3+,0.565,FOUNTAIN_3+
978,0,0,FOUNTAIN_3+,0.565,FOUNTAIN_3+
979,0,0,FOUNTAIN_3+,0.565,FOUNTAIN_3+
980,0,0,FOUNTAIN_3+,0.565,FOUNTAIN_3+
981,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
982,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
983,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
984,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
985,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
986,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
987,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
988,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
989,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
990,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
991,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
993,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
994,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
995,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
996,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
997,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
998,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
999,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1000,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1001,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1002,1,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1003,1,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1004,1,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1005,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1006,0,1,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1007,0,0,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1008,0,0,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1009,0,0,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1010,0,0,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1011,0,0,FOUNTAIN_3+,0.565,FOUNTAIN_3+
1012,0,0,TWO_BALL,0.364,TWO_BALL
1013,0,1,TWO_BALL,0.364,TWO_BALL
1014,0,1,TWO_BALL,0.364,TWO_BALL
1015,0,1,TWO_BALL_ONE_HAND,0.364,TWO_BALL_ONE_HAND
1016,0,1,SINGLE_BALL,0.324,SINGLE_BALL
1017,0,1,SINGLE_BALL,0.324,SINGLE_BALL
1018,0,1,SINGLE_BALL,0.324,SINGLE_BALL
1019,0,1,SINGLE_BALL,0.324,SINGLE_BALL
1020,0,0,SINGLE_BALL,0.324,SINGLE_BALL
1030,1,1,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1031,1,1,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1032,1,1,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1033,0,1,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1034,0,0,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1035,0,1,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1037,0,1,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1038,0,1,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1039,0,1,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1040,0,0,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1041,1,0,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1042,1,0,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1043,1,0,FOUNTAIN_3+,0.463,FOUNTAIN_3+
1044,0,0,FOUNTAIN_3+,0.463,FOUNTAIN_3+
