video,stem,from_tid,to_tid,hand,from_frame,to_frame,from_dist,to_dist,from_slope,to_slope,tok_age_frames,rejection_reason
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,35,40,left,522,549,19.158900668622213,93.97208618852692,-2.3081838537149655,3.9471063586893234,27,LOW_FROM_SLOPE (2.31 < 2.5)
videos/youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,15,25,left,595,606,6.629594034463681,4.986499727962547,-2.075987761484203,8.7733697163969,11,LOW_FROM_SLOPE (2.08 < 2.5)
