frame,L40v2,R40v2,h12_pattern,h12_conf,h41_pattern
463,0,1,MIXED_3+,0.654,MIXED_3+
464,0,1,MIXED_3+,0.654,MIXED_3+
465,1,1,MIXED_3+,0.654,MIXED_3+
466,1,1,MIXED_3+,0.646,MIXED_3+
467,1,1,MIXED_3+,0.646,MIXED_3+
468,1,1,MIXED_3+,0.646,MIXED_3+
469,0,1,MIXED_3+,0.639,MIXED_3+
470,0,1,CASCADE_3+,0.639,CASCADE_3+
471,0,1,CASCADE_3+,0.646,CASCADE_3+
472,0,1,CASCADE_3+,0.646,CASCADE_3+
473,1,1,CASCADE_3+,0.646,CASCADE_3+
475,1,1,CASCADE_3+,0.646,CASCADE_3+
476,1,0,CASCADE_3+,0.646,CASCADE_3+
477,1,0,CASCADE_3+,0.646,CASCADE_3+
478,1,0,CASCADE_3+,0.646,CASCADE_3+
479,1,0,CASCADE_3+,0.646,CASCADE_3+
480,1,0,CASCADE_3+,0.646,CASCADE_3+
481,1,0,CASCADE_3+,0.646,CASCADE_3+
482,1,1,MIXED_3+,0.639,MIXED_3+
483,1,1,MIXED_3+,0.639,MIXED_3+
484,1,1,MIXED_3+,0.639,MIXED_3+
485,1,0,MIXED_3+,0.639,MIXED_3+
486,1,1,MIXED_3+,0.639,MIXED_3+
487,1,1,MIXED_3+,0.639,MIXED_3+
488,1,1,MIXED_3+,0.639,MIXED_3+
489,0,1,MIXED_3+,0.639,MIXED_3+
490,0,1,MIXED_3+,0.639,MIXED_3+
491,1,1,MIXED_3+,0.639,MIXED_3+
492,1,1,MIXED_3+,0.639,MIXED_3+
493,1,1,MIXED_3+,0.639,MIXED_3+
494,1,1,MIXED_3+,0.639,MIXED_3+
495,1,1,MIXED_3+,0.639,MIXED_3+
496,1,1,MIXED_3+,0.639,MIXED_3+
497,1,1,MIXED_3+,0.639,MIXED_3+
498,1,1,CASCADE_3+,0.639,CASCADE_3+
499,1,1,CASCADE_3+,0.645,CASCADE_3+
500,1,1,CASCADE_3+,0.645,CASCADE_3+
501,1,1,CASCADE_3+,0.645,CASCADE_3+
502,1,1,CASCADE_3+,0.645,CASCADE_3+
503,1,1,CASCADE_3+,0.645,CASCADE_3+
504,1,1,CASCADE_3+,0.645,CASCADE_3+
505,1,1,CASCADE_3+,0.645,CASCADE_3+
506,1,0,CASCADE_3+,0.645,CASCADE_3+
507,1,0,CASCADE_3+,0.645,CASCADE_3+
508,1,0,CASCADE_3+,0.645,CASCADE_3+
509,1,0,CASCADE_3+,0.645,CASCADE_3+
510,1,1,MIXED_3+,0.639,MIXED_3+
511,1,1,MIXED_3+,0.639,MIXED_3+
512,1,1,MIXED_3+,0.639,MIXED_3+
513,1,1,MIXED_3+,0.639,MIXED_3+
514,1,1,MIXED_3+,0.639,MIXED_3+
515,1,1,MIXED_3+,0.639,MIXED_3+
516,1,1,MIXED_3+,0.639,MIXED_3+
517,1,1,MIXED_3+,0.639,MIXED_3+
518,1,1,MIXED_3+,0.639,MIXED_3+
519,1,1,MIXED_3+,0.639,MIXED_3+
520,1,1,MIXED_3+,0.639,MIXED_3+
521,1,1,MIXED_3+,0.639,MIXED_3+
522,1,1,MIXED_3+,0.639,MIXED_3+
523,1,1,MIXED_3+,0.639,MIXED_3+
524,1,1,MIXED_3+,0.639,MIXED_3+
525,1,1,MIXED_3+,0.639,MIXED_3+
526,1,1,MIXED_3+,0.639,MIXED_3+
527,1,1,MIXED_3+,0.639,MIXED_3+
528,1,1,MIXED_3+,0.639,MIXED_3+
529,1,0,MIXED_3+,0.639,MIXED_3+
530,1,0,MIXED_3+,0.639,MIXED_3+
531,1,0,MIXED_3+,0.639,MIXED_3+
532,1,1,MIXED_3+,0.639,MIXED_3+
533,1,1,MIXED_3+,0.639,MIXED_3+
534,1,1,MIXED_3+,0.639,MIXED_3+
535,1,1,MIXED_3+,0.639,MIXED_3+
536,1,1,MIXED_3+,0.639,MIXED_3+
537,1,1,MIXED_3+,0.639,MIXED_3+
538,1,1,MIXED_3+,0.639,MIXED_3+
539,1,1,MIXED_3+,0.639,MIXED_3+
540,1,1,MIXED_3+,0.639,MIXED_3+
541,1,1,MIXED_3+,0.639,MIXED_3+
542,1,1,MIXED_3+,0.639,MIXED_3+
543,1,0,MIXED_3+,0.639,MIXED_3+
544,1,1,MIXED_3+,0.639,MIXED_3+
545,1,1,MIXED_3+,0.639,MIXED_3+
546,1,1,MIXED_3+,0.639,MIXED_3+
547,1,1,MIXED_3+,0.639,MIXED_3+
548,1,1,MIXED_3+,0.639,MIXED_3+
549,1,1,MIXED_3+,0.639,MIXED_3+
550,1,1,MIXED_3+,0.639,MIXED_3+
551,1,1,MIXED_3+,0.639,MIXED_3+
552,1,1,MIXED_3+,0.639,MIXED_3+
553,1,1,MIXED_3+,0.639,MIXED_3+
554,1,1,MIXED_3+,0.639,MIXED_3+
555,1,1,MIXED_3+,0.639,MIXED_3+
556,1,1,MIXED_3+,0.639,MIXED_3+
557,1,1,MIXED_3+,0.639,MIXED_3+
558,1,1,MIXED_3+,0.639,MIXED_3+
559,1,0,MIXED_3+,0.639,MIXED_3+
560,1,0,MIXED_3+,0.639,MIXED_3+
561,1,0,MIXED_3+,0.639,MIXED_3+
562,1,1,MIXED_3+,0.639,MIXED_3+
563,1,1,MIXED_3+,0.639,MIXED_3+
564,1,1,MIXED_3+,0.639,MIXED_3+
565,1,1,MIXED_3+,0.639,MIXED_3+
566,1,1,MIXED_3+,0.639,MIXED_3+
567,1,1,MIXED_3+,0.639,MIXED_3+
568,1,1,MIXED_3+,0.639,MIXED_3+
569,1,1,MIXED_3+,0.639,MIXED_3+
570,0,1,MIXED_3+,0.639,MIXED_3+
571,0,1,MIXED_3+,0.639,MIXED_3+
572,1,1,MIXED_3+,0.639,MIXED_3+
573,1,0,MIXED_3+,0.639,MIXED_3+
574,1,0,MIXED_3+,0.639,MIXED_3+
575,1,1,MIXED_3+,0.639,MIXED_3+
576,1,1,MIXED_3+,0.639,MIXED_3+
577,1,1,MIXED_3+,0.639,MIXED_3+
578,1,1,MIXED_3+,0.671,MIXED_3+
579,1,1,MIXED_3+,0.639,MIXED_3+
580,1,0,MIXED_3+,0.639,MIXED_3+
581,1,0,MIXED_3+,0.639,MIXED_3+
582,1,0,MIXED_3+,0.639,MIXED_3+
583,1,0,MIXED_3+,0.644,MIXED_3+
584,1,0,MIXED_3+,0.644,MIXED_3+
585,1,0,MIXED_3+,0.644,MIXED_3+
586,1,0,MIXED_3+,0.644,MIXED_3+
587,0,0,MIXED_3+,0.644,MIXED_3+
588,1,0,MIXED_3+,0.644,MIXED_3+
589,1,0,MIXED_3+,0.644,MIXED_3+
590,1,0,MIXED_3+,0.644,MIXED_3+
591,1,0,FOUNTAIN_3+,0.639,FOUNTAIN_3+
592,1,0,FOUNTAIN_3+,0.639,FOUNTAIN_3+
593,1,0,FOUNTAIN_3+,0.639,FOUNTAIN_3+
594,1,0,FOUNTAIN_3+,0.639,FOUNTAIN_3+
595,1,1,MIXED_3+,0.639,MIXED_3+
596,1,1,MIXED_3+,0.629,MIXED_3+
597,0,1,MIXED_3+,0.629,MIXED_3+
598,0,1,MIXED_3+,0.629,MIXED_3+
599,0,1,MIXED_3+,0.629,MIXED_3+
600,0,1,MIXED_3+,0.629,MIXED_3+
601,0,0,MIXED_3+,0.629,MIXED_3+
602,0,0,MIXED_3+,0.629,MIXED_3+
603,0,1,MIXED_3+,0.629,MIXED_3+
604,0,1,MIXED_3+,0.629,MIXED_3+
605,0,1,MIXED_3+,0.629,MIXED_3+
606,0,1,MIXED_3+,0.639,MIXED_3+
607,0,1,MIXED_3+,0.639,MIXED_3+
608,1,1,MIXED_3+,0.639,MIXED_3+
609,1,1,MIXED_3+,0.639,MIXED_3+
610,1,1,MIXED_3+,0.639,MIXED_3+
611,1,1,MIXED_3+,0.639,MIXED_3+
612,1,1,MIXED_3+,0.639,MIXED_3+
613,1,1,MIXED_3+,0.639,MIXED_3+
614,1,1,MIXED_3+,0.639,MIXED_3+
615,1,0,MIXED_3+,0.639,MIXED_3+
616,1,0,MIXED_3+,0.639,MIXED_3+
617,1,0,MIXED_3+,0.639,MIXED_3+
618,1,0,MIXED_3+,0.639,MIXED_3+
619,1,0,MIXED_3+,0.639,MIXED_3+
620,1,0,MIXED_3+,0.639,MIXED_3+
621,1,1,MIXED_3+,0.639,MIXED_3+
622,1,1,MIXED_3+,0.639,MIXED_3+
623,1,1,MIXED_3+,0.639,MIXED_3+
624,1,1,MIXED_3+,0.639,MIXED_3+
625,1,1,MIXED_3+,0.639,MIXED_3+
626,1,1,MIXED_3+,0.639,MIXED_3+
627,1,1,MIXED_3+,0.639,MIXED_3+
628,1,1,MIXED_3+,0.639,MIXED_3+
629,1,1,MIXED_3+,0.639,MIXED_3+
630,0,1,MIXED_3+,0.639,MIXED_3+
631,0,1,MIXED_3+,0.639,MIXED_3+
632,0,1,MIXED_3+,0.639,MIXED_3+
633,0,1,MIXED_3+,0.639,MIXED_3+
634,0,1,MIXED_3+,0.639,MIXED_3+
635,0,1,MIXED_3+,0.639,MIXED_3+
636,1,1,MIXED_3+,0.639,MIXED_3+
637,1,1,MIXED_3+,0.639,MIXED_3+
638,1,1,MIXED_3+,0.639,MIXED_3+
639,1,1,MIXED_3+,0.639,MIXED_3+
640,1,1,MIXED_3+,0.639,MIXED_3+
641,1,1,MIXED_3+,0.639,MIXED_3+
642,1,1,MIXED_3+,0.639,MIXED_3+
643,1,1,MIXED_3+,0.639,MIXED_3+
644,1,1,CASCADE_3+,0.639,CASCADE_3+
645,1,1,CASCADE_3+,0.645,CASCADE_3+
646,1,1,CASCADE_3+,0.645,CASCADE_3+
647,1,1,CASCADE_3+,0.645,CASCADE_3+
648,1,1,CASCADE_3+,0.645,CASCADE_3+
649,1,1,CASCADE_3+,0.645,CASCADE_3+
650,1,1,CASCADE_3+,0.645,CASCADE_3+
651,1,1,CASCADE_3+,0.645,CASCADE_3+
652,1,0,CASCADE_3+,0.645,CASCADE_3+
653,1,0,CASCADE_3+,0.645,CASCADE_3+
654,1,0,CASCADE_3+,0.654,CASCADE_3+
655,1,0,CASCADE_3+,0.654,CASCADE_3+
656,1,1,MIXED_3+,0.644,MIXED_3+
657,1,1,MIXED_3+,0.644,MIXED_3+
658,1,1,MIXED_3+,0.644,MIXED_3+
659,1,0,MIXED_3+,0.644,MIXED_3+
660,1,0,MIXED_3+,0.644,MIXED_3+
661,0,0,MIXED_3+,0.644,MIXED_3+
662,0,0,MIXED_3+,0.644,MIXED_3+
663,0,1,MIXED_3+,0.644,MIXED_3+
664,0,1,MIXED_3+,0.644,MIXED_3+
665,0,1,MIXED_3+,0.644,MIXED_3+
666,0,1,MIXED_3+,0.644,MIXED_3+
667,0,1,MIXED_3+,0.644,MIXED_3+
668,0,1,MIXED_3+,0.644,MIXED_3+
669,0,1,MIXED_3+,0.644,MIXED_3+
670,1,1,CASCADE_3+,0.639,CASCADE_3+
671,1,1,CASCADE_3+,0.644,CASCADE_3+
672,1,1,CASCADE_3+,0.644,CASCADE_3+
673,1,1,CASCADE_3+,0.644,CASCADE_3+
674,1,1,CASCADE_3+,0.644,CASCADE_3+
675,1,1,CASCADE_3+,0.644,CASCADE_3+
676,1,1,CASCADE_3+,0.644,CASCADE_3+
677,1,0,CASCADE_3+,0.644,CASCADE_3+
678,1,0,MIXED_3+,0.639,MIXED_3+
679,1,0,MIXED_3+,0.639,MIXED_3+
680,1,0,MIXED_3+,0.639,MIXED_3+
681,1,0,MIXED_3+,0.639,MIXED_3+
682,1,0,MIXED_3+,0.639,MIXED_3+
683,0,1,MIXED_3+,0.639,MIXED_3+
684,0,1,MIXED_3+,0.639,MIXED_3+
685,0,1,MIXED_3+,0.639,MIXED_3+
686,0,1,MIXED_3+,0.639,MIXED_3+
687,0,1,MIXED_3+,0.639,MIXED_3+
688,0,1,MIXED_3+,0.639,MIXED_3+
689,1,1,MIXED_3+,0.639,MIXED_3+
690,1,1,MIXED_3+,0.639,MIXED_3+
691,1,1,MIXED_3+,0.639,MIXED_3+
692,1,1,MIXED_3+,0.639,MIXED_3+
693,1,1,MIXED_3+,0.639,MIXED_3+
694,1,1,MIXED_3+,0.647,MIXED_3+
695,1,1,MIXED_3+,0.647,MIXED_3+
696,1,1,MIXED_3+,0.647,MIXED_3+
697,1,1,MIXED_3+,0.647,MIXED_3+
698,1,1,MIXED_3+,0.647,MIXED_3+
699,1,1,MIXED_3+,0.647,MIXED_3+
700,0,1,MIXED_3+,0.647,MIXED_3+
701,0,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
702,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
703,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
704,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
705,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
706,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
707,1,0,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
708,0,0,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
709,1,0,MIXED_3+,0.639,MIXED_3+
710,1,0,MIXED_3+,0.629,MIXED_3+
711,1,0,MIXED_3+,0.629,MIXED_3+
712,1,0,MIXED_3+,0.629,MIXED_3+
715,0,0,MIXED_3+,0.639,MIXED_3+
716,1,0,MIXED_3+,0.639,MIXED_3+
717,1,1,CASCADE_3+,0.639,CASCADE_3+
718,1,1,CASCADE_3+,0.645,CASCADE_3+
719,0,1,CASCADE_3+,0.645,CASCADE_3+
720,0,1,CASCADE_3+,0.645,CASCADE_3+
721,0,1,CASCADE_3+,0.645,CASCADE_3+
722,0,1,CASCADE_3+,0.645,CASCADE_3+
723,0,1,CASCADE_3+,0.645,CASCADE_3+
724,0,1,CASCADE_3+,0.645,CASCADE_3+
725,0,1,CASCADE_3+,0.645,CASCADE_3+
726,0,1,CASCADE_3+,0.645,CASCADE_3+
727,0,1,CASCADE_3+,0.645,CASCADE_3+
728,0,1,CASCADE_3+,0.645,CASCADE_3+
729,0,0,CASCADE_3+,0.645,CASCADE_3+
730,0,0,CASCADE_3+,0.645,CASCADE_3+
731,1,1,MIXED_3+,0.639,MIXED_3+
732,1,1,MIXED_3+,0.639,MIXED_3+
733,1,1,MIXED_3+,0.639,MIXED_3+
734,0,1,MIXED_3+,0.639,MIXED_3+
735,0,0,MIXED_3+,0.639,MIXED_3+
736,1,0,MIXED_3+,0.639,MIXED_3+
737,1,0,MIXED_3+,0.639,MIXED_3+
738,1,0,CASCADE_3+,0.639,CASCADE_3+
739,1,0,CASCADE_3+,0.639,CASCADE_3+
740,1,0,CASCADE_3+,0.639,CASCADE_3+
741,0,0,CASCADE_3+,0.639,CASCADE_3+
742,1,0,CASCADE_3+,0.639,CASCADE_3+
743,1,1,MIXED_3+,0.639,MIXED_3+
744,1,1,MIXED_3+,0.639,MIXED_3+
745,1,1,MIXED_3+,0.639,MIXED_3+
746,1,1,MIXED_3+,0.639,MIXED_3+
747,1,1,MIXED_3+,0.639,MIXED_3+
748,0,0,MIXED_3+,0.639,MIXED_3+
749,0,1,CASCADE_3+,0.639,CASCADE_3+
750,0,1,CASCADE_3+,0.63,CASCADE_3+
751,0,1,CASCADE_3+,0.63,CASCADE_3+
752,0,1,CASCADE_3+,0.63,CASCADE_3+
753,0,1,CASCADE_3+,0.63,CASCADE_3+
754,0,1,CASCADE_3+,0.63,CASCADE_3+
755,1,1,MIXED_3+,0.639,MIXED_3+
756,1,1,MIXED_3+,0.639,MIXED_3+
757,1,1,MIXED_3+,0.639,MIXED_3+
758,1,1,MIXED_3+,0.639,MIXED_3+
759,1,1,MIXED_3+,0.639,MIXED_3+
760,1,1,MIXED_3+,0.639,MIXED_3+
761,1,1,CASCADE_3+,0.639,CASCADE_3+
762,1,1,CASCADE_3+,0.647,CASCADE_3+
763,1,0,CASCADE_3+,0.647,CASCADE_3+
764,1,0,CASCADE_3+,0.647,CASCADE_3+
765,1,0,CASCADE_3+,0.647,CASCADE_3+
766,1,0,CASCADE_3+,0.647,CASCADE_3+
767,1,0,CASCADE_3+,0.647,CASCADE_3+
768,1,0,CASCADE_3+,0.647,CASCADE_3+
769,1,0,MIXED_3+,0.639,MIXED_3+
770,1,0,MIXED_3+,0.639,MIXED_3+
771,1,1,MIXED_3+,0.639,MIXED_3+
772,1,1,MIXED_3+,0.639,MIXED_3+
773,1,1,MIXED_3+,0.639,MIXED_3+
774,0,1,MIXED_3+,0.639,MIXED_3+
775,0,0,MIXED_3+,0.639,MIXED_3+
776,0,0,MIXED_3+,0.639,MIXED_3+
777,0,0,MIXED_3+,0.639,MIXED_3+
778,0,0,MIXED_3+,0.639,MIXED_3+
779,0,1,MIXED_3+,0.639,MIXED_3+
780,1,1,MIXED_3+,0.639,MIXED_3+
781,1,1,MIXED_3+,0.639,MIXED_3+
782,1,1,MIXED_3+,0.639,MIXED_3+
783,1,1,MIXED_3+,0.639,MIXED_3+
784,1,1,MIXED_3+,0.639,MIXED_3+
785,1,1,MIXED_3+,0.639,MIXED_3+
786,1,1,MIXED_3+,0.639,MIXED_3+
787,1,1,MIXED_3+,0.639,MIXED_3+
788,1,1,MIXED_3+,0.639,MIXED_3+
789,1,1,MIXED_3+,0.639,MIXED_3+
790,1,0,MIXED_3+,0.645,MIXED_3+
791,1,0,MIXED_3+,0.645,MIXED_3+
792,1,0,MIXED_3+,0.645,MIXED_3+
793,1,0,MIXED_3+,0.645,MIXED_3+
794,1,0,MIXED_3+,0.645,MIXED_3+
795,1,0,MIXED_3+,0.645,MIXED_3+
796,1,0,MIXED_3+,0.645,MIXED_3+
797,1,0,MIXED_3+,0.645,MIXED_3+
798,1,0,MIXED_3+,0.645,MIXED_3+
799,1,0,MIXED_3+,0.645,MIXED_3+
800,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
801,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
802,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
803,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
804,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
805,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
806,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
807,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
808,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
809,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
810,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
811,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
812,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
813,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
814,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
815,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
816,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
817,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
818,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
819,0,1,FOUNTAIN_3+,0.63,FOUNTAIN_REJECTED
820,1,0,FOUNTAIN_3+,0.63,FOUNTAIN_REJECTED
821,1,0,FOUNTAIN_3+,0.63,FOUNTAIN_REJECTED
822,1,0,FOUNTAIN_3+,0.63,FOUNTAIN_REJECTED
823,1,0,FOUNTAIN_3+,0.63,FOUNTAIN_REJECTED
824,1,0,FOUNTAIN_3+,0.63,FOUNTAIN_REJECTED
825,1,0,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
826,1,0,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
827,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
828,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
829,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
830,0,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
831,0,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
832,0,0,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
833,0,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
834,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
835,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
836,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
837,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
838,0,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
839,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
840,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
841,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
842,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
843,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
844,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
845,1,0,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
846,0,0,FOUNTAIN_3+,0.629,FOUNTAIN_REJECTED
847,1,0,FOUNTAIN_3+,0.629,FOUNTAIN_REJECTED
848,1,0,FOUNTAIN_3+,0.629,FOUNTAIN_REJECTED
849,1,0,FOUNTAIN_3+,0.629,FOUNTAIN_REJECTED
850,1,0,FOUNTAIN_3+,0.629,FOUNTAIN_REJECTED
851,1,0,FOUNTAIN_3+,0.629,FOUNTAIN_REJECTED
852,1,0,FOUNTAIN_3+,0.629,FOUNTAIN_REJECTED
853,1,0,FOUNTAIN_3+,0.629,FOUNTAIN_REJECTED
854,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
855,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
856,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
857,1,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
858,0,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
859,0,1,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
860,0,0,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
861,0,0,FOUNTAIN_3+,0.639,FOUNTAIN_REJECTED
862,0,0,MIXED_3+,0.639,MIXED_3+
863,0,1,MIXED_3+,0.645,MIXED_3+
864,0,1,MIXED_3+,0.645,MIXED_3+
865,0,1,MIXED_3+,0.645,MIXED_3+
866,0,1,MIXED_3+,0.645,MIXED_3+
867,0,1,MIXED_3+,0.645,MIXED_3+
868,0,1,MIXED_3+,0.645,MIXED_3+
869,1,1,MIXED_3+,0.639,MIXED_3+
870,1,1,MIXED_3+,0.639,MIXED_3+
871,1,1,MIXED_3+,0.639,MIXED_3+
872,1,1,MIXED_3+,0.639,MIXED_3+
873,1,1,MIXED_3+,0.639,MIXED_3+
874,1,1,MIXED_3+,0.639,MIXED_3+
875,1,1,MIXED_3+,0.639,MIXED_3+
876,1,1,MIXED_3+,0.639,MIXED_3+
877,1,1,MIXED_3+,0.639,MIXED_3+
878,1,0,MIXED_3+,0.655,MIXED_3+
879,1,0,MIXED_3+,0.662,MIXED_3+
880,1,0,MIXED_3+,0.662,MIXED_3+
881,1,0,MIXED_3+,0.662,MIXED_3+
882,1,0,MIXED_3+,0.662,MIXED_3+
883,1,1,MIXED_3+,0.682,MIXED_3+
884,1,1,MIXED_3+,0.682,MIXED_3+
885,1,1,MIXED_3+,0.682,MIXED_3+
886,1,1,MIXED_3+,0.682,MIXED_3+
887,1,1,MIXED_3+,0.682,MIXED_3+
888,1,1,MIXED_3+,0.682,MIXED_3+
889,1,1,MIXED_3+,0.682,MIXED_3+
890,1,1,MIXED_3+,0.682,MIXED_3+
891,0,1,MIXED_3+,0.682,MIXED_3+
892,0,1,MIXED_3+,0.682,MIXED_3+
893,1,1,MIXED_3+,0.682,MIXED_3+
894,1,1,MIXED_3+,0.682,MIXED_3+
895,1,1,MIXED_3+,0.682,MIXED_3+
896,1,1,MIXED_3+,0.682,MIXED_3+
897,1,1,MIXED_3+,0.682,MIXED_3+
898,1,1,MIXED_3+,0.682,MIXED_3+
899,1,1,MIXED_3+,0.682,MIXED_3+
