kind,stem,from_tid,to_tid,gap,vshape,min_hand_dist,ratio,which_hand,in_h7v2,apex_frame,apex_x,apex_y,src_inhand,src_inhand_count,src_inhand_min_d,tgt_inhand,tgt_inhand_count,tgt_inhand_min_d,in_hand_px,min_in_hand_frames,gap_dist,gap_vel,apex_src_dist,rejected_inhand,rejected_vel,rejected_apex,h20_reject_inhand,h20_keep,max_gap_vel,apex_src_dist_reject
adjacent,identical_balls_trick_000_018,70,73,4,V_DEEP,21.49,8.735,left,False,1056,711.3,496.4,False,2,22.21,False,0,,30,3,210.35,,35.07,False,False,False,False,True,70.0,20.0
adjacent,identical_balls_trick_000_018,70,75,20,V_DEEP,22.21,3.341,left,False,1055,745.7,503.4,False,2,22.21,False,0,,30,3,133.76,8.92,0.06,False,False,False,False,True,70.0,20.0
adjacent,identical_balls_trick_000_018,72,74,6,V_DEEP,30.89,9.946,right,False,1056,497.9,466.5,False,0,,False,0,,30,3,272.36,272.36,45.36,False,True,False,True,False,70.0,20.0
adjacent,identical_balls_trick_000_018,73,75,10,V_DEEP,35.2,3.474,left,False,1060,749.5,453.6,False,0,,False,0,,30,3,68.55,13.71,158.52,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,1,10,15,V_DEEP,8.19,19.604,left,False,107,638.3,432.7,True,3,8.19,False,0,,30,3,127.51,12.75,0.01,False,False,True,True,False,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,7,8,21,V_DEEP,38.51,3.397,right,False,83,580.6,390.5,False,0,,False,0,,30,3,80.45,4.02,80.49,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,8,19,19,V_DEEP,11.39,13.734,left,False,426,639.0,464.7,False,0,,False,0,,30,3,198.23,14.16,46.2,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,10,11,9,V_DEEP,4.69,38.56,right,False,236,554.0,439.7,False,2,16.59,False,0,,30,3,207.08,34.51,51.42,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,10,13,29,V_DEEP,4.69,32.169,right,False,236,554.0,439.7,False,2,16.59,False,0,,30,3,112.68,4.33,51.42,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,12,15,20,V_DEEP,6.86,23.297,left,False,309,649.6,436.7,False,2,15.41,False,0,,30,3,169.44,11.3,47.41,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,17,25,24,V_DEEP,4.56,21.365,right,False,580,549.9,439.2,True,3,13.84,False,0,,30,3,83.29,3.97,47.47,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,20,21,12,V_DEEP,5.32,17.308,right,False,469,539.5,455.1,True,3,8.0,False,0,,30,3,85.69,9.52,31.55,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,23,24,13,V_DEEP,7.8,4.276,right,False,589,561.8,453.3,False,2,21.77,True,3,11.87,30,3,59.21,5.92,39.47,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,23,25,28,V_DEEP,10.42,8.167,left,False,608,621.6,437.5,False,0,,True,3,10.42,30,3,84.01,3.36,72.08,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,24,26,3,V_DEEP,1.06,133.217,left,False,654,646.1,437.3,True,3,13.91,False,0,,30,3,106.53,,40.87,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,24,27,17,V_DEEP,1.06,24.88,left,False,654,646.1,437.3,True,3,13.91,True,3,21.81,30,3,81.46,6.79,40.87,True,False,False,True,False,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,24,28,25,V_DEEP,1.06,173.333,left,False,654,646.1,437.3,True,3,13.91,False,0,,30,3,177.93,8.9,40.87,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,25,34,20,V_DEEP,9.9,11.771,right,False,769,569.9,450.9,False,0,,True,3,9.9,30,3,81.82,5.45,81.88,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,28,33,17,V_DEEP,14.38,8.637,left,False,755,619.9,421.7,False,0,,False,2,14.38,30,3,53.35,4.1,53.33,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,32,40,5,V_DEEP,21.28,4.026,right,False,883,579.8,416.0,False,0,,False,2,21.28,30,3,84.71,,84.73,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,35,40,21,V_DEEP,21.28,5.879,right,False,883,579.8,416.0,False,0,,False,2,21.28,30,3,98.13,5.77,98.14,False,False,False,False,True,70.0,20.0
adjacent,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,39,40,1,V_DEEP,21.28,6.222,right,False,883,579.8,416.0,False,0,,False,2,21.28,30,3,105.64,,105.64,False,False,False,False,True,70.0,20.0
