frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,n_recent_events
465,5,0,0,5,0.538,CASCADE_3+,0.538,0
466,6,0,0,6,0.538,CASCADE_3+,0.538,0
467,6,0,0,6,0.538,CASCADE_3+,0.538,0
468,6,0,0,6,0.538,CASCADE_3+,0.538,0
469,5,0,0,5,0.539,CASCADE_3+,0.539,0
470,5,0,0,5,0.539,CASCADE_3+,0.539,0
471,4,0,0,4,0.539,CASCADE_3+,0.539,0
472,4,0,0,4,0.539,CASCADE_3+,0.539,0
473,4,0,0,4,0.539,CASCADE_3+,0.539,0
474,4,0,0,4,0.539,CASCADE_3+,0.539,0
475,4,0,0,4,0.539,CASCADE_3+,0.539,0
476,4,0,0,4,0.539,CASCADE_3+,0.539,0
477,4,0,0,4,0.539,CASCADE_3+,0.539,0
478,4,0,0,4,0.539,CASCADE_3+,0.539,0
479,4,0,0,4,0.539,CASCADE_3+,0.539,0
480,4,0,0,4,0.539,CASCADE_3+,0.539,0
481,4,0,0,4,0.539,CASCADE_3+,0.539,0
482,5,0,0,5,0.539,CASCADE_3+,0.539,0
483,5,0,0,5,0.539,CASCADE_3+,0.539,0
484,5,0,0,5,0.539,CASCADE_3+,0.539,0
485,5,0,0,5,0.539,CASCADE_3+,0.539,0
486,5,0,0,5,0.539,CASCADE_3+,0.539,0
487,5,0,0,5,0.539,CASCADE_3+,0.539,0
488,5,0,0,5,0.539,CASCADE_3+,0.539,0
489,5,0,0,5,0.539,CASCADE_3+,0.539,0
490,5,0,0,5,0.539,CASCADE_3+,0.539,0
491,5,0,0,5,0.539,CASCADE_3+,0.539,0
492,5,0,0,5,0.539,CASCADE_3+,0.539,0
493,5,0,0,5,0.539,CASCADE_3+,0.539,0
494,5,0,0,5,0.539,CASCADE_3+,0.539,0
495,5,0,0,5,0.539,CASCADE_3+,0.539,0
496,5,0,0,5,0.539,CASCADE_3+,0.539,0
497,5,0,0,5,0.539,CASCADE_3+,0.539,0
498,5,0,0,5,0.539,CASCADE_3+,0.539,0
499,4,0,0,4,0.547,CASCADE_3+,0.547,0
500,4,0,0,4,0.547,CASCADE_3+,0.547,0
501,4,0,0,4,0.547,CASCADE_3+,0.547,0
502,4,0,0,4,0.547,CASCADE_3+,0.547,0
503,4,0,0,4,0.547,CASCADE_3+,0.547,0
504,4,0,0,4,0.547,CASCADE_3+,0.547,0
505,4,0,0,4,0.547,CASCADE_3+,0.547,0
506,4,0,0,4,0.547,CASCADE_3+,0.547,0
507,4,0,0,4,0.547,CASCADE_3+,0.547,0
508,4,0,0,4,0.547,CASCADE_3+,0.547,0
509,4,0,0,4,0.547,CASCADE_3+,0.547,0
510,5,0,0,5,0.539,CASCADE_3+,0.539,0
511,5,0,0,5,0.539,CASCADE_3+,0.539,0
512,5,0,0,5,0.539,CASCADE_3+,0.539,0
513,5,0,0,5,0.539,CASCADE_3+,0.539,0
514,5,0,0,5,0.539,CASCADE_3+,0.539,0
515,5,0,0,5,0.539,CASCADE_3+,0.539,0
516,5,0,0,5,0.539,CASCADE_3+,0.539,0
517,5,0,0,5,0.539,CASCADE_3+,0.539,0
518,5,0,0,5,0.539,CASCADE_3+,0.539,0
519,5,0,0,5,0.539,CASCADE_3+,0.539,0
520,5,0,0,5,0.539,CASCADE_3+,0.539,0
521,5,0,0,5,0.539,CASCADE_3+,0.539,0
522,5,0,0,5,0.539,CASCADE_3+,0.539,0
523,5,0,0,5,0.539,CASCADE_3+,0.539,0
524,5,0,0,5,0.539,CASCADE_3+,0.539,0
525,5,0,0,5,0.539,CASCADE_3+,0.539,0
526,5,0,0,5,0.539,CASCADE_3+,0.539,0
527,5,0,0,5,0.539,CASCADE_3+,0.539,0
528,5,0,0,5,0.539,CASCADE_3+,0.539,0
529,5,0,0,5,0.539,CASCADE_3+,0.539,0
530,5,0,0,5,0.539,CASCADE_3+,0.539,0
531,5,0,0,5,0.539,CASCADE_3+,0.539,0
532,5,0,0,5,0.539,CASCADE_3+,0.539,0
533,5,0,0,5,0.539,CASCADE_3+,0.539,0
534,5,0,0,5,0.539,CASCADE_3+,0.539,0
535,5,0,0,5,0.539,CASCADE_3+,0.539,0
536,5,0,0,5,0.539,CASCADE_3+,0.539,0
537,5,0,0,5,0.539,CASCADE_3+,0.539,0
538,5,0,0,5,0.539,CASCADE_3+,0.539,0
539,5,0,0,5,0.539,CASCADE_3+,0.539,0
540,5,0,0,5,0.539,CASCADE_3+,0.539,0
541,5,0,0,5,0.539,CASCADE_3+,0.539,0
542,5,0,0,5,0.539,CASCADE_3+,0.539,0
543,5,0,0,5,0.539,CASCADE_3+,0.539,0
544,5,0,0,5,0.539,CASCADE_3+,0.539,0
545,5,0,0,5,0.539,CASCADE_3+,0.539,0
546,5,0,0,5,0.539,CASCADE_3+,0.539,0
547,5,0,0,5,0.539,CASCADE_3+,0.539,0
548,5,0,0,5,0.539,CASCADE_3+,0.539,0
549,5,0,0,5,0.539,CASCADE_3+,0.539,0
550,5,0,0,5,0.539,CASCADE_3+,0.539,0
551,5,0,0,5,0.539,CASCADE_3+,0.539,0
552,5,0,0,5,0.539,CASCADE_3+,0.539,0
553,5,0,0,5,0.539,CASCADE_3+,0.539,0
554,5,0,0,5,0.539,CASCADE_3+,0.539,0
555,5,0,0,5,0.539,CASCADE_3+,0.539,0
556,5,0,0,5,0.539,CASCADE_3+,0.539,0
557,5,0,0,5,0.539,CASCADE_3+,0.539,0
558,5,0,0,5,0.539,CASCADE_3+,0.539,0
559,5,0,0,5,0.539,CASCADE_3+,0.539,0
560,5,0,0,5,0.539,CASCADE_3+,0.539,0
561,5,0,0,5,0.539,CASCADE_3+,0.539,0
562,5,0,0,5,0.539,CASCADE_3+,0.539,0
563,5,0,0,5,0.539,CASCADE_3+,0.539,0
564,5,0,0,5,0.539,CASCADE_3+,0.539,0
565,5,0,0,5,0.539,CASCADE_3+,0.539,0
566,5,0,0,5,0.539,CASCADE_3+,0.539,0
567,5,0,0,5,0.539,CASCADE_3+,0.539,0
568,5,0,0,5,0.539,CASCADE_3+,0.539,0
569,5,0,0,5,0.539,CASCADE_3+,0.539,0
570,5,0,0,5,0.539,CASCADE_3+,0.539,0
571,5,0,0,5,0.539,CASCADE_3+,0.539,0
572,5,0,0,5,0.539,CASCADE_3+,0.539,0
573,5,0,0,5,0.539,CASCADE_3+,0.539,0
574,5,0,0,5,0.539,CASCADE_3+,0.539,0
575,5,0,0,5,0.539,CASCADE_3+,0.539,0
576,5,0,0,5,0.539,CASCADE_3+,0.539,0
577,5,0,0,5,0.539,CASCADE_3+,0.539,0
578,6,0,0,6,0.521,CASCADE_3+,0.521,0
579,5,0,0,5,0.539,CASCADE_3+,0.539,0
580,5,0,0,5,0.539,CASCADE_3+,0.539,0
581,5,0,0,5,0.539,CASCADE_3+,0.539,0
582,5,0,0,5,0.539,CASCADE_3+,0.539,0
583,4,0,0,4,0.539,CASCADE_3+,0.539,0
584,4,0,0,4,0.539,CASCADE_3+,0.539,0
585,4,0,0,4,0.539,CASCADE_3+,0.539,0
586,4,0,0,4,0.539,CASCADE_3+,0.539,0
587,4,0,0,4,0.539,CASCADE_3+,0.539,0
588,4,0,0,4,0.539,CASCADE_3+,0.539,0
589,4,0,0,4,0.539,CASCADE_3+,0.539,0
590,4,0,0,4,0.539,CASCADE_3+,0.539,0
591,5,0,0,5,0.539,CASCADE_3+,0.539,0
592,5,0,0,5,0.539,CASCADE_3+,0.539,0
593,5,0,0,5,0.539,CASCADE_3+,0.539,0
594,5,0,0,5,0.539,CASCADE_3+,0.539,0
595,5,0,0,5,0.539,CASCADE_3+,0.539,0
596,4,0,0,4,0.536,CASCADE_3+,0.536,0
597,4,0,0,4,0.536,CASCADE_3+,0.536,0
598,4,0,0,4,0.536,CASCADE_3+,0.536,0
599,4,0,0,4,0.536,CASCADE_3+,0.536,0
600,4,0,0,4,0.536,CASCADE_3+,0.536,0
601,4,0,0,4,0.536,CASCADE_3+,0.536,0
602,4,0,0,4,0.536,CASCADE_3+,0.536,0
603,4,0,0,4,0.536,CASCADE_3+,0.536,0
604,4,0,0,4,0.536,CASCADE_3+,0.536,0
605,4,0,0,4,0.536,CASCADE_3+,0.536,0
606,5,0,0,5,0.539,CASCADE_3+,0.539,0
607,5,0,0,5,0.539,CASCADE_3+,0.539,0
608,5,0,0,5,0.539,CASCADE_3+,0.539,0
609,5,0,0,5,0.539,CASCADE_3+,0.539,0
610,5,0,0,5,0.539,CASCADE_3+,0.539,0
611,5,0,0,5,0.539,CASCADE_3+,0.539,0
612,5,0,0,5,0.539,CASCADE_3+,0.539,0
613,5,0,0,5,0.539,CASCADE_3+,0.539,0
614,5,0,0,5,0.539,CASCADE_3+,0.539,0
615,5,0,0,5,0.539,CASCADE_3+,0.539,0
616,5,0,0,5,0.539,CASCADE_3+,0.539,0
617,5,0,0,5,0.539,CASCADE_3+,0.539,0
618,5,0,0,5,0.539,CASCADE_3+,0.539,0
619,5,0,0,5,0.539,CASCADE_3+,0.539,0
620,5,0,0,5,0.539,CASCADE_3+,0.539,0
621,5,0,0,5,0.539,CASCADE_3+,0.539,0
622,5,0,0,5,0.539,CASCADE_3+,0.539,0
623,5,0,0,5,0.539,CASCADE_3+,0.539,0
624,5,0,0,5,0.539,CASCADE_3+,0.539,0
625,5,0,0,5,0.539,CASCADE_3+,0.539,0
626,5,0,0,5,0.539,CASCADE_3+,0.539,0
627,5,0,0,5,0.539,CASCADE_3+,0.539,0
628,5,0,0,5,0.539,CASCADE_3+,0.539,0
629,5,0,0,5,0.539,CASCADE_3+,0.539,0
630,5,0,0,5,0.539,CASCADE_3+,0.539,0
631,5,0,0,5,0.539,CASCADE_3+,0.539,0
632,5,0,0,5,0.539,CASCADE_3+,0.539,0
633,5,0,0,5,0.539,CASCADE_3+,0.539,0
634,5,0,0,5,0.539,CASCADE_3+,0.539,0
635,5,0,0,5,0.539,CASCADE_3+,0.539,0
636,5,0,0,5,0.539,CASCADE_3+,0.539,0
637,5,0,0,5,0.539,CASCADE_3+,0.539,0
638,5,0,0,5,0.539,CASCADE_3+,0.539,0
639,5,0,0,5,0.539,CASCADE_3+,0.539,0
640,5,0,0,5,0.539,CASCADE_3+,0.539,0
641,5,0,0,5,0.539,CASCADE_3+,0.539,0
642,5,0,0,5,0.539,CASCADE_3+,0.539,0
643,5,0,0,5,0.539,CASCADE_3+,0.539,0
644,5,0,0,5,0.539,CASCADE_3+,0.539,0
645,4,0,0,4,0.547,CASCADE_3+,0.547,0
646,4,0,0,4,0.547,CASCADE_3+,0.547,0
647,4,0,0,4,0.547,CASCADE_3+,0.547,0
648,4,0,0,4,0.547,CASCADE_3+,0.547,0
649,4,0,0,4,0.547,CASCADE_3+,0.547,0
650,4,0,0,4,0.547,CASCADE_3+,0.547,0
651,4,0,0,4,0.547,CASCADE_3+,0.547,0
652,4,0,0,4,0.547,CASCADE_3+,0.547,0
653,4,0,0,4,0.547,CASCADE_3+,0.547,0
654,3,0,0,3,0.549,CASCADE_3+,0.549,0
655,3,0,0,3,0.549,CASCADE_3+,0.549,0
656,4,0,0,4,0.539,CASCADE_3+,0.539,0
657,4,0,0,4,0.539,CASCADE_3+,0.539,0
658,4,0,0,4,0.539,CASCADE_3+,0.539,0
659,4,0,0,4,0.539,CASCADE_3+,0.539,0
660,4,0,0,4,0.539,CASCADE_3+,0.539,0
661,4,0,0,4,0.539,CASCADE_3+,0.539,0
662,4,0,0,4,0.539,CASCADE_3+,0.539,0
663,4,0,0,4,0.539,CASCADE_3+,0.539,0
664,4,0,0,4,0.539,CASCADE_3+,0.539,0
665,4,0,0,4,0.539,CASCADE_3+,0.539,0
666,4,0,0,4,0.539,CASCADE_3+,0.539,0
667,4,0,0,4,0.539,CASCADE_3+,0.539,0
668,4,0,0,4,0.539,CASCADE_3+,0.539,0
669,4,0,0,4,0.539,CASCADE_3+,0.539,0
670,5,0,0,5,0.561,CASCADE_3+,0.561,0
671,4,0,0,4,0.539,CASCADE_3+,0.539,0
672,4,0,0,4,0.539,CASCADE_3+,0.539,0
673,4,0,0,4,0.539,CASCADE_3+,0.539,0
674,4,0,0,4,0.539,CASCADE_3+,0.539,0
675,4,0,0,4,0.539,CASCADE_3+,0.539,0
676,4,0,0,4,0.539,CASCADE_3+,0.539,0
677,4,0,0,4,0.539,CASCADE_3+,0.539,0
678,5,0,0,5,0.561,CASCADE_3+,0.561,0
679,5,0,0,5,0.561,CASCADE_3+,0.561,0
680,5,0,0,5,0.561,CASCADE_3+,0.561,0
681,5,0,0,5,0.561,CASCADE_3+,0.561,0
682,5,0,0,5,0.561,CASCADE_3+,0.561,0
683,5,0,0,5,0.561,CASCADE_3+,0.561,0
684,5,0,0,5,0.561,CASCADE_3+,0.561,0
685,5,0,0,5,0.561,CASCADE_3+,0.561,0
686,5,0,0,5,0.561,CASCADE_3+,0.561,0
687,5,0,0,5,0.561,CASCADE_3+,0.561,0
688,5,0,0,5,0.561,CASCADE_3+,0.561,0
689,5,0,0,5,0.561,CASCADE_3+,0.561,0
690,5,0,0,5,0.561,CASCADE_3+,0.561,0
691,5,0,0,5,0.561,CASCADE_3+,0.561,0
692,5,0,0,5,0.561,CASCADE_3+,0.561,0
693,5,0,0,5,0.561,CASCADE_3+,0.561,0
694,4,0,0,4,0.566,CASCADE_3+,0.566,0
695,4,0,0,4,0.566,CASCADE_3+,0.566,0
696,4,0,0,4,0.566,CASCADE_3+,0.566,0
697,4,0,0,4,0.566,CASCADE_3+,0.566,0
698,4,0,0,4,0.566,CASCADE_3+,0.566,0
699,4,0,0,4,0.566,CASCADE_3+,0.566,0
700,4,0,0,4,0.566,CASCADE_3+,0.566,0
701,5,0,0,5,0.561,CASCADE_3+,0.561,0
702,5,0,0,5,0.561,CASCADE_3+,0.561,0
703,5,0,0,5,0.561,CASCADE_3+,0.561,0
704,5,0,0,5,0.561,CASCADE_3+,0.561,0
705,5,0,0,5,0.561,CASCADE_3+,0.561,0
706,5,0,0,5,0.561,CASCADE_3+,0.561,0
707,5,0,0,5,0.561,CASCADE_3+,0.561,0
708,5,0,0,5,0.561,CASCADE_3+,0.561,0
709,5,0,0,5,0.561,CASCADE_3+,0.561,0
710,4,0,0,4,0.561,CASCADE_3+,0.561,0
711,4,0,0,4,0.561,CASCADE_3+,0.561,0
712,4,0,0,4,0.561,CASCADE_3+,0.561,0
713,4,0,0,4,0.561,CASCADE_3+,0.561,0
714,4,0,0,4,0.561,CASCADE_3+,0.561,0
715,5,0,0,5,0.561,CASCADE_3+,0.561,0
716,5,0,0,5,0.561,CASCADE_3+,0.561,0
717,5,0,0,5,0.561,CASCADE_3+,0.561,0
718,4,0,0,4,0.574,CASCADE_3+,0.574,0
719,4,0,0,4,0.574,CASCADE_3+,0.574,0
720,4,0,0,4,0.574,CASCADE_3+,0.574,0
721,4,0,0,4,0.574,CASCADE_3+,0.574,0
722,4,0,0,4,0.574,CASCADE_3+,0.574,0
723,4,0,0,4,0.574,CASCADE_3+,0.574,0
724,4,0,0,4,0.574,CASCADE_3+,0.574,0
725,4,0,0,4,0.574,CASCADE_3+,0.574,0
726,4,0,0,4,0.574,CASCADE_3+,0.574,0
727,4,0,0,4,0.574,CASCADE_3+,0.574,0
728,4,0,0,4,0.574,CASCADE_3+,0.574,0
729,4,0,0,4,0.574,CASCADE_3+,0.574,0
730,4,0,0,4,0.574,CASCADE_3+,0.574,0
731,5,0,0,5,0.561,CASCADE_3+,0.561,0
732,5,0,0,5,0.561,CASCADE_3+,0.561,0
733,5,0,0,5,0.561,CASCADE_3+,0.561,0
734,5,0,0,5,0.561,CASCADE_3+,0.561,0
735,5,0,0,5,0.561,CASCADE_3+,0.561,0
736,5,0,0,5,0.561,CASCADE_3+,0.561,0
737,5,0,0,5,0.561,CASCADE_3+,0.561,0
738,5,0,0,5,0.561,CASCADE_3+,0.561,0
739,4,0,0,4,0.539,CASCADE_3+,0.539,0
740,4,0,0,4,0.539,CASCADE_3+,0.539,0
741,4,0,0,4,0.539,CASCADE_3+,0.539,0
742,4,0,0,4,0.539,CASCADE_3+,0.539,0
743,5,0,0,5,0.561,CASCADE_3+,0.561,0
744,5,0,0,5,0.561,CASCADE_3+,0.561,0
745,5,0,0,5,0.561,CASCADE_3+,0.561,0
746,5,0,0,5,0.561,CASCADE_3+,0.561,0
747,5,0,0,5,0.561,CASCADE_3+,0.561,0
748,5,0,0,5,0.561,CASCADE_3+,0.561,0
749,5,0,0,5,0.561,CASCADE_3+,0.561,0
750,4,0,0,4,0.563,CASCADE_3+,0.563,0
751,4,0,0,4,0.563,CASCADE_3+,0.563,0
752,4,0,0,4,0.563,CASCADE_3+,0.563,0
753,4,0,0,4,0.563,CASCADE_3+,0.563,0
754,4,0,0,4,0.563,CASCADE_3+,0.563,0
755,5,0,0,5,0.561,CASCADE_3+,0.561,0
756,5,0,0,5,0.561,CASCADE_3+,0.561,0
757,5,0,0,5,0.561,CASCADE_3+,0.561,0
758,5,0,0,5,0.561,CASCADE_3+,0.561,0
759,5,0,0,5,0.561,CASCADE_3+,0.561,0
760,5,0,0,5,0.561,CASCADE_3+,0.561,0
761,5,0,0,5,0.561,CASCADE_3+,0.561,0
762,4,0,0,4,0.566,CASCADE_3+,0.566,0
763,4,0,0,4,0.566,CASCADE_3+,0.566,0
764,4,0,0,4,0.566,CASCADE_3+,0.566,0
765,4,0,0,4,0.566,CASCADE_3+,0.566,0
766,4,0,0,4,0.566,CASCADE_3+,0.566,0
767,4,0,0,4,0.566,CASCADE_3+,0.566,0
768,4,0,0,4,0.566,CASCADE_3+,0.566,0
769,5,0,0,5,0.561,CASCADE_3+,0.561,0
770,5,0,0,5,0.561,CASCADE_3+,0.561,0
771,5,0,0,5,0.561,CASCADE_3+,0.561,0
772,5,0,0,5,0.561,CASCADE_3+,0.561,0
773,5,0,0,5,0.561,CASCADE_3+,0.561,0
774,5,0,0,5,0.561,CASCADE_3+,0.561,0
775,5,0,0,5,0.561,CASCADE_3+,0.561,0
776,5,0,0,5,0.561,CASCADE_3+,0.561,0
777,5,0,0,5,0.561,CASCADE_3+,0.561,0
778,5,0,0,5,0.561,CASCADE_3+,0.561,0
779,5,0,0,5,0.561,CASCADE_3+,0.561,0
780,5,0,0,5,0.561,CASCADE_3+,0.561,0
781,5,0,0,5,0.561,CASCADE_3+,0.561,0
782,5,0,0,5,0.561,CASCADE_3+,0.561,0
783,5,0,0,5,0.561,CASCADE_3+,0.561,0
784,5,0,0,5,0.561,CASCADE_3+,0.561,0
785,5,0,0,5,0.561,CASCADE_3+,0.561,0
786,5,0,0,5,0.561,CASCADE_3+,0.561,0
787,5,0,0,5,0.561,CASCADE_3+,0.561,0
788,5,0,0,5,0.561,CASCADE_3+,0.561,0
789,5,0,0,5,0.561,CASCADE_3+,0.561,0
790,4,0,0,4,0.574,CASCADE_3+,0.574,0
791,4,0,0,4,0.574,CASCADE_3+,0.574,0
792,4,0,0,4,0.574,CASCADE_3+,0.574,0
793,4,0,0,4,0.574,CASCADE_3+,0.574,0
794,4,0,0,4,0.574,CASCADE_3+,0.574,0
795,4,0,0,4,0.574,CASCADE_3+,0.574,0
796,4,0,0,4,0.574,CASCADE_3+,0.574,0
797,4,0,0,4,0.574,CASCADE_3+,0.574,0
798,4,0,0,4,0.574,CASCADE_3+,0.574,0
799,4,0,0,4,0.574,CASCADE_3+,0.574,0
800,5,0,0,5,0.561,CASCADE_3+,0.561,0
801,5,0,0,5,0.561,CASCADE_3+,0.561,0
802,5,0,0,5,0.561,CASCADE_3+,0.561,0
803,5,0,0,5,0.561,CASCADE_3+,0.561,0
804,5,0,0,5,0.561,CASCADE_3+,0.561,0
805,5,0,0,5,0.561,CASCADE_3+,0.561,0
806,5,0,0,5,0.561,CASCADE_3+,0.561,0
807,5,0,0,5,0.561,CASCADE_3+,0.561,0
808,5,0,0,5,0.561,CASCADE_3+,0.561,0
809,5,0,0,5,0.561,CASCADE_3+,0.561,0
810,5,0,0,5,0.561,CASCADE_3+,0.561,0
811,5,0,0,5,0.561,CASCADE_3+,0.561,0
812,5,0,0,5,0.561,CASCADE_3+,0.561,0
813,5,0,0,5,0.561,CASCADE_3+,0.561,0
814,5,0,0,5,0.561,CASCADE_3+,0.561,0
815,5,0,0,5,0.561,CASCADE_3+,0.561,0
816,5,0,0,5,0.561,CASCADE_3+,0.561,0
817,5,0,0,5,0.561,CASCADE_3+,0.561,0
818,5,0,0,5,0.561,CASCADE_3+,0.561,0
819,4,0,0,4,0.563,CASCADE_3+,0.563,0
820,4,0,0,4,0.563,CASCADE_3+,0.563,0
821,4,0,0,4,0.563,CASCADE_3+,0.563,0
822,4,0,0,4,0.563,CASCADE_3+,0.563,0
823,4,0,0,4,0.563,CASCADE_3+,0.563,0
824,4,0,0,4,0.563,CASCADE_3+,0.563,0
825,5,0,0,5,0.561,CASCADE_3+,0.561,0
826,5,0,0,5,0.561,CASCADE_3+,0.561,0
827,5,0,0,5,0.561,CASCADE_3+,0.561,0
828,5,0,0,5,0.561,CASCADE_3+,0.561,0
829,5,0,0,5,0.561,CASCADE_3+,0.561,0
830,5,0,0,5,0.561,CASCADE_3+,0.561,0
831,5,0,0,5,0.561,CASCADE_3+,0.561,0
832,5,0,0,5,0.561,CASCADE_3+,0.561,0
833,5,0,0,5,0.561,CASCADE_3+,0.561,0
834,5,0,0,5,0.561,CASCADE_3+,0.561,0
835,5,0,0,5,0.561,CASCADE_3+,0.561,0
836,5,0,0,5,0.561,CASCADE_3+,0.561,0
837,5,0,0,5,0.561,CASCADE_3+,0.561,0
838,5,0,0,5,0.561,CASCADE_3+,0.561,0
839,5,0,0,5,0.561,CASCADE_3+,0.561,0
840,5,0,0,5,0.561,CASCADE_3+,0.561,0
841,5,0,0,5,0.561,CASCADE_3+,0.561,0
842,5,0,0,5,0.561,CASCADE_3+,0.561,0
843,5,0,0,5,0.561,CASCADE_3+,0.561,0
844,5,0,0,5,0.561,CASCADE_3+,0.561,0
845,5,0,0,5,0.561,CASCADE_3+,0.561,0
846,4,0,0,4,0.561,CASCADE_3+,0.561,0
847,4,0,0,4,0.561,CASCADE_3+,0.561,0
848,4,0,0,4,0.561,CASCADE_3+,0.561,0
849,4,0,0,4,0.561,CASCADE_3+,0.561,0
850,4,0,0,4,0.561,CASCADE_3+,0.561,0
851,4,0,0,4,0.561,CASCADE_3+,0.561,0
852,4,0,0,4,0.561,CASCADE_3+,0.561,0
853,4,0,0,4,0.561,CASCADE_3+,0.561,0
854,5,0,0,5,0.561,CASCADE_3+,0.561,0
855,5,0,0,5,0.561,CASCADE_3+,0.561,0
856,5,0,0,5,0.561,CASCADE_3+,0.561,0
857,5,0,0,5,0.561,CASCADE_3+,0.561,0
858,5,0,0,5,0.561,CASCADE_3+,0.561,0
859,5,0,0,5,0.561,CASCADE_3+,0.561,0
860,5,0,0,5,0.561,CASCADE_3+,0.561,0
861,5,0,0,5,0.561,CASCADE_3+,0.561,0
862,5,0,0,5,0.561,CASCADE_3+,0.561,0
863,4,0,0,4,0.574,CASCADE_3+,0.574,0
864,4,0,0,4,0.574,CASCADE_3+,0.574,0
865,4,0,0,4,0.574,CASCADE_3+,0.574,0
866,4,0,0,4,0.574,CASCADE_3+,0.574,0
867,4,0,0,4,0.574,CASCADE_3+,0.574,0
868,4,0,0,4,0.574,CASCADE_3+,0.574,0
869,5,0,0,5,0.561,CASCADE_3+,0.561,0
870,5,0,0,5,0.561,CASCADE_3+,0.561,0
871,5,0,0,5,0.561,CASCADE_3+,0.561,0
872,5,0,0,5,0.561,CASCADE_3+,0.561,0
873,5,0,0,5,0.561,CASCADE_3+,0.561,0
874,5,0,0,5,0.561,CASCADE_3+,0.561,0
875,5,0,0,5,0.561,CASCADE_3+,0.561,0
876,5,0,0,5,0.561,CASCADE_3+,0.561,0
877,5,0,0,5,0.561,CASCADE_3+,0.561,0
878,6,0,0,6,0.539,CASCADE_3+,0.539,0
879,5,0,0,5,0.517,CASCADE_3+,0.517,0
880,5,0,0,5,0.517,CASCADE_3+,0.517,0
881,5,0,0,5,0.517,CASCADE_3+,0.517,0
882,5,0,0,5,0.517,CASCADE_3+,0.517,0
883,5,0,0,5,0.517,CASCADE_3+,0.517,0
884,5,0,0,5,0.517,CASCADE_3+,0.517,0
885,5,0,0,5,0.517,CASCADE_3+,0.517,0
886,5,0,0,5,0.517,CASCADE_3+,0.517,0
887,5,0,0,5,0.517,CASCADE_3+,0.517,0
888,5,0,0,5,0.517,CASCADE_3+,0.517,0
889,5,0,0,5,0.517,CASCADE_3+,0.517,0
890,5,0,0,5,0.517,CASCADE_3+,0.517,0
891,5,0,0,5,0.517,CASCADE_3+,0.517,0
892,5,0,0,5,0.517,CASCADE_3+,0.517,0
893,5,0,0,5,0.517,CASCADE_3+,0.517,0
894,5,0,0,5,0.517,CASCADE_3+,0.517,0
895,5,0,0,5,0.517,CASCADE_3+,0.517,0
896,5,0,0,5,0.517,CASCADE_3+,0.517,0
897,5,0,0,5,0.517,CASCADE_3+,0.517,0
898,5,0,0,5,0.517,CASCADE_3+,0.517,0
899,5,0,0,5,0.517,CASCADE_3+,0.517,0
