frame,L,R,A,h36_event_type,h12_n_air,h12_n_l,h12_n_r,h12_n_total,h12_pattern,h12_confidence,h36_l_le_h12_l,h36_r_le_h12_r,agree,h39v2_pattern
551,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
552,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
553,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
554,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
555,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
556,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
557,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
558,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
559,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
560,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
561,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
562,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
563,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
564,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
565,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
566,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
567,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
568,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
569,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
570,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
571,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
572,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
573,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
574,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
575,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
576,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
577,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
578,0,0,5,HOLD,6,0,0,6,MIXED_3+,0.671,True,True,True,MIXED_3+
579,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
580,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
581,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
582,0,1,4,CATCH,5,0,1,5,MIXED_3+,0.639,True,True,True,MIXED_3+
583,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+
584,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+
585,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+
586,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+
587,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+
588,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+
589,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+
590,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+
591,0,0,5,THROW,5,0,1,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
592,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
593,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
594,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
595,1,0,4,CATCH,5,1,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
596,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+
597,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+
598,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+
599,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+
600,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+
601,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+
602,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+
603,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+
604,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+
605,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+
606,0,0,5,THROW,5,1,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
607,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
608,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
609,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
610,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
611,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
612,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
613,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
614,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
615,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
616,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
617,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
618,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
619,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
620,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
621,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
622,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
623,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
624,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
625,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
626,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
627,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
628,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
629,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
630,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
631,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
632,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
633,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
634,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
635,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
636,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
637,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
638,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
639,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
640,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
641,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
642,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
643,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
644,0,1,4,CATCH,5,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+
645,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
646,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
647,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
648,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
649,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
650,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
651,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
652,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
653,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+
654,0,1,4,HOLD,3,0,0,3,CASCADE_3+,0.654,True,False,False,CASCADE_3+
655,0,1,4,HOLD,3,0,0,3,CASCADE_3+,0.654,True,False,False,CASCADE_3+
656,0,0,5,THROW,4,0,1,4,MIXED_3+,0.644,True,True,True,MIXED_3+
657,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+
658,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+
659,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+
660,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+
661,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+
662,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+
663,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+
664,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+
665,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+
666,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+
667,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+
668,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+
669,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+
670,1,0,4,CATCH,5,1,0,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+
671,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False,CASCADE_3+
672,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False,CASCADE_3+
673,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False,CASCADE_3+
674,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False,CASCADE_3+
675,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False,CASCADE_3+
676,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False,CASCADE_3+
677,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False,CASCADE_3+
678,0,0,5,THROW,5,1,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
679,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
680,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
681,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
682,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
683,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
684,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
685,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
686,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
687,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
688,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
689,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
690,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
691,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
692,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
693,1,0,4,CATCH,5,1,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
694,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.647,False,True,False,MIXED_3+
695,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.647,False,True,False,MIXED_3+
696,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.647,False,True,False,MIXED_3+
697,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.647,False,True,False,MIXED_3+
698,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.647,False,True,False,MIXED_3+
699,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.647,False,True,False,MIXED_3+
700,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.647,False,True,False,MIXED_3+
701,0,0,5,THROW,5,1,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
702,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
703,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
704,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
705,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
706,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
707,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
708,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
709,0,1,4,CATCH,5,0,1,5,MIXED_3+,0.639,True,True,True,MIXED_3+
710,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.629,True,False,False,MIXED_3+
711,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.629,True,False,False,MIXED_3+
712,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.629,True,False,False,MIXED_3+
713,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.629,True,False,False,MIXED_3+
714,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.629,True,False,False,MIXED_3+
715,0,0,5,THROW,5,0,1,5,MIXED_3+,0.639,True,True,True,MIXED_3+
716,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
717,1,0,4,CATCH,5,1,0,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+
718,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+
719,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+
720,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+
721,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+
722,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+
723,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+
724,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+
725,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+
726,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+
727,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+
728,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+
729,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+
730,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+
731,0,0,5,THROW,5,1,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
732,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
733,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
734,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
735,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
736,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
737,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
738,0,1,4,CATCH,5,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+
739,0,1,4,HOLD,4,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+
740,0,1,4,HOLD,4,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+
741,0,1,4,HOLD,4,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+
742,0,1,4,HOLD,4,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+
743,0,0,5,THROW,5,0,1,5,MIXED_3+,0.639,True,True,True,MIXED_3+
744,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
745,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
746,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
747,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
748,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
749,1,0,4,CATCH,5,1,0,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+
750,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.63,False,True,False,CASCADE_3+
751,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.63,False,True,False,CASCADE_3+
752,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.63,False,True,False,CASCADE_3+
753,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.63,False,True,False,CASCADE_3+
754,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.63,False,True,False,CASCADE_3+
755,0,0,5,THROW,5,1,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
756,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
757,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
758,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
759,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
760,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
761,0,1,4,CATCH,5,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+
762,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.647,True,False,False,CASCADE_3+
763,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.647,True,False,False,CASCADE_3+
764,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.647,True,False,False,CASCADE_3+
765,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.647,True,False,False,CASCADE_3+
766,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.647,True,False,False,CASCADE_3+
767,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.647,True,False,False,CASCADE_3+
768,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.647,True,False,False,CASCADE_3+
769,0,0,5,THROW,5,0,1,5,MIXED_3+,0.639,True,True,True,MIXED_3+
770,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
771,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
772,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
773,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
774,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
775,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
776,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
777,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
778,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
779,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
780,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
781,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
782,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
783,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
784,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
785,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
786,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
787,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
788,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+
789,0,1,4,CATCH,5,0,1,5,MIXED_3+,0.639,True,True,True,MIXED_3+
790,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+
791,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+
792,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+
793,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+
794,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+
795,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+
796,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+
797,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+
798,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+
799,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+
800,0,0,5,THROW,5,0,1,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
801,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
802,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
803,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
804,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
805,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
806,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
807,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
808,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
809,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
810,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
811,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
812,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
813,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
814,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
815,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
816,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
817,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
818,0,1,4,CATCH,5,0,1,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
819,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.63,True,False,False,FOUNTAIN_3+
820,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.63,True,False,False,FOUNTAIN_3+
821,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.63,True,False,False,FOUNTAIN_3+
822,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.63,True,False,False,FOUNTAIN_3+
823,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.63,True,False,False,FOUNTAIN_3+
824,0,1,4,HOLD,4,0,0,4,FOUNTAIN_3+,0.63,True,False,False,FOUNTAIN_3+
825,0,0,5,THROW,5,0,1,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
826,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
827,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
828,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
829,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
830,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
831,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
832,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
833,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
834,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
835,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_3+
