frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,n_airborne_tracklets,vx_iqr_px_per_frame,n_distinct_horiz_dirs,pattern,confidence
357,5,0,0,5,5,1.07,2,CASCADE_3+_DETECTOR,0.7
358,5,0,0,5,5,3.09,2,CASCADE_3+_DETECTOR,0.7
359,5,0,0,5,5,3.38,2,CASCADE_3+_DETECTOR,0.7
360,5,0,0,5,5,2.71,2,CASCADE_3+_DETECTOR,0.7
361,5,0,0,5,5,2.79,2,CASCADE_3+_DETECTOR,0.7
362,5,0,0,5,5,2.8,2,CASCADE_3+_DETECTOR,0.7
363,5,0,0,5,5,2.94,2,CASCADE_3+_DETECTOR,0.7
364,5,0,0,5,5,2.91,2,CASCADE_3+_DETECTOR,0.7
365,5,0,0,5,5,3.32,2,CASCADE_3+_DETECTOR,0.7
366,5,0,0,5,5,2.87,2,CASCADE_3+_DETECTOR,0.7
367,5,0,0,5,5,2.62,2,CASCADE_3+_DETECTOR,0.7
368,5,0,0,5,5,2.75,2,CASCADE_3+_DETECTOR,0.7
369,5,0,0,5,5,2.05,2,CASCADE_3+_DETECTOR,0.7
370,5,0,0,5,5,2.72,2,CASCADE_3+_DETECTOR,0.7
371,5,0,0,5,5,3.2,2,CASCADE_3+_DETECTOR,0.7
372,5,0,0,5,5,2.76,2,CASCADE_3+_DETECTOR,0.7
373,5,0,0,5,5,2.49,2,CASCADE_3+_DETECTOR,0.7
374,5,0,0,5,5,3.43,2,CASCADE_3+_DETECTOR,0.7
375,5,0,0,5,5,2.91,2,CASCADE_3+_DETECTOR,0.7
376,4,0,0,4,5,3.07,2,CASCADE_3+_DETECTOR,0.7
377,4,0,0,4,5,3.51,2,CASCADE_3+_DETECTOR,0.7
378,4,0,0,4,5,2.93,2,CASCADE_3+_DETECTOR,0.7
379,4,0,0,4,5,2.73,2,CASCADE_3+_DETECTOR,0.7
380,4,0,0,4,4,2.0,2,CASCADE_3+_DETECTOR,0.7
381,5,0,0,5,5,1.39,2,CASCADE_3+_DETECTOR,0.7
382,5,0,0,5,5,2.81,2,CASCADE_3+_DETECTOR,0.7
383,5,0,0,5,5,2.85,2,CASCADE_3+_DETECTOR,0.7
384,5,0,0,5,5,2.25,2,CASCADE_3+_DETECTOR,0.7
385,5,0,0,5,5,3.11,2,CASCADE_3+_DETECTOR,0.7
386,5,0,0,5,5,3.26,2,CASCADE_3+_DETECTOR,0.7
387,5,0,0,5,5,2.88,2,CASCADE_3+_DETECTOR,0.7
388,5,0,0,5,5,3.33,2,CASCADE_3+_DETECTOR,0.7
389,5,0,0,5,5,3.35,2,CASCADE_3+_DETECTOR,0.7
390,5,0,0,5,5,2.91,2,CASCADE_3+_DETECTOR,0.7
391,5,0,0,5,5,2.72,2,CASCADE_3+_DETECTOR,0.7
392,5,0,0,5,5,2.33,2,CASCADE_3+_DETECTOR,0.7
393,5,0,0,5,5,2.54,2,CASCADE_3+_DETECTOR,0.7
394,5,0,0,5,5,2.09,2,CASCADE_3+_DETECTOR,0.7
395,5,0,0,5,5,2.7,2,CASCADE_3+_DETECTOR,0.7
396,5,0,0,5,5,2.77,2,CASCADE_3+_DETECTOR,0.7
397,5,0,0,5,5,2.92,2,CASCADE_3+_DETECTOR,0.7
398,5,0,0,5,5,2.57,2,CASCADE_3+_DETECTOR,0.7
399,5,0,0,5,5,2.81,2,CASCADE_3+_DETECTOR,0.7
400,5,0,0,5,5,2.93,2,CASCADE_3+_DETECTOR,0.7
401,5,0,0,5,5,2.73,2,CASCADE_3+_DETECTOR,0.7
402,5,0,0,5,5,2.54,2,CASCADE_3+_DETECTOR,0.7
403,5,0,0,5,5,2.95,2,CASCADE_3+_DETECTOR,0.7
404,5,0,0,5,5,3.4,2,CASCADE_3+_DETECTOR,0.7
405,5,0,0,5,5,3.14,2,CASCADE_3+_DETECTOR,0.7
406,5,0,0,5,5,2.4,2,CASCADE_3+_DETECTOR,0.7
407,5,0,0,5,5,2.97,2,CASCADE_3+_DETECTOR,0.7
408,5,0,0,5,5,2.26,2,CASCADE_3+_DETECTOR,0.7
409,5,0,0,5,5,2.53,2,CASCADE_3+_DETECTOR,0.7
410,5,0,0,5,5,2.91,2,CASCADE_3+_DETECTOR,0.7
411,5,0,0,5,5,2.75,2,CASCADE_3+_DETECTOR,0.7
412,4,0,0,4,5,2.46,2,CASCADE_3+_DETECTOR,0.7
413,4,0,0,4,5,2.66,2,CASCADE_3+_DETECTOR,0.7
414,4,0,0,4,5,2.28,2,CASCADE_3+_DETECTOR,0.7
415,4,0,0,4,5,2.23,2,CASCADE_3+_DETECTOR,0.7
416,4,0,0,4,5,2.9,2,CASCADE_3+_DETECTOR,0.7
417,4,0,0,4,4,3.32,2,CASCADE_3+_DETECTOR,0.7
418,4,0,0,4,4,2.61,2,CASCADE_3+_DETECTOR,0.7
419,4,0,0,4,4,2.52,2,CASCADE_3+_DETECTOR,0.7
420,5,0,0,5,5,1.78,2,CASCADE_3+_DETECTOR,0.7
421,5,0,0,5,5,1.73,2,CASCADE_3+_DETECTOR,0.7
422,5,0,0,5,5,2.96,2,CASCADE_3+_DETECTOR,0.7
423,5,0,0,5,5,3.14,2,CASCADE_3+_DETECTOR,0.7
424,5,0,0,5,5,2.97,2,CASCADE_3+_DETECTOR,0.7
425,5,0,0,5,5,2.28,2,CASCADE_3+_DETECTOR,0.7
426,5,0,0,5,5,2.62,2,CASCADE_3+_DETECTOR,0.7
427,4,0,0,4,5,2.48,2,CASCADE_3+_DETECTOR,0.7
428,4,0,0,4,5,2.61,2,CASCADE_3+_DETECTOR,0.7
429,4,0,0,4,5,2.49,2,CASCADE_3+_DETECTOR,0.7
430,4,0,0,4,5,2.42,2,CASCADE_3+_DETECTOR,0.7
431,4,0,0,4,5,3.02,2,CASCADE_3+_DETECTOR,0.7
432,4,0,0,4,4,3.34,2,CASCADE_3+_DETECTOR,0.7
433,4,0,0,4,4,3.26,2,CASCADE_3+_DETECTOR,0.7
434,4,0,0,4,4,3.19,2,CASCADE_3+_DETECTOR,0.7
435,4,0,0,4,4,2.67,2,CASCADE_3+_DETECTOR,0.7
436,4,0,0,4,4,2.26,2,CASCADE_3+_DETECTOR,0.7
437,4,0,0,4,4,1.72,2,CASCADE_3+_DETECTOR,0.7
438,4,0,0,4,4,0.88,2,CASCADE_3+_DETECTOR,0.7
439,4,0,0,4,4,0.99,2,CASCADE_3+_DETECTOR,0.7
440,4,0,0,4,4,0.46,2,CASCADE_3+_DETECTOR,0.7
441,4,0,0,4,4,0.23,2,CASCADE_3+_DETECTOR,0.7
442,4,0,0,4,4,0.59,2,CASCADE_3+_DETECTOR,0.7
443,4,0,0,4,4,1.18,2,CASCADE_3+_DETECTOR,0.7
444,4,0,0,4,4,2.29,2,CASCADE_3+_DETECTOR,0.7
445,5,0,0,5,5,1.62,2,CASCADE_3+_DETECTOR,0.7
446,5,0,0,5,5,2.58,2,CASCADE_3+_DETECTOR,0.7
447,5,0,0,5,5,2.86,2,CASCADE_3+_DETECTOR,0.7
448,5,0,0,5,5,3.22,2,CASCADE_3+_DETECTOR,0.7
449,5,0,0,5,5,2.57,2,CASCADE_3+_DETECTOR,0.7
450,5,0,0,5,5,2.76,2,CASCADE_3+_DETECTOR,0.7
451,5,0,0,5,5,2.97,2,CASCADE_3+_DETECTOR,0.7
452,5,0,0,5,5,2.36,2,CASCADE_3+_DETECTOR,0.7
453,5,0,0,5,5,2.58,2,CASCADE_3+_DETECTOR,0.7
454,5,0,0,5,5,2.82,2,CASCADE_3+_DETECTOR,0.7
455,5,0,0,5,5,3.13,2,CASCADE_3+_DETECTOR,0.7
456,5,0,0,5,5,2.2,2,CASCADE_3+_DETECTOR,0.7
457,5,0,0,5,5,2.42,2,CASCADE_3+_DETECTOR,0.7
458,5,0,0,5,5,2.96,2,CASCADE_3+_DETECTOR,0.7
459,5,0,0,5,5,2.36,2,CASCADE_3+_DETECTOR,0.7
460,5,0,0,5,5,3.08,2,CASCADE_3+_DETECTOR,0.7
461,5,0,0,5,5,3.4,2,CASCADE_3+_DETECTOR,0.7
462,5,0,0,5,5,2.97,2,CASCADE_3+_DETECTOR,0.7
463,5,0,0,5,5,2.93,2,CASCADE_3+_DETECTOR,0.7
464,5,0,0,5,5,2.34,2,CASCADE_3+_DETECTOR,0.7
465,5,0,0,5,5,2.74,2,CASCADE_3+_DETECTOR,0.7
466,6,0,0,6,6,2.88,2,CASCADE_3+_DETECTOR,0.7
467,6,0,0,6,6,2.92,2,CASCADE_3+_DETECTOR,0.7
468,6,0,0,6,6,2.8,2,CASCADE_3+_DETECTOR,0.7
469,5,0,0,5,6,2.89,2,CASCADE_3+_DETECTOR,0.7
470,5,0,0,5,6,2.89,2,CASCADE_3+_DETECTOR,0.7
471,4,0,0,4,6,2.64,2,CASCADE_3+_DETECTOR,0.7
472,4,0,0,4,6,2.77,2,CASCADE_3+_DETECTOR,0.7
473,4,0,0,4,6,3.18,2,CASCADE_3+_DETECTOR,0.7
474,4,0,0,4,4,2.73,2,CASCADE_3+_DETECTOR,0.7
475,4,0,0,4,4,2.9,2,CASCADE_3+_DETECTOR,0.7
476,4,0,0,4,4,2.65,2,CASCADE_3+_DETECTOR,0.7
477,4,0,0,4,4,2.54,2,CASCADE_3+_DETECTOR,0.7
478,4,0,0,4,4,3.02,2,CASCADE_3+_DETECTOR,0.7
479,4,0,0,4,4,2.73,2,CASCADE_3+_DETECTOR,0.7
480,4,0,0,4,4,3.1,2,CASCADE_3+_DETECTOR,0.7
481,4,0,0,4,4,3.25,2,CASCADE_3+_DETECTOR,0.7
482,5,0,0,5,5,1.69,2,CASCADE_3+_DETECTOR,0.7
483,5,0,0,5,5,2.35,2,CASCADE_3+_DETECTOR,0.7
484,5,0,0,5,5,2.67,2,CASCADE_3+_DETECTOR,0.7
485,5,0,0,5,5,2.82,2,CASCADE_3+_DETECTOR,0.7
486,5,0,0,5,5,2.9,2,CASCADE_3+_DETECTOR,0.7
487,5,0,0,5,5,3.58,2,CASCADE_3+_DETECTOR,0.7
488,5,0,0,5,5,2.77,2,CASCADE_3+_DETECTOR,0.7
489,5,0,0,5,5,3.38,2,CASCADE_3+_DETECTOR,0.7
490,5,0,0,5,5,4.38,2,CASCADE_3+_DETECTOR,0.7
491,5,0,0,5,5,2.98,2,CASCADE_3+_DETECTOR,0.7
492,5,0,0,5,5,3.16,2,CASCADE_3+_DETECTOR,0.7
493,5,0,0,5,5,3.18,2,CASCADE_3+_DETECTOR,0.7
494,5,0,0,5,5,3.35,2,CASCADE_3+_DETECTOR,0.7
495,5,0,0,5,5,3.08,2,CASCADE_3+_DETECTOR,0.7
496,5,0,0,5,5,3.13,2,CASCADE_3+_DETECTOR,0.7
497,5,0,0,5,5,2.88,2,CASCADE_3+_DETECTOR,0.7
498,5,0,0,5,5,2.56,2,CASCADE_3+_DETECTOR,0.7
499,4,0,0,4,5,3.21,2,CASCADE_3+_DETECTOR,0.7
500,4,0,0,4,5,2.39,2,CASCADE_3+_DETECTOR,0.7
501,4,0,0,4,5,3.07,2,CASCADE_3+_DETECTOR,0.7
502,4,0,0,4,5,3.19,2,CASCADE_3+_DETECTOR,0.7
503,4,0,0,4,5,2.22,2,CASCADE_3+_DETECTOR,0.7
504,4,0,0,4,4,3.06,2,CASCADE_3+_DETECTOR,0.7
505,4,0,0,4,4,2.93,2,CASCADE_3+_DETECTOR,0.7
506,4,0,0,4,4,2.92,2,CASCADE_3+_DETECTOR,0.7
507,4,0,0,4,4,3.1,2,CASCADE_3+_DETECTOR,0.7
508,4,0,0,4,4,2.86,2,CASCADE_3+_DETECTOR,0.7
509,4,0,0,4,4,2.72,1,FOUNTAIN_3+_DETECTOR,0.7
510,5,0,0,5,5,1.9,2,CASCADE_3+_DETECTOR,0.7
511,5,0,0,5,5,3.0,2,CASCADE_3+_DETECTOR,0.7
512,5,0,0,5,5,3.07,2,CASCADE_3+_DETECTOR,0.7
513,5,0,0,5,5,3.76,2,CASCADE_3+_DETECTOR,0.7
514,5,0,0,5,5,2.81,2,CASCADE_3+_DETECTOR,0.7
515,5,0,0,5,5,3.31,2,CASCADE_3+_DETECTOR,0.7
516,5,0,0,5,5,3.26,2,CASCADE_3+_DETECTOR,0.7
517,5,0,0,5,5,3.72,2,CASCADE_3+_DETECTOR,0.7
518,5,0,0,5,5,3.19,2,CASCADE_3+_DETECTOR,0.7
519,5,0,0,5,5,3.53,2,CASCADE_3+_DETECTOR,0.7
520,5,0,0,5,5,3.25,2,CASCADE_3+_DETECTOR,0.7
521,5,0,0,5,5,2.99,2,CASCADE_3+_DETECTOR,0.7
522,5,0,0,5,5,3.01,2,CASCADE_3+_DETECTOR,0.7
523,5,0,0,5,5,2.56,2,CASCADE_3+_DETECTOR,0.7
524,5,0,0,5,5,2.87,2,CASCADE_3+_DETECTOR,0.7
525,5,0,0,5,5,3.82,2,CASCADE_3+_DETECTOR,0.7
526,5,0,0,5,5,3.47,2,CASCADE_3+_DETECTOR,0.7
527,5,0,0,5,5,2.8,2,CASCADE_3+_DETECTOR,0.7
528,5,0,0,5,5,1.84,2,CASCADE_3+_DETECTOR,0.7
529,5,0,0,5,5,2.31,2,CASCADE_3+_DETECTOR,0.7
530,5,0,0,5,5,2.34,2,CASCADE_3+_DETECTOR,0.7
531,5,0,0,5,5,2.28,2,CASCADE_3+_DETECTOR,0.7
532,5,0,0,5,5,1.9,2,CASCADE_3+_DETECTOR,0.7
533,5,0,0,5,5,2.92,2,CASCADE_3+_DETECTOR,0.7
534,5,0,0,5,5,2.88,2,CASCADE_3+_DETECTOR,0.7
535,5,0,0,5,5,2.55,2,CASCADE_3+_DETECTOR,0.7
536,5,0,0,5,5,3.12,2,CASCADE_3+_DETECTOR,0.7
537,5,0,0,5,5,3.13,2,CASCADE_3+_DETECTOR,0.7
538,5,0,0,5,5,3.13,2,CASCADE_3+_DETECTOR,0.7
539,5,0,0,5,5,2.86,2,CASCADE_3+_DETECTOR,0.7
540,5,0,0,5,5,2.46,2,CASCADE_3+_DETECTOR,0.7
541,5,0,0,5,5,2.57,2,CASCADE_3+_DETECTOR,0.7
542,5,0,0,5,5,2.42,2,CASCADE_3+_DETECTOR,0.7
543,5,0,0,5,5,2.46,2,CASCADE_3+_DETECTOR,0.7
544,5,0,0,5,5,3.38,2,CASCADE_3+_DETECTOR,0.7
545,5,0,0,5,5,3.29,2,CASCADE_3+_DETECTOR,0.7
546,5,0,0,5,5,4.35,2,CASCADE_3+_DETECTOR,0.7
547,5,0,0,5,5,2.64,2,CASCADE_3+_DETECTOR,0.7
548,5,0,0,5,5,2.54,2,CASCADE_3+_DETECTOR,0.7
549,5,0,0,5,5,2.18,2,CASCADE_3+_DETECTOR,0.7
550,5,0,0,5,5,2.3,2,CASCADE_3+_DETECTOR,0.7
551,5,0,0,5,5,2.46,2,CASCADE_3+_DETECTOR,0.7
552,5,0,0,5,5,2.57,2,CASCADE_3+_DETECTOR,0.7
553,5,0,0,5,5,2.93,2,CASCADE_3+_DETECTOR,0.7
554,5,0,0,5,5,3.19,2,CASCADE_3+_DETECTOR,0.7
555,5,0,0,5,5,2.54,2,CASCADE_3+_DETECTOR,0.7
556,5,0,0,5,5,2.35,2,CASCADE_3+_DETECTOR,0.7
557,5,0,0,5,5,2.46,2,CASCADE_3+_DETECTOR,0.7
558,5,0,0,5,5,2.53,2,CASCADE_3+_DETECTOR,0.7
559,5,0,0,5,5,2.99,2,CASCADE_3+_DETECTOR,0.7
560,5,0,0,5,5,3.11,2,CASCADE_3+_DETECTOR,0.7
561,5,0,0,5,5,2.92,2,CASCADE_3+_DETECTOR,0.7
562,5,0,0,5,5,2.89,2,CASCADE_3+_DETECTOR,0.7
563,5,0,0,5,5,2.86,2,CASCADE_3+_DETECTOR,0.7
564,5,0,0,5,5,2.76,2,CASCADE_3+_DETECTOR,0.7
565,5,0,0,5,5,2.63,2,CASCADE_3+_DETECTOR,0.7
566,5,0,0,5,5,2.74,2,CASCADE_3+_DETECTOR,0.7
567,5,0,0,5,5,2.98,2,CASCADE_3+_DETECTOR,0.7
568,5,0,0,5,5,3.16,2,CASCADE_3+_DETECTOR,0.7
569,5,0,0,5,5,2.75,2,CASCADE_3+_DETECTOR,0.7
570,5,0,0,5,5,1.88,2,CASCADE_3+_DETECTOR,0.7
571,5,0,0,5,5,2.39,2,CASCADE_3+_DETECTOR,0.7
572,5,0,0,5,5,2.35,2,CASCADE_3+_DETECTOR,0.7
573,5,0,0,5,5,2.75,2,CASCADE_3+_DETECTOR,0.7
574,5,0,0,5,5,3.05,2,CASCADE_3+_DETECTOR,0.7
575,5,0,0,5,5,2.43,2,CASCADE_3+_DETECTOR,0.7
576,5,0,0,5,5,3.17,2,CASCADE_3+_DETECTOR,0.7
577,5,0,0,5,5,2.79,2,CASCADE_3+_DETECTOR,0.7
578,6,0,0,6,6,2.81,2,CASCADE_3+_DETECTOR,0.7
579,5,0,0,5,6,2.83,2,CASCADE_3+_DETECTOR,0.7
580,5,0,0,5,6,2.31,2,CASCADE_3+_DETECTOR,0.7
581,5,0,0,5,6,2.71,2,CASCADE_3+_DETECTOR,0.7
582,5,0,0,5,5,2.22,2,CASCADE_3+_DETECTOR,0.7
583,4,0,0,4,5,2.34,2,CASCADE_3+_DETECTOR,0.7
584,4,0,0,4,5,2.56,2,CASCADE_3+_DETECTOR,0.7
585,4,0,0,4,5,2.13,2,CASCADE_3+_DETECTOR,0.7
586,4,0,0,4,4,2.74,2,CASCADE_3+_DETECTOR,0.7
587,4,0,0,4,4,2.95,2,CASCADE_3+_DETECTOR,0.7
588,4,0,0,4,4,2.74,2,CASCADE_3+_DETECTOR,0.7
589,4,0,0,4,4,2.75,2,CASCADE_3+_DETECTOR,0.7
590,4,0,0,4,4,3.27,2,CASCADE_3+_DETECTOR,0.7
591,5,0,0,5,5,2.59,2,CASCADE_3+_DETECTOR,0.7
592,5,0,0,5,5,2.56,2,CASCADE_3+_DETECTOR,0.7
593,5,0,0,5,5,2.74,2,CASCADE_3+_DETECTOR,0.7
594,5,0,0,5,5,2.59,2,CASCADE_3+_DETECTOR,0.7
595,5,0,0,5,5,2.65,2,CASCADE_3+_DETECTOR,0.7
596,4,0,0,4,5,2.76,2,CASCADE_3+_DETECTOR,0.7
597,4,0,0,4,5,2.66,2,CASCADE_3+_DETECTOR,0.7
598,4,0,0,4,5,3.12,2,CASCADE_3+_DETECTOR,0.7
599,4,0,0,4,5,2.94,2,CASCADE_3+_DETECTOR,0.7
600,4,0,0,4,5,2.25,2,CASCADE_3+_DETECTOR,0.7
601,4,0,0,4,4,2.62,2,CASCADE_3+_DETECTOR,0.7
602,4,0,0,4,4,2.92,2,CASCADE_3+_DETECTOR,0.7
603,4,0,0,4,4,2.9,2,CASCADE_3+_DETECTOR,0.7
604,4,0,0,4,4,3.31,2,CASCADE_3+_DETECTOR,0.7
605,4,0,0,4,4,3.51,2,CASCADE_3+_DETECTOR,0.7
606,5,0,0,5,5,2.8,2,CASCADE_3+_DETECTOR,0.7
607,5,0,0,5,5,2.91,2,CASCADE_3+_DETECTOR,0.7
608,5,0,0,5,5,3.21,2,CASCADE_3+_DETECTOR,0.7
609,5,0,0,5,5,2.91,2,CASCADE_3+_DETECTOR,0.7
610,5,0,0,5,5,2.82,2,CASCADE_3+_DETECTOR,0.7
611,5,0,0,5,5,2.51,2,CASCADE_3+_DETECTOR,0.7
612,5,0,0,5,5,2.86,2,CASCADE_3+_DETECTOR,0.7
613,5,0,0,5,5,3.18,2,CASCADE_3+_DETECTOR,0.7
614,5,0,0,5,5,3.02,2,CASCADE_3+_DETECTOR,0.7
615,5,0,0,5,5,2.94,2,CASCADE_3+_DETECTOR,0.7
616,5,0,0,5,5,2.91,2,CASCADE_3+_DETECTOR,0.7
617,5,0,0,5,5,3.16,2,CASCADE_3+_DETECTOR,0.7
618,5,0,0,5,5,3.01,2,CASCADE_3+_DETECTOR,0.7
619,5,0,0,5,5,3.03,2,CASCADE_3+_DETECTOR,0.7
620,5,0,0,5,5,2.86,2,CASCADE_3+_DETECTOR,0.7
621,5,0,0,5,5,2.32,2,CASCADE_3+_DETECTOR,0.7
622,5,0,0,5,5,2.77,2,CASCADE_3+_DETECTOR,0.7
623,5,0,0,5,5,3.01,2,CASCADE_3+_DETECTOR,0.7
624,5,0,0,5,5,2.59,2,CASCADE_3+_DETECTOR,0.7
625,5,0,0,5,5,2.73,2,CASCADE_3+_DETECTOR,0.7
626,5,0,0,5,5,3.05,2,CASCADE_3+_DETECTOR,0.7
627,5,0,0,5,5,3.0,2,CASCADE_3+_DETECTOR,0.7
628,5,0,0,5,5,2.75,2,CASCADE_3+_DETECTOR,0.7
629,5,0,0,5,5,2.73,2,CASCADE_3+_DETECTOR,0.7
630,5,0,0,5,5,2.67,2,CASCADE_3+_DETECTOR,0.7
631,5,0,0,5,5,2.41,1,FOUNTAIN_3+_DETECTOR,0.7
632,5,0,0,5,5,2.72,2,CASCADE_3+_DETECTOR,0.7
633,5,0,0,5,5,2.93,2,CASCADE_3+_DETECTOR,0.7
634,5,0,0,5,5,2.89,2,CASCADE_3+_DETECTOR,0.7
635,5,0,0,5,5,3.54,2,CASCADE_3+_DETECTOR,0.7
636,5,0,0,5,5,2.49,2,CASCADE_3+_DETECTOR,0.7
637,5,0,0,5,5,2.61,2,CASCADE_3+_DETECTOR,0.7
638,5,0,0,5,5,2.5,2,CASCADE_3+_DETECTOR,0.7
639,5,0,0,5,5,2.78,2,CASCADE_3+_DETECTOR,0.7
640,5,0,0,5,5,2.39,2,CASCADE_3+_DETECTOR,0.7
641,5,0,0,5,5,2.67,2,CASCADE_3+_DETECTOR,0.7
642,5,0,0,5,5,2.51,2,CASCADE_3+_DETECTOR,0.7
643,5,0,0,5,5,2.97,2,CASCADE_3+_DETECTOR,0.7
644,5,0,0,5,5,2.9,2,CASCADE_3+_DETECTOR,0.7
645,4,0,0,4,5,2.52,2,CASCADE_3+_DETECTOR,0.7
646,4,0,0,4,5,3.17,2,CASCADE_3+_DETECTOR,0.7
647,4,0,0,4,5,1.75,2,CASCADE_3+_DETECTOR,0.7
648,4,0,0,4,5,2.09,2,CASCADE_3+_DETECTOR,0.7
649,4,0,0,4,5,2.17,2,CASCADE_3+_DETECTOR,0.7
650,4,0,0,4,4,2.43,2,CASCADE_3+_DETECTOR,0.7
651,4,0,0,4,4,2.23,2,CASCADE_3+_DETECTOR,0.7
652,4,0,0,4,4,2.34,2,CASCADE_3+_DETECTOR,0.7
653,4,0,0,4,4,2.31,2,CASCADE_3+_DETECTOR,0.7
654,3,0,0,3,4,2.87,2,CASCADE_3+_DETECTOR,0.7
655,3,0,0,3,4,2.98,2,CASCADE_3+_DETECTOR,0.7
656,4,0,0,4,5,2.06,2,CASCADE_3+_DETECTOR,0.7
657,4,0,0,4,5,2.39,2,CASCADE_3+_DETECTOR,0.7
658,4,0,0,4,5,2.39,2,CASCADE_3+_DETECTOR,0.7
659,4,0,0,4,4,2.51,2,CASCADE_3+_DETECTOR,0.7
660,4,0,0,4,4,2.88,2,CASCADE_3+_DETECTOR,0.7
661,4,0,0,4,4,2.18,2,CASCADE_3+_DETECTOR,0.7
662,4,0,0,4,4,2.81,2,CASCADE_3+_DETECTOR,0.7
663,4,0,0,4,4,2.84,2,CASCADE_3+_DETECTOR,0.7
664,4,0,0,4,4,2.56,2,CASCADE_3+_DETECTOR,0.7
665,4,0,0,4,4,2.84,2,CASCADE_3+_DETECTOR,0.7
666,4,0,0,4,4,2.39,2,CASCADE_3+_DETECTOR,0.7
667,4,0,0,4,4,2.58,2,CASCADE_3+_DETECTOR,0.7
668,4,0,0,4,4,2.25,2,CASCADE_3+_DETECTOR,0.7
669,4,0,0,4,4,2.3,2,CASCADE_3+_DETECTOR,0.7
670,5,0,0,5,5,0.76,2,CASCADE_3+_DETECTOR,0.7
671,4,0,0,4,5,1.22,2,CASCADE_3+_DETECTOR,0.7
672,4,0,0,4,5,1.61,2,CASCADE_3+_DETECTOR,0.7
673,4,0,0,4,5,1.45,2,CASCADE_3+_DETECTOR,0.7
674,4,0,0,4,4,2.52,1,FOUNTAIN_3+_DETECTOR,0.7
675,4,0,0,4,4,2.5,2,CASCADE_3+_DETECTOR,0.7
676,4,0,0,4,4,1.1,1,FOUNTAIN_3+_DETECTOR,0.7
677,4,0,0,4,4,1.23,2,CASCADE_3+_DETECTOR,0.7
678,5,0,0,5,5,1.59,2,CASCADE_3+_DETECTOR,0.7
679,5,0,0,5,5,2.16,2,CASCADE_3+_DETECTOR,0.7
680,5,0,0,5,5,2.46,2,CASCADE_3+_DETECTOR,0.7
681,5,0,0,5,5,2.38,2,CASCADE_3+_DETECTOR,0.7
682,5,0,0,5,5,2.14,2,CASCADE_3+_DETECTOR,0.7
683,5,0,0,5,5,2.04,2,CASCADE_3+_DETECTOR,0.7
684,5,0,0,5,5,2.0,2,CASCADE_3+_DETECTOR,0.7
685,5,0,0,5,5,2.85,2,CASCADE_3+_DETECTOR,0.7
686,5,0,0,5,5,2.19,2,CASCADE_3+_DETECTOR,0.7
687,5,0,0,5,5,3.22,2,CASCADE_3+_DETECTOR,0.7
688,5,0,0,5,5,2.52,2,CASCADE_3+_DETECTOR,0.7
689,5,0,0,5,5,2.7,2,CASCADE_3+_DETECTOR,0.7
690,5,0,0,5,5,2.88,2,CASCADE_3+_DETECTOR,0.7
691,5,0,0,5,5,2.02,2,CASCADE_3+_DETECTOR,0.7
692,5,0,0,5,5,2.19,2,CASCADE_3+_DETECTOR,0.7
693,5,0,0,5,5,2.33,2,CASCADE_3+_DETECTOR,0.7
694,4,0,0,4,5,2.55,2,CASCADE_3+_DETECTOR,0.7
695,4,0,0,4,5,2.46,2,CASCADE_3+_DETECTOR,0.7
696,4,0,0,4,5,2.74,2,CASCADE_3+_DETECTOR,0.7
697,4,0,0,4,5,3.23,2,CASCADE_3+_DETECTOR,0.7
698,4,0,0,4,5,3.1,2,CASCADE_3+_DETECTOR,0.7
699,4,0,0,4,4,2.04,2,CASCADE_3+_DETECTOR,0.7
700,4,0,0,4,4,1.44,2,CASCADE_3+_DETECTOR,0.7
701,5,0,0,5,5,0.87,2,CASCADE_3+_DETECTOR,0.7
702,5,0,0,5,5,2.7,2,CASCADE_3+_DETECTOR,0.7
703,5,0,0,5,5,1.31,2,CASCADE_3+_DETECTOR,0.7
704,5,0,0,5,5,0.37,2,CASCADE_3+_DETECTOR,0.7
705,5,0,0,5,5,2.95,2,CASCADE_3+_DETECTOR,0.7
706,5,0,0,5,5,2.79,2,CASCADE_3+_DETECTOR,0.7
707,5,0,0,5,5,2.98,2,CASCADE_3+_DETECTOR,0.7
708,5,0,0,5,5,3.8,2,CASCADE_3+_DETECTOR,0.7
709,5,0,0,5,5,3.58,2,CASCADE_3+_DETECTOR,0.7
710,4,0,0,4,5,3.41,2,CASCADE_3+_DETECTOR,0.7
711,4,0,0,4,5,2.91,2,CASCADE_3+_DETECTOR,0.7
712,4,0,0,4,5,3.23,2,CASCADE_3+_DETECTOR,0.7
713,4,0,0,4,5,2.67,2,CASCADE_3+_DETECTOR,0.7
714,4,0,0,4,4,3.13,2,CASCADE_3+_DETECTOR,0.7
715,5,0,0,5,5,1.24,2,CASCADE_3+_DETECTOR,0.7
716,5,0,0,5,5,1.84,2,CASCADE_3+_DETECTOR,0.7
717,5,0,0,5,5,2.57,2,CASCADE_3+_DETECTOR,0.7
718,4,0,0,4,5,2.85,2,CASCADE_3+_DETECTOR,0.7
719,4,0,0,4,5,2.82,2,CASCADE_3+_DETECTOR,0.7
720,4,0,0,4,5,2.67,2,CASCADE_3+_DETECTOR,0.7
721,4,0,0,4,5,3.09,2,CASCADE_3+_DETECTOR,0.7
722,4,0,0,4,5,2.98,2,CASCADE_3+_DETECTOR,0.7
