frame,L40v2,R40v2,h12_pattern,h12_conf
787,0,1,SINGLE_BALL,0.668
788,0,0,SINGLE_BALL,0.668
789,0,0,SINGLE_BALL,0.668
790,0,0,SINGLE_BALL,0.668
791,0,0,TWO_BALL,0.537
792,1,0,TWO_BALL,0.537
793,1,0,TWO_BALL,0.537
794,1,0,TWO_BALL,0.537
795,1,0,TWO_BALL,0.537
796,1,0,TWO_BALL,0.537
797,1,1,MIXED_3+,0.55
798,1,1,MIXED_3+,0.55
799,1,1,MIXED_3+,0.55
800,1,1,MIXED_3+,0.55
801,1,1,MIXED_3+,0.55
802,1,1,MIXED_3+,0.55
803,1,1,MIXED_3+,0.55
804,1,0,MIXED_3+,0.55
805,1,0,MIXED_3+,0.55
806,1,0,TWO_BALL,0.491
807,1,0,TWO_BALL,0.491
808,1,0,TWO_BALL,0.491
809,1,0,TWO_BALL,0.491
810,1,0,TWO_BALL,0.491
811,1,1,MIXED_3+,0.55
812,0,1,TWO_BALL,0.491
813,0,1,TWO_BALL,0.491
814,1,1,MIXED_3+,0.661
815,1,1,MIXED_3+,0.661
816,1,1,MIXED_3+,0.661
817,1,1,MIXED_3+,0.661
818,0,1,MIXED_3+,0.661
819,1,1,MIXED_3+,0.661
820,1,1,MIXED_3+,0.661
821,1,1,MIXED_3+,0.661
822,1,1,MIXED_3+,0.661
823,1,1,MIXED_3+,0.661
824,1,1,MIXED_3+,0.661
825,1,1,MIXED_3+,0.661
826,1,1,MIXED_3+,0.661
827,1,1,MIXED_3+,0.661
828,1,1,MIXED_3+,0.661
829,1,1,MIXED_3+,0.661
830,1,1,TWO_BALL_ONE_HAND,0.491
831,0,0,SINGLE_BALL,0.405
832,0,0,SINGLE_BALL,0.405
833,0,0,SINGLE_BALL,0.405
834,0,0,SINGLE_BALL,0.405
835,0,0,SINGLE_BALL,0.405
836,0,0,SINGLE_BALL,0.405
838,0,1,SINGLE_BALL,0.405
839,0,1,TWO_BALL_ONE_HAND,0.675
840,1,1,SINGLE_BALL,0.944
841,1,1,SINGLE_BALL,0.944
842,1,1,SINGLE_BALL,0.944
843,1,0,SINGLE_BALL,0.944
844,1,0,SINGLE_BALL,0.944
847,0,0,SINGLE_BALL,0.944
848,0,0,SINGLE_BALL,0.944
849,0,0,SINGLE_BALL,0.944
850,0,0,SINGLE_BALL,0.944
851,0,0,SINGLE_BALL,0.944
853,0,0,SINGLE_BALL,0.944
854,0,0,SINGLE_BALL,0.944
855,1,0,TWO_BALL,0.972
856,1,0,FOUNTAIN_3+,0.84
857,1,0,TWO_BALL,0.76
858,1,1,TWO_BALL,0.76
859,1,1,TWO_BALL,0.76
860,1,1,FOUNTAIN_3+,0.642
861,1,1,FOUNTAIN_3+,0.642
862,1,1,FOUNTAIN_3+,0.642
863,0,0,FOUNTAIN_3+,0.642
864,0,0,FOUNTAIN_3+,0.642
865,0,0,FOUNTAIN_3+,0.642
866,0,0,FOUNTAIN_3+,0.642
867,0,0,FOUNTAIN_3+,0.642
868,0,0,FOUNTAIN_3+,0.642
869,0,0,FOUNTAIN_3+,0.642
870,0,0,FOUNTAIN_3+,0.642
871,0,0,FOUNTAIN_3+,0.642
872,1,1,MIXED_3+,0.642
873,1,1,TWO_BALL,0.675
874,1,1,TWO_BALL,0.675
875,0,1,TWO_BALL,0.675
876,0,1,TWO_BALL,0.675
877,0,0,TWO_BALL,0.675
879,0,1,TWO_BALL,0.675
880,0,1,TWO_BALL,0.675
881,0,1,SINGLE_BALL,0.405
882,0,1,SINGLE_BALL,0.405
883,0,0,TWO_BALL,0.491
884,0,1,TWO_BALL,0.491
885,1,1,MIXED_3+,0.521
886,1,1,TWO_BALL,0.493
888,1,0,TWO_BALL,0.493
889,1,0,TWO_BALL,0.493
890,1,1,MIXED_3+,0.651
891,1,1,MIXED_3+,0.651
892,0,1,MIXED_3+,0.651
893,0,1,MIXED_3+,0.651
894,0,1,MIXED_3+,0.651
895,1,1,MIXED_3+,0.651
896,1,1,MIXED_3+,0.651
897,1,1,MIXED_3+,0.651
898,1,0,MIXED_3+,0.651
899,1,0,MIXED_3+,0.651
900,1,0,MIXED_3+,0.651
901,1,0,MIXED_3+,0.651
903,1,0,MIXED_3+,0.651
904,1,0,MIXED_3+,0.651
905,1,0,MIXED_3+,0.651
906,0,0,MIXED_3+,0.651
907,0,0,MIXED_3+,0.651
908,0,0,MIXED_3+,0.651
909,0,1,MIXED_3+,0.651
910,0,1,MIXED_3+,0.651
911,1,1,MIXED_3+,0.651
912,1,1,MIXED_3+,0.651
913,1,1,MIXED_3+,0.651
914,1,1,MIXED_3+,0.651
915,1,0,MIXED_3+,0.651
916,1,1,MIXED_3+,0.651
917,1,1,MIXED_3+,0.651
918,0,1,MIXED_3+,0.651
919,0,0,MIXED_3+,0.651
920,0,0,MIXED_3+,0.651
921,0,0,MIXED_3+,0.651
922,0,0,MIXED_3+,0.651
923,0,0,MIXED_3+,0.651
924,0,0,MIXED_3+,0.651
925,0,1,MIXED_3+,0.651
926,1,1,MIXED_3+,0.651
927,1,1,MIXED_3+,0.651
928,1,0,MIXED_3+,0.651
929,1,0,MIXED_3+,0.651
930,1,1,MIXED_3+,0.651
931,1,1,MIXED_3+,0.651
932,1,1,MIXED_3+,0.651
933,1,1,MIXED_3+,0.651
934,1,1,MIXED_3+,0.651
935,1,1,MIXED_3+,0.651
939,1,0,TWO_BALL,0.774
940,1,0,TWO_BALL,0.774
942,1,0,TWO_BALL,0.774
943,1,1,TWO_BALL,0.774
944,1,1,MIXED_3+,0.651
945,1,1,MIXED_3+,0.651
946,0,1,TWO_BALL,0.493
947,0,1,TWO_BALL,0.493
948,0,1,TWO_BALL_ONE_HAND,0.493
949,0,1,SINGLE_BALL,0.405
950,0,1,SINGLE_BALL,0.405
951,0,1,SINGLE_BALL,0.405
952,0,1,SINGLE_BALL,0.405
953,0,1,SINGLE_BALL,0.405
954,0,1,SINGLE_BALL,0.405
955,0,1,SINGLE_BALL,0.405
956,0,1,TWO_BALL,0.703
957,0,1,MIXED_3+,0.662
958,0,1,MIXED_3+,0.662
959,1,1,MIXED_3+,0.662
960,1,1,MIXED_3+,0.662
961,1,1,MIXED_3+,0.662
962,1,1,MIXED_3+,0.662
964,0,0,MIXED_3+,0.662
965,0,0,TWO_BALL,0.79
966,0,0,SINGLE_BALL,1.0
967,0,0,SINGLE_BALL,1.0
969,0,0,TWO_BALL,0.662
970,0,0,FOUNTAIN_3+,0.576
971,0,1,TWO_BALL,0.364
973,0,1,TWO_BALL,0.364
974,0,1,TWO_BALL,0.364
975,0,1,TWO_BALL,0.364
976,0,1,TWO_BALL,0.364
977,1,0,FOUNTAIN_3+,0.565
978,1,1,FOUNTAIN_3+,0.565
979,1,1,FOUNTAIN_3+,0.565
980,1,1,FOUNTAIN_3+,0.565
981,1,1,FOUNTAIN_3+,0.565
982,1,1,FOUNTAIN_3+,0.565
983,1,1,FOUNTAIN_3+,0.565
984,0,1,FOUNTAIN_3+,0.565
985,0,1,FOUNTAIN_3+,0.565
986,0,1,FOUNTAIN_3+,0.565
987,0,1,FOUNTAIN_3+,0.565
988,0,1,FOUNTAIN_3+,0.565
989,0,1,FOUNTAIN_3+,0.565
990,0,1,FOUNTAIN_3+,0.565
991,0,1,FOUNTAIN_3+,0.565
993,0,1,FOUNTAIN_3+,0.565
994,0,1,FOUNTAIN_3+,0.565
995,0,1,FOUNTAIN_3+,0.565
996,0,1,FOUNTAIN_3+,0.565
997,0,1,FOUNTAIN_3+,0.565
998,1,1,FOUNTAIN_3+,0.565
999,1,1,FOUNTAIN_3+,0.565
1000,1,1,FOUNTAIN_3+,0.565
1001,1,1,FOUNTAIN_3+,0.565
1002,1,1,FOUNTAIN_3+,0.565
1003,1,1,FOUNTAIN_3+,0.565
1004,1,1,FOUNTAIN_3+,0.565
1005,0,1,FOUNTAIN_3+,0.565
1006,0,1,FOUNTAIN_3+,0.565
1007,0,0,FOUNTAIN_3+,0.565
1008,0,1,FOUNTAIN_3+,0.565
1009,0,1,FOUNTAIN_3+,0.565
1010,0,1,FOUNTAIN_3+,0.565
1011,0,1,FOUNTAIN_3+,0.565
1012,0,1,TWO_BALL,0.364
1013,0,1,TWO_BALL,0.364
1014,0,1,TWO_BALL,0.364
1015,0,1,TWO_BALL_ONE_HAND,0.364
1016,0,1,SINGLE_BALL,0.324
1017,0,1,SINGLE_BALL,0.324
1018,0,1,SINGLE_BALL,0.324
1019,0,1,SINGLE_BALL,0.324
1020,0,1,SINGLE_BALL,0.324
1030,1,1,FOUNTAIN_3+,0.463
1031,1,1,FOUNTAIN_3+,0.463
1032,1,1,FOUNTAIN_3+,0.463
1033,1,1,FOUNTAIN_3+,0.463
1034,1,1,FOUNTAIN_3+,0.463
1035,0,1,FOUNTAIN_3+,0.463
1037,0,1,FOUNTAIN_3+,0.463
1038,0,1,FOUNTAIN_3+,0.463
1039,0,1,FOUNTAIN_3+,0.463
1040,0,0,FOUNTAIN_3+,0.463
1041,1,0,FOUNTAIN_3+,0.463
1042,1,1,FOUNTAIN_3+,0.463
1043,1,1,FOUNTAIN_3+,0.463
1044,1,1,FOUNTAIN_3+,0.463
1045,1,1,FOUNTAIN_3+,0.463
1046,0,1,FOUNTAIN_3+,0.463
1047,0,1,FOUNTAIN_3+,0.463
1048,0,1,FOUNTAIN_3+,0.463
1049,1,1,FOUNTAIN_3+,0.463
1050,1,1,FOUNTAIN_3+,0.463
1051,1,1,TWO_BALL_ONE_HAND,0.533
1052,0,1,TWO_BALL_ONE_HAND,0.533
1053,0,1,TWO_BALL_ONE_HAND,0.533
1054,0,1,TWO_BALL_ONE_HAND,0.533
1055,0,1,TWO_BALL,0.533
1056,0,1,FOUNTAIN_3+,0.463
1057,1,1,FOUNTAIN_3+,0.463
1058,1,0,FOUNTAIN_3+,0.463
1059,1,0,FOUNTAIN_3+,0.463
1060,1,0,FOUNTAIN_3+,0.463
1061,1,0,TWO_BALL,0.364
1062,0,1,TWO_BALL,0.364
1063,0,1,TWO_BALL,0.364
1064,0,1,TWO_BALL,0.364
1065,0,1,TWO_BALL,0.364
1066,0,1,TWO_BALL,0.364
1067,0,1,TWO_BALL,0.364
1068,0,1,TWO_BALL,0.364
1069,0,1,TWO_BALL,0.364
1070,0,1,FOUNTAIN_3+,0.576
1071,0,1,FOUNTAIN_3+,0.576
1072,0,1,FOUNTAIN_3+,0.576
1073,1,1,FOUNTAIN_3+,0.576
1074,1,1,FOUNTAIN_3+,0.576
1075,1,1,TWO_BALL,0.662
1076,1,0,TWO_BALL,0.662
1077,1,1,FOUNTAIN_3+,0.775
1078,1,1,SINGLE_BALL,0.324
