frame,pattern,confidence,new_pattern
526,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
527,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
528,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
529,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
530,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
531,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
532,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
533,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
534,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
535,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
536,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
537,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
538,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
539,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
540,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
541,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
542,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
543,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
544,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
545,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
546,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
547,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
548,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
549,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
550,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
551,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
552,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
553,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
554,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
555,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
556,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
557,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
558,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
559,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
560,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
561,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
562,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
563,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
564,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
565,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
566,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
567,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
568,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
569,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
570,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
571,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
572,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
573,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
574,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
575,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
576,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
577,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
578,FOUNTAIN_3+,0.682,FOUNTAIN_LOW_CONF
579,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
580,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
581,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
582,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
583,FOUNTAIN_3+,0.66,FOUNTAIN_LOW_CONF
584,FOUNTAIN_3+,0.66,FOUNTAIN_LOW_CONF
585,FOUNTAIN_3+,0.66,FOUNTAIN_LOW_CONF
586,FOUNTAIN_3+,0.66,FOUNTAIN_LOW_CONF
587,FOUNTAIN_3+,0.66,FOUNTAIN_LOW_CONF
588,FOUNTAIN_3+,0.66,FOUNTAIN_LOW_CONF
589,FOUNTAIN_3+,0.66,FOUNTAIN_LOW_CONF
590,FOUNTAIN_3+,0.66,FOUNTAIN_LOW_CONF
591,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
592,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
593,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
594,FOUNTAIN_3+,0.651,FOUNTAIN_LOW_CONF
595,MIXED_3+,0.651,MIXED_3+
596,MIXED_3+,0.645,MIXED_3+
597,MIXED_3+,0.645,MIXED_3+
598,MIXED_3+,0.645,MIXED_3+
599,MIXED_3+,0.645,MIXED_3+
600,MIXED_3+,0.645,MIXED_3+
601,MIXED_3+,0.645,MIXED_3+
602,MIXED_3+,0.645,MIXED_3+
603,MIXED_3+,0.645,MIXED_3+
604,MIXED_3+,0.645,MIXED_3+
605,MIXED_3+,0.645,MIXED_3+
606,MIXED_3+,0.651,MIXED_3+
607,MIXED_3+,0.651,MIXED_3+
608,MIXED_3+,0.651,MIXED_3+
609,MIXED_3+,0.651,MIXED_3+
610,MIXED_3+,0.651,MIXED_3+
611,MIXED_3+,0.651,MIXED_3+
612,MIXED_3+,0.651,MIXED_3+
613,MIXED_3+,0.651,MIXED_3+
614,MIXED_3+,0.651,MIXED_3+
615,MIXED_3+,0.651,MIXED_3+
616,MIXED_3+,0.651,MIXED_3+
617,MIXED_3+,0.651,MIXED_3+
618,MIXED_3+,0.651,MIXED_3+
619,MIXED_3+,0.651,MIXED_3+
620,MIXED_3+,0.651,MIXED_3+
621,MIXED_3+,0.651,MIXED_3+
622,MIXED_3+,0.651,MIXED_3+
623,MIXED_3+,0.651,MIXED_3+
624,MIXED_3+,0.651,MIXED_3+
625,MIXED_3+,0.651,MIXED_3+
626,MIXED_3+,0.651,MIXED_3+
627,MIXED_3+,0.651,MIXED_3+
628,MIXED_3+,0.651,MIXED_3+
629,MIXED_3+,0.651,MIXED_3+
630,MIXED_3+,0.651,MIXED_3+
631,MIXED_3+,0.651,MIXED_3+
632,MIXED_3+,0.651,MIXED_3+
633,MIXED_3+,0.651,MIXED_3+
634,MIXED_3+,0.651,MIXED_3+
635,MIXED_3+,0.651,MIXED_3+
636,MIXED_3+,0.651,MIXED_3+
637,MIXED_3+,0.651,MIXED_3+
638,MIXED_3+,0.651,MIXED_3+
639,MIXED_3+,0.651,MIXED_3+
640,MIXED_3+,0.651,MIXED_3+
641,MIXED_3+,0.651,MIXED_3+
642,MIXED_3+,0.651,MIXED_3+
643,MIXED_3+,0.651,MIXED_3+
644,CASCADE_3+,0.651,CASCADE_3+
645,CASCADE_3+,0.661,CASCADE_3+
646,CASCADE_3+,0.661,CASCADE_3+
647,CASCADE_3+,0.661,CASCADE_3+
648,CASCADE_3+,0.661,CASCADE_3+
649,CASCADE_3+,0.661,CASCADE_3+
650,CASCADE_3+,0.661,CASCADE_3+
651,CASCADE_3+,0.661,CASCADE_3+
652,CASCADE_3+,0.661,CASCADE_3+
653,CASCADE_3+,0.661,CASCADE_3+
654,CASCADE_3+,0.676,CASCADE_3+
655,CASCADE_3+,0.676,CASCADE_3+
656,MIXED_3+,0.66,MIXED_3+
657,MIXED_3+,0.66,MIXED_3+
658,MIXED_3+,0.66,MIXED_3+
659,MIXED_3+,0.66,MIXED_3+
660,MIXED_3+,0.66,MIXED_3+
661,MIXED_3+,0.66,MIXED_3+
662,MIXED_3+,0.66,MIXED_3+
663,MIXED_3+,0.66,MIXED_3+
664,MIXED_3+,0.66,MIXED_3+
665,MIXED_3+,0.66,MIXED_3+
666,MIXED_3+,0.66,MIXED_3+
667,MIXED_3+,0.66,MIXED_3+
668,MIXED_3+,0.66,MIXED_3+
669,MIXED_3+,0.66,MIXED_3+
670,CASCADE_3+,0.652,CASCADE_3+
671,CASCADE_3+,0.66,CASCADE_3+
672,CASCADE_3+,0.66,CASCADE_3+
673,CASCADE_3+,0.66,CASCADE_3+
674,CASCADE_3+,0.66,CASCADE_3+
675,CASCADE_3+,0.66,CASCADE_3+
676,CASCADE_3+,0.66,CASCADE_3+
677,CASCADE_3+,0.66,CASCADE_3+
678,MIXED_3+,0.652,MIXED_3+
679,MIXED_3+,0.652,MIXED_3+
680,MIXED_3+,0.652,MIXED_3+
681,MIXED_3+,0.652,MIXED_3+
682,MIXED_3+,0.652,MIXED_3+
683,MIXED_3+,0.652,MIXED_3+
684,MIXED_3+,0.652,MIXED_3+
685,MIXED_3+,0.652,MIXED_3+
686,MIXED_3+,0.652,MIXED_3+
687,MIXED_3+,0.652,MIXED_3+
688,MIXED_3+,0.652,MIXED_3+
689,MIXED_3+,0.652,MIXED_3+
690,MIXED_3+,0.652,MIXED_3+
691,MIXED_3+,0.652,MIXED_3+
692,MIXED_3+,0.652,MIXED_3+
693,CASCADE_3+,0.652,CASCADE_3+
694,CASCADE_3+,0.647,CASCADE_3+
695,CASCADE_3+,0.647,CASCADE_3+
696,CASCADE_3+,0.647,CASCADE_3+
697,CASCADE_3+,0.647,CASCADE_3+
698,CASCADE_3+,0.647,CASCADE_3+
699,CASCADE_3+,0.647,CASCADE_3+
700,CASCADE_3+,0.647,CASCADE_3+
701,MIXED_3+,0.652,MIXED_3+
702,MIXED_3+,0.652,MIXED_3+
703,MIXED_3+,0.652,MIXED_3+
704,MIXED_3+,0.652,MIXED_3+
705,MIXED_3+,0.652,MIXED_3+
706,MIXED_3+,0.652,MIXED_3+
707,MIXED_3+,0.652,MIXED_3+
708,MIXED_3+,0.652,MIXED_3+
709,CASCADE_3+,0.652,CASCADE_3+
710,CASCADE_3+,0.645,CASCADE_3+
711,CASCADE_3+,0.645,CASCADE_3+
712,CASCADE_3+,0.645,CASCADE_3+
713,CASCADE_3+,0.645,CASCADE_3+
714,CASCADE_3+,0.645,CASCADE_3+
715,MIXED_3+,0.652,MIXED_3+
716,MIXED_3+,0.652,MIXED_3+
717,CASCADE_3+,0.652,CASCADE_3+
718,CASCADE_3+,0.661,CASCADE_3+
719,CASCADE_3+,0.661,CASCADE_3+
720,CASCADE_3+,0.661,CASCADE_3+
721,CASCADE_3+,0.661,CASCADE_3+
722,CASCADE_3+,0.661,CASCADE_3+
723,CASCADE_3+,0.661,CASCADE_3+
724,CASCADE_3+,0.661,CASCADE_3+
725,CASCADE_3+,0.661,CASCADE_3+
726,CASCADE_3+,0.661,CASCADE_3+
727,CASCADE_3+,0.661,CASCADE_3+
728,CASCADE_3+,0.661,CASCADE_3+
729,CASCADE_3+,0.661,CASCADE_3+
730,CASCADE_3+,0.661,CASCADE_3+
731,MIXED_3+,0.652,MIXED_3+
732,MIXED_3+,0.652,MIXED_3+
733,MIXED_3+,0.652,MIXED_3+
734,MIXED_3+,0.652,MIXED_3+
735,MIXED_3+,0.652,MIXED_3+
736,MIXED_3+,0.652,MIXED_3+
737,MIXED_3+,0.652,MIXED_3+
738,CASCADE_3+,0.652,CASCADE_3+
739,CASCADE_3+,0.66,CASCADE_3+
740,CASCADE_3+,0.66,CASCADE_3+
741,CASCADE_3+,0.66,CASCADE_3+
742,CASCADE_3+,0.66,CASCADE_3+
743,MIXED_3+,0.652,MIXED_3+
744,MIXED_3+,0.652,MIXED_3+
745,MIXED_3+,0.652,MIXED_3+
746,MIXED_3+,0.652,MIXED_3+
747,MIXED_3+,0.652,MIXED_3+
748,MIXED_3+,0.652,MIXED_3+
749,CASCADE_3+,0.652,CASCADE_3+
750,CASCADE_3+,0.646,CASCADE_3+
751,CASCADE_3+,0.646,CASCADE_3+
752,CASCADE_3+,0.646,CASCADE_3+
753,CASCADE_3+,0.646,CASCADE_3+
754,CASCADE_3+,0.646,CASCADE_3+
755,MIXED_3+,0.652,MIXED_3+
756,MIXED_3+,0.652,MIXED_3+
757,MIXED_3+,0.652,MIXED_3+
758,MIXED_3+,0.652,MIXED_3+
759,MIXED_3+,0.652,MIXED_3+
760,MIXED_3+,0.652,MIXED_3+
761,CASCADE_3+,0.652,CASCADE_3+
762,CASCADE_3+,0.647,CASCADE_3+
763,CASCADE_3+,0.647,CASCADE_3+
764,CASCADE_3+,0.647,CASCADE_3+
765,CASCADE_3+,0.647,CASCADE_3+
766,CASCADE_3+,0.647,CASCADE_3+
767,CASCADE_3+,0.647,CASCADE_3+
768,CASCADE_3+,0.647,CASCADE_3+
769,MIXED_3+,0.652,MIXED_3+
770,MIXED_3+,0.652,MIXED_3+
771,MIXED_3+,0.652,MIXED_3+
772,MIXED_3+,0.652,MIXED_3+
773,MIXED_3+,0.652,MIXED_3+
774,MIXED_3+,0.652,MIXED_3+
775,MIXED_3+,0.652,MIXED_3+
776,MIXED_3+,0.652,MIXED_3+
777,MIXED_3+,0.652,MIXED_3+
778,MIXED_3+,0.652,MIXED_3+
779,MIXED_3+,0.652,MIXED_3+
780,MIXED_3+,0.652,MIXED_3+
781,MIXED_3+,0.652,MIXED_3+
782,MIXED_3+,0.652,MIXED_3+
783,MIXED_3+,0.652,MIXED_3+
784,MIXED_3+,0.652,MIXED_3+
785,MIXED_3+,0.652,MIXED_3+
786,MIXED_3+,0.652,MIXED_3+
787,MIXED_3+,0.652,MIXED_3+
788,MIXED_3+,0.652,MIXED_3+
789,MIXED_3+,0.652,MIXED_3+
790,MIXED_3+,0.661,MIXED_3+
791,MIXED_3+,0.661,MIXED_3+
792,MIXED_3+,0.661,MIXED_3+
793,MIXED_3+,0.661,MIXED_3+
794,MIXED_3+,0.661,MIXED_3+
795,MIXED_3+,0.661,MIXED_3+
796,MIXED_3+,0.661,MIXED_3+
797,MIXED_3+,0.661,MIXED_3+
798,MIXED_3+,0.661,MIXED_3+
799,MIXED_3+,0.661,MIXED_3+
800,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
801,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
802,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
803,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
804,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
805,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
806,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
807,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
808,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
809,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
810,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
811,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
812,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
813,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
814,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
815,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
816,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
817,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
818,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
819,FOUNTAIN_3+,0.646,FOUNTAIN_LOW_CONF
820,FOUNTAIN_3+,0.646,FOUNTAIN_LOW_CONF
821,FOUNTAIN_3+,0.646,FOUNTAIN_LOW_CONF
822,FOUNTAIN_3+,0.646,FOUNTAIN_LOW_CONF
823,FOUNTAIN_3+,0.646,FOUNTAIN_LOW_CONF
824,FOUNTAIN_3+,0.646,FOUNTAIN_LOW_CONF
825,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
826,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
827,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
828,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
829,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
830,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
831,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
832,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
833,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
834,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
835,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
836,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
837,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
838,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
839,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
840,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
841,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
842,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
843,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
844,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
845,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
846,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF
847,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF
848,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF
849,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF
850,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF
851,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF
852,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF
853,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF
854,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
855,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
856,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
857,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
858,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
859,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
860,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
861,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF
862,MIXED_3+,0.652,MIXED_3+
863,MIXED_3+,0.661,MIXED_3+
864,MIXED_3+,0.661,MIXED_3+
865,MIXED_3+,0.661,MIXED_3+
866,MIXED_3+,0.661,MIXED_3+
867,MIXED_3+,0.661,MIXED_3+
868,MIXED_3+,0.661,MIXED_3+
869,MIXED_3+,0.652,MIXED_3+
870,MIXED_3+,0.652,MIXED_3+
871,MIXED_3+,0.652,MIXED_3+
872,MIXED_3+,0.652,MIXED_3+
873,MIXED_3+,0.652,MIXED_3+
874,MIXED_3+,0.652,MIXED_3+
875,MIXED_3+,0.652,MIXED_3+
876,MIXED_3+,0.652,MIXED_3+
877,MIXED_3+,0.652,MIXED_3+
878,MIXED_3+,0.665,MIXED_3+
879,MIXED_3+,0.675,MIXED_3+
880,MIXED_3+,0.675,MIXED_3+
881,MIXED_3+,0.675,MIXED_3+
882,MIXED_3+,0.675,MIXED_3+
883,MIXED_3+,0.695,MIXED_3+
884,MIXED_3+,0.695,MIXED_3+
885,MIXED_3+,0.695,MIXED_3+
886,MIXED_3+,0.695,MIXED_3+
887,MIXED_3+,0.695,MIXED_3+
888,MIXED_3+,0.695,MIXED_3+
889,MIXED_3+,0.695,MIXED_3+
890,MIXED_3+,0.695,MIXED_3+
891,MIXED_3+,0.695,MIXED_3+
892,MIXED_3+,0.695,MIXED_3+
893,MIXED_3+,0.695,MIXED_3+
894,MIXED_3+,0.695,MIXED_3+
895,MIXED_3+,0.695,MIXED_3+
896,MIXED_3+,0.695,MIXED_3+
897,MIXED_3+,0.695,MIXED_3+
898,MIXED_3+,0.695,MIXED_3+
899,MIXED_3+,0.695,MIXED_3+
