frame,pattern,confidence,n_window_events,n_far,n_ambig,n_low_slope,guard_passed,guard_reason
417,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
418,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
419,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
420,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
421,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
422,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
423,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
424,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
425,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
426,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
427,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
428,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
429,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
430,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
431,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
432,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
433,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
434,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
435,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
436,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
437,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
438,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
439,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
440,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
441,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
442,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
443,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
444,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
445,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
446,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
447,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
448,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
449,MIXED_3+_UNCONFIRMED,0.3,4,0,0,0,True,ok
450,MIXED_3+_UNCONFIRMED,0.3,4,0,0,1,True,ok
451,TWO_BALL,0.5,4,0,0,1,True,ok
452,TWO_BALL,0.5,4,0,0,1,True,ok
453,TWO_BALL,0.5,4,0,0,1,True,ok
454,TWO_BALL,0.5,4,0,0,1,True,ok
455,TWO_BALL,0.5,4,0,0,1,True,ok
456,TWO_BALL,0.5,4,0,0,1,True,ok
457,TWO_BALL,0.5,4,0,0,1,True,ok
458,TWO_BALL,0.5,4,0,0,1,True,ok
459,TWO_BALL,0.5,4,0,0,1,True,ok
460,TWO_BALL_ONE_HAND,0.5,4,0,0,1,True,ok
461,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
462,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
463,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
464,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
465,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
466,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
467,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
468,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
469,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
470,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
471,MIXED_3+_UNCONFIRMED,0.3,4,0,0,2,False,low_slope_ratio=0.50
472,MIXED_3+_UNCONFIRMED,0.3,4,0,0,2,False,low_slope_ratio=0.50
473,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
474,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
475,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
476,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
477,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
478,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
479,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
480,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
481,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
482,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
483,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
484,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
485,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
486,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
487,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
488,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
489,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
490,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
491,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
492,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
493,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
494,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
495,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
496,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
497,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
498,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
499,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
500,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
501,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
502,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
503,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
504,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
505,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
506,SINGLE_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
507,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
508,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
509,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
510,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
511,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
512,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
513,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
514,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
515,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
516,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
517,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
518,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
519,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
520,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
521,TWO_BALL,0.5,4,0,0,2,False,low_slope_ratio=0.50
522,TWO_BALL_ONE_HAND,0.5,4,0,0,2,False,low_slope_ratio=0.50
533,MIXED_3+_UNCONFIRMED,0.25,4,0,0,3,False,low_slope_ratio=0.75
534,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
535,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
536,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
537,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
538,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
539,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
540,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
541,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
542,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
543,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
544,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
545,TWO_BALL_ONE_HAND,0.5,4,0,0,4,False,low_slope_ratio=1.00
546,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
547,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
548,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
549,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
550,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
551,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
552,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
553,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
554,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
555,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
556,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
557,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
558,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
559,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
560,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
561,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
562,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
563,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
564,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
565,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
566,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
567,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
568,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
569,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
570,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
571,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
572,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
573,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
574,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
575,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
576,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
577,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
578,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
579,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
580,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
581,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
582,TWO_BALL_ONE_HAND,0.5,4,0,0,4,False,low_slope_ratio=1.00
583,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
584,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
585,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
586,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
587,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
588,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
589,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
590,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
591,TWO_BALL_ONE_HAND,0.5,4,0,0,4,False,low_slope_ratio=1.00
592,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
593,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
594,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
595,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
596,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
597,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
598,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
599,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
600,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
601,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
602,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
603,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
604,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
605,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
606,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
607,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
608,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
609,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
610,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
611,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
612,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
613,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
614,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
615,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
616,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
617,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
618,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
619,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
620,SINGLE_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
621,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
622,TWO_BALL_ONE_HAND,0.5,4,0,0,4,False,low_slope_ratio=1.00
623,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
624,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
625,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
626,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
627,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
628,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
629,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
630,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
631,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
632,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
633,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
634,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
635,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
636,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
637,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
638,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
639,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
640,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
641,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
642,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
643,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
644,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
645,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
646,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
647,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
648,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
649,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
650,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
651,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
652,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
653,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
654,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
655,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
656,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
657,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
658,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
659,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
660,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
661,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
662,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
663,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
664,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
665,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
666,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
667,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
668,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
669,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
670,MIXED_3+_UNCONFIRMED,0.25,4,0,0,4,False,low_slope_ratio=1.00
671,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
672,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
673,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
674,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
675,TWO_BALL,0.5,4,0,0,4,False,low_slope_ratio=1.00
676,TWO_BALL,0.5,4,1,0,3,False,n_far=1
677,SINGLE_BALL,0.5,4,1,0,3,False,n_far=1
678,SINGLE_BALL,0.5,4,1,0,3,False,n_far=1
679,TWO_BALL_ONE_HAND,0.5,4,1,0,3,False,n_far=1
680,TWO_BALL,0.5,4,1,0,3,False,n_far=1
681,TWO_BALL,0.5,4,1,0,3,False,n_far=1
682,TWO_BALL,0.5,4,1,0,3,False,n_far=1
683,TWO_BALL,0.5,4,1,0,3,False,n_far=1
684,TWO_BALL,0.5,4,1,0,3,False,n_far=1
685,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
686,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
687,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
688,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
689,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
690,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
691,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
692,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
693,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
694,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
695,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
696,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
697,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
698,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
699,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
700,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
701,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
702,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
703,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
704,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
705,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
706,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
707,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
708,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
709,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
710,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
711,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
712,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
713,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
714,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
715,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
716,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
717,TWO_BALL,0.5,4,2,0,2,False,n_far=2
718,TWO_BALL,0.5,4,2,0,2,False,n_far=2
719,TWO_BALL,0.5,4,2,0,2,False,n_far=2
720,TWO_BALL,0.5,4,2,0,2,False,n_far=2
721,TWO_BALL,0.5,4,2,0,2,False,n_far=2
722,TWO_BALL,0.5,4,2,0,2,False,n_far=2
723,TWO_BALL,0.5,4,2,0,2,False,n_far=2
724,TWO_BALL,0.5,4,2,0,2,False,n_far=2
725,TWO_BALL,0.5,4,2,0,2,False,n_far=2
726,TWO_BALL,0.5,4,2,0,2,False,n_far=2
727,TWO_BALL,0.5,4,2,0,2,False,n_far=2
728,TWO_BALL,0.5,4,2,0,2,False,n_far=2
729,TWO_BALL,0.5,4,2,0,2,False,n_far=2
730,TWO_BALL,0.5,4,2,0,2,False,n_far=2
731,TWO_BALL,0.5,4,2,0,2,False,n_far=2
732,TWO_BALL,0.5,4,2,0,2,False,n_far=2
733,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
734,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
735,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
736,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
737,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
738,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
739,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
740,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
741,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
742,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
743,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
744,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
745,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
746,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
747,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
748,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
749,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
750,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
751,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
752,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
753,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
754,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
755,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
756,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
757,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
758,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
759,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
760,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
761,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
762,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
763,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
764,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
765,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
766,MIXED_3+_UNCONFIRMED,0.3,4,2,0,2,False,n_far=2
767,TWO_BALL,0.5,4,2,0,2,False,n_far=2
768,TWO_BALL,0.5,4,2,0,2,False,n_far=2
769,TWO_BALL,0.5,4,2,0,2,False,n_far=2
770,TWO_BALL,0.5,4,2,0,2,False,n_far=2
771,TWO_BALL,0.5,4,2,0,2,False,n_far=2
772,TWO_BALL,0.5,4,2,0,2,False,n_far=2
773,TWO_BALL,0.5,4,2,0,2,False,n_far=2
774,TWO_BALL,0.5,4,2,0,2,False,n_far=2
775,MIXED_3+_UNCONFIRMED,0.3,4,1,0,3,False,n_far=1
776,MIXED_3+_UNCONFIRMED,0.3,4,1,0,3,False,n_far=1
777,MIXED_3+_UNCONFIRMED,0.3,4,1,0,3,False,n_far=1
778,MIXED_3+_UNCONFIRMED,0.3,4,1,0,3,False,n_far=1
779,MIXED_3+_UNCONFIRMED,0.3,4,1,0,3,False,n_far=1
