frame,h50_pattern,h50_confidence,h68_pattern,h43_rejected,h66_rejected,h68_rejected
428,MIXED_3+,0.661,MIXED_3+,no,no,no
429,MIXED_3+,0.661,MIXED_3+,no,no,no
430,MIXED_3+,0.661,MIXED_3+,no,no,no
431,MIXED_3+,0.661,MIXED_3+,no,no,no
432,MIXED_3+,0.661,MIXED_3+,no,no,no
433,MIXED_3+,0.661,MIXED_3+,no,no,no
434,MIXED_3+,0.661,MIXED_3+,no,no,no
435,MIXED_3+,0.661,MIXED_3+,no,no,no
436,MIXED_3+,0.661,MIXED_3+,no,no,no
437,MIXED_3+,0.661,MIXED_3+,no,no,no
438,MIXED_3+,0.661,MIXED_3+,no,no,no
439,MIXED_3+,0.661,MIXED_3+,no,no,no
440,MIXED_3+,0.661,MIXED_3+,no,no,no
441,MIXED_3+,0.661,MIXED_3+,no,no,no
442,MIXED_3+,0.661,MIXED_3+,no,no,no
443,MIXED_3+,0.661,MIXED_3+,no,no,no
444,MIXED_3+,0.661,MIXED_3+,no,no,no
445,MIXED_3+,0.651,MIXED_3+,no,no,no
446,MIXED_3+,0.651,MIXED_3+,no,no,no
447,MIXED_3+,0.651,MIXED_3+,no,no,no
448,MIXED_3+,0.651,MIXED_3+,no,no,no
449,MIXED_3+,0.651,MIXED_3+,no,no,no
450,MIXED_3+,0.651,MIXED_3+,no,no,no
451,MIXED_3+,0.651,MIXED_3+,no,no,no
452,MIXED_3+,0.651,MIXED_3+,no,no,no
453,MIXED_3+,0.651,MIXED_3+,no,no,no
454,MIXED_3+,0.651,MIXED_3+,no,no,no
455,MIXED_3+,0.651,MIXED_3+,no,no,no
456,MIXED_3+,0.651,MIXED_3+,no,no,no
457,MIXED_3+,0.651,MIXED_3+,no,no,no
458,MIXED_3+,0.651,MIXED_3+,no,no,no
459,MIXED_3+,0.651,MIXED_3+,no,no,no
460,MIXED_3+,0.651,MIXED_3+,no,no,no
461,MIXED_3+,0.651,MIXED_3+,no,no,no
462,MIXED_3+,0.651,MIXED_3+,no,no,no
463,MIXED_3+,0.651,MIXED_3+,no,no,no
464,MIXED_3+,0.651,MIXED_3+,no,no,no
465,MIXED_3+,0.651,MIXED_3+,no,no,no
466,MIXED_3+,0.637,MIXED_3+,no,no,no
467,MIXED_3+,0.637,MIXED_3+,no,no,no
468,MIXED_3+,0.637,MIXED_3+,no,no,no
469,MIXED_3+,0.630,MIXED_3+,no,no,no
470,MIXED_3+,0.630,MIXED_3+,no,no,no
471,MIXED_3+,0.646,MIXED_3+,no,no,no
472,MIXED_3+,0.646,MIXED_3+,no,no,no
473,MIXED_3+,0.646,MIXED_3+,no,no,no
474,MIXED_3+,0.646,MIXED_3+,no,no,no
475,MIXED_3+,0.646,MIXED_3+,no,no,no
476,MIXED_3+,0.646,MIXED_3+,no,no,no
477,MIXED_3+,0.646,MIXED_3+,no,no,no
478,MIXED_3+,0.646,MIXED_3+,no,no,no
479,MIXED_3+,0.646,MIXED_3+,no,no,no
480,MIXED_3+,0.646,MIXED_3+,no,no,no
481,MIXED_3+,0.646,MIXED_3+,no,no,no
482,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
483,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
484,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
485,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
486,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
487,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
488,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
489,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
490,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
491,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
492,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
493,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
494,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
495,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
496,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
497,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
498,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
499,FOUNTAIN_3+,0.661,FOUNTAIN_3+,no,no,no
500,FOUNTAIN_3+,0.661,FOUNTAIN_3+,no,no,no
501,FOUNTAIN_3+,0.661,FOUNTAIN_3+,no,no,no
502,FOUNTAIN_3+,0.661,FOUNTAIN_3+,no,no,no
503,FOUNTAIN_3+,0.661,FOUNTAIN_3+,no,no,no
504,FOUNTAIN_3+,0.661,FOUNTAIN_3+,no,no,no
505,FOUNTAIN_3+,0.661,FOUNTAIN_3+,no,no,no
506,FOUNTAIN_3+,0.661,FOUNTAIN_3+,no,no,no
507,FOUNTAIN_3+,0.661,FOUNTAIN_3+,no,no,no
508,FOUNTAIN_3+,0.661,FOUNTAIN_3+,no,no,no
509,FOUNTAIN_3+,0.661,FOUNTAIN_3+,no,no,no
510,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
511,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
512,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
513,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
514,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
515,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
516,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
517,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
518,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
519,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
520,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
521,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
522,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
523,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
524,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
525,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
526,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
527,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
528,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
529,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
530,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
531,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
532,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
533,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
534,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
535,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
536,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
537,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
538,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
539,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
540,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
541,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
542,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
543,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
544,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
545,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
546,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
547,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
548,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
549,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
550,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
551,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
552,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
553,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
554,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
555,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
556,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
557,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
558,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
559,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
560,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
561,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
562,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
563,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
564,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
565,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
566,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
567,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
568,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
569,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
570,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
571,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
572,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
573,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
574,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
575,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
576,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
577,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
578,FOUNTAIN_3+,0.682,FOUNTAIN_3+,no,no,no
579,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
580,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
581,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
582,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
583,FOUNTAIN_3+,0.660,FOUNTAIN_3+,no,no,no
584,FOUNTAIN_3+,0.660,FOUNTAIN_3+,no,no,no
585,FOUNTAIN_3+,0.660,FOUNTAIN_3+,no,no,no
586,FOUNTAIN_3+,0.660,FOUNTAIN_3+,no,no,no
587,FOUNTAIN_3+,0.660,FOUNTAIN_3+,no,no,no
588,FOUNTAIN_3+,0.660,FOUNTAIN_3+,no,no,no
589,FOUNTAIN_3+,0.660,FOUNTAIN_3+,no,no,no
590,FOUNTAIN_3+,0.660,FOUNTAIN_3+,no,no,no
591,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
592,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
593,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
594,FOUNTAIN_3+,0.651,FOUNTAIN_3+,no,no,no
595,MIXED_3+,0.651,MIXED_3+,no,no,no
596,MIXED_3+,0.645,MIXED_3+,no,no,no
597,MIXED_3+,0.645,MIXED_3+,no,no,no
598,MIXED_3+,0.645,MIXED_3+,no,no,no
599,MIXED_3+,0.645,MIXED_3+,no,no,no
600,MIXED_3+,0.645,MIXED_3+,no,no,no
601,MIXED_3+,0.645,MIXED_3+,no,no,no
602,MIXED_3+,0.645,MIXED_3+,no,no,no
603,MIXED_3+,0.645,MIXED_3+,no,no,no
604,MIXED_3+,0.645,MIXED_3+,no,no,no
605,MIXED_3+,0.645,MIXED_3+,no,no,no
606,MIXED_3+,0.651,MIXED_3+,no,no,no
607,MIXED_3+,0.651,MIXED_3+,no,no,no
608,MIXED_3+,0.651,MIXED_3+,no,no,no
609,MIXED_3+,0.651,MIXED_3+,no,no,no
610,MIXED_3+,0.651,MIXED_3+,no,no,no
611,MIXED_3+,0.651,MIXED_3+,no,no,no
612,MIXED_3+,0.651,MIXED_3+,no,no,no
613,MIXED_3+,0.651,MIXED_3+,no,no,no
614,MIXED_3+,0.651,MIXED_3+,no,no,no
615,MIXED_3+,0.651,MIXED_3+,no,no,no
616,MIXED_3+,0.651,MIXED_3+,no,no,no
617,MIXED_3+,0.651,MIXED_3+,no,no,no
618,MIXED_3+,0.651,MIXED_3+,no,no,no
619,MIXED_3+,0.651,MIXED_3+,no,no,no
620,MIXED_3+,0.651,MIXED_3+,no,no,no
621,MIXED_3+,0.651,MIXED_3+,no,no,no
622,MIXED_3+,0.651,MIXED_3+,no,no,no
623,MIXED_3+,0.651,MIXED_3+,no,no,no
624,MIXED_3+,0.651,MIXED_3+,no,no,no
625,MIXED_3+,0.651,MIXED_3+,no,no,no
626,MIXED_3+,0.651,MIXED_3+,no,no,no
627,MIXED_3+,0.651,MIXED_3+,no,no,no
628,MIXED_3+,0.651,MIXED_3+,no,no,no
629,MIXED_3+,0.651,MIXED_3+,no,no,no
630,MIXED_3+,0.651,MIXED_3+,no,no,no
631,MIXED_3+,0.651,MIXED_3+,no,no,no
632,MIXED_3+,0.651,MIXED_3+,no,no,no
633,MIXED_3+,0.651,MIXED_3+,no,no,no
634,MIXED_3+,0.651,MIXED_3+,no,no,no
635,MIXED_3+,0.651,MIXED_3+,no,no,no
636,MIXED_3+,0.651,MIXED_3+,no,no,no
637,MIXED_3+,0.651,MIXED_3+,no,no,no
638,MIXED_3+,0.651,MIXED_3+,no,no,no
639,MIXED_3+,0.651,MIXED_3+,no,no,no
640,MIXED_3+,0.651,MIXED_3+,no,no,no
641,MIXED_3+,0.651,MIXED_3+,no,no,no
642,MIXED_3+,0.651,MIXED_3+,no,no,no
643,MIXED_3+,0.651,MIXED_3+,no,no,no
644,CASCADE_3+,0.651,CASCADE_3+,no,no,no
645,CASCADE_3+,0.661,CASCADE_3+,no,no,no
646,CASCADE_3+,0.661,CASCADE_3+,no,no,no
647,CASCADE_3+,0.661,CASCADE_3+,no,no,no
648,CASCADE_3+,0.661,CASCADE_3+,no,no,no
649,CASCADE_3+,0.661,CASCADE_3+,no,no,no
650,CASCADE_3+,0.661,CASCADE_3+,no,no,no
651,CASCADE_3+,0.661,CASCADE_3+,no,no,no
652,CASCADE_3+,0.661,CASCADE_3+,no,no,no
653,CASCADE_3+,0.661,CASCADE_3+,no,no,no
654,CASCADE_3+,0.676,CASCADE_3+,no,no,no
655,CASCADE_3+,0.676,CASCADE_3+,no,no,no
656,MIXED_3+,0.660,MIXED_3+,no,no,no
657,MIXED_3+,0.660,MIXED_3+,no,no,no
658,MIXED_3+,0.660,MIXED_3+,no,no,no
659,MIXED_3+,0.660,MIXED_3+,no,no,no
660,MIXED_3+,0.660,MIXED_3+,no,no,no
661,MIXED_3+,0.660,MIXED_3+,no,no,no
662,MIXED_3+,0.660,MIXED_3+,no,no,no
663,MIXED_3+,0.660,MIXED_3+,no,no,no
664,MIXED_3+,0.660,MIXED_3+,no,no,no
665,MIXED_3+,0.660,MIXED_3+,no,no,no
666,MIXED_3+,0.660,MIXED_3+,no,no,no
667,MIXED_3+,0.660,MIXED_3+,no,no,no
668,MIXED_3+,0.660,MIXED_3+,no,no,no
669,MIXED_3+,0.660,MIXED_3+,no,no,no
670,CASCADE_3+,0.652,CASCADE_3+,no,no,no
671,CASCADE_3+,0.660,CASCADE_3+,no,no,no
672,CASCADE_3+,0.660,CASCADE_3+,no,no,no
673,CASCADE_3+,0.660,CASCADE_3+,no,no,no
674,CASCADE_3+,0.660,CASCADE_3+,no,no,no
675,CASCADE_3+,0.660,CASCADE_3+,no,no,no
676,CASCADE_3+,0.660,CASCADE_3+,no,no,no
677,CASCADE_3+,0.660,CASCADE_3+,no,no,no
678,MIXED_3+,0.652,MIXED_3+,no,no,no
679,MIXED_3+,0.652,MIXED_3+,no,no,no
680,MIXED_3+,0.652,MIXED_3+,no,no,no
681,MIXED_3+,0.652,MIXED_3+,no,no,no
682,MIXED_3+,0.652,MIXED_3+,no,no,no
683,MIXED_3+,0.652,MIXED_3+,no,no,no
684,MIXED_3+,0.652,MIXED_3+,no,no,no
685,MIXED_3+,0.652,MIXED_3+,no,no,no
686,MIXED_3+,0.652,MIXED_3+,no,no,no
687,MIXED_3+,0.652,MIXED_3+,no,no,no
688,MIXED_3+,0.652,MIXED_3+,no,no,no
689,MIXED_3+,0.652,MIXED_3+,no,no,no
690,MIXED_3+,0.652,MIXED_3+,no,no,no
691,MIXED_3+,0.652,MIXED_3+,no,no,no
692,MIXED_3+,0.652,MIXED_3+,no,no,no
693,CASCADE_3+,0.652,CASCADE_3+,no,no,no
694,CASCADE_3+,0.647,CASCADE_3+,no,no,no
695,CASCADE_3+,0.647,CASCADE_3+,no,no,no
696,CASCADE_3+,0.647,CASCADE_3+,no,no,no
697,CASCADE_3+,0.647,CASCADE_3+,no,no,no
698,CASCADE_3+,0.647,CASCADE_3+,no,no,no
699,CASCADE_3+,0.647,CASCADE_3+,no,no,no
700,CASCADE_3+,0.647,CASCADE_3+,no,no,no
701,MIXED_3+,0.652,MIXED_3+,no,no,no
702,MIXED_3+,0.652,MIXED_3+,no,no,no
703,MIXED_3+,0.652,MIXED_3+,no,no,no
704,MIXED_3+,0.652,MIXED_3+,no,no,no
705,MIXED_3+,0.652,MIXED_3+,no,no,no
706,MIXED_3+,0.652,MIXED_3+,no,no,no
707,MIXED_3+,0.652,MIXED_3+,no,no,no
708,MIXED_3+,0.652,MIXED_3+,no,no,no
709,CASCADE_3+,0.652,CASCADE_3+,no,no,no
710,CASCADE_3+,0.645,CASCADE_3+,no,no,no
711,CASCADE_3+,0.645,CASCADE_3+,no,no,no
712,CASCADE_3+,0.645,CASCADE_3+,no,no,no
713,CASCADE_3+,0.645,CASCADE_3+,no,no,no
714,CASCADE_3+,0.645,CASCADE_3+,no,no,no
715,MIXED_3+,0.652,MIXED_3+,no,no,no
716,MIXED_3+,0.652,MIXED_3+,no,no,no
717,CASCADE_3+,0.652,CASCADE_3+,no,no,no
718,CASCADE_3+,0.661,CASCADE_3+,no,no,no
719,CASCADE_3+,0.661,CASCADE_3+,no,no,no
720,CASCADE_3+,0.661,CASCADE_3+,no,no,no
721,CASCADE_3+,0.661,CASCADE_3+,no,no,no
722,CASCADE_3+,0.661,CASCADE_3+,no,no,no
723,CASCADE_3+,0.661,CASCADE_3+,no,no,no
724,CASCADE_3+,0.661,CASCADE_3+,no,no,no
725,CASCADE_3+,0.661,CASCADE_3+,no,no,no
726,CASCADE_3+,0.661,CASCADE_3+,no,no,no
727,CASCADE_3+,0.661,CASCADE_3+,no,no,no
728,CASCADE_3+,0.661,CASCADE_3+,no,no,no
729,CASCADE_3+,0.661,CASCADE_3+,no,no,no
730,CASCADE_3+,0.661,CASCADE_3+,no,no,no
731,MIXED_3+,0.652,MIXED_3+,no,no,no
732,MIXED_3+,0.652,MIXED_3+,no,no,no
733,MIXED_3+,0.652,MIXED_3+,no,no,no
734,MIXED_3+,0.652,MIXED_3+,no,no,no
735,MIXED_3+,0.652,MIXED_3+,no,no,no
736,MIXED_3+,0.652,MIXED_3+,no,no,no
737,MIXED_3+,0.652,MIXED_3+,no,no,no
738,CASCADE_3+,0.652,CASCADE_3+,no,no,no
739,CASCADE_3+,0.660,CASCADE_3+,no,no,no
740,CASCADE_3+,0.660,CASCADE_3+,no,no,no
741,CASCADE_3+,0.660,CASCADE_3+,no,no,no
742,CASCADE_3+,0.660,CASCADE_3+,no,no,no
743,MIXED_3+,0.652,MIXED_3+,no,no,no
744,MIXED_3+,0.652,MIXED_3+,no,no,no
745,MIXED_3+,0.652,MIXED_3+,no,no,no
746,MIXED_3+,0.652,MIXED_3+,no,no,no
747,MIXED_3+,0.652,MIXED_3+,no,no,no
748,MIXED_3+,0.652,MIXED_3+,no,no,no
749,CASCADE_3+,0.652,CASCADE_3+,no,no,no
750,CASCADE_3+,0.646,CASCADE_3+,no,no,no
751,CASCADE_3+,0.646,CASCADE_3+,no,no,no
752,CASCADE_3+,0.646,CASCADE_3+,no,no,no
753,CASCADE_3+,0.646,CASCADE_3+,no,no,no
754,CASCADE_3+,0.646,CASCADE_3+,no,no,no
755,MIXED_3+,0.652,MIXED_3+,no,no,no
756,MIXED_3+,0.652,MIXED_3+,no,no,no
757,MIXED_3+,0.652,MIXED_3+,no,no,no
758,MIXED_3+,0.652,MIXED_3+,no,no,no
759,MIXED_3+,0.652,MIXED_3+,no,no,no
760,MIXED_3+,0.652,MIXED_3+,no,no,no
761,CASCADE_3+,0.652,CASCADE_3+,no,no,no
762,CASCADE_3+,0.647,CASCADE_3+,no,no,no
763,CASCADE_3+,0.647,CASCADE_3+,no,no,no
764,CASCADE_3+,0.647,CASCADE_3+,no,no,no
765,CASCADE_3+,0.647,CASCADE_3+,no,no,no
766,CASCADE_3+,0.647,CASCADE_3+,no,no,no
767,CASCADE_3+,0.647,CASCADE_3+,no,no,no
768,CASCADE_3+,0.647,CASCADE_3+,no,no,no
769,MIXED_3+,0.652,MIXED_3+,no,no,no
770,MIXED_3+,0.652,MIXED_3+,no,no,no
771,MIXED_3+,0.652,MIXED_3+,no,no,no
772,MIXED_3+,0.652,MIXED_3+,no,no,no
773,MIXED_3+,0.652,MIXED_3+,no,no,no
774,MIXED_3+,0.652,MIXED_3+,no,no,no
775,MIXED_3+,0.652,MIXED_3+,no,no,no
776,MIXED_3+,0.652,MIXED_3+,no,no,no
777,MIXED_3+,0.652,MIXED_3+,no,no,no
778,MIXED_3+,0.652,MIXED_3+,no,no,no
779,MIXED_3+,0.652,MIXED_3+,no,no,no
780,MIXED_3+,0.652,MIXED_3+,no,no,no
781,MIXED_3+,0.652,MIXED_3+,no,no,no
782,MIXED_3+,0.652,MIXED_3+,no,no,no
783,MIXED_3+,0.652,MIXED_3+,no,no,no
784,MIXED_3+,0.652,MIXED_3+,no,no,no
785,MIXED_3+,0.652,MIXED_3+,no,no,no
786,MIXED_3+,0.652,MIXED_3+,no,no,no
787,MIXED_3+,0.652,MIXED_3+,no,no,no
788,MIXED_3+,0.652,MIXED_3+,no,no,no
789,MIXED_3+,0.652,MIXED_3+,no,no,no
790,MIXED_3+,0.661,MIXED_3+,no,no,no
791,MIXED_3+,0.661,MIXED_3+,no,no,no
792,MIXED_3+,0.661,MIXED_3+,no,no,no
793,MIXED_3+,0.661,MIXED_3+,no,no,no
794,MIXED_3+,0.661,MIXED_3+,no,no,no
795,MIXED_3+,0.661,MIXED_3+,no,no,no
796,MIXED_3+,0.661,MIXED_3+,no,no,no
797,MIXED_3+,0.661,MIXED_3+,no,no,no
798,MIXED_3+,0.661,MIXED_3+,no,no,no
799,MIXED_3+,0.661,MIXED_3+,no,no,no
800,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
801,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
802,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
803,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
804,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
805,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
806,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
807,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
808,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
809,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
810,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
811,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
812,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
813,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
814,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
815,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
816,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
817,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
818,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
819,FOUNTAIN_3+,0.646,FOUNTAIN_LOW_CONF,no,yes,yes
820,FOUNTAIN_3+,0.646,FOUNTAIN_LOW_CONF,no,yes,yes
821,FOUNTAIN_3+,0.646,FOUNTAIN_LOW_CONF,no,yes,yes
822,FOUNTAIN_3+,0.646,FOUNTAIN_LOW_CONF,no,yes,yes
823,FOUNTAIN_3+,0.646,FOUNTAIN_LOW_CONF,no,yes,yes
824,FOUNTAIN_3+,0.646,FOUNTAIN_LOW_CONF,no,yes,yes
825,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
826,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
827,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
828,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
829,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
830,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
831,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
832,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
833,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
834,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
835,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
836,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
837,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
838,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
839,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
840,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
841,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
842,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
843,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
844,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
845,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
846,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF,no,yes,yes
847,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF,no,yes,yes
848,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF,no,yes,yes
849,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF,no,yes,yes
850,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF,no,yes,yes
851,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF,no,yes,yes
852,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF,no,yes,yes
853,FOUNTAIN_3+,0.645,FOUNTAIN_LOW_CONF,no,yes,yes
854,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
855,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
856,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
857,FOUNTAIN_3+,0.652,FOUNTAIN_LOW_CONF,no,yes,yes
