frame,L,R,A,h36_event_type,h12_n_air,h12_n_l,h12_n_r,h12_n_total,h12_pattern,h12_confidence,h36_l_le_h12_l,h36_r_le_h12_r,agree
2,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.962,True,True,True
3,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.42,True,True,True
4,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.42,True,True,True
5,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.42,True,True,True
6,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.42,True,True,True
7,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.42,True,True,True
8,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.42,True,True,True
9,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.42,True,True,True
10,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.42,True,True,True
11,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.42,True,True,True
12,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.42,True,True,True
13,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.42,True,True,True
14,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.42,True,True,True
15,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.42,True,True,True
16,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.42,True,True,True
17,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.42,True,True,True
18,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.598,True,True,True
19,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.598,True,True,True
20,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.598,True,True,True
21,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.378,True,True,True
22,0,1,2,CATCH,3,0,1,3,MIXED_3+_UNCONFIRMED,0.453,True,True,True
23,0,1,2,HOLD,2,0,1,3,MIXED_3+_UNCONFIRMED,0.453,True,True,True
24,0,1,2,HOLD,2,0,1,3,MIXED_3+_UNCONFIRMED,0.453,True,True,True
25,0,1,2,HOLD,2,0,1,3,MIXED_3+_UNCONFIRMED,0.453,True,True,True
26,0,1,2,HOLD,2,0,1,3,MIXED_3+_UNCONFIRMED,0.453,True,True,True
27,0,0,3,THROW,3,0,1,3,MIXED_3+_UNCONFIRMED,0.453,True,True,True
28,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.378,True,True,True
29,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.378,True,True,True
30,0,0,3,HOLD,3,0,0,3,MIXED_3+_UNCONFIRMED,0.378,True,True,True
31,1,0,2,CATCH,3,1,0,3,CASCADE_3+,0.755,True,True,True
32,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.834,False,True,False
33,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.834,False,True,False
34,1,0,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,False,True,False
35,1,0,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,False,True,False
36,1,0,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,False,True,False
37,1,0,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,False,True,False
38,1,0,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,False,True,False
39,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.654,False,True,False
40,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.654,False,True,False
41,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.654,False,True,False
42,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.654,False,True,False
43,0,0,3,THROW,3,1,0,3,MIXED_3+,0.635,True,True,True
44,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.635,True,True,True
45,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.635,True,True,True
46,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.635,True,True,True
47,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.654,True,True,True
48,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.654,True,True,True
49,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.654,True,True,True
50,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.654,True,True,True
51,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
52,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
53,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
54,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
55,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
56,0,0,3,AMBIG_H26_RECLASSIFIED_HAND_TRANSITION,3,0,0,3,CASCADE_3+,0.757,True,True,True
57,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.816,True,True,True
58,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.816,True,True,True
59,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.816,True,True,True
60,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.816,True,True,True
61,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.816,True,True,True
62,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.816,True,True,True
63,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.816,True,True,True
64,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
65,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
66,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
67,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
68,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
69,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
70,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
71,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
72,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
73,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
74,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
75,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
76,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
77,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
78,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
79,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.757,True,True,True
80,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.816,True,True,True
81,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.816,True,True,True
82,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.816,True,True,True
83,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.816,True,True,True
84,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.816,True,True,True
85,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.816,True,True,True
86,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.816,True,True,True
87,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.822,True,True,True
88,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.822,True,True,True
89,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.822,True,True,True
90,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.822,True,True,True
91,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.822,True,True,True
92,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.822,True,True,True
93,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.822,True,True,True
94,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.822,True,True,True
95,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.822,True,True,True
96,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.822,True,True,True
97,0,1,2,CATCH,3,0,1,3,CASCADE_3+,0.822,True,True,True
98,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.816,True,False,False
99,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False
100,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False
101,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False
102,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False
103,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.668,True,False,False
104,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
105,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
106,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
107,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
108,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
109,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
110,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
111,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
112,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
113,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
114,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
115,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
116,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
117,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
118,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
119,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
120,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
121,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
122,0,1,2,HOLD,3,0,0,3,CASCADE_3+,0.844,True,False,False
123,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.932,True,False,False
124,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.932,True,False,False
125,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.932,True,False,False
126,0,0,3,THROW,3,0,1,3,MIXED_3+,0.9,True,True,True
127,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.9,True,True,True
128,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.9,True,True,True
129,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.9,True,True,True
130,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.9,True,True,True
131,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.9,True,True,True
132,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.9,True,True,True
133,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.9,True,True,True
134,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.899,True,True,True
135,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.899,True,True,True
136,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.899,True,True,True
137,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.899,True,True,True
138,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.932,True,True,True
139,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.932,True,True,True
140,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.932,True,True,True
141,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.932,True,True,True
142,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.932,True,True,True
143,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.932,True,True,True
144,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.932,True,True,True
145,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.932,True,True,True
146,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.932,True,True,True
147,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.932,True,True,True
148,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.932,True,True,True
149,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.932,True,True,True
150,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.836,True,True,True
151,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.836,True,True,True
152,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.836,True,True,True
153,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.836,True,True,True
154,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.836,True,True,True
155,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.836,True,True,True
156,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.836,True,True,True
157,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.886,True,True,True
158,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.886,True,True,True
159,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.886,True,True,True
160,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.886,True,True,True
161,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.936,True,True,True
162,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.936,True,True,True
163,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.936,True,True,True
164,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.936,True,True,True
165,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.72,True,True,True
166,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.804,True,True,True
167,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.738,True,True,True
168,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.738,True,True,True
169,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.738,True,True,True
170,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.738,True,True,True
171,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.738,True,True,True
172,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.738,True,True,True
173,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.738,True,True,True
174,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
175,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
176,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
177,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
178,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
179,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
180,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
181,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
182,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
183,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
184,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
185,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
186,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
187,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
188,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
189,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
190,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
191,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
192,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
193,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
194,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
195,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
196,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.738,True,True,True
197,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.738,True,True,True
198,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.738,True,True,True
199,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.738,True,True,True
200,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.738,True,True,True
201,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.738,True,True,True
202,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
203,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
204,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
205,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
206,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.643,True,True,True
207,0,1,2,CATCH,2,0,1,2,TWO_BALL_ONE_HAND,0.479,True,True,True
208,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.454,True,False,False
212,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.316,True,False,False
213,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.316,True,False,False
220,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.316,True,False,False
221,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.316,True,False,False
222,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.316,True,False,False
223,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.316,True,False,False
224,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.316,True,False,False
225,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.316,True,False,False
226,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.316,True,False,False
227,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.316,True,False,False
228,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.316,True,False,False
229,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.316,True,False,False
230,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.316,True,False,False
231,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.316,True,False,False
232,0,0,3,THROW,3,0,1,3,FOUNTAIN_3+,0.593,True,True,True
233,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.593,True,True,True
234,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.593,True,True,True
235,0,1,2,CATCH,3,0,1,3,FOUNTAIN_3+,0.593,True,True,True
236,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.637,True,False,False
237,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.637,True,False,False
238,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.637,True,False,False
239,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.637,True,False,False
240,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.637,True,False,False
241,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.637,True,False,False
242,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.637,True,False,False
243,0,0,3,THROW,3,0,1,3,FOUNTAIN_3+,0.593,True,True,True
244,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.593,True,True,True
245,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.593,True,True,True
246,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.593,True,True,True
247,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.593,True,True,True
248,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.593,True,True,True
249,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.593,True,True,True
250,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.593,True,True,True
251,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.593,True,True,True
252,1,0,2,CATCH,3,1,0,3,FOUNTAIN_3+,0.593,True,True,True
253,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.731,False,True,False
254,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.731,False,True,False
255,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.731,False,True,False
256,1,0,2,HOLD,1,0,0,1,SINGLE_BALL,0.958,False,True,False
257,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.935,False,True,False
258,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.935,False,True,False
259,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.935,False,True,False
260,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.935,False,True,False
261,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.935,False,True,False
262,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.935,False,True,False
263,0,0,3,THROW,3,1,0,3,FOUNTAIN_3+,0.728,True,True,True
264,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True
265,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True
266,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True
