frame,L,R,A,h36_event_type,h12_n_air,h12_n_l,h12_n_r,h12_n_total,h12_pattern,h12_confidence,h36_l_le_h12_l,h36_r_le_h12_r,agree
342,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
343,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
344,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
345,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
346,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
347,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
348,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
349,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
350,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
351,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
352,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
353,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
354,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
355,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
356,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
357,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
358,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
359,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
360,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
361,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
362,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
363,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
364,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
365,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
366,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
367,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
368,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
369,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
370,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
371,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
372,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
373,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
374,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
375,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
376,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
377,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
378,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
379,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
380,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
381,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
382,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
391,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
392,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
393,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
394,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
395,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
396,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
397,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
398,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True
399,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True
400,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True
401,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True
402,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True
403,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True
404,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True
405,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True
406,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True
407,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True
408,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True
409,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True
410,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True
411,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
412,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
413,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
414,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
415,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
416,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
417,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
418,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
419,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
420,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
421,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
422,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
423,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
424,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
425,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.844,True,True,True
426,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.844,True,True,True
427,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.844,True,True,True
428,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.844,True,True,True
429,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
430,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
431,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
432,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
433,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
434,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
435,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
436,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
437,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
438,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
439,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
440,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
441,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
442,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
443,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
444,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
445,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
446,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
447,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
448,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
449,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
450,1,0,2,CATCH,3,1,0,3,MIXED_3+,0.792,True,True,True
451,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False
452,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False
453,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False
454,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False
455,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False
456,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False
457,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False
458,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False
459,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False
460,1,0,2,CATCH,2,1,0,2,TWO_BALL_ONE_HAND,0.755,True,True,True
461,1,0,2,HOLD,2,1,0,2,TWO_BALL_ONE_HAND,0.887,True,True,True
462,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False
463,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False
464,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False
465,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False
466,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False
467,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False
468,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False
469,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False
470,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False
471,0,0,3,THROW,3,1,0,3,FOUNTAIN_3+,0.792,True,True,True
472,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True
473,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
474,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
475,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
476,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
477,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
478,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
479,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
480,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
481,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
482,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
483,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
484,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
485,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
486,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
487,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
488,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
489,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
490,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
491,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
492,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
493,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
494,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
495,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
496,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
497,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
498,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
499,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
500,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
501,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
502,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
503,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
504,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
505,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
506,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True
507,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True
508,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True
509,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True
510,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True
511,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True
512,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True
513,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True
514,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True
515,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True
516,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True
517,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True
518,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True
519,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True
520,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True
521,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True
522,1,0,2,CATCH,2,1,0,2,TWO_BALL_ONE_HAND,0.733,True,True,True
533,0,0,3,THROW,3,1,0,3,FOUNTAIN_3+,0.704,True,True,True
534,0,1,2,CATCH,3,1,1,3,MIXED_3+,0.704,True,True,True
535,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False
536,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False
537,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False
538,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False
539,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False
540,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False
541,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False
542,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False
543,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False
544,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False
545,0,0,3,THROW,2,0,1,2,TWO_BALL_ONE_HAND,0.776,True,True,True
546,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.776,True,True,True
547,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.776,True,True,True
548,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.776,True,True,True
549,0,0,3,HOLD,3,1,0,3,MIXED_3+,0.704,True,True,True
550,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
551,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
552,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
553,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
554,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
555,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
556,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
557,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
558,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
559,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
560,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
561,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
562,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
563,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
564,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
565,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
566,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
567,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
568,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
569,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
570,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
571,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
572,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
573,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
574,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
575,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
576,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
577,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
578,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True
579,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True
580,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True
581,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True
582,0,1,2,CATCH,2,0,1,2,TWO_BALL_ONE_HAND,0.602,True,True,True
583,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False
584,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False
585,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False
586,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False
587,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False
588,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False
589,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False
590,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False
591,0,0,3,THROW,2,0,1,2,TWO_BALL_ONE_HAND,0.602,True,True,True
592,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True
593,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True
594,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True
595,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True
596,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True
597,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True
598,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True
599,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True
600,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True
601,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True
602,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True
603,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True
604,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True
605,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True
606,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True
607,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True
608,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True
609,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True
610,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True
611,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True
612,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True
613,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True
614,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True
615,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True
616,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True
617,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True
618,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True
619,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True
620,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True
621,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True
622,0,1,2,CATCH,2,0,1,2,TWO_BALL_ONE_HAND,0.602,True,True,True
623,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False
624,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False
625,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False
626,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False
627,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False
628,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False
629,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False
630,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False
631,0,0,3,THROW,3,0,1,3,FOUNTAIN_3+,0.714,True,True,True
632,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
633,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
634,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
635,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
636,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
637,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
638,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
639,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
640,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
641,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
642,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
643,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
644,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
645,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
646,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
647,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
648,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
649,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
650,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
651,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
652,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
653,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
654,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
655,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
656,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
657,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
658,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
659,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
660,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
661,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
662,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
663,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
664,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
665,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
666,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
667,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
668,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
669,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
670,1,0,2,CATCH,3,1,0,3,MIXED_3+,0.714,True,True,True
671,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.792,False,True,False
672,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.792,False,True,False
673,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.792,False,True,False
674,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.792,False,True,False
675,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.792,False,True,False
676,1,0,2,CATCH,2,1,0,2,TWO_BALL_ONE_HAND,0.792,True,True,True
677,1,0,2,HOLD,1,0,0,1,SINGLE_BALL,0.938,False,True,False
678,1,0,2,HOLD,1,0,0,1,SINGLE_BALL,0.938,False,True,False
679,1,0,2,HOLD,2,1,0,2,TWO_BALL_ONE_HAND,0.748,True,True,True
680,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.748,False,True,False
681,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.748,False,True,False
682,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.748,False,True,False
683,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.748,False,True,False
684,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.748,False,True,False
685,0,0,3,THROW,3,1,0,3,FOUNTAIN_3+,0.714,True,True,True
686,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
687,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
688,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
689,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
690,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True
691,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True
692,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True
693,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True
694,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True
695,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True
696,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True
697,0,0,3,HOLD,5,0,0,5,FOUNTAIN_3+,0.828,True,True,True
698,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True
