frame,L40,R40,A40,n_dets,L36,R36,A36,h12_pattern,h12_conf
464,1,0,3,4,0,0,5,MIXED_3+,0.654
465,2,0,3,5,0,0,5,MIXED_3+,0.654
466,1,0,3,4,0,0,5,MIXED_3+,0.646
467,1,0,3,4,0,0,5,MIXED_3+,0.646
468,2,0,3,5,0,0,5,MIXED_3+,0.646
469,2,1,2,5,0,0,5,MIXED_3+,0.639
470,1,1,2,4,0,0,5,CASCADE_3+,0.639
471,1,1,2,4,0,0,5,CASCADE_3+,0.646
472,1,1,1,3,0,0,5,CASCADE_3+,0.646
473,1,1,1,3,0,0,5,CASCADE_3+,0.646
474,0,0,0,,0,0,5,CASCADE_3+,0.646
475,1,0,1,2,0,0,5,CASCADE_3+,0.646
476,1,0,3,4,0,0,5,CASCADE_3+,0.646
477,1,0,3,4,0,0,5,CASCADE_3+,0.646
478,1,0,3,4,0,0,5,CASCADE_3+,0.646
479,1,0,3,4,0,0,5,CASCADE_3+,0.646
480,1,0,3,4,0,0,5,CASCADE_3+,0.646
481,1,0,2,3,0,0,5,CASCADE_3+,0.646
482,2,1,2,5,0,0,5,MIXED_3+,0.639
483,1,1,2,4,0,0,5,MIXED_3+,0.639
484,1,1,2,4,0,0,5,MIXED_3+,0.639
485,2,1,2,5,0,0,5,MIXED_3+,0.639
486,1,2,2,5,0,0,5,MIXED_3+,0.639
487,0,2,1,3,0,0,5,MIXED_3+,0.639
488,1,0,3,4,0,0,5,MIXED_3+,0.639
489,0,0,3,3,0,0,5,MIXED_3+,0.639
490,1,0,3,4,0,0,5,MIXED_3+,0.639
491,2,0,3,5,0,0,5,MIXED_3+,0.639
492,2,0,3,5,0,0,5,MIXED_3+,0.639
493,2,0,3,5,0,0,5,MIXED_3+,0.639
494,2,0,3,5,0,0,5,MIXED_3+,0.639
495,1,0,2,3,0,0,5,MIXED_3+,0.639
496,1,0,3,4,0,0,5,MIXED_3+,0.639
497,1,1,2,4,0,0,5,MIXED_3+,0.639
498,2,1,1,4,0,1,4,CASCADE_3+,0.639
499,2,1,2,5,0,1,4,CASCADE_3+,0.645
500,1,1,2,4,0,1,4,CASCADE_3+,0.645
501,2,1,2,5,0,1,4,CASCADE_3+,0.645
502,2,1,2,5,0,1,4,CASCADE_3+,0.645
503,1,1,3,5,0,1,4,CASCADE_3+,0.645
504,1,0,3,4,0,1,4,CASCADE_3+,0.645
505,1,0,3,4,0,1,4,CASCADE_3+,0.645
506,1,0,3,4,0,1,4,CASCADE_3+,0.645
507,1,0,3,4,0,1,4,CASCADE_3+,0.645
508,1,0,3,4,0,1,4,CASCADE_3+,0.645
509,1,0,3,4,0,1,4,CASCADE_3+,0.645
510,2,0,3,5,0,0,5,MIXED_3+,0.639
511,2,0,3,5,0,0,5,MIXED_3+,0.639
512,1,1,2,4,0,0,5,MIXED_3+,0.639
513,0,2,2,4,0,0,5,MIXED_3+,0.639
514,1,2,1,4,0,0,5,MIXED_3+,0.639
515,1,2,2,5,0,0,5,MIXED_3+,0.639
516,1,2,2,5,0,0,5,MIXED_3+,0.639
517,0,1,2,3,0,0,5,MIXED_3+,0.639
518,2,0,3,5,0,0,5,MIXED_3+,0.639
519,2,0,3,5,0,0,5,MIXED_3+,0.639
520,2,0,3,5,0,0,5,MIXED_3+,0.639
521,2,0,3,5,0,0,5,MIXED_3+,0.639
522,0,0,3,3,0,0,5,MIXED_3+,0.639
523,2,0,3,5,0,0,5,MIXED_3+,0.639
524,2,0,3,5,0,0,5,MIXED_3+,0.639
525,2,1,2,5,0,0,5,MIXED_3+,0.639
526,2,1,2,5,0,0,5,MIXED_3+,0.639
527,2,0,2,4,0,0,5,MIXED_3+,0.639
528,1,0,2,3,0,0,5,MIXED_3+,0.639
529,2,0,0,2,0,0,5,MIXED_3+,0.639
530,2,0,0,2,0,0,5,MIXED_3+,0.639
531,1,0,2,3,0,0,5,MIXED_3+,0.639
532,1,1,3,5,0,0,5,MIXED_3+,0.639
533,0,1,3,4,0,0,5,MIXED_3+,0.639
534,1,0,3,4,0,0,5,MIXED_3+,0.639
535,2,0,3,5,0,0,5,MIXED_3+,0.639
536,2,0,3,5,0,0,5,MIXED_3+,0.639
537,1,0,2,3,0,0,5,MIXED_3+,0.639
538,2,0,3,5,0,0,5,MIXED_3+,0.639
539,1,0,3,4,0,0,5,MIXED_3+,0.639
540,2,1,2,5,0,0,5,MIXED_3+,0.639
541,2,1,2,5,0,0,5,MIXED_3+,0.639
542,1,2,2,5,0,0,5,MIXED_3+,0.639
543,1,2,2,5,0,0,5,MIXED_3+,0.639
544,1,2,2,5,0,0,5,MIXED_3+,0.639
545,1,1,3,5,0,0,5,MIXED_3+,0.639
546,1,1,3,5,0,0,5,MIXED_3+,0.639
547,1,0,2,3,0,0,5,MIXED_3+,0.639
548,2,0,2,4,0,0,5,MIXED_3+,0.639
549,2,0,2,4,0,0,5,MIXED_3+,0.639
550,2,0,3,5,0,0,5,MIXED_3+,0.639
551,1,0,3,4,0,0,5,MIXED_3+,0.639
552,1,0,1,2,0,0,5,MIXED_3+,0.639
553,2,0,3,5,0,0,5,MIXED_3+,0.639
554,1,0,3,4,0,0,5,MIXED_3+,0.639
555,2,1,2,5,0,0,5,MIXED_3+,0.639
556,2,1,2,5,0,0,5,MIXED_3+,0.639
557,1,0,2,3,0,0,5,MIXED_3+,0.639
558,2,0,0,2,0,0,5,MIXED_3+,0.639
559,1,0,2,3,0,0,5,MIXED_3+,0.639
560,1,0,1,2,0,0,5,MIXED_3+,0.639
561,1,0,1,2,0,0,5,MIXED_3+,0.639
562,1,1,3,5,0,0,5,MIXED_3+,0.639
563,0,0,3,3,0,0,5,MIXED_3+,0.639
564,1,0,2,3,0,0,5,MIXED_3+,0.639
565,2,0,3,5,0,0,5,MIXED_3+,0.639
566,2,0,3,5,0,0,5,MIXED_3+,0.639
567,2,0,3,5,0,0,5,MIXED_3+,0.639
568,1,0,3,4,0,0,5,MIXED_3+,0.639
569,1,0,3,4,0,0,5,MIXED_3+,0.639
570,1,0,3,4,0,0,5,MIXED_3+,0.639
571,0,1,2,3,0,0,5,MIXED_3+,0.639
572,1,2,2,5,0,0,5,MIXED_3+,0.639
573,1,2,2,5,0,0,5,MIXED_3+,0.639
574,1,1,3,5,0,0,5,MIXED_3+,0.639
575,1,1,1,3,0,0,5,MIXED_3+,0.639
576,2,0,0,2,0,0,5,MIXED_3+,0.639
577,2,0,3,5,0,0,5,MIXED_3+,0.639
578,1,0,3,4,0,0,5,MIXED_3+,0.671
579,0,0,2,2,0,0,5,MIXED_3+,0.639
580,1,0,2,3,0,0,5,MIXED_3+,0.639
581,1,0,3,4,0,0,5,MIXED_3+,0.639
582,0,0,2,2,0,1,4,MIXED_3+,0.639
583,0,0,1,1,0,1,4,MIXED_3+,0.644
584,2,0,1,3,0,1,4,MIXED_3+,0.644
585,1,0,2,3,0,1,4,MIXED_3+,0.644
586,1,0,2,3,0,1,4,MIXED_3+,0.644
587,2,0,2,4,0,1,4,MIXED_3+,0.644
588,2,0,2,4,0,1,4,MIXED_3+,0.644
589,1,0,2,3,0,1,4,MIXED_3+,0.644
590,1,0,1,2,0,1,4,MIXED_3+,0.644
591,1,0,3,4,0,0,5,FOUNTAIN_3+,0.639
592,0,0,1,1,0,0,5,FOUNTAIN_3+,0.639
593,1,0,3,4,0,0,5,FOUNTAIN_3+,0.639
594,1,0,3,4,0,0,5,FOUNTAIN_3+,0.639
595,1,0,3,4,1,0,4,MIXED_3+,0.639
596,1,0,1,2,1,0,4,MIXED_3+,0.629
597,1,0,2,3,1,0,4,MIXED_3+,0.629
598,1,0,1,2,1,0,4,MIXED_3+,0.629
599,0,0,1,1,1,0,4,MIXED_3+,0.629
600,0,2,1,3,1,0,4,MIXED_3+,0.629
601,0,2,1,3,1,0,4,MIXED_3+,0.629
602,0,2,0,2,1,0,4,MIXED_3+,0.629
603,0,2,0,2,1,0,4,MIXED_3+,0.629
604,0,1,3,4,1,0,4,MIXED_3+,0.629
605,1,0,3,4,1,0,4,MIXED_3+,0.629
606,1,0,3,4,0,0,5,MIXED_3+,0.639
607,1,0,3,4,0,0,5,MIXED_3+,0.639
608,2,0,3,5,0,0,5,MIXED_3+,0.639
609,2,0,3,5,0,0,5,MIXED_3+,0.639
610,2,0,2,4,0,0,5,MIXED_3+,0.639
611,2,0,2,4,0,0,5,MIXED_3+,0.639
612,3,0,2,5,0,0,5,MIXED_3+,0.639
613,2,0,2,4,0,0,5,MIXED_3+,0.639
614,2,0,2,4,0,0,5,MIXED_3+,0.639
615,2,0,2,4,0,0,5,MIXED_3+,0.639
616,2,0,1,3,0,0,5,MIXED_3+,0.639
617,1,0,3,4,0,0,5,MIXED_3+,0.639
618,1,0,1,2,0,0,5,MIXED_3+,0.639
619,1,0,3,4,0,0,5,MIXED_3+,0.639
620,0,0,3,3,0,0,5,MIXED_3+,0.639
621,2,0,3,5,0,0,5,MIXED_3+,0.639
622,1,0,3,4,0,0,5,MIXED_3+,0.639
623,0,0,3,3,0,0,5,MIXED_3+,0.639
624,1,0,3,4,0,0,5,MIXED_3+,0.639
625,1,0,3,4,0,0,5,MIXED_3+,0.639
626,2,0,3,5,0,0,5,MIXED_3+,0.639
627,2,0,2,4,0,0,5,MIXED_3+,0.639
628,1,0,3,4,0,0,5,MIXED_3+,0.639
629,1,1,2,4,0,0,5,MIXED_3+,0.639
630,0,1,2,3,0,0,5,MIXED_3+,0.639
631,0,2,2,4,0,0,5,MIXED_3+,0.639
632,0,2,2,4,0,0,5,MIXED_3+,0.639
633,0,2,2,4,0,0,5,MIXED_3+,0.639
634,0,1,1,2,0,0,5,MIXED_3+,0.639
635,1,0,1,2,0,0,5,MIXED_3+,0.639
636,2,0,0,2,0,0,5,MIXED_3+,0.639
637,2,0,2,4,0,0,5,MIXED_3+,0.639
638,2,0,3,5,0,0,5,MIXED_3+,0.639
639,2,0,3,5,0,0,5,MIXED_3+,0.639
640,2,0,3,5,0,0,5,MIXED_3+,0.639
641,2,0,1,3,0,0,5,MIXED_3+,0.639
642,2,0,3,5,0,0,5,MIXED_3+,0.639
643,3,0,2,5,0,0,5,MIXED_3+,0.639
644,3,0,2,5,0,1,4,CASCADE_3+,0.639
645,2,1,1,4,0,1,4,CASCADE_3+,0.645
646,2,1,1,4,0,1,4,CASCADE_3+,0.645
647,2,1,2,5,0,1,4,CASCADE_3+,0.645
648,1,1,3,5,0,1,4,CASCADE_3+,0.645
649,0,1,2,3,0,1,4,CASCADE_3+,0.645
650,0,0,3,3,0,1,4,CASCADE_3+,0.645
651,1,0,1,2,0,1,4,CASCADE_3+,0.645
652,0,0,3,3,0,1,4,CASCADE_3+,0.645
653,1,0,3,4,0,1,4,CASCADE_3+,0.645
654,1,0,3,4,0,1,4,CASCADE_3+,0.654
655,1,0,2,3,0,1,4,CASCADE_3+,0.654
656,2,0,3,5,0,0,5,MIXED_3+,0.644
657,1,0,2,3,0,0,5,MIXED_3+,0.644
658,2,0,3,5,0,0,5,MIXED_3+,0.644
659,0,2,2,4,0,0,5,MIXED_3+,0.644
660,0,2,1,3,0,0,5,MIXED_3+,0.644
661,0,2,2,4,0,0,5,MIXED_3+,0.644
662,0,2,1,3,0,0,5,MIXED_3+,0.644
663,0,1,3,4,0,0,5,MIXED_3+,0.644
664,0,1,2,3,0,0,5,MIXED_3+,0.644
665,0,1,3,4,0,0,5,MIXED_3+,0.644
666,1,0,1,2,0,0,5,MIXED_3+,0.644
667,1,0,2,3,0,0,5,MIXED_3+,0.644
668,0,0,3,3,0,0,5,MIXED_3+,0.644
669,1,0,3,4,0,0,5,MIXED_3+,0.644
670,1,0,3,4,1,0,4,CASCADE_3+,0.639
671,2,0,3,5,1,0,4,CASCADE_3+,0.644
672,2,0,2,4,1,0,4,CASCADE_3+,0.644
673,2,0,2,4,1,0,4,CASCADE_3+,0.644
674,1,1,2,4,1,0,4,CASCADE_3+,0.644
675,1,0,1,2,1,0,4,CASCADE_3+,0.644
676,1,0,2,3,1,0,4,CASCADE_3+,0.644
677,1,0,1,2,1,0,4,CASCADE_3+,0.644
678,1,0,1,2,0,0,5,MIXED_3+,0.639
679,1,0,3,4,0,0,5,MIXED_3+,0.639
680,1,0,2,3,0,0,5,MIXED_3+,0.639
681,0,0,3,3,0,0,5,MIXED_3+,0.639
682,0,0,2,2,0,0,5,MIXED_3+,0.639
683,1,0,3,4,0,0,5,MIXED_3+,0.639
684,1,0,2,3,0,0,5,MIXED_3+,0.639
685,1,0,3,4,0,0,5,MIXED_3+,0.639
686,1,0,3,4,0,0,5,MIXED_3+,0.639
687,1,0,3,4,0,0,5,MIXED_3+,0.639
688,1,1,2,4,0,0,5,MIXED_3+,0.639
689,1,2,2,5,0,0,5,MIXED_3+,0.639
690,1,2,2,5,0,0,5,MIXED_3+,0.639
691,1,2,2,5,0,0,5,MIXED_3+,0.639
692,0,0,1,1,0,0,5,MIXED_3+,0.639
693,1,1,3,5,1,0,4,MIXED_3+,0.639
694,2,0,1,3,1,0,4,MIXED_3+,0.647
695,2,0,2,4,1,0,4,MIXED_3+,0.647
696,2,0,1,3,1,0,4,MIXED_3+,0.647
697,2,0,2,4,1,0,4,MIXED_3+,0.647
698,2,0,0,2,1,0,4,MIXED_3+,0.647
699,1,0,3,4,1,0,4,MIXED_3+,0.647
700,2,0,2,4,1,0,4,MIXED_3+,0.647
701,2,0,2,4,0,0,5,FOUNTAIN_3+,0.639
702,3,0,2,5,0,0,5,FOUNTAIN_3+,0.639
703,2,0,2,4,0,0,5,FOUNTAIN_3+,0.639
704,2,1,1,4,0,0,5,FOUNTAIN_3+,0.639
705,2,0,2,4,0,0,5,FOUNTAIN_3+,0.639
706,1,0,2,3,0,0,5,FOUNTAIN_3+,0.639
707,0,0,2,2,0,0,5,FOUNTAIN_3+,0.639
708,0,0,1,1,0,0,5,FOUNTAIN_3+,0.639
709,1,0,0,1,0,1,4,MIXED_3+,0.639
710,1,0,2,3,0,1,4,MIXED_3+,0.629
711,1,0,0,1,0,1,4,MIXED_3+,0.629
712,1,0,0,1,0,1,4,MIXED_3+,0.629
713,0,0,0,,0,1,4,MIXED_3+,0.629
714,0,0,0,,0,1,4,MIXED_3+,0.629
715,0,0,2,2,0,0,5,MIXED_3+,0.639
716,1,1,1,3,0,0,5,MIXED_3+,0.639
717,1,1,1,3,1,0,4,CASCADE_3+,0.639
718,0,2,2,4,1,0,4,CASCADE_3+,0.645
719,0,1,2,3,1,0,4,CASCADE_3+,0.645
720,0,2,2,4,1,0,4,CASCADE_3+,0.645
721,0,1,2,3,1,0,4,CASCADE_3+,0.645
722,0,1,1,2,1,0,4,CASCADE_3+,0.645
723,1,0,1,2,1,0,4,CASCADE_3+,0.645
724,1,0,3,4,1,0,4,CASCADE_3+,0.645
725,1,0,3,4,1,0,4,CASCADE_3+,0.645
726,1,0,3,4,1,0,4,CASCADE_3+,0.645
727,0,0,2,2,1,0,4,CASCADE_3+,0.645
728,0,0,2,2,1,0,4,CASCADE_3+,0.645
729,0,0,1,1,1,0,4,CASCADE_3+,0.645
730,0,0,3,3,1,0,4,CASCADE_3+,0.645
731,2,1,2,5,0,0,5,MIXED_3+,0.639
732,2,1,2,5,0,0,5,MIXED_3+,0.639
733,2,0,2,4,0,0,5,MIXED_3+,0.639
734,2,0,2,4,0,0,5,MIXED_3+,0.639
735,0,0,1,1,0,0,5,MIXED_3+,0.639
736,1,0,1,2,0,0,5,MIXED_3+,0.639
737,1,0,2,3,0,0,5,MIXED_3+,0.639
738,1,0,3,4,0,1,4,CASCADE_3+,0.639
739,0,0,3,3,0,1,4,CASCADE_3+,0.639
740,0,0,3,3,0,1,4,CASCADE_3+,0.639
741,0,0,2,2,0,1,4,CASCADE_3+,0.639
742,1,0,1,2,0,1,4,CASCADE_3+,0.639
743,1,0,2,3,0,0,5,MIXED_3+,0.639
744,1,1,2,4,0,0,5,MIXED_3+,0.639
745,2,1,2,5,0,0,5,MIXED_3+,0.639
746,0,2,2,4,0,0,5,MIXED_3+,0.639
747,0,2,1,3,0,0,5,MIXED_3+,0.639
748,0,1,1,2,0,0,5,MIXED_3+,0.639
749,0,1,1,2,1,0,4,CASCADE_3+,0.639
750,0,1,1,2,1,0,4,CASCADE_3+,0.63
751,0,1,3,4,1,0,4,CASCADE_3+,0.63
752,1,0,3,4,1,0,4,CASCADE_3+,0.63
753,1,0,3,4,1,0,4,CASCADE_3+,0.63
754,1,0,2,3,1,0,4,CASCADE_3+,0.63
755,2,0,3,5,0,0,5,MIXED_3+,0.639
756,1,1,3,5,0,0,5,MIXED_3+,0.639
757,1,1,2,4,0,0,5,MIXED_3+,0.639
758,2,1,2,5,0,0,5,MIXED_3+,0.639
759,2,1,1,4,0,0,5,MIXED_3+,0.639
760,2,1,2,5,0,0,5,MIXED_3+,0.639
761,2,0,2,4,0,1,4,CASCADE_3+,0.639
762,2,0,2,4,0,1,4,CASCADE_3+,0.647
763,2,0,2,4,0,1,4,CASCADE_3+,0.647
764,1,0,2,3,0,1,4,CASCADE_3+,0.647
765,1,0,2,3,0,1,4,CASCADE_3+,0.647
766,1,0,1,2,0,1,4,CASCADE_3+,0.647
767,1,0,2,3,0,1,4,CASCADE_3+,0.647
768,1,0,3,4,0,1,4,CASCADE_3+,0.647
769,0,0,2,2,0,0,5,MIXED_3+,0.639
770,1,0,2,3,0,0,5,MIXED_3+,0.639
771,2,0,3,5,0,0,5,MIXED_3+,0.639
772,1,0,1,2,0,0,5,MIXED_3+,0.639
773,0,0,2,2,0,0,5,MIXED_3+,0.639
774,0,0,2,2,0,0,5,MIXED_3+,0.639
775,0,0,2,2,0,0,5,MIXED_3+,0.639
776,0,2,1,3,0,0,5,MIXED_3+,0.639
777,0,2,1,3,0,0,5,MIXED_3+,0.639
778,0,1,1,2,0,0,5,MIXED_3+,0.639
779,0,1,3,4,0,0,5,MIXED_3+,0.639
780,1,1,2,4,0,0,5,MIXED_3+,0.639
781,1,1,3,5,0,0,5,MIXED_3+,0.639
782,1,1,3,5,0,0,5,MIXED_3+,0.639
783,1,0,3,4,0,0,5,MIXED_3+,0.639
784,1,1,3,5,0,0,5,MIXED_3+,0.639
785,1,1,3,5,0,0,5,MIXED_3+,0.639
786,1,1,3,5,0,0,5,MIXED_3+,0.639
787,1,1,3,5,0,0,5,MIXED_3+,0.639
788,2,0,2,4,0,0,5,MIXED_3+,0.639
789,1,0,2,3,0,1,4,MIXED_3+,0.639
790,1,0,2,3,0,1,4,MIXED_3+,0.645
791,2,0,2,4,0,1,4,MIXED_3+,0.645
792,2,0,2,4,0,1,4,MIXED_3+,0.645
793,1,0,2,3,0,1,4,MIXED_3+,0.645
794,1,0,3,4,0,1,4,MIXED_3+,0.645
795,1,0,3,4,0,1,4,MIXED_3+,0.645
796,0,0,3,3,0,1,4,MIXED_3+,0.645
797,1,0,3,4,0,1,4,MIXED_3+,0.645
798,1,0,3,4,0,1,4,MIXED_3+,0.645
799,1,0,3,4,0,1,4,MIXED_3+,0.645
800,1,0,3,4,0,0,5,FOUNTAIN_3+,0.639
801,2,1,2,5,0,0,5,FOUNTAIN_3+,0.639
802,2,1,2,5,0,0,5,FOUNTAIN_3+,0.639
803,2,1,2,5,0,0,5,FOUNTAIN_3+,0.639
804,1,2,2,5,0,0,5,FOUNTAIN_3+,0.639
805,1,2,1,4,0,0,5,FOUNTAIN_3+,0.639
806,1,2,2,5,0,0,5,FOUNTAIN_3+,0.639
807,0,1,3,4,0,0,5,FOUNTAIN_3+,0.639
808,2,0,3,5,0,0,5,FOUNTAIN_3+,0.639
809,2,0,3,5,0,0,5,FOUNTAIN_3+,0.639
810,2,0,3,5,0,0,5,FOUNTAIN_3+,0.639
811,1,0,3,4,0,0,5,FOUNTAIN_3+,0.639
812,2,0,3,5,0,0,5,FOUNTAIN_3+,0.639
813,2,0,3,5,0,0,5,FOUNTAIN_3+,0.639
814,2,0,2,4,0,0,5,FOUNTAIN_3+,0.639
815,2,0,2,4,0,0,5,FOUNTAIN_3+,0.639
816,2,1,2,5,0,0,5,FOUNTAIN_3+,0.639
817,0,1,2,3,0,0,5,FOUNTAIN_3+,0.639
818,2,0,2,4,0,1,4,FOUNTAIN_3+,0.639
819,1,0,1,2,0,1,4,FOUNTAIN_3+,0.63
820,1,0,2,3,0,1,4,FOUNTAIN_3+,0.63
821,1,0,2,3,0,1,4,FOUNTAIN_3+,0.63
822,1,0,2,3,0,1,4,FOUNTAIN_3+,0.63
823,1,0,3,4,0,1,4,FOUNTAIN_3+,0.63
824,1,0,3,4,0,1,4,FOUNTAIN_3+,0.63
825,1,0,2,3,0,0,5,FOUNTAIN_3+,0.639
826,1,0,1,2,0,0,5,FOUNTAIN_3+,0.639
827,1,0,3,4,0,0,5,FOUNTAIN_3+,0.639
828,0,0,1,1,0,0,5,FOUNTAIN_3+,0.639
829,1,1,2,4,0,0,5,FOUNTAIN_3+,0.639
830,1,1,1,3,0,0,5,FOUNTAIN_3+,0.639
831,0,2,1,3,0,0,5,FOUNTAIN_3+,0.639
832,0,2,2,4,0,0,5,FOUNTAIN_3+,0.639
833,0,2,1,3,0,0,5,FOUNTAIN_3+,0.639
834,1,1,3,5,0,0,5,FOUNTAIN_3+,0.639
835,1,1,3,5,0,0,5,FOUNTAIN_3+,0.639
836,0,1,1,2,0,0,5,FOUNTAIN_3+,0.639
837,1,0,1,2,0,0,5,FOUNTAIN_3+,0.639
838,1,0,0,1,0,0,5,FOUNTAIN_3+,0.639
839,2,0,3,5,0,0,5,FOUNTAIN_3+,0.639
840,2,0,1,3,0,0,5,FOUNTAIN_3+,0.639
841,1,0,1,2,0,0,5,FOUNTAIN_3+,0.639
842,1,1,2,4,0,0,5,FOUNTAIN_3+,0.639
843,2,0,1,3,0,0,5,FOUNTAIN_3+,0.639
844,0,0,1,1,0,0,5,FOUNTAIN_3+,0.639
845,2,0,1,3,0,1,4,FOUNTAIN_3+,0.639
846,2,0,1,3,0,1,4,FOUNTAIN_3+,0.629
847,2,0,2,4,0,1,4,FOUNTAIN_3+,0.629
848,2,0,0,2,0,1,4,FOUNTAIN_3+,0.629
849,1,0,1,2,0,1,4,FOUNTAIN_3+,0.629
850,1,0,1,2,0,1,4,FOUNTAIN_3+,0.629
851,1,0,3,4,0,1,4,FOUNTAIN_3+,0.629
852,1,0,3,4,0,1,4,FOUNTAIN_3+,0.629
853,1,0,3,4,0,1,4,FOUNTAIN_3+,0.629
854,2,0,3,5,0,0,5,FOUNTAIN_3+,0.639
855,2,0,3,5,0,0,5,FOUNTAIN_3+,0.639
856,1,0,2,3,0,0,5,FOUNTAIN_3+,0.639
857,1,0,2,3,0,0,5,FOUNTAIN_3+,0.639
858,0,1,2,3,0,0,5,FOUNTAIN_3+,0.639
859,1,1,2,4,0,0,5,FOUNTAIN_3+,0.639
860,0,2,2,4,0,0,5,FOUNTAIN_3+,0.639
861,0,2,2,4,0,0,5,FOUNTAIN_3+,0.639
862,0,1,3,4,1,0,4,MIXED_3+,0.639
863,0,1,0,1,1,0,4,MIXED_3+,0.645
864,0,1,1,2,1,0,4,MIXED_3+,0.645
865,0,1,1,2,1,0,4,MIXED_3+,0.645
866,1,0,2,3,1,0,4,MIXED_3+,0.645
867,1,0,3,4,1,0,4,MIXED_3+,0.645
868,1,0,1,2,1,0,4,MIXED_3+,0.645
869,1,0,1,2,0,0,5,MIXED_3+,0.639
870,1,0,3,4,0,0,0,MIXED_3+,0.639
871,2,1,2,5,0,0,0,MIXED_3+,0.639
872,2,1,2,5,0,0,0,MIXED_3+,0.639
873,2,0,2,4,0,0,0,MIXED_3+,0.639
874,2,0,1,3,0,0,0,MIXED_3+,0.639
875,2,1,1,4,0,0,0,MIXED_3+,0.639
876,1,0,2,3,0,0,0,MIXED_3+,0.639
877,0,0,3,3,0,0,0,MIXED_3+,0.639
878,1,0,1,2,0,0,0,MIXED_3+,0.655
879,2,0,3,5,0,0,0,MIXED_3+,0.662
880,2,0,1,3,0,0,0,MIXED_3+,0.662
881,2,0,3,5,0,0,0,MIXED_3+,0.662
882,1,0,3,4,0,0,0,MIXED_3+,0.662
883,3,0,3,6,0,0,0,MIXED_3+,0.682
884,3,0,1,4,0,0,0,MIXED_3+,0.682
885,3,1,2,6,0,0,0,MIXED_3+,0.682
886,2,1,2,5,0,0,0,MIXED_3+,0.682
887,1,0,0,1,0,0,0,MIXED_3+,0.682
888,1,2,2,5,0,0,0,MIXED_3+,0.682
889,0,2,2,4,0,0,0,MIXED_3+,0.682
890,0,1,3,4,0,0,0,MIXED_3+,0.682
891,0,0,1,1,0,0,0,MIXED_3+,0.682
892,0,0,3,3,0,0,0,MIXED_3+,0.682
893,2,0,3,5,0,0,0,MIXED_3+,0.682
894,1,0,3,4,0,0,0,MIXED_3+,0.682
895,1,0,3,4,0,0,0,MIXED_3+,0.682
896,2,0,2,4,0,0,0,MIXED_3+,0.682
897,2,0,3,5,0,0,0,MIXED_3+,0.682
898,1,0,3,4,0,0,0,MIXED_3+,0.682
899,1,0,3,4,0,0,0,MIXED_3+,0.682
