frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,h43_pattern
356,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
357,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
358,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
359,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
360,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
361,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
362,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
363,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
364,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
365,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
366,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
367,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
368,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
369,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
370,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
371,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
372,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
373,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
374,5,0,0,5,0.649,FOUNTAIN_3+,0.649,FOUNTAIN_3+
375,5,1,0,5,0.649,MIXED_3+,0.649,MIXED_3+
376,4,0,0,4,0.657,MIXED_3+,0.657,MIXED_3+
377,4,0,0,4,0.657,MIXED_3+,0.657,MIXED_3+
378,4,0,0,4,0.657,MIXED_3+,0.657,MIXED_3+
379,4,0,0,4,0.657,MIXED_3+,0.657,MIXED_3+
380,4,0,0,4,0.657,MIXED_3+,0.657,MIXED_3+
381,5,1,0,5,0.649,MIXED_3+,0.649,MIXED_3+
382,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
383,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
384,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
385,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
386,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
387,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
388,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
389,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
390,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
391,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
392,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
393,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
394,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
395,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
396,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
397,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
398,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
399,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
400,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
401,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
402,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
403,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
404,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
405,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
406,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
407,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
408,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
409,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
410,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
411,5,0,1,5,0.649,CASCADE_3+,0.649,CASCADE_3+
412,4,0,0,4,0.641,CASCADE_3+,0.641,CASCADE_3+
413,4,0,0,4,0.641,CASCADE_3+,0.641,CASCADE_3+
414,4,0,0,4,0.641,CASCADE_3+,0.641,CASCADE_3+
415,4,0,0,4,0.641,CASCADE_3+,0.641,CASCADE_3+
416,4,0,0,4,0.641,CASCADE_3+,0.641,CASCADE_3+
417,4,0,0,4,0.641,CASCADE_3+,0.641,CASCADE_3+
418,4,0,0,4,0.641,CASCADE_3+,0.641,CASCADE_3+
419,4,0,0,4,0.641,CASCADE_3+,0.641,CASCADE_3+
420,5,0,1,5,0.649,MIXED_3+,0.649,MIXED_3+
421,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
422,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
423,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
424,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
425,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
426,5,0,0,5,0.649,MIXED_3+,0.649,MIXED_3+
427,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
428,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
429,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
430,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
431,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
432,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
433,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
434,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
435,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
436,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
437,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
438,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
439,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
440,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
441,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
442,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
443,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
444,4,0,0,4,0.663,MIXED_3+,0.663,MIXED_3+
445,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
446,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
447,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
448,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
449,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
450,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
451,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
452,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
453,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
454,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
455,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
456,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
457,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
458,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
459,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
460,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
461,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
462,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
463,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
464,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
465,5,0,0,5,0.654,MIXED_3+,0.654,MIXED_3+
466,6,0,0,6,0.646,MIXED_3+,0.646,MIXED_3+
467,6,0,0,6,0.646,MIXED_3+,0.646,MIXED_3+
468,6,0,0,6,0.646,MIXED_3+,0.646,MIXED_3+
469,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
470,5,0,0,5,0.639,CASCADE_3+,0.639,CASCADE_3+
471,4,0,0,4,0.646,CASCADE_3+,0.646,CASCADE_3+
472,4,0,0,4,0.646,CASCADE_3+,0.646,CASCADE_3+
473,4,0,0,4,0.646,CASCADE_3+,0.646,CASCADE_3+
474,4,0,0,4,0.646,CASCADE_3+,0.646,CASCADE_3+
475,4,0,0,4,0.646,CASCADE_3+,0.646,CASCADE_3+
476,4,0,0,4,0.646,CASCADE_3+,0.646,CASCADE_3+
477,4,0,0,4,0.646,CASCADE_3+,0.646,CASCADE_3+
478,4,0,0,4,0.646,CASCADE_3+,0.646,CASCADE_3+
479,4,0,0,4,0.646,CASCADE_3+,0.646,CASCADE_3+
480,4,0,0,4,0.646,CASCADE_3+,0.646,CASCADE_3+
481,4,0,0,4,0.646,CASCADE_3+,0.646,CASCADE_3+
482,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
483,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
484,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
485,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
486,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
487,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
488,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
489,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
490,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
491,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
492,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
493,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
494,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
495,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
496,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
497,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
498,5,0,1,5,0.639,CASCADE_3+,0.639,CASCADE_3+
499,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
500,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
501,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
502,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
503,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
504,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
505,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
506,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
507,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
508,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
509,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
510,5,0,1,5,0.639,MIXED_3+,0.639,MIXED_3+
511,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
512,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
513,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
514,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
515,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
516,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
517,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
518,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
519,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
520,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
521,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
522,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
523,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
524,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
525,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
526,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
527,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
528,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
529,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
530,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
531,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
532,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
533,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
534,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
535,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
536,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
537,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
538,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
539,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
540,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
541,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
542,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
543,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
544,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
545,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
546,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
547,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
548,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
549,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
550,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
551,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
552,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
553,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
554,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
555,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
556,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
557,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
558,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
559,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
560,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
561,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
562,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
563,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
564,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
565,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
566,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
567,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
568,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
569,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
570,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
571,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
572,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
573,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
574,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
575,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
576,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
577,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
578,6,0,0,6,0.671,MIXED_3+,0.671,MIXED_3+
579,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
580,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
581,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
582,5,0,1,5,0.639,MIXED_3+,0.639,MIXED_3+
583,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
584,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
585,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
586,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
587,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
588,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
589,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
590,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
591,5,0,1,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
592,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
593,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
594,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
595,5,1,0,5,0.639,MIXED_3+,0.639,MIXED_3+
596,4,0,0,4,0.629,MIXED_3+,0.629,MIXED_3+
597,4,0,0,4,0.629,MIXED_3+,0.629,MIXED_3+
598,4,0,0,4,0.629,MIXED_3+,0.629,MIXED_3+
599,4,0,0,4,0.629,MIXED_3+,0.629,MIXED_3+
600,4,0,0,4,0.629,MIXED_3+,0.629,MIXED_3+
601,4,0,0,4,0.629,MIXED_3+,0.629,MIXED_3+
602,4,0,0,4,0.629,MIXED_3+,0.629,MIXED_3+
603,4,0,0,4,0.629,MIXED_3+,0.629,MIXED_3+
604,4,0,0,4,0.629,MIXED_3+,0.629,MIXED_3+
605,4,0,0,4,0.629,MIXED_3+,0.629,MIXED_3+
606,5,1,0,5,0.639,MIXED_3+,0.639,MIXED_3+
607,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
608,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
609,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
610,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
611,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
612,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
613,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
614,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
615,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
616,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
617,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
618,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
619,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
620,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
621,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
622,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
623,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
624,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
625,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
626,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
627,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
628,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
629,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
630,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
631,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
632,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
633,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
634,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
635,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
636,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
637,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
638,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
639,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
640,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
641,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
642,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
643,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
644,5,0,1,5,0.639,CASCADE_3+,0.639,CASCADE_3+
645,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
646,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
647,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
648,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
649,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
650,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
651,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
652,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
653,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
654,3,0,0,3,0.654,CASCADE_3+,0.654,CASCADE_3+
655,3,0,0,3,0.654,CASCADE_3+,0.654,CASCADE_3+
656,4,0,1,4,0.644,MIXED_3+,0.644,MIXED_3+
657,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
658,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
659,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
660,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
661,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
662,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
663,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
664,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
665,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
666,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
667,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
668,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
669,4,0,0,4,0.644,MIXED_3+,0.644,MIXED_3+
670,5,1,0,5,0.639,CASCADE_3+,0.639,CASCADE_3+
671,4,0,0,4,0.644,CASCADE_3+,0.644,CASCADE_3+
672,4,0,0,4,0.644,CASCADE_3+,0.644,CASCADE_3+
673,4,0,0,4,0.644,CASCADE_3+,0.644,CASCADE_3+
674,4,0,0,4,0.644,CASCADE_3+,0.644,CASCADE_3+
675,4,0,0,4,0.644,CASCADE_3+,0.644,CASCADE_3+
676,4,0,0,4,0.644,CASCADE_3+,0.644,CASCADE_3+
677,4,0,0,4,0.644,CASCADE_3+,0.644,CASCADE_3+
678,5,1,0,5,0.639,MIXED_3+,0.639,MIXED_3+
679,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
680,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
681,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
682,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
683,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
684,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
685,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
686,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
687,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
688,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
689,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
690,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
691,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
692,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
693,5,1,0,5,0.639,MIXED_3+,0.639,MIXED_3+
694,4,0,0,4,0.647,MIXED_3+,0.647,MIXED_3+
695,4,0,0,4,0.647,MIXED_3+,0.647,MIXED_3+
696,4,0,0,4,0.647,MIXED_3+,0.647,MIXED_3+
697,4,0,0,4,0.647,MIXED_3+,0.647,MIXED_3+
698,4,0,0,4,0.647,MIXED_3+,0.647,MIXED_3+
699,4,0,0,4,0.647,MIXED_3+,0.647,MIXED_3+
700,4,0,0,4,0.647,MIXED_3+,0.647,MIXED_3+
701,5,1,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
702,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
703,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
704,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
705,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
706,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
707,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
708,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
709,5,0,1,5,0.639,MIXED_3+,0.639,MIXED_3+
710,4,0,0,4,0.629,MIXED_3+,0.629,MIXED_3+
711,4,0,0,4,0.629,MIXED_3+,0.629,MIXED_3+
712,4,0,0,4,0.629,MIXED_3+,0.629,MIXED_3+
713,4,0,0,4,0.629,MIXED_3+,0.629,MIXED_3+
714,4,0,0,4,0.629,MIXED_3+,0.629,MIXED_3+
715,5,0,1,5,0.639,MIXED_3+,0.639,MIXED_3+
716,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
717,5,1,0,5,0.639,CASCADE_3+,0.639,CASCADE_3+
718,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
719,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
720,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
721,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
722,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
723,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
724,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
725,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
726,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
727,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
728,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
729,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
730,4,0,0,4,0.645,CASCADE_3+,0.645,CASCADE_3+
731,5,1,0,5,0.639,MIXED_3+,0.639,MIXED_3+
732,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
733,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
734,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
735,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
736,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
737,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
738,5,0,1,5,0.639,CASCADE_3+,0.639,CASCADE_3+
739,4,0,1,5,0.639,CASCADE_3+,0.639,CASCADE_3+
740,4,0,1,5,0.639,CASCADE_3+,0.639,CASCADE_3+
741,4,0,1,5,0.639,CASCADE_3+,0.639,CASCADE_3+
742,4,0,1,5,0.639,CASCADE_3+,0.639,CASCADE_3+
743,5,0,1,5,0.639,MIXED_3+,0.639,MIXED_3+
744,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
745,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
746,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
747,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
748,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
749,5,1,0,5,0.639,CASCADE_3+,0.639,CASCADE_3+
750,4,0,0,4,0.63,CASCADE_3+,0.63,CASCADE_3+
751,4,0,0,4,0.63,CASCADE_3+,0.63,CASCADE_3+
752,4,0,0,4,0.63,CASCADE_3+,0.63,CASCADE_3+
753,4,0,0,4,0.63,CASCADE_3+,0.63,CASCADE_3+
