frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,h43_pattern
754,4,0,0,4,0.63,CASCADE_3+,0.63,CASCADE_3+
755,5,1,0,5,0.639,MIXED_3+,0.639,MIXED_3+
756,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
757,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
758,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
759,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
760,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
761,5,0,1,5,0.639,CASCADE_3+,0.639,CASCADE_3+
762,4,0,0,4,0.647,CASCADE_3+,0.647,CASCADE_3+
763,4,0,0,4,0.647,CASCADE_3+,0.647,CASCADE_3+
764,4,0,0,4,0.647,CASCADE_3+,0.647,CASCADE_3+
765,4,0,0,4,0.647,CASCADE_3+,0.647,CASCADE_3+
766,4,0,0,4,0.647,CASCADE_3+,0.647,CASCADE_3+
767,4,0,0,4,0.647,CASCADE_3+,0.647,CASCADE_3+
768,4,0,0,4,0.647,CASCADE_3+,0.647,CASCADE_3+
769,5,0,1,5,0.639,MIXED_3+,0.639,MIXED_3+
770,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
771,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
772,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
773,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
774,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
775,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
776,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
777,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
778,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
779,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
780,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
781,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
782,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
783,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
784,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
785,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
786,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
787,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
788,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
789,5,0,1,5,0.639,MIXED_3+,0.639,MIXED_3+
790,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
791,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
792,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
793,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
794,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
795,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
796,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
797,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
798,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
799,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
800,5,0,1,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
801,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
802,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
803,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
804,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
805,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
806,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
807,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
808,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
809,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
810,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
811,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
812,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
813,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
814,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
815,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
816,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
817,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
818,5,0,1,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
819,4,0,0,4,0.63,FOUNTAIN_3+,0.63,FOUNTAIN_3+
820,4,0,0,4,0.63,FOUNTAIN_3+,0.63,FOUNTAIN_3+
821,4,0,0,4,0.63,FOUNTAIN_3+,0.63,FOUNTAIN_3+
822,4,0,0,4,0.63,FOUNTAIN_3+,0.63,FOUNTAIN_3+
823,4,0,0,4,0.63,FOUNTAIN_3+,0.63,FOUNTAIN_3+
824,4,0,0,4,0.63,FOUNTAIN_3+,0.63,FOUNTAIN_3+
825,5,0,1,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
826,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
827,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
828,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
829,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
830,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
831,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
832,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
833,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
834,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
835,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
836,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
837,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
838,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
839,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
840,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
841,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
842,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
843,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
844,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
845,5,0,1,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
846,4,0,0,4,0.629,FOUNTAIN_3+,0.629,FOUNTAIN_3+
847,4,0,0,4,0.629,FOUNTAIN_3+,0.629,FOUNTAIN_3+
848,4,0,0,4,0.629,FOUNTAIN_3+,0.629,FOUNTAIN_3+
849,4,0,0,4,0.629,FOUNTAIN_3+,0.629,FOUNTAIN_3+
850,4,0,0,4,0.629,FOUNTAIN_3+,0.629,FOUNTAIN_3+
851,4,0,0,4,0.629,FOUNTAIN_3+,0.629,FOUNTAIN_3+
852,4,0,0,4,0.629,FOUNTAIN_3+,0.629,FOUNTAIN_3+
853,4,0,0,4,0.629,FOUNTAIN_3+,0.629,FOUNTAIN_3+
854,5,0,1,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
855,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
856,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
857,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
858,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
859,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
860,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
861,5,0,0,5,0.639,FOUNTAIN_3+,0.639,FOUNTAIN_3+
862,5,1,0,5,0.639,MIXED_3+,0.639,MIXED_3+
863,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
864,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
865,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
866,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
867,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
868,4,0,0,4,0.645,MIXED_3+,0.645,MIXED_3+
869,5,1,0,5,0.639,MIXED_3+,0.639,MIXED_3+
870,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
871,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
872,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
873,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
874,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
875,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
876,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
877,5,0,0,5,0.639,MIXED_3+,0.639,MIXED_3+
878,6,0,0,6,0.655,MIXED_3+,0.655,MIXED_3+
879,5,0,0,5,0.662,MIXED_3+,0.662,MIXED_3+
880,5,0,0,5,0.662,MIXED_3+,0.662,MIXED_3+
881,5,0,0,5,0.662,MIXED_3+,0.662,MIXED_3+
882,5,0,0,5,0.662,MIXED_3+,0.662,MIXED_3+
883,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
884,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
885,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
886,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
887,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
888,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
889,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
890,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
891,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
892,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
893,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
894,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
895,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
896,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
897,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
898,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
899,5,0,0,5,0.682,MIXED_3+,0.682,MIXED_3+
