frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,n_airborne_tracklets,vx_iqr_px_per_frame,n_distinct_horiz_dirs,pattern,confidence
392,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
393,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
394,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
395,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
396,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
397,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
398,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
399,2,0,0,2,2,0.54,0,TWO_BALL,0.5
400,2,0,0,2,2,0.44,0,TWO_BALL,0.5
401,2,0,0,2,2,1.01,1,TWO_BALL,0.5
402,2,0,0,2,2,0.53,0,TWO_BALL,0.5
403,2,0,0,2,2,0.52,0,TWO_BALL,0.5
404,2,0,0,2,2,0.24,0,TWO_BALL,0.5
405,2,0,0,2,2,1.0,1,TWO_BALL,0.5
406,2,0,0,2,2,0.67,0,TWO_BALL,0.5
407,2,0,0,2,2,0.84,1,TWO_BALL,0.5
408,2,0,0,2,2,0.5,0,TWO_BALL,0.5
409,2,0,0,2,2,0.72,0,TWO_BALL,0.5
410,2,0,0,2,2,0.37,0,TWO_BALL,0.5
411,3,0,0,3,3,1.0,0,MIXED_3+,0.4
412,3,0,0,3,3,1.89,1,FOUNTAIN_3+_DETECTOR,0.7
413,3,0,0,3,3,2.17,1,FOUNTAIN_3+_DETECTOR,0.7
414,3,0,0,3,3,1.86,1,FOUNTAIN_3+_DETECTOR,0.7
415,3,0,0,3,3,2.17,1,FOUNTAIN_3+_DETECTOR,0.7
416,3,0,0,3,3,1.68,0,MIXED_3+,0.4
417,3,0,0,3,3,1.7,1,FOUNTAIN_3+_DETECTOR,0.7
418,3,0,0,3,3,0.88,0,MIXED_3+,0.4
419,3,0,0,3,3,1.56,1,FOUNTAIN_3+_DETECTOR,0.7
420,3,0,0,3,3,0.85,0,MIXED_3+,0.4
421,3,0,0,3,3,1.37,0,MIXED_3+,0.4
422,3,0,0,3,3,0.77,0,MIXED_3+,0.4
423,3,0,0,3,3,1.9,1,FOUNTAIN_3+_DETECTOR,0.7
424,3,0,0,3,3,1.17,0,MIXED_3+,0.4
425,4,0,0,4,4,1.38,1,FOUNTAIN_3+_DETECTOR,0.7
426,4,0,0,4,4,0.72,0,MIXED_3+,0.4
427,4,0,0,4,4,0.42,2,CASCADE_3+_DETECTOR,0.7
428,4,0,0,4,4,0.21,0,MIXED_3+,0.4
429,3,0,0,3,4,0.62,0,MIXED_3+,0.4
430,3,0,0,3,4,0.23,0,MIXED_3+,0.4
431,3,0,0,3,4,0.76,1,FOUNTAIN_3+_DETECTOR,0.7
432,3,0,0,3,4,0.47,0,MIXED_3+,0.4
433,3,0,0,3,4,0.68,0,MIXED_3+,0.4
434,3,0,0,3,3,1.04,0,MIXED_3+,0.4
435,3,0,0,3,3,1.46,0,MIXED_3+,0.4
436,3,0,0,3,3,0.82,0,MIXED_3+,0.4
437,3,0,0,3,3,1.97,1,FOUNTAIN_3+_DETECTOR,0.7
438,3,0,0,3,3,1.14,0,MIXED_3+,0.4
439,3,0,0,3,3,1.38,1,FOUNTAIN_3+_DETECTOR,0.7
440,3,0,0,3,3,0.77,0,MIXED_3+,0.4
441,3,0,0,3,3,1.46,0,MIXED_3+,0.4
442,3,0,0,3,3,1.2,0,MIXED_3+,0.4
443,3,0,0,3,3,1.13,0,MIXED_3+,0.4
444,3,0,0,3,3,0.97,0,MIXED_3+,0.4
445,3,0,0,3,3,1.14,0,MIXED_3+,0.4
446,3,0,0,3,3,0.78,0,MIXED_3+,0.4
447,3,0,0,3,3,1.21,0,MIXED_3+,0.4
448,3,0,0,3,3,0.71,0,MIXED_3+,0.4
449,3,0,0,3,3,1.82,1,FOUNTAIN_3+_DETECTOR,0.7
450,3,0,0,3,3,1.13,0,MIXED_3+,0.4
451,2,0,0,2,3,1.38,0,TWO_BALL,0.5
452,2,0,0,2,3,1.19,0,TWO_BALL,0.5
453,2,0,0,2,3,1.33,0,TWO_BALL,0.5
454,2,0,0,2,3,1.13,0,TWO_BALL,0.5
455,2,0,0,2,3,1.17,0,TWO_BALL,0.5
456,2,0,0,2,2,0.41,0,TWO_BALL,0.5
457,2,0,0,2,2,0.5,0,TWO_BALL,0.5
458,2,0,0,2,2,0.53,0,TWO_BALL,0.5
459,2,0,0,2,2,1.4,1,TWO_BALL,0.5
460,2,0,0,2,2,0.92,0,TWO_BALL,0.5
461,2,0,0,2,3,1.05,0,TWO_BALL,0.5
462,2,0,0,2,3,0.97,0,TWO_BALL,0.5
463,2,0,0,2,3,0.8,0,TWO_BALL,0.5
464,2,0,0,2,3,0.71,0,TWO_BALL,0.5
465,2,0,0,2,3,0.81,0,TWO_BALL,0.5
466,2,0,0,2,2,0.76,0,TWO_BALL,0.5
467,2,0,0,2,2,1.19,1,TWO_BALL,0.5
468,2,0,0,2,2,0.81,0,TWO_BALL,0.5
469,2,0,0,2,2,1.75,1,TWO_BALL,0.5
470,2,0,0,2,2,1.14,1,TWO_BALL,0.5
471,3,0,0,3,3,1.41,1,FOUNTAIN_3+_DETECTOR,0.7
472,3,0,0,3,3,2.44,1,FOUNTAIN_3+_DETECTOR,0.7
473,1,0,0,1,3,2.04,1,SINGLE_BALL,0.5
474,1,0,0,1,3,2.04,1,SINGLE_BALL,0.5
475,1,0,0,1,3,2.04,1,SINGLE_BALL,0.5
476,1,0,0,1,3,2.04,1,SINGLE_BALL,0.5
477,1,0,0,1,2,0.55,0,SINGLE_BALL,0.5
478,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
479,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
480,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
481,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
482,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
483,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
484,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
485,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
486,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
487,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
488,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
489,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
490,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
491,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
492,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
493,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
494,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
495,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
496,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
497,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
498,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
499,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
500,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
501,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
502,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
503,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
504,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
505,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
506,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
507,2,0,0,2,2,0.59,0,TWO_BALL,0.5
508,2,0,0,2,2,1.2,0,TWO_BALL,0.5
509,2,0,0,2,2,1.49,1,TWO_BALL,0.5
510,2,0,0,2,2,0.98,0,TWO_BALL,0.5
511,2,0,0,2,2,1.2,0,TWO_BALL,0.5
512,2,0,0,2,2,1.2,0,TWO_BALL,0.5
513,2,0,0,2,2,0.62,0,TWO_BALL,0.5
514,2,0,0,2,2,0.35,0,TWO_BALL,0.5
515,2,0,0,2,2,0.45,0,TWO_BALL,0.5
516,2,0,0,2,2,0.39,0,TWO_BALL,0.5
517,2,0,0,2,2,0.37,0,TWO_BALL,0.5
518,2,0,0,2,2,0.22,0,TWO_BALL,0.5
519,2,0,0,2,2,0.26,0,TWO_BALL,0.5
520,2,0,0,2,2,0.06,0,TWO_BALL,0.5
521,2,0,0,2,2,0.2,0,TWO_BALL,0.5
522,2,0,0,2,2,0.09,0,TWO_BALL,0.5
523,0,0,0,0,2,0.24,0,NO_BALL,1.0
524,0,0,0,0,2,0.24,0,NO_BALL,1.0
525,0,0,0,0,2,0.24,0,NO_BALL,1.0
526,0,0,0,0,2,0.24,0,NO_BALL,1.0
527,0,0,0,0,2,0.24,0,NO_BALL,1.0
528,0,0,0,0,0,0.0,0,NO_BALL,0.0
529,0,0,0,0,0,0.0,0,NO_BALL,0.0
530,0,0,0,0,0,0.0,0,NO_BALL,0.0
531,0,0,0,0,0,0.0,0,NO_BALL,0.0
532,0,0,0,0,0,0.0,0,NO_BALL,0.0
533,3,0,0,3,3,0.0,0,MIXED_3+,0.4
534,3,0,0,3,3,0.41,0,MIXED_3+,0.4
535,1,0,0,1,3,0.29,0,SINGLE_BALL,0.5
536,1,0,0,1,3,0.29,0,SINGLE_BALL,0.5
537,1,0,0,1,3,0.31,0,SINGLE_BALL,0.5
538,1,0,0,1,3,0.19,0,SINGLE_BALL,0.5
539,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
540,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
541,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
542,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
543,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
544,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
545,2,0,0,2,2,0.38,0,TWO_BALL,0.5
546,2,0,0,2,2,0.19,0,TWO_BALL,0.5
547,2,0,0,2,2,0.37,0,TWO_BALL,0.5
548,2,0,0,2,2,0.22,0,TWO_BALL,0.5
549,3,0,0,3,3,0.45,0,MIXED_3+,0.4
550,3,0,0,3,3,1.91,1,FOUNTAIN_3+_DETECTOR,0.7
551,3,0,0,3,3,2.54,1,FOUNTAIN_3+_DETECTOR,0.7
552,3,0,0,3,3,1.4,1,FOUNTAIN_3+_DETECTOR,0.7
553,3,0,0,3,3,2.02,1,FOUNTAIN_3+_DETECTOR,0.7
554,3,0,0,3,3,1.09,1,FOUNTAIN_3+_DETECTOR,0.7
555,3,0,0,3,3,1.96,1,FOUNTAIN_3+_DETECTOR,0.7
556,3,0,0,3,3,1.12,1,FOUNTAIN_3+_DETECTOR,0.7
557,3,0,0,3,3,1.82,1,FOUNTAIN_3+_DETECTOR,0.7
558,3,0,0,3,3,1.82,1,FOUNTAIN_3+_DETECTOR,0.7
559,3,0,0,3,3,1.89,1,FOUNTAIN_3+_DETECTOR,0.7
560,3,0,0,3,3,1.11,1,FOUNTAIN_3+_DETECTOR,0.7
561,3,0,0,3,3,1.9,1,FOUNTAIN_3+_DETECTOR,0.7
562,3,0,0,3,3,1.15,1,FOUNTAIN_3+_DETECTOR,0.7
563,3,0,0,3,3,2.06,1,FOUNTAIN_3+_DETECTOR,0.7
564,3,0,0,3,3,1.23,1,FOUNTAIN_3+_DETECTOR,0.7
565,3,0,0,3,3,2.05,1,FOUNTAIN_3+_DETECTOR,0.7
566,3,0,0,3,3,1.11,1,FOUNTAIN_3+_DETECTOR,0.7
567,3,0,0,3,3,2.09,1,FOUNTAIN_3+_DETECTOR,0.7
568,3,0,0,3,3,1.25,1,FOUNTAIN_3+_DETECTOR,0.7
569,3,0,0,3,3,1.94,1,FOUNTAIN_3+_DETECTOR,0.7
570,3,0,0,3,3,1.13,1,FOUNTAIN_3+_DETECTOR,0.7
571,3,0,0,3,3,2.48,1,FOUNTAIN_3+_DETECTOR,0.7
572,3,0,0,3,3,1.52,1,FOUNTAIN_3+_DETECTOR,0.7
573,3,0,0,3,3,2.39,1,FOUNTAIN_3+_DETECTOR,0.7
574,3,0,0,3,3,1.35,1,FOUNTAIN_3+_DETECTOR,0.7
575,3,0,0,3,3,1.22,1,FOUNTAIN_3+_DETECTOR,0.7
576,3,0,0,3,3,0.51,0,MIXED_3+,0.4
577,3,0,0,3,3,2.9,1,FOUNTAIN_3+_DETECTOR,0.7
578,3,0,0,3,3,1.83,1,FOUNTAIN_3+_DETECTOR,0.7
579,2,0,0,2,3,1.61,1,TWO_BALL,0.5
580,2,0,0,2,3,0.81,0,TWO_BALL,0.5
581,2,0,0,2,3,0.45,0,TWO_BALL,0.5
582,2,0,0,2,2,0.14,0,TWO_BALL,0.5
583,1,0,0,1,2,0.4,1,SINGLE_BALL,0.5
584,1,0,0,1,2,0.65,1,SINGLE_BALL,0.5
585,1,0,0,1,2,0.58,1,SINGLE_BALL,0.5
586,1,0,0,1,2,0.76,1,SINGLE_BALL,0.5
587,1,0,0,1,2,0.28,1,SINGLE_BALL,0.5
588,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
589,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
590,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
591,2,0,0,2,2,0.53,0,TWO_BALL,0.5
592,2,0,0,2,2,0.1,0,TWO_BALL,0.5
593,3,0,0,3,3,0.53,0,MIXED_3+,0.4
594,3,0,0,3,3,1.03,1,FOUNTAIN_3+_DETECTOR,0.7
595,3,0,0,3,3,0.55,0,MIXED_3+,0.4
596,3,0,0,3,3,0.67,0,MIXED_3+,0.4
597,3,0,0,3,3,3.42,1,FOUNTAIN_3+_DETECTOR,0.7
598,3,0,0,3,3,2.08,1,FOUNTAIN_3+_DETECTOR,0.7
599,2,0,0,2,3,1.71,1,TWO_BALL,0.5
600,2,0,0,2,3,1.75,1,TWO_BALL,0.5
601,2,0,0,2,3,1.72,1,TWO_BALL,0.5
602,2,0,0,2,3,1.72,1,TWO_BALL,0.5
603,2,0,0,2,2,0.68,0,TWO_BALL,0.5
604,2,0,0,2,2,0.04,0,TWO_BALL,0.5
605,2,0,0,2,2,0.2,0,TWO_BALL,0.5
606,2,0,0,2,2,0.18,0,TWO_BALL,0.5
607,2,0,0,2,2,0.04,0,TWO_BALL,0.5
608,2,0,0,2,2,0.01,0,TWO_BALL,0.5
609,1,0,0,1,2,0.06,0,SINGLE_BALL,0.5
610,1,0,0,1,2,0.15,0,SINGLE_BALL,0.5
611,1,0,0,1,2,0.01,0,SINGLE_BALL,0.5
612,1,0,0,1,2,0.18,0,SINGLE_BALL,0.5
613,1,0,0,1,2,0.06,0,SINGLE_BALL,0.5
614,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
615,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
616,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
617,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
618,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
619,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
620,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
621,2,0,0,2,2,0.72,0,TWO_BALL,0.5
622,2,0,0,2,2,0.08,0,TWO_BALL,0.5
623,2,0,0,2,3,0.53,0,TWO_BALL,0.5
624,2,0,0,2,3,0.44,0,TWO_BALL,0.5
625,2,0,0,2,3,1.14,1,TWO_BALL,0.5
626,2,0,0,2,3,0.56,0,TWO_BALL,0.5
627,2,0,0,2,2,0.22,0,TWO_BALL,0.5
628,2,0,0,2,2,0.47,0,TWO_BALL,0.5
629,2,0,0,2,2,0.21,0,TWO_BALL,0.5
630,2,0,0,2,2,0.46,0,TWO_BALL,0.5
631,3,0,0,3,3,1.67,1,FOUNTAIN_3+_DETECTOR,0.7
632,3,0,0,3,3,0.71,1,FOUNTAIN_3+_DETECTOR,0.7
633,3,0,0,3,3,0.67,1,FOUNTAIN_3+_DETECTOR,0.7
634,3,0,0,3,3,0.43,0,MIXED_3+,0.4
635,3,0,0,3,3,0.53,1,FOUNTAIN_3+_DETECTOR,0.7
636,3,0,0,3,3,0.28,0,MIXED_3+,0.4
637,3,0,0,3,3,1.01,1,FOUNTAIN_3+_DETECTOR,0.7
638,3,0,0,3,3,0.63,0,MIXED_3+,0.4
639,3,0,0,3,3,1.2,1,FOUNTAIN_3+_DETECTOR,0.7
640,3,0,0,3,3,0.78,0,MIXED_3+,0.4
641,3,0,0,3,3,0.48,0,MIXED_3+,0.4
642,3,0,0,3,3,0.32,0,MIXED_3+,0.4
643,3,0,0,3,3,0.31,0,MIXED_3+,0.4
644,3,0,0,3,3,0.19,0,MIXED_3+,0.4
645,3,0,0,3,3,0.38,0,MIXED_3+,0.4
646,3,0,0,3,3,0.28,0,MIXED_3+,0.4
647,3,0,0,3,3,0.64,0,MIXED_3+,0.4
648,3,0,0,3,3,0.47,0,MIXED_3+,0.4
649,3,0,0,3,3,0.83,0,MIXED_3+,0.4
650,3,0,0,3,3,0.51,0,MIXED_3+,0.4
651,3,0,0,3,3,0.71,0,MIXED_3+,0.4
652,3,0,0,3,3,0.45,0,MIXED_3+,0.4
653,3,0,0,3,3,0.76,0,MIXED_3+,0.4
654,3,0,0,3,3,0.45,0,MIXED_3+,0.4
655,3,0,0,3,3,0.67,0,MIXED_3+,0.4
656,3,0,0,3,3,0.4,0,MIXED_3+,0.4
657,3,0,0,3,3,0.64,0,MIXED_3+,0.4
658,3,0,0,3,3,0.35,0,MIXED_3+,0.4
659,3,0,0,3,3,0.43,0,MIXED_3+,0.4
660,3,0,0,3,3,0.21,0,MIXED_3+,0.4
661,3,0,0,3,3,0.54,0,MIXED_3+,0.4
662,3,0,0,3,3,0.31,0,MIXED_3+,0.4
663,3,0,0,3,3,0.69,0,MIXED_3+,0.4
664,3,0,0,3,3,0.42,0,MIXED_3+,0.4
665,3,0,0,3,3,0.51,0,MIXED_3+,0.4
666,3,0,0,3,3,0.28,0,MIXED_3+,0.4
667,3,0,0,3,3,0.64,0,MIXED_3+,0.4
668,3,0,0,3,3,0.42,0,MIXED_3+,0.4
669,3,0,0,3,3,0.56,0,MIXED_3+,0.4
670,3,0,0,3,3,0.31,0,MIXED_3+,0.4
671,2,0,0,2,3,0.5,0,TWO_BALL,0.5
672,2,0,0,2,3,0.54,0,TWO_BALL,0.5
673,2,0,0,2,3,0.51,0,TWO_BALL,0.5
674,2,0,0,2,3,0.28,0,TWO_BALL,0.5
675,2,0,0,2,3,0.58,0,TWO_BALL,0.5
676,2,0,0,2,2,0.31,0,TWO_BALL,0.5
677,1,0,0,1,2,0.39,0,SINGLE_BALL,0.5
678,1,0,0,1,2,0.36,0,SINGLE_BALL,0.5
679,2,0,0,2,3,0.4,0,TWO_BALL,0.5
680,2,0,0,2,3,0.44,0,TWO_BALL,0.5
681,2,0,0,2,3,0.43,0,TWO_BALL,0.5
682,2,0,0,2,2,0.3,0,TWO_BALL,0.5
683,2,0,0,2,2,0.4,0,TWO_BALL,0.5
684,2,0,0,2,2,0.25,0,TWO_BALL,0.5
685,3,0,0,3,3,0.6,0,MIXED_3+,0.4
686,3,0,0,3,3,0.58,0,MIXED_3+,0.4
687,3,0,0,3,3,0.57,0,MIXED_3+,0.4
688,3,0,0,3,3,0.33,0,MIXED_3+,0.4
689,3,0,0,3,3,0.89,0,MIXED_3+,0.4
690,3,0,0,3,3,0.5,0,MIXED_3+,0.4
691,4,0,0,4,4,0.55,0,MIXED_3+,0.4
692,4,0,0,4,4,0.33,0,MIXED_3+,0.4
693,4,0,0,4,4,0.59,0,MIXED_3+,0.4
694,4,0,0,4,4,0.36,0,MIXED_3+,0.4
695,4,0,0,4,4,0.5,0,MIXED_3+,0.4
696,4,0,0,4,4,0.29,0,MIXED_3+,0.4
697,5,0,0,5,5,0.23,0,MIXED_3+,0.4
698,4,0,0,4,5,0.14,0,MIXED_3+,0.4
699,4,0,0,4,5,0.02,0,MIXED_3+,0.4
700,4,0,0,4,5,0.01,0,MIXED_3+,0.4
701,3,0,0,3,4,1.6,1,FOUNTAIN_3+_DETECTOR,0.7
702,3,0,0,3,4,1.07,1,FOUNTAIN_3+_DETECTOR,0.7
703,3,0,0,3,4,1.24,1,FOUNTAIN_3+_DETECTOR,0.7
704,3,0,0,3,4,0.77,0,MIXED_3+,0.4
705,3,0,0,3,4,0.86,0,MIXED_3+,0.4
706,3,0,0,3,3,1.05,0,MIXED_3+,0.4
707,3,0,0,3,3,3.74,2,CASCADE_3+_DETECTOR,0.7
708,3,0,0,3,3,2.49,1,FOUNTAIN_3+_DETECTOR,0.7
709,3,0,0,3,3,4.08,2,CASCADE_3+_DETECTOR,0.7
710,3,0,0,3,3,2.43,1,FOUNTAIN_3+_DETECTOR,0.7
711,3,0,0,3,3,4.23,2,CASCADE_3+_DETECTOR,0.7
712,3,0,0,3,3,2.6,2,CASCADE_3+_DETECTOR,0.7
713,3,0,0,3,3,4.97,2,CASCADE_3+_DETECTOR,0.7
714,3,0,0,3,3,3.08,2,CASCADE_3+_DETECTOR,0.7
715,3,0,0,3,3,4.14,2,CASCADE_3+_DETECTOR,0.7
716,3,0,0,3,3,2.43,1,FOUNTAIN_3+_DETECTOR,0.7
717,2,0,0,2,3,3.25,2,TWO_BALL,0.5
718,2,0,0,2,3,3.25,2,TWO_BALL,0.5
719,2,0,0,2,3,4.01,2,TWO_BALL,0.5
720,2,0,0,2,3,2.75,2,TWO_BALL,0.5
721,2,0,0,2,3,3.27,2,TWO_BALL,0.5
722,2,0,0,2,2,1.74,1,TWO_BALL,0.5
723,2,0,0,2,2,1.64,1,TWO_BALL,0.5
724,2,0,0,2,2,1.71,1,TWO_BALL,0.5
725,2,0,0,2,2,2.02,1,TWO_BALL,0.5
726,2,0,0,2,2,1.16,1,TWO_BALL,0.5
727,2,0,0,2,2,1.51,1,TWO_BALL,0.5
728,2,0,0,2,2,1.63,1,TWO_BALL,0.5
729,2,0,0,2,2,2.66,1,TWO_BALL,0.5
730,2,0,0,2,2,1.62,1,TWO_BALL,0.5
731,2,0,0,2,2,2.03,1,TWO_BALL,0.5
732,2,0,0,2,2,1.16,1,TWO_BALL,0.5
733,3,0,0,3,3,2.27,1,FOUNTAIN_3+_DETECTOR,0.7
734,3,0,0,3,3,3.26,2,CASCADE_3+_DETECTOR,0.7
735,3,0,0,3,3,3.9,2,CASCADE_3+_DETECTOR,0.7
736,3,0,0,3,3,3.11,1,FOUNTAIN_3+_DETECTOR,0.7
737,3,0,0,3,3,3.63,2,CASCADE_3+_DETECTOR,0.7
738,3,0,0,3,3,2.95,1,FOUNTAIN_3+_DETECTOR,0.7
739,3,0,0,3,3,3.54,2,CASCADE_3+_DETECTOR,0.7
740,3,0,0,3,3,1.9,0,MIXED_3+,0.4
741,3,0,0,3,3,4.1,2,CASCADE_3+_DETECTOR,0.7
742,3,0,0,3,3,2.41,1,FOUNTAIN_3+_DETECTOR,0.7
743,3,0,0,3,3,3.31,2,CASCADE_3+_DETECTOR,0.7
744,3,0,0,3,3,1.87,1,FOUNTAIN_3+_DETECTOR,0.7
745,3,0,0,3,3,2.51,2,CASCADE_3+_DETECTOR,0.7
746,3,0,0,3,3,1.35,0,MIXED_3+,0.4
747,3,0,0,3,3,2.84,2,CASCADE_3+_DETECTOR,0.7
748,3,0,0,3,3,1.67,1,FOUNTAIN_3+_DETECTOR,0.7
749,3,0,0,3,3,2.44,2,CASCADE_3+_DETECTOR,0.7
750,3,0,0,3,3,1.29,0,MIXED_3+,0.4
751,3,0,0,3,3,2.16,1,FOUNTAIN_3+_DETECTOR,0.7
752,3,0,0,3,3,1.21,0,MIXED_3+,0.4
753,3,0,0,3,3,1.5,0,MIXED_3+,0.4
754,3,0,0,3,3,0.79,0,MIXED_3+,0.4
755,3,0,0,3,3,1.26,0,MIXED_3+,0.4
756,3,0,0,3,3,1.04,0,MIXED_3+,0.4
757,3,0,0,3,3,1.29,1,FOUNTAIN_3+_DETECTOR,0.7
758,3,0,0,3,3,1.03,0,MIXED_3+,0.4
759,3,0,0,3,3,1.63,0,MIXED_3+,0.4
760,3,0,0,3,3,0.99,0,MIXED_3+,0.4
761,3,0,0,3,3,1.18,0,MIXED_3+,0.4
762,3,0,0,3,3,1.18,0,MIXED_3+,0.4
763,3,0,0,3,3,2.11,1,FOUNTAIN_3+_DETECTOR,0.7
764,3,0,0,3,3,1.34,1,FOUNTAIN_3+_DETECTOR,0.7
765,4,0,0,4,4,0.75,1,FOUNTAIN_3+_DETECTOR,0.7
766,4,0,0,4,4,1.29,1,FOUNTAIN_3+_DETECTOR,0.7
767,2,0,0,2,4,1.22,0,TWO_BALL,0.5
768,2,0,0,2,4,1.03,0,TWO_BALL,0.5
769,2,0,0,2,4,0.73,0,TWO_BALL,0.5
770,2,0,0,2,4,0.82,0,TWO_BALL,0.5
771,2,0,0,2,3,2.04,1,TWO_BALL,0.5
772,2,0,0,2,2,0.33,0,TWO_BALL,0.5
773,2,0,0,2,2,0.49,1,TWO_BALL,0.5
774,2,0,0,2,2,0.32,1,TWO_BALL,0.5
775,3,0,0,3,3,1.75,1,FOUNTAIN_3+_DETECTOR,0.7
776,3,0,0,3,3,7.02,2,CASCADE_3+_DETECTOR,0.7
777,3,0,0,3,3,7.42,2,CASCADE_3+_DETECTOR,0.7
778,3,0,0,3,3,8.06,2,CASCADE_3+_DETECTOR,0.7
779,3,0,0,3,3,7.64,2,CASCADE_3+_DETECTOR,0.7
780,2,0,1,3,0,0.0,0,NO_BALL,0.0
781,1,0,0,1,3,6.32,2,SINGLE_BALL,0.5
782,1,0,0,1,3,6.31,2,SINGLE_BALL,0.5
783,1,0,0,1,3,6.4,2,SINGLE_BALL,0.5
784,1,0,0,1,3,6.23,2,SINGLE_BALL,0.5
785,1,0,0,1,3,5.88,1,SINGLE_BALL,0.5
786,1,0,0,1,1,0.0,1,SINGLE_BALL,0.5
787,1,0,0,1,1,0.0,1,SINGLE_BALL,0.5
788,1,0,0,1,1,0.0,1,SINGLE_BALL,0.5
789,1,0,0,1,1,0.0,1,SINGLE_BALL,0.5
790,1,0,0,1,1,0.0,1,SINGLE_BALL,0.5
791,2,0,0,2,2,1.4,1,TWO_BALL,0.5
792,2,0,0,2,2,4.68,2,TWO_BALL,0.5
793,2,0,0,2,2,5.91,2,TWO_BALL,0.5
794,2,0,0,2,2,5.88,2,TWO_BALL,0.5
795,2,0,0,2,2,6.39,2,TWO_BALL,0.5
796,2,0,0,2,2,6.1,2,TWO_BALL,0.5
797,2,0,1,3,0,0.0,0,NO_BALL,0.0
798,3,0,0,3,3,4.85,2,CASCADE_3+_DETECTOR,0.7
799,3,0,0,3,3,3.55,2,CASCADE_3+_DETECTOR,0.7
800,3,0,0,3,3,2.77,1,FOUNTAIN_3+_DETECTOR,0.7
801,3,0,0,3,3,2.79,1,FOUNTAIN_3+_DETECTOR,0.7
802,3,0,0,3,3,2.92,1,FOUNTAIN_3+_DETECTOR,0.7
803,3,0,0,3,3,3.14,1,FOUNTAIN_3+_DETECTOR,0.7
804,3,0,0,3,3,3.79,1,FOUNTAIN_3+_DETECTOR,0.7
805,3,0,0,3,3,3.87,2,CASCADE_3+_DETECTOR,0.7
806,2,0,0,2,3,3.71,1,TWO_BALL,0.5
807,2,0,0,2,3,4.96,2,TWO_BALL,0.5
808,2,0,0,2,3,3.48,2,TWO_BALL,0.5
809,2,0,0,2,3,4.77,2,TWO_BALL,0.5
810,2,0,0,2,3,5.27,2,TWO_BALL,0.5
811,3,0,0,3,3,4.75,1,FOUNTAIN_3+_DETECTOR,0.7
812,2,0,0,2,3,5.36,1,TWO_BALL,0.5
813,2,0,0,2,3,3.72,1,TWO_BALL,0.5
814,3,0,0,3,4,3.85,1,FOUNTAIN_3+_DETECTOR,0.7
