frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,n_airborne_tracklets,vx_iqr_px_per_frame,n_distinct_horiz_dirs,pattern,confidence
815,3,0,0,3,3,5.12,1,FOUNTAIN_3+_DETECTOR,0.7
816,3,0,0,3,3,7.75,1,FOUNTAIN_3+_DETECTOR,0.7
817,3,0,0,3,3,4.84,1,FOUNTAIN_3+_DETECTOR,0.7
818,3,0,0,3,3,13.18,2,CASCADE_3+_DETECTOR,0.7
819,3,0,0,3,3,9.75,2,CASCADE_3+_DETECTOR,0.7
820,3,0,0,3,3,7.06,1,FOUNTAIN_3+_DETECTOR,0.7
821,3,0,0,3,3,4.84,1,FOUNTAIN_3+_DETECTOR,0.7
822,3,0,0,3,3,4.87,1,FOUNTAIN_3+_DETECTOR,0.7
823,3,0,0,3,3,5.36,2,CASCADE_3+_DETECTOR,0.7
824,3,0,0,3,3,5.12,2,CASCADE_3+_DETECTOR,0.7
825,3,0,0,3,3,4.21,1,FOUNTAIN_3+_DETECTOR,0.7
826,3,0,0,3,3,4.38,1,FOUNTAIN_3+_DETECTOR,0.7
827,3,0,0,3,3,4.2,1,FOUNTAIN_3+_DETECTOR,0.7
828,3,0,0,3,3,4.64,1,FOUNTAIN_3+_DETECTOR,0.7
829,3,0,0,3,3,5.24,2,CASCADE_3+_DETECTOR,0.7
830,1,0,1,2,0,0.0,0,NO_BALL,0.0
831,1,0,0,1,3,4.61,1,SINGLE_BALL,0.5
832,1,0,0,1,3,4.55,1,SINGLE_BALL,0.5
833,1,0,0,1,3,4.78,1,SINGLE_BALL,0.5
834,1,0,0,1,3,4.95,1,SINGLE_BALL,0.5
835,1,0,0,1,2,5.13,1,SINGLE_BALL,0.5
836,1,0,0,1,1,0.0,1,SINGLE_BALL,0.5
837,1,0,0,1,1,0.0,1,SINGLE_BALL,0.5
838,1,0,0,1,1,0.0,1,SINGLE_BALL,0.5
839,1,0,1,2,0,0.0,0,NO_BALL,0.0
840,1,0,0,1,2,3.72,1,SINGLE_BALL,0.5
841,1,0,0,1,2,3.77,1,SINGLE_BALL,0.5
842,1,0,0,1,2,3.87,1,SINGLE_BALL,0.5
843,1,0,0,1,2,3.95,1,SINGLE_BALL,0.5
844,1,0,0,1,2,4.03,1,SINGLE_BALL,0.5
845,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
846,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
847,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
848,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
849,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
850,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
851,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
852,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
853,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
854,1,0,0,1,1,0.0,0,SINGLE_BALL,0.5
855,2,0,0,2,2,0.57,0,TWO_BALL,0.5
856,2,0,1,3,0,0.0,0,NO_BALL,0.0
857,2,0,0,2,3,2.05,1,TWO_BALL,0.5
858,2,0,0,2,3,2.21,1,TWO_BALL,0.5
859,2,0,0,2,3,2.46,2,TWO_BALL,0.5
860,2,0,1,3,0,0.0,0,NO_BALL,0.0
861,3,0,0,3,3,0.37,0,MIXED_3+,0.4
862,3,0,0,3,3,1.1,1,FOUNTAIN_3+_DETECTOR,0.7
863,3,0,0,3,3,0.81,0,MIXED_3+,0.4
864,3,0,0,3,3,0.77,0,MIXED_3+,0.4
865,3,0,0,3,3,0.85,0,MIXED_3+,0.4
866,3,0,0,3,3,0.78,0,MIXED_3+,0.4
867,3,0,0,3,3,0.76,0,MIXED_3+,0.4
868,3,0,0,3,3,1.26,1,FOUNTAIN_3+_DETECTOR,0.7
869,3,0,0,3,3,0.95,1,FOUNTAIN_3+_DETECTOR,0.7
870,3,0,0,3,3,1.14,1,FOUNTAIN_3+_DETECTOR,0.7
871,3,0,0,3,3,0.73,1,FOUNTAIN_3+_DETECTOR,0.7
872,2,0,1,3,0,0.0,0,NO_BALL,0.0
873,2,0,0,2,3,2.04,1,TWO_BALL,0.5
874,2,0,0,2,3,5.39,1,TWO_BALL,0.5
875,2,0,0,2,2,1.26,1,TWO_BALL,0.5
876,2,0,0,2,2,8.93,1,TWO_BALL,0.5
877,2,0,0,2,2,3.2,1,TWO_BALL,0.5
878,2,0,0,2,2,3.14,1,TWO_BALL,0.5
879,2,0,0,2,2,4.09,1,TWO_BALL,0.5
880,2,0,0,2,2,2.16,1,TWO_BALL,0.5
881,1,0,0,1,2,1.49,1,SINGLE_BALL,0.5
882,1,0,0,1,2,1.89,1,SINGLE_BALL,0.5
883,2,0,0,2,3,3.08,1,TWO_BALL,0.5
884,2,0,0,2,3,7.72,2,TWO_BALL,0.5
885,3,0,0,3,4,3.08,2,CASCADE_3+_DETECTOR,0.7
886,2,0,0,2,3,5.28,2,TWO_BALL,0.5
887,2,0,0,2,3,5.32,2,TWO_BALL,0.5
888,2,0,0,2,3,7.98,2,TWO_BALL,0.5
889,2,0,0,2,3,5.25,2,TWO_BALL,0.5
890,2,0,1,3,0,0.0,0,NO_BALL,0.0
891,3,0,0,3,3,7.92,2,CASCADE_3+_DETECTOR,0.7
892,3,0,0,3,3,7.48,2,CASCADE_3+_DETECTOR,0.7
893,3,0,0,3,3,6.95,2,CASCADE_3+_DETECTOR,0.7
894,3,0,0,3,3,6.26,2,CASCADE_3+_DETECTOR,0.7
895,3,0,0,3,3,6.69,2,CASCADE_3+_DETECTOR,0.7
896,3,0,0,3,3,6.17,2,CASCADE_3+_DETECTOR,0.7
897,3,0,0,3,3,2.37,1,FOUNTAIN_3+_DETECTOR,0.7
898,3,0,0,3,3,13.74,2,CASCADE_3+_DETECTOR,0.7
899,3,0,0,3,3,9.77,1,FOUNTAIN_3+_DETECTOR,0.7
900,3,0,0,3,3,10.28,1,FOUNTAIN_3+_DETECTOR,0.7
901,3,0,0,3,3,9.8,1,FOUNTAIN_3+_DETECTOR,0.7
902,3,0,0,3,3,8.31,1,FOUNTAIN_3+_DETECTOR,0.7
903,3,0,0,3,3,5.12,1,FOUNTAIN_3+_DETECTOR,0.7
904,3,0,0,3,3,5.45,1,FOUNTAIN_3+_DETECTOR,0.7
905,3,0,0,3,3,2.75,1,FOUNTAIN_3+_DETECTOR,0.7
906,3,0,0,3,3,2.72,1,FOUNTAIN_3+_DETECTOR,0.7
907,3,0,0,3,3,4.54,1,FOUNTAIN_3+_DETECTOR,0.7
908,3,0,0,3,3,5.61,1,FOUNTAIN_3+_DETECTOR,0.7
909,3,0,0,3,3,4.99,1,FOUNTAIN_3+_DETECTOR,0.7
910,3,0,0,3,3,7.16,1,FOUNTAIN_3+_DETECTOR,0.7
911,3,0,0,3,3,6.45,1,FOUNTAIN_3+_DETECTOR,0.7
912,3,0,0,3,3,4.82,1,FOUNTAIN_3+_DETECTOR,0.7
913,3,0,0,3,3,2.09,1,FOUNTAIN_3+_DETECTOR,0.7
914,3,0,0,3,3,1.13,1,FOUNTAIN_3+_DETECTOR,0.7
915,3,0,0,3,3,3.79,1,FOUNTAIN_3+_DETECTOR,0.7
916,3,0,0,3,3,5.37,2,CASCADE_3+_DETECTOR,0.7
917,3,0,0,3,3,6.39,2,CASCADE_3+_DETECTOR,0.7
918,3,0,0,3,3,7.28,2,CASCADE_3+_DETECTOR,0.7
919,3,0,0,3,3,7.18,2,CASCADE_3+_DETECTOR,0.7
920,3,0,0,3,3,7.33,2,CASCADE_3+_DETECTOR,0.7
921,3,0,0,3,3,7.21,2,CASCADE_3+_DETECTOR,0.7
922,3,0,0,3,3,5.8,2,CASCADE_3+_DETECTOR,0.7
923,3,0,0,3,3,8.43,2,CASCADE_3+_DETECTOR,0.7
924,3,0,0,3,3,7.46,2,CASCADE_3+_DETECTOR,0.7
925,3,0,0,3,3,7.68,2,CASCADE_3+_DETECTOR,0.7
926,3,0,0,3,3,8.26,2,CASCADE_3+_DETECTOR,0.7
927,3,0,0,3,3,6.28,2,CASCADE_3+_DETECTOR,0.7
928,3,0,0,3,3,3.01,1,FOUNTAIN_3+_DETECTOR,0.7
929,3,0,0,3,3,7.44,1,FOUNTAIN_3+_DETECTOR,0.7
930,3,0,0,3,3,13.32,1,FOUNTAIN_3+_DETECTOR,0.7
931,3,0,0,3,3,18.93,1,FOUNTAIN_3+_DETECTOR,0.7
932,3,0,0,3,3,26.46,2,CASCADE_3+_DETECTOR,0.7
933,3,0,0,3,3,30.28,2,CASCADE_3+_DETECTOR,0.7
934,3,0,0,3,3,32.0,2,CASCADE_3+_DETECTOR,0.7
935,3,0,0,3,3,29.61,2,CASCADE_3+_DETECTOR,0.7
936,3,0,0,3,3,21.32,1,FOUNTAIN_3+_DETECTOR,0.7
937,2,0,0,2,3,18.21,1,TWO_BALL,0.5
938,2,0,0,2,3,21.83,1,TWO_BALL,0.5
939,2,0,0,2,3,22.21,1,TWO_BALL,0.5
940,2,0,0,2,3,19.63,1,TWO_BALL,0.5
941,2,0,0,2,3,15.75,1,TWO_BALL,0.5
942,2,0,0,2,2,11.11,1,TWO_BALL,0.5
943,2,0,0,2,2,8.02,1,TWO_BALL,0.5
944,3,0,0,3,3,5.87,1,FOUNTAIN_3+_DETECTOR,0.7
945,3,0,0,3,3,3.82,1,FOUNTAIN_3+_DETECTOR,0.7
946,2,0,0,2,3,8.95,1,TWO_BALL,0.5
947,2,0,0,2,3,8.63,1,TWO_BALL,0.5
948,2,0,0,2,3,6.61,1,TWO_BALL,0.5
949,1,0,0,1,3,8.05,1,SINGLE_BALL,0.5
950,1,0,0,1,3,8.05,1,SINGLE_BALL,0.5
951,1,0,0,1,2,1.71,1,SINGLE_BALL,0.5
952,1,0,0,1,2,1.04,1,SINGLE_BALL,0.5
953,1,0,0,1,2,1.06,1,SINGLE_BALL,0.5
954,1,0,0,1,1,0.0,1,SINGLE_BALL,0.5
955,1,0,0,1,1,0.0,1,SINGLE_BALL,0.5
956,2,0,0,2,2,4.36,1,TWO_BALL,0.5
957,3,0,0,3,3,4.54,1,FOUNTAIN_3+_DETECTOR,0.7
958,3,0,0,3,3,11.66,1,FOUNTAIN_3+_DETECTOR,0.7
959,3,0,0,3,3,10.99,1,FOUNTAIN_3+_DETECTOR,0.7
960,3,0,0,3,3,6.93,1,FOUNTAIN_3+_DETECTOR,0.7
961,3,0,0,3,3,7.93,1,FOUNTAIN_3+_DETECTOR,0.7
962,3,0,0,3,3,6.39,1,FOUNTAIN_3+_DETECTOR,0.7
963,3,0,0,3,3,6.56,1,FOUNTAIN_3+_DETECTOR,0.7
964,3,0,0,3,3,6.79,2,CASCADE_3+_DETECTOR,0.7
965,2,0,0,2,3,5.78,2,TWO_BALL,0.5
966,1,0,0,1,3,5.91,1,SINGLE_BALL,0.5
967,1,0,0,1,3,5.97,1,SINGLE_BALL,0.5
968,2,0,0,2,4,5.13,2,TWO_BALL,0.5
969,2,0,0,2,4,5.99,1,TWO_BALL,0.5
970,3,0,0,3,3,1.0,1,FOUNTAIN_3+_DETECTOR,0.7
971,2,0,0,2,3,1.95,1,TWO_BALL,0.5
972,2,0,0,2,3,1.49,1,TWO_BALL,0.5
973,2,0,0,2,3,0.23,1,TWO_BALL,0.5
974,2,0,0,2,3,1.4,1,TWO_BALL,0.5
975,2,0,0,2,3,1.77,1,TWO_BALL,0.5
976,2,0,0,2,2,0.72,1,TWO_BALL,0.5
977,3,0,0,3,3,2.04,1,FOUNTAIN_3+_DETECTOR,0.7
978,3,0,0,3,3,19.0,1,FOUNTAIN_3+_DETECTOR,0.7
979,3,0,0,3,3,22.19,1,FOUNTAIN_3+_DETECTOR,0.7
980,3,0,0,3,3,20.76,1,FOUNTAIN_3+_DETECTOR,0.7
981,3,0,0,3,3,17.16,1,FOUNTAIN_3+_DETECTOR,0.7
982,3,0,0,3,3,9.68,1,FOUNTAIN_3+_DETECTOR,0.7
983,3,0,0,3,3,14.26,1,FOUNTAIN_3+_DETECTOR,0.7
984,3,0,0,3,3,3.29,1,FOUNTAIN_3+_DETECTOR,0.7
985,3,0,0,3,3,3.96,1,FOUNTAIN_3+_DETECTOR,0.7
986,3,0,0,3,3,3.38,1,FOUNTAIN_3+_DETECTOR,0.7
987,3,0,0,3,3,2.87,1,FOUNTAIN_3+_DETECTOR,0.7
988,3,0,0,3,3,3.2,1,FOUNTAIN_3+_DETECTOR,0.7
989,3,0,0,3,3,2.82,1,FOUNTAIN_3+_DETECTOR,0.7
990,3,0,0,3,3,2.06,1,FOUNTAIN_3+_DETECTOR,0.7
991,3,0,0,3,3,1.18,1,FOUNTAIN_3+_DETECTOR,0.7
992,3,0,0,3,3,2.42,1,FOUNTAIN_3+_DETECTOR,0.7
993,3,0,0,3,3,3.26,2,CASCADE_3+_DETECTOR,0.7
994,3,0,0,3,3,7.28,2,CASCADE_3+_DETECTOR,0.7
995,3,0,0,3,3,9.28,1,FOUNTAIN_3+_DETECTOR,0.7
996,3,0,0,3,3,9.67,2,CASCADE_3+_DETECTOR,0.7
997,3,0,0,3,3,9.14,2,CASCADE_3+_DETECTOR,0.7
998,3,0,0,3,3,6.4,2,CASCADE_3+_DETECTOR,0.7
999,3,0,0,3,3,4.32,2,CASCADE_3+_DETECTOR,0.7
1000,3,0,0,3,3,3.88,2,CASCADE_3+_DETECTOR,0.7
1001,3,0,0,3,3,2.77,2,CASCADE_3+_DETECTOR,0.7
1002,3,0,0,3,3,4.64,1,FOUNTAIN_3+_DETECTOR,0.7
1003,3,0,0,3,3,8.92,2,CASCADE_3+_DETECTOR,0.7
1004,3,0,0,3,3,14.81,2,CASCADE_3+_DETECTOR,0.7
1005,3,0,0,3,3,19.54,2,CASCADE_3+_DETECTOR,0.7
1006,3,0,0,3,3,11.99,2,CASCADE_3+_DETECTOR,0.7
1007,3,0,0,3,3,23.7,1,FOUNTAIN_3+_DETECTOR,0.7
1008,3,0,0,3,3,26.58,2,CASCADE_3+_DETECTOR,0.7
1009,3,0,0,3,3,26.15,2,CASCADE_3+_DETECTOR,0.7
1010,3,0,0,3,3,20.67,2,CASCADE_3+_DETECTOR,0.7
1011,3,0,0,3,3,20.48,2,CASCADE_3+_DETECTOR,0.7
1012,2,0,0,2,3,20.06,2,TWO_BALL,0.5
1013,2,0,0,2,3,20.15,2,TWO_BALL,0.5
1014,2,0,0,2,3,20.46,2,TWO_BALL,0.5
1015,1,0,1,2,0,0.0,0,NO_BALL,0.0
1016,1,0,0,1,3,19.9,2,SINGLE_BALL,0.5
1017,1,0,0,1,2,1.39,1,SINGLE_BALL,0.5
1018,1,0,0,1,2,1.27,1,SINGLE_BALL,0.5
1019,1,0,0,1,2,1.14,1,SINGLE_BALL,0.5
1020,1,0,0,1,2,0.8,1,SINGLE_BALL,0.5
1021,0,0,0,0,1,0.0,1,NO_BALL,1.0
1022,0,0,0,0,1,0.0,1,NO_BALL,1.0
1023,0,0,0,0,1,0.0,1,NO_BALL,1.0
1024,0,0,0,0,1,0.0,1,NO_BALL,1.0
1025,0,0,0,0,1,0.0,1,NO_BALL,1.0
1026,0,0,0,0,0,0.0,0,NO_BALL,0.0
1027,0,0,0,0,0,0.0,0,NO_BALL,0.0
1028,0,0,0,0,0,0.0,0,NO_BALL,0.0
1029,2,0,1,3,0,0.0,0,NO_BALL,0.0
1030,3,0,0,3,3,27.98,1,FOUNTAIN_3+_DETECTOR,0.7
1031,3,0,0,3,3,32.8,1,FOUNTAIN_3+_DETECTOR,0.7
1032,3,0,0,3,3,34.05,1,FOUNTAIN_3+_DETECTOR,0.7
1033,3,0,0,3,3,34.15,1,FOUNTAIN_3+_DETECTOR,0.7
1034,3,0,0,3,3,33.41,1,FOUNTAIN_3+_DETECTOR,0.7
1035,3,0,0,3,3,32.93,1,FOUNTAIN_3+_DETECTOR,0.7
1036,3,0,0,3,3,24.95,1,FOUNTAIN_3+_DETECTOR,0.7
1037,3,0,0,3,3,20.48,1,FOUNTAIN_3+_DETECTOR,0.7
1038,3,0,0,3,3,17.02,1,FOUNTAIN_3+_DETECTOR,0.7
1039,3,0,0,3,3,18.15,2,CASCADE_3+_DETECTOR,0.7
1040,3,0,0,3,3,19.84,2,CASCADE_3+_DETECTOR,0.7
1041,3,0,0,3,3,20.29,2,CASCADE_3+_DETECTOR,0.7
1042,3,0,0,3,3,19.29,2,CASCADE_3+_DETECTOR,0.7
1043,3,0,0,3,3,16.98,2,CASCADE_3+_DETECTOR,0.7
1044,3,0,0,3,3,14.17,2,CASCADE_3+_DETECTOR,0.7
1045,3,0,0,3,3,11.95,2,CASCADE_3+_DETECTOR,0.7
1046,3,0,0,3,3,11.77,2,CASCADE_3+_DETECTOR,0.7
1047,3,0,0,3,3,11.18,2,CASCADE_3+_DETECTOR,0.7
1048,3,0,0,3,3,12.8,2,CASCADE_3+_DETECTOR,0.7
1049,3,0,0,3,3,16.49,2,CASCADE_3+_DETECTOR,0.7
1050,2,0,1,3,0,0.0,0,NO_BALL,0.0
1051,1,0,0,1,3,10.72,2,SINGLE_BALL,0.5
1052,1,0,0,1,3,10.61,2,SINGLE_BALL,0.5
1053,1,0,0,1,3,10.2,2,SINGLE_BALL,0.5
1054,1,0,1,2,0,0.0,0,NO_BALL,0.0
1055,2,0,0,2,4,25.91,2,TWO_BALL,0.5
1056,3,0,0,3,3,38.85,2,CASCADE_3+_DETECTOR,0.7
1057,3,0,0,3,3,40.01,2,CASCADE_3+_DETECTOR,0.7
1058,3,0,0,3,3,39.23,2,CASCADE_3+_DETECTOR,0.7
1059,3,0,0,3,3,32.6,2,CASCADE_3+_DETECTOR,0.7
1060,3,0,0,3,3,35.63,2,CASCADE_3+_DETECTOR,0.7
1061,2,0,0,2,3,33.45,2,TWO_BALL,0.5
1062,2,0,0,2,3,32.8,2,TWO_BALL,0.5
1063,2,0,0,2,3,33.28,2,TWO_BALL,0.5
1064,2,0,0,2,3,32.41,1,TWO_BALL,0.5
1065,2,0,0,2,3,31.87,1,TWO_BALL,0.5
1066,2,0,0,2,2,3.24,1,TWO_BALL,0.5
1067,2,0,0,2,2,0.44,0,TWO_BALL,0.5
1068,2,0,0,2,2,7.7,1,TWO_BALL,0.5
1069,2,0,0,2,2,9.44,1,TWO_BALL,0.5
1070,3,0,0,3,3,11.34,1,FOUNTAIN_3+_DETECTOR,0.7
1071,3,0,0,3,3,14.23,2,CASCADE_3+_DETECTOR,0.7
1072,3,0,0,3,3,17.49,2,CASCADE_3+_DETECTOR,0.7
1073,3,0,0,3,3,19.12,2,CASCADE_3+_DETECTOR,0.7
1074,3,0,0,3,3,21.22,2,CASCADE_3+_DETECTOR,0.7
1075,2,0,0,2,3,27.21,2,TWO_BALL,0.5
1076,2,0,0,2,3,32.01,2,TWO_BALL,0.5
1077,3,0,0,3,4,8.07,2,CASCADE_3+_DETECTOR,0.7
1078,1,0,0,1,4,8.11,2,SINGLE_BALL,0.5
