frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,n_window_events,n_recent_events,same_hand_run,alternation_score,catch_rate_hz
167,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
168,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
169,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
170,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
171,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
172,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
173,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
174,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
175,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
176,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
177,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
178,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
179,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
180,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
181,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
182,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
183,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
184,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
185,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
186,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
187,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
188,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
189,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
190,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
191,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
192,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
193,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
194,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
195,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
196,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
197,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
198,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
199,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
200,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
201,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
202,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
203,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
204,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
205,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
206,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
207,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
208,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
209,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
210,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
211,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
212,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
213,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
214,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
215,5,0,0,5,0.609,MIXED_3+_UNCONFIRMED,0.304,0,0,0,0.0,0.0
