frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total_balls,balls_in_hand,balls_in_air,avg_chain_quality
475,4,0,0,4,,c3|c7|c8|c9,0.539
476,4,0,0,4,,c3|c7|c8|c9,0.539
477,4,0,0,4,,c3|c7|c8|c9,0.539
478,4,0,0,4,,c3|c7|c8|c9,0.539
479,4,0,0,4,,c3|c7|c8|c9,0.539
480,4,0,0,4,,c3|c7|c8|c9,0.539
481,4,0,0,4,,c3|c7|c8|c9,0.539
482,5,0,0,5,,c3|c7|c8|c9|c10,0.539
483,5,0,0,5,,c3|c7|c8|c9|c10,0.539
484,5,0,0,5,,c3|c7|c8|c9|c10,0.539
485,5,0,0,5,,c3|c7|c8|c9|c10,0.539
486,5,0,0,5,,c3|c7|c8|c9|c10,0.539
487,5,0,0,5,,c3|c7|c8|c9|c10,0.539
488,5,0,0,5,,c3|c7|c8|c9|c10,0.539
489,5,0,0,5,,c3|c7|c8|c9|c10,0.539
490,5,0,0,5,,c3|c7|c8|c9|c10,0.539
491,5,0,0,5,,c3|c7|c8|c9|c10,0.539
492,5,0,0,5,,c3|c7|c8|c9|c10,0.539
493,5,0,0,5,,c3|c7|c8|c9|c10,0.539
494,5,0,0,5,,c3|c7|c8|c9|c10,0.539
495,5,0,0,5,,c3|c7|c8|c9|c10,0.539
496,5,0,0,5,,c3|c7|c8|c9|c10,0.539
497,5,0,0,5,,c3|c7|c8|c9|c10,0.539
498,5,0,0,5,,c3|c7|c8|c9|c10,0.539
499,4,0,0,4,,c3|c7|c8|c10,0.547
500,4,0,0,4,,c3|c7|c8|c10,0.547
501,4,0,0,4,,c3|c7|c8|c10,0.547
502,4,0,0,4,,c3|c7|c8|c10,0.547
503,4,0,0,4,,c3|c7|c8|c10,0.547
504,4,0,0,4,,c3|c7|c8|c10,0.547
505,4,0,0,4,,c3|c7|c8|c10,0.547
506,4,0,0,4,,c3|c7|c8|c10,0.547
507,4,0,0,4,,c3|c7|c8|c10,0.547
508,4,0,0,4,,c3|c7|c8|c10,0.547
509,4,0,0,4,,c3|c7|c8|c10,0.547
510,5,0,0,5,,c3|c7|c8|c9|c10,0.539
511,5,0,0,5,,c3|c7|c8|c9|c10,0.539
512,5,0,0,5,,c3|c7|c8|c9|c10,0.539
513,5,0,0,5,,c3|c7|c8|c9|c10,0.539
514,5,0,0,5,,c3|c7|c8|c9|c10,0.539
515,5,0,0,5,,c3|c7|c8|c9|c10,0.539
516,5,0,0,5,,c3|c7|c8|c9|c10,0.539
517,5,0,0,5,,c3|c7|c8|c9|c10,0.539
518,5,0,0,5,,c3|c7|c8|c9|c10,0.539
519,5,0,0,5,,c3|c7|c8|c9|c10,0.539
520,5,0,0,5,,c3|c7|c8|c9|c10,0.539
521,5,0,0,5,,c3|c7|c8|c9|c10,0.539
522,5,0,0,5,,c3|c7|c8|c9|c10,0.539
523,5,0,0,5,,c3|c7|c8|c9|c10,0.539
524,5,0,0,5,,c3|c7|c8|c9|c10,0.539
525,5,0,0,5,,c3|c7|c8|c9|c10,0.539
526,5,0,0,5,,c3|c7|c8|c9|c10,0.539
527,5,0,0,5,,c3|c7|c8|c9|c10,0.539
528,5,0,0,5,,c3|c7|c8|c9|c10,0.539
529,5,0,0,5,,c3|c7|c8|c9|c10,0.539
530,5,0,0,5,,c3|c7|c8|c9|c10,0.539
531,5,0,0,5,,c3|c7|c8|c9|c10,0.539
532,5,0,0,5,,c3|c7|c8|c9|c10,0.539
533,5,0,0,5,,c3|c7|c8|c9|c10,0.539
534,5,0,0,5,,c3|c7|c8|c9|c10,0.539
535,5,0,0,5,,c3|c7|c8|c9|c10,0.539
536,5,0,0,5,,c3|c7|c8|c9|c10,0.539
537,5,0,0,5,,c3|c7|c8|c9|c10,0.539
538,5,0,0,5,,c3|c7|c8|c9|c10,0.539
539,5,0,0,5,,c3|c7|c8|c9|c10,0.539
540,5,0,0,5,,c3|c7|c8|c9|c10,0.539
541,5,0,0,5,,c3|c7|c8|c9|c10,0.539
542,5,0,0,5,,c3|c7|c8|c9|c10,0.539
543,5,0,0,5,,c3|c7|c8|c9|c10,0.539
544,5,0,0,5,,c3|c7|c8|c9|c10,0.539
545,5,0,0,5,,c3|c7|c8|c9|c10,0.539
546,5,0,0,5,,c3|c7|c8|c9|c10,0.539
547,5,0,0,5,,c3|c7|c8|c9|c10,0.539
548,5,0,0,5,,c3|c7|c8|c9|c10,0.539
549,5,0,0,5,,c3|c7|c8|c9|c10,0.539
550,5,0,0,5,,c3|c7|c8|c9|c10,0.539
551,5,0,0,5,,c3|c7|c8|c9|c10,0.539
552,5,0,0,5,,c3|c7|c8|c9|c10,0.539
553,5,0,0,5,,c3|c7|c8|c9|c10,0.539
554,5,0,0,5,,c3|c7|c8|c9|c10,0.539
555,5,0,0,5,,c3|c7|c8|c9|c10,0.539
556,5,0,0,5,,c3|c7|c8|c9|c10,0.539
557,5,0,0,5,,c3|c7|c8|c9|c10,0.539
558,5,0,0,5,,c3|c7|c8|c9|c10,0.539
559,5,0,0,5,,c3|c7|c8|c9|c10,0.539
560,5,0,0,5,,c3|c7|c8|c9|c10,0.539
561,5,0,0,5,,c3|c7|c8|c9|c10,0.539
562,5,0,0,5,,c3|c7|c8|c9|c10,0.539
563,5,0,0,5,,c3|c7|c8|c9|c10,0.539
564,5,0,0,5,,c3|c7|c8|c9|c10,0.539
565,5,0,0,5,,c3|c7|c8|c9|c10,0.539
566,5,0,0,5,,c3|c7|c8|c9|c10,0.539
567,5,0,0,5,,c3|c7|c8|c9|c10,0.539
568,5,0,0,5,,c3|c7|c8|c9|c10,0.539
569,5,0,0,5,,c3|c7|c8|c9|c10,0.539
570,5,0,0,5,,c3|c7|c8|c9|c10,0.539
571,5,0,0,5,,c3|c7|c8|c9|c10,0.539
572,5,0,0,5,,c3|c7|c8|c9|c10,0.539
573,5,0,0,5,,c3|c7|c8|c9|c10,0.539
574,5,0,0,5,,c3|c7|c8|c9|c10,0.539
575,5,0,0,5,,c3|c7|c8|c9|c10,0.539
576,5,0,0,5,,c3|c7|c8|c9|c10,0.539
577,5,0,0,5,,c3|c7|c8|c9|c10,0.539
578,6,0,0,6,,c3|c7|c8|c9|c10|c11,0.521
579,5,0,0,5,,c3|c7|c8|c9|c10,0.539
580,5,0,0,5,,c3|c7|c8|c9|c10,0.539
581,5,0,0,5,,c3|c7|c8|c9|c10,0.539
582,5,0,0,5,,c3|c7|c8|c9|c10,0.539
583,4,0,0,4,,c3|c8|c9|c10,0.539
584,4,0,0,4,,c3|c8|c9|c10,0.539
585,4,0,0,4,,c3|c8|c9|c10,0.539
586,4,0,0,4,,c3|c8|c9|c10,0.539
587,4,0,0,4,,c3|c8|c9|c10,0.539
588,4,0,0,4,,c3|c8|c9|c10,0.539
589,4,0,0,4,,c3|c8|c9|c10,0.539
590,4,0,0,4,,c3|c8|c9|c10,0.539
591,5,0,0,5,,c3|c7|c8|c9|c10,0.539
592,5,0,0,5,,c3|c7|c8|c9|c10,0.539
593,5,0,0,5,,c3|c7|c8|c9|c10,0.539
594,5,0,0,5,,c3|c7|c8|c9|c10,0.539
595,5,0,0,5,,c3|c7|c8|c9|c10,0.539
596,4,0,0,4,,c3|c7|c9|c10,0.536
597,4,0,0,4,,c3|c7|c9|c10,0.536
598,4,0,0,4,,c3|c7|c9|c10,0.536
599,4,0,0,4,,c3|c7|c9|c10,0.536
600,4,0,0,4,,c3|c7|c9|c10,0.536
601,4,0,0,4,,c3|c7|c9|c10,0.536
602,4,0,0,4,,c3|c7|c9|c10,0.536
603,4,0,0,4,,c3|c7|c9|c10,0.536
604,4,0,0,4,,c3|c7|c9|c10,0.536
605,4,0,0,4,,c3|c7|c9|c10,0.536
606,5,0,0,5,,c3|c7|c8|c9|c10,0.539
607,5,0,0,5,,c3|c7|c8|c9|c10,0.539
608,5,0,0,5,,c3|c7|c8|c9|c10,0.539
609,5,0,0,5,,c3|c7|c8|c9|c10,0.539
610,5,0,0,5,,c3|c7|c8|c9|c10,0.539
611,5,0,0,5,,c3|c7|c8|c9|c10,0.539
612,5,0,0,5,,c3|c7|c8|c9|c10,0.539
613,5,0,0,5,,c3|c7|c8|c9|c10,0.539
614,5,0,0,5,,c3|c7|c8|c9|c10,0.539
615,5,0,0,5,,c3|c7|c8|c9|c10,0.539
616,5,0,0,5,,c3|c7|c8|c9|c10,0.539
617,5,0,0,5,,c3|c7|c8|c9|c10,0.539
618,5,0,0,5,,c3|c7|c8|c9|c10,0.539
619,5,0,0,5,,c3|c7|c8|c9|c10,0.539
620,5,0,0,5,,c3|c7|c8|c9|c10,0.539
621,5,0,0,5,,c3|c7|c8|c9|c10,0.539
622,5,0,0,5,,c3|c7|c8|c9|c10,0.539
623,5,0,0,5,,c3|c7|c8|c9|c10,0.539
624,5,0,0,5,,c3|c7|c8|c9|c10,0.539
625,5,0,0,5,,c3|c7|c8|c9|c10,0.539
626,5,0,0,5,,c3|c7|c8|c9|c10,0.539
627,5,0,0,5,,c3|c7|c8|c9|c10,0.539
628,5,0,0,5,,c3|c7|c8|c9|c10,0.539
629,5,0,0,5,,c3|c7|c8|c9|c10,0.539
630,5,0,0,5,,c3|c7|c8|c9|c10,0.539
631,5,0,0,5,,c3|c7|c8|c9|c10,0.539
632,5,0,0,5,,c3|c7|c8|c9|c10,0.539
633,5,0,0,5,,c3|c7|c8|c9|c10,0.539
634,5,0,0,5,,c3|c7|c8|c9|c10,0.539
635,5,0,0,5,,c3|c7|c8|c9|c10,0.539
636,5,0,0,5,,c3|c7|c8|c9|c10,0.539
637,5,0,0,5,,c3|c7|c8|c9|c10,0.539
638,5,0,0,5,,c3|c7|c8|c9|c10,0.539
639,5,0,0,5,,c3|c7|c8|c9|c10,0.539
640,5,0,0,5,,c3|c7|c8|c9|c10,0.539
641,5,0,0,5,,c3|c7|c8|c9|c10,0.539
642,5,0,0,5,,c3|c7|c8|c9|c10,0.539
643,5,0,0,5,,c3|c7|c8|c9|c10,0.539
644,5,0,0,5,,c3|c7|c8|c9|c10,0.539
645,4,0,0,4,,c3|c7|c8|c10,0.547
646,4,0,0,4,,c3|c7|c8|c10,0.547
647,4,0,0,4,,c3|c7|c8|c10,0.547
648,4,0,0,4,,c3|c7|c8|c10,0.547
649,4,0,0,4,,c3|c7|c8|c10,0.547
650,4,0,0,4,,c3|c7|c8|c10,0.547
651,4,0,0,4,,c3|c7|c8|c10,0.547
652,4,0,0,4,,c3|c7|c8|c10,0.547
653,4,0,0,4,,c3|c7|c8|c10,0.547
654,3,0,0,3,,c3|c8|c10,0.549
655,3,0,0,3,,c3|c8|c10,0.549
656,4,0,0,4,,c3|c8|c9|c10,0.539
657,4,0,0,4,,c3|c8|c9|c10,0.539
658,4,0,0,4,,c3|c8|c9|c10,0.539
659,4,0,0,4,,c3|c8|c9|c10,0.539
660,4,0,0,4,,c3|c8|c9|c10,0.539
661,4,0,0,4,,c3|c8|c9|c10,0.539
662,4,0,0,4,,c3|c8|c9|c10,0.539
663,4,0,0,4,,c3|c8|c9|c10,0.539
664,4,0,0,4,,c3|c8|c9|c10,0.539
665,4,0,0,4,,c3|c8|c9|c10,0.539
666,4,0,0,4,,c3|c8|c9|c10,0.539
667,4,0,0,4,,c3|c8|c9|c10,0.539
668,4,0,0,4,,c3|c8|c9|c10,0.539
669,4,0,0,4,,c3|c8|c9|c10,0.539
670,5,0,0,5,,c3|c8|c9|c10|c12,0.561
671,4,0,0,4,,c3|c8|c9|c10,0.539
672,4,0,0,4,,c3|c8|c9|c10,0.539
673,4,0,0,4,,c3|c8|c9|c10,0.539
674,4,0,0,4,,c3|c8|c9|c10,0.539
675,4,0,0,4,,c3|c8|c9|c10,0.539
676,4,0,0,4,,c3|c8|c9|c10,0.539
677,4,0,0,4,,c3|c8|c9|c10,0.539
678,5,0,0,5,,c3|c8|c9|c10|c12,0.561
679,5,0,0,5,,c3|c8|c9|c10|c12,0.561
680,5,0,0,5,,c3|c8|c9|c10|c12,0.561
681,5,0,0,5,,c3|c8|c9|c10|c12,0.561
682,5,0,0,5,,c3|c8|c9|c10|c12,0.561
683,5,0,0,5,,c3|c8|c9|c10|c12,0.561
684,5,0,0,5,,c3|c8|c9|c10|c12,0.561
685,5,0,0,5,,c3|c8|c9|c10|c12,0.561
686,5,0,0,5,,c3|c8|c9|c10|c12,0.561
687,5,0,0,5,,c3|c8|c9|c10|c12,0.561
688,5,0,0,5,,c3|c8|c9|c10|c12,0.561
689,5,0,0,5,,c3|c8|c9|c10|c12,0.561
690,5,0,0,5,,c3|c8|c9|c10|c12,0.561
691,5,0,0,5,,c3|c8|c9|c10|c12,0.561
692,5,0,0,5,,c3|c8|c9|c10|c12,0.561
693,5,0,0,5,,c3|c8|c9|c10|c12,0.561
694,4,0,0,4,,c3|c8|c9|c12,0.566
695,4,0,0,4,,c3|c8|c9|c12,0.566
696,4,0,0,4,,c3|c8|c9|c12,0.566
697,4,0,0,4,,c3|c8|c9|c12,0.566
698,4,0,0,4,,c3|c8|c9|c12,0.566
699,4,0,0,4,,c3|c8|c9|c12,0.566
700,4,0,0,4,,c3|c8|c9|c12,0.566
701,5,0,0,5,,c3|c8|c9|c10|c12,0.561
702,5,0,0,5,,c3|c8|c9|c10|c12,0.561
703,5,0,0,5,,c3|c8|c9|c10|c12,0.561
704,5,0,0,5,,c3|c8|c9|c10|c12,0.561
705,5,0,0,5,,c3|c8|c9|c10|c12,0.561
706,5,0,0,5,,c3|c8|c9|c10|c12,0.561
707,5,0,0,5,,c3|c8|c9|c10|c12,0.561
708,5,0,0,5,,c3|c8|c9|c10|c12,0.561
709,5,0,0,5,,c3|c8|c9|c10|c12,0.561
710,4,0,0,4,,c8|c9|c10|c12,0.561
711,4,0,0,4,,c8|c9|c10|c12,0.561
712,4,0,0,4,,c8|c9|c10|c12,0.561
713,4,0,0,4,,c8|c9|c10|c12,0.561
714,4,0,0,4,,c8|c9|c10|c12,0.561
715,5,0,0,5,,c3|c8|c9|c10|c12,0.561
716,5,0,0,5,,c3|c8|c9|c10|c12,0.561
717,5,0,0,5,,c3|c8|c9|c10|c12,0.561
718,4,0,0,4,,c3|c8|c10|c12,0.574
719,4,0,0,4,,c3|c8|c10|c12,0.574
720,4,0,0,4,,c3|c8|c10|c12,0.574
721,4,0,0,4,,c3|c8|c10|c12,0.574
722,4,0,0,4,,c3|c8|c10|c12,0.574
723,4,0,0,4,,c3|c8|c10|c12,0.574
724,4,0,0,4,,c3|c8|c10|c12,0.574
725,4,0,0,4,,c3|c8|c10|c12,0.574
726,4,0,0,4,,c3|c8|c10|c12,0.574
727,4,0,0,4,,c3|c8|c10|c12,0.574
728,4,0,0,4,,c3|c8|c10|c12,0.574
729,4,0,0,4,,c3|c8|c10|c12,0.574
730,4,0,0,4,,c3|c8|c10|c12,0.574
731,5,0,0,5,,c3|c8|c9|c10|c12,0.561
732,5,0,0,5,,c3|c8|c9|c10|c12,0.561
733,5,0,0,5,,c3|c8|c9|c10|c12,0.561
734,5,0,0,5,,c3|c8|c9|c10|c12,0.561
735,5,0,0,5,,c3|c8|c9|c10|c12,0.561
736,5,0,0,5,,c3|c8|c9|c10|c12,0.561
737,5,0,0,5,,c3|c8|c9|c10|c12,0.561
738,5,0,0,5,,c3|c8|c9|c10|c12,0.561
739,4,0,0,4,,c3|c8|c9|c10,0.539
740,4,0,0,4,,c3|c8|c9|c10,0.539
741,4,0,0,4,,c3|c8|c9|c10,0.539
742,4,0,0,4,,c3|c8|c9|c10,0.539
743,5,0,0,5,,c3|c8|c9|c10|c12,0.561
744,5,0,0,5,,c3|c8|c9|c10|c12,0.561
745,5,0,0,5,,c3|c8|c9|c10|c12,0.561
746,5,0,0,5,,c3|c8|c9|c10|c12,0.561
747,5,0,0,5,,c3|c8|c9|c10|c12,0.561
748,5,0,0,5,,c3|c8|c9|c10|c12,0.561
749,5,0,0,5,,c3|c8|c9|c10|c12,0.561
750,4,0,0,4,,c3|c9|c10|c12,0.563
751,4,0,0,4,,c3|c9|c10|c12,0.563
752,4,0,0,4,,c3|c9|c10|c12,0.563
753,4,0,0,4,,c3|c9|c10|c12,0.563
754,4,0,0,4,,c3|c9|c10|c12,0.563
755,5,0,0,5,,c3|c8|c9|c10|c12,0.561
756,5,0,0,5,,c3|c8|c9|c10|c12,0.561
757,5,0,0,5,,c3|c8|c9|c10|c12,0.561
758,5,0,0,5,,c3|c8|c9|c10|c12,0.561
759,5,0,0,5,,c3|c8|c9|c10|c12,0.561
760,5,0,0,5,,c3|c8|c9|c10|c12,0.561
761,5,0,0,5,,c3|c8|c9|c10|c12,0.561
762,4,0,0,4,,c3|c8|c9|c12,0.566
763,4,0,0,4,,c3|c8|c9|c12,0.566
764,4,0,0,4,,c3|c8|c9|c12,0.566
765,4,0,0,4,,c3|c8|c9|c12,0.566
766,4,0,0,4,,c3|c8|c9|c12,0.566
767,4,0,0,4,,c3|c8|c9|c12,0.566
768,4,0,0,4,,c3|c8|c9|c12,0.566
769,5,0,0,5,,c3|c8|c9|c10|c12,0.561
770,5,0,0,5,,c3|c8|c9|c10|c12,0.561
771,5,0,0,5,,c3|c8|c9|c10|c12,0.561
772,5,0,0,5,,c3|c8|c9|c10|c12,0.561
773,5,0,0,5,,c3|c8|c9|c10|c12,0.561
774,5,0,0,5,,c3|c8|c9|c10|c12,0.561
775,5,0,0,5,,c3|c8|c9|c10|c12,0.561
776,5,0,0,5,,c3|c8|c9|c10|c12,0.561
777,5,0,0,5,,c3|c8|c9|c10|c12,0.561
778,5,0,0,5,,c3|c8|c9|c10|c12,0.561
779,5,0,0,5,,c3|c8|c9|c10|c12,0.561
780,5,0,0,5,,c3|c8|c9|c10|c12,0.561
781,5,0,0,5,,c3|c8|c9|c10|c12,0.561
782,5,0,0,5,,c3|c8|c9|c10|c12,0.561
783,5,0,0,5,,c3|c8|c9|c10|c12,0.561
784,5,0,0,5,,c3|c8|c9|c10|c12,0.561
785,5,0,0,5,,c3|c8|c9|c10|c12,0.561
786,5,0,0,5,,c3|c8|c9|c10|c12,0.561
787,5,0,0,5,,c3|c8|c9|c10|c12,0.561
788,5,0,0,5,,c3|c8|c9|c10|c12,0.561
789,5,0,0,5,,c3|c8|c9|c10|c12,0.561
790,4,0,0,4,,c3|c8|c10|c12,0.574
791,4,0,0,4,,c3|c8|c10|c12,0.574
792,4,0,0,4,,c3|c8|c10|c12,0.574
793,4,0,0,4,,c3|c8|c10|c12,0.574
794,4,0,0,4,,c3|c8|c10|c12,0.574
795,4,0,0,4,,c3|c8|c10|c12,0.574
796,4,0,0,4,,c3|c8|c10|c12,0.574
797,4,0,0,4,,c3|c8|c10|c12,0.574
798,4,0,0,4,,c3|c8|c10|c12,0.574
799,4,0,0,4,,c3|c8|c10|c12,0.574
800,5,0,0,5,,c3|c8|c9|c10|c12,0.561
801,5,0,0,5,,c3|c8|c9|c10|c12,0.561
802,5,0,0,5,,c3|c8|c9|c10|c12,0.561
803,5,0,0,5,,c3|c8|c9|c10|c12,0.561
804,5,0,0,5,,c3|c8|c9|c10|c12,0.561
805,5,0,0,5,,c3|c8|c9|c10|c12,0.561
806,5,0,0,5,,c3|c8|c9|c10|c12,0.561
807,5,0,0,5,,c3|c8|c9|c10|c12,0.561
808,5,0,0,5,,c3|c8|c9|c10|c12,0.561
809,5,0,0,5,,c3|c8|c9|c10|c12,0.561
810,5,0,0,5,,c3|c8|c9|c10|c12,0.561
811,5,0,0,5,,c3|c8|c9|c10|c12,0.561
812,5,0,0,5,,c3|c8|c9|c10|c12,0.561
813,5,0,0,5,,c3|c8|c9|c10|c12,0.561
814,5,0,0,5,,c3|c8|c9|c10|c12,0.561
815,5,0,0,5,,c3|c8|c9|c10|c12,0.561
816,5,0,0,5,,c3|c8|c9|c10|c12,0.561
817,5,0,0,5,,c3|c8|c9|c10|c12,0.561
818,5,0,0,5,,c3|c8|c9|c10|c12,0.561
819,4,0,0,4,,c3|c9|c10|c12,0.563
820,4,0,0,4,,c3|c9|c10|c12,0.563
821,4,0,0,4,,c3|c9|c10|c12,0.563
822,4,0,0,4,,c3|c9|c10|c12,0.563
823,4,0,0,4,,c3|c9|c10|c12,0.563
824,4,0,0,4,,c3|c9|c10|c12,0.563
825,5,0,0,5,,c3|c8|c9|c10|c12,0.561
826,5,0,0,5,,c3|c8|c9|c10|c12,0.561
827,5,0,0,5,,c3|c8|c9|c10|c12,0.561
828,5,0,0,5,,c3|c8|c9|c10|c12,0.561
829,5,0,0,5,,c3|c8|c9|c10|c12,0.561
830,5,0,0,5,,c3|c8|c9|c10|c12,0.561
831,5,0,0,5,,c3|c8|c9|c10|c12,0.561
832,5,0,0,5,,c3|c8|c9|c10|c12,0.561
833,5,0,0,5,,c3|c8|c9|c10|c12,0.561
834,5,0,0,5,,c3|c8|c9|c10|c12,0.561
835,5,0,0,5,,c3|c8|c9|c10|c12,0.561
836,5,0,0,5,,c3|c8|c9|c10|c12,0.561
837,5,0,0,5,,c3|c8|c9|c10|c12,0.561
838,5,0,0,5,,c3|c8|c9|c10|c12,0.561
839,5,0,0,5,,c3|c8|c9|c10|c12,0.561
840,5,0,0,5,,c3|c8|c9|c10|c12,0.561
841,5,0,0,5,,c3|c8|c9|c10|c12,0.561
842,5,0,0,5,,c3|c8|c9|c10|c12,0.561
843,5,0,0,5,,c3|c8|c9|c10|c12,0.561
844,5,0,0,5,,c3|c8|c9|c10|c12,0.561
845,5,0,0,5,,c3|c8|c9|c10|c12,0.561
846,4,0,0,4,,c8|c9|c10|c12,0.561
847,4,0,0,4,,c8|c9|c10|c12,0.561
848,4,0,0,4,,c8|c9|c10|c12,0.561
849,4,0,0,4,,c8|c9|c10|c12,0.561
850,4,0,0,4,,c8|c9|c10|c12,0.561
851,4,0,0,4,,c8|c9|c10|c12,0.561
852,4,0,0,4,,c8|c9|c10|c12,0.561
853,4,0,0,4,,c8|c9|c10|c12,0.561
854,5,0,0,5,,c3|c8|c9|c10|c12,0.561
855,5,0,0,5,,c3|c8|c9|c10|c12,0.561
856,5,0,0,5,,c3|c8|c9|c10|c12,0.561
857,5,0,0,5,,c3|c8|c9|c10|c12,0.561
858,5,0,0,5,,c3|c8|c9|c10|c12,0.561
859,5,0,0,5,,c3|c8|c9|c10|c12,0.561
860,5,0,0,5,,c3|c8|c9|c10|c12,0.561
861,5,0,0,5,,c3|c8|c9|c10|c12,0.561
862,5,0,0,5,,c3|c8|c9|c10|c12,0.561
863,4,0,0,4,,c3|c8|c10|c12,0.574
864,4,0,0,4,,c3|c8|c10|c12,0.574
865,4,0,0,4,,c3|c8|c10|c12,0.574
866,4,0,0,4,,c3|c8|c10|c12,0.574
867,4,0,0,4,,c3|c8|c10|c12,0.574
868,4,0,0,4,,c3|c8|c10|c12,0.574
869,5,0,0,5,,c3|c8|c9|c10|c12,0.561
870,5,0,0,5,,c3|c8|c9|c10|c12,0.561
871,5,0,0,5,,c3|c8|c9|c10|c12,0.561
872,5,0,0,5,,c3|c8|c9|c10|c12,0.561
873,5,0,0,5,,c3|c8|c9|c10|c12,0.561
874,5,0,0,5,,c3|c8|c9|c10|c12,0.561
875,5,0,0,5,,c3|c8|c9|c10|c12,0.561
876,5,0,0,5,,c3|c8|c9|c10|c12,0.561
877,5,0,0,5,,c3|c8|c9|c10|c12,0.561
878,6,0,0,6,,c3|c8|c9|c10|c12|c13,0.539
879,5,0,0,5,,c3|c8|c9|c10|c13,0.517
880,5,0,0,5,,c3|c8|c9|c10|c13,0.517
881,5,0,0,5,,c3|c8|c9|c10|c13,0.517
882,5,0,0,5,,c3|c8|c9|c10|c13,0.517
883,5,0,0,5,,c3|c8|c9|c10|c14,0.517
884,5,0,0,5,,c3|c8|c9|c10|c14,0.517
885,5,0,0,5,,c3|c8|c9|c10|c14,0.517
886,5,0,0,5,,c3|c8|c9|c10|c14,0.517
887,5,0,0,5,,c3|c8|c9|c10|c14,0.517
888,5,0,0,5,,c3|c8|c9|c10|c14,0.517
889,5,0,0,5,,c3|c8|c9|c10|c14,0.517
890,5,0,0,5,,c3|c8|c9|c10|c14,0.517
891,5,0,0,5,,c3|c8|c9|c10|c14,0.517
892,5,0,0,5,,c3|c8|c9|c10|c14,0.517
893,5,0,0,5,,c3|c8|c9|c10|c14,0.517
894,5,0,0,5,,c3|c8|c9|c10|c14,0.517
895,5,0,0,5,,c3|c8|c9|c10|c14,0.517
896,5,0,0,5,,c3|c8|c9|c10|c14,0.517
897,5,0,0,5,,c3|c8|c9|c10|c14,0.517
898,5,0,0,5,,c3|c8|c9|c10|c14,0.517
899,5,0,0,5,,c3|c8|c9|c10|c14,0.517
