frame,L,R,A,h36_event_type,h12_n_air,h12_n_l,h12_n_r,h12_n_total,h12_pattern,h12_confidence,h36_l_le_h12_l,h36_r_le_h12_r,agree,h39_pattern,h39_rejected
246,0,1,4,HOLD,3,0,0,3,MIXED_3+,0.651,True,False,False,MIXED_3+,False
247,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.642,True,False,False,MIXED_3+,False
248,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.642,True,False,False,MIXED_3+,False
249,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.642,True,False,False,MIXED_3+,False
250,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.642,True,False,False,MIXED_3+,False
251,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.642,True,False,False,MIXED_3+,False
252,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.642,True,False,False,MIXED_3+,False
253,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.642,True,False,False,MIXED_3+,False
254,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.642,True,False,False,MIXED_3+,False
255,0,0,5,THROW,5,0,1,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
256,1,0,4,CATCH,5,1,0,5,CASCADE_3+,0.682,True,True,True,CASCADE_3+,False
257,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.681,False,True,False,CASCADE_3+,False
258,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.681,False,True,False,CASCADE_3+,False
259,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.681,False,True,False,CASCADE_3+,False
260,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.681,False,True,False,CASCADE_3+,False
261,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.681,False,True,False,CASCADE_3+,False
262,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.681,False,True,False,CASCADE_3+,False
263,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.681,False,True,False,CASCADE_3+,False
264,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.681,False,True,False,CASCADE_3+,False
265,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.681,False,True,False,CASCADE_3+,False
266,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.681,False,True,False,CASCADE_3+,False
267,0,0,5,THROW,5,1,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
268,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
269,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
270,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
271,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
272,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
273,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
274,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
275,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
276,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
277,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
278,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
279,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
280,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
281,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
282,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
283,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
284,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
285,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
286,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
287,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
288,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
289,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
290,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
291,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
292,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
293,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
294,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
295,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
296,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
297,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
298,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
299,0,1,4,CATCH,5,0,1,5,CASCADE_3+,0.682,True,True,True,CASCADE_3+,False
300,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+,False
301,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+,False
302,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+,False
303,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+,False
304,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+,False
305,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+,False
306,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+,False
307,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.698,True,False,False,CASCADE_3+,False
308,0,0,5,THROW,5,0,1,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
309,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.682,True,True,True,MIXED_3+,False
310,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
311,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
312,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
313,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
314,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
315,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
316,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
317,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
318,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
319,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
320,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
321,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
322,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
323,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
324,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
325,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
326,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
327,0,1,4,CATCH,4,0,1,4,MIXED_3+,0.642,True,True,True,MIXED_3+,False
328,0,1,4,HOLD,3,0,0,3,MIXED_3+,0.628,True,False,False,MIXED_3+,False
329,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+,False
330,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+,False
331,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+,False
332,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+,False
333,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+,False
334,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+,False
335,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+,False
336,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+,False
337,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+,False
338,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False,MIXED_3+,False
339,0,0,5,THROW,5,0,1,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
340,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
341,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
342,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
343,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
344,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
345,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
346,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
347,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
348,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
349,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
350,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
351,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
352,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
353,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
354,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
355,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
356,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
357,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
358,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
359,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
360,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
361,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
362,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
363,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
364,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
365,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
366,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
367,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
368,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
369,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
370,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
371,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
372,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
373,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
374,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True,FOUNTAIN_REJECTED,True
375,1,0,4,CATCH,5,1,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
376,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.657,False,True,False,MIXED_3+,False
377,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.657,False,True,False,MIXED_3+,False
378,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.657,False,True,False,MIXED_3+,False
379,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.657,False,True,False,MIXED_3+,False
380,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.657,False,True,False,MIXED_3+,False
381,0,0,5,THROW,5,1,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
382,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
383,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
384,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
385,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
386,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
387,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
388,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
389,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
390,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
391,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
392,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
393,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
394,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
395,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
396,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
397,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
398,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
399,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
400,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
401,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
402,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
403,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
404,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
405,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
406,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
407,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
408,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
409,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
410,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
411,0,1,4,CATCH,5,0,1,5,CASCADE_3+,0.649,True,True,True,CASCADE_3+,False
412,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+,False
413,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+,False
414,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+,False
415,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+,False
416,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+,False
417,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+,False
418,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+,False
419,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False,CASCADE_3+,False
420,0,0,5,THROW,5,0,1,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
421,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
422,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
423,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
424,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
425,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
426,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True,MIXED_3+,False
427,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
428,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
429,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
430,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
431,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
432,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
433,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
434,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
435,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
436,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
437,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
438,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
439,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
440,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
441,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
442,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
443,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
444,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True,MIXED_3+,False
445,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
446,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
447,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
448,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
449,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
450,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
451,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
452,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
453,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
454,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
455,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
456,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
457,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
458,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
459,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
460,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
461,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
462,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
463,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
464,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
465,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True,MIXED_3+,False
466,0,0,5,HOLD,6,0,0,6,MIXED_3+,0.646,True,True,True,MIXED_3+,False
467,0,0,5,HOLD,6,0,0,6,MIXED_3+,0.646,True,True,True,MIXED_3+,False
468,0,0,5,HOLD,6,0,0,6,MIXED_3+,0.646,True,True,True,MIXED_3+,False
469,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
470,0,0,5,AMBIG_H22_RECLASSIFIED_HAND_TRANSITION,5,0,0,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+,False
471,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+,False
472,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+,False
473,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+,False
474,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+,False
475,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+,False
476,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+,False
477,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+,False
478,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+,False
479,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+,False
480,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+,False
481,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True,CASCADE_3+,False
482,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
483,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
484,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
485,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
486,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
487,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
488,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
489,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
490,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
491,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
492,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
493,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
494,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
495,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
496,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
497,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
498,0,1,4,CATCH,5,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+,False
499,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
500,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
501,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
502,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
503,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
504,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
505,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
506,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
507,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
508,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
509,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
510,0,0,5,THROW,5,0,1,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
511,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
512,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
513,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
514,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
515,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
516,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
517,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
518,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
