frame,L,R,A,h36_event_type,h12_n_air,h12_n_l,h12_n_r,h12_n_total,h12_pattern,h12_confidence,h36_l_le_h12_l,h36_r_le_h12_r,agree,h39_pattern,h39_rejected
519,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
520,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
521,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
522,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
523,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
524,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
525,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
526,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
527,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
528,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
529,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
530,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
531,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
532,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
533,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
534,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
535,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
536,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
537,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
538,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
539,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
540,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
541,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
542,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
543,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
544,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
545,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
546,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
547,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
548,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
549,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
550,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
551,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
552,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
553,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
554,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
555,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
556,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
557,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
558,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
559,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
560,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
561,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
562,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
563,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
564,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
565,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
566,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
567,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
568,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
569,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
570,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
571,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
572,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
573,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
574,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
575,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
576,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
577,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
578,0,0,5,HOLD,6,0,0,6,MIXED_3+,0.671,True,True,True,MIXED_3+,False
579,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
580,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
581,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
582,0,1,4,CATCH,5,0,1,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
583,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+,False
584,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+,False
585,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+,False
586,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+,False
587,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+,False
588,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+,False
589,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+,False
590,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False,MIXED_3+,False
591,0,0,5,THROW,5,0,1,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
592,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
593,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
594,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
595,1,0,4,CATCH,5,1,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
596,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+,False
597,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+,False
598,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+,False
599,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+,False
600,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+,False
601,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+,False
602,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+,False
603,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+,False
604,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+,False
605,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False,MIXED_3+,False
606,0,0,5,THROW,5,1,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
607,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
608,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
609,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
610,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
611,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
612,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
613,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
614,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
615,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
616,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
617,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
618,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
619,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
620,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
621,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
622,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
623,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
624,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
625,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
626,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
627,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
628,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
629,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
630,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
631,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
632,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
633,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
634,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
635,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
636,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
637,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
638,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
639,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
640,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
641,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
642,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
643,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
644,0,1,4,CATCH,5,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+,False
645,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
646,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
647,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
648,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
649,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
650,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
651,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
652,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
653,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False,CASCADE_3+,False
654,0,1,4,HOLD,3,0,0,3,CASCADE_3+,0.654,True,False,False,CASCADE_3+,False
655,0,1,4,HOLD,3,0,0,3,CASCADE_3+,0.654,True,False,False,CASCADE_3+,False
656,0,0,5,THROW,4,0,1,4,MIXED_3+,0.644,True,True,True,MIXED_3+,False
657,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+,False
658,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+,False
659,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+,False
660,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+,False
661,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+,False
662,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+,False
663,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+,False
664,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+,False
665,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+,False
666,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+,False
667,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+,False
668,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+,False
669,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True,MIXED_3+,False
670,1,0,4,CATCH,5,1,0,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+,False
671,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False,CASCADE_3+,False
672,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False,CASCADE_3+,False
673,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False,CASCADE_3+,False
674,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False,CASCADE_3+,False
675,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False,CASCADE_3+,False
676,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False,CASCADE_3+,False
677,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False,CASCADE_3+,False
678,0,0,5,THROW,5,1,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
679,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
680,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
681,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
682,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
683,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
684,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
685,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
686,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
687,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
688,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
689,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
690,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
691,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
692,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
693,1,0,4,CATCH,5,1,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
694,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.647,False,True,False,MIXED_3+,False
695,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.647,False,True,False,MIXED_3+,False
696,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.647,False,True,False,MIXED_3+,False
697,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.647,False,True,False,MIXED_3+,False
698,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.647,False,True,False,MIXED_3+,False
699,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.647,False,True,False,MIXED_3+,False
700,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.647,False,True,False,MIXED_3+,False
701,0,0,5,THROW,5,1,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
702,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
703,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
704,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
705,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
706,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
707,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
708,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True,FOUNTAIN_REJECTED,True
709,0,1,4,CATCH,5,0,1,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
710,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.629,True,False,False,MIXED_3+,False
711,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.629,True,False,False,MIXED_3+,False
712,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.629,True,False,False,MIXED_3+,False
713,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.629,True,False,False,MIXED_3+,False
714,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.629,True,False,False,MIXED_3+,False
715,0,0,5,THROW,5,0,1,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
716,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
717,1,0,4,CATCH,5,1,0,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+,False
718,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+,False
719,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+,False
720,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+,False
721,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+,False
722,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+,False
723,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+,False
724,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+,False
725,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+,False
726,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+,False
727,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+,False
728,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+,False
729,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+,False
730,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.645,False,True,False,CASCADE_3+,False
731,0,0,5,THROW,5,1,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
732,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
733,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
734,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
735,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
736,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
737,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
738,0,1,4,CATCH,5,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+,False
739,0,1,4,HOLD,4,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+,False
740,0,1,4,HOLD,4,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+,False
741,0,1,4,HOLD,4,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+,False
742,0,1,4,HOLD,4,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+,False
743,0,0,5,THROW,5,0,1,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
744,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
745,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
746,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
747,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
748,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
749,1,0,4,CATCH,5,1,0,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+,False
750,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.63,False,True,False,CASCADE_3+,False
751,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.63,False,True,False,CASCADE_3+,False
752,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.63,False,True,False,CASCADE_3+,False
753,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.63,False,True,False,CASCADE_3+,False
754,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.63,False,True,False,CASCADE_3+,False
755,0,0,5,THROW,5,1,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
756,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
757,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
758,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
759,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
760,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
761,0,1,4,CATCH,5,0,1,5,CASCADE_3+,0.639,True,True,True,CASCADE_3+,False
762,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.647,True,False,False,CASCADE_3+,False
763,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.647,True,False,False,CASCADE_3+,False
764,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.647,True,False,False,CASCADE_3+,False
765,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.647,True,False,False,CASCADE_3+,False
766,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.647,True,False,False,CASCADE_3+,False
767,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.647,True,False,False,CASCADE_3+,False
768,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.647,True,False,False,CASCADE_3+,False
769,0,0,5,THROW,5,0,1,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
770,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
771,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
772,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
773,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
774,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
775,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
776,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
777,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
778,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
779,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
780,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
781,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
782,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
783,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
784,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
785,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
786,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
787,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
788,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
789,0,1,4,CATCH,5,0,1,5,MIXED_3+,0.639,True,True,True,MIXED_3+,False
790,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+,False
791,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+,False
792,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+,False
793,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+,False
794,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+,False
795,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+,False
796,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+,False
797,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.645,True,False,False,MIXED_3+,False
