frame,n_in_hand_left,n_in_hand_right,n_total,instant_dirs,smoothed_dirs,pattern,confidence
419,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
420,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
421,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
422,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
423,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
424,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
425,0,0,4,1,0,MIXED_3+_UNCONFIRMED,0.3
426,0,0,4,0,0,MIXED_3+_UNCONFIRMED,0.3
427,0,0,4,2,0,MIXED_3+_UNCONFIRMED,0.3
428,0,0,4,0,0,MIXED_3+_UNCONFIRMED,0.3
429,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
430,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
431,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
432,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
433,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
434,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
435,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
436,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
437,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
438,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
439,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
440,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
441,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
442,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
443,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
444,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
445,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
446,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
447,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
448,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
449,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
450,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
451,0,0,2,0,0,TWO_BALL,0.5
452,0,0,2,0,0,TWO_BALL,0.5
453,0,0,2,0,0,TWO_BALL,0.5
454,0,0,2,0,0,TWO_BALL,0.5
455,0,0,2,0,0,TWO_BALL,0.5
456,0,0,2,0,0,TWO_BALL,0.5
457,0,0,2,0,0,TWO_BALL,0.5
458,0,0,2,0,0,TWO_BALL,0.5
459,0,0,2,1,0,TWO_BALL,0.5
460,0,0,2,0,0,TWO_BALL,0.5
461,0,0,2,0,0,TWO_BALL,0.5
462,0,0,2,0,0,TWO_BALL,0.5
463,0,0,2,0,0,TWO_BALL,0.5
464,0,0,2,0,0,TWO_BALL,0.5
465,0,0,2,0,0,TWO_BALL,0.5
466,0,0,2,0,0,TWO_BALL,0.5
467,0,0,2,1,0,TWO_BALL,0.5
468,0,0,2,0,0,TWO_BALL,0.5
469,0,0,2,1,0,TWO_BALL,0.5
470,0,0,2,1,0,TWO_BALL,0.5
471,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
472,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
473,0,0,1,1,0,SINGLE_BALL,0.5
474,0,0,1,1,0,SINGLE_BALL,0.5
475,0,0,1,1,0,SINGLE_BALL,0.5
476,0,0,1,1,0,SINGLE_BALL,0.5
477,0,0,1,0,0,SINGLE_BALL,0.5
478,0,0,1,0,0,SINGLE_BALL,0.5
479,0,0,1,0,0,SINGLE_BALL,0.5
480,0,0,1,0,0,SINGLE_BALL,0.5
481,0,0,1,0,0,SINGLE_BALL,0.5
482,0,0,1,0,0,SINGLE_BALL,0.5
483,0,0,1,0,0,SINGLE_BALL,0.5
484,0,0,1,0,0,SINGLE_BALL,0.5
485,0,0,1,0,0,SINGLE_BALL,0.5
486,0,0,1,0,0,SINGLE_BALL,0.5
487,0,0,1,0,0,SINGLE_BALL,0.5
488,0,0,1,0,0,SINGLE_BALL,0.5
489,0,0,1,0,0,SINGLE_BALL,0.5
490,0,0,1,0,0,SINGLE_BALL,0.5
491,0,0,1,0,0,SINGLE_BALL,0.5
492,0,0,1,0,0,SINGLE_BALL,0.5
493,0,0,1,0,0,SINGLE_BALL,0.5
494,0,0,1,0,0,SINGLE_BALL,0.5
495,0,0,1,0,0,SINGLE_BALL,0.5
496,0,0,1,0,0,SINGLE_BALL,0.5
497,0,0,1,0,0,SINGLE_BALL,0.5
498,0,0,1,0,0,SINGLE_BALL,0.5
499,0,0,1,0,0,SINGLE_BALL,0.5
500,0,0,1,0,0,SINGLE_BALL,0.5
501,0,0,1,0,0,SINGLE_BALL,0.5
502,0,0,1,0,0,SINGLE_BALL,0.5
503,0,0,1,0,0,SINGLE_BALL,0.5
504,0,0,1,0,0,SINGLE_BALL,0.5
505,0,0,1,0,0,SINGLE_BALL,0.5
506,0,0,1,0,0,SINGLE_BALL,0.5
507,0,0,2,0,0,TWO_BALL,0.5
508,0,0,2,0,0,TWO_BALL,0.5
509,0,0,2,1,0,TWO_BALL,0.5
510,0,0,2,0,0,TWO_BALL,0.5
511,0,0,2,0,0,TWO_BALL,0.5
512,0,0,2,0,0,TWO_BALL,0.5
513,0,0,2,0,0,TWO_BALL,0.5
514,0,0,2,0,0,TWO_BALL,0.5
515,0,0,2,0,0,TWO_BALL,0.5
516,0,0,2,0,0,TWO_BALL,0.5
517,0,0,2,0,0,TWO_BALL,0.5
518,0,0,2,0,0,TWO_BALL,0.5
519,0,0,2,0,0,TWO_BALL,0.5
520,0,0,2,0,0,TWO_BALL,0.5
521,0,0,2,0,0,TWO_BALL,0.5
522,0,0,2,0,0,TWO_BALL,0.5
523,0,0,0,0,0,NO_BALL,1.0
524,0,0,0,0,0,NO_BALL,1.0
525,0,0,0,0,0,NO_BALL,1.0
526,0,0,0,0,0,NO_BALL,1.0
527,0,0,0,0,0,NO_BALL,1.0
528,0,0,0,0,0,NO_BALL,1.0
529,0,0,0,0,0,NO_BALL,1.0
530,0,0,0,0,0,NO_BALL,1.0
531,0,0,0,0,0,NO_BALL,1.0
532,0,0,0,0,0,NO_BALL,1.0
533,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
534,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
535,0,0,1,0,0,SINGLE_BALL,0.5
536,0,0,1,0,0,SINGLE_BALL,0.5
537,0,0,1,0,0,SINGLE_BALL,0.5
538,0,0,1,0,0,SINGLE_BALL,0.5
539,0,0,1,0,0,SINGLE_BALL,0.5
540,0,0,1,0,0,SINGLE_BALL,0.5
541,0,0,1,0,0,SINGLE_BALL,0.5
542,0,0,1,0,0,SINGLE_BALL,0.5
543,0,0,1,0,0,SINGLE_BALL,0.5
544,0,0,1,0,0,SINGLE_BALL,0.5
545,0,0,2,0,0,TWO_BALL,0.5
546,0,0,2,0,0,TWO_BALL,0.5
547,0,0,2,0,0,TWO_BALL,0.5
548,0,0,2,0,0,TWO_BALL,0.5
549,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
550,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
551,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
552,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
553,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
554,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
555,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
556,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
557,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
558,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
559,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
560,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
561,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
562,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
563,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
564,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
565,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
566,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
567,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
568,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
569,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
570,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
571,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
572,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
573,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
574,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
575,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
576,0,0,3,0,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
577,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
578,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
579,0,0,2,1,1,TWO_BALL,0.5
580,0,0,2,0,1,TWO_BALL,0.5
581,0,0,2,0,1,TWO_BALL,0.5
582,0,0,2,0,1,TWO_BALL,0.5
583,0,0,1,1,1,SINGLE_BALL,0.5
584,0,0,1,1,1,SINGLE_BALL,0.5
585,0,0,1,1,0,SINGLE_BALL,0.5
586,0,0,1,1,0,SINGLE_BALL,0.5
587,0,0,1,1,0,SINGLE_BALL,0.5
588,0,0,1,0,0,SINGLE_BALL,0.5
589,0,0,1,0,0,SINGLE_BALL,0.5
590,0,0,1,0,0,SINGLE_BALL,0.5
591,0,0,2,0,1,TWO_BALL,0.5
592,0,0,2,0,1,TWO_BALL,0.5
593,0,0,3,0,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
594,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
595,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
596,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
597,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
598,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
599,0,0,2,1,0,TWO_BALL,0.5
600,0,0,2,1,0,TWO_BALL,0.5
601,0,0,2,1,0,TWO_BALL,0.5
602,0,0,2,1,0,TWO_BALL,0.5
603,0,0,2,0,0,TWO_BALL,0.5
604,0,0,2,0,0,TWO_BALL,0.5
605,0,0,2,0,0,TWO_BALL,0.5
606,0,0,2,0,0,TWO_BALL,0.5
607,0,0,2,0,0,TWO_BALL,0.5
608,0,0,2,0,0,TWO_BALL,0.5
609,0,0,1,0,0,SINGLE_BALL,0.5
610,0,0,1,0,0,SINGLE_BALL,0.5
611,0,0,1,0,0,SINGLE_BALL,0.5
612,0,0,1,0,0,SINGLE_BALL,0.5
613,0,0,1,0,0,SINGLE_BALL,0.5
614,0,0,1,0,0,SINGLE_BALL,0.5
615,0,0,1,0,0,SINGLE_BALL,0.5
616,0,0,1,0,0,SINGLE_BALL,0.5
617,0,0,1,0,0,SINGLE_BALL,0.5
618,0,0,1,0,0,SINGLE_BALL,0.5
619,0,0,1,0,0,SINGLE_BALL,0.5
620,0,0,1,0,0,SINGLE_BALL,0.5
621,0,0,2,0,0,TWO_BALL,0.5
622,0,0,2,0,0,TWO_BALL,0.5
623,0,0,2,0,0,TWO_BALL,0.5
624,0,0,2,0,0,TWO_BALL,0.5
625,0,0,2,1,0,TWO_BALL,0.5
626,0,0,2,0,0,TWO_BALL,0.5
627,0,0,2,0,0,TWO_BALL,0.5
628,0,0,2,0,0,TWO_BALL,0.5
629,0,0,2,0,0,TWO_BALL,0.5
630,0,0,2,0,0,TWO_BALL,0.5
631,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
632,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
633,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
634,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
635,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
636,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
637,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
638,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
639,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
640,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
641,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
642,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
643,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
644,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
645,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
646,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
647,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
648,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
649,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
650,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
651,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
652,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
653,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
654,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
655,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
656,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
657,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
658,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
659,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
660,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
661,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
662,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
663,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
664,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
665,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
666,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
667,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
668,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
669,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
670,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
671,0,0,2,0,0,TWO_BALL,0.5
672,0,0,2,0,0,TWO_BALL,0.5
673,0,0,2,0,0,TWO_BALL,0.5
674,0,0,2,0,0,TWO_BALL,0.5
675,0,0,2,0,0,TWO_BALL,0.5
676,0,0,2,0,0,TWO_BALL,0.5
677,0,0,1,0,0,SINGLE_BALL,0.5
678,0,0,1,0,0,SINGLE_BALL,0.5
679,0,0,2,0,0,TWO_BALL,0.5
680,0,0,2,0,0,TWO_BALL,0.5
681,0,0,2,0,0,TWO_BALL,0.5
682,0,0,2,0,0,TWO_BALL,0.5
683,0,0,2,0,0,TWO_BALL,0.5
684,0,0,2,0,0,TWO_BALL,0.5
685,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
686,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
687,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
688,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
689,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
690,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
691,0,0,4,0,0,MIXED_3+_UNCONFIRMED,0.3
692,0,0,4,0,0,MIXED_3+_UNCONFIRMED,0.3
693,0,0,4,0,0,MIXED_3+_UNCONFIRMED,0.3
694,0,0,4,0,0,MIXED_3+_UNCONFIRMED,0.3
695,0,0,4,0,0,MIXED_3+_UNCONFIRMED,0.3
696,0,0,4,0,0,MIXED_3+_UNCONFIRMED,0.3
697,0,0,5,0,0,MIXED_3+_UNCONFIRMED,0.3
698,0,0,4,0,0,MIXED_3+_UNCONFIRMED,0.3
699,0,0,4,0,0,MIXED_3+_UNCONFIRMED,0.3
700,0,0,4,0,0,MIXED_3+_UNCONFIRMED,0.3
701,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
702,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
703,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
704,0,0,3,0,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
705,0,0,3,0,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
706,0,0,3,0,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
707,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
708,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
709,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
710,0,0,3,1,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
711,0,0,3,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
712,0,0,3,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
713,0,0,3,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
714,0,0,3,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
715,0,0,3,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
716,0,0,3,1,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
717,0,0,2,2,2,TWO_BALL,0.5
718,0,0,2,2,2,TWO_BALL,0.5
719,0,0,2,2,2,TWO_BALL,0.5
720,0,0,2,2,1,TWO_BALL,0.5
721,0,0,2,2,1,TWO_BALL,0.5
722,0,0,2,1,1,TWO_BALL,0.5
723,0,0,2,1,1,TWO_BALL,0.5
724,0,0,2,1,1,TWO_BALL,0.5
725,0,0,2,1,1,TWO_BALL,0.5
726,0,0,2,1,1,TWO_BALL,0.5
727,0,0,2,1,1,TWO_BALL,0.5
728,0,0,2,1,1,TWO_BALL,0.5
729,0,0,2,1,1,TWO_BALL,0.5
730,0,0,2,1,1,TWO_BALL,0.5
731,0,0,2,1,1,TWO_BALL,0.5
732,0,0,2,1,1,TWO_BALL,0.5
733,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
734,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
735,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
736,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
737,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
738,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
739,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
740,0,0,3,0,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
741,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
742,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
743,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
744,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
745,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
746,0,0,3,0,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
747,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
748,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
749,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
750,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
751,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
752,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
753,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
754,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
755,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
756,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
757,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
758,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
759,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
760,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
761,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
762,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
763,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
764,0,0,3,1,0,MIXED_3+_UNCONFIRMED,0.3
765,0,0,4,1,0,MIXED_3+_UNCONFIRMED,0.3
766,0,0,4,1,0,MIXED_3+_UNCONFIRMED,0.3
767,0,0,2,0,1,TWO_BALL,0.5
768,0,0,2,0,1,TWO_BALL,0.5
769,0,0,2,0,1,TWO_BALL,0.5
770,0,0,2,0,1,TWO_BALL,0.5
771,0,0,2,1,1,TWO_BALL,0.5
772,0,0,2,0,1,TWO_BALL,0.5
773,0,0,2,1,1,TWO_BALL,0.5
774,0,0,2,1,1,TWO_BALL,0.5
775,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
776,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
777,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
778,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
779,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
780,0,1,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
781,0,0,1,2,1,SINGLE_BALL,0.5
782,0,0,1,2,1,SINGLE_BALL,0.5
783,0,0,1,2,2,SINGLE_BALL,0.5
784,0,0,1,2,2,SINGLE_BALL,0.5
785,0,0,1,1,2,SINGLE_BALL,0.5
786,0,0,1,1,2,SINGLE_BALL,0.5
787,0,0,1,1,2,SINGLE_BALL,0.5
788,0,0,1,1,2,SINGLE_BALL,0.5
789,0,0,1,1,2,SINGLE_BALL,0.5
790,0,0,1,1,2,SINGLE_BALL,0.5
791,0,0,2,1,2,TWO_BALL,0.5
792,0,0,2,2,2,TWO_BALL,0.5
793,0,0,2,2,1,TWO_BALL,0.5
794,0,0,2,2,1,TWO_BALL,0.5
795,0,0,2,2,1,TWO_BALL,0.5
796,0,0,2,2,1,TWO_BALL,0.5
797,0,1,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
798,0,0,3,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
799,0,0,3,2,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
800,0,0,3,1,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
801,0,0,3,1,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
802,0,0,3,1,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
803,0,0,3,1,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
804,0,0,3,1,2,CASCADE_3+_DETECTOR_SMOOTHED,0.7
805,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
806,0,0,2,1,1,TWO_BALL,0.5
807,0,0,2,2,1,TWO_BALL,0.5
808,0,0,2,2,1,TWO_BALL,0.5
809,0,0,2,2,1,TWO_BALL,0.5
810,0,0,2,2,1,TWO_BALL,0.5
811,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
812,0,0,2,1,1,TWO_BALL,0.5
813,0,0,2,1,1,TWO_BALL,0.5
814,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
815,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
816,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
817,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
818,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
819,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
820,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
821,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
822,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
823,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
824,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
825,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
826,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
827,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
828,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
829,0,0,3,2,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
830,0,1,2,1,1,TWO_BALL,0.5
831,0,0,1,1,1,SINGLE_BALL,0.5
832,0,0,1,1,1,SINGLE_BALL,0.5
833,0,0,1,1,1,SINGLE_BALL,0.5
834,0,0,1,1,1,SINGLE_BALL,0.5
835,0,0,1,1,1,SINGLE_BALL,0.5
836,0,0,1,1,1,SINGLE_BALL,0.5
837,0,0,1,1,1,SINGLE_BALL,0.5
838,0,0,1,1,1,SINGLE_BALL,0.5
839,0,1,2,1,1,TWO_BALL,0.5
840,0,0,1,1,1,SINGLE_BALL,0.5
841,0,0,1,1,1,SINGLE_BALL,0.5
842,0,0,1,1,1,SINGLE_BALL,0.5
843,0,0,1,1,1,SINGLE_BALL,0.5
844,0,0,1,1,1,SINGLE_BALL,0.5
845,0,0,1,0,0,SINGLE_BALL,0.5
846,0,0,1,0,0,SINGLE_BALL,0.5
847,0,0,1,0,0,SINGLE_BALL,0.5
848,0,0,1,0,0,SINGLE_BALL,0.5
849,0,0,1,0,0,SINGLE_BALL,0.5
850,0,0,1,0,0,SINGLE_BALL,0.5
851,0,0,1,0,0,SINGLE_BALL,0.5
852,0,0,1,0,0,SINGLE_BALL,0.5
853,0,0,1,0,0,SINGLE_BALL,0.5
854,0,0,1,0,0,SINGLE_BALL,0.5
855,0,0,2,0,0,TWO_BALL,0.5
856,0,1,3,1,0,MIXED_3+_UNCONFIRMED,0.3
857,0,0,2,1,0,TWO_BALL,0.5
858,0,0,2,1,0,TWO_BALL,0.5
859,0,0,2,2,0,TWO_BALL,0.5
860,0,1,3,2,0,MIXED_3+_UNCONFIRMED,0.3
861,0,0,3,0,0,MIXED_3+_UNCONFIRMED,0.3
862,0,0,3,1,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
863,0,0,3,0,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
864,0,0,3,0,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
865,0,0,3,0,1,FOUNTAIN_3+_DETECTOR_SMOOTHED,0.7
