pattern_v6b,confidence_v6b,source,frame,v2_pattern,v2_confidence,v5_pattern,v5_confidence,smoothed_dirs,n_total
CASCADE_3+,0.7,agree,167,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,168,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,169,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,170,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,171,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,172,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,173,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,174,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,175,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,176,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,177,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,178,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,179,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,180,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,181,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,182,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,183,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,184,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,185,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,186,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,187,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,188,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,189,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,190,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,191,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
CASCADE_3+,0.7,agree,192,MIXED_3+_UNCONFIRMED,0.304,CASCADE_3+_DETECTOR_SMOOTHED,0.7,2,5
