frame,L,R,A,h36_event_type,h12_n_air,h12_n_l,h12_n_r,h12_n_total,h12_pattern,h12_confidence,h36_l_le_h12_l,h36_r_le_h12_r,agree
333,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False
334,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False
335,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False
336,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False
337,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False
338,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.64,True,False,False
339,0,0,5,THROW,5,0,1,5,FOUNTAIN_3+,0.649,True,True,True
340,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
341,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
342,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
343,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
344,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
345,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
346,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
347,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
348,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
349,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
350,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
351,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
352,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
353,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
354,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
355,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
356,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
357,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
358,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
359,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
360,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
361,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
362,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
363,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
364,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
365,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
366,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
367,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
368,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
369,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
370,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
371,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
372,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
373,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
374,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.649,True,True,True
375,1,0,4,CATCH,5,1,0,5,MIXED_3+,0.649,True,True,True
376,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.657,False,True,False
377,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.657,False,True,False
378,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.657,False,True,False
379,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.657,False,True,False
380,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.657,False,True,False
381,0,0,5,THROW,5,1,0,5,MIXED_3+,0.649,True,True,True
382,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
383,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
384,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
385,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
386,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
387,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
388,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
389,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
390,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
391,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
392,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
393,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
394,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
395,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
396,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
397,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
398,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
399,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
400,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
401,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
402,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
403,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
404,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
405,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
406,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
407,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
408,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
409,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
410,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
411,0,1,4,CATCH,5,0,1,5,CASCADE_3+,0.649,True,True,True
412,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False
413,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False
414,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False
415,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False
416,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False
417,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False
418,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False
419,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.641,True,False,False
420,0,0,5,THROW,5,0,1,5,MIXED_3+,0.649,True,True,True
421,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
422,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
423,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
424,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
425,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
426,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.649,True,True,True
427,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
428,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
429,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
430,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
431,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
432,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
433,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
434,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
435,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
436,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
437,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
438,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
439,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
440,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
441,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
442,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
443,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
444,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.663,True,True,True
445,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
446,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
447,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
448,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
449,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
450,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
451,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
452,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
453,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
454,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
455,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
456,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
457,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
458,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
459,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
460,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
461,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
462,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
463,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
464,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
465,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.654,True,True,True
466,0,0,5,HOLD,6,0,0,6,MIXED_3+,0.646,True,True,True
467,0,0,5,HOLD,6,0,0,6,MIXED_3+,0.646,True,True,True
468,0,0,5,HOLD,6,0,0,6,MIXED_3+,0.646,True,True,True
469,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
470,0,0,5,AMBIG_H22_RECLASSIFIED_HAND_TRANSITION,5,0,0,5,CASCADE_3+,0.639,True,True,True
471,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True
472,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True
473,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True
474,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True
475,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True
476,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True
477,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True
478,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True
479,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True
480,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True
481,0,0,5,HOLD,4,0,0,4,CASCADE_3+,0.646,True,True,True
482,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
483,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
484,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
485,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
486,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
487,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
488,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
489,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
490,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
491,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
492,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
493,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
494,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
495,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
496,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
497,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
498,0,1,4,CATCH,5,0,1,5,CASCADE_3+,0.639,True,True,True
499,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
500,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
501,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
502,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
503,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
504,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
505,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
506,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
507,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
508,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
509,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
510,0,0,5,THROW,5,0,1,5,MIXED_3+,0.639,True,True,True
511,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
512,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
513,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
514,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
515,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
516,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
517,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
518,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
519,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
520,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
521,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
522,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
523,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
524,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
525,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
526,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
527,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
528,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
529,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
530,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
531,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
532,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
533,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
534,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
535,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
536,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
537,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
538,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
539,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
540,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
541,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
542,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
543,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
544,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
545,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
546,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
547,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
548,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
549,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
550,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
551,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
552,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
553,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
554,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
555,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
556,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
557,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
558,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
559,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
560,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
561,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
562,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
563,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
564,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
565,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
566,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
567,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
568,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
569,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
570,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
571,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
572,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
573,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
574,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
575,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
576,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
577,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
578,0,0,5,HOLD,6,0,0,6,MIXED_3+,0.671,True,True,True
579,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
580,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
581,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
582,0,1,4,CATCH,5,0,1,5,MIXED_3+,0.639,True,True,True
583,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False
584,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False
585,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False
586,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False
587,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False
588,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False
589,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False
590,0,1,4,HOLD,4,0,0,4,MIXED_3+,0.644,True,False,False
591,0,0,5,THROW,5,0,1,5,FOUNTAIN_3+,0.639,True,True,True
592,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True
593,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True
594,0,0,5,HOLD,5,0,0,5,FOUNTAIN_3+,0.639,True,True,True
595,1,0,4,CATCH,5,1,0,5,MIXED_3+,0.639,True,True,True
596,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False
597,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False
598,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False
599,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False
600,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False
601,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False
602,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False
603,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False
604,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False
605,1,0,4,HOLD,4,0,0,4,MIXED_3+,0.629,False,True,False
606,0,0,5,THROW,5,1,0,5,MIXED_3+,0.639,True,True,True
607,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
608,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
609,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
610,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
611,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
612,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
613,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
614,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
615,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
616,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
617,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
618,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
619,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
620,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
621,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
622,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
623,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
624,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
625,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
626,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
627,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
628,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
629,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
630,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
631,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
632,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
633,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
634,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
635,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
636,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
637,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
638,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
639,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
640,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
641,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
642,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
643,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
644,0,1,4,CATCH,5,0,1,5,CASCADE_3+,0.639,True,True,True
645,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
646,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
647,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
648,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
649,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
650,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
651,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
652,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
653,0,1,4,HOLD,4,0,0,4,CASCADE_3+,0.645,True,False,False
654,0,1,4,HOLD,3,0,0,3,CASCADE_3+,0.654,True,False,False
655,0,1,4,HOLD,3,0,0,3,CASCADE_3+,0.654,True,False,False
656,0,0,5,THROW,4,0,1,4,MIXED_3+,0.644,True,True,True
657,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True
658,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True
659,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True
660,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True
661,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True
662,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True
663,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True
664,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True
665,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True
666,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True
667,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True
668,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True
669,0,0,5,HOLD,4,0,0,4,MIXED_3+,0.644,True,True,True
670,1,0,4,CATCH,5,1,0,5,CASCADE_3+,0.639,True,True,True
671,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False
672,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False
673,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False
674,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False
675,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False
676,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False
677,1,0,4,HOLD,4,0,0,4,CASCADE_3+,0.644,False,True,False
678,0,0,5,THROW,5,1,0,5,MIXED_3+,0.639,True,True,True
679,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
680,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
681,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
682,0,0,5,HOLD,5,0,0,5,MIXED_3+,0.639,True,True,True
