frame,L,R,A,h36_event_type,h12_n_air,h12_n_l,h12_n_r,h12_n_total,h12_pattern,h12_confidence,h36_l_le_h12_l,h36_r_le_h12_r,agree,h39_pattern,h39_rejected
255,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.731,False,True,False,TWO_BALL,False
256,1,0,2,HOLD,1,0,0,1,SINGLE_BALL,0.958,False,True,False,SINGLE_BALL,False
257,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.935,False,True,False,TWO_BALL,False
258,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.935,False,True,False,TWO_BALL,False
259,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.935,False,True,False,TWO_BALL,False
260,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.935,False,True,False,TWO_BALL,False
261,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.935,False,True,False,TWO_BALL,False
262,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.935,False,True,False,TWO_BALL,False
263,0,0,3,THROW,3,1,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
264,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
265,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
266,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
267,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
268,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
269,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
270,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
271,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
272,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
273,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
274,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
275,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
276,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
277,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
278,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
279,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
280,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
281,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
282,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
283,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
284,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
285,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
286,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
287,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
288,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
289,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
290,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
291,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
292,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
293,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
294,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
295,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
296,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
297,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
298,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
299,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
300,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
301,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
302,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
303,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
304,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
305,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
306,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
307,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
308,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
309,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
310,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
311,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
312,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
313,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
314,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
315,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
316,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
317,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
318,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
319,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
320,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
321,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
322,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
323,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
324,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
325,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
326,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
327,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
328,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.935,True,True,True,TWO_BALL,False
329,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.911,True,True,True,SINGLE_BALL,False
330,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.911,True,True,True,SINGLE_BALL,False
331,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.911,True,True,True,SINGLE_BALL,False
332,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.911,True,True,True,SINGLE_BALL,False
333,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.757,True,True,True,TWO_BALL,False
334,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.757,True,True,True,TWO_BALL,False
335,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
336,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
337,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
338,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
339,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
340,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
341,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
342,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
343,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
344,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
345,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
346,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
347,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
348,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
349,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
350,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
351,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
352,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
353,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
354,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
355,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
356,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
357,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
358,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
359,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
360,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
361,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
362,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
363,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
364,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
365,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
366,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
367,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
368,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
369,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
370,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
371,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
372,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
373,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
374,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
375,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
376,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
377,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
378,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
379,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
380,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
381,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
382,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
391,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
392,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
393,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
394,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
395,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
396,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
397,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
398,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.602,True,True,True,SINGLE_BALL,False
399,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL,False
400,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL,False
401,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL,False
402,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL,False
403,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL,False
404,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL,False
405,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL,False
406,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL,False
407,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL,False
408,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL,False
409,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL,False
410,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.735,True,True,True,TWO_BALL,False
411,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
412,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
413,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
414,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
415,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
416,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
417,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
418,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
419,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
420,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
421,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
422,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
423,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
424,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
425,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.844,True,True,True,FOUNTAIN_REJECTED,True
426,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.844,True,True,True,FOUNTAIN_REJECTED,True
427,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.844,True,True,True,FOUNTAIN_REJECTED,True
428,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.844,True,True,True,FOUNTAIN_REJECTED,True
429,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
430,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
431,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
432,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
433,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
434,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
435,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
436,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
437,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
438,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
439,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
440,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
441,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
442,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
443,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
444,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
445,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
446,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
447,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
448,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
449,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
450,1,0,2,CATCH,3,1,0,3,MIXED_3+,0.792,True,True,True,MIXED_3+,False
451,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL,False
452,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL,False
453,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL,False
454,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL,False
455,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL,False
456,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL,False
457,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL,False
458,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL,False
459,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.755,False,True,False,TWO_BALL,False
460,1,0,2,CATCH,2,1,0,2,TWO_BALL_ONE_HAND,0.755,True,True,True,TWO_BALL_ONE_HAND,False
461,1,0,2,HOLD,2,1,0,2,TWO_BALL_ONE_HAND,0.887,True,True,True,TWO_BALL_ONE_HAND,False
462,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL,False
463,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL,False
464,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL,False
465,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL,False
466,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL,False
467,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL,False
468,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL,False
469,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL,False
470,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.887,False,True,False,TWO_BALL,False
471,0,0,3,THROW,3,1,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
472,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.792,True,True,True,FOUNTAIN_REJECTED,True
473,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
474,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
475,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
476,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
477,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
478,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
479,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
480,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
481,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
482,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
483,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
484,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
485,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
486,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
487,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
488,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
489,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
490,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
491,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
492,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
493,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
494,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
495,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
496,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
497,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
498,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
499,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
500,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
501,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
502,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
503,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
504,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
505,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
506,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,True,True,SINGLE_BALL,False
507,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL,False
508,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL,False
509,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL,False
510,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL,False
511,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL,False
512,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL,False
513,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL,False
514,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL,False
515,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL,False
516,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL,False
