frame,L,R,A,h36_event_type,h12_n_air,h12_n_l,h12_n_r,h12_n_total,h12_pattern,h12_confidence,h36_l_le_h12_l,h36_r_le_h12_r,agree,h39_pattern,h39_rejected
517,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL,False
518,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL,False
519,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL,False
520,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL,False
521,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.733,True,True,True,TWO_BALL,False
522,1,0,2,CATCH,2,1,0,2,TWO_BALL_ONE_HAND,0.733,True,True,True,TWO_BALL_ONE_HAND,False
533,0,0,3,THROW,3,1,0,3,FOUNTAIN_3+,0.704,True,True,True,FOUNTAIN_REJECTED,True
534,0,1,2,CATCH,3,1,1,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
535,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL,False
536,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL,False
537,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL,False
538,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL,False
539,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL,False
540,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL,False
541,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL,False
542,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL,False
543,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL,False
544,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.908,True,False,False,SINGLE_BALL,False
545,0,0,3,THROW,2,0,1,2,TWO_BALL_ONE_HAND,0.776,True,True,True,TWO_BALL_ONE_HAND,False
546,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.776,True,True,True,TWO_BALL,False
547,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.776,True,True,True,TWO_BALL,False
548,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.776,True,True,True,TWO_BALL,False
549,0,0,3,HOLD,3,1,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
550,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
551,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
552,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
553,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
554,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
555,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
556,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
557,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
558,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
559,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
560,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
561,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
562,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
563,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
564,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
565,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
566,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
567,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
568,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
569,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
570,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
571,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
572,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
573,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
574,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
575,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
576,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
577,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
578,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.704,True,True,True,MIXED_3+,False
579,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL,False
580,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL,False
581,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL,False
582,0,1,2,CATCH,2,0,1,2,TWO_BALL_ONE_HAND,0.602,True,True,True,TWO_BALL_ONE_HAND,False
583,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL,False
584,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL,False
585,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL,False
586,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL,False
587,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL,False
588,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL,False
589,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL,False
590,0,1,2,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,False,False,SINGLE_BALL,False
591,0,0,3,THROW,2,0,1,2,TWO_BALL_ONE_HAND,0.602,True,True,True,TWO_BALL_ONE_HAND,False
592,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL,False
593,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True,MIXED_3+,False
594,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True,MIXED_3+,False
595,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True,MIXED_3+,False
596,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True,MIXED_3+,False
597,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True,MIXED_3+,False
598,0,0,3,HOLD,3,0,0,3,MIXED_3+,0.696,True,True,True,MIXED_3+,False
599,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL,False
600,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL,False
601,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL,False
602,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL,False
603,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL,False
604,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL,False
605,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL,False
606,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL,False
607,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL,False
608,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL,False
609,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL,False
610,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL,False
611,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL,False
612,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL,False
613,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL,False
614,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL,False
615,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL,False
616,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL,False
617,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL,False
618,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL,False
619,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL,False
620,0,0,3,HOLD,1,0,0,1,SINGLE_BALL,0.645,True,True,True,SINGLE_BALL,False
621,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.602,True,True,True,TWO_BALL,False
622,0,1,2,CATCH,2,0,1,2,TWO_BALL_ONE_HAND,0.602,True,True,True,TWO_BALL_ONE_HAND,False
623,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL,False
624,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL,False
625,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL,False
626,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL,False
627,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL,False
628,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL,False
629,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL,False
630,0,1,2,HOLD,2,0,0,2,TWO_BALL,0.792,True,False,False,TWO_BALL,False
631,0,0,3,THROW,3,0,1,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
632,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
633,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
634,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
635,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
636,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
637,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
638,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
639,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
640,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
641,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
642,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
643,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
644,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
645,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
646,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
647,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
648,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
649,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
650,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
651,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
652,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
653,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
654,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
655,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
656,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
657,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
658,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
659,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
660,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
661,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
662,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
663,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
664,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
665,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
666,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
667,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
668,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
669,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
670,1,0,2,CATCH,3,1,0,3,MIXED_3+,0.714,True,True,True,MIXED_3+,False
671,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.792,False,True,False,TWO_BALL,False
672,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.792,False,True,False,TWO_BALL,False
673,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.792,False,True,False,TWO_BALL,False
674,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.792,False,True,False,TWO_BALL,False
675,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.792,False,True,False,TWO_BALL,False
676,1,0,2,CATCH,2,1,0,2,TWO_BALL_ONE_HAND,0.792,True,True,True,TWO_BALL_ONE_HAND,False
677,1,0,2,HOLD,1,0,0,1,SINGLE_BALL,0.938,False,True,False,SINGLE_BALL,False
678,1,0,2,HOLD,1,0,0,1,SINGLE_BALL,0.938,False,True,False,SINGLE_BALL,False
679,1,0,2,HOLD,2,1,0,2,TWO_BALL_ONE_HAND,0.748,True,True,True,TWO_BALL_ONE_HAND,False
680,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.748,False,True,False,TWO_BALL,False
681,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.748,False,True,False,TWO_BALL,False
682,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.748,False,True,False,TWO_BALL,False
683,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.748,False,True,False,TWO_BALL,False
684,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.748,False,True,False,TWO_BALL,False
685,0,0,3,THROW,3,1,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
686,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
687,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
688,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
689,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
690,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
691,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_REJECTED,True
692,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_REJECTED,True
693,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_REJECTED,True
694,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_REJECTED,True
695,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_REJECTED,True
696,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_REJECTED,True
697,0,0,3,HOLD,5,0,0,5,FOUNTAIN_3+,0.828,True,True,True,FOUNTAIN_REJECTED,True
698,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_REJECTED,True
699,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_REJECTED,True
700,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.785,True,True,True,FOUNTAIN_REJECTED,True
701,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
702,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
703,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
704,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
705,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
706,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
707,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
708,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
709,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
710,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
711,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
712,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
713,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
714,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
715,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
716,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.714,True,True,True,FOUNTAIN_REJECTED,True
717,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
718,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
719,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
720,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
721,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
722,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
723,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
724,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
725,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
726,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
727,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
728,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
729,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
730,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
731,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
732,0,0,3,HOLD,2,0,0,2,TWO_BALL,0.792,True,True,True,TWO_BALL,False
733,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
734,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
735,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
736,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
737,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
738,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
739,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
740,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
741,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
742,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
743,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
744,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
745,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
746,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
747,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
748,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
749,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
750,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
751,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
752,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
753,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
754,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
755,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
756,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
757,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
758,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
759,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
760,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
761,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
762,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
763,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
764,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.751,True,True,True,FOUNTAIN_REJECTED,True
765,0,0,3,HOLD,4,0,0,4,FOUNTAIN_3+,0.707,True,True,True,FOUNTAIN_REJECTED,True
766,1,0,2,CATCH,4,1,0,4,FOUNTAIN_3+,0.707,True,True,True,FOUNTAIN_3+,False
767,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL,False
768,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL,False
769,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL,False
770,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL,False
771,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL,False
772,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL,False
773,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL,False
774,1,0,2,HOLD,2,0,0,2,TWO_BALL,0.803,False,True,False,TWO_BALL,False
775,0,0,3,THROW,3,1,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
776,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
777,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
778,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
779,0,0,3,HOLD,3,0,0,3,FOUNTAIN_3+,0.728,True,True,True,FOUNTAIN_REJECTED,True
780,0,1,2,CATCH,3,0,1,3,MIXED_3+,0.728,True,True,True,MIXED_3+,False
