frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,n_window_events,same_hand_run,unique_hands,alternation_score,catch_rate_hz
696,4,0,0,4,0.785,CASCADE_3+,0.785,4,0,1,1.0,10.0
697,5,0,0,5,0.828,CASCADE_3+,0.828,4,0,1,1.0,10.0
698,4,0,0,4,0.785,CASCADE_3+,0.785,4,0,1,1.0,10.0
699,4,0,0,4,0.785,CASCADE_3+,0.785,4,0,1,1.0,10.0
700,4,0,0,4,0.785,CASCADE_3+,0.785,4,0,1,1.0,10.0
701,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
702,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
703,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
704,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
705,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
706,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
707,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
708,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
709,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
710,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
711,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
712,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
713,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
714,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
715,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
716,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
717,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
718,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
719,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
720,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
721,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
722,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
723,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
724,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
725,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
726,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
727,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
728,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
729,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
730,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
731,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
732,2,0,0,2,0.792,TWO_BALL,0.792,4,0,1,0.0,0.0
733,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
734,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
735,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
736,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
737,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
738,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
739,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
740,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
741,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
742,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
743,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
744,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
745,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
746,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
747,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
748,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
749,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
750,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
751,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
752,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
753,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
754,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
755,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
756,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
757,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
758,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
759,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
760,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
761,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
762,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
763,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
764,3,0,0,3,0.751,CASCADE_3+,0.751,4,0,1,1.0,10.0
765,4,0,0,4,0.745,CASCADE_3+,0.745,4,0,1,1.0,10.0
766,4,0,0,4,0.745,CASCADE_3+,0.745,4,0,1,1.0,10.0
767,2,0,0,2,0.803,TWO_BALL,0.803,4,0,1,0.0,0.0
768,2,0,0,2,0.803,TWO_BALL,0.803,4,0,1,0.0,0.0
769,2,0,0,2,0.803,TWO_BALL,0.803,4,0,1,0.0,0.0
770,2,0,0,2,0.803,TWO_BALL,0.803,4,0,1,0.0,0.0
771,2,0,0,2,0.803,TWO_BALL,0.803,4,0,1,0.0,0.0
772,2,0,0,2,0.803,TWO_BALL,0.803,4,0,1,0.0,0.0
773,2,0,0,2,0.803,TWO_BALL,0.803,4,0,1,0.0,0.0
774,2,0,0,2,0.803,TWO_BALL,0.803,4,0,1,0.0,0.0
775,3,0,0,3,0.778,CASCADE_3+,0.778,4,0,1,1.0,10.0
776,3,0,0,3,0.778,CASCADE_3+,0.778,4,0,1,1.0,10.0
777,3,0,0,3,0.778,CASCADE_3+,0.778,4,0,1,1.0,10.0
778,3,0,0,3,0.778,CASCADE_3+,0.778,4,0,1,1.0,10.0
779,3,0,0,3,0.778,CASCADE_3+,0.778,4,0,1,1.0,10.0
780,3,0,1,3,0.778,MIXED_3+,0.778,4,0,2,1.0,0.58
781,1,0,0,1,0.668,SINGLE_BALL,0.668,4,0,2,0.0,0.0
782,1,0,0,1,0.668,SINGLE_BALL,0.668,4,0,2,0.0,0.0
783,1,0,0,1,0.668,SINGLE_BALL,0.668,4,0,2,0.0,0.0
784,1,0,0,1,0.668,SINGLE_BALL,0.668,4,0,2,0.0,0.0
785,1,0,0,1,0.668,SINGLE_BALL,0.668,4,0,2,0.0,0.0
786,1,0,0,1,0.668,SINGLE_BALL,0.668,4,0,2,0.0,0.0
787,1,0,0,1,0.668,SINGLE_BALL,0.668,4,0,2,0.0,0.0
788,1,0,0,1,0.668,SINGLE_BALL,0.668,4,0,2,0.0,0.0
789,1,0,0,1,0.668,SINGLE_BALL,0.668,4,0,2,0.0,0.0
790,1,0,0,1,0.668,SINGLE_BALL,0.668,4,0,2,0.0,0.0
791,2,0,0,2,0.537,TWO_BALL,0.537,4,0,2,0.0,0.0
792,2,0,0,2,0.537,TWO_BALL,0.537,4,0,2,0.0,0.0
793,2,0,0,2,0.537,TWO_BALL,0.537,4,0,2,0.0,0.0
794,2,0,0,2,0.537,TWO_BALL,0.537,4,0,2,0.0,0.0
795,2,0,0,2,0.537,TWO_BALL,0.537,4,0,2,0.0,0.0
796,2,0,0,2,0.537,TWO_BALL,0.537,4,0,2,0.0,0.0
797,3,0,1,3,0.6,MIXED_3+,0.6,4,1,2,0.667,0.0
798,3,0,0,3,0.6,MIXED_3+,0.6,4,1,2,0.667,0.0
799,3,0,0,3,0.6,MIXED_3+,0.6,4,1,2,0.667,0.0
800,3,0,0,3,0.6,MIXED_3+,0.6,4,1,2,0.667,0.0
801,3,0,0,3,0.6,MIXED_3+,0.6,4,1,2,0.667,0.0
802,3,0,0,3,0.6,MIXED_3+,0.6,4,1,2,0.667,0.0
803,3,0,0,3,0.6,MIXED_3+,0.6,4,1,2,0.667,0.0
804,3,0,0,3,0.6,MIXED_3+,0.6,4,1,2,0.667,0.0
805,3,0,0,3,0.6,MIXED_3+,0.6,4,1,2,0.667,0.0
806,2,0,0,2,0.566,TWO_BALL,0.566,4,0,2,0.0,0.0
807,2,0,0,2,0.566,TWO_BALL,0.566,4,0,2,0.0,0.0
808,2,0,0,2,0.566,TWO_BALL,0.566,4,0,2,0.0,0.0
809,2,0,0,2,0.566,TWO_BALL,0.566,4,0,2,0.0,0.0
810,2,0,0,2,0.566,TWO_BALL,0.566,4,0,2,0.0,0.0
811,3,0,0,3,0.6,MIXED_3+,0.6,4,1,2,0.667,0.0
812,2,0,0,2,0.566,TWO_BALL,0.566,4,0,2,0.0,0.0
813,2,0,0,2,0.566,TWO_BALL,0.566,4,0,2,0.0,0.0
814,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
815,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
816,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
817,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
818,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
819,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
820,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
821,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
822,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
823,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
824,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
825,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
826,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
827,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
828,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
829,3,0,0,3,0.711,MIXED_3+,0.711,4,1,2,0.667,0.0
830,2,0,1,2,0.566,TWO_BALL_ONE_HAND,0.566,4,0,1,0.0,0.0
831,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
832,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
833,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
834,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
835,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
836,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
837,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
838,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
839,2,0,1,2,0.675,TWO_BALL_ONE_HAND,0.675,4,0,1,0.0,0.0
840,1,0,0,1,0.944,SINGLE_BALL,0.944,4,0,1,0.0,0.0
841,1,0,0,1,0.944,SINGLE_BALL,0.944,4,0,1,0.0,0.0
842,1,0,0,1,0.944,SINGLE_BALL,0.944,4,0,1,0.0,0.0
843,1,0,0,1,0.944,SINGLE_BALL,0.944,4,0,1,0.0,0.0
844,1,0,0,1,0.944,SINGLE_BALL,0.944,4,0,1,0.0,0.0
845,1,0,0,1,0.944,SINGLE_BALL,0.944,4,0,1,0.0,0.0
846,1,0,0,1,0.944,SINGLE_BALL,0.944,4,0,1,0.0,0.0
847,1,0,0,1,0.944,SINGLE_BALL,0.944,4,0,1,0.0,0.0
848,1,0,0,1,0.944,SINGLE_BALL,0.944,4,0,1,0.0,0.0
849,1,0,0,1,0.944,SINGLE_BALL,0.944,4,0,1,0.0,0.0
850,1,0,0,1,0.944,SINGLE_BALL,0.944,4,0,1,0.0,0.0
851,1,0,0,1,0.944,SINGLE_BALL,0.944,4,0,1,0.0,0.0
852,1,0,0,1,0.944,SINGLE_BALL,0.944,4,0,1,0.0,0.0
853,1,0,0,1,0.944,SINGLE_BALL,0.944,4,0,1,0.0,0.0
854,1,0,0,1,0.944,SINGLE_BALL,0.944,4,0,1,0.0,0.0
855,2,0,0,2,0.972,TWO_BALL,0.972,4,0,1,0.0,0.0
856,3,0,1,3,0.89,FOUNTAIN_3+,0.89,4,3,1,0.0,6.67
857,2,0,0,2,0.835,TWO_BALL,0.835,4,0,1,0.0,0.0
858,2,0,0,2,0.835,TWO_BALL,0.835,4,0,1,0.0,0.0
859,2,0,0,2,0.835,TWO_BALL,0.835,4,0,1,0.0,0.0
860,3,0,1,3,0.692,FOUNTAIN_3+,0.692,4,3,1,0.0,6.67
861,3,0,0,3,0.692,FOUNTAIN_3+,0.692,4,3,1,0.0,6.67
862,3,0,0,3,0.692,FOUNTAIN_3+,0.692,4,3,1,0.0,6.67
863,3,0,0,3,0.692,FOUNTAIN_3+,0.692,4,3,1,0.0,6.67
864,3,0,0,3,0.692,FOUNTAIN_3+,0.692,4,3,1,0.0,6.67
865,3,0,0,3,0.692,FOUNTAIN_3+,0.692,4,3,1,0.0,6.67
866,3,0,0,3,0.692,FOUNTAIN_3+,0.692,4,3,1,0.0,6.67
867,3,0,0,3,0.692,FOUNTAIN_3+,0.692,4,3,1,0.0,6.67
868,3,0,0,3,0.692,FOUNTAIN_3+,0.692,4,3,1,0.0,6.67
869,3,0,0,3,0.692,FOUNTAIN_3+,0.692,4,3,1,0.0,6.67
870,3,0,0,3,0.692,FOUNTAIN_3+,0.692,4,3,1,0.0,6.67
871,3,0,0,3,0.692,FOUNTAIN_3+,0.692,4,3,1,0.0,6.67
872,3,0,1,3,0.692,FOUNTAIN_3+,0.692,4,3,1,0.0,1.82
873,2,0,0,2,0.675,TWO_BALL,0.675,4,0,1,0.0,0.0
874,2,0,0,2,0.675,TWO_BALL,0.675,4,0,1,0.0,0.0
875,2,0,0,2,0.675,TWO_BALL,0.675,4,0,1,0.0,0.0
876,2,0,0,2,0.675,TWO_BALL,0.675,4,0,1,0.0,0.0
877,2,0,0,2,0.675,TWO_BALL,0.675,4,0,1,0.0,0.0
878,2,0,0,2,0.675,TWO_BALL,0.675,4,0,1,0.0,0.0
879,2,0,0,2,0.675,TWO_BALL,0.675,4,0,1,0.0,0.0
880,2,0,0,2,0.675,TWO_BALL,0.675,4,0,1,0.0,0.0
881,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
882,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
883,2,0,0,2,0.703,TWO_BALL,0.703,4,0,1,0.0,0.0
884,2,0,0,2,0.703,TWO_BALL,0.703,4,0,1,0.0,0.0
885,3,0,0,3,0.662,FOUNTAIN_3+,0.662,4,3,1,0.0,1.82
886,2,0,0,2,0.493,TWO_BALL,0.493,4,0,1,0.0,0.0
887,2,0,0,2,0.493,TWO_BALL,0.493,4,0,1,0.0,0.0
888,2,0,0,2,0.493,TWO_BALL,0.493,4,0,1,0.0,0.0
889,2,0,0,2,0.493,TWO_BALL,0.493,4,0,1,0.0,0.0
890,3,0,1,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
891,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
892,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
893,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
894,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
895,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
896,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
897,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
898,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
899,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
900,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
901,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
902,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
903,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
904,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
905,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
906,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
907,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
908,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
909,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
910,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
911,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
912,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
913,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
914,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
915,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
916,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
917,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
918,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
919,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
920,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
921,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
922,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
923,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
924,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
925,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
926,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
927,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
928,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
929,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
930,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
931,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
932,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
933,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
934,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
935,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
936,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
937,2,0,0,2,0.653,TWO_BALL,0.653,4,0,1,0.0,0.0
938,2,0,0,2,0.653,TWO_BALL,0.653,4,0,1,0.0,0.0
939,2,0,0,2,0.653,TWO_BALL,0.653,4,0,1,0.0,0.0
940,2,0,0,2,0.653,TWO_BALL,0.653,4,0,1,0.0,0.0
941,2,0,0,2,0.653,TWO_BALL,0.653,4,0,1,0.0,0.0
942,2,0,0,2,0.653,TWO_BALL,0.653,4,0,1,0.0,0.0
943,2,0,0,2,0.653,TWO_BALL,0.653,4,0,1,0.0,0.0
944,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
945,3,0,0,3,0.571,FOUNTAIN_3+,0.571,4,3,1,0.0,0.0
946,2,0,0,2,0.493,TWO_BALL,0.493,4,0,1,0.0,0.0
947,2,0,0,2,0.493,TWO_BALL,0.493,4,0,1,0.0,0.0
948,2,0,0,2,0.493,TWO_BALL,0.493,4,0,1,0.0,0.0
949,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
950,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
951,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
952,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
953,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
954,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
955,1,0,0,1,0.405,SINGLE_BALL,0.405,4,0,1,0.0,0.0
956,2,0,0,2,0.703,TWO_BALL,0.703,4,0,1,0.0,0.0
957,3,0,0,3,0.662,FOUNTAIN_3+,0.662,4,3,1,0.0,0.79
958,3,0,0,3,0.662,FOUNTAIN_3+,0.662,4,3,1,0.0,0.79
959,3,0,0,3,0.662,FOUNTAIN_3+,0.662,4,3,1,0.0,0.79
960,3,0,0,3,0.662,FOUNTAIN_3+,0.662,4,3,1,0.0,0.79
961,3,0,0,3,0.662,FOUNTAIN_3+,0.662,4,3,1,0.0,0.79
962,3,0,0,3,0.662,FOUNTAIN_3+,0.662,4,3,1,0.0,0.79
963,3,0,0,3,0.662,FOUNTAIN_3+,0.662,4,3,1,0.0,0.79
964,3,0,0,3,0.662,FOUNTAIN_3+,0.662,4,3,1,0.0,3.75
965,2,0,0,2,0.79,TWO_BALL,0.79,4,0,1,0.0,0.0
966,1,0,0,1,1.0,SINGLE_BALL,1.0,4,0,1,0.0,0.0
967,1,0,0,1,1.0,SINGLE_BALL,1.0,4,0,1,0.0,0.0
968,2,0,0,2,0.662,TWO_BALL,0.662,4,0,1,0.0,0.0
969,2,0,0,2,0.662,TWO_BALL,0.662,4,0,1,0.0,0.0
970,3,0,0,3,0.576,FOUNTAIN_3+,0.576,4,3,1,0.0,3.75
971,2,0,0,2,0.364,TWO_BALL,0.364,4,0,1,0.0,0.0
972,2,0,0,2,0.364,TWO_BALL,0.364,4,0,1,0.0,0.0
973,2,0,0,2,0.364,TWO_BALL,0.364,4,0,1,0.0,0.0
974,2,0,0,2,0.364,TWO_BALL,0.364,4,0,1,0.0,0.0
975,2,0,0,2,0.364,TWO_BALL,0.364,4,0,1,0.0,0.0
976,2,0,0,2,0.364,TWO_BALL,0.364,4,0,1,0.0,0.0
977,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
978,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
979,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
980,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
981,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
982,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
983,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
984,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
985,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
986,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
987,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
988,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
989,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
990,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
991,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
992,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
993,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
994,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
995,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
996,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
997,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
998,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
999,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
1000,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
1001,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
1002,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
1003,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
1004,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
1005,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
1006,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
1007,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
1008,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
1009,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
1010,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
1011,3,0,0,3,0.565,FOUNTAIN_3+,0.565,4,3,1,0.0,3.75
1012,2,0,0,2,0.364,TWO_BALL,0.364,4,0,1,0.0,0.0
1013,2,0,0,2,0.364,TWO_BALL,0.364,4,0,1,0.0,0.0
1014,2,0,0,2,0.364,TWO_BALL,0.364,4,0,1,0.0,0.0
1015,2,0,1,2,0.364,TWO_BALL_ONE_HAND,0.364,4,0,1,0.0,0.0
1016,1,0,0,1,0.324,SINGLE_BALL,0.324,4,0,1,0.0,0.0
1017,1,0,0,1,0.324,SINGLE_BALL,0.324,4,0,1,0.0,0.0
1018,1,0,0,1,0.324,SINGLE_BALL,0.324,4,0,1,0.0,0.0
1019,1,0,0,1,0.324,SINGLE_BALL,0.324,4,0,1,0.0,0.0
1020,1,0,0,1,0.324,SINGLE_BALL,0.324,4,0,1,0.0,0.0
1029,3,0,1,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1030,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1031,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1032,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1033,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
1034,3,0,0,3,0.463,FOUNTAIN_3+,0.463,4,3,1,0.0,1.18
