frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,n_window_events,same_hand_run,unique_hands,alternation_score,catch_rate_hz
341,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
342,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
343,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
344,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
345,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
346,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
347,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
348,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
349,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
350,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
351,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
352,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
353,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
354,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
355,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
356,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
357,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
358,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
359,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
360,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
361,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
362,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
363,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
364,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
365,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
366,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
367,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
368,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
369,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
370,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
371,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
372,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
373,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
374,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
375,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
376,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
377,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
378,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
379,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
380,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
381,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
382,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
391,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
392,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
393,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
394,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
395,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
396,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
397,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
398,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,1,0.0,0.0
399,2,0,0,2,0.735,TWO_BALL,0.735,4,0,1,0.0,0.0
400,2,0,0,2,0.735,TWO_BALL,0.735,4,0,1,0.0,0.0
401,2,0,0,2,0.735,TWO_BALL,0.735,4,0,1,0.0,0.0
402,2,0,0,2,0.735,TWO_BALL,0.735,4,0,1,0.0,0.0
403,2,0,0,2,0.735,TWO_BALL,0.735,4,0,1,0.0,0.0
404,2,0,0,2,0.735,TWO_BALL,0.735,4,0,1,0.0,0.0
405,2,0,0,2,0.735,TWO_BALL,0.735,4,0,1,0.0,0.0
406,2,0,0,2,0.735,TWO_BALL,0.735,4,0,1,0.0,0.0
407,2,0,0,2,0.735,TWO_BALL,0.735,4,0,1,0.0,0.0
408,2,0,0,2,0.735,TWO_BALL,0.735,4,0,1,0.0,0.0
409,2,0,0,2,0.735,TWO_BALL,0.735,4,0,1,0.0,0.0
410,2,0,0,2,0.735,TWO_BALL,0.735,4,0,1,0.0,0.0
411,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
412,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
413,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
414,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
415,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
416,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
417,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
418,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
419,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
420,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
421,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
422,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
423,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
424,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
425,4,0,0,4,0.844,MIXED_3+,0.844,4,2,1,0.333,3.53
426,4,0,0,4,0.844,MIXED_3+,0.844,4,2,1,0.333,3.53
427,4,0,0,4,0.844,MIXED_3+,0.844,4,2,1,0.333,3.53
428,4,0,0,4,0.844,MIXED_3+,0.844,4,2,1,0.333,3.53
429,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
430,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
431,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
432,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
433,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
434,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
435,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
436,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
437,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
438,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
439,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
440,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
441,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
442,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
443,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
444,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
445,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
446,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
447,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
448,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
449,3,0,0,3,0.792,MIXED_3+,0.792,4,2,1,0.333,3.53
450,3,0,0,3,0.792,MIXED_3+,0.792,4,1,1,0.667,0.3
451,2,0,0,2,0.755,TWO_BALL,0.755,4,0,1,0.0,0.0
452,2,0,0,2,0.755,TWO_BALL,0.755,4,0,1,0.0,0.0
453,2,0,0,2,0.755,TWO_BALL,0.755,4,0,1,0.0,0.0
454,2,0,0,2,0.755,TWO_BALL,0.755,4,0,1,0.0,0.0
455,2,0,0,2,0.755,TWO_BALL,0.755,4,0,1,0.0,0.0
456,2,0,0,2,0.755,TWO_BALL,0.755,4,0,1,0.0,0.0
457,2,0,0,2,0.755,TWO_BALL,0.755,4,0,1,0.0,0.0
458,2,0,0,2,0.755,TWO_BALL,0.755,4,0,1,0.0,0.0
459,2,0,0,2,0.755,TWO_BALL,0.755,4,0,1,0.0,0.0
460,2,0,0,2,0.755,TWO_BALL,0.755,4,0,1,0.0,0.0
461,2,0,0,2,0.887,TWO_BALL,0.887,4,0,1,0.0,0.0
462,2,0,0,2,0.887,TWO_BALL,0.887,4,0,1,0.0,0.0
463,2,0,0,2,0.887,TWO_BALL,0.887,4,0,1,0.0,0.0
464,2,0,0,2,0.887,TWO_BALL,0.887,4,0,1,0.0,0.0
465,2,0,0,2,0.887,TWO_BALL,0.887,4,0,1,0.0,0.0
466,2,0,0,2,0.887,TWO_BALL,0.887,4,0,1,0.0,0.0
467,2,0,0,2,0.887,TWO_BALL,0.887,4,0,1,0.0,0.0
468,2,0,0,2,0.887,TWO_BALL,0.887,4,0,1,0.0,0.0
469,2,0,0,2,0.887,TWO_BALL,0.887,4,0,1,0.0,0.0
470,2,0,0,2,0.887,TWO_BALL,0.887,4,0,1,0.0,0.0
471,3,0,0,3,0.792,CASCADE_3+,0.792,4,0,1,1.0,6.0
472,3,0,0,3,0.792,CASCADE_3+,0.792,4,0,1,1.0,6.0
473,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
474,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
475,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
476,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
477,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
478,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
479,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
480,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
481,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
482,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
483,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
484,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
485,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
486,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
487,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
488,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
489,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
490,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
491,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
492,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
493,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
494,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
495,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
496,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
497,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
498,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
499,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
500,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
501,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
502,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
503,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
504,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
505,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
506,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,1,0.0,0.0
507,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
508,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
509,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
510,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
511,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
512,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
513,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
514,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
515,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
516,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
517,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
518,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
519,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
520,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
521,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
522,2,0,0,2,0.733,TWO_BALL,0.733,4,0,1,0.0,0.0
533,3,0,0,3,0.704,CASCADE_3+,0.704,4,0,1,1.0,6.0
534,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
535,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,2,0.0,0.0
536,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,2,0.0,0.0
537,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,2,0.0,0.0
538,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,2,0.0,0.0
539,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,2,0.0,0.0
540,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,2,0.0,0.0
541,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,2,0.0,0.0
542,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,2,0.0,0.0
543,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,2,0.0,0.0
544,1,0,0,1,0.908,SINGLE_BALL,0.908,4,0,2,0.0,0.0
545,2,0,0,2,0.776,TWO_BALL,0.776,4,0,2,0.0,0.0
546,2,0,0,2,0.776,TWO_BALL,0.776,4,0,2,0.0,0.0
547,2,0,0,2,0.776,TWO_BALL,0.776,4,0,2,0.0,0.0
548,2,0,0,2,0.776,TWO_BALL,0.776,4,0,2,0.0,0.0
549,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
550,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
551,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
552,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
553,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
554,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
555,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
556,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
557,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
558,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
559,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
560,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
561,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
562,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
563,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
564,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
565,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
566,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
567,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
568,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
569,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
570,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
571,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
572,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
573,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
574,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
575,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
576,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
577,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
578,3,0,0,3,0.704,MIXED_3+,0.704,4,1,2,0.667,0.0
579,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
580,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
581,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
582,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
583,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
584,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
585,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
586,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
587,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
588,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
589,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
590,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
591,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
592,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
593,3,0,0,3,0.696,MIXED_3+,0.696,4,1,2,0.667,0.0
594,3,0,0,3,0.696,MIXED_3+,0.696,4,1,2,0.667,0.0
595,3,0,0,3,0.696,MIXED_3+,0.696,4,1,2,0.667,0.0
596,3,0,0,3,0.696,MIXED_3+,0.696,4,1,2,0.667,0.0
597,3,0,0,3,0.696,MIXED_3+,0.696,4,1,2,0.667,0.0
598,3,0,0,3,0.696,MIXED_3+,0.696,4,1,2,0.667,0.0
599,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
600,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
601,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
602,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
603,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
604,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
605,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
606,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
607,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
608,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
609,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
610,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
611,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
612,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
613,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
614,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
615,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
616,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
617,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
618,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
619,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
620,1,0,0,1,0.645,SINGLE_BALL,0.645,4,0,2,0.0,0.0
621,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
622,2,0,0,2,0.602,TWO_BALL,0.602,4,0,2,0.0,0.0
623,2,0,0,2,0.792,TWO_BALL,0.792,4,0,2,0.0,0.0
624,2,0,0,2,0.792,TWO_BALL,0.792,4,0,2,0.0,0.0
625,2,0,0,2,0.792,TWO_BALL,0.792,4,0,2,0.0,0.0
626,2,0,0,2,0.792,TWO_BALL,0.792,4,0,2,0.0,0.0
627,2,0,0,2,0.792,TWO_BALL,0.792,4,0,2,0.0,0.0
628,2,0,0,2,0.792,TWO_BALL,0.792,4,0,2,0.0,0.0
629,2,0,0,2,0.792,TWO_BALL,0.792,4,0,2,0.0,0.0
630,2,0,0,2,0.792,TWO_BALL,0.792,4,0,2,0.0,0.0
631,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
632,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
633,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
634,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
635,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
636,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
637,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
638,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
639,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
640,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
641,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
642,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
643,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
644,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
645,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
646,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
647,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
648,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
649,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
650,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
651,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
652,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
653,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
654,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
655,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
656,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
657,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
658,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
659,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
660,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
661,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
662,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
663,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
664,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
665,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
666,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
667,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
668,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
669,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,1,0.0,1.5
670,3,0,0,3,0.714,MIXED_3+,0.714,4,2,2,0.333,1.25
671,2,0,0,2,0.792,TWO_BALL,0.792,4,0,2,0.0,0.0
672,2,0,0,2,0.792,TWO_BALL,0.792,4,0,2,0.0,0.0
673,2,0,0,2,0.792,TWO_BALL,0.792,4,0,2,0.0,0.0
674,2,0,0,2,0.792,TWO_BALL,0.792,4,0,2,0.0,0.0
675,2,0,0,2,0.792,TWO_BALL,0.792,4,0,2,0.0,0.0
676,2,0,0,2,0.792,TWO_BALL,0.792,4,0,2,0.0,0.0
677,1,0,0,1,0.938,SINGLE_BALL,0.938,4,0,2,0.0,0.0
678,1,0,0,1,0.938,SINGLE_BALL,0.938,4,0,2,0.0,0.0
679,2,0,0,2,0.748,TWO_BALL,0.748,4,0,2,0.0,0.0
680,2,0,0,2,0.748,TWO_BALL,0.748,4,0,2,0.0,0.0
681,2,0,0,2,0.748,TWO_BALL,0.748,4,0,2,0.0,0.0
682,2,0,0,2,0.748,TWO_BALL,0.748,4,0,2,0.0,0.0
683,2,0,0,2,0.748,TWO_BALL,0.748,4,0,2,0.0,0.0
684,2,0,0,2,0.748,TWO_BALL,0.748,4,0,2,0.0,0.0
685,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
686,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
687,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
688,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
689,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
690,3,0,0,3,0.714,CASCADE_3+,0.714,4,0,1,1.0,10.0
691,4,0,0,4,0.785,CASCADE_3+,0.785,4,0,1,1.0,10.0
692,4,0,0,4,0.785,CASCADE_3+,0.785,4,0,1,1.0,10.0
693,4,0,0,4,0.785,CASCADE_3+,0.785,4,0,1,1.0,10.0
694,4,0,0,4,0.785,CASCADE_3+,0.785,4,0,1,1.0,10.0
695,4,0,0,4,0.785,CASCADE_3+,0.785,4,0,1,1.0,10.0
