stem,src,tgt,gap,label,in_h7v3plus3,chain_edge_type,src_end_side,tgt_start_side,cross_hand,end_d,start_d,spatial_jump,v_jump,is_hand_edge,v1_d30_j80,v1_d30_j100,v1_d30_j120,v1_d30_j150,v1_d30_j200,v1_d40_j100,v1_d40_j150,v1_d40_j200,v1_d40_j250,v1_d50_j100,v1_d50_j150,v1_d50_j200,v1_d50_j250,v1_d60_j150,v1_d60_j200,v1_d60_j250,v1_d60_j300,v1_d80_j200,v1_d80_j250,v1_d80_j300,v2_d30,v2_d40,v2_d50,v2_d60,v2_d80,v2_d100
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,20,21,8,correct,True,H22_RECLASSIFIED_HAND_TRANSITION,right,right,False,5.56,35.34,71.18,8.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,21,29,2,correct,True,RECLASSIFIED_HAND_TRANSITION,left,left,False,18.79,32.85,94.68,47.34,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,22,26,6,correct,True,RECLASSIFIED_HAND_TRANSITION,right,right,False,10.58,33.66,80.83,13.47,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,23,24,9,correct,False,NOT_IN_CHAIN,,right,False,,13.87,65.99,7.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,25,33,0,correct,True,RECLASSIFIED_HAND_TRANSITION,left,left,False,21.97,11.52,60.65,inf,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,26,31,8,correct,True,RECLASSIFIED_HAND_TRANSITION,left,left,False,11.72,50.19,119.89,14.99,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,27,28,4,correct,True,V_RECLASSIFIED_HAND_TRANSITION,,left,False,,108.06,97.88,24.47,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,28,32,0,correct,True,RECLASSIFIED_HAND_TRANSITION,right,right,False,20.37,30.04,84.48,inf,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,29,34,2,correct,True,RECLASSIFIED_HAND_TRANSITION,right,right,False,13.57,4.45,39.38,19.69,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,30,37,3,correct,True,RECLASSIFIED_HAND_TRANSITION,right,right,False,14.07,12.37,56.96,18.99,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,31,35,5,correct,True,RECLASSIFIED_HAND_TRANSITION,right,right,False,16.11,23.3,78.49,15.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,33,36,4,correct,True,RECLASSIFIED_HAND_TRANSITION,right,right,False,24.95,10.11,50.13,12.53,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,35,38,2,correct,True,RECLASSIFIED_HAND_TRANSITION,left,left,False,23.14,16.76,79.68,39.84,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
