frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,n_window_events,n_recent_events,same_hand_run,alternation_score,catch_rate_hz,time_span_K
316,2,0,0,2,0.935,TWO_BALL,0.935,4,0,0,0.0,0.0,28
317,2,0,0,2,0.935,TWO_BALL,0.935,4,0,0,0.0,0.0,28
318,2,0,0,2,0.935,TWO_BALL,0.935,4,0,0,0.0,0.0,28
319,2,0,0,2,0.935,TWO_BALL,0.935,4,0,0,0.0,0.0,28
320,2,0,0,2,0.935,TWO_BALL,0.935,4,0,0,0.0,0.0,28
321,2,0,0,2,0.935,TWO_BALL,0.935,4,0,0,0.0,0.0,28
322,2,0,0,2,0.935,TWO_BALL,0.935,4,0,0,0.0,0.0,28
323,2,0,0,2,0.935,TWO_BALL,0.935,4,0,0,0.0,0.0,28
324,2,0,0,2,0.935,TWO_BALL,0.935,4,0,0,0.0,0.0,28
325,2,0,0,2,0.935,TWO_BALL,0.935,4,0,0,0.0,0.0,28
326,2,0,0,2,0.935,TWO_BALL,0.935,4,0,0,0.0,0.0,28
327,2,0,0,2,0.935,TWO_BALL,0.935,4,0,0,0.0,0.0,28
328,2,0,0,2,0.935,TWO_BALL,0.935,4,0,0,0.0,0.0,28
329,1,0,0,1,0.911,SINGLE_BALL,0.911,4,0,0,0.0,0.0,28
330,1,0,0,1,0.911,SINGLE_BALL,0.911,4,0,0,0.0,0.0,28
331,1,0,0,1,0.911,SINGLE_BALL,0.911,4,0,0,0.0,0.0,28
332,1,0,0,1,0.911,SINGLE_BALL,0.911,4,0,0,0.0,0.0,28
333,2,0,0,2,0.757,TWO_BALL,0.757,4,0,0,0.0,0.0,28
334,2,0,0,2,0.757,TWO_BALL,0.757,4,0,0,0.0,0.0,28
335,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
336,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
337,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
338,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
339,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
340,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
341,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
342,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
343,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
344,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
345,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
346,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
347,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
348,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
349,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
350,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
351,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
352,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
353,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
354,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
355,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
356,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
357,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
358,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
359,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
360,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
361,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
362,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
363,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
364,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
365,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
366,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
367,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
368,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
369,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
370,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
371,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
372,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
373,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
374,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
375,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
376,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
377,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
378,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
379,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
380,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
381,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
382,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
391,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
392,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
393,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
394,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
395,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
396,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
397,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
398,1,0,0,1,0.602,SINGLE_BALL,0.602,4,0,0,0.0,0.0,28
399,2,0,0,2,0.735,TWO_BALL,0.735,4,0,0,0.0,0.0,28
400,2,0,0,2,0.735,TWO_BALL,0.735,4,0,0,0.0,0.0,28
401,2,0,0,2,0.735,TWO_BALL,0.735,4,0,0,0.0,0.0,28
402,2,0,0,2,0.735,TWO_BALL,0.735,4,0,0,0.0,0.0,28
403,2,0,0,2,0.735,TWO_BALL,0.735,4,0,0,0.0,0.0,28
404,2,0,0,2,0.735,TWO_BALL,0.735,4,0,0,0.0,0.0,28
405,2,0,0,2,0.735,TWO_BALL,0.735,4,0,0,0.0,0.0,28
406,2,0,0,2,0.735,TWO_BALL,0.735,4,0,0,0.0,0.0,28
407,2,0,0,2,0.735,TWO_BALL,0.735,4,0,0,0.0,0.0,28
408,2,0,0,2,0.735,TWO_BALL,0.735,4,0,0,0.0,0.0,28
409,2,0,0,2,0.735,TWO_BALL,0.735,4,0,0,0.0,0.0,28
410,2,0,0,2,0.735,TWO_BALL,0.735,4,0,0,0.0,0.0,28
411,3,0,0,3,0.792,MIXED_3+,0.792,4,0,2,0.333,3.53,28
412,3,0,0,3,0.792,MIXED_3+,0.792,4,0,2,0.333,3.53,28
413,3,0,0,3,0.792,MIXED_3+,0.792,4,0,2,0.333,3.53,28
414,3,0,0,3,0.792,MIXED_3+,0.792,4,0,2,0.333,3.53,28
415,3,0,0,3,0.792,MIXED_3+,0.792,4,0,2,0.333,3.53,28
416,3,0,0,3,0.792,MIXED_3+,0.792,4,0,2,0.333,3.53,28
417,3,0,0,3,0.792,MIXED_3+,0.792,4,0,2,0.333,3.53,28
418,3,0,0,3,0.792,MIXED_3+,0.792,4,0,2,0.333,3.53,28
419,3,0,0,3,0.792,MIXED_3+,0.792,4,0,2,0.333,3.53,28
420,3,0,0,3,0.792,MIXED_3+,0.792,4,1,2,0.333,3.53,28
421,3,0,0,3,0.792,MIXED_3+,0.792,4,1,2,0.333,3.53,28
422,3,0,0,3,0.792,MIXED_3+,0.792,4,1,2,0.333,3.53,28
423,3,0,0,3,0.792,MIXED_3+,0.792,4,1,2,0.333,3.53,28
424,3,0,0,3,0.792,MIXED_3+,0.792,4,1,2,0.333,3.53,28
425,4,0,0,4,0.844,MIXED_3+,0.844,4,1,2,0.333,3.53,28
426,4,0,0,4,0.844,MIXED_3+,0.844,4,1,2,0.333,3.53,28
427,4,0,0,4,0.844,MIXED_3+,0.844,4,1,2,0.333,3.53,28
428,4,0,0,4,0.844,MIXED_3+,0.844,4,1,2,0.333,3.53,28
429,3,0,0,3,0.792,MIXED_3+,0.792,4,1,2,0.333,3.53,28
430,3,0,0,3,0.792,MIXED_3+,0.792,4,2,2,0.333,3.53,28
431,3,0,0,3,0.792,MIXED_3+,0.792,4,3,2,0.333,3.53,28
432,3,0,0,3,0.792,MIXED_3+,0.792,4,3,2,0.333,3.53,28
433,3,0,0,3,0.792,MIXED_3+,0.792,4,3,2,0.333,3.53,28
434,3,0,0,3,0.792,MIXED_3+,0.792,4,3,2,0.333,3.53,28
435,3,0,0,3,0.792,MIXED_3+,0.792,4,3,2,0.333,3.53,28
436,3,0,0,3,0.792,MIXED_3+,0.792,4,3,2,0.333,3.53,28
437,3,0,0,3,0.792,MIXED_3+,0.792,4,3,2,0.333,3.53,28
438,3,0,0,3,0.792,MIXED_3+,0.792,4,3,2,0.333,3.53,28
439,3,0,0,3,0.792,MIXED_3+,0.792,4,3,2,0.333,3.53,28
440,3,0,0,3,0.792,MIXED_3+,0.792,4,3,2,0.333,3.53,28
441,3,0,0,3,0.792,MIXED_3+,0.792,4,4,2,0.333,3.53,28
442,3,0,0,3,0.792,MIXED_3+,0.792,4,4,2,0.333,3.53,28
443,3,0,0,3,0.792,MIXED_3+,0.792,4,4,2,0.333,3.53,28
444,3,0,0,3,0.792,MIXED_3+,0.792,4,4,2,0.333,3.53,28
445,3,0,0,3,0.792,MIXED_3+,0.792,4,4,2,0.333,3.53,28
446,3,0,0,3,0.792,MIXED_3+,0.792,4,4,2,0.333,3.53,28
447,3,0,0,3,0.792,MIXED_3+,0.792,4,4,2,0.333,3.53,28
448,3,0,0,3,0.792,MIXED_3+,0.792,4,4,2,0.333,3.53,28
449,3,0,0,3,0.792,MIXED_3+,0.792,4,4,2,0.333,3.53,28
450,3,0,0,3,0.792,MIXED_3+_UNCONFIRMED,0.396,4,4,1,0.667,0.3,207
451,2,0,0,2,0.755,TWO_BALL,0.755,4,4,0,0.0,0.0,207
452,2,0,0,2,0.755,TWO_BALL,0.755,4,4,0,0.0,0.0,207
453,2,0,0,2,0.755,TWO_BALL,0.755,4,4,0,0.0,0.0,207
454,2,0,0,2,0.755,TWO_BALL,0.755,4,4,0,0.0,0.0,207
455,2,0,0,2,0.755,TWO_BALL,0.755,4,4,0,0.0,0.0,207
456,2,0,0,2,0.755,TWO_BALL,0.755,4,4,0,0.0,0.0,207
457,2,0,0,2,0.755,TWO_BALL,0.755,4,4,0,0.0,0.0,207
458,2,0,0,2,0.755,TWO_BALL,0.755,4,4,0,0.0,0.0,207
459,2,0,0,2,0.755,TWO_BALL,0.755,4,4,0,0.0,0.0,207
460,2,0,0,2,0.755,TWO_BALL,0.755,4,4,0,0.0,0.0,208
461,2,0,0,2,0.887,TWO_BALL,0.887,4,4,0,0.0,0.0,198
462,2,0,0,2,0.887,TWO_BALL,0.887,4,4,0,0.0,0.0,198
463,2,0,0,2,0.887,TWO_BALL,0.887,4,4,0,0.0,0.0,198
464,2,0,0,2,0.887,TWO_BALL,0.887,4,4,0,0.0,0.0,198
465,2,0,0,2,0.887,TWO_BALL,0.887,4,4,0,0.0,0.0,198
466,2,0,0,2,0.887,TWO_BALL,0.887,4,4,0,0.0,0.0,198
467,2,0,0,2,0.887,TWO_BALL,0.887,4,4,0,0.0,0.0,198
468,2,0,0,2,0.887,TWO_BALL,0.887,4,4,0,0.0,0.0,198
469,2,0,0,2,0.887,TWO_BALL,0.887,4,4,0,0.0,0.0,198
470,2,0,0,2,0.887,TWO_BALL,0.887,4,4,0,0.0,0.0,198
471,3,0,0,3,0.792,CASCADE_3+,0.792,4,4,0,1.0,6.0,21
472,3,0,0,3,0.792,CASCADE_3+,0.792,4,4,0,1.0,6.0,21
473,1,0,0,1,0.908,SINGLE_BALL,0.908,4,4,0,0.0,0.0,21
474,1,0,0,1,0.908,SINGLE_BALL,0.908,4,4,0,0.0,0.0,21
475,1,0,0,1,0.908,SINGLE_BALL,0.908,4,4,0,0.0,0.0,21
476,1,0,0,1,0.908,SINGLE_BALL,0.908,4,4,0,0.0,0.0,21
477,1,0,0,1,0.908,SINGLE_BALL,0.908,4,4,0,0.0,0.0,21
478,1,0,0,1,0.908,SINGLE_BALL,0.908,4,4,0,0.0,0.0,21
479,1,0,0,1,0.908,SINGLE_BALL,0.908,4,4,0,0.0,0.0,21
480,1,0,0,1,0.908,SINGLE_BALL,0.908,4,4,0,0.0,0.0,21
481,1,0,0,1,0.908,SINGLE_BALL,0.908,4,3,0,0.0,0.0,21
482,1,0,0,1,0.908,SINGLE_BALL,0.908,4,3,0,0.0,0.0,21
483,1,0,0,1,0.908,SINGLE_BALL,0.908,4,3,0,0.0,0.0,21
484,1,0,0,1,0.908,SINGLE_BALL,0.908,4,3,0,0.0,0.0,21
485,1,0,0,1,0.908,SINGLE_BALL,0.908,4,3,0,0.0,0.0,21
486,1,0,0,1,0.908,SINGLE_BALL,0.908,4,3,0,0.0,0.0,21
487,1,0,0,1,0.908,SINGLE_BALL,0.908,4,3,0,0.0,0.0,21
488,1,0,0,1,0.908,SINGLE_BALL,0.908,4,3,0,0.0,0.0,21
489,1,0,0,1,0.908,SINGLE_BALL,0.908,4,3,0,0.0,0.0,21
490,1,0,0,1,0.908,SINGLE_BALL,0.908,4,3,0,0.0,0.0,21
491,1,0,0,1,0.908,SINGLE_BALL,0.908,4,2,0,0.0,0.0,21
492,1,0,0,1,0.908,SINGLE_BALL,0.908,4,2,0,0.0,0.0,21
493,1,0,0,1,0.908,SINGLE_BALL,0.908,4,2,0,0.0,0.0,21
494,1,0,0,1,0.908,SINGLE_BALL,0.908,4,2,0,0.0,0.0,21
495,1,0,0,1,0.908,SINGLE_BALL,0.908,4,2,0,0.0,0.0,21
496,1,0,0,1,0.908,SINGLE_BALL,0.908,4,2,0,0.0,0.0,21
497,1,0,0,1,0.908,SINGLE_BALL,0.908,4,2,0,0.0,0.0,21
498,1,0,0,1,0.908,SINGLE_BALL,0.908,4,2,0,0.0,0.0,21
499,1,0,0,1,0.908,SINGLE_BALL,0.908,4,2,0,0.0,0.0,21
500,1,0,0,1,0.908,SINGLE_BALL,0.908,4,2,0,0.0,0.0,21
501,1,0,0,1,0.908,SINGLE_BALL,0.908,4,2,0,0.0,0.0,21
502,1,0,0,1,0.908,SINGLE_BALL,0.908,4,1,0,0.0,0.0,21
503,1,0,0,1,0.908,SINGLE_BALL,0.908,4,2,0,0.0,0.0,21
504,1,0,0,1,0.908,SINGLE_BALL,0.908,4,4,0,0.0,0.0,21
505,1,0,0,1,0.908,SINGLE_BALL,0.908,4,4,0,0.0,0.0,21
506,1,0,0,1,0.908,SINGLE_BALL,0.908,4,4,0,0.0,0.0,21
507,2,0,0,2,0.733,TWO_BALL,0.733,4,4,0,0.0,0.0,21
508,2,0,0,2,0.733,TWO_BALL,0.733,4,4,0,0.0,0.0,21
509,2,0,0,2,0.733,TWO_BALL,0.733,4,4,0,0.0,0.0,21
510,2,0,0,2,0.733,TWO_BALL,0.733,4,4,0,0.0,0.0,21
511,2,0,0,2,0.733,TWO_BALL,0.733,4,4,0,0.0,0.0,21
512,2,0,0,2,0.733,TWO_BALL,0.733,4,4,0,0.0,0.0,21
513,2,0,0,2,0.733,TWO_BALL,0.733,4,4,0,0.0,0.0,21
514,2,0,0,2,0.733,TWO_BALL,0.733,4,4,0,0.0,0.0,21
515,2,0,0,2,0.733,TWO_BALL,0.733,4,5,0,0.0,0.0,21
516,2,0,0,2,0.733,TWO_BALL,0.733,4,5,0,0.0,0.0,21
517,2,0,0,2,0.733,TWO_BALL,0.733,4,5,0,0.0,0.0,21
518,2,0,0,2,0.733,TWO_BALL,0.733,4,5,0,0.0,0.0,21
519,2,0,0,2,0.733,TWO_BALL,0.733,4,6,0,0.0,0.0,21
520,2,0,0,2,0.733,TWO_BALL,0.733,4,6,0,0.0,0.0,21
521,2,0,0,2,0.733,TWO_BALL,0.733,4,6,0,0.0,0.0,21
522,2,0,0,2,0.733,TWO_BALL,0.733,4,6,0,0.0,0.0,62
533,3,0,0,3,0.704,MIXED_3+,0.704,4,6,2,0.333,0.0,72
534,3,0,0,3,0.704,MIXED_3+,0.704,4,6,2,0.333,7.5,12
535,1,0,0,1,0.908,SINGLE_BALL,0.908,4,6,0,0.0,0.0,12
536,1,0,0,1,0.908,SINGLE_BALL,0.908,4,6,0,0.0,0.0,12
537,1,0,0,1,0.908,SINGLE_BALL,0.908,4,6,0,0.0,0.0,12
538,1,0,0,1,0.908,SINGLE_BALL,0.908,4,6,0,0.0,0.0,12
539,1,0,0,1,0.908,SINGLE_BALL,0.908,4,6,0,0.0,0.0,12
540,1,0,0,1,0.908,SINGLE_BALL,0.908,4,6,0,0.0,0.0,12
541,1,0,0,1,0.908,SINGLE_BALL,0.908,4,6,0,0.0,0.0,12
542,1,0,0,1,0.908,SINGLE_BALL,0.908,4,6,0,0.0,0.0,12
543,1,0,0,1,0.908,SINGLE_BALL,0.908,4,6,0,0.0,0.0,12
544,1,0,0,1,0.908,SINGLE_BALL,0.908,4,6,0,0.0,0.0,12
545,2,0,0,2,0.776,TWO_BALL,0.776,4,6,0,0.0,0.0,12
546,2,0,0,2,0.776,TWO_BALL,0.776,4,6,0,0.0,0.0,12
547,2,0,0,2,0.776,TWO_BALL,0.776,4,6,0,0.0,0.0,12
548,2,0,0,2,0.776,TWO_BALL,0.776,4,6,0,0.0,0.0,12
549,3,0,0,3,0.704,MIXED_3+,0.704,4,6,1,0.667,0.0,15
550,3,0,0,3,0.704,MIXED_3+,0.704,4,6,1,0.667,0.0,15
551,3,0,0,3,0.704,MIXED_3+,0.704,4,6,1,0.667,0.0,15
552,3,0,0,3,0.704,MIXED_3+,0.704,4,7,1,0.667,0.0,15
553,3,0,0,3,0.704,MIXED_3+,0.704,4,6,1,0.667,0.0,15
554,3,0,0,3,0.704,MIXED_3+,0.704,4,6,1,0.667,0.0,15
555,3,0,0,3,0.704,MIXED_3+,0.704,4,6,1,0.667,0.0,15
556,3,0,0,3,0.704,MIXED_3+,0.704,4,6,1,0.667,0.0,15
557,3,0,0,3,0.704,MIXED_3+,0.704,4,6,1,0.667,0.0,15
558,3,0,0,3,0.704,MIXED_3+,0.704,4,6,1,0.667,0.0,15
559,3,0,0,3,0.704,MIXED_3+,0.704,4,6,1,0.667,0.0,15
560,3,0,0,3,0.704,MIXED_3+,0.704,4,6,1,0.667,0.0,15
561,3,0,0,3,0.704,MIXED_3+,0.704,4,7,1,0.667,0.0,15
562,3,0,0,3,0.704,MIXED_3+,0.704,4,7,1,0.667,0.0,15
563,3,0,0,3,0.704,MIXED_3+,0.704,4,7,1,0.667,0.0,15
564,3,0,0,3,0.704,MIXED_3+,0.704,4,6,1,0.667,0.0,15
565,3,0,0,3,0.704,MIXED_3+,0.704,4,4,1,0.667,0.0,15
566,3,0,0,3,0.704,MIXED_3+,0.704,4,4,1,0.667,0.0,15
567,3,0,0,3,0.704,MIXED_3+,0.704,4,4,1,0.667,0.0,15
568,3,0,0,3,0.704,MIXED_3+,0.704,4,4,1,0.667,0.0,15
569,3,0,0,3,0.704,MIXED_3+,0.704,4,4,1,0.667,0.0,15
570,3,0,0,3,0.704,MIXED_3+,0.704,4,4,1,0.667,0.0,15
571,3,0,0,3,0.704,MIXED_3+,0.704,4,4,1,0.667,0.0,15
572,3,0,0,3,0.704,MIXED_3+,0.704,4,4,1,0.667,0.0,15
573,3,0,0,3,0.704,MIXED_3+,0.704,4,4,1,0.667,0.0,15
574,3,0,0,3,0.704,MIXED_3+,0.704,4,4,1,0.667,0.0,15
575,3,0,0,3,0.704,MIXED_3+,0.704,4,4,1,0.667,0.0,15
576,3,0,0,3,0.704,MIXED_3+,0.704,4,3,1,0.667,0.0,15
577,3,0,0,3,0.704,MIXED_3+,0.704,4,3,1,0.667,0.0,15
578,3,0,0,3,0.704,MIXED_3+,0.704,4,3,1,0.667,0.0,15
579,2,0,0,2,0.602,TWO_BALL,0.602,4,3,0,0.0,0.0,15
580,2,0,0,2,0.602,TWO_BALL,0.602,4,2,0,0.0,0.0,15
581,2,0,0,2,0.602,TWO_BALL,0.602,4,2,0,0.0,0.0,15
582,2,0,0,2,0.602,TWO_BALL,0.602,4,2,0,0.0,0.0,48
583,1,0,0,1,0.645,SINGLE_BALL,0.645,4,2,0,0.0,0.0,48
584,1,0,0,1,0.645,SINGLE_BALL,0.645,4,2,0,0.0,0.0,48
585,1,0,0,1,0.645,SINGLE_BALL,0.645,4,2,0,0.0,0.0,48
586,1,0,0,1,0.645,SINGLE_BALL,0.645,4,2,0,0.0,0.0,48
587,1,0,0,1,0.645,SINGLE_BALL,0.645,4,2,0,0.0,0.0,48
588,1,0,0,1,0.645,SINGLE_BALL,0.645,4,2,0,0.0,0.0,48
589,1,0,0,1,0.645,SINGLE_BALL,0.645,4,2,0,0.0,0.0,48
590,1,0,0,1,0.645,SINGLE_BALL,0.645,4,2,0,0.0,0.0,48
591,2,0,0,2,0.602,TWO_BALL,0.602,4,2,0,0.0,0.0,46
592,2,0,0,2,0.602,TWO_BALL,0.602,4,3,0,0.0,0.0,46
593,3,0,0,3,0.696,MIXED_3+,0.696,4,3,1,0.667,0.0,46
594,3,0,0,3,0.696,MIXED_3+,0.696,4,3,1,0.667,0.0,46
595,3,0,0,3,0.696,MIXED_3+,0.696,4,3,1,0.667,0.0,46
596,3,0,0,3,0.696,MIXED_3+,0.696,4,3,1,0.667,0.0,46
597,3,0,0,3,0.696,MIXED_3+,0.696,4,3,1,0.667,0.0,46
598,3,0,0,3,0.696,MIXED_3+,0.696,4,3,1,0.667,0.0,46
599,2,0,0,2,0.602,TWO_BALL,0.602,4,3,0,0.0,0.0,46
600,2,0,0,2,0.602,TWO_BALL,0.602,4,3,0,0.0,0.0,46
601,2,0,0,2,0.602,TWO_BALL,0.602,4,4,0,0.0,0.0,46
602,2,0,0,2,0.602,TWO_BALL,0.602,4,4,0,0.0,0.0,46
603,2,0,0,2,0.602,TWO_BALL,0.602,4,4,0,0.0,0.0,46
604,2,0,0,2,0.602,TWO_BALL,0.602,4,4,0,0.0,0.0,46
605,2,0,0,2,0.602,TWO_BALL,0.602,4,4,0,0.0,0.0,46
606,2,0,0,2,0.602,TWO_BALL,0.602,4,4,0,0.0,0.0,46
607,2,0,0,2,0.602,TWO_BALL,0.602,4,4,0,0.0,0.0,46
608,2,0,0,2,0.602,TWO_BALL,0.602,4,4,0,0.0,0.0,46
609,1,0,0,1,0.645,SINGLE_BALL,0.645,4,4,0,0.0,0.0,46
610,1,0,0,1,0.645,SINGLE_BALL,0.645,4,4,0,0.0,0.0,46
611,1,0,0,1,0.645,SINGLE_BALL,0.645,4,4,0,0.0,0.0,46
612,1,0,0,1,0.645,SINGLE_BALL,0.645,4,4,0,0.0,0.0,46
613,1,0,0,1,0.645,SINGLE_BALL,0.645,4,3,0,0.0,0.0,46
614,1,0,0,1,0.645,SINGLE_BALL,0.645,4,3,0,0.0,0.0,46
615,1,0,0,1,0.645,SINGLE_BALL,0.645,4,3,0,0.0,0.0,46
616,1,0,0,1,0.645,SINGLE_BALL,0.645,4,3,0,0.0,0.0,46
617,1,0,0,1,0.645,SINGLE_BALL,0.645,4,3,0,0.0,0.0,46
618,1,0,0,1,0.645,SINGLE_BALL,0.645,4,3,0,0.0,0.0,46
619,1,0,0,1,0.645,SINGLE_BALL,0.645,4,3,0,0.0,0.0,46
620,1,0,0,1,0.645,SINGLE_BALL,0.645,4,3,0,0.0,0.0,46
621,2,0,0,2,0.602,TWO_BALL,0.602,4,3,0,0.0,0.0,46
622,2,0,0,2,0.602,TWO_BALL,0.602,4,2,0,0.0,0.0,73
623,2,0,0,2,0.792,TWO_BALL,0.792,4,2,0,0.0,0.0,73
624,2,0,0,2,0.792,TWO_BALL,0.792,4,2,0,0.0,0.0,73
625,2,0,0,2,0.792,TWO_BALL,0.792,4,2,0,0.0,0.0,73
626,2,0,0,2,0.792,TWO_BALL,0.792,4,2,0,0.0,0.0,73
627,2,0,0,2,0.792,TWO_BALL,0.792,4,2,0,0.0,0.0,73
628,2,0,0,2,0.792,TWO_BALL,0.792,4,2,0,0.0,0.0,73
629,2,0,0,2,0.792,TWO_BALL,0.792,4,2,0,0.0,0.0,73
630,2,0,0,2,0.792,TWO_BALL,0.792,4,2,0,0.0,0.0,73
631,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,2,3,0.0,1.5,49
632,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,2,3,0.0,1.5,49
633,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,2,3,0.0,1.5,49
634,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,2,3,0.0,1.5,49
635,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,2,3,0.0,1.5,49
636,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,2,3,0.0,1.5,49
637,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,2,3,0.0,1.5,49
638,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,2,3,0.0,1.5,49
639,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,2,3,0.0,1.5,49
640,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,3,0.0,1.5,49
641,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,3,0.0,1.5,49
642,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,3,0.0,1.5,49
643,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,3,0.0,1.5,49
644,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,3,0.0,1.5,49
645,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,3,3,0.0,1.5,49
646,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,4,3,0.0,1.5,49
647,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,4,3,0.0,1.5,49
648,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,4,3,0.0,1.5,49
649,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,5,3,0.0,1.5,49
650,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,5,3,0.0,1.5,49
651,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,5,3,0.0,1.5,49
652,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,5,3,0.0,1.5,49
653,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,4,3,0.0,1.5,49
654,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,4,3,0.0,1.5,49
655,3,0,0,3,0.714,FOUNTAIN_3+,0.714,4,5,3,0.0,1.5,49
