frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,n_window_events,n_recent_events,same_hand_run,alternation_score,catch_rate_hz
319,2,0,0,2,0.429,TWO_BALL,0.429,4,0,0,0.0,0.0
320,2,0,0,2,0.429,TWO_BALL,0.429,4,0,0,0.0,0.0
321,2,0,0,2,0.429,TWO_BALL,0.429,4,0,0,0.0,0.0
322,2,0,0,2,0.429,TWO_BALL,0.429,4,0,0,0.0,0.0
323,2,0,0,2,0.429,TWO_BALL,0.429,4,0,0,0.0,0.0
324,2,0,0,2,0.429,TWO_BALL,0.429,4,0,0,0.0,0.0
325,2,0,0,2,0.429,TWO_BALL,0.429,4,0,0,0.0,0.0
326,2,0,0,2,0.429,TWO_BALL,0.429,4,0,0,0.0,0.0
327,2,0,0,2,0.429,TWO_BALL,0.429,4,0,0,0.0,0.0
328,2,0,0,2,0.429,TWO_BALL,0.429,4,0,0,0.0,0.0
329,1,0,0,1,0.429,SINGLE_BALL,0.429,4,0,0,0.0,0.0
330,1,0,0,1,0.429,SINGLE_BALL,0.429,4,0,0,0.0,0.0
331,1,0,0,1,0.429,SINGLE_BALL,0.429,4,0,0,0.0,0.0
332,1,0,0,1,0.429,SINGLE_BALL,0.429,4,0,0,0.0,0.0
333,2,0,0,2,0.678,TWO_BALL,0.678,4,0,0,0.0,0.0
334,2,0,0,2,0.678,TWO_BALL,0.678,4,0,0,0.0,0.0
335,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
336,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
337,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
338,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
339,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
340,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
341,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
342,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
343,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
344,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
345,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
346,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
347,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
348,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
349,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
350,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
351,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
352,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
353,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
354,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
355,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
356,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
357,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
358,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
359,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
360,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
361,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
362,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
363,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
364,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
365,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
366,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
367,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
368,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
369,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
370,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
371,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
372,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
373,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
374,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
375,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
376,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
377,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
378,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
379,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
380,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
381,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
382,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
383,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
384,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
385,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
386,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
387,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
388,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
389,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
390,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
391,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
392,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
393,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
394,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
395,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
396,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
397,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
398,1,0,0,1,0.926,SINGLE_BALL,0.926,4,0,0,0.0,0.0
399,2,0,0,2,0.925,TWO_BALL,0.925,4,0,0,0.0,0.0
400,2,0,0,2,0.925,TWO_BALL,0.925,4,0,0,0.0,0.0
401,2,0,0,2,0.925,TWO_BALL,0.925,4,0,0,0.0,0.0
402,2,0,0,2,0.925,TWO_BALL,0.925,4,0,0,0.0,0.0
403,2,0,0,2,0.925,TWO_BALL,0.925,4,0,0,0.0,0.0
404,2,0,0,2,0.925,TWO_BALL,0.925,4,0,0,0.0,0.0
405,2,0,0,2,0.925,TWO_BALL,0.925,4,0,0,0.0,0.0
406,2,0,0,2,0.925,TWO_BALL,0.925,4,0,0,0.0,0.0
407,2,0,0,2,0.925,TWO_BALL,0.925,4,0,0,0.0,0.0
408,2,0,0,2,0.925,TWO_BALL,0.925,4,0,0,0.0,0.0
409,2,0,0,2,0.925,TWO_BALL,0.925,4,0,0,0.0,0.0
410,2,0,0,2,0.925,TWO_BALL,0.925,4,0,0,0.0,0.0
411,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
412,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
413,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
414,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
415,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
416,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
417,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
418,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
419,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
420,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
421,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
422,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
423,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
424,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
425,4,0,0,4,0.811,MIXED_3+,0.811,4,0,2,0.333,0.86
426,4,0,0,4,0.811,MIXED_3+,0.811,4,0,2,0.333,0.86
427,4,0,0,4,0.811,MIXED_3+,0.811,4,0,2,0.333,0.86
428,4,0,0,4,0.811,MIXED_3+,0.811,4,0,2,0.333,0.86
429,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
430,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
431,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
432,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
433,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
434,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
435,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
436,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
437,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
438,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
439,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
440,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
441,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
442,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
443,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
444,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
445,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
446,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
447,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
448,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
449,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
450,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
451,2,0,0,2,0.946,TWO_BALL,0.946,4,0,0,0.0,0.0
452,2,0,0,2,0.946,TWO_BALL,0.946,4,0,0,0.0,0.0
453,2,0,0,2,0.946,TWO_BALL,0.946,4,0,0,0.0,0.0
454,2,0,0,2,0.946,TWO_BALL,0.946,4,0,0,0.0,0.0
455,2,0,0,2,0.946,TWO_BALL,0.946,4,0,0,0.0,0.0
456,2,0,0,2,0.946,TWO_BALL,0.946,4,0,0,0.0,0.0
457,2,0,0,2,0.946,TWO_BALL,0.946,4,0,0,0.0,0.0
458,2,0,0,2,0.946,TWO_BALL,0.946,4,0,0,0.0,0.0
459,2,0,0,2,0.946,TWO_BALL,0.946,4,0,0,0.0,0.0
460,2,0,0,2,0.946,TWO_BALL,0.946,4,0,0,0.0,0.0
461,2,0,0,2,0.944,TWO_BALL,0.944,4,0,0,0.0,0.0
462,2,0,0,2,0.944,TWO_BALL,0.944,4,0,0,0.0,0.0
463,2,0,0,2,0.944,TWO_BALL,0.944,4,0,0,0.0,0.0
464,2,0,0,2,0.944,TWO_BALL,0.944,4,0,0,0.0,0.0
465,2,0,0,2,0.944,TWO_BALL,0.944,4,0,0,0.0,0.0
466,2,0,0,2,0.944,TWO_BALL,0.944,4,0,0,0.0,0.0
467,2,0,0,2,0.944,TWO_BALL,0.944,4,0,0,0.0,0.0
468,2,0,0,2,0.944,TWO_BALL,0.944,4,0,0,0.0,0.0
469,2,0,0,2,0.944,TWO_BALL,0.944,4,0,0,0.0,0.0
470,2,0,0,2,0.944,TWO_BALL,0.944,4,0,0,0.0,0.0
471,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
472,3,0,0,3,0.938,MIXED_3+,0.938,4,0,2,0.333,0.86
473,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
474,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
475,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
476,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
477,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
478,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
479,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
480,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
481,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
482,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
483,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
484,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
485,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
486,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
487,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
488,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
489,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
490,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
491,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
492,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
493,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
494,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
495,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
496,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
497,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
498,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
499,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
500,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
501,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
502,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
503,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
504,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
505,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
506,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
507,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
508,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
509,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
510,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
511,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
512,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
513,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
514,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
515,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
516,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
517,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
518,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
519,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
520,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
521,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
522,2,0,0,2,0.901,TWO_BALL,0.901,4,0,0,0.0,0.0
523,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
524,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
525,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
526,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
527,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
528,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
529,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
530,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
531,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
532,0,0,0,0,0.0,NO_BALL,1.0,4,0,0,0.0,0.0
533,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
534,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
535,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
536,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
537,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
538,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
539,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
540,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
541,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
542,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
543,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
544,1,0,0,1,0.966,SINGLE_BALL,0.966,4,0,0,0.0,0.0
545,2,0,0,2,0.854,TWO_BALL,0.854,4,0,0,0.0,0.0
546,2,0,0,2,0.854,TWO_BALL,0.854,4,0,0,0.0,0.0
547,2,0,0,2,0.854,TWO_BALL,0.854,4,0,0,0.0,0.0
548,2,0,0,2,0.854,TWO_BALL,0.854,4,0,0,0.0,0.0
549,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
550,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
551,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
552,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
553,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
554,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
555,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
556,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
557,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
558,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
559,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
560,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
561,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
562,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
563,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
564,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
565,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
566,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
567,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
568,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
569,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
570,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
571,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
572,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
573,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
574,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
575,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
576,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
577,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
578,3,0,0,3,0.848,MIXED_3+,0.848,4,0,2,0.333,0.86
579,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
580,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
581,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
582,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
583,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
584,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
585,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
586,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
587,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
588,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
589,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
590,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
591,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
592,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
593,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
594,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
595,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
596,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
597,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
598,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
599,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
600,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
601,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
602,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
603,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
604,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
605,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
606,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
607,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
608,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
609,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
610,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
611,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
612,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
613,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
614,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
615,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
616,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
617,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
618,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
619,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
620,1,0,0,1,0.742,SINGLE_BALL,0.742,4,0,0,0.0,0.0
621,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
622,2,0,0,2,0.789,TWO_BALL,0.789,4,0,0,0.0,0.0
623,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
624,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
625,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
626,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
627,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
628,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
629,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
630,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
631,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
632,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
633,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
634,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
635,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
636,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
637,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
638,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
639,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
640,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
641,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
642,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
643,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
644,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
645,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
646,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
647,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
648,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
649,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
650,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
651,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
652,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
653,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
654,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
655,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
656,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
657,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
658,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
659,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
660,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
