frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,n_window_events,n_recent_events,same_hand_run,alternation_score,catch_rate_hz
661,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
662,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
663,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
664,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
665,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
666,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
667,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
668,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
669,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
670,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
671,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
672,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
673,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
674,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
675,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
676,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
677,1,0,0,1,0.429,SINGLE_BALL,0.429,4,0,0,0.0,0.0
678,1,0,0,1,0.429,SINGLE_BALL,0.429,4,0,0,0.0,0.0
679,2,0,0,2,0.633,TWO_BALL,0.633,4,0,0,0.0,0.0
680,2,0,0,2,0.633,TWO_BALL,0.633,4,0,0,0.0,0.0
681,2,0,0,2,0.633,TWO_BALL,0.633,4,0,0,0.0,0.0
682,2,0,0,2,0.633,TWO_BALL,0.633,4,0,0,0.0,0.0
683,2,0,0,2,0.633,TWO_BALL,0.633,4,0,0,0.0,0.0
684,2,0,0,2,0.633,TWO_BALL,0.633,4,0,0,0.0,0.0
685,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
686,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
687,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
688,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
689,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
690,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
691,4,0,0,4,0.609,MIXED_3+,0.609,4,0,2,0.333,0.86
692,4,0,0,4,0.609,MIXED_3+,0.609,4,0,2,0.333,0.86
693,4,0,0,4,0.609,MIXED_3+,0.609,4,0,2,0.333,0.86
694,4,0,0,4,0.609,MIXED_3+,0.609,4,0,2,0.333,0.86
695,4,0,0,4,0.609,MIXED_3+,0.609,4,0,2,0.333,0.86
696,4,0,0,4,0.609,MIXED_3+,0.609,4,0,2,0.333,0.86
697,5,0,0,5,0.573,MIXED_3+,0.573,4,0,2,0.333,0.86
698,4,0,0,4,0.609,MIXED_3+,0.609,4,0,2,0.333,0.86
699,4,0,0,4,0.609,MIXED_3+,0.609,4,0,2,0.333,0.86
700,4,0,0,4,0.609,MIXED_3+,0.609,4,0,2,0.333,0.86
701,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
702,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
703,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
704,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
705,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
706,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
707,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
708,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
709,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
710,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
711,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
712,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
713,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
714,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
715,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
716,3,0,0,3,0.669,MIXED_3+,0.669,4,0,2,0.333,0.86
717,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
718,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
719,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
720,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
721,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
722,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
723,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
724,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
725,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
726,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
727,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
728,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
729,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
730,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
731,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
732,2,0,0,2,0.585,TWO_BALL,0.585,4,0,0,0.0,0.0
733,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
734,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
735,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
736,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
737,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
738,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
739,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
740,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
741,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
742,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
743,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
744,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
745,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
746,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
747,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
748,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
749,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
750,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
751,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
752,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
753,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
754,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
755,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
756,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
757,3,0,0,3,0.64,MIXED_3+,0.64,4,0,2,0.333,0.86
758,3,0,0,3,0.64,MIXED_3+,0.64,4,2,2,0.333,0.86
759,3,0,0,3,0.64,MIXED_3+,0.64,4,2,2,0.333,0.86
760,3,0,0,3,0.64,MIXED_3+,0.64,4,2,2,0.333,0.86
761,3,0,0,3,0.64,MIXED_3+,0.64,4,2,2,0.333,0.86
762,3,0,0,3,0.64,MIXED_3+,0.64,4,2,2,0.333,0.86
763,3,0,0,3,0.64,MIXED_3+,0.64,4,2,2,0.333,0.86
764,3,0,0,3,0.64,MIXED_3+,0.64,4,2,2,0.333,0.86
765,4,0,0,4,0.594,MIXED_3+,0.594,4,2,2,0.333,0.86
766,4,0,0,4,0.594,MIXED_3+,0.594,4,2,2,0.333,0.86
767,2,0,0,2,0.589,TWO_BALL,0.589,4,2,0,0.0,0.0
768,2,0,0,2,0.589,TWO_BALL,0.589,4,2,0,0.0,0.0
769,2,0,0,2,0.589,TWO_BALL,0.589,4,2,0,0.0,0.0
770,2,0,0,2,0.589,TWO_BALL,0.589,4,2,0,0.0,0.0
771,2,0,0,2,0.589,TWO_BALL,0.589,4,2,0,0.0,0.0
772,2,0,0,2,0.589,TWO_BALL,0.589,4,2,0,0.0,0.0
773,2,0,0,2,0.589,TWO_BALL,0.589,4,2,0,0.0,0.0
774,2,0,0,2,0.589,TWO_BALL,0.589,4,2,0,0.0,0.0
775,3,0,0,3,0.544,MIXED_3+,0.544,4,2,2,0.333,0.86
776,3,0,0,3,0.544,MIXED_3+,0.544,4,2,2,0.333,0.86
777,3,0,0,3,0.544,MIXED_3+,0.544,4,2,2,0.333,0.86
778,3,0,0,3,0.544,MIXED_3+,0.544,4,2,2,0.333,0.86
779,3,0,0,3,0.544,MIXED_3+,0.544,4,2,2,0.333,0.86
780,2,0,1,3,0.544,MIXED_3+,0.544,4,2,2,0.333,0.86
781,1,0,0,1,0.75,SINGLE_BALL,0.75,4,2,0,0.0,0.0
782,1,0,0,1,0.75,SINGLE_BALL,0.75,4,2,0,0.0,0.0
783,1,0,0,1,0.75,SINGLE_BALL,0.75,4,2,0,0.0,0.0
784,1,0,0,1,0.75,SINGLE_BALL,0.75,4,2,0,0.0,0.0
785,1,0,0,1,0.75,SINGLE_BALL,0.75,4,2,0,0.0,0.0
786,1,0,0,1,0.75,SINGLE_BALL,0.75,4,2,0,0.0,0.0
787,1,0,0,1,0.75,SINGLE_BALL,0.75,4,2,0,0.0,0.0
788,1,0,0,1,0.75,SINGLE_BALL,0.75,4,2,0,0.0,0.0
789,1,0,0,1,0.75,SINGLE_BALL,0.75,4,2,0,0.0,0.0
790,1,0,0,1,0.75,SINGLE_BALL,0.75,4,2,0,0.0,0.0
791,2,0,0,2,0.618,TWO_BALL,0.618,4,2,0,0.0,0.0
792,2,0,0,2,0.618,TWO_BALL,0.618,4,2,0,0.0,0.0
793,2,0,0,2,0.618,TWO_BALL,0.618,4,2,0,0.0,0.0
794,2,0,0,2,0.618,TWO_BALL,0.618,4,2,0,0.0,0.0
795,2,0,0,2,0.618,TWO_BALL,0.618,4,2,0,0.0,0.0
796,2,0,0,2,0.618,TWO_BALL,0.618,4,2,0,0.0,0.0
797,2,0,1,3,0.563,FOUNTAIN_3+,0.563,4,2,3,0.0,0.09
798,3,0,0,3,0.563,FOUNTAIN_3+,0.563,4,2,3,0.0,0.09
799,3,0,0,3,0.563,FOUNTAIN_3+,0.563,4,2,3,0.0,0.09
800,3,0,0,3,0.563,FOUNTAIN_3+,0.563,4,2,3,0.0,0.09
801,3,0,0,3,0.563,FOUNTAIN_3+,0.563,4,2,3,0.0,0.09
802,3,0,0,3,0.563,FOUNTAIN_3+,0.563,4,2,3,0.0,0.09
803,3,0,0,3,0.563,FOUNTAIN_3+,0.563,4,2,3,0.0,0.09
804,3,0,0,3,0.563,FOUNTAIN_3+,0.563,4,2,3,0.0,0.09
805,3,0,0,3,0.563,FOUNTAIN_3+,0.563,4,2,3,0.0,0.09
806,2,0,0,2,0.47,TWO_BALL,0.47,4,2,0,0.0,0.0
807,2,0,0,2,0.47,TWO_BALL,0.47,4,2,0,0.0,0.0
808,2,0,0,2,0.47,TWO_BALL,0.47,4,2,0,0.0,0.0
809,2,0,0,2,0.47,TWO_BALL,0.47,4,2,0,0.0,0.0
810,2,0,0,2,0.47,TWO_BALL,0.47,4,2,0,0.0,0.0
811,3,0,0,3,0.563,FOUNTAIN_3+,0.563,4,2,3,0.0,0.09
812,2,0,0,2,0.47,TWO_BALL,0.47,4,2,0,0.0,0.0
813,2,0,0,2,0.47,TWO_BALL,0.47,4,4,0,0.0,0.0
814,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
815,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
816,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
817,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
818,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
819,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
820,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
821,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
822,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
823,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
824,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
825,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
826,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
827,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
828,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
829,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,4,3,0.0,0.09
830,1,0,1,2,0.47,TWO_BALL_ONE_HAND,0.47,4,4,0,0.0,0.0
831,1,0,0,1,0.487,SINGLE_BALL,0.487,4,4,0,0.0,0.0
832,1,0,0,1,0.487,SINGLE_BALL,0.487,4,4,0,0.0,0.0
833,1,0,0,1,0.487,SINGLE_BALL,0.487,4,4,0,0.0,0.0
834,1,0,0,1,0.487,SINGLE_BALL,0.487,4,4,0,0.0,0.0
835,1,0,0,1,0.487,SINGLE_BALL,0.487,4,4,0,0.0,0.0
836,1,0,0,1,0.487,SINGLE_BALL,0.487,4,4,0,0.0,0.0
837,1,0,0,1,0.487,SINGLE_BALL,0.487,4,4,0,0.0,0.0
838,1,0,0,1,0.487,SINGLE_BALL,0.487,4,4,0,0.0,0.0
839,1,0,1,2,0.458,TWO_BALL_ONE_HAND,0.458,4,4,0,0.0,0.0
840,1,0,0,1,0.429,SINGLE_BALL,0.429,4,4,0,0.0,0.0
841,1,0,0,1,0.429,SINGLE_BALL,0.429,4,4,0,0.0,0.0
842,1,0,0,1,0.429,SINGLE_BALL,0.429,4,4,0,0.0,0.0
843,1,0,0,1,0.429,SINGLE_BALL,0.429,4,4,0,0.0,0.0
844,1,0,0,1,0.429,SINGLE_BALL,0.429,4,4,0,0.0,0.0
845,1,0,0,1,0.429,SINGLE_BALL,0.429,4,4,0,0.0,0.0
846,1,0,0,1,0.429,SINGLE_BALL,0.429,4,4,0,0.0,0.0
847,1,0,0,1,0.429,SINGLE_BALL,0.429,4,4,0,0.0,0.0
848,1,0,0,1,0.429,SINGLE_BALL,0.429,4,4,0,0.0,0.0
849,1,0,0,1,0.429,SINGLE_BALL,0.429,4,4,0,0.0,0.0
850,1,0,0,1,0.429,SINGLE_BALL,0.429,4,4,0,0.0,0.0
851,1,0,0,1,0.429,SINGLE_BALL,0.429,4,6,0,0.0,0.0
852,1,0,0,1,0.429,SINGLE_BALL,0.429,4,6,0,0.0,0.0
853,1,0,0,1,0.429,SINGLE_BALL,0.429,4,6,0,0.0,0.0
854,1,0,0,1,0.429,SINGLE_BALL,0.429,4,6,0,0.0,0.0
855,2,0,0,2,0.429,TWO_BALL,0.429,4,6,0,0.0,0.0
856,2,0,1,3,0.437,FOUNTAIN_3+,0.437,4,6,3,0.0,10.0
857,2,0,0,2,0.441,TWO_BALL,0.441,4,6,0,0.0,0.0
858,2,0,0,2,0.441,TWO_BALL,0.441,4,6,0,0.0,0.0
859,2,0,0,2,0.441,TWO_BALL,0.441,4,6,0,0.0,0.0
860,2,0,1,3,0.456,FOUNTAIN_3+,0.456,4,6,3,0.0,10.0
861,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,6,3,0.0,10.0
862,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,6,3,0.0,10.0
863,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,6,3,0.0,10.0
864,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,6,3,0.0,10.0
865,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,6,3,0.0,10.0
866,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,6,3,0.0,10.0
867,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,6,3,0.0,10.0
868,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,6,3,0.0,10.0
869,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,6,3,0.0,10.0
870,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,6,3,0.0,10.0
871,3,0,0,3,0.456,FOUNTAIN_3+,0.456,4,6,3,0.0,10.0
872,2,0,1,3,0.456,FOUNTAIN_3+,0.456,4,6,3,0.0,10.0
873,2,0,0,2,0.458,TWO_BALL,0.458,4,6,0,0.0,0.0
874,2,0,0,2,0.458,TWO_BALL,0.458,4,4,0,0.0,0.0
875,2,0,0,2,0.458,TWO_BALL,0.458,4,4,0,0.0,0.0
876,2,0,0,2,0.458,TWO_BALL,0.458,4,4,0,0.0,0.0
877,2,0,0,2,0.458,TWO_BALL,0.458,4,4,0,0.0,0.0
878,2,0,0,2,0.458,TWO_BALL,0.458,4,4,0,0.0,0.0
879,2,0,0,2,0.458,TWO_BALL,0.458,4,4,0,0.0,0.0
880,2,0,0,2,0.458,TWO_BALL,0.458,4,2,0,0.0,0.0
881,1,0,0,1,0.487,SINGLE_BALL,0.487,4,2,0,0.0,0.0
882,1,0,0,1,0.487,SINGLE_BALL,0.487,4,2,0,0.0,0.0
883,2,0,0,2,0.458,TWO_BALL,0.458,4,2,0,0.0,0.0
884,2,0,0,2,0.458,TWO_BALL,0.458,4,2,0,0.0,0.0
885,3,0,0,3,0.62,FOUNTAIN_3+,0.62,4,2,3,0.0,1.88
886,2,0,0,2,0.715,TWO_BALL,0.715,4,2,0,0.0,0.0
887,2,0,0,2,0.715,TWO_BALL,0.715,4,2,0,0.0,0.0
888,2,0,0,2,0.715,TWO_BALL,0.715,4,2,0,0.0,0.0
889,2,0,0,2,0.715,TWO_BALL,0.715,4,2,0,0.0,0.0
890,2,0,1,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
891,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
892,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
893,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
894,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
895,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
896,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
897,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
898,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
899,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
900,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
901,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
902,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
903,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
904,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
905,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
906,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
907,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
908,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
909,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
910,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
911,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,2,3,0.0,1.88
912,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
913,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
914,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
915,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
916,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
917,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
918,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
919,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
920,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
921,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
922,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
923,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
924,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
925,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
926,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
927,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
928,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
929,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
930,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
931,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
932,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
933,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
934,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
935,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
936,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
937,2,0,0,2,0.699,TWO_BALL,0.699,4,0,0,0.0,0.0
938,2,0,0,2,0.699,TWO_BALL,0.699,4,0,0,0.0,0.0
939,2,0,0,2,0.699,TWO_BALL,0.699,4,0,0,0.0,0.0
940,2,0,0,2,0.699,TWO_BALL,0.699,4,0,0,0.0,0.0
941,2,0,0,2,0.699,TWO_BALL,0.699,4,0,0,0.0,0.0
942,2,0,0,2,0.699,TWO_BALL,0.699,4,0,0,0.0,0.0
943,2,0,0,2,0.699,TWO_BALL,0.699,4,0,0,0.0,0.0
944,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
945,3,0,0,3,0.628,FOUNTAIN_3+,0.628,4,0,3,0.0,1.88
946,2,0,0,2,0.715,TWO_BALL,0.715,4,0,0,0.0,0.0
947,2,0,0,2,0.715,TWO_BALL,0.715,4,0,0,0.0,0.0
948,2,0,0,2,0.715,TWO_BALL,0.715,4,0,0,0.0,0.0
949,1,0,0,1,0.487,SINGLE_BALL,0.487,4,0,0,0.0,0.0
950,1,0,0,1,0.487,SINGLE_BALL,0.487,4,0,0,0.0,0.0
951,1,0,0,1,0.487,SINGLE_BALL,0.487,4,0,0,0.0,0.0
952,1,0,0,1,0.487,SINGLE_BALL,0.487,4,0,0,0.0,0.0
953,1,0,0,1,0.487,SINGLE_BALL,0.487,4,0,0,0.0,0.0
954,1,0,0,1,0.487,SINGLE_BALL,0.487,4,0,0,0.0,0.0
955,1,0,0,1,0.487,SINGLE_BALL,0.487,4,0,0,0.0,0.0
956,2,0,0,2,0.458,TWO_BALL,0.458,4,0,0,0.0,0.0
957,3,0,0,3,0.62,FOUNTAIN_3+,0.62,4,0,3,0.0,1.88
958,3,0,0,3,0.62,FOUNTAIN_3+,0.62,4,0,3,0.0,1.88
959,3,0,0,3,0.62,FOUNTAIN_3+,0.62,4,0,3,0.0,1.88
960,3,0,0,3,0.62,FOUNTAIN_3+,0.62,4,0,3,0.0,1.88
961,3,0,0,3,0.62,FOUNTAIN_3+,0.62,4,0,3,0.0,1.88
962,3,0,0,3,0.62,FOUNTAIN_3+,0.62,4,0,3,0.0,1.88
963,3,0,0,3,0.62,FOUNTAIN_3+,0.62,4,0,3,0.0,1.88
964,3,0,0,3,0.62,FOUNTAIN_3+,0.62,4,0,3,0.0,1.88
965,2,0,0,2,0.686,TWO_BALL,0.686,4,0,0,0.0,0.0
966,1,0,0,1,0.429,SINGLE_BALL,0.429,4,0,0,0.0,0.0
967,1,0,0,1,0.429,SINGLE_BALL,0.429,4,0,0,0.0,0.0
968,2,0,0,2,0.391,TWO_BALL,0.391,4,0,0,0.0,0.0
969,2,0,0,2,0.391,TWO_BALL,0.391,4,0,0,0.0,0.0
970,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
971,2,0,0,2,0.42,TWO_BALL,0.42,4,0,0,0.0,0.0
972,2,0,0,2,0.42,TWO_BALL,0.42,4,0,0,0.0,0.0
973,2,0,0,2,0.42,TWO_BALL,0.42,4,0,0,0.0,0.0
974,2,0,0,2,0.42,TWO_BALL,0.42,4,0,0,0.0,0.0
975,2,0,0,2,0.42,TWO_BALL,0.42,4,0,0,0.0,0.0
976,2,0,0,2,0.42,TWO_BALL,0.42,4,0,0,0.0,0.0
977,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
978,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
979,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
980,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
981,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
982,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
983,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
984,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
985,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
986,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
987,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
988,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
989,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
990,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
991,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,0,3,0.0,1.88
992,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
993,3,0,0,3,0.423,FOUNTAIN_3+,0.423,4,2,3,0.0,1.88
