frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence,n_window_events,n_recent_events,same_hand_run,alternation_score,catch_rate_hz,time_span_K
298,5,0,0,5,0.679,MIXED_3+,0.679,4,3,2,0.333,3.33,29
299,5,0,0,5,0.679,CASCADE_3+,0.679,4,3,1,0.667,1.4,44
300,4,0,0,4,0.695,CASCADE_3+,0.695,4,3,1,0.667,1.4,44
301,4,0,0,4,0.695,CASCADE_3+,0.695,4,3,1,0.667,1.4,44
302,4,0,0,4,0.695,CASCADE_3+,0.695,4,3,1,0.667,1.4,44
303,4,0,0,4,0.695,CASCADE_3+,0.695,4,3,1,0.667,1.4,44
304,4,0,0,4,0.695,CASCADE_3+,0.695,4,3,1,0.667,1.4,44
305,4,0,0,4,0.695,CASCADE_3+,0.695,4,3,1,0.667,1.4,44
306,4,0,0,4,0.695,CASCADE_3+,0.695,4,3,1,0.667,1.4,44
307,4,0,0,4,0.695,CASCADE_3+,0.695,4,3,1,0.667,1.4,44
308,5,0,0,5,0.679,MIXED_3+,0.679,4,3,2,0.333,1.4,52
309,5,0,0,5,0.679,MIXED_3+,0.679,4,4,2,0.333,1.4,52
310,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
311,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
312,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
313,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
314,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
315,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
316,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
317,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
318,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
319,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
320,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
321,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
322,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
323,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
324,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
325,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
326,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,1.4,52
327,4,0,0,4,0.639,MIXED_3+,0.639,4,4,2,0.333,2.14,60
328,3,0,0,3,0.628,MIXED_3+,0.628,4,4,2,0.333,2.14,60
329,4,0,0,4,0.64,MIXED_3+,0.64,4,4,2,0.333,2.14,60
330,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,0.333,2.14,60
331,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,0.333,2.14,60
332,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,0.333,2.14,60
333,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,0.333,2.14,60
334,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,0.333,2.14,60
335,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,0.333,2.14,60
336,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,0.333,2.14,60
337,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,0.333,2.14,60
338,4,0,0,4,0.64,MIXED_3+,0.64,4,3,2,0.333,2.14,60
339,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,0.0,2.14,40
340,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,0.0,2.14,40
341,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,0.0,2.14,40
342,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,0.0,2.14,40
343,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,0.0,2.14,40
344,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,0.0,2.14,40
345,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
346,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
347,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
348,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
349,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
350,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
351,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,4,3,0.0,2.14,40
352,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,4,3,0.0,2.14,40
353,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,4,3,0.0,2.14,40
354,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,4,3,0.0,2.14,40
355,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,4,3,0.0,2.14,40
356,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,4,3,0.0,2.14,40
357,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,4,3,0.0,2.14,40
358,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
359,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
360,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
361,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
362,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
363,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
364,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
365,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
366,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
367,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
368,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
369,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,3,3,0.0,2.14,40
370,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,0.0,2.14,40
371,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,0.0,2.14,40
372,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,0.0,2.14,40
373,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,0.0,2.14,40
374,5,0,0,5,0.646,FOUNTAIN_3+,0.646,4,2,3,0.0,2.14,40
375,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,0.333,1.25,67
376,4,0,0,4,0.654,MIXED_3+,0.654,4,2,2,0.333,1.25,67
377,4,0,0,4,0.654,MIXED_3+,0.654,4,2,2,0.333,1.25,67
378,4,0,0,4,0.654,MIXED_3+,0.654,4,2,2,0.333,1.25,67
379,4,0,0,4,0.654,MIXED_3+,0.654,4,2,2,0.333,1.25,67
380,4,0,0,4,0.654,MIXED_3+,0.654,4,2,2,0.333,1.25,67
381,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,0.333,1.25,54
382,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,0.333,1.25,54
383,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,0.333,1.25,54
384,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,0.333,1.25,54
385,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,0.333,1.25,54
386,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,0.333,1.25,54
387,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,0.333,1.25,54
388,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,0.333,1.25,54
389,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,0.333,1.25,54
390,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
391,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
392,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
393,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
394,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
395,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
396,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
397,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
398,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
399,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
400,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
401,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
402,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
403,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
404,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
405,5,0,0,5,0.646,MIXED_3+,0.646,4,4,2,0.333,1.25,54
406,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,0.333,1.25,54
407,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,0.333,1.25,54
408,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,0.333,1.25,54
409,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,0.333,1.25,54
410,5,0,0,5,0.646,MIXED_3+,0.646,4,3,2,0.333,1.25,54
411,5,0,0,5,0.646,CASCADE_3+,0.646,4,3,1,0.667,1.67,72
412,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,0.667,1.67,72
413,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,0.667,1.67,72
414,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,0.667,1.67,72
415,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,0.667,1.67,72
416,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,0.667,1.67,72
417,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,0.667,1.67,72
418,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,0.667,1.67,72
419,4,0,0,4,0.638,CASCADE_3+,0.638,4,2,1,0.667,1.67,72
420,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,0.333,1.67,45
421,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,0.333,1.67,45
422,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,0.333,1.67,45
423,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,0.333,1.67,45
424,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,0.333,1.67,45
425,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,0.333,1.67,45
426,5,0,0,5,0.646,MIXED_3+,0.646,4,2,2,0.333,1.67,45
427,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,0.333,1.67,45
428,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,0.333,1.67,45
429,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,0.333,1.67,45
430,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,0.333,1.67,45
431,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,0.333,1.67,45
432,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,0.333,1.67,45
433,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,0.333,1.67,45
434,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,0.333,1.67,45
435,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,0.333,1.67,45
436,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,0.333,1.67,45
437,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,0.333,1.67,45
438,4,0,0,4,0.661,MIXED_3+,0.661,4,3,2,0.333,1.67,45
439,4,0,0,4,0.661,MIXED_3+,0.661,4,3,2,0.333,1.67,45
440,4,0,0,4,0.661,MIXED_3+,0.661,4,3,2,0.333,1.67,45
441,4,0,0,4,0.661,MIXED_3+,0.661,4,3,2,0.333,1.67,45
442,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,0.333,1.67,45
443,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,0.333,1.67,45
444,4,0,0,4,0.661,MIXED_3+,0.661,4,2,2,0.333,1.67,45
445,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
446,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
447,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
448,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
449,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
450,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
451,5,0,0,5,0.651,MIXED_3+,0.651,4,1,2,0.333,1.67,45
452,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
453,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
454,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
455,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
456,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
457,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
458,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
459,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
460,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
461,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
462,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
463,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
464,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
465,5,0,0,5,0.651,MIXED_3+,0.651,4,2,2,0.333,1.67,45
466,6,0,0,6,0.637,MIXED_3+,0.637,4,2,2,0.333,1.67,45
467,6,0,0,6,0.637,MIXED_3+,0.637,4,2,2,0.333,1.67,45
468,6,0,0,6,0.637,MIXED_3+_UNCONFIRMED,0.319,4,3,2,0.333,1.05,87
469,5,0,0,5,0.63,MIXED_3+_UNCONFIRMED,0.315,4,3,2,0.333,1.05,87
470,5,0,0,5,0.63,MIXED_3+_UNCONFIRMED,0.315,4,3,2,0.333,1.05,87
471,4,0,0,4,0.646,MIXED_3+_UNCONFIRMED,0.323,4,3,2,0.333,1.05,87
472,4,0,0,4,0.646,MIXED_3+_UNCONFIRMED,0.323,4,3,2,0.333,1.05,87
473,4,0,0,4,0.646,MIXED_3+_UNCONFIRMED,0.323,4,3,2,0.333,1.05,87
474,4,0,0,4,0.646,MIXED_3+_UNCONFIRMED,0.323,4,3,2,0.333,1.05,87
475,4,0,0,4,0.646,MIXED_3+_UNCONFIRMED,0.323,4,3,2,0.333,1.05,87
476,4,0,0,4,0.646,MIXED_3+_UNCONFIRMED,0.323,4,3,2,0.333,1.05,87
477,4,0,0,4,0.646,MIXED_3+_UNCONFIRMED,0.323,4,3,2,0.333,1.05,87
478,4,0,0,4,0.646,MIXED_3+_UNCONFIRMED,0.323,4,3,2,0.333,1.05,87
479,4,0,0,4,0.646,MIXED_3+_UNCONFIRMED,0.323,4,3,2,0.333,1.05,87
480,4,0,0,4,0.646,MIXED_3+_UNCONFIRMED,0.323,4,4,2,0.333,1.05,87
481,4,0,0,4,0.646,MIXED_3+_UNCONFIRMED,0.323,4,4,2,0.333,1.05,87
482,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
483,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
484,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
485,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
486,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
487,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
488,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
489,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
490,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
491,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
492,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
493,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
494,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
495,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
496,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
497,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,1.05,71
498,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,2.0,78
499,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,0.0,2.0,78
500,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,0.0,2.0,78
501,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,0.0,2.0,78
502,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,0.0,2.0,78
503,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,0.0,2.0,78
504,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,0.0,2.0,78
505,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,0.0,2.0,78
506,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,0.0,2.0,78
507,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,0.0,2.0,78
508,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,0.0,2.0,78
509,4,0,0,4,0.661,FOUNTAIN_3+,0.661,4,3,3,0.0,2.0,78
510,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,0.0,2.0,42
511,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,0.0,2.0,42
512,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,0.0,2.0,42
513,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
514,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
515,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
516,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
517,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
518,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
519,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
520,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
521,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
522,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
523,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
524,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
525,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
526,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
527,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
528,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
529,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
530,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
531,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
532,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
533,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
534,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
535,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
536,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
537,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
538,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
539,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
540,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
541,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,0.0,2.0,42
542,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,0.0,2.0,42
543,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,0.0,2.0,42
544,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,0.0,2.0,42
545,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,0.0,2.0,42
546,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,0.0,2.0,42
547,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,0.0,2.0,42
548,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,0.0,2.0,42
549,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,0.0,2.0,42
550,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,0.0,2.0,42
551,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,0,3,0.0,2.0,42
552,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
553,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
554,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
555,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
556,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
557,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
558,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
559,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
560,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,1,3,0.0,2.0,42
561,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
562,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
563,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
564,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,2,3,0.0,2.0,42
565,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,0.0,2.0,42
566,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,0.0,2.0,42
567,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,0.0,2.0,42
568,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,0.0,2.0,42
569,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,0.0,2.0,42
570,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,0.0,2.0,42
571,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,0.0,2.0,42
572,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,0.0,2.0,42
573,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,0.0,2.0,42
574,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,0.0,2.0,42
575,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,3,3,0.0,2.0,42
576,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,2.0,42
577,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,2.0,42
578,6,0,0,6,0.682,FOUNTAIN_3+,0.682,4,4,3,0.0,2.0,42
579,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,2.0,42
580,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,2.0,42
581,5,0,0,5,0.651,FOUNTAIN_3+,0.651,4,4,3,0.0,2.0,42
582,5,0,0,5,0.651,MIXED_3+_UNCONFIRMED,0.326,4,4,3,0.0,0.71,100
583,4,0,0,4,0.66,MIXED_3+_UNCONFIRMED,0.33,4,4,3,0.0,0.71,100
584,4,0,0,4,0.66,MIXED_3+_UNCONFIRMED,0.33,4,4,3,0.0,0.71,100
585,4,0,0,4,0.66,MIXED_3+_UNCONFIRMED,0.33,4,4,3,0.0,0.71,100
586,4,0,0,4,0.66,MIXED_3+_UNCONFIRMED,0.33,4,4,3,0.0,0.71,100
587,4,0,0,4,0.66,MIXED_3+_UNCONFIRMED,0.33,4,4,3,0.0,0.71,100
588,4,0,0,4,0.66,MIXED_3+_UNCONFIRMED,0.33,4,4,3,0.0,0.71,100
589,4,0,0,4,0.66,MIXED_3+_UNCONFIRMED,0.33,4,4,3,0.0,0.71,100
590,4,0,0,4,0.66,MIXED_3+_UNCONFIRMED,0.33,4,4,3,0.0,0.71,100
591,5,0,0,5,0.651,MIXED_3+_UNCONFIRMED,0.326,4,4,3,0.0,0.71,93
592,5,0,0,5,0.651,MIXED_3+_UNCONFIRMED,0.326,4,4,3,0.0,0.71,93
593,5,0,0,5,0.651,MIXED_3+_UNCONFIRMED,0.326,4,4,3,0.0,0.71,93
594,5,0,0,5,0.651,MIXED_3+_UNCONFIRMED,0.326,4,4,3,0.0,0.71,93
595,5,0,0,5,0.651,MIXED_3+_UNCONFIRMED,0.326,4,4,2,0.333,4.62,85
596,4,0,0,4,0.645,MIXED_3+_UNCONFIRMED,0.323,4,4,2,0.333,4.62,85
597,4,0,0,4,0.645,MIXED_3+_UNCONFIRMED,0.323,4,4,2,0.333,4.62,85
598,4,0,0,4,0.645,MIXED_3+_UNCONFIRMED,0.323,4,4,2,0.333,4.62,85
599,4,0,0,4,0.645,MIXED_3+_UNCONFIRMED,0.323,4,4,2,0.333,4.62,85
600,4,0,0,4,0.645,MIXED_3+_UNCONFIRMED,0.323,4,4,2,0.333,4.62,85
601,4,0,0,4,0.645,MIXED_3+_UNCONFIRMED,0.323,4,4,2,0.333,4.62,85
602,4,0,0,4,0.645,MIXED_3+_UNCONFIRMED,0.323,4,4,2,0.333,4.62,85
603,4,0,0,4,0.645,MIXED_3+_UNCONFIRMED,0.323,4,4,2,0.333,4.62,85
604,4,0,0,4,0.645,MIXED_3+_UNCONFIRMED,0.323,4,4,2,0.333,4.62,85
605,4,0,0,4,0.645,MIXED_3+_UNCONFIRMED,0.323,4,4,2,0.333,4.62,85
