frame,n_in_air,n_in_hand_left,n_in_hand_right,n_total,avg_quality,pattern,confidence
507,2,0,0,2,0.733,TWO_BALL,0.733
508,2,0,0,2,0.733,TWO_BALL,0.733
509,2,0,0,2,0.733,TWO_BALL,0.733
510,2,0,0,2,0.733,TWO_BALL,0.733
511,2,0,0,2,0.733,TWO_BALL,0.733
512,2,0,0,2,0.733,TWO_BALL,0.733
513,2,0,0,2,0.733,TWO_BALL,0.733
514,2,0,0,2,0.733,TWO_BALL,0.733
515,2,0,0,2,0.733,TWO_BALL,0.733
516,2,0,0,2,0.733,TWO_BALL,0.733
517,2,0,0,2,0.733,TWO_BALL,0.733
518,2,0,0,2,0.733,TWO_BALL,0.733
519,2,0,0,2,0.733,TWO_BALL,0.733
520,2,0,0,2,0.733,TWO_BALL,0.733
521,2,0,0,2,0.733,TWO_BALL,0.733
522,2,1,0,2,0.733,TWO_BALL_ONE_HAND,0.733
533,3,1,0,3,0.704,FOUNTAIN_3+,0.704
534,3,1,1,3,0.704,MIXED_3+,0.704
535,1,0,0,1,0.908,SINGLE_BALL,0.908
536,1,0,0,1,0.908,SINGLE_BALL,0.908
537,1,0,0,1,0.908,SINGLE_BALL,0.908
538,1,0,0,1,0.908,SINGLE_BALL,0.908
539,1,0,0,1,0.908,SINGLE_BALL,0.908
540,1,0,0,1,0.908,SINGLE_BALL,0.908
541,1,0,0,1,0.908,SINGLE_BALL,0.908
542,1,0,0,1,0.908,SINGLE_BALL,0.908
543,1,0,0,1,0.908,SINGLE_BALL,0.908
544,1,0,0,1,0.908,SINGLE_BALL,0.908
545,2,0,1,2,0.776,TWO_BALL_ONE_HAND,0.776
546,2,0,0,2,0.776,TWO_BALL,0.776
547,2,0,0,2,0.776,TWO_BALL,0.776
548,2,0,0,2,0.776,TWO_BALL,0.776
549,3,1,0,3,0.704,MIXED_3+,0.704
550,3,0,0,3,0.704,MIXED_3+,0.704
551,3,0,0,3,0.704,MIXED_3+,0.704
552,3,0,0,3,0.704,MIXED_3+,0.704
553,3,0,0,3,0.704,MIXED_3+,0.704
554,3,0,0,3,0.704,MIXED_3+,0.704
555,3,0,0,3,0.704,MIXED_3+,0.704
556,3,0,0,3,0.704,MIXED_3+,0.704
557,3,0,0,3,0.704,MIXED_3+,0.704
558,3,0,0,3,0.704,MIXED_3+,0.704
559,3,0,0,3,0.704,MIXED_3+,0.704
560,3,0,0,3,0.704,MIXED_3+,0.704
561,3,0,0,3,0.704,MIXED_3+,0.704
562,3,0,0,3,0.704,MIXED_3+,0.704
563,3,0,0,3,0.704,MIXED_3+,0.704
564,3,0,0,3,0.704,MIXED_3+,0.704
565,3,0,0,3,0.704,MIXED_3+,0.704
566,3,0,0,3,0.704,MIXED_3+,0.704
567,3,0,0,3,0.704,MIXED_3+,0.704
568,3,0,0,3,0.704,MIXED_3+,0.704
569,3,0,0,3,0.704,MIXED_3+,0.704
570,3,0,0,3,0.704,MIXED_3+,0.704
571,3,0,0,3,0.704,MIXED_3+,0.704
572,3,0,0,3,0.704,MIXED_3+,0.704
573,3,0,0,3,0.704,MIXED_3+,0.704
574,3,0,0,3,0.704,MIXED_3+,0.704
575,3,0,0,3,0.704,MIXED_3+,0.704
576,3,0,0,3,0.704,MIXED_3+,0.704
577,3,0,0,3,0.704,MIXED_3+,0.704
578,3,0,0,3,0.704,MIXED_3+,0.704
579,2,0,0,2,0.602,TWO_BALL,0.602
580,2,0,0,2,0.602,TWO_BALL,0.602
581,2,0,0,2,0.602,TWO_BALL,0.602
582,2,0,1,2,0.602,TWO_BALL_ONE_HAND,0.602
583,1,0,0,1,0.645,SINGLE_BALL,0.645
584,1,0,0,1,0.645,SINGLE_BALL,0.645
585,1,0,0,1,0.645,SINGLE_BALL,0.645
586,1,0,0,1,0.645,SINGLE_BALL,0.645
587,1,0,0,1,0.645,SINGLE_BALL,0.645
588,1,0,0,1,0.645,SINGLE_BALL,0.645
589,1,0,0,1,0.645,SINGLE_BALL,0.645
590,1,0,0,1,0.645,SINGLE_BALL,0.645
591,2,0,1,2,0.602,TWO_BALL_ONE_HAND,0.602
592,2,0,0,2,0.602,TWO_BALL,0.602
593,3,0,0,3,0.696,MIXED_3+,0.696
594,3,0,0,3,0.696,MIXED_3+,0.696
595,3,0,0,3,0.696,MIXED_3+,0.696
596,3,0,0,3,0.696,MIXED_3+,0.696
597,3,0,0,3,0.696,MIXED_3+,0.696
598,3,0,0,3,0.696,MIXED_3+,0.696
599,2,0,0,2,0.602,TWO_BALL,0.602
600,2,0,0,2,0.602,TWO_BALL,0.602
601,2,0,0,2,0.602,TWO_BALL,0.602
602,2,0,0,2,0.602,TWO_BALL,0.602
603,2,0,0,2,0.602,TWO_BALL,0.602
604,2,0,0,2,0.602,TWO_BALL,0.602
605,2,0,0,2,0.602,TWO_BALL,0.602
606,2,0,0,2,0.602,TWO_BALL,0.602
607,2,0,0,2,0.602,TWO_BALL,0.602
608,2,0,0,2,0.602,TWO_BALL,0.602
609,1,0,0,1,0.645,SINGLE_BALL,0.645
610,1,0,0,1,0.645,SINGLE_BALL,0.645
611,1,0,0,1,0.645,SINGLE_BALL,0.645
612,1,0,0,1,0.645,SINGLE_BALL,0.645
613,1,0,0,1,0.645,SINGLE_BALL,0.645
614,1,0,0,1,0.645,SINGLE_BALL,0.645
615,1,0,0,1,0.645,SINGLE_BALL,0.645
616,1,0,0,1,0.645,SINGLE_BALL,0.645
617,1,0,0,1,0.645,SINGLE_BALL,0.645
618,1,0,0,1,0.645,SINGLE_BALL,0.645
619,1,0,0,1,0.645,SINGLE_BALL,0.645
620,1,0,0,1,0.645,SINGLE_BALL,0.645
621,2,0,0,2,0.602,TWO_BALL,0.602
622,2,0,1,2,0.602,TWO_BALL_ONE_HAND,0.602
623,2,0,0,2,0.792,TWO_BALL,0.792
624,2,0,0,2,0.792,TWO_BALL,0.792
625,2,0,0,2,0.792,TWO_BALL,0.792
626,2,0,0,2,0.792,TWO_BALL,0.792
627,2,0,0,2,0.792,TWO_BALL,0.792
628,2,0,0,2,0.792,TWO_BALL,0.792
629,2,0,0,2,0.792,TWO_BALL,0.792
630,2,0,0,2,0.792,TWO_BALL,0.792
631,3,0,1,3,0.714,FOUNTAIN_3+,0.714
632,3,0,0,3,0.714,FOUNTAIN_3+,0.714
633,3,0,0,3,0.714,FOUNTAIN_3+,0.714
634,3,0,0,3,0.714,FOUNTAIN_3+,0.714
635,3,0,0,3,0.714,FOUNTAIN_3+,0.714
636,3,0,0,3,0.714,FOUNTAIN_3+,0.714
637,3,0,0,3,0.714,FOUNTAIN_3+,0.714
638,3,0,0,3,0.714,FOUNTAIN_3+,0.714
639,3,0,0,3,0.714,FOUNTAIN_3+,0.714
640,3,0,0,3,0.714,FOUNTAIN_3+,0.714
641,3,0,0,3,0.714,FOUNTAIN_3+,0.714
642,3,0,0,3,0.714,FOUNTAIN_3+,0.714
643,3,0,0,3,0.714,FOUNTAIN_3+,0.714
644,3,0,0,3,0.714,FOUNTAIN_3+,0.714
645,3,0,0,3,0.714,FOUNTAIN_3+,0.714
646,3,0,0,3,0.714,FOUNTAIN_3+,0.714
647,3,0,0,3,0.714,FOUNTAIN_3+,0.714
648,3,0,0,3,0.714,FOUNTAIN_3+,0.714
649,3,0,0,3,0.714,FOUNTAIN_3+,0.714
650,3,0,0,3,0.714,FOUNTAIN_3+,0.714
651,3,0,0,3,0.714,FOUNTAIN_3+,0.714
652,3,0,0,3,0.714,FOUNTAIN_3+,0.714
653,3,0,0,3,0.714,FOUNTAIN_3+,0.714
654,3,0,0,3,0.714,FOUNTAIN_3+,0.714
655,3,0,0,3,0.714,FOUNTAIN_3+,0.714
656,3,0,0,3,0.714,FOUNTAIN_3+,0.714
657,3,0,0,3,0.714,FOUNTAIN_3+,0.714
658,3,0,0,3,0.714,FOUNTAIN_3+,0.714
659,3,0,0,3,0.714,FOUNTAIN_3+,0.714
660,3,0,0,3,0.714,FOUNTAIN_3+,0.714
661,3,0,0,3,0.714,FOUNTAIN_3+,0.714
662,3,0,0,3,0.714,FOUNTAIN_3+,0.714
663,3,0,0,3,0.714,FOUNTAIN_3+,0.714
664,3,0,0,3,0.714,FOUNTAIN_3+,0.714
665,3,0,0,3,0.714,FOUNTAIN_3+,0.714
666,3,0,0,3,0.714,FOUNTAIN_3+,0.714
667,3,0,0,3,0.714,FOUNTAIN_3+,0.714
668,3,0,0,3,0.714,FOUNTAIN_3+,0.714
669,3,0,0,3,0.714,FOUNTAIN_3+,0.714
670,3,1,0,3,0.714,MIXED_3+,0.714
671,2,0,0,2,0.792,TWO_BALL,0.792
672,2,0,0,2,0.792,TWO_BALL,0.792
673,2,0,0,2,0.792,TWO_BALL,0.792
674,2,0,0,2,0.792,TWO_BALL,0.792
675,2,0,0,2,0.792,TWO_BALL,0.792
676,2,1,0,2,0.792,TWO_BALL_ONE_HAND,0.792
677,1,0,0,1,0.938,SINGLE_BALL,0.938
678,1,0,0,1,0.938,SINGLE_BALL,0.938
679,2,1,0,2,0.748,TWO_BALL_ONE_HAND,0.748
680,2,0,0,2,0.748,TWO_BALL,0.748
681,2,0,0,2,0.748,TWO_BALL,0.748
682,2,0,0,2,0.748,TWO_BALL,0.748
683,2,0,0,2,0.748,TWO_BALL,0.748
684,2,0,0,2,0.748,TWO_BALL,0.748
685,3,1,0,3,0.714,FOUNTAIN_3+,0.714
686,3,0,0,3,0.714,FOUNTAIN_3+,0.714
687,3,0,0,3,0.714,FOUNTAIN_3+,0.714
688,3,0,0,3,0.714,FOUNTAIN_3+,0.714
689,3,0,0,3,0.714,FOUNTAIN_3+,0.714
690,3,0,0,3,0.714,FOUNTAIN_3+,0.714
691,4,0,0,4,0.785,FOUNTAIN_3+,0.785
692,4,0,0,4,0.785,FOUNTAIN_3+,0.785
693,4,0,0,4,0.785,FOUNTAIN_3+,0.785
694,4,0,0,4,0.785,FOUNTAIN_3+,0.785
695,4,0,0,4,0.785,FOUNTAIN_3+,0.785
696,4,0,0,4,0.785,FOUNTAIN_3+,0.785
697,5,0,0,5,0.828,FOUNTAIN_3+,0.828
698,4,0,0,4,0.785,FOUNTAIN_3+,0.785
699,4,0,0,4,0.785,FOUNTAIN_3+,0.785
700,4,0,0,4,0.785,FOUNTAIN_3+,0.785
701,3,0,0,3,0.714,FOUNTAIN_3+,0.714
702,3,0,0,3,0.714,FOUNTAIN_3+,0.714
703,3,0,0,3,0.714,FOUNTAIN_3+,0.714
704,3,0,0,3,0.714,FOUNTAIN_3+,0.714
705,3,0,0,3,0.714,FOUNTAIN_3+,0.714
706,3,0,0,3,0.714,FOUNTAIN_3+,0.714
707,3,0,0,3,0.714,FOUNTAIN_3+,0.714
708,3,0,0,3,0.714,FOUNTAIN_3+,0.714
709,3,0,0,3,0.714,FOUNTAIN_3+,0.714
710,3,0,0,3,0.714,FOUNTAIN_3+,0.714
711,3,0,0,3,0.714,FOUNTAIN_3+,0.714
712,3,0,0,3,0.714,FOUNTAIN_3+,0.714
713,3,0,0,3,0.714,FOUNTAIN_3+,0.714
714,3,0,0,3,0.714,FOUNTAIN_3+,0.714
715,3,0,0,3,0.714,FOUNTAIN_3+,0.714
716,3,0,0,3,0.714,FOUNTAIN_3+,0.714
717,2,0,0,2,0.792,TWO_BALL,0.792
718,2,0,0,2,0.792,TWO_BALL,0.792
719,2,0,0,2,0.792,TWO_BALL,0.792
720,2,0,0,2,0.792,TWO_BALL,0.792
721,2,0,0,2,0.792,TWO_BALL,0.792
722,2,0,0,2,0.792,TWO_BALL,0.792
723,2,0,0,2,0.792,TWO_BALL,0.792
724,2,0,0,2,0.792,TWO_BALL,0.792
725,2,0,0,2,0.792,TWO_BALL,0.792
726,2,0,0,2,0.792,TWO_BALL,0.792
727,2,0,0,2,0.792,TWO_BALL,0.792
728,2,0,0,2,0.792,TWO_BALL,0.792
729,2,0,0,2,0.792,TWO_BALL,0.792
730,2,0,0,2,0.792,TWO_BALL,0.792
731,2,0,0,2,0.792,TWO_BALL,0.792
732,2,0,0,2,0.792,TWO_BALL,0.792
733,3,0,0,3,0.751,FOUNTAIN_3+,0.751
734,3,0,0,3,0.751,FOUNTAIN_3+,0.751
735,3,0,0,3,0.751,FOUNTAIN_3+,0.751
736,3,0,0,3,0.751,FOUNTAIN_3+,0.751
737,3,0,0,3,0.751,FOUNTAIN_3+,0.751
738,3,0,0,3,0.751,FOUNTAIN_3+,0.751
739,3,0,0,3,0.751,FOUNTAIN_3+,0.751
740,3,0,0,3,0.751,FOUNTAIN_3+,0.751
741,3,0,0,3,0.751,FOUNTAIN_3+,0.751
742,3,0,0,3,0.751,FOUNTAIN_3+,0.751
743,3,0,0,3,0.751,FOUNTAIN_3+,0.751
744,3,0,0,3,0.751,FOUNTAIN_3+,0.751
745,3,0,0,3,0.751,FOUNTAIN_3+,0.751
746,3,0,0,3,0.751,FOUNTAIN_3+,0.751
747,3,0,0,3,0.751,FOUNTAIN_3+,0.751
748,3,0,0,3,0.751,FOUNTAIN_3+,0.751
749,3,0,0,3,0.751,FOUNTAIN_3+,0.751
750,3,0,0,3,0.751,FOUNTAIN_3+,0.751
751,3,0,0,3,0.751,FOUNTAIN_3+,0.751
752,3,0,0,3,0.751,FOUNTAIN_3+,0.751
753,3,0,0,3,0.751,FOUNTAIN_3+,0.751
754,3,0,0,3,0.751,FOUNTAIN_3+,0.751
755,3,0,0,3,0.751,FOUNTAIN_3+,0.751
756,3,0,0,3,0.751,FOUNTAIN_3+,0.751
757,3,0,0,3,0.751,FOUNTAIN_3+,0.751
758,3,0,0,3,0.751,FOUNTAIN_3+,0.751
759,3,0,0,3,0.751,FOUNTAIN_3+,0.751
760,3,0,0,3,0.751,FOUNTAIN_3+,0.751
761,3,0,0,3,0.751,FOUNTAIN_3+,0.751
762,3,0,0,3,0.751,FOUNTAIN_3+,0.751
763,3,0,0,3,0.751,FOUNTAIN_3+,0.751
764,3,0,0,3,0.751,FOUNTAIN_3+,0.751
765,4,0,0,4,0.707,FOUNTAIN_3+,0.707
766,4,1,0,4,0.707,FOUNTAIN_3+,0.707
767,2,0,0,2,0.803,TWO_BALL,0.803
768,2,0,0,2,0.803,TWO_BALL,0.803
769,2,0,0,2,0.803,TWO_BALL,0.803
770,2,0,0,2,0.803,TWO_BALL,0.803
771,2,0,0,2,0.803,TWO_BALL,0.803
772,2,0,0,2,0.803,TWO_BALL,0.803
773,2,0,0,2,0.803,TWO_BALL,0.803
774,2,0,0,2,0.803,TWO_BALL,0.803
775,3,1,0,3,0.728,FOUNTAIN_3+,0.728
776,3,0,0,3,0.728,FOUNTAIN_3+,0.728
777,3,0,0,3,0.728,FOUNTAIN_3+,0.728
778,3,0,0,3,0.728,FOUNTAIN_3+,0.728
779,3,0,0,3,0.728,FOUNTAIN_3+,0.728
780,3,0,1,3,0.728,MIXED_3+,0.728
781,1,0,0,1,0.668,SINGLE_BALL,0.668
782,1,0,0,1,0.668,SINGLE_BALL,0.668
783,1,0,0,1,0.668,SINGLE_BALL,0.668
784,1,0,0,1,0.668,SINGLE_BALL,0.668
785,1,0,0,1,0.668,SINGLE_BALL,0.668
786,1,0,0,1,0.668,SINGLE_BALL,0.668
787,1,0,0,1,0.668,SINGLE_BALL,0.668
788,1,0,0,1,0.668,SINGLE_BALL,0.668
789,1,0,0,1,0.668,SINGLE_BALL,0.668
790,1,0,0,1,0.668,SINGLE_BALL,0.668
791,2,0,0,2,0.537,TWO_BALL,0.537
792,2,0,0,2,0.537,TWO_BALL,0.537
793,2,0,0,2,0.537,TWO_BALL,0.537
794,2,0,0,2,0.537,TWO_BALL,0.537
795,2,0,0,2,0.537,TWO_BALL,0.537
796,2,0,0,2,0.537,TWO_BALL,0.537
797,3,0,1,3,0.55,MIXED_3+,0.55
798,3,0,0,3,0.55,MIXED_3+,0.55
799,3,0,0,3,0.55,MIXED_3+,0.55
800,3,0,0,3,0.55,MIXED_3+,0.55
801,3,0,0,3,0.55,MIXED_3+,0.55
802,3,0,0,3,0.55,MIXED_3+,0.55
803,3,0,0,3,0.55,MIXED_3+,0.55
804,3,0,0,3,0.55,MIXED_3+,0.55
805,3,0,0,3,0.55,MIXED_3+,0.55
806,2,0,0,2,0.491,TWO_BALL,0.491
807,2,0,0,2,0.491,TWO_BALL,0.491
808,2,0,0,2,0.491,TWO_BALL,0.491
809,2,0,0,2,0.491,TWO_BALL,0.491
810,2,0,0,2,0.491,TWO_BALL,0.491
811,3,0,0,3,0.55,MIXED_3+,0.55
812,2,0,0,2,0.491,TWO_BALL,0.491
813,2,0,0,2,0.491,TWO_BALL,0.491
814,3,0,0,3,0.661,MIXED_3+,0.661
815,3,0,0,3,0.661,MIXED_3+,0.661
816,3,0,0,3,0.661,MIXED_3+,0.661
817,3,0,0,3,0.661,MIXED_3+,0.661
818,3,0,0,3,0.661,MIXED_3+,0.661
819,3,0,0,3,0.661,MIXED_3+,0.661
820,3,0,0,3,0.661,MIXED_3+,0.661
821,3,0,0,3,0.661,MIXED_3+,0.661
822,3,0,0,3,0.661,MIXED_3+,0.661
823,3,0,0,3,0.661,MIXED_3+,0.661
824,3,0,0,3,0.661,MIXED_3+,0.661
825,3,0,0,3,0.661,MIXED_3+,0.661
826,3,0,0,3,0.661,MIXED_3+,0.661
827,3,0,0,3,0.661,MIXED_3+,0.661
828,3,0,0,3,0.661,MIXED_3+,0.661
829,3,0,0,3,0.661,MIXED_3+,0.661
830,2,0,1,2,0.491,TWO_BALL_ONE_HAND,0.491
831,1,0,0,1,0.405,SINGLE_BALL,0.405
832,1,0,0,1,0.405,SINGLE_BALL,0.405
833,1,0,0,1,0.405,SINGLE_BALL,0.405
834,1,0,0,1,0.405,SINGLE_BALL,0.405
835,1,0,0,1,0.405,SINGLE_BALL,0.405
836,1,0,0,1,0.405,SINGLE_BALL,0.405
837,1,0,0,1,0.405,SINGLE_BALL,0.405
838,1,0,0,1,0.405,SINGLE_BALL,0.405
839,2,0,1,2,0.675,TWO_BALL_ONE_HAND,0.675
840,1,0,0,1,0.944,SINGLE_BALL,0.944
841,1,0,0,1,0.944,SINGLE_BALL,0.944
842,1,0,0,1,0.944,SINGLE_BALL,0.944
843,1,0,0,1,0.944,SINGLE_BALL,0.944
844,1,0,0,1,0.944,SINGLE_BALL,0.944
845,1,0,0,1,0.944,SINGLE_BALL,0.944
846,1,0,0,1,0.944,SINGLE_BALL,0.944
847,1,0,0,1,0.944,SINGLE_BALL,0.944
848,1,0,0,1,0.944,SINGLE_BALL,0.944
849,1,0,0,1,0.944,SINGLE_BALL,0.944
850,1,0,0,1,0.944,SINGLE_BALL,0.944
851,1,0,0,1,0.944,SINGLE_BALL,0.944
852,1,0,0,1,0.944,SINGLE_BALL,0.944
853,1,0,0,1,0.944,SINGLE_BALL,0.944
854,1,0,0,1,0.944,SINGLE_BALL,0.944
855,2,0,0,2,0.972,TWO_BALL,0.972
856,3,0,1,3,0.84,FOUNTAIN_3+,0.84
857,2,0,0,2,0.76,TWO_BALL,0.76
858,2,0,0,2,0.76,TWO_BALL,0.76
859,2,0,0,2,0.76,TWO_BALL,0.76
860,3,0,1,3,0.642,FOUNTAIN_3+,0.642
861,3,0,0,3,0.642,FOUNTAIN_3+,0.642
862,3,0,0,3,0.642,FOUNTAIN_3+,0.642
863,3,0,0,3,0.642,FOUNTAIN_3+,0.642
864,3,0,0,3,0.642,FOUNTAIN_3+,0.642
865,3,0,0,3,0.642,FOUNTAIN_3+,0.642
866,3,0,0,3,0.642,FOUNTAIN_3+,0.642
867,3,0,0,3,0.642,FOUNTAIN_3+,0.642
868,3,0,0,3,0.642,FOUNTAIN_3+,0.642
869,3,0,0,3,0.642,FOUNTAIN_3+,0.642
870,3,0,0,3,0.642,FOUNTAIN_3+,0.642
871,3,0,0,3,0.642,FOUNTAIN_3+,0.642
872,3,0,0,3,0.642,MIXED_3+,0.642
873,2,0,0,2,0.675,TWO_BALL,0.675
874,2,0,0,2,0.675,TWO_BALL,0.675
875,2,0,0,2,0.675,TWO_BALL,0.675
876,2,0,0,2,0.675,TWO_BALL,0.675
877,2,0,0,2,0.675,TWO_BALL,0.675
878,2,0,0,2,0.675,TWO_BALL,0.675
879,2,0,0,2,0.675,TWO_BALL,0.675
880,2,0,0,2,0.675,TWO_BALL,0.675
881,1,0,0,1,0.405,SINGLE_BALL,0.405
882,1,0,0,1,0.405,SINGLE_BALL,0.405
883,2,0,0,2,0.491,TWO_BALL,0.491
884,2,0,0,2,0.491,TWO_BALL,0.491
885,3,0,0,3,0.521,MIXED_3+,0.521
886,2,0,0,2,0.493,TWO_BALL,0.493
887,2,0,0,2,0.493,TWO_BALL,0.493
888,2,0,0,2,0.493,TWO_BALL,0.493
889,2,0,0,2,0.493,TWO_BALL,0.493
890,3,0,0,3,0.651,MIXED_3+,0.651
891,3,0,0,3,0.651,MIXED_3+,0.651
892,3,0,0,3,0.651,MIXED_3+,0.651
893,3,0,0,3,0.651,MIXED_3+,0.651
894,3,0,0,3,0.651,MIXED_3+,0.651
895,3,0,0,3,0.651,MIXED_3+,0.651
896,3,0,0,3,0.651,MIXED_3+,0.651
897,3,0,0,3,0.651,MIXED_3+,0.651
898,3,0,0,3,0.651,MIXED_3+,0.651
899,3,0,0,3,0.651,MIXED_3+,0.651
900,3,0,0,3,0.651,MIXED_3+,0.651
901,3,0,0,3,0.651,MIXED_3+,0.651
902,3,0,0,3,0.651,MIXED_3+,0.651
903,3,0,0,3,0.651,MIXED_3+,0.651
904,3,0,0,3,0.651,MIXED_3+,0.651
905,3,0,0,3,0.651,MIXED_3+,0.651
906,3,0,0,3,0.651,MIXED_3+,0.651
907,3,0,0,3,0.651,MIXED_3+,0.651
908,3,0,0,3,0.651,MIXED_3+,0.651
909,3,0,0,3,0.651,MIXED_3+,0.651
910,3,0,0,3,0.651,MIXED_3+,0.651
911,3,0,0,3,0.651,MIXED_3+,0.651
912,3,0,0,3,0.651,MIXED_3+,0.651
913,3,0,0,3,0.651,MIXED_3+,0.651
914,3,0,0,3,0.651,MIXED_3+,0.651
915,3,0,0,3,0.651,MIXED_3+,0.651
916,3,0,0,3,0.651,MIXED_3+,0.651
917,3,0,0,3,0.651,MIXED_3+,0.651
918,3,0,0,3,0.651,MIXED_3+,0.651
919,3,0,0,3,0.651,MIXED_3+,0.651
920,3,0,0,3,0.651,MIXED_3+,0.651
921,3,0,0,3,0.651,MIXED_3+,0.651
922,3,0,0,3,0.651,MIXED_3+,0.651
923,3,0,0,3,0.651,MIXED_3+,0.651
924,3,0,0,3,0.651,MIXED_3+,0.651
925,3,0,0,3,0.651,MIXED_3+,0.651
926,3,0,0,3,0.651,MIXED_3+,0.651
927,3,0,0,3,0.651,MIXED_3+,0.651
928,3,0,0,3,0.651,MIXED_3+,0.651
929,3,0,0,3,0.651,MIXED_3+,0.651
930,3,0,0,3,0.651,MIXED_3+,0.651
931,3,0,0,3,0.651,MIXED_3+,0.651
932,3,0,0,3,0.651,MIXED_3+,0.651
933,3,0,0,3,0.651,MIXED_3+,0.651
934,3,0,0,3,0.651,MIXED_3+,0.651
935,3,0,0,3,0.651,MIXED_3+,0.651
936,3,0,0,3,0.651,MIXED_3+,0.651
937,2,0,0,2,0.774,TWO_BALL,0.774
938,2,0,0,2,0.774,TWO_BALL,0.774
939,2,0,0,2,0.774,TWO_BALL,0.774
940,2,0,0,2,0.774,TWO_BALL,0.774
941,2,0,0,2,0.774,TWO_BALL,0.774
942,2,0,0,2,0.774,TWO_BALL,0.774
943,2,0,0,2,0.774,TWO_BALL,0.774
944,3,0,0,3,0.651,MIXED_3+,0.651
945,3,0,0,3,0.651,MIXED_3+,0.651
946,2,0,0,2,0.493,TWO_BALL,0.493
947,2,0,0,2,0.493,TWO_BALL,0.493
948,2,0,1,2,0.493,TWO_BALL_ONE_HAND,0.493
949,1,0,0,1,0.405,SINGLE_BALL,0.405
950,1,0,0,1,0.405,SINGLE_BALL,0.405
951,1,0,0,1,0.405,SINGLE_BALL,0.405
952,1,0,0,1,0.405,SINGLE_BALL,0.405
953,1,0,0,1,0.405,SINGLE_BALL,0.405
954,1,0,0,1,0.405,SINGLE_BALL,0.405
955,1,0,0,1,0.405,SINGLE_BALL,0.405
956,2,0,0,2,0.703,TWO_BALL,0.703
957,3,0,1,3,0.662,MIXED_3+,0.662
958,3,0,0,3,0.662,MIXED_3+,0.662
959,3,0,0,3,0.662,MIXED_3+,0.662
960,3,0,0,3,0.662,MIXED_3+,0.662
961,3,0,0,3,0.662,MIXED_3+,0.662
962,3,0,0,3,0.662,MIXED_3+,0.662
963,3,0,0,3,0.662,MIXED_3+,0.662
964,3,0,1,3,0.662,MIXED_3+,0.662
965,2,0,0,2,0.79,TWO_BALL,0.79
966,1,0,0,1,1.0,SINGLE_BALL,1.0
967,1,0,0,1,1.0,SINGLE_BALL,1.0
968,2,0,0,2,0.662,TWO_BALL,0.662
969,2,0,0,2,0.662,TWO_BALL,0.662
970,3,0,1,3,0.576,FOUNTAIN_3+,0.576
971,2,0,0,2,0.364,TWO_BALL,0.364
972,2,0,0,2,0.364,TWO_BALL,0.364
973,2,0,0,2,0.364,TWO_BALL,0.364
974,2,0,0,2,0.364,TWO_BALL,0.364
975,2,0,0,2,0.364,TWO_BALL,0.364
976,2,0,0,2,0.364,TWO_BALL,0.364
977,3,0,0,3,0.565,FOUNTAIN_3+,0.565
978,3,0,0,3,0.565,FOUNTAIN_3+,0.565
979,3,0,0,3,0.565,FOUNTAIN_3+,0.565
980,3,0,0,3,0.565,FOUNTAIN_3+,0.565
981,3,0,0,3,0.565,FOUNTAIN_3+,0.565
982,3,0,0,3,0.565,FOUNTAIN_3+,0.565
983,3,0,0,3,0.565,FOUNTAIN_3+,0.565
984,3,0,0,3,0.565,FOUNTAIN_3+,0.565
985,3,0,0,3,0.565,FOUNTAIN_3+,0.565
986,3,0,0,3,0.565,FOUNTAIN_3+,0.565
987,3,0,0,3,0.565,FOUNTAIN_3+,0.565
988,3,0,0,3,0.565,FOUNTAIN_3+,0.565
989,3,0,0,3,0.565,FOUNTAIN_3+,0.565
990,3,0,0,3,0.565,FOUNTAIN_3+,0.565
991,3,0,0,3,0.565,FOUNTAIN_3+,0.565
992,3,0,0,3,0.565,FOUNTAIN_3+,0.565
993,3,0,0,3,0.565,FOUNTAIN_3+,0.565
994,3,0,0,3,0.565,FOUNTAIN_3+,0.565
995,3,0,0,3,0.565,FOUNTAIN_3+,0.565
996,3,0,0,3,0.565,FOUNTAIN_3+,0.565
997,3,0,0,3,0.565,FOUNTAIN_3+,0.565
998,3,0,0,3,0.565,FOUNTAIN_3+,0.565
999,3,0,0,3,0.565,FOUNTAIN_3+,0.565
1000,3,0,0,3,0.565,FOUNTAIN_3+,0.565
1001,3,0,0,3,0.565,FOUNTAIN_3+,0.565
1002,3,0,0,3,0.565,FOUNTAIN_3+,0.565
1003,3,0,0,3,0.565,FOUNTAIN_3+,0.565
1004,3,0,0,3,0.565,FOUNTAIN_3+,0.565
1005,3,0,0,3,0.565,FOUNTAIN_3+,0.565
1006,3,0,0,3,0.565,FOUNTAIN_3+,0.565
1007,3,0,0,3,0.565,FOUNTAIN_3+,0.565
1008,3,0,0,3,0.565,FOUNTAIN_3+,0.565
1009,3,0,0,3,0.565,FOUNTAIN_3+,0.565
1010,3,0,0,3,0.565,FOUNTAIN_3+,0.565
1011,3,0,0,3,0.565,FOUNTAIN_3+,0.565
1012,2,0,0,2,0.364,TWO_BALL,0.364
1013,2,0,0,2,0.364,TWO_BALL,0.364
1014,2,0,0,2,0.364,TWO_BALL,0.364
1015,2,0,1,2,0.364,TWO_BALL_ONE_HAND,0.364
1016,1,0,0,1,0.324,SINGLE_BALL,0.324
1017,1,0,0,1,0.324,SINGLE_BALL,0.324
