video,stem,source_tracklet,candidate_tracklet,gap_frames,original_rank,label,cv2,cvls3,cvls4,cvls6,cvls8,cvls10,cvls12,bal3,bal4,bal6,bal8,bal10,bal12,kalman
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,62,65,2,2,wrong,121.984475,121.98286692446231,121.98187007735994,121.98218539100515,119.94909045227023,120.47990757269437,122.62093571013776,121.9828669244621,121.98311955628242,121.98218539100473,124.53969586891307,123.07420645014611,120.80080269411259,121.56432935456452
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,63,66,6,1,wrong,362.333129,362.3311986182141,362.33355767151915,362.3339886306965,355.25472363432385,356.5844369974282,362.97991308349276,362.33119861821405,362.31846716778654,362.3339886307006,350.0378555178236,347.35788701074455,364.3695574835165,368.6325795025003
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,63,65,5,2,correct,370.612723,370.61151759764334,370.6136207969833,370.6137960651788,366.42625302267305,367.8648160785883,371.59302474253053,370.6115175976432,370.6009061501527,370.61379606518227,361.8671992275615,359.67454580264376,372.85007393390794,372.16527909957017
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,64,68,0,1,correct,144.702691,144.7032877058739,144.7036359365238,144.70397093236807,137.01828503424545,135.0252151850001,141.90779067187432,144.70162927017984,144.7023921098503,144.70314171457403,152.64245526236,145.72942616021223,131.8254217439661,145.08254405078165
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,64,69,7,2,wrong,409.525993,409.5302894618689,409.53199450116244,409.5334197331345,382.5832594678081,376.20355172855363,394.8040238271578,409.4901429155941,409.5097556446268,409.5238411990734,515.4881159083534,448.59158819811125,337.91204926542986,482.3293014827609
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,65,69,1,1,wrong,257.553185,257.553904715218,257.5544959920134,257.5549078634387,254.10752111759192,253.53642309190434,255.56608121785544,257.5499682424644,257.55189791945304,257.5534457436847,260.84666354776374,257.7006912693585,252.21507610447674,259.57739154821434
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,66,69,7,1,correct,177.494931,177.4949548053717,177.4949498067196,175.3663449292619,176.13592125547774,175.26482717250195,179.33218553180802,177.49472758366605,177.4949498067197,177.94822565624185,176.1635850049587,175.70663013293256,180.53562137842135,189.95031793232744
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,66,68,0,2,wrong,261.144339,261.14391630946386,261.14402196154117,261.48171954178537,261.33274059183094,260.63134084742927,260.7961664839826,261.14497283309885,261.1440219615406,259.5975940935335,261.4618057488346,261.8419592416623,263.7192275911693,261.75576801025227
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,67,70,3,1,correct,128.812961,128.81512699353704,128.81466039193648,128.81454136091625,122.81091995489803,120.89758734788515,123.92896549373309,128.80296202339386,128.81466039193634,128.81383907789677,142.7167747179679,134.3350177829766,119.87288618593472,137.7187144672079
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,67,72,3,2,wrong,308.336286,308.3384205285285,308.33796077435846,308.33784349013496,302.3615089520155,300.4859707936364,303.5125232823264,308.32643408731536,308.33796077435835,308.33715151324316,321.98550452760935,313.7265783458797,299.5185308781434,317.1676589527938
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,67,71,3,3,wrong,393.987259,393.9893037042517,393.98886328079107,393.98875092787745,388.4653865809078,386.6446219050318,389.40862692145186,393.9778212552068,393.98886328079095,393.9880880457657,407.26826873245085,399.3193615718081,385.58833981898425,402.2853091285556
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,68,71,8,1,correct,491.911207,491.9112073586046,491.91106320168336,491.911011839545,498.27010115918034,501.5471652908453,498.285486871997,491.9112073586214,491.9110632016868,491.9110118395396,472.2185765768373,481.62059520884964,505.95261405742735,467.60203533113
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,68,72,8,2,wrong,596.642255,596.6422554336897,596.6412464513417,596.6408869318896,602.4776837776127,605.607998415725,602.6164039194742,596.6422554337055,596.6412464513448,596.6408869318844,578.0536877602351,586.9021382235088,609.828719417192,574.031513232142
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,68,70,8,3,wrong,750.906382,750.9063824112832,750.9057766041028,750.9055607443623,757.060350583592,760.2965971717466,757.1417391791732,750.9063824112995,750.9057766041061,750.905560744357,731.5594500210584,740.78491249232,764.6531383449909,727.19754183959
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,70,74,0,1,correct,115.332213,115.33221340978409,115.33221340978415,115.33221340978419,107.19484237500552,105.28544109202477,112.45019010022263,115.33221340978409,115.33221340978494,115.33221340978409,122.81972660796437,116.41954806171393,104.25673734632906,116.15451012761383
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,72,74,0,1,wrong,263.430342,263.4294808695911,263.4292292272253,263.4291934504603,257.0256742266138,255.43624088410013,260.0666920344603,263.4300771522576,263.42922922722533,263.4291934504603,259.0913237600517,256.84667259437117,258.78170241146523,264.41089619452725
videos/identical_balls_trick_000_018.mp4,identical_balls_trick_000_018,73,75,4,1,correct,198.741681,198.7407882991761,198.7425799080309,198.74237358508563,200.10885851229952,206.31683118243268,212.2796350079364,198.7467051223761,198.74257990803017,198.74269251661886,200.56125180175545,207.4657787591245,210.84767494678556,188.83440741636963
videos/youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,1,9,6,1,correct,40.659569,40.66046823936564,40.66084456870037,40.6624885280098,42.86015564090373,44.08566443184299,43.23912473139321,40.66046823936812,40.66084456869712,40.65644125193712,32.40825396407697,35.37991350360596,43.15489603908409,33.43439559768212
videos/youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,1,10,9,2,wrong,238.416314,238.41731908713035,238.4177343070144,238.42005877537554,241.39820326553343,243.02748945883064,241.92659222923464,238.41731908713516,238.41773430700803,238.40931585682242,223.4895023139043,228.6631269346309,241.79225450788695,224.61134891225254
videos/youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090,2,8,5,1,correct,161.410456,161.40730348416017,161.40796712136017,161.40804275562732,156.3088788367209,158.43928722431738,160.9002298613829,161.43136034859975,161.4079671213648,161.4092752255535,176.67766556864467,156.9781138205287,151.38101958988594,165.96187166787735
