video,frame,time_seconds,person_index,person_confidence,body_scale_shoulder_px,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,left_shoulder_x_smooth,left_shoulder_y_smooth,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,right_shoulder_x_smooth,right_shoulder_y_smooth,left_elbow_x,left_elbow_y,left_elbow_confidence,left_elbow_x_smooth,left_elbow_y_smooth,right_elbow_x,right_elbow_y,right_elbow_confidence,right_elbow_x_smooth,right_elbow_y_smooth,left_wrist_x,left_wrist_y,left_wrist_confidence,left_wrist_x_smooth,left_wrist_y_smooth,right_wrist_x,right_wrist_y,right_wrist_confidence,right_wrist_x_smooth,right_wrist_y_smooth
videos/AfNIkaVQNY4/01_0018_0020.mp4,0,0.000000,0,0.920334,179.824,1053.931,406.203,0.997834,1050.320,403.419,886.708,472.332,0.998060,887.506,473.820,1169.668,469.417,0.995323,1169.668,457.820,910.845,649.657,0.993380,917.805,648.792,1026.218,512.370,0.996783,1024.130,505.665,973.297,780.671,0.992753,991.980,782.134
videos/AfNIkaVQNY4/01_0018_0020.mp4,1,0.016683,0,0.913587,177.383,1050.320,403.419,0.996870,1049.468,402.703,887.506,473.820,0.997049,887.439,473.843,1169.176,457.820,0.993850,1169.897,450.096,917.805,645.870,0.989042,923.878,647.331,1024.130,505.665,0.996398,1024.924,501.294,991.980,782.134,0.990156,1005.644,781.402
videos/AfNIkaVQNY4/01_0018_0020.mp4,2,0.033367,0,0.910553,174.359,1047.120,401.987,0.996268,1048.615,401.987,889.194,475.880,0.996538,887.506,473.820,1170.126,442.372,0.992907,1169.668,442.372,929.952,648.792,0.986347,929.952,645.870,1023.428,496.923,0.996422,1025.718,496.923,1019.309,785.623,0.990687,1019.309,780.671
videos/AfNIkaVQNY4/01_0018_0020.mp4,3,0.050050,0,0.907639,177.551,1048.615,399.535,0.996337,1047.120,399.535,887.372,473.866,0.995984,888.458,473.866,1170.773,427.613,0.993740,1169.176,427.613,930.365,644.094,0.986905,930.365,644.094,1025.718,483.671,0.996953,1025.718,483.671,1032.939,771.477,0.992536,1032.939,771.477
videos/AfNIkaVQNY4/01_0018_0020.mp4,4,0.066733,0,0.911904,172.938,1043.859,396.891,0.996068,1043.859,396.891,888.532,472.925,0.996172,888.458,473.866,1168.210,408.412,0.992585,1168.210,408.412,936.672,640.079,0.987007,935.366,640.079,1027.833,468.471,0.995952,1026.449,468.471,1043.296,758.677,0.991264,1043.296,758.677
videos/AfNIkaVQNY4/01_0018_0020.mp4,5,0.083417,0,0.916378,174.916,1041.617,390.157,0.995232,1042.558,390.157,888.458,474.643,0.996207,887.372,473.714,1163.914,387.078,0.991449,1163.914,387.078,942.542,639.216,0.988684,935.366,639.216,1026.449,454.518,0.996212,1027.833,454.518,1057.161,743.030,0.993712,1050.498,743.030
videos/AfNIkaVQNY4/01_0018_0020.mp4,6,0.100100,0,0.915424,180.910,1042.558,386.005,0.995232,1042.083,390.157,884.332,473.714,0.996765,887.971,472.925,1159.896,371.699,0.992187,1159.896,371.699,935.366,634.193,0.991045,935.366,634.501,1028.106,442.358,0.996437,1028.106,442.358,1057.339,714.652,0.993670,1057.161,714.652
videos/AfNIkaVQNY4/01_0018_0020.mp4,7,0.116783,0,0.916640,179.580,1042.083,385.232,0.995420,1042.083,386.005,884.549,471.442,0.997467,886.502,473.213,1159.508,355.660,0.993283,1159.508,355.660,920.514,631.171,0.994416,928.259,634.193,1035.077,418.770,0.996667,1028.106,418.770,1050.498,684.972,0.995458,1057.339,684.972
videos/AfNIkaVQNY4/01_0018_0020.mp4,8,0.133467,0,0.913384,172.622,1040.691,391.540,0.995823,1042.558,385.232,887.971,472.007,0.997327,886.502,472.007,1159.337,339.118,0.992771,1159.337,339.118,925.057,634.501,0.993993,928.259,632.585,1028.505,400.691,0.993796,1028.106,400.691,1067.765,670.214,0.992108,1057.339,670.214
videos/AfNIkaVQNY4/01_0018_0020.mp4,9,0.150150,0,0.917637,179.854,1043.092,384.741,0.995762,1043.092,384.771,886.502,473.213,0.997239,886.502,471.442,1155.942,317.991,0.990491,1158.509,317.991,928.259,632.585,0.994096,928.259,631.171,1023.035,376.811,0.990821,1023.035,376.811,1071.316,648.654,0.993647,1051.180,648.654
