video,frame,time_seconds,tracker,track_id,class_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,width,height
identical_balls_trick_000_018.mp4,102,1.701700,botsort,,32,sports ball,0.643920,509.458,308.489,554.560,355.252,532.000,332.000,45.102,46.763
identical_balls_trick_000_018.mp4,102,1.701700,botsort,,32,sports ball,0.565602,706.234,359.877,751.400,406.224,729.000,383.000,45.166,46.347
identical_balls_trick_000_018.mp4,102,1.701700,botsort,,32,sports ball,0.382614,568.619,405.448,615.480,451.267,592.000,428.000,46.861,45.819
identical_balls_trick_000_018.mp4,103,1.718383,botsort,,32,sports ball,0.798633,707.397,336.526,753.390,382.839,730.000,360.000,45.993,46.313
identical_balls_trick_000_018.mp4,103,1.718383,botsort,,32,sports ball,0.738103,594.933,401.412,642.976,446.559,619.000,424.000,48.043,45.147
identical_balls_trick_000_018.mp4,103,1.718383,botsort,,32,sports ball,0.699816,507.459,329.076,554.079,376.860,531.000,353.000,46.620,47.784
identical_balls_trick_000_018.mp4,104,1.735067,botsort,78,32,sports ball,0.526297,624.500,399.371,671.454,444.262,648.000,422.000,46.954,44.891
identical_balls_trick_000_018.mp4,105,1.751750,botsort,,32,sports ball,0.622319,506.006,377.049,552.788,425.401,529.000,401.000,46.782,48.352
identical_balls_trick_000_018.mp4,105,1.751750,botsort,,32,sports ball,0.597107,710.422,294.048,756.745,338.960,734.000,317.000,46.323,44.912
identical_balls_trick_000_018.mp4,105,1.751750,botsort,,32,sports ball,0.450322,652.933,399.597,698.547,444.024,676.000,422.000,45.613,44.427
identical_balls_trick_000_018.mp4,106,1.768433,botsort,,32,sports ball,0.680502,505.827,403.064,552.532,450.915,529.000,427.000,46.705,47.851
identical_balls_trick_000_018.mp4,106,1.768433,botsort,,32,sports ball,0.467936,712.401,276.051,757.571,320.711,735.000,298.000,45.170,44.660
identical_balls_trick_000_018.mp4,106,1.768433,botsort,,32,sports ball,0.359451,681.041,400.800,727.031,444.925,704.000,423.000,45.990,44.125
