video,frame,time_seconds,person_index,person_confidence,body_scale_shoulder_px,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,left_shoulder_x_smooth,left_shoulder_y_smooth,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,right_shoulder_x_smooth,right_shoulder_y_smooth,left_elbow_x,left_elbow_y,left_elbow_confidence,left_elbow_x_smooth,left_elbow_y_smooth,right_elbow_x,right_elbow_y,right_elbow_confidence,right_elbow_x_smooth,right_elbow_y_smooth,left_wrist_x,left_wrist_y,left_wrist_confidence,left_wrist_x_smooth,left_wrist_y_smooth,right_wrist_x,right_wrist_y,right_wrist_confidence,right_wrist_x_smooth,right_wrist_y_smooth
videos/AfNIkaVQNY4/06_0058_0102.mp4,0,0.000000,0,0.931242,91.870,997.876,438.811,0.994706,999.504,436.940,909.431,413.961,0.985788,911.186,411.989,991.646,516.750,0.989211,991.646,516.750,899.101,308.702,0.968904,896.700,310.443,953.517,576.445,0.982992,960.715,578.111,973.141,306.946,0.942149,972.095,314.019
videos/AfNIkaVQNY4/06_0058_0102.mp4,1,0.016683,0,0.931277,92.099,999.504,436.940,0.993481,1001.014,435.304,911.186,410.825,0.986548,911.416,412.975,993.106,519.126,0.981771,992.376,516.029,896.700,310.443,0.963627,894.357,313.749,960.715,582.096,0.967347,968.630,579.347,968.027,314.019,0.919364,970.061,315.783
videos/AfNIkaVQNY4/06_0058_0102.mp4,2,0.033367,0,0.930375,93.465,1002.563,433.668,0.991619,1001.262,433.668,911.647,411.989,0.984548,911.625,413.961,991.341,515.307,0.980161,993.106,515.307,892.013,317.054,0.959772,892.013,317.054,976.545,578.111,0.965992,976.545,580.584,972.095,320.101,0.895498,968.027,317.546
videos/AfNIkaVQNY4/06_0058_0102.mp4,3,0.050050,0,0.926970,92.477,1002.523,432.385,0.992526,1001.643,432.385,911.710,414.921,0.984420,911.647,414.211,997.486,514.159,0.980235,997.486,514.159,884.405,319.815,0.934177,884.405,319.815,991.633,580.584,0.968482,991.633,581.288,952.572,317.546,0.833537,952.572,320.101
videos/AfNIkaVQNY4/06_0058_0102.mp4,4,0.066733,0,0.925947,90.598,1001.262,427.464,0.992684,1002.523,427.464,911.625,414.300,0.984004,911.647,414.300,1002.845,509.041,0.983201,1002.845,509.041,873.493,330.084,0.942183,873.493,330.084,998.595,581.288,0.973813,998.595,580.584,932.889,321.941,0.869400,932.889,321.941
videos/AfNIkaVQNY4/06_0058_0102.mp4,5,0.083417,0,0.925461,90.062,1001.643,426.072,0.992603,1002.523,426.072,912.366,414.211,0.982904,911.625,414.921,1010.234,508.682,0.985716,1010.234,508.682,870.316,332.287,0.949064,870.316,332.287,1003.487,583.383,0.974813,1003.487,580.584,930.918,324.970,0.877629,930.918,324.970
videos/AfNIkaVQNY4/06_0058_0102.mp4,6,0.100100,0,0.923218,92.671,1003.598,425.805,0.991992,1003.598,425.805,911.558,415.016,0.982934,911.558,415.016,1017.094,504.746,0.986214,1017.094,504.746,866.078,345.240,0.951644,866.078,345.240,1007.341,579.856,0.980103,1007.341,579.856,923.828,330.125,0.889791,925.062,330.125
videos/AfNIkaVQNY4/06_0058_0102.mp4,7,0.116783,0,0.924729,93.611,1004.644,424.117,0.990676,1003.598,424.117,911.190,418.708,0.985140,911.190,417.749,1022.148,498.740,0.985785,1022.148,498.740,861.227,351.230,0.967027,861.227,351.230,1012.509,577.454,0.984006,1012.509,577.454,925.062,335.521,0.925445,923.828,335.521
videos/AfNIkaVQNY4/06_0058_0102.mp4,8,0.133467,0,0.923792,94.456,1003.759,421.664,0.992105,1003.598,421.664,909.385,417.749,0.987722,911.087,418.708,1027.044,493.331,0.987907,1027.044,493.331,851.869,360.923,0.968719,851.869,360.923,1016.667,574.828,0.987764,1016.667,574.828,908.053,337.998,0.930876,908.053,337.998
videos/AfNIkaVQNY4/06_0058_0102.mp4,9,0.150150,0,0.927180,92.942,1002.106,419.010,0.992030,1002.520,419.010,909.189,421.158,0.990197,911.087,421.158,1031.566,487.507,0.988622,1031.566,487.507,842.640,374.693,0.981952,842.640,374.693,1019.082,569.178,0.989075,1018.622,569.178,905.382,343.697,0.960702,905.382,343.697
