video,frame,time_seconds,person_index,person_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence
videos/identical_balls_trick_000_018.mp4,140,2.335667,0,0.941066,773.224060,551.225403,0.987454,528.306396,528.997314,0.981225
videos/identical_balls_trick_000_018.mp4,141,2.352350,0,0.940177,772.048645,554.003601,0.988894,535.597717,535.381714,0.981656
videos/identical_balls_trick_000_018.mp4,142,2.369033,0,0.940876,770.569641,554.412537,0.989251,542.071411,539.493286,0.987736
videos/identical_balls_trick_000_018.mp4,143,2.385717,0,0.940466,770.270203,553.589478,0.989670,546.204407,542.807617,0.988527
videos/identical_balls_trick_000_018.mp4,144,2.402400,0,0.938803,768.835754,551.465515,0.990386,547.927917,543.762634,0.989742
videos/identical_balls_trick_000_018.mp4,145,2.419083,0,0.937507,765.804993,545.696350,0.990476,551.444397,543.586487,0.989895
videos/identical_balls_trick_000_018.mp4,146,2.435767,0,0.935579,764.243835,541.639709,0.989873,555.397644,537.776855,0.990115
videos/identical_balls_trick_000_018.mp4,147,2.452450,0,0.932934,760.190125,535.466797,0.989541,559.048767,530.777771,0.989996
videos/identical_balls_trick_000_018.mp4,148,2.469133,0,0.930129,756.636963,529.736267,0.986448,556.604309,518.432556,0.990757
videos/identical_balls_trick_000_018.mp4,149,2.485817,0,0.931354,754.743103,531.094177,0.980292,551.984070,515.819763,0.987379
videos/identical_balls_trick_000_018.mp4,150,2.502500,0,0.926120,736.091736,531.809631,0.939648,555.707581,515.944519,0.981406
videos/identical_balls_trick_000_018.mp4,151,2.519183,0,0.928904,743.292786,533.342957,0.954763,562.821228,497.027435,0.984430
videos/identical_balls_trick_000_018.mp4,152,2.535867,0,0.927753,733.483154,520.356689,0.965735,562.648987,480.660187,0.991316
videos/identical_balls_trick_000_018.mp4,153,2.552550,0,0.395189,722.214905,519.845032,0.956203,559.789001,466.864044,0.993363
videos/identical_balls_trick_000_018.mp4,153,2.552550,1,0.376954,721.247986,520.187317,0.959645,559.231079,467.779205,0.992490
videos/identical_balls_trick_000_018.mp4,154,2.569233,0,0.924855,710.476868,517.271606,0.981762,556.364807,455.901733,0.993469
videos/identical_balls_trick_000_018.mp4,155,2.585917,0,0.915031,690.179199,519.933533,0.984107,556.440247,447.196564,0.993465
