video,frame,time_seconds,person_index,person_confidence,body_scale_shoulder_px,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,left_shoulder_x_smooth,left_shoulder_y_smooth,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,right_shoulder_x_smooth,right_shoulder_y_smooth,left_elbow_x,left_elbow_y,left_elbow_confidence,left_elbow_x_smooth,left_elbow_y_smooth,right_elbow_x,right_elbow_y,right_elbow_confidence,right_elbow_x_smooth,right_elbow_y_smooth,left_wrist_x,left_wrist_y,left_wrist_confidence,left_wrist_x_smooth,left_wrist_y_smooth,right_wrist_x,right_wrist_y,right_wrist_confidence,right_wrist_x_smooth,right_wrist_y_smooth
videos/AfNIkaVQNY4/03_0031_0034.mp4,0,0.000000,0,0.925373,219.215,1156.442,493.490,0.998516,1158.425,495.887,953.720,410.069,0.996134,952.642,410.069,1135.429,662.170,0.997723,1131.194,672.938,855.268,307.465,0.995798,838.142,354.713,1015.673,711.206,0.993138,991.704,689.004,1023.589,235.659,0.990354,1000.499,237.885
videos/AfNIkaVQNY4/03_0031_0034.mp4,1,0.016683,0,0.921589,223.941,1158.548,496.244,0.998272,1157.433,496.065,952.642,408.198,0.996343,950.976,412.612,1128.572,672.938,0.996397,1129.883,673.145,838.142,354.713,0.996572,831.900,375.041,983.363,689.004,0.984969,991.549,681.088,1000.499,237.885,0.991438,980.455,243.048
videos/AfNIkaVQNY4/03_0031_0034.mp4,2,0.033367,0,0.915597,224.159,1158.425,495.887,0.998159,1156.442,495.952,949.309,415.154,0.997531,949.309,415.154,1131.194,673.352,0.995714,1131.194,673.352,825.659,395.369,0.997467,825.659,395.369,991.704,673.173,0.981602,991.704,673.173,960.410,248.212,0.992639,960.410,248.212
videos/AfNIkaVQNY4/03_0031_0034.mp4,3,0.050050,0,0.913888,221.856,1153.627,499.390,0.997964,1153.627,495.952,945.669,422.099,0.997628,948.589,422.099,1128.344,683.904,0.995069,1131.194,673.352,810.345,440.306,0.997359,810.520,440.306,991.394,654.251,0.979223,991.704,660.337,921.473,268.280,0.993016,921.473,268.280
videos/AfNIkaVQNY4/03_0031_0034.mp4,4,0.066733,0,0.909615,211.705,1148.104,495.952,0.997472,1148.104,495.887,948.589,425.149,0.997683,945.669,425.149,1144.211,677.870,0.995126,1144.211,673.352,810.520,482.727,0.996362,810.520,482.727,1035.162,660.337,0.990607,1035.162,654.530,881.485,307.321,0.993781,881.485,307.321
videos/AfNIkaVQNY4/03_0031_0034.mp4,5,0.083417,0,0.921765,217.119,1144.796,495.338,0.997315,1144.871,495.338,938.565,427.445,0.997957,938.565,427.445,1147.172,671.624,0.993384,1147.172,671.624,808.865,527.396,0.994549,810.520,527.396,1042.778,654.530,0.989870,1042.778,654.530,857.088,363.221,0.993045,857.088,363.221
videos/AfNIkaVQNY4/03_0031_0034.mp4,6,0.100100,0,0.934001,214.917,1142.835,491.632,0.997698,1144.871,491.632,935.398,435.425,0.997770,935.398,435.425,1152.736,670.909,0.994184,1152.736,670.909,812.434,559.065,0.994894,812.434,559.065,1054.458,650.010,0.987961,1054.458,654.725,838.676,425.279,0.991492,857.088,425.279
videos/AfNIkaVQNY4/03_0031_0034.mp4,7,0.116783,0,0.926772,217.991,1144.871,491.128,0.998109,1144.871,491.593,933.916,436.191,0.998320,933.916,436.191,1157.989,670.740,0.994176,1157.989,670.740,823.975,582.325,0.993245,823.975,579.149,1083.651,654.725,0.982211,1083.651,654.725,845.785,461.820,0.973879,857.088,461.820
videos/AfNIkaVQNY4/03_0031_0034.mp4,8,0.133467,0,0.925157,222.187,1144.924,491.561,0.998387,1144.871,491.561,926.506,450.811,0.998587,926.506,450.811,1171.108,667.492,0.992571,1164.365,670.740,831.426,579.149,0.992851,831.426,582.325,1100.319,662.203,0.985373,1100.319,662.203,872.657,661.670,0.982740,872.657,661.670
videos/AfNIkaVQNY4/03_0031_0034.mp4,9,0.150150,0,0.917954,225.354,1145.919,491.593,0.998448,1144.871,491.561,921.564,470.401,0.998485,921.564,470.401,1173.486,669.434,0.986892,1166.030,670.740,835.944,603.309,0.994486,835.944,603.309,1128.964,664.353,0.958079,1128.964,662.203,890.973,701.008,0.988968,890.973,701.008
