frame,time_seconds,track_id,confidence,center_x,center_y
1,0.016683,1,0.804028,553.496,331.441
2,0.033367,1,0.804028,553.458,332.747
3,0.050050,1,0.804028,553.419,334.053
3,0.050050,2,0.884583,553.021,376.967
3,0.050050,3,0.733108,712.875,359.124
4,0.066733,2,0.884583,553.031,378.538
4,0.066733,3,0.733108,712.817,357.489
5,0.083417,2,0.884583,553.041,380.108
5,0.083417,3,0.733108,712.759,355.853
5,0.083417,4,0.623144,711.456,313.596
6,0.100100,4,0.477771,711.346,299.110
7,0.116783,4,0.584841,711.294,281.189
7,0.116783,5,0.345197,760.612,467.148
8,0.133467,4,0.590068,711.208,261.815
8,0.133467,5,0.172623,772.163,473.270
9,0.150150,4,0.632476,711.172,243.597
9,0.150150,5,0.223218,787.848,480.756
9,0.150150,6,0.229583,549.915,544.999
10,0.166833,4,0.524035,710.885,227.602
10,0.166833,5,0.223218,796.005,484.785
10,0.166833,6,0.229583,549.828,546.439
11,0.183517,4,0.449327,710.475,214.028
11,0.183517,5,0.223218,804.161,488.815
11,0.183517,6,0.229583,549.740,547.879
11,0.183517,7,0.431967,549.581,586.800
12,0.200200,4,0.513071,710.256,202.658
12,0.200200,5,0.223218,812.317,492.844
12,0.200200,7,0.184563,550.430,599.716
13,0.216883,4,0.699566,710.124,193.528
13,0.216883,7,0.196990,552.624,614.786
14,0.233567,4,0.626435,709.888,186.730
14,0.233567,7,0.293956,554.795,627.949
14,0.233567,8,0.701136,863.950,527.492
15,0.250250,4,0.547052,709.354,182.164
15,0.250250,7,0.446738,556.194,636.792
15,0.250250,8,0.657738,866.629,531.546
16,0.266933,4,0.425026,708.800,179.882
16,0.266933,7,0.344403,557.768,639.394
16,0.266933,8,0.461105,868.870,533.506
17,0.283617,4,0.395066,708.351,179.656
17,0.283617,7,0.324213,559.867,636.389
17,0.283617,8,0.706884,869.457,532.009
18,0.300300,4,0.280171,707.902,181.621
18,0.300300,7,0.324213,561.480,641.079
18,0.300300,8,0.706884,870.559,532.639
19,0.316983,4,0.560067,707.148,185.383
19,0.316983,7,0.324213,563.092,645.770
19,0.316983,8,0.254726,863.567,523.642
20,0.333667,4,0.630828,706.468,191.216
20,0.333667,7,0.324213,564.705,650.460
20,0.333667,8,0.254726,862.169,521.299
20,0.333667,9,0.262496,566.037,581.792
21,0.350350,4,0.318198,705.485,199.128
21,0.350350,8,0.254726,860.771,518.956
21,0.350350,9,0.262496,566.064,580.372
21,0.350350,10,0.812284,830.360,496.302
22,0.367033,4,0.248163,704.591,208.593
22,0.367033,8,0.254726,859.373,516.613
22,0.367033,9,0.262496,566.090,578.952
22,0.367033,10,0.812284,829.186,495.598
23,0.383717,4,0.167686,703.609,220.218
23,0.383717,10,0.812284,828.012,494.894
24,0.400400,4,0.554653,702.901,233.579
25,0.417083,4,0.261601,702.288,248.868
26,0.433767,4,0.261601,701.561,258.883
27,0.450450,4,0.615654,700.783,279.744
27,0.450450,11,0.874979,558.323,390.892
28,0.467133,4,0.696052,699.866,302.130
28,0.467133,11,0.874979,558.233,389.291
29,0.483817,4,0.669716,698.824,325.835
29,0.483817,11,0.874979,558.142,387.689
29,0.483817,12,0.837010,554.625,347.037
30,0.500500,4,0.631177,697.884,350.656
30,0.500500,12,0.675431,554.111,333.082
31,0.517183,4,0.183634,696.954,376.793
31,0.517183,12,0.693792,552.830,315.585
32,0.533867,4,0.183634,696.063,398.074
32,0.533867,12,0.727789,551.394,296.519
33,0.550550,4,0.183634,695.172,419.355
33,0.550550,12,0.422673,549.554,278.476
33,0.550550,13,0.196586,491.051,429.150
34,0.567233,4,0.183634,694.280,440.635
34,0.567233,12,0.501750,547.397,262.657
34,0.567233,13,0.196586,489.881,429.236
35,0.583917,12,0.261906,545.440,248.867
35,0.583917,13,0.196586,488.711,429.322
36,0.600600,12,0.357210,543.771,237.393
37,0.617283,12,0.659746,542.029,228.441
38,0.633967,12,0.591395,540.140,221.648
38,0.633967,14,0.540432,404.726,452.435
39,0.650650,12,0.674280,538.474,216.977
39,0.650650,14,0.759841,397.717,458.073
40,0.667333,12,0.754191,536.901,214.599
40,0.667333,14,0.629672,390.482,465.181
41,0.684017,12,0.648435,535.266,214.197
41,0.684017,14,0.777797,384.781,471.563
42,0.700700,12,0.680988,533.823,215.952
42,0.700700,14,0.671334,382.706,476.044
42,0.700700,15,0.171127,721.083,599.871
43,0.717383,12,0.725420,532.341,219.667
43,0.717383,14,0.651514,386.320,477.606
43,0.717383,15,0.325066,725.951,601.942
44,0.734067,12,0.671184,530.829,225.180
44,0.734067,14,0.786438,393.554,475.898
44,0.734067,15,0.309094,730.393,598.261
45,0.750750,12,0.613023,529.329,232.409
45,0.750750,14,0.786438,394.272,478.144
45,0.750750,15,0.350669,733.859,588.501
46,0.767433,12,0.585212,528.000,241.506
46,0.767433,14,0.786438,394.990,480.389
46,0.767433,15,0.304931,736.113,573.444
46,0.767433,16,0.640144,431.327,456.185
47,0.784117,12,0.429079,526.583,252.628
47,0.784117,14,0.786438,395.707,482.635
47,0.784117,15,0.304931,739.217,567.149
47,0.784117,16,0.640144,432.575,455.600
48,0.800800,12,0.528441,525.250,265.637
48,0.800800,15,0.304931,742.321,560.854
48,0.800800,16,0.640144,433.824,455.015
49,0.817483,12,0.284275,523.658,280.408
49,0.817483,15,0.304931,745.425,554.560
50,0.834167,12,0.756161,522.288,296.605
51,0.850850,12,0.685294,521.007,315.295
52,0.867533,12,0.854965,519.844,335.653
52,0.867533,17,0.697430,727.805,413.287
53,0.884217,12,0.586401,518.688,357.510
53,0.884217,17,0.697430,727.656,411.700
54,0.900900,12,0.785672,517.527,380.888
54,0.900900,17,0.697430,727.508,410.113
54,0.900900,18,0.522899,723.219,369.738
55,0.917583,12,0.629518,516.462,405.966
55,0.917583,18,0.740202,722.078,355.916
56,0.934267,12,0.702504,515.490,432.631
56,0.934267,18,0.699493,720.418,338.878
57,0.950950,12,0.196223,514.162,461.241
57,0.950950,18,0.165606,718.633,320.614
58,0.967633,12,0.299266,513.092,491.762
58,0.967633,18,0.403947,716.588,303.344
59,0.984317,12,0.299266,511.932,517.330
59,0.984317,18,0.701500,714.382,288.574
60,1.001000,12,0.299266,510.773,542.898
60,1.001000,18,0.603774,712.613,276.014
61,1.017683,12,0.299266,509.613,568.466
61,1.017683,18,0.617790,710.918,265.813
62,1.034367,18,0.679461,709.148,257.578
63,1.051050,18,0.597561,707.565,251.687
63,1.051050,19,0.479153,856.419,504.529
64,1.067733,18,0.518087,706.193,248.119
64,1.067733,19,0.600804,864.110,512.871
64,1.067733,20,0.665706,526.179,617.485
65,1.084417,18,0.445026,704.625,246.688
65,1.084417,19,0.342904,871.441,522.308
65,1.084417,20,0.404204,530.700,625.010
66,1.101100,18,0.501049,703.228,247.301
66,1.101100,19,0.193787,875.871,529.586
66,1.101100,20,0.313736,537.056,630.557
67,1.117783,18,0.649342,702.065,249.860
67,1.117783,19,0.255995,876.492,531.338
67,1.117783,20,0.458305,543.657,632.146
68,1.134467,18,0.676155,701.222,254.338
68,1.134467,19,0.200849,873.259,528.567
68,1.134467,20,0.388648,549.991,627.578
69,1.151150,18,0.561732,700.274,260.768
69,1.151150,19,0.200849,874.650,531.090
69,1.151150,20,0.367370,555.681,617.123
70,1.167833,18,0.723356,699.122,268.973
70,1.167833,19,0.200849,876.042,533.612
70,1.167833,20,0.367370,560.862,614.614
70,1.167833,21,0.477995,848.784,504.304
71,1.184517,18,0.481470,697.859,278.819
71,1.184517,19,0.200849,877.433,536.135
71,1.184517,20,0.367370,566.042,612.105
71,1.184517,21,0.246146,837.659,497.312
71,1.184517,22,0.462104,562.452,570.736
72,1.201200,18,0.658060,696.892,290.569
72,1.201200,20,0.367370,571.223,609.596
72,1.201200,21,0.246146,833.976,494.868
72,1.201200,22,0.462104,562.571,569.309
73,1.217883,18,0.481433,695.894,304.239
73,1.217883,21,0.246146,830.292,492.424
73,1.217883,22,0.462104,562.689,567.883
74,1.234567,18,0.337694,694.525,319.590
74,1.234567,21,0.246146,826.609,489.979
75,1.251250,18,0.494212,693.391,336.467
76,1.267933,18,0.393416,692.406,355.213
77,1.284617,18,0.607436,691.516,375.530
78,1.301300,18,0.541768,690.538,397.545
78,1.301300,23,0.800587,561.018,378.878
79,1.317983,18,0.800994,689.534,421.174
79,1.317983,23,0.800587,560.968,377.342
80,1.334667,18,0.292333,688.629,446.544
80,1.334667,23,0.800587,560.918,375.807
80,1.334667,24,0.788649,559.274,336.541
81,1.351350,18,0.263789,687.539,473.615
81,1.351350,24,0.531228,558.943,323.441
82,1.368033,18,0.263789,686.519,495.977
82,1.368033,24,0.264476,557.839,306.759
83,1.384717,18,0.263789,685.499,518.339
83,1.384717,24,0.508617,556.428,288.969
84,1.401400,18,0.263789,684.479,540.701
84,1.401400,24,0.528015,555.039,271.974
85,1.418083,24,0.486346,553.611,256.991
86,1.434767,24,0.253108,552.137,244.325
86,1.434767,25,0.588481,453.887,468.850
87,1.451450,24,0.586572,550.740,233.687
87,1.451450,25,0.911282,442.273,472.101
87,1.451450,26,0.617620,694.052,589.814
88,1.468133,24,0.203512,549.014,225.265
88,1.468133,25,0.452303,427.778,476.809
88,1.468133,26,0.334947,695.857,599.351
89,1.484817,24,0.402427,547.154,219.124
89,1.484817,25,0.665594,414.559,482.831
89,1.484817,26,0.151870,698.990,609.177
90,1.501500,24,0.272686,545.511,215.159
90,1.501500,25,0.658683,404.007,488.604
90,1.501500,26,0.325459,702.915,617.223
91,1.518183,24,0.680423,544.043,213.208
91,1.518183,25,0.736057,396.588,493.057
91,1.518183,26,0.479954,707.318,621.222
92,1.534867,24,0.623618,542.627,213.582
92,1.534867,25,0.534655,393.140,496.127
92,1.534867,26,0.278403,710.920,620.664
93,1.551550,24,0.623650,541.348,215.955
93,1.551550,25,0.467129,393.254,497.325
93,1.551550,26,0.601423,713.820,615.230
94,1.568233,24,0.454618,540.301,220.153
94,1.568233,25,0.681052,397.394,496.118
94,1.568233,26,0.601423,716.889,616.590
95,1.584917,24,0.568327,538.654,226.386
95,1.584917,25,0.681052,394.410,498.182
95,1.584917,26,0.601423,719.957,617.950
95,1.584917,27,0.614675,716.893,577.346
96,1.601600,24,0.654749,537.403,234.436
96,1.601600,25,0.681052,391.425,500.247
96,1.601600,26,0.601423,723.026,619.310
96,1.601600,27,0.614675,716.997,576.066
96,1.601600,28,0.733463,431.756,481.179
97,1.618283,24,0.382889,536.272,244.442
97,1.618283,25,0.681052,388.441,502.311
97,1.618283,27,0.614675,717.101,574.785
97,1.618283,28,0.733463,432.787,480.733
98,1.634967,24,0.414127,535.139,256.292
98,1.634967,28,0.733463,433.818,480.286
99,1.651650,24,0.246488,534.011,270.292
100,1.668333,24,0.246488,532.785,278.852
101,1.685017,24,0.246488,531.559,287.412
102,1.701700,24,0.246488,530.332,295.972
102,1.701700,29,0.643920,532.146,326.731
103,1.718383,29,0.699816,531.393,341.368
103,1.718383,30,0.798633,729.976,365.873
104,1.735067,29,0.699816,531.156,346.419
104,1.735067,30,0.798633,730.080,364.325
105,1.751750,29,0.699816,530.919,351.470
105,1.751750,30,0.798633,730.184,362.778
105,1.751750,31,0.597107,733.162,322.042
106,1.768433,29,0.699816,530.682,356.521
106,1.768433,31,0.467936,734.187,308.737
107,1.785117,31,0.459809,735.535,292.175
108,1.801800,31,0.459809,736.245,283.276
109,1.818483,31,0.384812,737.956,263.533
109,1.818483,32,0.243119,527.607,501.745
110,1.835167,31,0.153817,739.874,246.324
110,1.835167,32,0.222035,527.155,514.868
111,1.851850,31,0.196573,741.704,232.554
111,1.851850,32,0.394089,526.068,530.209
112,1.868533,31,0.527249,743.718,221.708
112,1.868533,32,0.222577,525.427,545.916
113,1.885217,31,0.574033,745.337,213.095
