frame,time_seconds,track_id,confidence,center_x,center_y
1,0.016683,1,0.804028,553.496,331.441
1,0.016683,2,0.570049,715.270,411.059
1,0.016683,3,0.792490,590.638,440.924
2,0.033367,1,0.837167,553.165,347.082
2,0.033367,2,0.795883,714.284,392.126
2,0.033367,3,0.792490,592.638,440.843
3,0.050050,1,0.884583,553.053,368.549
3,0.050050,2,0.733108,713.257,368.267
3,0.050050,3,0.792490,594.638,440.762
3,0.050050,4,0.717514,651.118,442.714
4,0.066733,1,0.823091,552.781,395.033
4,0.066733,2,0.794196,712.256,341.770
4,0.066733,4,0.717514,653.140,442.864
5,0.083417,1,0.263305,552.602,424.462
5,0.083417,2,0.623144,711.412,315.972
5,0.083417,4,0.717514,655.162,443.014
5,0.083417,5,0.353519,711.224,452.151
6,0.100100,1,0.438313,552.342,454.992
6,0.100100,2,0.477771,710.961,291.931
6,0.100100,5,0.353519,713.240,452.556
7,0.116783,1,0.447278,552.136,486.442
7,0.116783,2,0.584841,710.769,270.179
7,0.116783,5,0.353519,715.255,452.961
7,0.116783,6,0.345197,760.612,467.148
8,0.133467,1,0.233000,551.449,519.830
8,0.133467,2,0.590068,710.668,250.770
8,0.133467,6,0.172623,772.163,473.270
9,0.150150,1,0.229583,550.414,548.935
9,0.150150,2,0.632476,710.678,233.859
9,0.150150,6,0.223218,787.848,480.756
10,0.166833,1,0.319067,549.540,574.879
10,0.166833,2,0.524035,710.494,219.483
10,0.166833,6,0.223218,796.005,484.785
11,0.183517,1,0.431967,549.298,597.724
11,0.183517,2,0.449327,710.191,207.565
11,0.183517,6,0.223218,804.161,488.815
12,0.200200,1,0.184563,549.827,617.664
12,0.200200,2,0.513071,710.054,197.799
12,0.200200,6,0.223218,812.317,492.844
13,0.216883,1,0.196990,551.718,634.287
13,0.216883,2,0.699566,709.988,190.123
14,0.233567,1,0.293956,553.759,645.923
14,0.233567,2,0.626435,709.807,184.551
14,0.233567,7,0.701136,863.950,527.492
15,0.250250,1,0.446738,555.292,652.299
15,0.250250,2,0.547052,709.314,180.944
15,0.250250,7,0.657738,866.629,531.546
16,0.266933,1,0.446738,556.274,668.378
16,0.266933,2,0.425026,708.787,179.352
16,0.266933,7,0.461105,868.870,533.506
17,0.283617,1,0.446738,557.256,684.458
17,0.283617,2,0.395066,708.353,179.578
17,0.283617,7,0.706884,869.457,532.009
17,0.283617,8,0.324213,559.907,626.721
18,0.300300,1,0.446738,558.237,700.538
18,0.300300,2,0.280171,707.913,181.805
18,0.300300,7,0.706884,870.559,532.639
18,0.300300,8,0.324213,560.081,626.224
19,0.316983,2,0.560067,707.163,185.691
19,0.316983,7,0.254726,863.567,523.642
19,0.316983,8,0.194878,563.190,610.653
20,0.333667,2,0.630828,706.483,191.556
20,0.333667,7,0.423111,852.895,512.813
20,0.333667,8,0.262496,565.213,590.323
21,0.350350,2,0.318198,705.499,199.445
21,0.350350,7,0.812284,837.807,501.111
21,0.350350,8,0.341252,566.075,564.528
22,0.367033,2,0.248163,704.602,208.860
22,0.367033,7,0.411429,817.289,488.561
22,0.367033,8,0.201477,566.253,535.104
23,0.383717,2,0.167686,703.617,220.425
23,0.383717,7,0.181043,792.504,475.523
23,0.383717,8,0.201477,567.132,515.321
24,0.400400,2,0.554653,702.906,233.729
24,0.400400,7,0.181043,778.113,466.018
24,0.400400,8,0.201477,568.012,495.538
25,0.417083,2,0.261601,702.292,248.969
25,0.417083,7,0.181043,763.723,456.512
25,0.417083,8,0.201477,568.891,475.754
26,0.433767,2,0.261601,701.565,258.993
26,0.433767,7,0.181043,749.332,447.007
26,0.433767,9,0.736478,559.693,415.566
26,0.433767,10,0.752481,693.666,442.145
27,0.450450,2,0.615654,700.785,279.810
27,0.450450,9,0.874979,558.724,398.133
