video,frame,time_seconds,person_index,person_confidence,body_scale_shoulder_px,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,left_shoulder_x_smooth,left_shoulder_y_smooth,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,right_shoulder_x_smooth,right_shoulder_y_smooth,left_elbow_x,left_elbow_y,left_elbow_confidence,left_elbow_x_smooth,left_elbow_y_smooth,right_elbow_x,right_elbow_y,right_elbow_confidence,right_elbow_x_smooth,right_elbow_y_smooth,left_wrist_x,left_wrist_y,left_wrist_confidence,left_wrist_x_smooth,left_wrist_y_smooth,right_wrist_x,right_wrist_y,right_wrist_confidence,right_wrist_x_smooth,right_wrist_y_smooth
videos/AfNIkaVQNY4/05_0048_0053.mp4,0,0.000000,0,0.922540,168.658,976.362,422.441,0.995741,978.152,423.760,810.791,454.560,0.995888,804.040,455.336,884.004,460.215,0.994296,893.027,460.215,777.454,623.979,0.992950,776.362,621.583,767.876,362.479,0.989754,782.791,360.142,854.940,634.541,0.995207,854.940,635.865
videos/AfNIkaVQNY4/05_0048_0053.mp4,1,0.016683,0,0.923675,177.374,978.152,423.760,0.994558,980.344,424.122,804.040,457.621,0.996360,802.935,454.987,893.027,459.054,0.990800,894.293,462.924,776.362,618.394,0.992885,776.154,619.989,782.791,357.514,0.986415,791.101,358.828,853.823,635.865,0.995129,854.382,639.603
videos/AfNIkaVQNY4/05_0048_0053.mp4,2,0.033367,0,0.923921,183.321,982.536,424.484,0.995384,982.536,424.484,801.830,455.336,0.996223,801.830,454.638,895.558,465.632,0.992955,895.558,460.215,775.891,621.583,0.992483,776.362,618.394,799.411,360.142,0.986138,799.411,357.514,858.783,643.341,0.993503,853.823,643.341
videos/AfNIkaVQNY4/05_0048_0053.mp4,3,0.050050,0,0.921925,187.423,985.798,427.495,0.995600,985.798,427.495,800.352,454.638,0.995944,801.234,455.336,902.726,465.867,0.991060,902.726,459.054,775.946,616.209,0.991147,776.362,617.499,810.581,347.904,0.979438,810.581,355.802,852.123,645.901,0.992882,852.978,645.901
videos/AfNIkaVQNY4/05_0048_0053.mp4,4,0.066733,0,0.914118,190.515,990.449,431.193,0.993596,990.449,430.459,801.234,453.413,0.995104,800.352,455.336,907.213,450.214,0.970822,907.213,465.632,780.284,615.530,0.987296,780.284,617.499,828.025,334.099,0.940851,828.025,355.802,852.978,652.166,0.991606,852.978,652.166
videos/AfNIkaVQNY4/05_0048_0053.mp4,5,0.083417,0,0.904796,197.847,993.335,430.459,0.989697,993.335,431.193,797.782,460.497,0.995010,800.352,457.110,929.392,450.193,0.870563,929.392,465.867,782.692,617.499,0.987950,782.692,616.209,864.164,355.802,0.717110,864.164,355.802,852.053,659.169,0.992579,852.978,659.169
videos/AfNIkaVQNY4/05_0048_0053.mp4,6,0.100100,0,0.906103,195.618,993.602,432.812,0.992399,993.602,432.325,799.964,460.573,0.995414,801.234,457.829,932.213,467.833,0.961333,932.213,464.222,789.633,621.701,0.988911,789.633,617.499,889.943,371.169,0.930622,889.943,368.028,859.680,667.814,0.991869,859.680,667.814
videos/AfNIkaVQNY4/05_0048_0053.mp4,7,0.116783,0,0.911463,195.528,996.996,432.325,0.994186,996.996,432.812,803.046,457.110,0.996864,803.046,460.497,937.704,467.696,0.960562,937.704,464.222,791.976,615.247,0.989200,791.976,617.792,898.566,379.975,0.929151,898.566,368.028,862.423,675.211,0.991486,862.423,675.211
videos/AfNIkaVQNY4/05_0048_0053.mp4,8,0.133467,0,0.898193,199.407,1001.636,436.280,0.990720,996.996,436.280,803.397,457.829,0.994555,803.046,460.573,954.961,464.222,0.981396,954.961,464.222,796.710,617.792,0.987014,795.394,620.438,919.989,368.028,0.979715,919.989,368.028,867.149,680.329,0.987323,865.936,680.329
videos/AfNIkaVQNY4/05_0048_0053.mp4,9,0.150150,0,0.907750,195.648,997.624,439.747,0.992965,996.996,439.747,803.262,462.136,0.997461,803.046,462.136,980.585,446.859,0.966536,980.585,446.941,795.394,620.438,0.989454,796.710,620.438,959.068,341.462,0.964157,959.068,341.462,867.692,692.938,0.990128,865.936,692.938
videos/AfNIkaVQNY4/05_0048_0053.mp4,10,0.166833,0,0.909907,187.604,988.426,443.657,0.995139,988.426,440.917,801.885,463.595,0.997410,802.923,463.595,987.590,446.941,0.983163,987.590,446.859,797.623,624.576,0.990932,797.623,624.576,987.652,335.331,0.981114,987.652,335.331,865.936,709.352,0.992972,867.149,709.352
videos/AfNIkaVQNY4/05_0048_0053.mp4,11,0.183517,0,0.910583,185.948,984.893,440.917,0.996348,984.893,442.724,800.697,466.379,0.997476,802.923,466.379,1012.466,443.733,0.989173,1012.466,446.859,798.722,626.944,0.991393,798.268,626.944,1013.045,331.488,0.986100,1013.045,331.488,863.683,717.301,0.993369,866.773,717.301
videos/AfNIkaVQNY4/05_0048_0053.mp4,12,0.200200,0,0.897664,181.169,982.503,442.724,0.996571,984.893,443.657,802.923,466.666,0.997656,802.923,466.666,1020.276,446.046,0.990704,1020.276,446.046,799.551,632.430,0.992177,798.571,632.430,1033.880,319.454,0.985167,1033.880,319.454,867.225,726.179,0.989546,866.773,726.179
videos/AfNIkaVQNY4/05_0048_0053.mp4,13,0.216883,0,0.896934,180.570,983.477,445.616,0.997399,984.893,445.616,804.362,468.494,0.997450,804.362,468.494,1031.986,447.016,0.993845,1031.986,446.046,798.268,633.896,0.992497,798.722,633.896,1046.234,313.359,0.988605,1043.275,313.359,866.773,734.041,0.991011,867.225,734.041
videos/AfNIkaVQNY4/05_0048_0053.mp4,14,0.233567,0,0.893653,181.307,986.210,446.608,0.997520,986.210,446.528,806.548,470.980,0.997600,806.548,470.056,1041.058,445.430,0.994103,1041.058,446.046,798.571,640.957,0.993117,799.551,638.465,1047.655,304.889,0.987322,1043.275,304.889,875.024,746.923,0.989956,875.024,746.923
videos/AfNIkaVQNY4/05_0048_0053.mp4,15,0.250250,0,0.894623,180.368,989.456,446.528,0.997383,988.209,446.608,810.629,470.056,0.997256,810.629,470.980,1045.923,447.488,0.994042,1045.923,445.430,800.944,638.465,0.992467,800.944,640.957,1043.275,303.538,0.987650,1043.275,303.538,880.215,749.862,0.989709,880.215,749.862
videos/AfNIkaVQNY4/05_0048_0053.mp4,16,0.266933,0,0.893310,179.795,989.144,446.973,0.997359,988.209,446.608,811.123,472.174,0.997083,811.123,472.174,1047.364,440.900,0.994016,1047.364,440.900,805.478,642.192,0.992071,805.478,642.192,1034.661,297.290,0.987165,1034.661,297.290,885.332,758.410,0.990063,885.332,758.410
videos/AfNIkaVQNY4/05_0048_0053.mp4,17,0.283617,0,0.892109,178.678,988.209,448.269,0.997358,988.538,446.528,811.773,476.480,0.996893,811.773,476.480,1047.716,436.682,0.995145,1047.364,436.682,810.742,651.868,0.992359,810.742,651.868,1019.261,282.887,0.988919,1019.261,297.290,897.161,774.781,0.989386,897.161,774.781
videos/AfNIkaVQNY4/05_0048_0053.mp4,18,0.300300,0,0.910351,178.408,987.278,444.484,0.997291,988.209,444.664,812.336,479.483,0.997208,812.241,479.483,1047.715,431.960,0.994201,1047.364,436.682,818.103,655.187,0.992278,818.103,655.187,996.337,282.251,0.987570,996.337,297.290,912.659,780.072,0.992737,912.659,780.072
videos/AfNIkaVQNY4/05_0048_0053.mp4,19,0.316983,0,0.909482,180.723,988.538,443.909,0.996871,987.626,444.484,812.241,483.658,0.997376,812.336,483.658,1043.700,434.667,0.992318,1043.700,436.682,825.616,661.860,0.992324,825.616,661.860,982.183,300.528,0.984253,982.183,300.528,921.344,788.620,0.991932,921.344,788.620
videos/AfNIkaVQNY4/05_0048_0053.mp4,20,0.333667,0,0.908668,180.277,987.626,444.664,0.996162,987.626,443.909,812.354,486.849,0.997372,812.354,486.849,1037.882,440.682,0.986866,1037.882,435.618,831.525,665.401,0.991734,831.525,665.401,975.223,335.711,0.975006,975.223,335.711,929.185,788.653,0.991346,929.185,788.653
videos/AfNIkaVQNY4/05_0048_0053.mp4,21,0.350350,0,0.910112,174.033,983.015,441.431,0.994684,988.538,441.431,816.741,492.816,0.996332,816.741,492.816,1033.370,445.666,0.984695,1033.370,440.682,839.543,669.508,0.990487,839.543,668.100,965.773,360.858,0.977764,965.773,360.858,941.461,789.918,0.991545,941.461,788.890
videos/AfNIkaVQNY4/05_0048_0053.mp4,22,0.367033,0,0.880322,180.110,988.979,437.155,0.990944,988.979,437.155,818.243,494.505,0.991805,818.243,494.461,1027.415,435.618,0.991309,1027.415,445.666,845.670,668.100,0.991061,845.670,669.508,938.782,366.605,0.979537,938.782,366.605,949.466,791.542,0.987842,949.466,788.890
videos/AfNIkaVQNY4/05_0048_0053.mp4,23,0.383717,0,0.907477,181.366,993.163,434.493,0.995268,988.979,436.123,823.287,498.022,0.996485,822.596,494.461,1015.511,449.998,0.987262,1015.511,449.998,854.651,673.273,0.992420,854.651,669.508,923.639,396.723,0.974856,923.639,396.723,964.898,788.890,0.991917,964.898,788.890
