video,frame,time_seconds,person_index,person_confidence,body_scale_shoulder_px,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,left_shoulder_x_smooth,left_shoulder_y_smooth,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,right_shoulder_x_smooth,right_shoulder_y_smooth,left_elbow_x,left_elbow_y,left_elbow_confidence,left_elbow_x_smooth,left_elbow_y_smooth,right_elbow_x,right_elbow_y,right_elbow_confidence,right_elbow_x_smooth,right_elbow_y_smooth,left_wrist_x,left_wrist_y,left_wrist_confidence,left_wrist_x_smooth,left_wrist_y_smooth,right_wrist_x,right_wrist_y,right_wrist_confidence,right_wrist_x_smooth,right_wrist_y_smooth
videos/AfNIkaVQNY4/04_0037_0044.mp4,0,0.000000,0,0.928167,658.871,1407.015,0.000,0.049335,,,748.144,0.000,0.008053,,,1520.417,366.281,0.971207,1520.886,368.554,645.916,298.726,0.797406,648.793,301.543,1343.790,507.679,0.980228,1340.616,508.646,585.642,363.730,0.915191,585.642,363.730
videos/AfNIkaVQNY4/04_0037_0044.mp4,1,0.016683,0,0.926409,656.894,1404.210,0.000,0.046995,,,747.316,0.000,0.008940,,,1520.886,368.803,0.971408,1521.283,368.523,648.793,315.485,0.831336,648.796,303.366,1340.330,508.646,0.978954,1340.473,509.521,591.941,368.537,0.921035,586.053,363.735
videos/AfNIkaVQNY4/04_0037_0044.mp4,2,0.033367,0,0.929229,659.770,1408.456,0.000,0.044497,,,748.686,0.000,0.007889,,,1521.680,368.554,0.971841,1521.680,368.492,650.394,301.543,0.815625,648.793,301.543,1340.616,510.396,0.979391,1340.330,510.396,585.510,363.321,0.912230,585.642,363.741
videos/AfNIkaVQNY4/04_0037_0044.mp4,3,0.050050,0,0.929261,657.311,1404.855,0.000,0.040241,,,747.544,0.000,0.007369,,,1521.902,368.492,0.970701,1521.902,368.492,648.800,305.190,0.817850,648.793,304.592,1337.405,511.940,0.977088,1338.168,511.787,586.463,363.741,0.906004,585.510,364.568
videos/AfNIkaVQNY4/04_0037_0044.mp4,4,0.066733,0,0.927615,664.838,1400.485,0.000,0.038260,,,735.647,0.000,0.006501,,,1523.518,367.298,0.969111,1523.518,368.475,646.053,299.261,0.792151,646.053,302.943,1338.168,511.952,0.976813,1338.168,511.787,582.691,364.568,0.893549,582.691,364.568
videos/AfNIkaVQNY4/04_0037_0044.mp4,5,0.083417,0,0.928397,667.001,1403.432,0.000,0.037633,,,736.430,0.000,0.006861,,,1523.576,368.475,0.970022,1523.576,367.298,637.425,304.592,0.799057,637.425,302.943,1337.573,511.787,0.976867,1338.168,511.787,575.030,366.729,0.884470,581.836,365.830
videos/AfNIkaVQNY4/04_0037_0044.mp4,6,0.100100,0,0.927566,664.758,1400.766,0.000,0.036859,,,736.009,0.000,0.007088,,,1524.108,366.967,0.970166,1523.576,366.967,636.217,302.943,0.801350,637.098,302.943,1338.490,509.742,0.976362,1338.395,509.742,579.284,366.521,0.866795,579.614,366.521
videos/AfNIkaVQNY4/04_0037_0044.mp4,7,0.116783,0,0.926646,665.250,1399.055,0.000,0.037228,,,733.805,0.000,0.006901,,,1524.126,365.488,0.970294,1523.576,366.967,637.098,300.002,0.793716,636.217,304.497,1338.484,509.510,0.977049,1338.484,509.510,581.836,365.830,0.863050,579.284,366.729
videos/AfNIkaVQNY4/04_0037_0044.mp4,8,0.133467,0,0.926877,661.634,1394.774,0.000,0.036578,,,733.140,0.000,0.006535,,,1523.148,366.955,0.969856,1524.108,366.967,634.621,304.497,0.794719,636.217,304.497,1338.395,508.739,0.975082,1338.490,508.739,579.614,366.938,0.860911,579.284,366.757
videos/AfNIkaVQNY4/04_0037_0044.mp4,9,0.150150,0,0.928608,658.199,1401.341,0.000,0.042548,,,743.142,0.000,0.008452,,,1523.321,367.140,0.971426,1523.321,366.955,634.515,308.278,0.808965,637.098,308.278,1342.960,505.403,0.976364,1342.960,505.403,573.031,366.757,0.858787,579.614,366.938
