video,frame,time_seconds,class_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,width,height,frame_local_instance_index,mask_area_px,mask_centroid_x,mask_centroid_y,mask_centroid_valid,polygon_points
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,375,6.256250,32,sports ball,0.502129,577.322,300.943,597.428,320.589,587.375,310.766,20.106,19.646,3,397,587.317,311.353,1,"580,302;580,303;579,304;578,305;577,306;577,307;577,308;577,309;577,310;577,311;577,312;577,313;577,314;577,315;577,316;577,317;577,318;578,318;579,319;580,320;580,321;581,321;582,321;583,321;584,321;585,321;586,321;587,321;588,321;589,321;590,321;591,321;592,321;593,320;594,319;595,319;596,318;597,317;598,316;598,315;598,314;598,313;598,312;598,311;598,310;598,309;598,308;598,307;598,306;597,305;596,304;595,303;595,302;594,302;593,302;592,302;591,302;590,302;589,302;588,302;587,302;586,302;585,302;581,302"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,375,6.256250,32,sports ball,0.477618,613.636,455.562,631.550,472.299,622.593,463.931,17.915,16.737,4,270,622.581,462.556,1,"615,455;615,456;615,457;615,458;615,459;615,460;615,461;615,462;615,463;615,464;615,465;615,466;615,467;615,468;615,469;615,470;616,471;617,471;618,471;619,471;620,471;621,471;622,471;623,471;624,471;625,471;626,471;627,470;628,469;628,468;629,467;630,466;631,465;631,464;631,463;631,462;631,461;631,460;631,459;631,458;631,457;631,456;631,455;630,455;629,455;628,455;627,455;626,455;625,455;624,455;623,455;622,455;621,455;620,455;619,455;618,455;617,455;616,455"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,376,6.272933,32,sports ball,0.693135,569.482,206.629,589.432,227.821,579.457,217.225,19.951,21.192,0,372,579.788,217.847,1,"573,208;572,209;571,210;571,211;571,212;571,213;571,214;571,215;571,216;571,217;571,218;571,219;571,220;571,221;571,222;571,223;571,224;571,225;572,226;572,227;573,228;574,228;575,228;576,228;577,228;578,228;579,228;580,228;581,228;582,228;583,228;584,228;585,227;586,226;587,225;587,224;588,223;589,222;590,221;590,220;590,219;590,218;590,217;590,216;590,215;590,214;590,213;589,213;588,212;587,211;586,210;586,209;586,208;585,208;584,208;583,208;582,208;581,208;580,208;579,208;578,208;577,208;576,208;574,208"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,376,6.272933,32,sports ball,0.645125,624.062,239.547,640.842,260.238,632.452,249.893,16.779,20.690,1,325,632.551,250.738,1,"625,241;625,242;625,243;625,244;625,245;625,246;625,247;625,248;625,249;625,250;625,251;625,252;625,253;625,254;625,255;625,256;625,257;625,258;626,259;627,260;628,260;629,261;630,261;631,261;632,261;633,261;634,261;635,261;636,261;637,261;638,261;639,260;640,259;640,258;640,257;640,256;640,255;640,254;640,253;640,252;640,251;640,250;640,249;640,248;640,247;640,246;640,245;640,244;640,243;640,242;639,241;638,241;637,241;636,241;635,241;634,241;633,241;632,241;631,241;630,241;629,241;628,241;627,241;626,241"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,376,6.272933,32,sports ball,0.561986,578.868,290.967,599.065,312.005,588.967,301.486,20.197,21.038,2,375,589.080,302.435,1,"581,293;580,294;580,295;580,296;580,297;580,298;580,299;580,300;580,301;580,302;580,303;580,304;580,305;580,306;580,307;580,308;580,309;580,310;581,310;582,310;583,311;584,312;584,313;585,313;586,313;587,313;588,313;589,313;590,313;591,313;592,313;593,312;594,311;595,310;596,310;597,309;598,308;599,307;599,306;599,305;599,304;599,303;599,302;599,301;599,300;599,299;599,298;599,297;598,296;597,295;596,294;596,293;595,293;594,293;593,293;592,293;591,293;590,293;589,293;588,293;587,293;586,293;585,293;582,293"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,376,6.272933,32,sports ball,0.317015,535.257,404.752,553.867,427.320,544.562,416.036,18.610,22.568,3,372,544.909,415.347,1,"539,405;539,406;538,407;537,408;536,409;536,410;536,411;536,412;536,413;536,414;536,415;536,416;536,417;536,418;536,419;536,420;536,421;536,422;537,423;538,424;539,424;540,425;541,426;542,426;543,426;544,426;545,426;546,426;547,426;548,426;549,426;550,426;550,425;551,424;552,423;553,422;554,421;554,420;554,419;554,418;554,417;554,416;554,415;554,414;554,413;554,412;554,411;554,410;554,409;553,409;552,408;551,407;551,406;551,405;550,405;549,405;548,405;547,405;546,405;545,405;544,405;543,405;542,405;540,405"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,377,6.289617,32,sports ball,0.658387,567.672,206.444,588.526,226.197,578.099,216.320,20.854,19.753,0,376,577.816,217.160,1,"571,208;570,209;569,210;568,211;568,212;568,213;568,214;568,215;568,216;568,217;568,218;568,219;568,220;568,221;568,222;568,223;569,224;570,224;571,225;572,226;572,227;573,227;574,227;575,227;576,227;577,227;578,227;579,227;580,227;581,227;582,227;583,227;583,226;584,225;585,224;586,224;587,223;587,222;588,221;588,220;588,219;588,218;588,217;588,216;588,215;588,214;588,213;587,212;587,211;586,210;586,209;586,208;585,208;584,208;583,208;582,208;581,208;580,208;579,208;578,208;577,208;576,208;575,208;572,208"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,377,6.289617,32,sports ball,0.390341,624.793,245.648,642.578,264.961,633.686,255.304,17.786,19.313,1,314,633.545,256.299,1,"625,248;625,249;625,250;625,251;625,252;625,253;625,254;625,255;625,256;625,257;625,258;625,259;625,260;625,261;625,262;626,263;627,264;628,265;629,265;630,265;631,265;632,265;633,265;634,265;635,265;636,265;637,265;638,265;639,265;640,265;641,264;642,263;642,262;642,261;642,260;642,259;642,258;642,257;642,256;642,255;642,254;642,253;642,252;642,251;642,250;642,249;641,248;640,248;639,248;638,248;637,248;636,248;635,248;634,248;633,248;632,248;631,248;630,248;629,248;628,248;627,248;626,248"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,377,6.289617,32,sports ball,0.351833,580.176,281.921,601.323,303.216,590.750,292.568,21.147,21.296,2,382,590.084,292.785,1,"583,283;582,284;581,285;581,286;581,287;581,288;581,289;581,290;581,291;581,292;581,293;581,294;581,295;581,296;581,297;581,298;581,299;581,300;582,301;583,302;584,303;585,303;586,303;587,303;588,303;589,303;590,303;591,303;592,303;593,303;594,303;595,302;596,302;597,301;598,300;598,299;599,298;600,297;600,296;600,295;600,294;600,293;600,292;600,291;600,290;600,289;600,288;599,287;599,286;598,285;597,284;596,283;595,283;594,283;593,283;592,283;591,283;590,283;589,283;588,283;587,283;586,283;585,283;584,283"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,377,6.289617,32,sports ball,0.169737,533.995,413.461,551.824,427.801,542.909,420.631,17.829,14.339,3,215,542.930,420.051,1,"536,414;535,415;535,416;535,417;535,418;535,419;535,420;535,421;535,422;535,423;535,424;535,425;536,426;537,426;538,426;539,426;540,426;541,426;542,426;543,426;544,426;545,426;546,426;547,426;548,426;549,426;550,426;551,425;551,424;551,423;551,422;551,421;551,420;551,419;551,418;551,417;551,416;550,415;549,414;548,414;547,414;546,414;545,414;544,414;543,414;542,414;541,414;540,414;539,414;538,414;537,414"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,378,6.306300,32,sports ball,0.736467,566.079,206.165,587.575,226.332,576.827,216.248,21.496,20.167,0,370,576.651,217.168,1,"569,208;568,209;567,210;567,211;567,212;567,213;567,214;567,215;567,216;567,217;567,218;567,219;567,220;567,221;567,222;567,223;568,224;569,224;570,224;571,225;572,226;572,227;573,227;574,227;575,227;576,227;577,227;578,227;579,227;580,227;581,227;582,227;583,227;583,226;583,225;584,224;585,223;586,222;587,221;587,220;587,219;587,218;587,217;587,216;587,215;587,214;587,213;586,212;585,211;584,210;583,209;583,208;582,208;581,208;580,208;579,208;578,208;577,208;576,208;575,208;574,208;573,208;572,208;570,208"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,378,6.306300,32,sports ball,0.700876,625.897,252.792,644.631,272.611,635.264,262.701,18.733,19.818,1,326,635.196,263.190,1,"628,254;627,255;627,256;627,257;627,258;627,259;627,260;627,261;627,262;627,263;627,264;627,265;627,266;627,267;627,268;627,269;627,270;628,270;629,271;630,272;631,273;632,273;633,273;634,273;635,273;636,273;637,273;638,273;639,273;640,272;641,271;642,270;643,269;644,269;644,268;644,267;644,266;644,265;644,264;644,263;644,262;644,261;644,260;644,259;644,258;643,257;642,256;641,255;640,254;639,254;638,254;637,254;636,254;635,254;634,254;633,254;632,254;631,254;630,254;629,254"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,378,6.306300,32,sports ball,0.337417,580.956,273.918,602.094,293.930,591.525,283.924,21.138,20.012,2,395,591.028,284.195,1,"583,275;582,276;581,277;581,278;581,279;581,280;581,281;581,282;581,283;581,284;581,285;581,286;581,287;581,288;581,289;581,290;581,291;582,291;583,292;584,293;585,294;586,294;587,294;588,294;589,294;590,294;591,294;592,294;593,294;594,294;595,294;596,294;597,293;598,292;599,291;600,290;601,289;602,288;602,287;602,286;602,285;602,284;602,283;602,282;602,281;602,280;601,279;600,278;599,277;599,276;599,275;598,275;597,275;596,275;595,275;594,275;593,275;592,275;591,275;590,275;589,275;588,275;587,275;584,275"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,378,6.306300,32,sports ball,0.234541,580.541,273.481,602.306,294.945,591.423,284.213,21.765,21.465,3,409,591.117,284.648,1,"583,275;583,276;583,277;582,278;581,278;581,279;581,280;581,281;581,282;581,283;581,284;581,285;581,286;581,287;581,288;581,289;581,290;581,291;582,292;583,293;584,293;585,294;585,295;586,295;587,295;588,295;589,295;590,295;591,295;592,295;593,295;594,295;595,295;596,295;596,294;597,293;598,292;599,291;600,290;601,290;602,290;602,289;602,288;602,287;602,286;602,285;602,284;602,283;602,282;602,281;602,280;601,279;600,278;599,277;599,276;599,275;598,275;597,275;596,275;595,275;594,275;593,275;592,275;584,275"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,378,6.306300,32,sports ball,0.208036,609.220,419.324,625.596,434.589,617.408,426.956,16.376,15.265,4,245,617.269,426.649,1,"609,420;609,421;609,422;609,423;609,424;609,425;609,426;609,427;609,428;609,429;609,430;609,431;609,432;609,433;610,433;611,433;612,433;613,433;614,433;615,433;616,433;617,433;618,433;619,433;620,433;621,433;622,433;623,433;624,433;625,433;626,433;626,432;626,431;626,430;626,429;626,428;626,427;626,426;626,425;626,424;625,423;624,422;624,421;624,420;623,420;622,420;621,420;620,420;619,420;618,420;617,420;616,420;615,420;614,420;613,420;612,420;611,420;610,420"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,379,6.322983,32,sports ball,0.434178,582.668,265.045,603.295,286.830,592.981,275.938,20.627,21.784,0,400,592.962,276.842,1,"587,266;587,267;586,268;585,269;584,270;584,271;584,272;584,273;584,274;584,275;584,276;584,277;584,278;584,279;584,280;584,281;584,282;584,283;584,284;584,285;585,286;586,287;587,288;588,288;589,288;590,288;591,288;592,288;593,288;594,288;595,288;596,288;597,287;598,286;599,285;600,284;601,283;602,282;603,281;603,280;603,279;603,278;603,277;603,276;603,275;603,274;603,273;603,272;603,271;602,270;601,270;600,269;599,268;599,267;598,266;597,266;596,266;595,266;594,266;593,266;592,266;591,266;590,266;588,266"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,379,6.322983,32,sports ball,0.232014,627.038,259.707,647.164,280.466,637.101,270.086,20.126,20.759,1,374,637.061,270.305,1,"629,261;628,262;628,263;628,264;628,265;628,266;628,267;628,268;628,269;628,270;628,271;628,272;628,273;628,274;628,275;628,276;628,277;629,278;630,279;631,280;632,280;633,281;634,281;635,281;636,281;637,281;638,281;639,281;640,281;641,280;642,279;643,278;644,277;645,276;646,275;647,274;647,273;647,272;647,271;647,270;647,269;647,268;647,267;647,266;647,265;646,264;646,263;646,262;645,262;644,261;643,261;642,261;641,261;640,261;639,261;638,261;637,261;636,261;635,261;634,261;633,261;632,261;631,261;630,261"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,379,6.322983,32,sports ball,0.189901,564.523,206.251,585.389,226.500,574.956,216.376,20.866,20.250,2,389,575.188,217.288,1,"569,208;568,209;567,209;566,210;565,211;565,212;565,213;565,214;565,215;565,216;565,217;565,218;565,219;565,220;565,221;565,222;565,223;565,224;566,224;567,224;568,225;569,226;570,227;571,227;572,227;573,227;574,227;575,227;576,227;577,227;578,227;579,227;580,227;581,227;582,226;582,225;583,224;584,223;585,222;586,221;586,220;586,219;586,218;586,217;586,216;586,215;586,214;586,213;586,212;585,212;584,212;583,211;583,210;583,209;582,208;581,208;580,208;579,208;578,208;577,208;576,208;575,208;574,208;570,208"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,380,6.339667,32,sports ball,0.635072,629.162,267.445,649.231,287.514,639.197,277.479,20.069,20.069,0,365,638.258,278.090,1,"629,269;629,270;629,271;629,272;629,273;629,274;629,275;629,276;629,277;629,278;629,279;629,280;629,281;629,282;629,283;629,284;630,285;631,286;632,286;633,287;634,288;635,288;636,288;637,288;638,288;639,288;640,288;641,288;642,288;643,287;644,286;645,286;646,286;647,285;648,284;648,283;648,282;648,281;648,280;648,279;648,278;648,277;648,276;648,275;648,274;647,273;647,272;647,271;646,270;645,270;644,269;643,269;642,269;641,269;640,269;639,269;638,269;637,269;636,269;635,269;634,269;633,269;632,269;630,269"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,380,6.339667,32,sports ball,0.545873,563.126,207.698,583.531,228.052,573.328,217.875,20.405,20.354,1,372,573.269,218.559,1,"566,209;565,210;564,211;564,212;564,213;564,214;564,215;564,216;564,217;564,218;564,219;564,220;564,221;564,222;564,223;564,224;564,225;565,225;566,226;567,227;568,228;569,228;570,228;571,229;572,229;573,229;574,229;575,229;576,229;577,228;578,228;579,228;580,227;581,226;582,225;583,224;583,223;583,222;583,221;583,220;583,219;583,218;583,217;583,216;583,215;582,214;582,213;582,212;581,211;580,210;579,209;578,209;577,209;576,209;575,209;574,209;573,209;572,209;571,209;570,209;569,209;568,209;567,209"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,380,6.339667,32,sports ball,0.290625,584.524,258.722,605.200,279.444,594.862,269.083,20.676,20.722,2,368,594.299,269.973,1,"587,261;586,262;585,262;585,263;585,264;585,265;585,266;585,267;585,268;585,269;585,270;585,271;585,272;585,273;585,274;585,275;585,276;585,277;586,277;587,278;588,279;589,280;590,280;591,280;592,280;593,280;594,280;595,280;596,280;597,280;598,280;599,279;600,278;601,277;602,277;603,276;603,275;604,274;604,273;604,272;604,271;604,270;604,269;604,268;604,267;604,266;604,265;604,264;604,263;603,262;603,261;602,261;601,261;600,261;599,261;598,261;597,261;596,261;595,261;594,261;593,261;592,261;591,261;588,261"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,381,6.356350,32,sports ball,0.546516,584.615,250.378,606.375,273.069,595.495,261.723,21.760,22.691,0,450,595.178,262.002,1,"589,251;588,252;587,253;586,254;585,255;585,256;585,257;585,258;585,259;585,260;585,261;585,262;585,263;585,264;585,265;585,266;585,267;585,268;585,269;585,270;586,270;587,270;588,271;588,272;589,273;590,273;591,273;592,273;593,273;594,273;595,273;596,273;597,273;598,273;599,273;600,273;601,273;602,273;602,272;602,271;603,270;604,269;605,268;606,267;606,266;606,265;606,264;606,263;606,262;606,261;606,260;606,259;606,258;606,257;605,256;604,255;603,254;603,253;602,252;601,251;600,251;599,251;598,251;590,251"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,381,6.356350,32,sports ball,0.514479,629.636,276.035,650.865,296.438,640.250,286.237,21.229,20.402,1,373,640.375,287.000,1,"632,278;631,279;631,280;631,281;631,282;631,283;631,284;631,285;631,286;631,287;631,288;631,289;631,290;631,291;631,292;631,293;631,294;632,295;633,295;634,296;635,297;636,297;637,297;638,297;639,297;640,297;641,297;642,297;643,297;644,297;645,296;646,295;647,294;648,293;649,292;650,291;651,290;651,289;651,288;651,287;651,286;651,285;651,284;651,283;651,282;650,281;649,280;648,279;647,278;646,278;645,278;644,278;643,278;642,278;641,278;640,278;639,278;638,278;637,278;636,278;635,278;634,278;633,278"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,381,6.356350,32,sports ball,0.466953,562.056,210.457,582.557,229.071,572.306,219.764,20.502,18.615,2,334,572.189,220.353,1,"564,212;563,213;563,214;563,215;563,216;563,217;563,218;563,219;563,220;563,221;563,222;563,223;563,224;563,225;563,226;563,227;564,227;565,228;566,228;567,229;568,229;569,229;570,229;571,229;572,229;573,229;574,229;575,229;576,229;577,229;578,229;579,228;580,227;581,226;582,225;582,224;582,223;582,222;582,221;582,220;582,219;582,218;582,217;582,216;581,215;580,214;579,213;579,212;578,212;577,212;576,212;575,212;574,212;573,212;572,212;571,212;570,212;569,212;568,212;567,212;566,212;565,212"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,382,6.373033,32,sports ball,0.681758,560.322,210.839,580.602,232.187,570.462,221.513,20.280,21.348,0,375,570.205,222.669,1,"563,213;562,214;561,215;561,216;561,217;561,218;561,219;561,220;561,221;561,222;561,223;561,224;561,225;561,226;561,227;561,228;561,229;562,230;563,231;564,231;565,232;566,232;567,233;568,233;569,233;570,233;571,233;572,233;573,233;574,233;575,233;576,232;577,231;578,230;578,229;579,228;580,227;580,226;580,225;580,224;580,223;580,222;580,221;580,220;580,219;580,218;580,217;579,216;578,216;577,215;576,214;576,213;575,213;574,213;573,213;572,213;571,213;570,213;569,213;568,213;567,213;566,213;565,213;564,213"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,382,6.373033,32,sports ball,0.641582,632.105,285.788,651.688,304.744,641.897,295.266,19.584,18.956,1,336,641.792,295.747,1,"634,287;633,288;633,289;633,290;633,291;633,292;633,293;633,294;633,295;633,296;633,297;633,298;633,299;633,300;633,301;633,302;634,302;635,303;635,304;636,305;637,305;638,305;639,305;640,305;641,305;642,305;643,305;644,305;645,305;646,305;647,305;648,304;648,303;649,302;650,302;651,301;651,300;651,299;651,298;651,297;651,296;651,295;651,294;651,293;651,292;651,291;651,290;650,289;649,288;648,287;647,287;646,287;645,287;644,287;643,287;642,287;641,287;640,287;639,287;638,287;637,287;636,287;635,287"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,382,6.373033,32,sports ball,0.629160,585.955,245.498,607.296,266.310,596.625,255.904,21.341,20.811,2,377,596.859,256.743,1,"589,248;588,249;587,249;587,250;587,251;587,252;587,253;587,254;587,255;587,256;587,257;587,258;587,259;587,260;587,261;587,262;587,263;587,264;588,264;589,265;590,265;591,266;592,266;593,266;594,266;595,266;596,266;597,266;598,266;599,266;600,266;601,266;602,266;603,265;604,265;605,264;606,263;607,262;607,261;607,260;607,259;607,258;607,257;607,256;607,255;607,254;607,253;607,252;607,251;607,250;606,249;605,248;604,248;603,248;602,248;601,248;600,248;599,248;598,248;597,248;596,248;595,248;594,248;590,248"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,382,6.373033,32,sports ball,0.339007,536.392,456.332,556.498,472.684,546.445,464.508,20.106,16.352,3,286,546.126,463.857,1,"537,457;537,458;537,459;537,460;537,461;537,462;537,463;537,464;537,465;537,466;537,467;537,468;537,469;537,470;538,471;539,471;540,471;541,471;542,471;543,471;544,471;545,471;546,471;547,471;548,471;549,471;550,471;551,471;552,471;553,471;554,470;554,469;554,468;555,467;556,466;556,465;556,464;556,463;556,462;556,461;556,460;556,459;555,458;554,457;553,457;552,457;551,457;550,457;549,457;548,457;547,457;546,457;545,457;544,457;543,457;542,457;541,457;540,457;539,457;538,457"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,382,6.373033,32,sports ball,0.157254,603.213,362.507,622.969,384.958,613.091,373.732,19.756,22.451,4,377,612.525,373.454,1,"608,363;607,364;606,365;605,365;604,365;604,366;604,367;604,368;604,369;604,370;604,371;604,372;604,373;604,374;604,375;604,376;604,377;604,378;604,379;604,380;604,381;604,382;604,383;604,384;605,384;606,384;607,384;608,384;609,384;610,384;611,384;612,384;613,384;614,384;615,384;616,384;616,383;617,382;618,381;619,380;620,379;621,378;622,378;623,377;623,376;623,375;623,374;623,373;623,372;623,371;622,370;622,369;622,368;621,368;620,367;619,366;619,365;619,364;618,363;617,363;616,363;615,363;614,363;609,363"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,383,6.389717,32,sports ball,0.650667,588.045,240.600,609.064,260.819,598.555,250.709,21.020,20.219,0,375,598.347,251.347,1,"591,242;590,243;589,244;589,245;589,246;589,247;589,248;589,249;589,250;589,251;589,252;589,253;589,254;589,255;589,256;589,257;589,258;590,259;591,260;592,261;593,261;594,261;595,261;596,261;597,261;598,261;599,261;600,261;601,261;602,261;603,261;604,261;605,260;606,259;607,258;608,257;608,256;608,255;608,254;608,253;608,252;608,251;608,250;608,249;608,248;608,247;608,246;608,245;607,244;606,243;605,242;604,242;603,242;602,242;601,242;600,242;599,242;598,242;597,242;596,242;595,242;594,242;593,242;592,242"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,383,6.389717,32,sports ball,0.592358,558.977,213.844,579.777,234.863,569.377,224.353,20.800,21.018,1,375,569.291,225.525,1,"563,216;562,217;561,217;560,217;560,218;560,219;560,220;560,221;560,222;560,223;560,224;560,225;560,226;560,227;560,228;560,229;560,230;560,231;560,232;561,233;562,233;563,233;564,234;565,235;565,236;566,236;567,236;568,236;569,236;570,236;571,236;572,236;573,236;574,236;574,235;575,234;576,233;577,232;578,232;579,231;579,230;579,229;579,228;579,227;579,226;579,225;579,224;579,223;579,222;579,221;579,220;578,219;577,218;576,217;576,216;575,216;574,216;573,216;572,216;571,216;570,216;569,216;568,216;564,216"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,383,6.389717,32,sports ball,0.584243,633.012,294.949,653.018,315.315,643.015,305.132,20.005,20.365,2,373,642.445,305.158,1,"634,296;633,297;633,298;633,299;633,300;633,301;633,302;633,303;633,304;633,305;633,306;633,307;633,308;633,309;633,310;633,311;634,312;635,313;636,314;637,314;638,314;639,315;640,315;641,315;642,315;643,315;644,315;645,315;646,315;647,315;648,315;649,314;650,314;651,313;651,312;651,311;652,310;652,309;652,308;652,307;652,306;652,305;652,304;652,303;652,302;652,301;652,300;651,299;651,298;651,297;650,296;649,296;648,296;647,296;646,296;645,296;644,296;643,296;642,296;641,296;640,296;639,296;638,296;635,296"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,383,6.389717,32,sports ball,0.546615,604.238,351.855,621.394,368.595,612.816,360.225,17.156,16.740,3,288,613.132,359.854,1,"605,352;605,353;605,354;605,355;605,356;605,357;605,358;605,359;605,360;605,361;605,362;605,363;605,364;605,365;605,366;605,367;606,367;607,368;608,368;609,368;610,368;611,368;612,368;613,368;614,368;615,368;616,368;617,368;618,368;619,367;620,366;621,365;622,364;622,363;622,362;622,361;622,360;622,359;622,358;622,357;622,356;622,355;621,354;620,353;619,352;618,352;617,352;616,352;615,352;614,352;613,352;612,352;611,352;610,352;609,352;608,352;607,352;606,352"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,383,6.389717,32,sports ball,0.238487,538.557,461.363,558.636,480.627,548.597,470.995,20.079,19.264,4,343,548.280,470.306,1,"540,462;539,463;539,464;539,465;539,466;539,467;539,468;539,469;539,470;539,471;539,472;539,473;539,474;539,475;539,476;539,477;540,478;541,479;542,479;543,479;544,479;545,479;546,479;547,479;548,479;549,479;550,479;551,479;552,479;553,479;554,479;555,478;556,477;557,476;558,475;558,474;558,473;558,472;558,471;558,470;558,469;558,468;558,467;558,466;558,465;558,464;557,463;556,462;555,462;554,462;553,462;552,462;551,462;550,462;549,462;548,462;547,462;546,462;545,462;544,462;543,462;542,462;541,462"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,384,6.406400,32,sports ball,0.542353,557.601,217.510,576.554,237.912,567.078,227.711,18.954,20.401,0,334,567.398,229.192,1,"561,220;560,221;559,221;559,222;559,223;559,224;559,225;559,226;559,227;559,228;559,229;559,230;559,231;559,232;559,233;559,234;559,235;559,236;560,236;561,237;562,238;563,239;564,239;565,239;566,239;567,239;568,239;569,239;570,239;571,239;572,239;573,238;574,237;575,236;576,235;576,234;576,233;576,232;576,231;576,230;576,229;576,228;576,227;576,226;576,225;576,224;575,223;575,222;575,221;574,220;573,220;572,220;571,220;570,220;569,220;568,220;567,220;566,220;565,220;564,220;563,220;562,220"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,384,6.406400,32,sports ball,0.409541,590.512,233.993,610.203,255.311,600.358,244.652,19.690,21.317,1,372,599.970,245.782,1,"593,236;592,237;591,238;591,239;591,240;591,241;591,242;591,243;591,244;591,245;591,246;591,247;591,248;591,249;591,250;591,251;591,252;591,253;592,254;593,254;594,255;595,256;596,256;597,256;598,256;599,256;600,256;601,256;602,256;603,256;604,256;605,255;606,254;607,253;608,252;609,251;610,250;610,249;610,248;610,247;610,246;610,245;610,244;610,243;610,242;610,241;609,240;608,239;607,238;606,237;605,237;604,236;603,236;602,236;601,236;600,236;599,236;598,236;597,236;596,236;595,236;594,236"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,384,6.406400,32,sports ball,0.300835,634.116,304.649,655.271,327.417,644.693,316.033,21.155,22.768,2,408,644.620,316.250,1,"637,306;636,307;635,308;635,309;635,310;635,311;635,312;635,313;635,314;635,315;635,316;635,317;635,318;635,319;635,320;635,321;635,322;636,323;637,324;638,325;639,326;640,327;641,327;642,327;643,327;644,327;645,327;646,327;647,327;648,327;649,327;650,327;651,327;651,326;652,325;652,324;652,323;653,322;654,322;655,321;655,320;655,319;655,318;655,317;655,316;655,315;655,314;655,313;655,312;655,311;654,311;653,311;652,310;652,309;652,308;651,307;650,306;649,306;648,306;647,306;646,306;645,306;644,306;638,306"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,384,6.406400,32,sports ball,0.162010,634.756,304.826,654.854,322.133,644.805,313.480,20.098,17.307,3,320,645.044,314.353,1,"637,306;636,307;636,308;636,309;636,310;636,311;636,312;636,313;636,314;636,315;636,316;636,317;636,318;636,319;636,320;636,321;636,322;637,322;638,322;639,322;640,322;641,322;642,322;643,322;644,322;645,322;646,322;647,322;648,322;649,322;650,322;651,322;652,322;653,322;654,322;655,321;655,320;655,319;655,318;655,317;655,316;655,315;655,314;655,313;655,312;655,311;654,311;653,311;652,310;652,309;652,308;651,307;650,306;649,306;648,306;647,306;646,306;645,306;644,306;643,306;642,306;641,306;640,306;638,306"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,385,6.423083,32,sports ball,0.656022,555.447,221.558,575.182,241.843,565.315,231.700,19.735,20.286,0,356,565.390,233.065,1,"559,224;558,225;557,225;556,225;556,226;556,227;556,228;556,229;556,230;556,231;556,232;556,233;556,234;556,235;556,236;556,237;556,238;557,239;558,239;559,240;560,241;560,242;561,243;562,243;563,243;564,243;565,243;566,243;567,243;568,243;569,243;570,243;571,242;572,241;573,240;574,239;575,238;575,237;575,236;575,235;575,234;575,233;575,232;575,231;575,230;575,229;575,228;574,227;573,226;572,225;572,224;571,224;570,224;569,224;568,224;567,224;566,224;565,224;564,224;563,224;562,224;561,224;560,224"
