video,frame,time_seconds,class_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,width,height,frame_local_instance_index,mask_area_px,mask_centroid_x,mask_centroid_y,mask_centroid_valid,polygon_points
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,184,3.069733,32,sports ball,0.519742,555.968,204.975,576.582,225.279,566.275,215.127,20.614,20.303,2,393,565.878,215.511,1,"559,206;558,207;557,208;556,209;556,210;556,211;556,212;556,213;556,214;556,215;556,216;556,217;556,218;556,219;556,220;556,221;556,222;556,223;557,224;558,224;559,224;560,225;561,225;562,225;563,225;564,225;565,225;566,225;567,225;568,225;569,225;570,225;571,225;572,225;573,224;574,224;575,223;575,222;576,221;576,220;576,219;576,218;576,217;576,216;576,215;576,214;576,213;576,212;576,211;576,210;575,209;574,208;574,207;573,206;572,206;571,206;570,206;569,206;568,206;567,206;566,206;565,206;564,206;560,206"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,185,3.086417,32,sports ball,0.707108,602.061,220.394,623.216,241.058,612.638,230.726,21.155,20.664,0,374,612.414,231.184,1,"604,222;604,223;603,224;603,225;603,226;603,227;603,228;603,229;603,230;603,231;603,232;603,233;603,234;603,235;603,236;603,237;603,238;603,239;604,239;605,239;606,240;607,241;608,241;609,241;610,241;611,241;612,241;613,241;614,241;615,241;616,241;617,240;618,239;619,238;620,237;621,237;622,237;623,236;623,235;623,234;623,233;623,232;623,231;623,230;623,229;623,228;623,227;623,226;622,226;621,226;620,225;620,224;619,223;619,222;618,222;617,222;616,222;615,222;614,222;613,222;612,222;611,222;610,222;605,222"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,185,3.086417,32,sports ball,0.697200,661.182,326.751,682.221,347.846,671.702,337.298,21.039,21.095,1,393,671.178,337.181,1,"662,328;661,329;661,330;661,331;661,332;661,333;661,334;661,335;661,336;661,337;661,338;661,339;661,340;661,341;661,342;661,343;662,344;663,344;664,344;665,345;666,346;667,347;668,347;669,347;670,347;671,347;672,347;673,347;674,347;675,347;676,347;677,347;678,347;678,346;678,345;679,344;680,343;681,343;682,343;682,342;682,341;682,340;682,339;682,338;682,337;682,336;682,335;682,334;682,333;681,332;680,331;679,330;678,329;677,328;676,328;675,328;674,328;673,328;672,328;671,328;670,328;669,328;668,328;663,328"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,185,3.086417,32,sports ball,0.685921,553.791,208.330,575.052,229.085,564.422,218.708,21.262,20.755,2,387,564.667,219.509,1,"557,210;556,211;555,212;555,213;555,214;555,215;555,216;555,217;555,218;555,219;555,220;555,221;555,222;555,223;555,224;555,225;555,226;555,227;556,227;557,228;558,228;559,229;560,229;561,229;562,229;563,229;564,229;565,229;566,229;567,229;568,229;569,229;570,229;571,229;572,228;573,227;574,226;575,225;575,224;575,223;575,222;575,221;575,220;575,219;575,218;575,217;575,216;575,215;574,214;574,213;573,213;572,212;571,211;570,210;569,210;568,210;567,210;566,210;565,210;564,210;563,210;562,210;561,210;558,210"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,185,3.086417,32,sports ball,0.650493,608.210,308.897,625.147,328.924,616.678,318.911,16.937,20.026,3,311,616.431,319.412,1,"609,310;609,311;609,312;609,313;609,314;609,315;609,316;609,317;609,318;609,319;609,320;609,321;609,322;609,323;609,324;609,325;609,326;609,327;610,328;611,329;612,329;613,329;614,329;615,329;616,329;617,329;618,329;619,329;620,329;621,329;622,329;623,328;624,327;624,326;624,325;624,324;624,323;624,322;624,321;624,320;624,319;624,318;624,317;624,316;624,315;624,314;624,313;624,312;623,311;622,310;621,310;620,310;619,310;618,310;617,310;616,310;615,310;614,310;613,310;612,310;611,310;610,310"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,185,3.086417,32,sports ball,0.351676,547.349,471.439,568.627,491.613,557.988,481.526,21.277,20.173,4,388,557.735,480.129,1,"548,471;548,472;548,473;548,474;548,475;548,476;548,477;548,478;548,479;548,480;548,481;548,482;548,483;548,484;548,485;549,486;549,487;550,488;551,489;551,490;552,490;553,490;554,490;555,490;556,490;557,490;558,490;559,490;560,490;561,490;562,490;563,490;564,489;565,488;566,487;567,486;568,485;568,484;568,483;568,482;568,481;568,480;568,479;568,478;568,477;568,476;568,475;567,474;567,473;566,472;565,471;564,471;563,471;562,471;561,471;560,471;559,471;558,471;557,471;556,471;555,471;554,471;553,471;549,471"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,186,3.103100,32,sports ball,0.833410,664.179,338.918,683.908,359.536,674.043,349.227,19.729,20.618,0,349,673.840,349.244,1,"666,340;665,341;665,342;665,343;665,344;665,345;665,346;665,347;665,348;665,349;665,350;665,351;665,352;665,353;665,354;665,355;666,355;667,356;668,357;668,358;668,359;669,359;670,359;671,359;672,359;673,359;674,359;675,359;676,359;677,359;678,359;679,359;680,358;681,357;682,356;683,355;683,354;683,353;683,352;683,351;683,350;683,349;683,348;683,347;683,346;683,345;683,344;682,343;681,342;680,341;680,340;679,340;678,340;677,340;676,340;675,340;674,340;673,340;672,340;671,340;670,340;669,340;668,340;667,340"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,186,3.103100,32,sports ball,0.781696,552.720,211.446,573.416,232.894,563.068,222.170,20.696,21.449,1,416,563.038,223.159,1,"556,213;555,214;554,215;553,216;553,217;553,218;553,219;553,220;553,221;553,222;553,223;553,224;553,225;553,226;553,227;553,228;553,229;553,230;554,231;555,232;556,233;557,233;558,233;559,233;560,233;561,233;562,233;563,233;564,233;565,233;566,233;567,233;568,233;569,233;570,233;571,232;572,231;572,230;572,229;573,228;574,228;574,227;574,226;574,225;574,224;574,223;574,222;574,221;574,220;574,219;573,218;572,217;571,216;570,215;569,214;568,213;567,213;566,213;565,213;564,213;563,213;562,213;561,213;557,213"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,186,3.103100,32,sports ball,0.659581,603.040,217.013,624.064,237.753,613.552,227.383,21.024,20.740,2,401,613.586,228.015,1,"607,218;606,219;605,220;604,221;604,222;604,223;604,224;604,225;604,226;604,227;604,228;604,229;604,230;604,231;604,232;604,233;604,234;605,235;605,236;606,236;607,237;608,238;609,239;610,239;611,239;612,239;613,239;614,239;615,239;616,239;617,239;618,238;619,237;620,236;621,235;622,234;623,233;624,232;624,231;624,230;624,229;624,228;624,227;624,226;624,225;624,224;623,223;623,222;622,221;622,220;621,219;620,218;619,218;618,218;617,218;616,218;615,218;614,218;613,218;612,218;611,218;610,218;609,218;608,218"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,186,3.103100,32,sports ball,0.621850,606.139,297.047,624.671,317.457,615.405,307.252,18.532,20.409,3,348,615.046,308.037,1,"608,298;608,299;607,300;607,301;607,302;607,303;607,304;607,305;607,306;607,307;607,308;607,309;607,310;607,311;607,312;607,313;607,314;607,315;607,316;607,317;608,317;609,318;610,318;611,318;612,318;613,318;614,318;615,318;616,318;617,318;618,318;619,318;620,317;621,317;622,316;623,315;623,314;624,313;624,312;624,311;624,310;624,309;624,308;624,307;624,306;624,305;624,304;624,303;623,302;622,301;621,300;620,299;620,298;619,298;618,298;617,298;616,298;615,298;614,298;613,298;612,298;611,298;610,298;609,298"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,187,3.119783,32,sports ball,0.823713,665.455,352.424,685.037,371.668,675.246,362.046,19.582,19.244,0,318,675.267,361.692,1,"667,353;667,354;667,355;667,356;667,357;667,358;667,359;667,360;667,361;667,362;667,363;667,364;667,365;667,366;667,367;667,368;668,369;669,370;670,370;671,371;672,371;673,371;674,371;675,371;676,371;677,371;678,371;679,371;680,370;681,370;682,369;683,368;684,367;684,366;684,365;684,364;684,363;684,362;684,361;684,360;684,359;684,358;684,357;684,356;683,355;682,354;681,353;680,353;679,353;678,353;677,353;676,353;675,353;674,353;673,353;672,353;671,353;670,353;669,353;668,353"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,187,3.119783,32,sports ball,0.716285,550.542,216.337,571.827,238.095,561.184,227.216,21.286,21.758,1,411,560.679,228.277,1,"554,218;553,219;553,220;552,221;551,221;551,222;551,223;551,224;551,225;551,226;551,227;551,228;551,229;551,230;551,231;551,232;551,233;551,234;551,235;552,236;553,237;554,238;555,239;556,239;557,239;558,239;559,239;560,239;561,239;562,239;563,239;564,239;565,239;566,238;567,237;568,236;569,235;570,234;571,233;571,232;571,231;571,230;571,229;571,228;571,227;571,226;571,225;571,224;571,223;571,222;570,221;569,221;568,221;567,220;567,219;567,218;566,218;565,218;564,218;563,218;562,218;561,218;560,218;555,218"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,187,3.119783,32,sports ball,0.619930,603.623,286.163,624.252,307.518,613.938,296.840,20.628,21.356,2,395,613.706,297.033,1,"607,287;607,288;606,289;605,290;604,291;604,292;604,293;604,294;604,295;604,296;604,297;604,298;604,299;604,300;604,301;604,302;604,303;604,304;604,305;605,305;606,305;607,306;608,307;609,307;610,307;611,307;612,307;613,307;614,307;615,307;616,307;617,307;618,307;619,307;620,306;621,305;622,304;623,303;624,302;624,301;624,300;624,299;624,298;624,297;624,296;624,295;624,294;624,293;624,292;623,291;622,290;621,289;620,288;619,287;618,287;617,287;616,287;615,287;614,287;613,287;612,287;611,287;610,287;608,287"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,187,3.119783,32,sports ball,0.525031,604.741,214.729,625.225,234.354,614.983,224.542,20.484,19.626,3,357,614.521,225.745,1,"607,217;606,218;605,219;605,220;605,221;605,222;605,223;605,224;605,225;605,226;605,227;605,228;605,229;605,230;605,231;605,232;606,232;607,233;608,234;609,235;610,235;611,235;612,235;613,235;614,235;615,235;616,235;617,235;618,235;619,235;620,235;621,234;622,233;623,233;624,232;624,231;624,230;624,229;624,228;624,227;624,226;624,225;624,224;624,223;624,222;624,221;624,220;623,219;623,218;623,217;622,217;621,217;620,217;619,217;618,217;617,217;616,217;615,217;614,217;613,217;612,217;611,217;610,217;608,217"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,187,3.119783,32,sports ball,0.451191,552.789,473.735,573.644,493.513,563.216,483.624,20.855,19.778,4,379,563.137,482.602,1,"553,474;553,475;553,476;553,477;553,478;553,479;553,480;553,481;553,482;553,483;553,484;553,485;553,486;553,487;554,488;555,489;556,490;557,491;558,491;559,491;560,492;560,493;561,493;562,493;563,493;564,493;565,493;566,493;567,493;568,493;569,492;570,491;570,490;571,489;571,488;571,487;572,486;573,485;574,484;574,483;574,482;574,481;574,480;574,479;574,478;574,477;573,476;572,475;571,474;570,474;569,474;568,474;567,474;566,474;565,474;564,474;563,474;562,474;561,474;560,474;559,474;558,474;557,474;554,474"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,188,3.136467,32,sports ball,0.653154,548.637,223.955,569.731,243.180,559.184,233.567,21.094,19.225,0,389,559.165,234.087,1,"551,225;550,226;549,227;549,228;549,229;549,230;549,231;549,232;549,233;549,234;549,235;549,236;549,237;549,238;549,239;550,240;551,241;552,242;553,243;554,244;555,244;556,244;557,244;558,244;559,244;560,244;561,244;562,244;563,244;564,244;565,243;566,242;567,241;568,240;569,239;570,238;570,237;570,236;570,235;570,234;570,233;570,232;570,231;570,230;570,229;569,229;568,228;567,227;567,226;566,225;565,225;564,225;563,225;562,225;561,225;560,225;559,225;558,225;557,225;556,225;555,225;554,225;553,225;552,225"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,188,3.136467,32,sports ball,0.565881,669.201,365.917,686.669,384.962,677.935,375.440,17.468,19.044,1,318,677.415,375.412,1,"669,367;669,368;669,369;669,370;669,371;669,372;669,373;669,374;669,375;669,376;669,377;669,378;669,379;669,380;669,381;669,382;669,383;669,384;670,384;671,384;672,384;673,384;674,384;675,384;676,384;677,384;678,384;679,384;680,384;681,384;682,384;683,383;684,382;685,381;686,380;687,380;687,379;687,378;687,377;687,376;687,375;687,374;687,373;687,372;687,371;686,370;685,369;684,368;683,367;682,367;681,367;680,367;679,367;678,367;677,367;676,367;675,367;674,367;673,367;672,367;671,367;670,367"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,188,3.136467,32,sports ball,0.399547,606.306,212.940,626.429,232.727,616.367,222.833,20.123,19.787,2,370,616.184,223.581,1,"610,214;609,215;608,216;607,216;607,217;607,218;607,219;607,220;607,221;607,222;607,223;607,224;607,225;607,226;607,227;607,228;607,229;607,230;607,231;608,232;609,233;610,233;611,233;612,233;613,233;614,233;615,233;616,233;617,233;618,233;619,233;620,233;621,233;622,233;623,232;624,231;625,230;626,229;626,228;626,227;626,226;626,225;626,224;626,223;626,222;626,221;626,220;626,219;625,218;624,217;624,216;623,215;622,214;621,214;620,214;619,214;618,214;617,214;616,214;615,214;614,214;613,214;612,214;611,214"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,188,3.136467,32,sports ball,0.183363,602.385,276.963,622.574,297.943,612.479,287.453,20.189,20.980,3,391,612.361,287.701,1,"605,278;604,279;603,279;603,280;603,281;603,282;603,283;603,284;603,285;603,286;603,287;603,288;603,289;603,290;603,291;603,292;603,293;603,294;603,295;604,295;605,296;606,297;607,298;608,298;609,298;610,298;611,298;612,298;613,298;614,298;615,298;616,298;617,297;618,297;619,297;620,296;621,295;622,294;622,293;622,292;622,291;622,290;622,289;622,288;622,287;622,286;622,285;622,284;622,283;622,282;622,281;621,280;620,279;619,278;618,278;617,278;616,278;615,278;614,278;613,278;612,278;611,278;610,278;606,278"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,189,3.153150,32,sports ball,0.781483,670.368,376.198,687.918,393.597,679.143,384.898,17.550,17.399,0,270,678.767,384.652,1,"671,377;671,378;671,379;671,380;671,381;671,382;671,383;671,384;671,385;671,386;671,387;671,388;671,389;671,390;671,391;672,392;673,392;674,392;675,393;676,393;677,393;678,393;679,393;680,393;681,393;682,393;683,392;684,392;685,391;686,390;687,389;687,388;687,387;687,386;687,385;687,384;687,383;687,382;687,381;687,380;687,379;686,378;685,377;684,377;683,377;682,377;681,377;680,377;679,377;678,377;677,377;676,377;675,377;674,377;673,377;672,377"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,189,3.153150,32,sports ball,0.605694,601.292,267.835,621.673,288.309,611.482,278.072,20.381,20.473,1,413,611.254,278.615,1,"604,269;603,270;602,271;601,272;601,273;601,274;601,275;601,276;601,277;601,278;601,279;601,280;601,281;601,282;601,283;601,284;601,285;601,286;602,286;603,286;604,287;605,288;606,288;607,289;608,289;609,289;610,289;611,289;612,289;613,289;614,289;615,289;616,289;617,288;618,287;619,286;620,285;621,284;622,283;622,282;622,281;622,280;622,279;622,278;622,277;622,276;622,275;622,274;622,273;621,272;620,271;619,270;619,269;618,269;617,269;616,269;615,269;614,269;613,269;612,269;611,269;610,269;609,269;605,269"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,189,3.153150,32,sports ball,0.549882,546.744,227.938,567.309,249.337,557.026,238.637,20.565,21.399,2,398,557.332,239.156,1,"551,229;550,230;549,231;548,232;548,233;548,234;548,235;548,236;548,237;548,238;548,239;548,240;548,241;548,242;548,243;548,244;548,245;548,246;549,247;550,248;551,249;552,249;553,250;554,250;555,250;556,250;557,250;558,250;559,250;560,250;561,250;562,250;563,249;564,248;564,247;565,246;566,245;567,244;567,243;567,242;567,241;567,240;567,239;567,238;567,237;567,236;567,235;567,234;567,233;566,232;566,231;565,230;564,229;563,229;562,229;561,229;560,229;559,229;558,229;557,229;556,229;555,229;554,229;552,229"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,189,3.153150,32,sports ball,0.539208,607.234,210.871,628.422,230.358,617.828,220.615,21.188,19.487,3,367,617.766,221.529,1,"608,213;608,214;608,215;608,216;608,217;608,218;608,219;608,220;608,221;608,222;608,223;608,224;608,225;608,226;608,227;608,228;609,228;610,228;611,229;612,230;612,231;613,231;614,231;615,231;616,231;617,231;618,231;619,231;620,231;621,231;622,231;623,231;623,230;624,229;625,228;626,228;627,227;628,227;628,226;628,225;628,224;628,223;628,222;628,221;628,220;628,219;628,218;628,217;628,216;627,215;626,214;626,213;625,213;624,213;623,213;622,213;621,213;620,213;619,213;618,213;617,213;616,213;615,213;609,213"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,189,3.153150,32,sports ball,0.288843,560.094,462.051,579.525,479.952,569.810,471.001,19.431,17.902,4,300,569.710,469.557,1,"561,462;561,463;561,464;561,465;561,466;561,467;561,468;561,469;561,470;561,471;561,472;561,473;561,474;561,475;562,476;563,477;564,478;565,478;566,478;567,478;568,478;569,478;570,478;571,478;572,478;573,478;574,478;575,478;575,477;576,476;577,475;578,474;578,473;578,472;579,471;579,470;579,469;579,468;579,467;579,466;579,465;579,464;579,463;578,462;577,462;576,462;575,462;574,462;573,462;572,462;571,462;570,462;569,462;568,462;567,462;566,462;565,462;564,462;563,462;562,462"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,190,3.169833,32,sports ball,0.720728,544.752,234.225,566.082,255.594,555.417,244.909,21.330,21.369,0,403,555.186,245.864,1,"549,236;548,237;547,238;546,239;545,240;545,241;545,242;545,243;545,244;545,245;545,246;545,247;545,248;545,249;545,250;545,251;545,252;545,253;546,253;547,253;548,254;549,255;550,256;551,256;552,256;553,256;554,256;555,256;556,256;557,256;558,256;559,256;560,256;561,255;562,254;563,253;564,252;565,251;566,250;566,249;566,248;566,247;566,246;566,245;566,244;566,243;566,242;566,241;565,240;564,239;563,238;562,237;561,237;560,236;559,236;558,236;557,236;556,236;555,236;554,236;553,236;552,236;551,236;550,236"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,190,3.169833,32,sports ball,0.683170,670.696,385.484,689.526,401.352,680.111,393.418,18.830,15.868,1,282,680.560,393.223,1,"673,386;672,387;672,388;672,389;672,390;672,391;672,392;672,393;672,394;672,395;672,396;672,397;672,398;672,399;673,400;673,401;674,401;675,401;676,401;677,401;678,401;679,401;680,401;681,401;682,401;683,401;684,401;685,401;686,401;686,400;687,399;687,398;688,397;689,396;690,396;690,395;690,394;690,393;690,392;690,391;690,390;690,389;690,388;689,387;688,386;687,386;686,386;685,386;684,386;683,386;682,386;681,386;680,386;679,386;678,386;677,386;676,386;675,386;674,386"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,190,3.169833,32,sports ball,0.585897,600.348,259.243,620.469,280.180,610.408,269.711,20.121,20.937,2,374,610.179,270.348,1,"603,261;602,262;601,262;601,263;601,264;601,265;601,266;601,267;601,268;601,269;601,270;601,271;601,272;601,273;601,274;601,275;601,276;601,277;602,277;603,278;604,279;605,280;605,281;606,281;607,281;608,281;609,281;610,281;611,281;612,281;613,281;614,281;614,280;615,279;616,278;617,277;618,277;619,276;619,275;620,274;620,273;620,272;620,271;620,270;620,269;620,268;620,267;620,266;620,265;619,264;619,263;618,262;618,261;617,261;616,261;615,261;614,261;613,261;612,261;611,261;610,261;609,261;608,261;604,261"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,190,3.169833,32,sports ball,0.569877,609.113,210.087,629.786,229.537,619.449,219.812,20.673,19.450,3,399,619.105,220.995,1,"609,212;609,213;609,214;609,215;609,216;609,217;609,218;609,219;609,220;609,221;609,222;609,223;609,224;609,225;609,226;609,227;609,228;610,228;611,228;612,229;613,230;614,231;615,231;616,231;617,231;618,231;619,231;620,231;621,231;622,231;623,231;624,231;625,230;626,229;627,228;628,227;629,226;630,225;630,224;630,223;630,222;630,221;630,220;630,219;630,218;630,217;630,216;629,215;628,214;628,213;627,212;626,212;625,212;624,212;623,212;622,212;621,212;620,212;619,212;618,212;617,212;616,212;615,212;610,212"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,190,3.169833,32,sports ball,0.385297,562.106,450.546,582.425,471.013,572.266,460.780,20.319,20.467,4,393,571.959,459.952,1,"563,450;563,451;563,452;563,453;563,454;563,455;563,456;563,457;563,458;563,459;563,460;563,461;563,462;563,463;563,464;563,465;563,466;563,467;563,468;563,469;564,470;565,470;566,470;567,470;568,470;569,470;570,470;571,470;572,470;573,470;574,470;575,470;576,470;577,470;578,470;579,469;580,468;580,467;580,466;581,465;582,464;582,463;582,462;582,461;582,460;582,459;582,458;582,457;582,456;582,455;582,454;581,454;580,453;579,452;579,451;578,450;577,450;576,450;575,450;574,450;573,450;572,450;571,450;564,450"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,191,3.186517,32,sports ball,0.720135,671.255,393.592,689.732,410.623,680.493,402.108,18.476,17.031,0,280,680.600,401.404,1,"673,394;672,395;672,396;672,397;672,398;672,399;672,400;672,401;672,402;672,403;672,404;672,405;672,406;672,407;672,408;673,408;674,408;675,408;676,409;677,409;678,409;679,409;680,409;681,409;682,409;683,409;684,409;685,409;686,409;687,408;688,407;689,406;690,405;690,404;690,403;690,402;690,401;690,400;690,399;690,398;690,397;689,397;688,396;687,395;686,394;685,394;684,394;683,394;682,394;681,394;680,394;679,394;678,394;677,394;676,394;675,394;674,394"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,191,3.186517,32,sports ball,0.707565,610.728,209.683,631.588,228.871,621.158,219.277,20.860,19.188,1,341,621.076,220.349,1,"612,212;612,213;612,214;612,215;612,216;612,217;612,218;612,219;612,220;612,221;612,222;612,223;612,224;612,225;612,226;612,227;612,228;613,229;614,229;615,229;616,229;617,229;618,229;619,229;620,229;621,229;622,229;623,229;624,229;625,229;626,229;627,228;628,228;629,227;630,226;630,225;631,224;631,223;631,222;631,221;631,220;631,219;631,218;631,217;631,216;630,215;630,214;630,213;629,213;628,212;627,212;626,212;625,212;624,212;623,212;622,212;621,212;620,212;619,212;618,212;617,212;616,212;615,212;613,212"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,191,3.186517,32,sports ball,0.648363,598.639,250.677,620.056,271.927,609.348,261.302,21.417,21.250,2,398,609.093,262.256,1,"601,253;600,254;599,255;599,256;599,257;599,258;599,259;599,260;599,261;599,262;599,263;599,264;599,265;599,266;599,267;599,268;599,269;600,269;601,270;602,271;603,272;604,272;605,272;606,272;607,272;608,272;609,272;610,272;611,272;612,272;613,272;614,272;615,272;615,271;616,270;617,269;618,269;619,268;619,267;620,266;620,265;620,264;620,263;620,262;620,261;620,260;620,259;620,258;619,257;618,256;618,255;617,254;616,253;615,253;614,253;613,253;612,253;611,253;610,253;609,253;608,253;607,253;606,253;602,253"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,191,3.186517,32,sports ball,0.583650,544.117,242.449,564.563,263.243,554.340,252.846,20.446,20.794,3,386,554.451,253.469,1,"546,244;545,245;545,246;545,247;545,248;545,249;545,250;545,251;545,252;545,253;545,254;545,255;545,256;545,257;545,258;545,259;546,260;547,261;548,262;549,263;550,264;551,264;552,264;553,264;554,264;555,264;556,264;557,264;558,264;559,264;560,264;560,263;560,262;561,261;562,261;563,260;564,260;564,259;564,258;564,257;564,256;564,255;564,254;564,253;564,252;564,251;564,250;564,249;564,248;564,247;563,246;563,245;562,244;561,244;560,244;559,244;558,244;557,244;556,244;555,244;554,244;553,244;552,244;547,244"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,191,3.186517,32,sports ball,0.356689,566.849,438.678,583.083,457.898,574.966,448.288,16.234,19.220,4,276,575.351,447.656,1,"569,439;568,440;568,441;568,442;568,443;568,444;568,445;568,446;568,447;568,448;568,449;568,450;568,451;568,452;568,453;569,454;570,455;571,456;572,457;573,457;574,457;575,457;576,457;577,457;578,457;579,457;580,456;581,455;582,454;583,453;583,452;583,451;583,450;583,449;583,448;583,447;583,446;583,445;583,444;583,443;582,442;582,441;581,440;580,439;579,439;578,439;577,439;576,439;575,439;574,439;573,439;572,439;571,439;570,439"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,191,3.186517,32,sports ball,0.225046,570.066,439.014,583.383,457.681,576.725,448.347,13.318,18.667,5,231,576.684,447.784,1,"571,439;571,440;571,441;571,442;571,443;571,444;571,445;571,446;571,447;571,448;571,449;571,450;571,451;571,452;571,453;571,454;571,455;571,456;572,457;573,457;574,457;575,457;576,457;577,457;578,457;579,457;580,456;581,455;582,454;583,453;583,452;583,451;583,450;583,449;583,448;583,447;583,446;583,445;583,444;583,443;582,442;582,441;582,440;581,439;580,439;579,439;578,439;577,439;576,439;575,439;574,439;573,439;572,439"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,192,3.203200,32,sports ball,0.603314,611.824,209.475,633.224,228.775,622.524,219.125,21.399,19.300,0,353,621.618,220.181,1,"612,212;612,213;612,214;612,215;612,216;612,217;612,218;612,219;612,220;612,221;612,222;612,223;612,224;612,225;612,226;612,227;613,228;614,228;615,228;616,229;617,229;618,229;619,229;620,229;621,229;622,229;623,229;624,229;625,229;626,229;627,229;628,228;629,227;630,226;631,225;632,224;632,223;632,222;632,221;632,220;632,219;632,218;632,217;632,216;631,215;631,214;631,213;630,212;629,212;628,212;627,212;626,212;625,212;624,212;623,212;622,212;621,212;620,212;619,212;618,212;617,212;616,212;615,212;613,212"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,192,3.203200,32,sports ball,0.578429,670.141,402.073,688.445,419.015,679.293,410.544,18.303,16.941,1,281,678.786,409.580,1,"671,402;671,403;671,404;671,405;671,406;671,407;671,408;671,409;671,410;671,411;671,412;671,413;671,414;671,415;671,416;671,417;672,418;673,419;674,419;675,419;676,419;677,419;678,419;679,418;680,417;681,417;682,417;683,416;684,415;685,414;686,413;687,413;688,412;688,411;688,410;688,409;688,408;688,407;688,406;688,405;688,404;687,403;687,402;686,402;685,402;684,402;683,402;682,402;681,402;680,402;679,402;678,402;677,402;676,402;675,402;674,402;673,402;672,402"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,192,3.203200,32,sports ball,0.475624,597.876,242.103,620.193,264.521,609.034,253.312,22.317,22.418,2,430,608.867,254.412,1,"601,244;601,245;600,246;599,247;599,248;599,249;599,250;599,251;599,252;599,253;599,254;599,255;599,256;599,257;599,258;599,259;599,260;599,261;599,262;600,263;600,264;601,264;602,264;603,265;604,265;605,265;606,265;607,265;608,265;609,265;610,265;611,265;612,265;613,265;614,265;615,264;615,263;616,262;617,261;618,261;619,260;620,259;620,258;620,257;620,256;620,255;620,254;620,253;620,252;620,251;620,250;619,249;618,248;617,247;616,246;615,245;615,244;614,244;613,244;612,244;611,244;610,244;609,244;602,244"
youtube_juggling_for_data_analysis_eh1I3SlZn48_075_090.mp4,192,3.203200,32,sports ball,0.408055,541.301,248.837,562.466,270.034,551.883,259.436,21.165,21.197,3,414,551.551,259.838,1,"546,250;545,251;544,252;543,253;542,254;541,255;541,256;541,257;541,258;541,259;541,260;541,261;541,262;541,263;541,264;541,265;541,266;542,267;543,268;544,269;545,270;546,270;547,270;548,270;549,270;550,270;551,270;552,270;553,270;554,270;555,270;556,270;557,269;558,269;559,268;559,267;560,266;561,265;562,265;562,264;562,263;562,262;562,261;562,260;562,259;562,258;562,257;562,256;562,255;562,254;562,253;561,252;560,251;560,250;559,250;558,250;557,250;556,250;555,250;554,250;553,250;552,250;551,250;547,250"
