frame,event_type,track_id,action,resolved_hand,matched_source_track_id,pending_before,pending_after
173,HAND_EXIT,22,MATCHED_FIFO,LEFT,15,T9:{RIGHT};T14:{RIGHT};T15:{LEFT};T13:{LEFT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT},T9:{RIGHT};T14:{RIGHT};T13:{LEFT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT}
178,HAND_ENTRY,16,PENDING_ENTRY,,,T9:{RIGHT};T14:{RIGHT};T13:{LEFT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT},T9:{RIGHT};T14:{RIGHT};T13:{LEFT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT}
196,HAND_ENTRY,22,PENDING_ENTRY,,,T9:{RIGHT};T14:{RIGHT};T13:{LEFT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT},T9:{RIGHT};T14:{RIGHT};T13:{LEFT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT}
199,HAND_ENTRY,24,PENDING_ENTRY,,,T9:{RIGHT};T14:{RIGHT};T13:{LEFT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT},T9:{RIGHT};T14:{RIGHT};T13:{LEFT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT}
204,HAND_EXIT,25,MATCHED_FIFO,LEFT,13,T9:{RIGHT};T14:{RIGHT};T13:{LEFT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT},T9:{RIGHT};T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT}
209,HAND_ENTRY,25,PENDING_ENTRY,,,T9:{RIGHT};T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT},T9:{RIGHT};T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT}
217,HAND_ENTRY,23,PENDING_ENTRY,,,T9:{RIGHT};T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT},T9:{RIGHT};T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT}
235,HAND_ENTRY,29,PENDING_ENTRY,,,T9:{RIGHT};T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT},T9:{RIGHT};T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT}
236,HAND_ENTRY,27,PENDING_ENTRY,,,T9:{RIGHT};T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT},T9:{RIGHT};T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT}
242,HAND_EXIT,30,MATCHED_FIFO,RIGHT,9,T9:{RIGHT};T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT},T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT}
244,HAND_ENTRY,30,PENDING_ENTRY,,,T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT},T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT}
248,HAND_EXIT,31,MATCHED_FIFO,LEFT,20,T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT},T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT}
253,HAND_ENTRY,26,PENDING_ENTRY,,,T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT},T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT}
265,HAND_EXIT,33,MATCHED_FIFO,RIGHT,14,T14:{RIGHT};T17:{RIGHT};T19:{RIGHT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT},T17:{RIGHT};T19:{RIGHT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT}
276,HAND_ENTRY,31,PENDING_ENTRY,,,T17:{RIGHT};T19:{RIGHT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT},T17:{RIGHT};T19:{RIGHT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT}
277,HAND_ENTRY,33,PENDING_ENTRY,,,T17:{RIGHT};T19:{RIGHT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT},T17:{RIGHT};T19:{RIGHT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT}
283,HAND_EXIT,34,MATCHED_FIFO,LEFT,22,T17:{RIGHT};T19:{RIGHT};T16:{RIGHT};T22:{LEFT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT},T17:{RIGHT};T19:{RIGHT};T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT}
283,HAND_ENTRY,34,PENDING_ENTRY,,,T17:{RIGHT};T19:{RIGHT};T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT},T17:{RIGHT};T19:{RIGHT};T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT}
289,HAND_EXIT,35,MATCHED_FIFO,RIGHT,17,T17:{RIGHT};T19:{RIGHT};T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT},T19:{RIGHT};T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT}
294,HAND_ENTRY,32,PENDING_ENTRY,,,T19:{RIGHT};T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT},T19:{RIGHT};T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT}
313,HAND_ENTRY,35,PENDING_ENTRY,,,T19:{RIGHT};T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT},T19:{RIGHT};T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT}
315,HAND_ENTRY,38,PENDING_ENTRY,,,T19:{RIGHT};T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT},T19:{RIGHT};T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT}
319,HAND_EXIT,39,MATCHED_FIFO,RIGHT,19,T19:{RIGHT};T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT},T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT}
323,HAND_ENTRY,39,PENDING_ENTRY,,,T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT},T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT}
326,HAND_EXIT,40,MATCHED_FIFO,LEFT,25,T16:{RIGHT};T24:{RIGHT};T25:{LEFT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT},T16:{RIGHT};T24:{RIGHT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT}
328,HAND_EXIT,41,MATCHED_FIFO,RIGHT,16,T16:{RIGHT};T24:{RIGHT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT},T24:{RIGHT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT}
333,HAND_ENTRY,36,PENDING_ENTRY,,,T24:{RIGHT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT},T24:{RIGHT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT}
338,HAND_EXIT,42,MATCHED_FIFO,LEFT,23,T24:{RIGHT};T23:{LEFT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT},T24:{RIGHT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT}
345,HAND_EXIT,43,MATCHED_FIFO,RIGHT,24,T24:{RIGHT};T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT},T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT}
354,HAND_ENTRY,42,PENDING_ENTRY,,,T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT},T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT}
355,HAND_ENTRY,43,PENDING_ENTRY,,,T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT},T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT}
363,HAND_EXIT,45,MATCHED_FIFO,LEFT,29,T29:{LEFT};T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT},T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT}
363,HAND_ENTRY,45,PENDING_ENTRY,,,T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT},T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT}
370,HAND_EXIT,47,MATCHED_FIFO,RIGHT,27,T27:{RIGHT};T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT},T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT}
373,HAND_ENTRY,41,PENDING_ENTRY,,,T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT},T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT};T41:{LEFT}
391,HAND_ENTRY,48,PENDING_ENTRY,,,T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT};T41:{LEFT},T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT};T41:{LEFT};T48:{LEFT}
394,HAND_ENTRY,47,PENDING_ENTRY,,,T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT};T41:{LEFT};T48:{LEFT},T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT};T41:{LEFT};T48:{LEFT};T47:{RIGHT}
397,HAND_EXIT,49,MATCHED_FIFO,RIGHT,30,T30:{RIGHT};T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT};T41:{LEFT};T48:{LEFT};T47:{RIGHT},T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT};T41:{LEFT};T48:{LEFT};T47:{RIGHT}
400,HAND_ENTRY,49,PENDING_ENTRY,,,T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT};T41:{LEFT};T48:{LEFT};T47:{RIGHT},T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT};T41:{LEFT};T48:{LEFT};T47:{RIGHT};T49:{RIGHT}
404,HAND_EXIT,50,MATCHED_FIFO,LEFT,31,T26:{RIGHT};T31:{LEFT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT};T41:{LEFT};T48:{LEFT};T47:{RIGHT};T49:{RIGHT},T26:{RIGHT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT};T41:{LEFT};T48:{LEFT};T47:{RIGHT};T49:{RIGHT}
410,HAND_ENTRY,46,PENDING_ENTRY,,,T26:{RIGHT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT};T41:{LEFT};T48:{LEFT};T47:{RIGHT};T49:{RIGHT},T26:{RIGHT};T33:{RIGHT};T34:{LEFT};T32:{LEFT};T35:{RIGHT};T38:{LEFT};T39:{RIGHT};T36:{RIGHT};T42:{LEFT};T43:{RIGHT};T45:{LEFT};T41:{LEFT};T48:{LEFT};T47:{RIGHT};T49:{RIGHT};T46:{RIGHT}
