frame,event_type,track_id,action,resolved_hand,matched_source_track_id,pending_before,pending_after
17,HAND_EXIT,1,UNMATCHED_VIDEO_START,,,,
25,HAND_ENTRY,2,PENDING_ENTRY,,,,T2:{RIGHT}
28,HAND_EXIT,5,MATCHED_FIFO,RIGHT,2,T2:{RIGHT},
45,HAND_ENTRY,1,PENDING_ENTRY,,,,T1:{LEFT}
45,HAND_ENTRY,5,PENDING_ENTRY,,,T1:{LEFT},T1:{LEFT};T5:{RIGHT}
48,HAND_EXIT,6,MATCHED_FIFO,LEFT,1,T1:{LEFT};T5:{RIGHT},T5:{RIGHT}
51,HAND_ENTRY,6,PENDING_ENTRY,,,T5:{RIGHT},T5:{RIGHT};T6:{LEFT}
62,HAND_ENTRY,4,PENDING_ENTRY,,,T5:{RIGHT};T6:{LEFT},T5:{RIGHT};T6:{LEFT};T4:{LEFT}
80,HAND_ENTRY,10,PENDING_ENTRY,,,T5:{RIGHT};T6:{LEFT};T4:{LEFT},T5:{RIGHT};T6:{LEFT};T4:{LEFT};T10:{LEFT}
84,HAND_ENTRY,8,PENDING_ENTRY,,,T5:{RIGHT};T6:{LEFT};T4:{LEFT};T10:{LEFT},T5:{RIGHT};T6:{LEFT};T4:{LEFT};T10:{LEFT};T8:{RIGHT}
88,HAND_EXIT,11,MATCHED_FIFO,RIGHT,5,T5:{RIGHT};T6:{LEFT};T4:{LEFT};T10:{LEFT};T8:{RIGHT},T6:{LEFT};T4:{LEFT};T10:{LEFT};T8:{RIGHT}
91,HAND_ENTRY,11,PENDING_ENTRY,,,T6:{LEFT};T4:{LEFT};T10:{LEFT};T8:{RIGHT},T6:{LEFT};T4:{LEFT};T10:{LEFT};T8:{RIGHT};T11:{RIGHT}
96,HAND_EXIT,12,MATCHED_FIFO,LEFT,6,T6:{LEFT};T4:{LEFT};T10:{LEFT};T8:{RIGHT};T11:{RIGHT},T4:{LEFT};T10:{LEFT};T8:{RIGHT};T11:{RIGHT}
102,HAND_ENTRY,9,PENDING_ENTRY,,,T4:{LEFT};T10:{LEFT};T8:{RIGHT};T11:{RIGHT},T4:{LEFT};T10:{LEFT};T8:{RIGHT};T11:{RIGHT};T9:{RIGHT}
113,HAND_EXIT,14,MATCHED_FIFO,RIGHT,8,T4:{LEFT};T10:{LEFT};T8:{RIGHT};T11:{RIGHT};T9:{RIGHT},T4:{LEFT};T10:{LEFT};T11:{RIGHT};T9:{RIGHT}
121,HAND_ENTRY,12,PENDING_ENTRY,,,T4:{LEFT};T10:{LEFT};T11:{RIGHT};T9:{RIGHT},T4:{LEFT};T10:{LEFT};T11:{RIGHT};T9:{RIGHT};T12:{LEFT}
123,HAND_ENTRY,14,PENDING_ENTRY,,,T4:{LEFT};T10:{LEFT};T11:{RIGHT};T9:{RIGHT};T12:{LEFT},T4:{LEFT};T10:{LEFT};T11:{RIGHT};T9:{RIGHT};T12:{LEFT};T14:{RIGHT}
124,HAND_EXIT,15,MATCHED_FIFO,LEFT,4,T4:{LEFT};T10:{LEFT};T11:{RIGHT};T9:{RIGHT};T12:{LEFT};T14:{RIGHT},T10:{LEFT};T11:{RIGHT};T9:{RIGHT};T12:{LEFT};T14:{RIGHT}
129,HAND_ENTRY,15,PENDING_ENTRY,,,T10:{LEFT};T11:{RIGHT};T9:{RIGHT};T12:{LEFT};T14:{RIGHT},T10:{LEFT};T11:{RIGHT};T9:{RIGHT};T12:{LEFT};T14:{RIGHT};T15:{LEFT}
132,HAND_EXIT,16,MATCHED_FIFO,LEFT,10,T10:{LEFT};T11:{RIGHT};T9:{RIGHT};T12:{LEFT};T14:{RIGHT};T15:{LEFT},T11:{RIGHT};T9:{RIGHT};T12:{LEFT};T14:{RIGHT};T15:{LEFT}
140,HAND_ENTRY,13,PENDING_ENTRY,,,T11:{RIGHT};T9:{RIGHT};T12:{LEFT};T14:{RIGHT};T15:{LEFT},T11:{RIGHT};T9:{RIGHT};T12:{LEFT};T14:{RIGHT};T15:{LEFT};T13:{LEFT}
159,HAND_ENTRY,17,PENDING_ENTRY,,,T11:{RIGHT};T9:{RIGHT};T12:{LEFT};T14:{RIGHT};T15:{LEFT};T13:{LEFT},T11:{RIGHT};T9:{RIGHT};T12:{LEFT};T14:{RIGHT};T15:{LEFT};T13:{LEFT};T17:{RIGHT}
166,HAND_EXIT,19,MATCHED_FIFO,RIGHT,11,T11:{RIGHT};T9:{RIGHT};T12:{LEFT};T14:{RIGHT};T15:{LEFT};T13:{LEFT};T17:{RIGHT},T9:{RIGHT};T12:{LEFT};T14:{RIGHT};T15:{LEFT};T13:{LEFT};T17:{RIGHT}
167,HAND_ENTRY,19,PENDING_ENTRY,,,T9:{RIGHT};T12:{LEFT};T14:{RIGHT};T15:{LEFT};T13:{LEFT};T17:{RIGHT},T9:{RIGHT};T12:{LEFT};T14:{RIGHT};T15:{LEFT};T13:{LEFT};T17:{RIGHT};T19:{RIGHT}
170,HAND_EXIT,20,MATCHED_FIFO,LEFT,12,T9:{RIGHT};T12:{LEFT};T14:{RIGHT};T15:{LEFT};T13:{LEFT};T17:{RIGHT};T19:{RIGHT},T9:{RIGHT};T14:{RIGHT};T15:{LEFT};T13:{LEFT};T17:{RIGHT};T19:{RIGHT}
170,HAND_ENTRY,20,PENDING_ENTRY,,,T9:{RIGHT};T14:{RIGHT};T15:{LEFT};T13:{LEFT};T17:{RIGHT};T19:{RIGHT},T9:{RIGHT};T14:{RIGHT};T15:{LEFT};T13:{LEFT};T17:{RIGHT};T19:{RIGHT};T20:{LEFT}
