track_id,boundary_type,boundary_frame,boundary_x,boundary_y,hand,endpoint_distance_px,recent_min_distance_px,endpoint_distance_normalized,recent_min_distance_normalized,n_synchronized_samples,motion,signed_trend,proximity_band,hand_evidence,post_contact,eligible_hand_set,preferred_hand,ambiguous,evidence_reason
1,START,2,532.239000,790.596000,LEFT,85.104524,83.059496,0.408346,0.398533,5,SEPARATING,2.335088,POSSIBLE,1,0,{LEFT},LEFT,0,possible + separating
1,START,2,532.239000,790.596000,RIGHT,415.074436,162.260888,1.991596,0.778555,5,APPROACHING,-57.893547,FAR,0,0,{LEFT},LEFT,0,far
1,END,9,555.994000,704.613000,LEFT,156.557111,91.249069,0.753403,0.439120,5,SEPARATING,16.667961,FAR,0,0,{},,0,far
1,END,9,555.994000,704.613000,RIGHT,160.361704,148.983116,0.771712,0.716954,5,APPROACHING,-8.522802,FAR,0,0,{},,0,far
2,START,2,603.987000,421.177000,LEFT,332.766185,282.503213,1.596667,1.355497,5,APPROACHING,-12.815197,FAR,0,0,{RIGHT},RIGHT,0,far
2,START,2,603.987000,421.177000,RIGHT,93.923591,93.923591,0.450661,0.450661,5,SEPARATING,20.881653,POSSIBLE,1,0,{RIGHT},RIGHT,0,possible + separating
2,END,9,685.295000,520.215000,LEFT,210.527069,210.527069,1.013124,1.013124,5,APPROACHING,-22.879311,FAR,0,0,{},,0,far
2,END,9,685.295000,520.215000,RIGHT,180.920740,145.393327,0.870648,0.699679,5,SEPARATING,7.220151,FAR,0,0,{},,0,far
3,START,12,1020.797000,869.870000,LEFT,86.563025,64.521704,0.437039,0.325757,5,APPROACHING,-5.355280,POSSIBLE,0,0,{},,0,possible
3,START,12,1020.797000,869.870000,RIGHT,86.574711,62.670168,0.437098,0.316409,5,APPROACHING,-5.946694,POSSIBLE,0,0,{},,0,possible
3,END,60,663.259000,466.295000,LEFT,103.178681,87.036070,0.467682,0.394512,5,APPROACHING,-1.074548,POSSIBLE,1,0,{LEFT},LEFT,0,possible + approaching
3,END,60,663.259000,466.295000,RIGHT,311.479884,286.896715,1.411858,1.300429,5,SEPARATING,6.988524,FAR,0,0,{LEFT},LEFT,0,far
