track_id,boundary_type,boundary_frame,event_type,boundary_x,boundary_y,eligible_hand_set,preferred_hand,ambiguous,hand_evidence,evidence_reason,video_start_boundary,video_end_boundary,proximity_band,motion,endpoint_distance_px,endpoint_distance_normalized,recent_min_distance_px,recent_min_distance_normalized,post_contact
1,START,2,HAND_EXIT,1210.465000,907.297000,{LEFT},LEFT,0,1,very_near,1,0,VERY_NEAR,NEUTRAL,66.768282,0.331677,64.388959,0.319858,0
2,START,2,NON_HAND_START,1027.650000,507.915000,{},,0,0,far,1,0,,,,,,,0
3,START,4,NON_HAND_START,1148.282000,355.669000,{},,0,0,far,0,0,,,,,,,0
2,END,8,HAND_ENTRY,951.923000,750.701000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,49.592562,0.246865,49.592562,0.246865,0
4,START,13,HAND_EXIT,985.474000,891.876000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,32.935898,0.177859,32.935898,0.177859,0
3,END,17,HAND_ENTRY,1298.357000,846.207000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,16.955401,0.091562,16.955401,0.091562,0
5,START,20,HAND_EXIT,1254.470000,838.666000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,50.719147,0.274911,28.776266,0.155975,0
4,END,22,HAND_ENTRY,1101.892000,1040.824000,{RIGHT},RIGHT,0,1,possible + recent very_near (post_contact),0,0,POSSIBLE,SEPARATING,71.769462,0.387991,49.720060,0.268791,1
6,END,29,NON_HAND_END,1247.217000,901.934000,{},,0,0,far,0,0,,,,,,,0
6,START,29,NON_HAND_START,1247.217000,901.934000,{},,0,0,far,0,0,,,,,,,0
7,START,34,NON_HAND_START,1235.889000,700.412000,{},,0,0,far,0,0,,,,,,,0
5,END,35,HAND_ENTRY,1142.791000,825.053000,"{LEFT,RIGHT}",,1,1,LEFT: very_near; RIGHT: very_near,0,0,,,,,,,0
8,START,52,HAND_EXIT,1005.547000,171.843000,{LEFT},LEFT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,67.784136,0.352706,67.784136,0.352706,0
7,END,74,NON_HAND_END,943.797000,505.910000,{},,0,0,far,0,0,,,,,,,0
8,END,77,HAND_ENTRY,1089.715000,982.578000,{LEFT},LEFT,0,1,possible + recent very_near (post_contact),0,0,POSSIBLE,APPROACHING,86.046132,0.440668,50.646174,0.259374,1
9,START,80,HAND_EXIT,1033.197000,1011.676000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,62.011502,0.325915,54.380664,0.285809,0
10,START,82,HAND_EXIT,878.349000,834.478000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,17.088589,0.090332,17.088589,0.090332,0
9,END,83,HAND_ENTRY,977.642000,1034.033000,{LEFT},LEFT,0,1,possible + recent very_near (post_contact),0,0,POSSIBLE,SEPARATING,71.358365,0.375039,54.380664,0.285809,1
11,START,93,NON_HAND_START,824.696000,912.815000,{},,0,0,far,0,0,,,,,,,0
11,END,94,NON_HAND_END,821.503000,879.619000,{},,0,0,far,0,0,,,,,,,0
10,END,97,HAND_ENTRY,1012.547000,833.980000,"{LEFT,RIGHT}",,1,1,LEFT: very_near; RIGHT: very_near,0,0,,,,,,,0
12,END,99,HAND_ENTRY,941.024000,824.703000,"{LEFT,RIGHT}",,1,1,LEFT: very_near; RIGHT: very_near,0,0,,,,,,,0
12,START,99,HAND_EXIT,941.024000,824.703000,"{LEFT,RIGHT}",,1,1,LEFT: very_near; RIGHT: very_near,0,0,,,,,,,0
13,START,99,NON_HAND_START,846.006000,664.725000,{},,0,0,far,0,0,,,,,,,0
14,START,113,HAND_EXIT,979.293000,209.466000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,61.677833,0.317837,61.677833,0.317837,0
1,END,136,NON_HAND_END,1058.939000,906.021000,{},,0,0,possible,0,0,,,,,,,0
13,END,137,NON_HAND_END,1071.868000,481.833000,{},,0,0,far,0,0,,,,,,,0
15,START,142,NON_HAND_START,1011.373000,728.830000,{},,0,0,far,0,0,,,,,,,0
16,START,147,HAND_EXIT,1120.874000,863.406000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,42.928939,0.224131,42.928939,0.224131,0
14,END,152,NON_HAND_END,1052.480000,1041.279000,{},,0,0,far,0,0,,,,,,,0
17,START,155,HAND_EXIT,1030.097000,877.217000,"{LEFT,RIGHT}",,1,1,LEFT: very_near; RIGHT: very_near,0,0,,,,,,,0
16,END,156,HAND_ENTRY,1016.901000,886.622000,"{LEFT,RIGHT}",,1,1,LEFT: very_near; RIGHT: very_near,0,0,,,,,,,0
18,END,158,NON_HAND_END,1198.462000,899.473000,{},,0,0,far,0,0,,,,,,,0
18,START,158,NON_HAND_START,1198.462000,899.473000,{},,0,0,far,0,0,,,,,,,0
19,END,163,NON_HAND_END,1191.981000,685.535000,{},,0,0,far,0,0,,,,,,,0
19,START,163,NON_HAND_START,1191.981000,685.535000,{},,0,0,far,0,0,,,,,,,0
17,END,165,HAND_ENTRY,1138.023000,803.708000,"{LEFT,RIGHT}",,1,1,LEFT: very_near; RIGHT: possible + recent very_near (post_contact),0,0,,,,,,,0
20,START,166,NON_HAND_START,1170.801000,572.083000,{},,0,0,far,0,0,,,,,,,0
