track_id,boundary_type,boundary_frame,boundary_x,boundary_y,hand,endpoint_distance_px,recent_min_distance_px,endpoint_distance_normalized,recent_min_distance_normalized,n_synchronized_samples,motion,signed_trend,proximity_band,hand_evidence,post_contact,eligible_hand_set,preferred_hand,ambiguous,evidence_reason
5,END,35,1142.791000,825.053000,LEFT,44.015339,39.815564,0.244887,0.221521,5,SEPARATING,0.377968,VERY_NEAR,1,0,"{LEFT,RIGHT}",,1,very_near
5,END,35,1142.791000,825.053000,RIGHT,35.962788,26.745151,0.200086,0.148802,5,SEPARATING,0.630259,VERY_NEAR,1,0,"{LEFT,RIGHT}",,1,very_near
6,START,29,1247.217000,901.934000,LEFT,163.830857,163.830857,0.926362,0.926362,1,INSUFFICIENT,,FAR,0,0,{},,0,far
6,START,29,1247.217000,901.934000,RIGHT,196.003365,196.003365,1.108278,1.108278,1,INSUFFICIENT,,FAR,0,0,{},,0,far
6,END,29,1247.217000,901.934000,LEFT,163.830857,163.830857,0.926362,0.926362,1,INSUFFICIENT,,FAR,0,0,{},,0,far
6,END,29,1247.217000,901.934000,RIGHT,196.003365,196.003365,1.108278,1.108278,1,INSUFFICIENT,,FAR,0,0,{},,0,far
7,START,34,1235.889000,700.412000,LEFT,145.343101,140.274004,0.803635,0.775607,5,SEPARATING,8.790280,FAR,0,0,{},,0,far
7,START,34,1235.889000,700.412000,RIGHT,170.172284,170.172284,0.940922,0.940922,5,SEPARATING,41.785552,FAR,0,0,{},,0,far
7,END,74,943.797000,505.910000,LEFT,405.265959,232.875744,2.027060,1.164798,5,SEPARATING,38.797585,FAR,0,0,{},,0,far
7,END,74,943.797000,505.910000,RIGHT,324.977781,324.977781,1.625474,1.625474,5,APPROACHING,-33.680074,FAR,0,0,{},,0,far
8,START,52,1005.547000,171.843000,LEFT,67.784136,67.784136,0.352706,0.352706,5,SEPARATING,6.145493,POSSIBLE,1,0,{LEFT},LEFT,0,possible + separating
8,START,52,1005.547000,171.843000,RIGHT,572.445914,504.348355,2.978650,2.624313,5,APPROACHING,-17.382363,FAR,0,0,{LEFT},LEFT,0,far
8,END,77,1089.715000,982.578000,LEFT,86.046132,50.646174,0.440668,0.259374,5,APPROACHING,-4.419369,POSSIBLE,1,1,{LEFT},LEFT,0,possible + recent very_near (post_contact)
8,END,77,1089.715000,982.578000,RIGHT,250.936988,157.655957,1.285123,0.807403,5,SEPARATING,25.390839,FAR,0,0,{LEFT},LEFT,0,far
9,START,80,1033.197000,1011.676000,LEFT,62.011502,54.380664,0.325915,0.285809,4,SEPARATING,3.581127,VERY_NEAR,1,0,{LEFT},LEFT,0,very_near
9,START,80,1033.197000,1011.676000,RIGHT,252.942445,228.475710,1.329394,1.200804,4,APPROACHING,-8.755896,FAR,0,0,{LEFT},LEFT,0,far
9,END,83,977.642000,1034.033000,LEFT,71.358365,54.380664,0.375039,0.285809,4,SEPARATING,3.581127,POSSIBLE,1,1,{LEFT},LEFT,0,possible + recent very_near (post_contact)
9,END,83,977.642000,1034.033000,RIGHT,228.475710,228.475710,1.200804,1.200804,4,APPROACHING,-8.755896,FAR,0,0,{LEFT},LEFT,0,far
10,START,82,878.349000,834.478000,LEFT,218.210588,87.205874,1.153485,0.460980,5,APPROACHING,-25.391039,FAR,0,0,{RIGHT},RIGHT,0,far
10,START,82,878.349000,834.478000,RIGHT,17.088589,17.088589,0.090332,0.090332,5,SEPARATING,2.652215,VERY_NEAR,1,0,{RIGHT},RIGHT,0,very_near
10,END,97,1012.547000,833.980000,LEFT,32.818527,32.818527,0.183173,0.183173,5,APPROACHING,-1.787419,VERY_NEAR,1,0,"{LEFT,RIGHT}",,1,very_near
10,END,97,1012.547000,833.980000,RIGHT,55.578878,52.421072,0.310207,0.292582,5,SEPARATING,0.356830,VERY_NEAR,1,0,"{LEFT,RIGHT}",,1,very_near
11,START,93,824.696000,912.815000,LEFT,190.445646,177.302772,1.027093,0.956212,2,INSUFFICIENT,-13.142874,FAR,0,0,{},,0,far
11,START,93,824.696000,912.815000,RIGHT,180.971945,172.323130,0.976000,0.929356,2,INSUFFICIENT,-8.648815,FAR,0,0,{},,0,far
11,END,94,821.503000,879.619000,LEFT,177.302772,177.302772,0.956212,0.956212,2,INSUFFICIENT,-13.142874,FAR,0,0,{},,0,far
11,END,94,821.503000,879.619000,RIGHT,172.323130,172.323130,0.929356,0.929356,2,INSUFFICIENT,-8.648815,FAR,0,0,{},,0,far
12,START,99,941.024000,824.703000,LEFT,51.096988,51.096988,0.284093,0.284093,1,INSUFFICIENT,,VERY_NEAR,1,0,"{LEFT,RIGHT}",,1,very_near
12,START,99,941.024000,824.703000,RIGHT,34.813991,34.813991,0.193562,0.193562,1,INSUFFICIENT,,VERY_NEAR,1,0,"{LEFT,RIGHT}",,1,very_near
12,END,99,941.024000,824.703000,LEFT,51.096988,51.096988,0.284093,0.284093,1,INSUFFICIENT,,VERY_NEAR,1,0,"{LEFT,RIGHT}",,1,very_near
12,END,99,941.024000,824.703000,RIGHT,34.813991,34.813991,0.193562,0.193562,1,INSUFFICIENT,,VERY_NEAR,1,0,"{LEFT,RIGHT}",,1,very_near
13,START,99,846.006000,664.725000,LEFT,221.910007,221.910007,1.167646,1.167646,5,SEPARATING,36.652308,FAR,0,0,{},,0,far
13,START,99,846.006000,664.725000,RIGHT,153.511119,142.211788,0.807745,0.748290,5,SEPARATING,3.276810,FAR,0,0,{},,0,far
13,END,137,1071.868000,481.833000,LEFT,345.982071,345.982071,1.771750,1.771750,5,APPROACHING,-31.615781,FAR,0,0,{},,0,far
13,END,137,1071.868000,481.833000,RIGHT,340.747933,340.747933,1.744947,1.744947,5,APPROACHING,-7.521515,FAR,0,0,{},,0,far
14,START,113,979.293000,209.466000,LEFT,546.896124,476.794644,2.818253,2.457008,5,APPROACHING,-17.662931,FAR,0,0,{RIGHT},RIGHT,0,far
14,START,113,979.293000,209.466000,RIGHT,61.677833,61.677833,0.317837,0.317837,5,SEPARATING,7.710309,VERY_NEAR,1,0,{RIGHT},RIGHT,0,very_near
14,END,152,1052.480000,1041.279000,LEFT,193.693425,193.693425,1.021444,1.021444,5,APPROACHING,-15.047417,FAR,0,0,{},,0,far
14,END,152,1052.480000,1041.279000,RIGHT,122.512370,76.725242,0.646070,0.404611,5,SEPARATING,9.703106,POSSIBLE,0,0,{},,0,possible
15,START,142,1011.373000,728.830000,LEFT,143.466879,143.466879,0.745128,0.745128,5,SEPARATING,31.281287,FAR,0,0,{},,0,far
15,START,142,1011.373000,728.830000,RIGHT,164.379169,164.379169,0.853740,0.853740,5,SEPARATING,35.411066,FAR,0,0,{},,0,far
15,END,179,876.354000,735.285000,LEFT,592.176297,553.757389,2.899173,2.711082,5,SEPARATING,8.811961,FAR,0,0,{RIGHT},RIGHT,0,far
15,END,179,876.354000,735.285000,RIGHT,15.104268,15.104268,0.073947,0.073947,5,APPROACHING,-5.645492,VERY_NEAR,1,0,{RIGHT},RIGHT,0,very_near
16,START,147,1120.874000,863.406000,LEFT,42.928939,42.928939,0.224131,0.224131,5,SEPARATING,4.885619,VERY_NEAR,1,0,{LEFT},LEFT,0,very_near
16,START,147,1120.874000,863.406000,RIGHT,177.364668,85.815639,0.926017,0.448042,5,APPROACHING,-23.732980,FAR,0,0,{LEFT},LEFT,0,far
16,END,156,1016.901000,886.622000,LEFT,64.459813,61.151845,0.345740,0.327997,5,APPROACHING,-1.003925,VERY_NEAR,1,0,"{LEFT,RIGHT}",,1,very_near
16,END,156,1016.901000,886.622000,RIGHT,48.009132,26.066673,0.257504,0.139813,5,SEPARATING,0.383804,VERY_NEAR,1,0,"{LEFT,RIGHT}",,1,very_near
17,START,155,1030.097000,877.217000,LEFT,52.332668,51.092100,0.292286,0.285357,5,SEPARATING,1.139207,VERY_NEAR,1,0,"{LEFT,RIGHT}",,1,very_near
17,START,155,1030.097000,877.217000,RIGHT,26.062219,26.062219,0.145562,0.145562,5,SEPARATING,11.638934,VERY_NEAR,1,0,"{LEFT,RIGHT}",,1,very_near
17,END,165,1138.023000,803.708000,LEFT,58.427948,56.449242,0.314557,0.303904,5,SEPARATING,0.332992,VERY_NEAR,1,0,"{LEFT,RIGHT}",,1,very_near
17,END,165,1138.023000,803.708000,RIGHT,68.912569,43.365868,0.371002,0.233467,5,APPROACHING,-6.937651,POSSIBLE,1,1,"{LEFT,RIGHT}",,1,possible + recent very_near (post_contact)
18,START,158,1198.462000,899.473000,LEFT,157.507222,157.507222,0.858813,0.858813,1,INSUFFICIENT,,FAR,0,0,{},,0,far
18,START,158,1198.462000,899.473000,RIGHT,149.066708,149.066708,0.812791,0.812791,1,INSUFFICIENT,,FAR,0,0,{},,0,far
18,END,158,1198.462000,899.473000,LEFT,157.507222,157.507222,0.858813,0.858813,1,INSUFFICIENT,,FAR,0,0,{},,0,far
18,END,158,1198.462000,899.473000,RIGHT,149.066708,149.066708,0.812791,0.812791,1,INSUFFICIENT,,FAR,0,0,{},,0,far
19,START,163,1191.981000,685.535000,LEFT,143.903739,143.903739,0.774596,0.774596,1,INSUFFICIENT,,FAR,0,0,{},,0,far
19,START,163,1191.981000,685.535000,RIGHT,157.480275,157.480275,0.847675,0.847675,1,INSUFFICIENT,,FAR,0,0,{},,0,far
19,END,163,1191.981000,685.535000,LEFT,143.903739,143.903739,0.774596,0.774596,1,INSUFFICIENT,,FAR,0,0,{},,0,far
19,END,163,1191.981000,685.535000,RIGHT,157.480275,157.480275,0.847675,0.847675,1,INSUFFICIENT,,FAR,0,0,{},,0,far
20,START,166,1170.801000,572.083000,LEFT,155.508040,129.733625,0.821342,0.685210,5,APPROACHING,-5.105384,FAR,0,0,{},,0,far
20,START,166,1170.801000,572.083000,RIGHT,272.728767,272.728767,1.440464,1.440464,5,SEPARATING,36.940983,FAR,0,0,{},,0,far
20,END,179,1083.471000,255.698000,LEFT,71.301119,71.301119,0.349076,0.349076,5,APPROACHING,-4.176565,VERY_NEAR,1,0,{LEFT},LEFT,0,very_near
20,END,179,1083.471000,255.698000,RIGHT,513.566573,470.716187,2.514316,2.304529,5,SEPARATING,10.535647,FAR,0,0,{LEFT},LEFT,0,far
