track_id,boundary_type,boundary_frame,event_type,boundary_x,boundary_y,eligible_hand_set,preferred_hand,ambiguous,hand_evidence,evidence_reason,video_start_boundary,video_end_boundary,proximity_band,motion,endpoint_distance_px,endpoint_distance_normalized,recent_min_distance_px,recent_min_distance_normalized,post_contact
33,START,280,HAND_EXIT,1007.745000,925.053000,{RIGHT},RIGHT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,81.266419,0.443410,81.266419,0.443410,0
33,END,285,HAND_ENTRY,1102.924000,871.057000,{LEFT},LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,110.582129,0.609893,110.582129,0.609893,0
34,END,288,NON_HAND_END,1090.945000,757.069000,{},,0,0,insufficient motion,0,0,,,,,,,0
34,START,288,NON_HAND_START,1090.945000,757.069000,{},,0,0,insufficient motion,0,0,,,,,,,0
35,START,291,NON_HAND_START,1050.268000,652.757000,{},,0,0,far,0,0,,,,,,,0
35,END,293,NON_HAND_END,1045.057000,637.207000,{},,0,0,far,0,0,,,,,,,0
36,START,295,NON_HAND_START,987.544000,532.421000,{},,0,0,far,0,0,,,,,,,0
25,END,299,HAND_ENTRY,1056.486000,826.797000,{RIGHT},RIGHT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,129.666055,0.678674,122.313823,0.640192,0
37,START,302,NON_HAND_START,989.863000,845.760000,{},,0,0,far,0,0,,,,,,,0
32,END,313,HAND_ENTRY,748.561000,333.126000,{LEFT},LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,88.205159,0.418625,88.205159,0.418625,0
37,END,317,HAND_ENTRY,735.840000,944.456000,{RIGHT},RIGHT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,93.385488,0.444886,93.385488,0.444886,0
38,START,320,HAND_EXIT,773.022000,856.969000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,64.909619,0.320179,64.371619,0.317525,0
39,START,326,NON_HAND_START,584.942000,440.333000,{},,0,0,far,0,0,,,,,,,0
39,END,337,NON_HAND_END,631.319000,440.606000,{},,0,0,possible,0,0,,,,,,,0
40,END,350,NON_HAND_END,558.037000,903.983000,{},,0,0,insufficient motion,0,0,,,,,,,0
40,START,350,NON_HAND_START,558.037000,903.983000,{},,0,0,insufficient motion,0,0,,,,,,,0
36,END,359,NON_HAND_END,439.287000,869.556000,{},,0,0,far,0,1,,,,,,,0
38,END,359,NON_HAND_END,520.806000,491.488000,{},,0,0,far,0,1,,,,,,,0
41,END,359,NON_HAND_END,505.863000,694.615000,{},,0,0,insufficient motion,0,1,,,,,,,0
41,START,359,NON_HAND_START,505.863000,694.615000,{},,0,0,insufficient motion,0,1,,,,,,,0
