track_id,boundary_type,boundary_frame,event_type,boundary_x,boundary_y,eligible_hand_set,preferred_hand,ambiguous,hand_evidence,evidence_reason,video_start_boundary,video_end_boundary,proximity_band,motion,endpoint_distance_px,endpoint_distance_normalized,recent_min_distance_px,recent_min_distance_normalized,post_contact
1,START,2,HAND_EXIT,532.239000,790.596000,{LEFT},LEFT,0,1,possible + separating,1,0,POSSIBLE,SEPARATING,85.104524,0.408346,83.059496,0.398533,0
2,START,2,HAND_EXIT,603.987000,421.177000,{RIGHT},RIGHT,0,1,possible + separating,1,0,POSSIBLE,SEPARATING,93.923591,0.450661,93.923591,0.450661,0
1,END,9,NON_HAND_END,555.994000,704.613000,{},,0,0,far,0,0,,,,,,,0
2,END,9,NON_HAND_END,685.295000,520.215000,{},,0,0,far,0,0,,,,,,,0
3,START,12,NON_HAND_START,1020.797000,869.870000,{},,0,0,possible,0,0,,,,,,,0
4,START,12,NON_HAND_START,1080.852000,647.002000,{},,0,0,far,0,0,,,,,,,0
5,START,12,NON_HAND_START,1010.700000,501.064000,{},,0,0,far,0,0,,,,,,,0
4,END,14,NON_HAND_END,1048.876000,598.530000,{},,0,0,far,0,0,,,,,,,0
5,END,16,NON_HAND_END,1012.923000,532.863000,{},,0,0,far,0,0,,,,,,,0
6,START,19,HAND_EXIT,1064.094000,770.417000,{LEFT},LEFT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,81.970424,0.405515,81.970424,0.405515,0
7,START,19,NON_HAND_START,963.169000,463.014000,{},,0,0,far,0,0,,,,,,,0
7,END,32,HAND_ENTRY,757.438000,348.903000,{LEFT},LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,105.892567,0.512685,105.892567,0.512685,0
8,START,43,NON_HAND_START,591.226000,416.067000,{},,0,0,far,0,0,,,,,,,0
8,END,54,NON_HAND_END,495.608000,404.563000,{},,0,0,far,0,0,,,,,,,0
9,END,57,NON_HAND_END,455.656000,504.860000,{},,0,0,far,0,0,,,,,,,0
9,START,57,NON_HAND_START,455.656000,504.860000,{},,0,0,far,0,0,,,,,,,0
3,END,60,HAND_ENTRY,663.259000,466.295000,{LEFT},LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,103.178681,0.467682,87.036070,0.394512,0
10,START,60,HAND_EXIT,421.316000,602.148000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,72.851401,0.343394,41.569053,0.195941,0
11,START,72,NON_HAND_START,521.500000,898.488000,{},,0,0,insufficient motion,0,0,,,,,,,0
11,END,73,NON_HAND_END,503.761000,899.301000,{},,0,0,insufficient motion,0,0,,,,,,,0
12,START,81,HAND_EXIT,476.004000,679.362000,"{LEFT,RIGHT}",,1,1,LEFT: possible + separating; RIGHT: possible + separating,0,0,,,,,,,0
6,END,88,HAND_ENTRY,450.271000,740.376000,"{LEFT,RIGHT}",RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,50.942707,0.307478,50.942707,0.307478,0
13,START,93,HAND_EXIT,534.089000,597.362000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,17.712980,0.106783,16.330237,0.098447,0
10,END,102,NON_HAND_END,685.839000,945.507000,{},,0,0,possible,0,0,,,,,,,0
12,END,102,HAND_ENTRY,777.831000,340.010000,{RIGHT},RIGHT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,95.025330,0.594276,95.025330,0.594276,0
14,START,108,HAND_EXIT,714.334000,891.149000,{LEFT},LEFT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,83.222960,0.434476,79.942091,0.417348,0
15,START,112,NON_HAND_START,943.559000,395.954000,{},,0,0,far,0,0,,,,,,,0
13,END,128,HAND_ENTRY,862.918000,366.444000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,64.337231,0.283925,54.851939,0.242066,0
15,END,129,HAND_ENTRY,1098.954000,646.909000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,42.998496,0.190918,42.998496,0.190918,0
16,START,132,HAND_EXIT,1070.775000,610.312000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,62.709879,0.267304,55.093130,0.234838,0
17,START,141,HAND_EXIT,1039.631000,900.743000,{RIGHT},RIGHT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,82.863151,0.419541,82.863151,0.419541,0
17,END,145,NON_HAND_END,1140.618000,869.164000,{},,0,0,far,0,0,,,,,,,0
18,END,148,NON_HAND_END,1139.621000,760.590000,{},,0,0,insufficient motion,0,0,,,,,,,0
18,START,148,NON_HAND_START,1139.621000,760.590000,{},,0,0,insufficient motion,0,0,,,,,,,0
19,START,151,NON_HAND_START,1102.946000,651.783000,{},,0,0,far,0,0,,,,,,,0
19,END,152,NON_HAND_END,1092.209000,628.335000,{},,0,0,far,0,0,,,,,,,0
20,START,156,NON_HAND_START,1018.519000,512.511000,{},,0,0,far,0,0,,,,,,,0
14,END,158,HAND_ENTRY,1091.556000,782.761000,"{LEFT,RIGHT}",LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,89.542323,0.453195,89.542323,0.453195,0
21,END,160,HAND_ENTRY,1019.656000,740.711000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,29.679681,0.148589,29.679681,0.148589,0
21,START,160,HAND_EXIT,1019.656000,740.711000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,29.679681,0.148589,29.679681,0.148589,0
16,END,161,HAND_ENTRY,1042.801000,800.978000,{LEFT},LEFT,0,1,possible + recent very_near (post_contact),0,0,POSSIBLE,SEPARATING,135.791605,0.678758,60.711277,0.303467,1
22,START,164,NON_HAND_START,982.844000,861.650000,{},,0,0,far,0,0,,,,,,,0
23,END,165,HAND_ENTRY,945.915000,553.524000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,29.844921,0.144675,29.844921,0.144675,0
23,START,165,HAND_EXIT,945.915000,553.524000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,29.844921,0.144675,29.844921,0.144675,0
24,START,168,HAND_EXIT,897.672000,450.387000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,37.851371,0.185780,37.851371,0.185780,0
20,END,171,HAND_ENTRY,777.963000,339.128000,{LEFT},LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,130.839359,0.651104,130.839359,0.651104,0
22,END,173,HAND_ENTRY,793.654000,975.005000,{RIGHT},RIGHT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,78.547022,0.397714,73.897788,0.374174,0
25,START,180,NON_HAND_START,778.138000,925.077000,{},,0,0,far,0,0,,,,,,,0
26,START,185,NON_HAND_START,608.131000,428.478000,{},,0,0,far,0,0,,,,,,,0
26,END,197,NON_HAND_END,644.459000,375.332000,{},,0,0,possible,0,0,,,,,,,0
27,END,200,NON_HAND_END,713.574000,469.043000,{},,0,0,insufficient motion,0,0,,,,,,,0
27,START,200,NON_HAND_START,713.574000,469.043000,{},,0,0,insufficient motion,0,0,,,,,,,0
28,START,212,NON_HAND_START,577.041000,903.378000,{},,0,0,possible,0,0,,,,,,,0
28,END,214,HAND_ENTRY,539.694000,897.105000,{LEFT},LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,85.397886,0.512611,85.397886,0.512611,0
29,START,221,HAND_EXIT,532.780000,690.206000,"{LEFT,RIGHT}",,1,1,LEFT: possible + separating; RIGHT: possible + separating,0,0,,,,,,,0
24,END,227,HAND_ENTRY,492.988000,786.573000,"{LEFT,RIGHT}",RIGHT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,74.513538,0.455426,74.513538,0.455426,0
30,START,231,HAND_EXIT,539.489000,651.908000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,24.309687,0.153791,21.535305,0.136239,0
31,START,232,HAND_EXIT,594.551000,788.501000,{LEFT},LEFT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,90.590066,0.567319,90.590066,0.567319,0
31,END,234,NON_HAND_END,617.142000,818.729000,{},,0,0,possible,0,0,,,,,,,0
29,END,237,NON_HAND_END,777.207000,387.828000,{},,0,0,far,0,0,,,,,,,0
32,START,256,NON_HAND_START,998.540000,429.384000,{},,0,0,far,0,0,,,,,,,0
30,END,268,HAND_ENTRY,918.165000,449.319000,{RIGHT},RIGHT,0,1,possible + recent very_near (post_contact),0,0,POSSIBLE,APPROACHING,91.360650,0.400427,68.775011,0.301436,1
