track_id,boundary_type,boundary_frame,event_type,boundary_x,boundary_y,eligible_hand_set,preferred_hand,ambiguous,hand_evidence,evidence_reason,video_start_boundary,video_end_boundary,proximity_band,motion,endpoint_distance_px,endpoint_distance_normalized,recent_min_distance_px,recent_min_distance_normalized,post_contact
1,START,2,NON_HAND_START,945.144000,216.351000,{},,0,0,far,1,0,,,,,,,0
2,START,2,HAND_EXIT,1038.461000,841.878000,{RIGHT},RIGHT,0,1,possible + separating,1,0,POSSIBLE,SEPARATING,64.133423,0.354505,62.243315,0.344057,0
3,START,6,HAND_EXIT,964.363000,510.098000,{LEFT},LEFT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,93.015470,0.516939,90.969544,0.505569,0
3,END,27,HAND_ENTRY,1034.731000,459.716000,{LEFT},LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,87.495921,0.464981,87.495921,0.464981,0
4,START,36,HAND_EXIT,1007.831000,491.589000,{LEFT},LEFT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,65.975664,0.353717,65.975664,0.353717,0
1,END,37,HAND_ENTRY,1095.634000,807.835000,{RIGHT},RIGHT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,66.208288,0.366198,66.205930,0.366185,0
5,START,40,HAND_EXIT,1128.528000,695.766000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,63.707193,0.346781,45.624300,0.248350,0
4,END,60,HAND_ENTRY,975.480000,451.427000,{LEFT},LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,83.552096,0.453555,83.552096,0.453555,0
6,START,71,NON_HAND_START,974.238000,482.734000,{},,0,0,insufficient motion,0,0,,,,,,,0
7,START,71,HAND_EXIT,975.118000,482.688000,{LEFT},LEFT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,82.272058,0.451120,82.272058,0.451120,0
6,END,73,NON_HAND_END,979.840000,457.635000,{},,0,0,insufficient motion,0,0,,,,,,,0
7,END,93,HAND_ENTRY,1024.638000,467.424000,{LEFT},LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,83.439383,0.445623,83.439383,0.445623,0
5,END,100,NON_HAND_END,1052.980000,858.825000,{},,0,0,far,0,0,,,,,,,0
8,START,102,HAND_EXIT,998.490000,522.409000,{LEFT},LEFT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,86.266672,0.469770,85.671559,0.466529,0
9,START,103,NON_HAND_START,1122.201000,765.985000,{},,0,0,far,0,0,,,,,,,0
2,END,120,HAND_ENTRY,814.483000,699.191000,{RIGHT},RIGHT,0,1,very_near,0,1,VERY_NEAR,APPROACHING,44.701708,0.237799,34.489377,0.183473,0
8,END,120,NON_HAND_END,1023.623000,413.623000,{},,0,0,far,0,1,,,,,,,0
9,END,120,HAND_ENTRY,1063.446000,225.982000,{LEFT},LEFT,0,1,possible + recent very_near (post_contact),0,1,POSSIBLE,APPROACHING,90.054435,0.479061,61.244874,0.325804,1
